quest,ville,codep,rta,arron,debut,mess1,q1,q2_m1,q2_m2,q2_m3,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14_m1,q14_m2,q14_m3,q15,q16,q17,q18,q19,q20,q20a,q21,q22,q23,q24,q25,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,pond
04962,LASALLE,H8P2P3,H8P,12,1,1,1,2, , ,2,2,2,2,2,2,2,2,2,1,2, , , ,1,1,4,1,4,2,1,1,6,1,2,3,3,1,1,3,1,2,1,1,2,1,1,2.30148156975812
04968,SAINTE-ANNE-DE-BELLEVUE,H9X4A2,H9X,23,1,1,1,1, , ,4,3,2,2,2,2,1,2,2,2,2, , , ,2,1,4,1,4,2,0,1,9,2,1,3,3,2,1,3,1,2,1,2,1,1,3,.98007152863766
04969,MONTREAL,H1A5L4,H1A,3,1,1,2, , , , , , , , , , , , , , ,1, , ,4,4,2,1,4,2,0,1,3,1,1,1,1,4,3,1,1,2,1,1,1,2, ,.56147799073084
04981,MONTREAL,H2R2S6,H2R,6,1,1,2, , , , , , , , , , , , , , ,4,6, ,3,5,3,1,4,1, ,2,1,1,2,2,2,3,4,2,1,2,2,1,2,2, ,.81856585972332
04982,MONTREAL,H3N2V4,H3N,6,1,1,1,2, , ,4,1,2,2,2,2,2,2,2,1,2, , , ,2,1,3,2,4,1, ,2,3,2,1,2,2,2,1,2,2,2,2,2,1,1,3,.98007152863766
04984,MONTREAL,H2R1K6,H2R,6,1,1,1,1, , ,2,1,2,2,2,2,1,2,2,1,1, , , ,1,1,4,2,3,2,0,2,6,1,1,2,2,1,1,3,2,1,2,1,1,1,1,2.30148156975812
04986,MONTREAL,H1L5V3,H1L,13,1,1,1,2, , ,3,1,2,2,2,2,3,1,2,1,1, , , ,2,2,2,1,4,1, ,1,9,2,1,1,1,2,1,1,1,2,1,2,1,1,2,.98007152863766
04995,SAINT-LAURENT,H4L4M6,H4L,27,1,1,2, , , , , , , , , , , , , , ,3, , ,2,1,4,4,2,2,1,1,4,1,1,3,3,2,1,3,3,1,1,1,1,2, ,.91357010076408
04996,MONTREAL,H2C1J1,H2C,9,1,1,2, , , , , , , , , , , , , , ,1, , ,4,1,4,2,3,1, ,2,6,1,1,2,2,4,1,3,2,1,2,1,1,2, ,.56147799073084
05027,MONTREAL,H4V2H3,H4V,18,1,1,1,2, , ,4,4,1,2,2,2,2,1,2,1,1, , , ,3,6,2,4,4,3,0,1,9,2,2,3,3,3,4,1,3,2,1,2,2,1,3,.76672607558491
05042,PIERREFONDS,H8Z2B8,H8Z,25,1,1,1,1, , ,2,1,2,2,2,2,1,2,2,1,1, , , ,3,1,4,4,4,2,0,1,4,1,1,3,3,3,1,3,3,2,1,1,1,1,1,.81856585972332
05058,ANJOU,H1K2P7,H1K,10,1,1,2, , , , , , , , , , , , , , ,97, , ,4,2,3,2,4,2,0,2,4,1,1,1,1,4,1,2,2,2,2,1,1,2, ,.56147799073084
05102,MONTREAL,H2S2B9,H2S,4,1,1,1,1, , ,2,1,2,2,2,2,1,2,1,1,2, , , ,2,1,2,1,4,1, ,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,.98007152863766
05119,MONTREAL,H2E,H2E,6,1,1,1,2,3, ,2,2,1,2,2,2,3,2,2,1,2, , , ,2,1,4,1,4,2,2,1,6,1,1,2,2,2,1,3,1,2,1,1,1,1,1,.91357010076408
05125,MONTREAL,H3M1K6,H3M,9,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,3,4,4,1, ,2,1,1,2,2,2,4,3,2,3,2,2,1,2,2, ,.56147799073084
05136,POINTE-AUX-TREMBLES,H1E6C8,H1E,3,1,1,1,2, , ,3,3,2,2,2,1,3,1,1,1,1, , , ,2,1,4,1,4,2,1,1,5,1,1,1,1,2,1,3,1,2,1,1,1,1,2,.91357010076408
05143,SAINT-LEONARD,H1P1P8,H1P,15,1,1,1,2, , ,4,2,1,2,2,1,3,2,1,1,2, , , ,3,4,1,4,4,2,0,1,1,1,1,1,1,3,3,1,3,2,1,1,1,1,3,.81856585972332
05145,LACHINE,H8S2T5,H8S,28,1,1,2, , , , , , , , , , , , , , ,1, , ,2,6,1,1,4,4,0,1,2,2,1,3,3,2,4,1,1,2,1,2,1,2, ,.98007152863766
05160,MONTREAL,H4J2E4,H4J,9,1,1,2, , , , , , , , , , , , , , ,11,16, ,1,1,4,1,4,6,2,1,4,1,2,2,2,1,1,3,1,2,1,1,2,2, ,2.30148156975812
05162,MONTREAL,H2E2L5,H2E,6,1,1,2, , , , , , , , , , , , , , ,11, , ,3,1,2,2,4,2,0,2,6,2,1,2,2,3,1,1,2,2,2,2,1,2, ,.76672607558491
05176,MONTREAL,H2C1C2,H2C,9,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,4,1,4,1, ,2,2,1,1,2,2,4,3,3,1,2,2,1,1,2, ,.56147799073084
05186,MONTREAL,H4J1Y8,H4J,9,1,1,2, , , , , , , , , , , , , , ,4,5, ,3,5,1,4,2,2,3,2,9,1,1,2,2,3,4,1,3,1,2,1,1,2, ,.81856585972332
05232,MONTREAL,H1A5H1,H1A,3,1,1,1,2, , ,4,1,2,2,2,2,1,2,2,2,2, , , ,3,1,2,2,4,2,0,1,5,1,1,1,1,3,1,1,2,2,1,1,1,1,3,.81856585972332
05239,LACHINE,H8S2N6,H8S,28,1,1,2, , , , , , , , , , , , , , ,4, , ,3,5,4,2,4,1, ,1,1,1,1,3,3,3,4,3,2,2,1,1,1,2, ,.81856585972332
05243,MONTREAL,H2S,H2S,4,1,1,1,1, , ,1,1,2,2,2,1,1,1,2,1,1, , , ,2,1,2,1,4,1, ,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,.91357010076408
05252,MONTREAL-NORD,H1H5B1,H1H,14,1,1,2, , , , , , , , , , , , , , ,97, , ,3,2,1,4,4,1, ,2,1,2,1,1,1,3,1,1,3,2,2,2,1,2, ,.76672607558491
05259,MONTREAL,H1N,H1N,13,1,1,1,2,3, ,2,1,2,2,2,2,1,2,1,1,2, , , ,2,1,4,4,3,2,3,1,9,1,1,1,1,2,1,3,3,1,1,1,1,1,1,.91357010076408
05278,MONTREAL,H2M0A1,H2M,9,1,1,2, , , , , , , , , , , , , , ,4,5,13,4,4,4,1,4,1, ,1,4,1,1,2,2,4,3,3,1,2,1,1,1,2, ,.56147799073084
05283,DOLLARD-DES-ORMEAUX,H8Y,H8Y,25,1,1,1,2, , ,4,1,2,2,2,2,1,1,1,1,2, , , ,3,1,4,4,4,4,0,1,9,1,2,3,3,3,1,3,3,2,1,1,2,1,3,.81856585972332
05303,MONTREAL,H4E1P4,H4E,5,1,1,1,5, , ,4,3,1,2,2,1,3,2,2,1,1, , , ,4,4,2,2,4,2,0,1,3,2,1,2,2,4,3,1,2,2,1,2,1,1,3,.71318334403313
05308,ROXBORO,H8Y1E9,H8Y,25,1,1,1,2, , ,3,1,2,2,2,2,2,2,2,1,2, , , ,3,1,3,1,4,2,0,1,4,1,1,3,3,3,1,2,1,2,1,1,1,1,2,.81856585972332
05314,MONTREAL,H3M2S4,H3M,9,1,1,1,3,97, ,4,4,2,2,2,1,2,1,2,1,1, , , ,3,2,2,1,4,1, ,2,1,2,1,2,2,3,1,1,1,2,2,2,1,1,3,.76672607558491
05328,MONTREAL,H4A3L9,H4A,11,1,1,2, , , , , , , , , , , , , , ,97, , ,2,1,4,3,2,2,2,1,6,1,1,2,2,2,1,3,2,1,1,1,1,2, ,.91357010076408
05329,MONTREAL,H2M1P9,H2M,9,1,1,2, , , , , , , , , , , , , , ,5, , ,3,3,4,4,2,4,0,2,2,1,1,2,2,3,2,3,3,1,2,1,1,2, ,.81856585972332
05339,SAINT-LEONARD,H1S2T8,H1S,15,1,1,2, , , , , , , , , , , , , , ,13, , ,4,4,1,4,4,3,0,1,9,1,1,1,1,4,3,1,3,2,1,1,1,2, ,.56147799073084
05340,MONTREAL,H2N1Y5,H2N,9,1,1,2, , , , , , , , , , , , , , ,3, , ,2,1,3,2,4,1, ,2,6,1,1,2,2,2,1,2,2,2,2,1,1,2, ,.91357010076408
05353,DOLLARD-DES-ORMEAUX,H9B1W6,H9B,19,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,2,1,4,1, ,1,3,1,2,3,3,3,1,1,1,2,1,1,2,2, ,.81856585972332
05357,MONTREAL,H1E5K9,H1E,3,1,1,1,2, , ,3,4,2,2,2,2,3,1,2,1,1, , , ,4,4,4,1,3,2,0,1,9,1,1,1,1,4,3,3,1,1,1,1,1,1,2,.56147799073084
05373,PIERREFONDS,H8Z2T5,H8Z,25,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,1,4,2,2,1,6,1,2,3,3,2,1,3,1,2,1,1,2,2, ,.91357010076408
05402,MONTREAL,H2S2V4,H2S,4,1,1,1,1, , ,2,4,2,2,2,2,1,2,2,1,1, , , ,1,3,4,4,2,2,1,2,2,1,1,2,2,1,2,3,3,1,2,1,1,1,1,2.30148156975812
05413,SAINT-LAURENT,H4L5C5,H4L,27,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,4,2,4,2,0,1,4,1,1,3,3,4,3,3,2,2,1,1,1,2, ,.56147799073084
05422,MONTREAL,H2H2K9,H2H,2,1,1,1,2, , ,4,4,2,2,2,2,1,1,1,1,2, , , ,3,1,4,2,4,2,0,1,6,1,1,2,2,3,1,3,2,2,1,1,1,1,3,.81856585972332
05440,MONTREAL,H1Y1C3,H1Y,4,1,1,1,1, , ,1,2,2,2,2,2,1,2,1,1,2, , , ,3,1,4,2,4,2,0,1,9,1,1,2,2,3,1,3,2,2,1,1,1,1,1,.81856585972332
05445,MONTREAL,H3T1L7,H3T,11,1,1,2, , , , , , , , , , , , , , ,3, , ,3,1,4,1,4,3,0,1,5,1,1,2,2,3,1,3,1,2,1,1,1,2, ,.81856585972332
05473,MONTREAL,H9R,H9R,22,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,4,2,2,1,1,6,1,2,3,3,2,1,3,3,1,1,1,2,2, ,.91357010076408
05501,MONTREAL,H4L,H4L,27,1,1,1,1, , ,1,1,2,2,2,2,1,2,2,1,1, , , ,3,5,4,4,4,4,0,2,2,1,2,3,3,3,4,3,3,2,2,1,2,1,1,.81856585972332
05514,SAINT-MICHEL,H2C,H2C,9,1,1,1,5, , ,4,3,1,2,2,1,1,2,2,1,1, , , ,1,1,3,1,4,6,0,2,3,1,1,2,2,1,1,2,1,2,2,1,1,1,3,2.30148156975812
05515,MONTREAL,H4A2C3,H4A,11,1,1,2, , , , , , , , , , , , , , ,99, , ,4,4,1,4,4,2,0,1,9,2,1,2,2,4,3,1,3,2,1,2,1,2, ,.71318334403313
05539,MONTREAL,H4E1G2,H4E,5,1,1,2, , , , , , , , , , , , , , ,1, , ,1,1,3,4,3,1, ,2,3,2,1,2,2,1,1,2,3,1,2,2,1,2, ,2.16279574167529
05543,MONTREAL,H2R1C3,H2R,6,1,1,1,5,1, ,3,1,1,2,2,2,2,2,2,1,2, , , ,1,1,1,2,4,1, ,2,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2.30148156975812
05546,COTE SAINT-LUC,H4W2W2,H4W,18,1,1,1,2, , ,4,4,2,2,2,2,1,2,2,9,2, , , ,4,1,4,4,4,3,0,1,9,1,1,3,3,4,1,3,3,2,1,1,1,1,3,.56147799073084
05552,MONTREAL,H3L3A2,H3L,9,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,1,4,1, ,2,2,2,1,2,2,4,3,1,1,2,2,2,1,2, ,.71318334403313
05556,MONTREAL,H3L1L4,H3L,9,1,1,1,5,1, ,4,3,2,2,2,2,3,1,2,1,1, , , ,1,1,4,1,4,5,1,1,9,2,1,2,2,1,1,3,1,2,1,2,1,1,3,2.16279574167529
05558,MONTREAL,H2M2L4,H2M,9,1,1,1,1, , ,4,2,2,2,2,2,2,2,2,1,1, , , ,4,4,2,1,4,2,0,1,5,2,1,2,2,4,3,1,1,2,1,2,1,1,3,.71318334403313
05573,MONTREAL,H1L6B3,H1L,13,1,1,1,2, , ,4,1,1,2,2,1,3,1,2,1,1, , , ,3,1,4,1,4,2,0,1,6,1,1,1,1,3,1,3,1,2,1,1,1,1,3,.81856585972332
05606,COTE SAINT-LUC,H4V1G3,H4V,18,1,1,2, , , , , , , , , , , , , , ,2, , ,4,4,4,4,4,1, ,2,1,1,2,3,3,4,3,3,3,2,2,1,2,2, ,.56147799073084
05625,LACHINE,H8T1V1,H8T,28,1,1,1,2, , ,1,1,2,2,2,2,1,2,2,1,2, , , ,2,1,4,1,4,2,1,1,6,1,1,3,3,2,1,3,1,2,1,1,1,1,1,.91357010076408
05643,MONTREAL,H2K3H4,H2K,16,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,4,4,2,1,2,2,1,1,2,2,2,1,3,3,2,2,1,1,2, ,.91357010076408
05672,MONTREAL,H2B,H2B,9,1,1,1,2, , ,3,2,1,2,1,2,4,2,2,1,1, , , ,2,1,4,1,4,2,2,1,6,1,1,2,2,2,1,3,1,2,1,1,1,1,2,.91357010076408
05686,MONTREAL,H2L0A2,H2L,16,1,1,2, , , , , , , , , , , , , , ,97, , ,4,4,4,1,4,1, ,2,3,1,1,2,2,4,3,3,1,2,2,1,1,2, ,.56147799073084
05699,MONTREAL,H1T3S9,H1T,4,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,1,1,4,5,0,2,2,1,1,2,2,4,3,1,1,2,2,1,1,2, ,.56147799073084
05719,LASALLE,H8N2J9,H8N,12,1,1,2, , , , , , , , , , , , , , ,5, , ,3,5,2,1,4,1, ,2,9,1,2,3,3,3,4,1,1,2,2,1,2,2, ,.81856585972332
05746,MONTREAL,H4N,H4N,27,1,1,1,2, , ,4,3,1,1,1,2,3,1,1,1,2, , , ,2,1,3,1,4,2,2,1,9,1,2,3,3,2,1,2,1,2,1,1,2,1,3,.91357010076408
05784,MONTREAL,H2V4H4,H2V,1,1,1,2, , , , , , , , , , , , , , ,16,1, ,2,1,4,1,4,1, ,1,9,1,1,2,2,2,1,3,1,2,1,1,1,2, ,.91357010076408
05799,DOLLARD-DES-ORMEAUX,H9G1V3,H9G,19,1,1,2, , , , , , , , , , , , , , ,9, , ,4,4,2,1,4,2,0,1,4,1,2,3,3,4,3,1,1,2,1,1,2,2, ,.56147799073084
05831,MONTREAL,H4B2T5,H4B,11,1,1,2, , , , , , , , , , , , , , ,4,3, ,3,6,2,3,4,1, ,2,1,1,1,2,2,3,4,1,2,2,2,1,1,2, ,.81856585972332
05832,PIERREFONDS,H8Z3B1,H8Z,25,1,1,1,2, , ,4,1,2,2,2,2,1,1,2,2,1, , , ,1,3,3,2,4,3,0,1,9,1,1,3,3,1,2,2,2,2,1,1,1,1,3,2.30148156975812
05841,LASALLE,H8N1W8,H8N,12,1,1,2, , , , , , , , , , , , , , ,4,2, ,1,1,4,4,2,2,1,2,1,1,1,3,3,1,1,3,3,1,2,1,1,2, ,2.30148156975812
05882,MONTREAL,H3H,H3H,16,1,1,2, , , , , , , , , , , , , , ,97,1,4,3,1,4,4,4,1, ,2,3,1,1,2,2,3,1,3,3,2,2,1,1,2, ,.81856585972332
05957,MONTREAL,H8N,H8N,12,1,1,2, , , , , , , , , , , , , , ,11,1, ,2,9,4,4,4,2,0,2,9,2,1,3,3,2, ,3,3,2,2,2,1,2, ,.98007152863766
05999,POINTE-CLAIRE,H9R3Y4,H9R,22,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,4,1,4,2,0,1,5,2,2,3,3,3,1,3,1,2,1,2,2,2, ,.76672607558491
06029,MONTREAL,H2A2W5,H2A,6,1,1,1,2, , ,2,3,2,2,2,1,1,1,2,1,2, , , ,1,1,4,4,3,2,2,1,5,1,1,2,2,1,1,3,3,1,1,1,1,1,1,2.30148156975812
06075,DOLLARD-DES-ORMEAUX,H9B2Z7,H9B,19,1,1,1,2, , ,2,1,2,2,2,2,1,1,1,1,1, , , ,4,4,4,4,4,2,0,1,4,1,1,3,3,4,3,3,3,2,1,1,1,1,1,.56147799073084
06182,LASALLE,H8P3P4,H8P,12,1,1,2, , , , , , , , , , , , , , ,3, , ,3,6,2,1,4,3,0,1,9,2,1,3,3,3,4,1,1,2,1,2,1,2, ,.76672607558491
06233,MONTREAL,H3X2P7,H3X,31,1,1,2, , , , , , , , , , , , , , ,1, , ,1,3,3,1,2,3,0,1,6,2,1,3,3,1,2,2,1,1,1,2,1,2, ,2.16279574167529
06246,POINTE-CLAIRE,H9R,H9R,22,1,1,1,2, , ,2,1,2,2,2,2,2,2,2,1,2, , , ,2,1,4,4,4,3,2,1,6,2,1,3,3,2,1,3,3,2,1,2,1,1,1,.98007152863766
06248,LASALLE,H8N2M1,H8N,12,1,1,1,1, , ,4,4,1,2,2,2,2,1,2,1,1, , , ,3,4,4,4,4,2,0,1,4,2,1,3,3,3,3,3,3,2,1,2,1,1,3,.76672607558491
06294,DOLLARD-DES-ORMEAUX,H9B3L8,H9B,19,1,1,1,1, , ,4,1,2,2,2,2,1,2,2,1,2, , , ,4,4,2,3,4,2,0,1,2,2,1,3,3,4,3,1,2,2,1,2,1,1,3,.71318334403313
06317,LASALLE,H8R3Y6,H8R,28,1,1,2, , , , , , , , , , , , , , ,5,4, ,3,4,2,2,4,2,0,1,3,1,1,3,3,3,3,1,2,2,1,1,1,2, ,.81856585972332
06323,PIERREFONDS,H9J2V4,H9J,21,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,2,2,4,1, ,2,3,1,1,3,3,3,1,1,2,2,2,1,1,2, ,.81856585972332
06372,KIRKLAND,H9J1M7,H9J,21,1,1,1,2,3, ,4,2,1,2,2,2,2,2,2,2,1, , , ,4,4,4,1,4,2,0,1,3,1,1,3,3,4,3,3,1,2,1,1,1,1,3,.56147799073084
06415,POINTE-CLAIRE,H9R4M1,H9R,22,1,1,2, , , , , , , , , , , , , , ,1, , ,3,2,2,1,4,3,0,1,4,2,2,3,3,3,1,1,1,2,1,2,2,2, ,.76672607558491
06416,DOLLARD-DES-ORMEAUX,H9G,H9G,19,1,1,1,2, , ,4,2,1,2,2,2,1,2,1,1,1, , , ,4,4,3,1,4,2,0,1,6,2,1,3,3,4,3,2,1,2,1,2,1,1,3,.71318334403313
06455,POINTE-CLAIRE,H9R4J5,H9R,22,1,1,2, , , , , , , , , , , , , , ,97, , ,3,1,4,4,4,2,0,1,9,1,1,3,3,3,1,3,3,2,1,1,1,2, ,.81856585972332
06467,PIERREFONDS,H8Z3C2,H8Z,25,1,1,2, , , , , , , , , , , , , , ,5, , ,4,4,4,4,4,1, ,2,2,1,1,3,3,4,3,3,3,2,2,1,1,2, ,.56147799073084
06485,MONTREAL,H4W,H4W,18,1,1,2, , , , , , , , , , , , , , ,97, , ,4,4,4,1,4,1, ,2,4,2,1,3,3,4,3,3,1,2,2,2,1,2, ,.71318334403313
06488,MONTREAL,H4N3E4,H4N,27,1,1,1,2, , ,4,1,2,2,2,2,1,2,2,1,1, , , ,3,6,4,4,4,2,1,1,9,2,2,3,3,3,4,3,3,2,1,2,2,1,3,.76672607558491
06491,LACHINE,H8S3R4,H8S,28,1,1,1,2, , ,4,2,2,2,2,2,2,2,2,1,1, , , ,4,6,1,3,4,4,0,1,2,2,1,3,3,4,4,1,2,2,1,2,1,1,3,.71318334403313
06509,PIERREFONDS,H8Y2E3,H8Y,25,1,1,1,2, , ,4,3,2,2,2,2,1,2,1,1,2, , , ,2,1,4,1,3,2,2,1,6,2,1,3,3,2,1,3,1,1,1,2,1,1,3,.98007152863766
06596,KIRKLAND,H9J1K8,H9J,21,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,1,4,3,0,1,9,1,2,3,3,4,3,1,1,2,1,1,2,2, ,.56147799073084
06628,LASALLE,H8R3E9,H8R,28,1,1,2, , , , , , , , , , , , , , ,4, , ,1,1,3,2,3,1, ,2,4,1,1,3,3,1,1,2,2,1,2,1,1,2, ,2.30148156975812
06651,LACHINE,H8T2L7,H8T,28,1,1,2, , , , , , , , , , , , , , ,99, , ,1,1,4,2,4,1, ,2,9,2,1,3,3,1,1,3,2,2,2,2,1,2, ,2.16279574167529
06652,ROXBORO,H8Y2N5,H8Y,25,1,1,1,2, , ,4,4,2,2,2,2,1,1,2,1,1, , , ,3,4,3,3,4,1, ,1,3,1,2,3,3,3,3,2,2,2,1,1,2,1,3,.81856585972332
06729,PIERREFONDS,H9A2S2,H9A,19,1,1,2, , , , , , , , , , , , , , ,3, , ,4,1,4,2,4,2,0,1,6,1,1,3,3,4,1,3,2,2,1,1,1,2, ,.56147799073084
06773,BEACONSFIELD,H9W2J3,H9W,30,1,1,2, , , , , , , , , , , , , , ,4, , ,3,4,2,2,4,1, ,2,2,1,1,3,3,3,3,1,2,2,2,1,1,2, ,.81856585972332
06817,SAINT-LAURENT,H4M0A4,H4M,27,1,1,2, , , , , , , , , , , , , , ,2, , ,3,1,4,4,2,4,2,1,2,1,1,3,3,3,1,3,3,1,1,1,1,2, ,.81856585972332
06853,KIRKLAND,H9J4B1,H9J,21,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,2,1, , , ,1,3,2,1,4,3,1,1,6,2,1,3,3,1,2,1,1,2,1,2,1,1,1,2.16279574167529
06894,L'ILE-BIZARD,H9C2L8,H9C,26,1,1,1,2, , ,2,1,2,2,2,2,1,1,1,1,2, , , ,3,4,3,1,4,2,0,1,4,1,1,3,3,3,3,2,1,2,1,1,1,1,1,.81856585972332
06970,DOLLARD-DES-ORMEAUX,H9G2L6,H9G,19,1,1,2, , , , , , , , , , , , , , ,15, , ,4,4,2,1,4,1, ,2,2,2,2,3,3,4,3,1,1,2,2,2,2,2, ,.71318334403313
06973,PIERREFONDS,H8Z0A4,H8Z,25,1,1,2, , , , , , , , , , , , , , ,4, , ,1,1,3,4,4,2,0,1,4,1,1,3,3,1,1,2,3,2,1,1,1,2, ,2.30148156975812
07148,LACHINE,H8S2P1,H8S,28,1,1,2, , , , , , , , , , , , , , ,1,4, ,3,1,2,1,4,2,0,2,3,1,1,3,3,3,1,1,1,2,2,1,1,2, ,.81856585972332
07179,BEACONSFIELD,H9W1A7,H9W,30,1,1,1,1, , ,3,3,2,2,2,2,1,2,2,1,2, , , ,3,4,4,2,4,4,0,1,3,2,1,3,3,3,3,3,2,2,1,2,1,1,2,.76672607558491
07202,ROXBORO,H8Y3A3,H8Y,25,1,1,2, , , , , , , , , , , , , , ,1,18, ,3,1,4,2,4,3,0,1,6,2,1,3,3,3,1,3,2,2,1,2,1,2, ,.76672607558491
07214,LACHINE,H8S4H7,H8S,28,1,1,2, , , , , , , , , , , , , , ,2,3, ,4,4,1,2,4,2,0,1,2,2,1,3,3,4,3,1,2,2,1,2,1,2, ,.71318334403313
07249,ROXBORO,H8Y,H8Y,25,1,1,2, , , , , , , , , , , , , , ,5,4, ,3,4,4,1,4,1, ,2,3,2,2,3,3,3,3,3,1,2,2,2,2,2, ,.76672607558491
07271,SAINTE-GENEVIEVE,H9H,H9H,26,1,1,1,1,2, ,1,1,2,2,2,2,1,2,2,1,1, , , ,2,1,2,1,4,1, ,1,3,2,1,3,3,2,1,1,1,2,1,2,1,1,1,.98007152863766
07296,SAINT-LAURENT,H4M2W2,H4M,27,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,3,4,4,2,0,9,9,1,1,3,3,4,3,2,3,2, ,1,1,2, ,.56147799073084
07325,L'ILE-BIZARD,H9C1Y6,H9C,26,1,1,2, , , , , , , , , , , , , , ,1, , ,3,5,4,1,4,2,1,1,2,2,2,3,3,3,4,3,1,2,1,2,2,2, ,.76672607558491
07370,KIRKLAND,H9H3L5,H9H,26,1,1,1,2, , ,4,2,2,2,2,2,2,2,2,1,1, , , ,3,1,3,2,4,3,0,1,4,2,1,3,3,3,1,2,2,2,1,2,1,1,3,.76672607558491
07374,MONTREAL,H4N2V4,H4N,27,1,1,2, , , , , , , , , , , , , , ,4,7, ,1,3,2,1,4,3,2,2,9,1,1,3,3,1,2,1,1,2,2,1,1,2, ,2.30148156975812
07534,LACHINE,H8S,H8S,28,1,1,2, , , , , , , , , , , , , , ,17,8, ,3,1,3,1,4,1, ,2,3,2,1,3,3,3,1,2,1,2,2,2,1,2, ,.76672607558491
07625,PIERREFONDS,H9B,H9B,19,1,1,2, , , , , , , , , , , , , , ,3,1, ,4,4,2,4,4,1, ,2,9,2,2,3,3,4,3,1,3,2,2,2,2,2, ,.71318334403313
07705,PIERREFONDS,H9H,H9H,26,1,1,1,2, , ,3,2,2,2,2,2,1,1,2,1,1, , , ,3,1,2,1,4,3,0,1,2,2,1,3,3,3,1,1,1,2,1,2,1,1,2,.76672607558491
07725,SAINT-LAURENT,H4M2W7,H4M,27,1,1,2, , , , , , , , , , , , , , ,3, , ,3,4,4,4,3,4,0,1,2,2,1,3,3,3,3,3,3,1,1,2,1,2, ,.76672607558491
07811,LASALLE,H8N1C9,H8N,12,1,1,2, , , , , , , , , , , , , , ,6, , ,4,4,1,2,4,1, ,1,9,2,1,3,3,4,3,1,2,2,1,2,1,2, ,.71318334403313
07943,PIERREFONDS,H9H2V2,H9H,26,1,1,1,3, , ,4,4,2,2,2,1,1,1,2,1,1, , , ,4,6,1,1,4,2,0,1,1,2,1,3,3,4,4,1,1,2,1,2,1,1,3,.71318334403313
