NODENUM,TYPE_NOEUD,X,Y,GEOMETRY
31652,,298333.825,5051707.207,POINT(-73.58289486769439 45.605237580092044)
31653,,298326.365,5051694.773,POINT(-73.5829903421988 45.60512562922367)
31654,,299371.291,5051445.682,POINT(-73.5695918990516 45.60289318459916)
31655,Même id_voie,300225.997,5052515.349,POINT(-73.55864525429988 45.61252448304113)
31656,Boucle,300206.874,5052541.893,POINT(-73.55889068678606 45.61276319954425)
31657,Même id_voie,300167.466,5053071.226,POINT(-73.55940097957739 45.61752601390164)
31658,,300204.008,5053143.919,POINT(-73.558933109083 45.618180365460766)
31659,,300216.362,5053137.417,POINT(-73.55877463772664 45.6181219400406)
31660,,300345.232,5053374.092,POINT(-73.55712433647112 45.620252435374766)
31661,,300356.936,5053367.069,POINT(-73.55697418992585 45.6201893156796)
31662,Limite ville,300895.982,5054049.453,POINT(-73.55006737655948 45.62633280652054)
31663,Limite ville,300906.596,5054042.912,POINT(-73.54993120430552 45.626274008660474)
31664,,300349.923,5050457.501,POINT(-73.55703757881955 45.59400821807312)
31665,,300336.360,5050463.505,POINT(-73.55721147346951 45.5940621568297)
31667,Même id_voie,298364.124,5052194.181,POINT(-73.58251286642346 45.60961978102991)
31668,,298434.280,5052322.971,POINT(-73.58161509437915 45.610779311959476)
31669,,298448.195,5052316.339,POINT(-73.58143660354924 45.610719762875696)
31670,,298473.943,5052384.480,POINT(-73.5811073720862 45.611333147500865)
31671,,298486.687,5052378.758,POINT(-73.58094390535793 45.611281775401295)
31673,,300818.611,5052890.865,POINT(-73.55105016432745 45.61590711462231)
31674,,300849.762,5052871.592,POINT(-73.55065059024187 45.61573387254372)
31675,Même id_voie,293442.607,5032258.093,POINT(-73.6451483415625 45.4301643967471)
31676,Réservé privée,296404.737,5052983.765,POINT(-73.60764726282956 45.61670374145602)
31677,Limite ville,293569.585,5034219.064,POINT(-73.64357029906748 45.44781224845272)
31678,Même id_voie,292039.872,5033221.648,POINT(-73.6631003028447 45.43881075864995)
31679,,291893.360,5033214.256,POINT(-73.6649728197545 45.438741552874404)
31680,,291945.630,5033229.248,POINT(-73.664305100169 45.43887742083858)
31681,Cul de sac,291938.425,5033154.022,POINT(-73.66439523240544 45.438200367524324)
31682,Feux,295120.074,5040307.640,POINT(-73.62386877430012 45.502623209582666)
31683,,293252.466,5039916.734,POINT(-73.64775827200405 45.49907726336017)
31684,Feux,293927.776,5035314.120,POINT(-73.63901538427066 45.45767175527511)
31685,,290587.152,5033347.370,POINT(-73.68167255535211 45.43991404530005)
31686,,290547.062,5033344.765,POINT(-73.68218490955414 45.43988978471969)
31687,,289755.234,5033237.450,POINT(-73.69230293792621 45.43890752270877)
31688,,289768.029,5033238.238,POINT(-73.69213941659962 45.43891488872944)
31689,,289782.719,5033080.746,POINT(-73.69194684428528 45.437498015450835)
31691,,288731.569,5032960.985,POINT(-73.70537836730867 45.43639698151409)
31692,,288721.508,5032954.037,POINT(-73.70550674027717 45.43633422429478)
31694,Même id_voie,288741.760,5032933.920,POINT(-73.70524722806546 45.43615366778393)
31698,,274605.583,5039263.456,POINT(-73.88631340013394 45.49264110451305)
31699,,274538.489,5039209.970,POINT(-73.88716849674472 45.49215691831715)
31700,Même id_voie,274488.476,5039271.792,POINT(-73.88781217658675 45.492711040590706)
31702,Boucle,274274.621,5039147.442,POINT(-73.89054047632676 45.49158278229676)
31704,Cul de sac,292057.919,5033578.221,POINT(-73.66287885836132 45.44201970741433)
31705,,292012.715,5033824.419,POINT(-73.66346308520218 45.44423429184717)
31708,Réservé MTQ,266988.980,5031276.939,POINT(-73.98314450282982 45.420405841554114)
31709,Réservé MTQ,266990.530,5031264.458,POINT(-73.98312373568993 45.42029362167593)
31715,,289709.345,5033875.413,POINT(-73.69290905036625 45.44464722651627)
31716,,289705.815,5033916.090,POINT(-73.69295542571757 45.44501318313413)
31717,Privée,289613.810,5034067.930,POINT(-73.69413624478517 45.44637751787827)
31718,Cul de sac privée,292452.437,5033303.838,POINT(-73.6578289681863 45.439557753164124)
31719,Change id_voie même ville,290282.916,5032850.507,POINT(-73.68554670213257 45.43543677529699)
31720,Cul de sac,290021.957,5032695.560,POINT(-73.6888774166582 45.43403702017827)
31721,,289281.815,5033290.596,POINT(-73.69835584254552 45.439375408033186)
31722,,289275.436,5033310.218,POINT(-73.69843799834577 45.43955183452478)
31723,Même id_voie,289243.979,5033314.829,POINT(-73.69884023114584 45.439592627267416)
31725,,287191.229,5040252.018,POINT(-73.72532730931437 45.50196762135238)
31731,Même id_voie,289253.315,5036378.415,POINT(-73.69881773880469 45.46716037447937)
31732,,289221.680,5036077.547,POINT(-73.69921276742882 45.46445232900337)
31733,,289214.166,5036039.691,POINT(-73.69930764310199 45.464111512074005)
31734,,289235.349,5036074.994,POINT(-73.69903789042164 45.46442966205445)
31735,,289227.932,5036037.138,POINT(-73.69913152779534 45.46408884742775)
31737,,289161.639,5035247.083,POINT(-73.69995413311435 45.456978107468956)
31738,,289152.494,5035236.613,POINT(-73.70007072852597 45.45688368964723)
31739,,289198.100,5035193.496,POINT(-73.69948624141438 45.45649671685581)
31740,,289207.897,5035203.354,POINT(-73.69936128529936 45.45658564181987)
31742,Même id_voie,287603.334,5033241.837,POINT(-73.71980859644277 45.43889738300485)
31743,Même id_voie,287576.801,5033252.278,POINT(-73.72014809962482 45.43899067678537)
31744,,298645.389,5041214.276,POINT(-73.57876866067828 45.5108215062759)
31745,,298645.445,5041158.968,POINT(-73.57876724977339 45.510323822719435)
31747,Même id_voie,287807.844,5035973.983,POINT(-73.7172889322679 45.46348745486752)
31748,,288065.351,5036265.129,POINT(-73.71400597393074 45.46611352913039)
31749,,288074.593,5036275.858,POINT(-73.71388815185048 45.46621028965499)
31750,,289702.229,5032731.305,POINT(-73.69296492271539 45.43435184229409)
31751,Cul de sac,289697.978,5032774.459,POINT(-73.69302057555633 45.4347400669559)
31754,Feux,295291.887,5054154.253,POINT(-73.62193944910244 45.62722171510658)
31755,,294153.428,5051596.258,POINT(-73.63648404639075 45.60418777970971)
31756,,294170.191,5051606.458,POINT(-73.63626937146114 45.60427981744387)
31757,,295300.634,5049585.041,POINT(-73.6217383003443 45.58610693802215)
31758,,295291.761,5049590.908,POINT(-73.62185213520816 45.58615960922841)
31759,Même id_voie,295268.274,5049542.945,POINT(-73.62215218796979 45.58572770716974)
31760,Même id_voie,295323.864,5049630.216,POINT(-73.62144148189445 45.58651375681855)
31761,,287386.287,5035833.890,POINT(-73.72267463815896 45.46221645545297)
31762,,288833.367,5035538.593,POINT(-73.70416090781141 45.45959381708589)
31765,,297226.209,5053945.102,POINT(-73.59712898839757 45.62536351403025)
31766,,297176.413,5053904.654,POINT(-73.59776695197273 45.624999010048946)
31767,,297214.602,5053844.226,POINT(-73.59727627298777 45.62445568181145)
31768,,297270.100,5053884.676,POINT(-73.5965651816963 45.62482026089531)
31769,,297302.099,5053724.832,POINT(-73.59615236586403 45.62338229412748)
31770,,297357.902,5053765.252,POINT(-73.59543736022675 45.62374660478155)
31771,,297422.433,5053676.805,POINT(-73.59460848290172 45.62295143204179)
31774,,289048.318,5042098.254,POINT(-73.70162288500367 45.518625126738236)
31775,,289039.734,5042088.867,POINT(-73.70173245841967 45.51854046524251)
31776,,289390.183,5041797.949,POINT(-73.69723757268319 45.515930511630835)
31777,,289380.425,5041787.063,POINT(-73.69736212949103 45.51583234249689)
31778,,296852.418,5047957.491,POINT(-73.60182510547259 45.57148122428942)
31780,,292822.645,5043164.927,POINT(-73.65333744900829 45.52829849558055)
31781,Même id_voie,276093.078,5041101.448,POINT(-73.8673900454374 45.509242588848764)
31782,Boucle,276136.745,5041138.182,POINT(-73.86683335561142 45.5095749260117)
31789,,274355.064,5039057.074,POINT(-73.88950571470964 45.49077314529488)
31790,Cul de sac,293538.108,5034708.138,POINT(-73.64398389862107 45.45221266286622)
31796,,302039.532,5059468.415,POINT(-73.53543256849848 45.67509916866214)
31797,Cul de sac,295670.587,5050775.202,POINT(-73.61701946307332 45.59682128747607)
31798,Même id_voie,295201.153,5043270.218,POINT(-73.62288926669012 45.529282758411426)
31799,,293990.423,5044578.520,POINT(-73.63841847674207 45.541037595333265)
31800,Cul de sac,295065.890,5042662.434,POINT(-73.62460889191216 45.52381181598569)
31803,,295433.841,5048605.600,POINT(-73.62001242606271 45.57729545754303)
31804,Même id_voie,293260.137,5043549.305,POINT(-73.64774562846323 45.53176464714818)
31805,,293361.842,5043739.705,POINT(-73.64644794351061 45.53347961046642)
31806,Même id_voie,295284.474,5043436.480,POINT(-73.62182578154051 45.53077998750183)
31807,,295244.876,5043368.617,POINT(-73.62233142353661 45.530168789582454)
31810,Même id_voie,295222.702,5048850.757,POINT(-73.62272263078505 45.57949858036483)
31811,Même id_voie,294958.303,5049016.422,POINT(-73.6261139529254 45.580985591596686)
31812,Limite arrondissement,295934.053,5044450.121,POINT(-73.613527692528 45.53990966206866)
31813,,294718.177,5044275.538,POINT(-73.62909324247263 45.53832217305347)
31814,,294713.576,5044264.472,POINT(-73.62915192983202 45.538222525751216)
31815,,294541.988,5044349.497,POINT(-73.6313508134685 45.53898510645577)
31816,,294550.426,5044345.925,POINT(-73.63124269288019 45.538953088534726)
31817,,294545.012,5044333.991,POINT(-73.63131176736991 45.53884562256008)
31818,,294536.554,5044337.606,POINT(-73.63142014478547 45.538878027050934)
31819,Même id_voie,294448.648,5044112.955,POINT(-73.63254100070561 45.53685523799512)
31820,Même id_voie,294563.770,5044391.645,POINT(-73.6310727833191 45.53936468925378)
31821,,294211.886,5043579.928,POINT(-73.63556102102166 45.53205531403853)
31822,,294248.834,5043564.277,POINT(-73.63508763507161 45.531915041104284)
31823,Même id_voie,295590.440,5046533.364,POINT(-73.61796682166651 45.558650928610405)
31824,Même id_voie,295650.572,5046496.185,POINT(-73.61719588413439 45.55831716936211)
31825,,295612.388,5046526.383,POINT(-73.617685557118 45.55858840083508)
31826,,295607.576,5046518.344,POINT(-73.61774705176245 45.55851600181389)
31827,Même id_voie,295406.818,5046468.842,POINT(-73.620317632385 45.55806788731283)
31828,Boucle,295338.303,5046412.544,POINT(-73.62119415019836 45.55756037267283)
31829,,295365.592,5046423.915,POINT(-73.62084482075262 45.55766305977044)
31830,,295359.775,5046431.689,POINT(-73.62091948654692 45.55773293703719)
31831,,295390.581,5046447.740,POINT(-73.62052519678899 45.55787778725987)
31832,,295384.341,5046454.933,POINT(-73.6206052713946 45.55794242423615)
31833,Limite ville,294147.803,5048462.761,POINT(-73.63648779884855 45.57599165104095)
31834,Limite ville,297322.451,5047814.347,POINT(-73.59580082562361 45.57019838078098)
31835,Limite ville,296921.840,5048188.432,POINT(-73.60093939353646 45.57356009306466)
31836,Limite arrondissement,293213.731,5043497.487,POINT(-73.6483385397946 45.531297600407036)
31837,Limite ville,293226.956,5043432.535,POINT(-73.64816768063336 45.5307133618729)
31838,Limite arrondissement,293217.645,5043436.411,POINT(-73.6482869872546 45.5307480796361)
31840,Limite arrondissement,293216.790,5043504.448,POINT(-73.64829954028853 45.531360288808564)
31841,Limite arrondissement,293220.989,5043513.907,POINT(-73.64824600439091 45.53144547402945)
31842,Limite ville,293197.327,5043364.207,POINT(-73.64854540755215 45.53009802791842)
31843,Limite ville,293252.693,5043421.819,POINT(-73.64783792869004 45.530617359466014)
31844,Limite ville,293287.799,5043407.201,POINT(-73.6473881313313 45.53048640227328)
31845,,273768.039,5035669.760,POINT(-73.89680182766674 45.46026736602958)
31847,Limite arrondissement,293725.370,5044609.717,POINT(-73.64181322488996 45.541314151581766)
31848,Limite arrondissement,293718.437,5044594.433,POINT(-73.64190165073686 45.54117651180666)
31849,Limite arrondissement,293712.368,5044581.031,POINT(-73.64197906442661 45.541055820355574)
31850,Limite arrondissement,293779.052,5044728.088,POINT(-73.64112847744227 45.542380147593896)
31851,Limite arrondissement,293771.721,5044711.966,POINT(-73.64122199179238 45.542234962576)
31852,Limite arrondissement,293809.302,5044793.897,POINT(-73.64074258913402 45.54297279570674)
31853,Limite arrondissement,293843.174,5044862.334,POINT(-73.64031037583263 45.54358915269428)
31854,,293902.218,5044923.151,POINT(-73.6395556273562 45.544137324343836)
31855,Limite arrondissement,293892.747,5044948.344,POINT(-73.6396774711623 45.54436387529899)
31856,Limite arrondissement,293883.526,5044933.054,POINT(-73.63979521324498 45.5442261462641)
31857,,289547.279,5041638.135,POINT(-73.69522185775108 45.51449590432795)
31858,,289556.820,5041649.215,POINT(-73.69510009255174 45.51459581252529)
31860,,290001.989,5041026.060,POINT(-73.68938352038492 45.5089980283978)
31861,,289955.730,5040972.638,POINT(-73.68997391824259 45.50851633435206)
31862,,289470.912,5039787.331,POINT(-73.69614144634777 45.497840010417725)
31863,Limite arrondissement,294064.313,5045230.618,POINT(-73.63748660771384 45.54690653712494)
31864,Limite arrondissement,294030.381,5045174.900,POINT(-73.63791992602519 45.54640464811619)
31865,Limite arrondissement,294101.500,5045291.843,POINT(-73.63701171206505 45.547458032340764)
31866,Limite arrondissement,293995.602,5045117.524,POINT(-73.63836405611404 45.5458878169399)
31867,Limite arrondissement,293963.911,5045065.537,POINT(-73.63876874749201 45.54541952813672)
31868,Limite arrondissement,293956.939,5045054.075,POINT(-73.63885777788724 45.54531628070515)
31869,Limite arrondissement,293917.498,5044989.167,POINT(-73.63936142122417 45.544731598186665)
31870,Cul de sac,287578.802,5039883.515,POINT(-73.7203549069531 45.498661371013775)
31871,Limite arrondissement,294256.401,5045474.656,POINT(-73.63503189687076 45.54910540677652)
31872,Limite arrondissement,294185.069,5045409.589,POINT(-73.63594403197648 45.548518828762056)
31873,Limite arrondissement,295157.575,5045978.652,POINT(-73.62350051515104 45.5536535933577)
31874,Limite arrondissement,294914.429,5045789.890,POINT(-73.62661091946947 45.55195164097877)
31875,Limite arrondissement,294842.981,5045734.728,POINT(-73.62752487936555 45.55145425693804)
31876,Limite arrondissement,294768.078,5045682.280,POINT(-73.62848312280161 45.55098123705263)
31877,Limite arrondissement,294687.691,5045638.599,POINT(-73.62951176732935 45.55058701607797)
31878,Limite arrondissement,294675.683,5045633.345,POINT(-73.62966544874725 45.55053956438148)
31879,,295357.920,5046052.708,POINT(-73.62093593063531 45.554322718967455)
31880,Limite arrondissement,295227.823,5046114.945,POINT(-73.62260344978368 45.55488096834313)
31881,Limite arrondissement,295135.624,5046173.829,POINT(-73.62378552816993 45.55540955521795)
31882,Limite arrondissement,294944.221,5046292.423,POINT(-73.62623948026099 45.55647401679192)
31883,Limite arrondissement,294757.463,5046407.929,POINT(-73.62863396351793 45.55751071207148)
31884,Limite arrondissement,294366.666,5046650.277,POINT(-73.63364480875134 45.55968568653859)
31885,Limite arrondissement,293681.270,5047076.095,POINT(-73.64243398003532 45.56350672051288)
31886,Limite arrondissement,293668.285,5047084.181,POINT(-73.6426005042362 45.5635792730749)
31887,Limite arrondissement,293489.346,5047195.604,POINT(-73.64489533491454 45.56457900678955)
31888,Même id_voie,295017.600,5045307.766,POINT(-73.62527990780907 45.54761478179134)
31889,,296688.687,5048018.676,POINT(-73.60392386416454 45.572029901326395)
31890,,296694.746,5048028.846,POINT(-73.60384639759988 45.572121481551406)
31891,,296147.935,5047159.374,POINT(-73.61083686767414 45.56429111789671)
31892,,296154.281,5047169.329,POINT(-73.61075575154365 45.56438077768055)
31893,,293518.066,5044090.387,POINT(-73.64445582519967 45.53663771603037)
31894,Même id_voie,293522.081,5044111.375,POINT(-73.6444048974424 45.53682663836621)
31895,Feux,294161.726,5046787.337,POINT(-73.63627294233878 45.5609158941427)
31896,Feux,294154.111,5046774.909,POINT(-73.63637021727448 45.56080394670116)
31897,Limite arrondissement,301427.581,5043543.287,POINT(-73.54317732797037 45.53179787952739)
31898,Même id_voie,301519.455,5043924.963,POINT(-73.5420036153392 45.535232783611534)
31899,,301550.864,5044062.755,POINT(-73.54160237349198 45.53647283499756)
31900,,301561.054,5044058.446,POINT(-73.54147187089688 45.53643410844186)
31901,Même id_voie,301603.187,5044152.066,POINT(-73.5409330060227 45.537276730838144)
31902,,301826.029,5044520.195,POINT(-73.53808190320773 45.540590279123)
31903,,301834.336,5044515.944,POINT(-73.53797550577369 45.54055206246805)
31904,Même id_voie,301805.692,5044474.185,POINT(-73.53834203842959 45.54017617704687)
31905,Même id_voie,301859.630,5044567.877,POINT(-73.53765192656839 45.54101948195798)
31906,,301948.413,5044720.886,POINT(-73.53651593701363 45.542396682194386)
31907,Feux,302046.936,5044947.856,POINT(-73.53525557960674 45.544439437347854)
31908,,302074.836,5045056.198,POINT(-73.53489889709223 45.545414447626364)
31909,,302083.836,5045052.401,POINT(-73.53478362056642 45.54538031600003)
31910,Même id_voie,302052.508,5044968.432,POINT(-73.53518434040558 45.544624609662705)
31911,,302107.357,5045133.933,POINT(-73.53448285556972 45.54611406169408)
31912,Même id_voie,302129.095,5045171.931,POINT(-73.53420467913844 45.54645606507986)
31913,Même id_voie,302142.136,5045202.597,POINT(-73.53403783743684 45.546732058664546)
31914,,302149.012,5045232.730,POINT(-73.53394994343371 45.54700323243036)
31915,,302229.668,5045298.824,POINT(-73.53291736767609 45.54759827226219)
31916,,302210.818,5045343.440,POINT(-73.53315900922361 45.547999673182574)
31917,,302196.658,5045314.235,POINT(-73.53334019742695 45.54773682336014)
31918,,302175.649,5045298.253,POINT(-73.53360916745493 45.54759293275836)
31919,,302186.215,5045319.745,POINT(-73.53347396711025 45.54778636520129)
31920,,302306.193,5045564.242,POINT(-73.53193869077442 45.54998687623708)
31921,,302297.371,5045568.009,POINT(-73.53205169516148 45.550020741393574)
31922,,302274.064,5045490.365,POINT(-73.53234979196165 45.54932198897295)
31923,Même id_voie,302334.668,5045643.640,POINT(-73.53157440577522 45.55070142893112)
31924,,302617.776,5046313.789,POINT(-73.52795152339445 45.556732611536745)
31925,,302627.340,5046308.810,POINT(-73.52782900624025 45.55668783621278)
31926,Même id_voie,302646.704,5046368.641,POINT(-73.52758124292015 45.55722627200575)
31927,,302627.830,5046555.105,POINT(-73.52782382072985 45.55890408362473)
31928,Même id_voie,302606.229,5046552.183,POINT(-73.52810049972383 45.55887772274541)
31929,Même id_voie,302685.551,5046546.670,POINT(-73.52708442290054 45.55882836030855)
31930,,302716.961,5046537.928,POINT(-73.52668204840322 45.55874979149327)
31931,,302725.809,5046533.596,POINT(-73.52656869430541 45.55871083709484)
31932,,302704.551,5046511.371,POINT(-73.52684089669303 45.558510785303525)
31933,Même id_voie,302697.919,5046485.377,POINT(-73.52692573517508 45.5582768624182)
31934,,302824.486,5046705.379,POINT(-73.52530541644522 45.560256885927245)
31935,,302816.141,5046710.523,POINT(-73.52541233287361 45.560303149652725)
31936,,302891.142,5046927.058,POINT(-73.52445244941336 45.56225181429845)
31937,,302881.995,5046929.562,POINT(-73.52456963219038 45.56227432098997)
31938,,302908.199,5047243.941,POINT(-73.5242351754462 45.56510327977957)
31939,,302953.572,5047231.525,POINT(-73.5236538715871 45.56499167833147)
31940,,302964.874,5047228.205,POINT(-73.52350907360857 45.56496183375848)
31941,,302945.374,5047203.777,POINT(-73.52375878771889 45.56474197083031)
31942,,303006.991,5047391.885,POINT(-73.52297012967466 45.56643479023891)
31943,,302997.348,5047394.296,POINT(-73.52309366854826 45.566456456030856)
31944,,303025.604,5047504.373,POINT(-73.52273208794497 45.567447041907144)
31945,,303035.453,5047500.852,POINT(-73.52260589803774 45.56741538383384)
31946,,303053.346,5047562.248,POINT(-73.52237688728496 45.567967890267354)
31947,,303045.442,5047571.100,POINT(-73.52247817946709 45.56804752357607)
31948,,303071.707,5047642.379,POINT(-73.52214194253897 45.568688980986124)
31949,,303080.783,5047638.368,POINT(-73.52202565170452 45.56865291117966)
31950,,303100.079,5047708.648,POINT(-73.52177868169927 45.56928536492816)
31951,,303109.085,5047704.414,POINT(-73.52166328692714 45.56924727941075)
31952,,303130.460,5047779.223,POINT(-73.52138969374072 45.56992049498354)
31953,,303139.938,5047774.635,POINT(-73.52126825933433 45.56987922996921)
31954,,303162.726,5047844.332,POINT(-73.52097653350955 45.57050643964902)
31955,,303171.196,5047839.573,POINT(-73.52086800116183 45.570463636504655)
31956,,303253.286,5048003.821,POINT(-73.51981679577544 45.5719417801568)
31958,Même id_voie,303240.829,5047973.894,POINT(-73.51997630176626 45.571672459609154)
31959,Même id_voie,303218.005,5047933.337,POINT(-73.52026859453737 45.57130746317858)
31960,,303297.945,5048075.745,POINT(-73.51924483719249 45.57258907316431)
31961,,303306.167,5048070.880,POINT(-73.51913947928116 45.57254531403662)
31962,Même id_voie,299976.792,5044805.296,POINT(-73.56176430431906 45.543145375801124)
31963,Même id_voie,299980.229,5044742.302,POINT(-73.5617196715307 45.54257855407232)
31964,,299982.324,5044771.624,POINT(-73.56169313979734 45.54284241988818)
31965,,298618.794,5046073.538,POINT(-73.57917035676714 45.55454673273287)
31966,,300263.445,5048109.249,POINT(-73.55812418175223 45.57287738636541)
31967,,300258.644,5048099.220,POINT(-73.55818559935071 45.5727871154481)
31970,Limite arrondissement,298988.603,5044614.298,POINT(-73.57441643202968 45.54141916157346)
31971,Limite arrondissement,299004.979,5044611.963,POINT(-73.57420670567821 45.5413982868112)
31972,Même id_voie,298958.727,5044636.190,POINT(-73.57479925983512 45.541615907448616)
31973,,303356.724,5048154.443,POINT(-73.51849197318542 45.57329734727543)
31974,,303348.561,5048159.396,POINT(-73.51859657632376 45.57334189896945)
31975,,303527.163,5048431.349,POINT(-73.51630894487685 45.575789367796794)
31976,,303519.015,5048436.418,POINT(-73.5164133590247 45.57583496530195)
31978,,303556.265,5048477.971,POINT(-73.51593617769828 45.57620893984041)
31979,,303548.018,5048483.037,POINT(-73.51604186081852 45.57625451050978)
31980,,303632.074,5048601.247,POINT(-73.51496511940486 45.57731834728667)
31981,,303623.210,5048606.650,POINT(-73.51507871051541 45.57736695023333)
31982,,303664.020,5048672.965,POINT(-73.51455594882991 45.57796374111217)
31983,,303672.540,5048668.503,POINT(-73.51444676699916 45.57792360450467)
31984,,303704.171,5048738.388,POINT(-73.51404162265057 45.578552497732176)
31985,,303712.311,5048734.199,POINT(-73.51393730017894 45.57851481725826)
31986,Limite ville,299450.412,5049056.396,POINT(-73.56855144605618 45.58139433104289)
31987,,302153.274,5045329.927,POINT(-73.53389588769329 45.54787786208342)
31988,,286454.787,5041113.517,POINT(-73.73478319525337 45.50970071350463)
31989,,286468.272,5041101.599,POINT(-73.73461016929097 45.50959382581853)
31990,,303741.791,5048800.510,POINT(-73.51355969890417 45.579111548987356)
31991,,303751.168,5048795.326,POINT(-73.5134395322523 45.579064922472604)
31992,,303864.861,5049000.912,POINT(-73.51198308822302 45.58091500853752)
31993,,303873.713,5048995.537,POINT(-73.51186964645133 45.58086665448014)
31994,,303802.284,5048898.965,POINT(-73.5127847505065 45.57999756845078)
31995,,303810.307,5048894.005,POINT(-73.51268194412383 45.579952952573755)
31996,Limite ville,299402.644,5049069.714,POINT(-73.56916370820313 45.581513801442014)
31997,Limite arrondissement,299708.391,5048941.293,POINT(-73.565244417706 45.58036053548812)
31998,Limite arrondissement,299990.758,5048807.072,POINT(-73.56162481796756 45.579154783369496)
31999,Limite arrondissement,300114.354,5048748.309,POINT(-73.5600405169516 45.57862685931364)
32000,Limite arrondissement,300123.183,5048744.113,POINT(-73.55992734458923 45.57858916182608)
32001,Limite arrondissement,300576.316,5048364.351,POINT(-73.5541177530092 45.575174844191054)
32002,Limite arrondissement,300732.062,5048290.287,POINT(-73.55212158052527 45.57450932264318)
32003,Limite arrondissement,300970.940,5048176.768,POINT(-73.54905999688901 45.57348919684471)
32004,Limite arrondissement,300974.464,5048169.454,POINT(-73.54901478825221 45.57342340254642)
32005,,304016.477,5049225.373,POINT(-73.51004060565316 45.582934964422)
32006,,304008.075,5049230.809,POINT(-73.51014828350365 45.582983869686814)
32007,,303960.021,5049134.167,POINT(-73.51076391504093 45.582114199198195)
32008,,303951.967,5049139.345,POINT(-73.51086713205075 45.58216078265)
32009,,304121.560,5049408.309,POINT(-73.50869425351308 45.58458118829795)
32010,,304130.451,5049404.694,POINT(-73.50858030980538 45.58454866805383)
32012,,304168.284,5049549.445,POINT(-73.50809566490886 45.58585121638987)
32013,,304177.977,5049550.085,POINT(-73.50797144648747 45.58585698403674)
32014,Limite ville,304126.525,5052339.257,POINT(-73.5086346708035 45.61095468473073)
32015,Limite ville,303823.391,5052412.758,POINT(-73.51252132043462 45.6116157058864)
32016,Limite ville,303859.867,5052403.868,POINT(-73.51205363642953 45.611535761670865)
32017,Limite ville,303345.876,5052529.256,POINT(-73.5186439931361 45.61266314976452)
32018,Limite ville,303511.133,5052488.840,POINT(-73.51652505036157 45.61229980236258)
32019,Limite ville,302839.689,5052652.459,POINT(-73.5251345443239 45.61377051826556)
32020,Limite ville,302851.559,5052649.554,POINT(-73.52498233900332 45.61374441172024)
32021,Limite ville,301819.260,5051434.844,POINT(-73.53821074839038 45.60281047223784)
32022,Limite ville,301828.378,5051429.455,POINT(-73.53809383460536 45.602762022067154)
32023,Limite ville,301893.438,5051391.015,POINT(-73.53725958476682 45.60241640089943)
32024,,301041.048,5050172.234,POINT(-73.5481770905418 45.59144538359946)
32027,Limite ville,299533.177,5050038.810,POINT(-73.56750146189133 45.59023501161092)
32028,Même id_voie privée,275771.646,5037551.727,POINT(-73.87129368149262 45.47728798488844)
32029,Même id_voie privée,275844.571,5037633.632,POINT(-73.8703657657544 45.47802801724221)
32030,Même id_voie privée,275817.645,5037741.558,POINT(-73.87071653438292 45.47899804846681)
32031,Cul de sac privée,275935.859,5037786.654,POINT(-73.86920712778999 45.47940873219586)
32032,Cul de sac privée,275766.199,5037713.536,POINT(-73.87137291081498 45.478743765264596)
32033,Limite arrondissement,300684.593,5047561.121,POINT(-73.55272364372352 45.567947771526875)
32034,Limite arrondissement,300608.280,5047393.709,POINT(-73.55369987518026 45.56644089486829)
32035,Limite arrondissement,300600.071,5047374.897,POINT(-73.55380488026921 45.56627156504846)
32036,Adresse,300319.439,5044593.775,POINT(-73.55737455895431 45.541244320800786)
32037,Limite arrondissement,301363.749,5043710.066,POINT(-73.54399574362418 45.53329830867727)
32038,,302149.355,5048484.117,POINT(-73.53396317405469 45.576260306353596)
32039,,301623.274,5049939.475,POINT(-73.54071340410124 45.58935385391699)
32040,,302092.644,5050810.907,POINT(-73.53470272672456 45.5971972365481)
32041,,302103.863,5050806.189,POINT(-73.53455888855389 45.59715482018623)
32042,,301343.746,5046910.278,POINT(-73.54427444537694 45.56209485572034)
32043,,301339.146,5046899.956,POINT(-73.54433330418054 45.562001955883616)
32044,Cul de sac,301066.299,5050235.360,POINT(-73.54785393544608 45.592013544578855)
32046,,302614.541,5047382.399,POINT(-73.52799773989526 45.566348310519444)
32047,,302620.581,5047395.066,POINT(-73.52792041841548 45.566462311290095)
32048,,302770.998,5047323.286,POINT(-73.52599313671763 45.56581686591759)
32049,,302765.312,5047311.310,POINT(-73.52606592907388 45.56570908531883)
32050,,302802.699,5047293.755,POINT(-73.52558690098392 45.56555122791165)
32051,,302808.382,5047305.582,POINT(-73.52551414574057 45.565657667448505)
32055,Voie ferrée,302161.147,5047580.667,POINT(-73.53380719780088 45.56813081670012)
32056,Voie ferrée,302156.346,5047569.916,POINT(-73.53386864887403 45.5680340606295)
32057,,303158.974,5049759.470,POINT(-73.52103103614262 45.587739434849425)
32058,Même id_voie,303146.646,5049696.470,POINT(-73.52118881584137 45.58717251300061)
32059,,303199.894,5049925.400,POINT(-73.5205071579532 45.58923261719616)
32060,,303107.565,5049365.837,POINT(-73.52168851874424 45.58419728445922)
32061,Feux,303132.775,5049630.865,POINT(-73.52136635782935 45.58658214661636)
32062,Limite arrondissement,300877.266,5047964.516,POINT(-73.55025849505368 45.571578764358)
