ï»¿Date,Hydraulique,Eolien,Autres,Solaire,Thermique,Total 
2020-01-01 00:30,22875.3,641.0,496.0,0.0,0.0,24012.3
2020-01-01 01:30,22710.3,643.0,508.0,0.0,0.0,23861.3
2020-01-01 02:30,22601.7,636.0,508.0,0.0,0.0,23745.7
2020-01-01 03:30,22645.9,592.0,508.0,0.0,0.0,23745.9
2020-01-01 04:30,22753.1,518.0,508.0,0.0,0.0,23779.1
2020-01-01 05:30,23160.7,510.0,508.0,0.0,0.0,24178.7
2020-01-01 06:30,23962.8,414.0,508.0,0.0,0.0,24884.8
2020-01-01 07:30,24185.0,411.0,508.0,0.0,0.0,25104.0
2020-01-01 08:30,24126.2,460.0,508.0,0.0,0.0,25094.2
2020-01-01 09:30,23972.0,549.0,508.0,0.0,0.0,25029.0
2020-01-01 10:30,23823.8,679.0,508.0,0.0,0.0,25010.8
2020-01-01 11:30,23719.0,755.0,508.0,0.0,0.0,24982.0
2020-01-01 12:30,23346.1,965.0,494.0,0.0,0.0,24805.1
2020-01-01 13:30,23065.1,1140.0,494.0,0.0,0.0,24699.1
2020-01-01 14:30,23418.6,1236.0,494.0,0.0,0.0,25148.6
2020-01-01 15:30,24602.6,1333.0,494.0,0.0,0.0,26429.6
2020-01-01 16:30,25818.4,1486.0,494.0,0.0,0.0,27798.4
2020-01-01 17:30,26258.7,1487.0,494.0,0.0,0.0,28239.7
2020-01-01 18:30,25679.7,1433.0,494.0,0.0,0.0,27606.7
2020-01-01 19:30,25067.5,1472.0,494.0,0.0,0.0,27033.5
2020-01-01 20:30,23978.0,1574.0,494.0,0.0,0.0,26046.0
2020-01-01 21:30,22857.7,1573.0,494.0,0.0,0.0,24924.7
2020-01-01 22:30,21726.8,1702.0,494.0,0.0,0.0,23922.8
2020-01-01 23:30,20986.9,1764.0,494.0,0.0,0.0,23244.9
2020-01-02 00:30,20894.7,1875.0,494.0,0.0,0.0,23263.7
2020-01-02 01:30,20734.0,1816.0,494.0,0.0,0.0,23044.0
2020-01-02 02:30,20617.3,1758.0,494.0,0.0,0.0,22869.3
2020-01-02 03:30,20791.9,1792.0,494.0,0.0,0.0,23077.9
2020-01-02 04:30,21170.9,1825.0,494.0,0.0,0.0,23489.9
2020-01-02 05:30,22119.4,1823.0,494.0,0.0,0.0,24436.4
2020-01-02 06:30,23272.4,1853.0,494.0,0.0,0.0,25619.4
2020-01-02 07:30,23887.5,1855.0,494.0,0.0,0.0,26236.5
2020-01-02 08:30,24706.6,1763.0,494.0,0.0,26.0,26989.6
2020-01-02 09:30,25336.8,1735.0,494.0,0.0,0.0,27565.8
2020-01-02 10:30,25522.7,1623.0,494.0,0.0,0.0,27639.7
2020-01-02 11:30,25190.1,1570.0,494.0,0.0,0.0,27254.1
2020-01-02 12:30,24839.8,1469.0,493.0,0.0,0.0,26801.8
2020-01-02 13:30,24267.6,1362.0,493.0,0.0,0.0,26122.6
2020-01-02 14:30,24544.9,1322.0,493.0,0.0,0.0,26359.9
2020-01-02 15:30,25243.3,1364.0,493.0,0.0,0.0,27100.3
2020-01-02 16:30,27214.8,1318.0,493.0,0.0,0.0,29025.8
2020-01-02 17:30,27982.8,1184.0,493.0,0.0,0.0,29659.8
2020-01-02 18:30,27308.8,1255.0,493.0,0.0,0.0,29056.8
2020-01-02 19:30,26802.4,1154.0,493.0,0.0,0.0,28449.4
2020-01-02 20:30,26335.4,1012.0,493.0,0.0,0.0,27840.4
2020-01-02 21:30,25023.7,914.0,493.0,0.0,0.0,26430.7
2020-01-02 22:30,23660.5,910.0,493.0,0.0,0.0,25063.5
2020-01-02 23:30,22589.3,843.0,493.0,0.0,0.0,23925.3
2020-01-03 00:30,22303.5,785.0,493.0,0.0,0.0,23581.5
2020-01-03 01:30,21625.1,838.0,493.0,0.0,0.0,22956.1
2020-01-03 02:30,21510.3,819.0,493.0,0.0,0.0,22822.3
2020-01-03 03:30,21765.9,716.0,493.0,0.0,0.0,22974.9
2020-01-03 04:30,22086.1,533.0,493.0,0.0,0.0,23112.1
2020-01-03 05:30,23313.4,395.0,493.0,0.0,0.0,24201.4
2020-01-03 06:30,25247.5,377.0,493.0,0.0,0.0,26117.5
2020-01-03 07:30,26457.9,360.0,493.0,0.0,0.0,27310.9
2020-01-03 08:30,27021.4,346.0,493.0,0.0,0.0,27860.4
2020-01-03 09:30,27290.4,324.0,493.0,0.0,0.0,28107.4
2020-01-03 10:30,27264.5,366.0,493.0,0.0,0.0,28123.5
2020-01-03 11:30,27193.0,404.0,493.0,0.0,0.0,28090.0
2020-01-03 12:30,27432.1,401.0,492.0,0.0,0.0,28325.1
2020-01-03 13:30,26802.7,436.0,492.0,0.0,0.0,27730.7
2020-01-03 14:30,26619.7,441.0,492.0,0.0,0.0,27552.7
2020-01-03 15:30,26923.1,436.0,492.0,0.0,0.0,27851.1
2020-01-03 16:30,27929.6,519.0,492.0,0.0,0.0,28940.6
2020-01-03 17:30,28727.5,581.0,492.0,0.0,0.0,29800.5
2020-01-03 18:30,28166.8,741.0,492.0,0.0,0.0,29399.8
2020-01-03 19:30,27011.5,796.0,492.0,0.0,0.0,28299.5
2020-01-03 20:30,26289.4,855.0,499.0,0.0,0.0,27643.4
2020-01-03 21:30,25495.6,950.0,499.0,0.0,0.0,26944.6
2020-01-03 22:30,24111.7,992.0,499.0,0.0,0.0,25602.7
2020-01-03 23:30,23103.2,1165.0,499.0,0.0,0.0,24767.2
2020-01-04 00:30,22507.6,1354.0,499.0,0.0,0.0,24360.6
2020-01-04 01:30,22213.1,1390.0,499.0,0.0,0.0,24102.1
2020-01-04 02:30,22017.3,1442.0,499.0,0.0,0.0,23958.3
2020-01-04 03:30,21981.0,1459.0,499.0,0.0,0.0,23939.0
2020-01-04 04:30,22260.7,1442.0,499.0,0.0,0.0,24201.7
2020-01-04 05:30,22999.1,1297.0,499.0,0.0,0.0,24795.1
2020-01-04 06:30,24143.4,1172.0,499.0,0.0,0.0,25814.4
2020-01-04 07:30,25221.2,1011.0,499.0,0.0,0.0,26731.2
2020-01-04 08:30,26004.3,910.0,499.0,0.0,0.0,27413.3
2020-01-04 09:30,26701.0,781.0,499.0,0.0,0.0,27981.0
2020-01-04 10:30,27028.5,725.0,499.0,0.0,0.0,28252.5
2020-01-04 11:30,28230.0,585.0,500.0,0.0,0.0,29315.0
2020-01-04 12:30,28385.0,458.0,500.0,0.0,0.0,29343.0
2020-01-04 13:30,27408.7,355.0,500.0,0.0,0.0,28263.7
2020-01-04 14:30,28367.3,303.0,500.0,0.0,0.0,29170.3
2020-01-04 15:30,28884.9,247.0,500.0,0.0,0.0,29631.9
2020-01-04 16:30,30234.6,198.0,500.0,0.0,0.0,30932.6
2020-01-04 17:30,30430.4,143.0,500.0,0.0,0.0,31073.4
2020-01-04 18:30,29837.9,131.0,500.0,0.0,0.0,30468.9
2020-01-04 19:30,28734.9,102.0,500.0,0.0,0.0,29336.9
2020-01-04 20:30,28288.6,95.0,500.0,0.0,0.0,28883.6
2020-01-04 21:30,27074.5,101.0,500.0,0.0,0.0,27675.5
2020-01-04 22:30,26478.4,74.0,500.0,0.0,0.0,27052.4
2020-01-04 23:30,25775.5,100.0,500.0,0.0,0.0,26375.5
2020-01-05 00:30,24901.5,127.0,500.0,0.0,0.0,25528.5
2020-01-05 01:30,24226.3,120.0,500.0,0.0,0.0,24846.3
2020-01-05 02:30,23942.7,126.0,500.0,0.0,0.0,24568.7
2020-01-05 03:30,23710.8,210.0,500.0,0.0,0.0,24420.8
2020-01-05 04:30,23816.6,354.0,500.0,0.0,0.0,24670.6
2020-01-05 05:30,24319.6,506.0,500.0,0.0,0.0,25325.6
2020-01-05 06:30,25588.7,603.0,500.0,0.0,0.0,26691.7
2020-01-05 07:30,26946.4,653.0,500.0,0.0,0.0,28099.4
2020-01-05 08:30,27781.1,698.0,500.0,0.0,0.0,28979.1
2020-01-05 09:30,28186.4,722.0,500.0,0.0,0.0,29408.4
2020-01-05 10:30,27999.9,819.0,500.0,0.0,0.0,29318.9
2020-01-05 11:30,27666.1,932.0,500.0,0.0,0.0,29098.1
2020-01-05 12:30,27535.9,1049.0,500.0,0.0,0.0,29084.9
2020-01-05 13:30,27043.7,1256.0,500.0,0.0,0.0,28799.7
2020-01-05 14:30,27072.4,1248.0,500.0,0.0,0.0,28820.4
2020-01-05 15:30,27650.7,1494.0,500.0,0.0,0.0,29644.7
2020-01-05 16:30,30065.9,1617.0,500.0,0.0,0.0,32182.9
2020-01-05 17:30,31184.4,1685.0,500.0,0.0,0.0,33369.4
2020-01-05 18:30,31194.0,1579.0,500.0,0.0,0.0,33273.0
2020-01-05 19:30,30877.4,1494.0,500.0,0.0,0.0,32871.4
2020-01-05 20:30,30184.7,1433.0,500.0,0.0,0.0,32117.7
2020-01-05 21:30,29418.4,1291.0,500.0,0.0,0.0,31209.4
2020-01-05 22:30,28551.7,1145.0,500.0,0.0,0.0,30196.7
2020-01-05 23:30,26974.6,1130.0,500.0,0.0,0.0,28604.6
2020-01-06 00:30,26541.4,972.0,500.0,0.0,0.0,28013.4
2020-01-06 01:30,26705.8,766.0,500.0,0.0,0.0,27971.8
2020-01-06 02:30,27106.4,623.0,500.0,0.0,0.0,28229.4
2020-01-06 03:30,27806.4,450.0,500.0,0.0,0.0,28756.4
