ï»¿Date,Hydraulique,Eolien,Autres,Solaire,Thermique,Total 
2021-01-01 00:30,25889.1,2475.0,555.0,0.0,0.0,28919.1
2021-01-01 01:30,25781.1,2402.0,557.0,0.0,0.0,28740.1
2021-01-01 02:30,25508.0,2457.0,571.0,0.0,0.0,28536.0
2021-01-01 03:30,25247.7,2538.0,570.0,0.0,0.0,28355.7
2021-01-01 04:30,25998.9,2416.0,569.0,0.0,0.0,28983.9
2021-01-01 05:30,26820.1,2252.0,568.0,0.0,0.0,29640.1
2021-01-01 06:30,27676.7,2197.0,569.0,0.0,0.0,30442.7
2021-01-01 07:30,28381.6,1853.0,568.0,0.0,0.0,30802.6
2021-01-01 08:30,28439.8,1748.0,567.0,0.0,0.0,30754.8
2021-01-01 09:30,28384.0,1596.0,568.0,0.0,0.0,30548.0
2021-01-01 10:30,27998.1,1623.0,566.0,0.0,0.0,30187.1
2021-01-01 11:30,27708.3,1549.0,564.0,0.0,0.0,29821.3
2021-01-01 12:30,27862.6,1471.0,560.0,0.0,0.0,29893.6
2021-01-01 13:30,28194.3,1272.0,561.0,0.0,0.0,30027.3
2021-01-01 14:30,28172.8,1144.0,561.0,0.0,0.0,29877.8
2021-01-01 15:30,29048.8,998.0,559.0,0.0,0.0,30605.8
2021-01-01 16:30,30811.6,922.0,560.0,0.0,0.0,32293.6
2021-01-01 17:30,31074.8,1046.0,560.0,0.0,0.0,32680.8
2021-01-01 18:30,30612.9,995.0,560.0,0.0,0.0,32167.9
2021-01-01 19:30,29535.9,959.0,560.0,0.0,0.0,31054.9
2021-01-01 20:30,29631.1,827.0,561.0,0.0,0.0,31019.1
2021-01-01 21:30,28850.4,781.0,559.0,0.0,0.0,30190.4
2021-01-01 22:30,28041.4,737.0,558.0,0.0,0.0,29336.4
2021-01-01 23:30,27126.6,813.0,559.0,0.0,0.0,28498.6
2021-01-02 00:30,26033.9,834.0,560.0,0.0,0.0,27427.9
2021-01-02 01:30,25870.2,744.0,560.0,0.0,0.0,27174.2
2021-01-02 02:30,25646.7,634.0,559.0,0.0,0.0,26839.7
2021-01-02 03:30,25643.0,589.0,560.0,0.0,0.0,26792.0
2021-01-02 04:30,26063.3,739.0,559.0,0.0,0.0,27361.3
2021-01-02 05:30,26381.6,933.0,556.0,0.0,0.0,27870.6
2021-01-02 06:30,27805.2,857.0,556.0,0.0,0.0,29218.2
2021-01-02 07:30,29138.4,1007.0,559.0,0.0,0.0,30704.4
2021-01-02 08:30,29444.1,1253.0,559.0,0.0,0.0,31256.1
2021-01-02 09:30,30664.3,1139.0,561.0,0.0,0.0,32364.3
2021-01-02 10:30,30269.5,943.0,561.0,0.0,0.0,31773.5
2021-01-02 11:30,30823.9,707.0,560.0,0.0,0.0,32090.9
2021-01-02 12:30,30704.7,469.0,556.0,0.0,0.0,31729.7
2021-01-02 13:30,29788.2,392.0,556.0,0.0,0.0,30736.2
2021-01-02 14:30,28588.8,266.0,554.0,0.0,0.0,29408.8
2021-01-02 15:30,29394.0,190.0,552.0,0.0,0.0,30136.0
2021-01-02 16:30,31620.3,276.0,555.0,0.0,0.0,32451.3
2021-01-02 17:30,32506.9,250.0,554.0,0.0,0.0,33310.9
2021-01-02 18:30,31840.8,251.0,554.0,0.0,0.0,32645.8
2021-01-02 19:30,31171.8,312.0,556.0,0.0,0.0,32039.8
2021-01-02 20:30,30497.9,331.0,555.0,0.0,0.0,31383.9
2021-01-02 21:30,29784.1,275.0,551.0,0.0,0.0,30610.1
2021-01-02 22:30,28794.5,290.0,553.0,0.0,0.0,29637.5
2021-01-02 23:30,28176.5,148.0,555.0,0.0,0.0,28879.5
2021-01-03 00:30,27651.8,55.0,554.0,0.0,0.0,28260.8
2021-01-03 01:30,27161.7,46.0,555.0,0.0,0.0,27762.7
2021-01-03 02:30,26735.7,38.0,555.0,0.0,0.0,27328.7
2021-01-03 03:30,26964.7,38.0,554.0,0.0,0.0,27556.7
2021-01-03 04:30,26720.2,26.0,552.0,0.0,0.0,27298.2
2021-01-03 05:30,27681.0,4.0,550.0,0.0,0.0,28235.0
2021-01-03 06:30,28713.0,4.0,552.0,0.0,0.0,29269.0
2021-01-03 07:30,29279.8,6.0,554.0,0.0,0.0,29839.8
2021-01-03 08:30,29627.1,30.0,555.0,0.0,0.0,30212.1
2021-01-03 09:30,30288.3,36.0,557.0,0.0,0.0,30881.3
2021-01-03 10:30,30494.9,75.0,555.0,0.0,0.0,31124.9
2021-01-03 11:30,30724.3,69.0,553.0,0.0,0.0,31346.3
2021-01-03 12:30,30556.4,110.0,555.0,0.0,0.0,31221.4
2021-01-03 13:30,30330.3,243.0,555.0,0.0,0.0,31128.3
2021-01-03 14:30,30196.7,323.0,553.0,0.0,0.0,31072.7
2021-01-03 15:30,30606.6,352.0,551.0,0.0,0.0,31509.6
2021-01-03 16:30,31494.8,571.0,554.0,0.0,0.0,32619.8
2021-01-03 17:30,32524.7,709.0,553.0,0.0,0.0,33786.7
2021-01-03 18:30,31850.3,850.0,554.0,0.0,0.0,33254.3
2021-01-03 19:30,31037.7,925.0,556.0,0.0,0.0,32518.7
2021-01-03 20:30,30142.7,994.0,555.0,0.0,0.0,31691.7
2021-01-03 21:30,29797.6,804.0,550.0,0.0,0.0,31151.6
2021-01-03 22:30,28934.9,675.0,553.0,0.0,0.0,30162.9
2021-01-03 23:30,28232.1,518.0,555.0,0.0,0.0,29305.1
2021-01-04 00:30,27873.9,379.0,554.0,0.0,0.0,28806.9
2021-01-04 01:30,27463.7,307.0,555.0,0.0,0.0,28325.7
2021-01-04 02:30,27265.8,188.0,555.0,0.0,0.0,28008.8
2021-01-04 03:30,27287.6,107.0,554.0,0.0,0.0,27948.6
2021-01-04 04:30,27553.5,73.0,552.0,0.0,0.0,28178.5
2021-01-04 05:30,28829.2,42.0,550.0,0.0,0.0,29421.2
2021-01-04 06:30,30960.2,44.0,552.0,0.0,0.0,31556.2
2021-01-04 07:30,32301.3,15.0,554.0,0.0,0.0,32870.3
2021-01-04 08:30,32755.4,17.0,555.0,0.0,0.0,33327.4
2021-01-04 09:30,33000.5,-3.0,558.0,0.0,0.0,33555.5
