CATEG,INCLUSIO,WKT 
Terrain structurant à transformer,Non,"POLYGON  (( 285735.34259999 5049413.49900000, 285707.01789999 5049451.09940000, 285661.80079999 5049419.50830000, 285605.12259999 5049379.90990000, 285643.76609999 5049324.59840000, 285644.64389999 5049323.52550000, 285645.67379999 5049322.59760000, 285646.83219999 5049321.83600000, 285648.09229999 5049321.25830000, 285649.42529999 5049320.87780000, 285650.80049999 5049320.70310000, 285650.95679999 5049320.69850000, 285651.18399999 5049320.69220000, 285651.56769999 5049320.69660000, 285652.01569999 5049320.72290000, 285652.17699999 5049320.73980000, 285652.46189999 5049320.77050000, 285653.72209999 5049321.02850000, 285654.93369999 5049321.46070000, 285656.07279999 5049322.05850000, 285657.11669999 5049322.81010000, 285658.04499999 5049323.70060000, 285658.19159999 5049323.86950000, 285698.91029999 5049371.18210000, 285735.34259999 5049413.49900000))"
Terrain structurant à transformer,Non,"POLYGON  (( 291415.83699999 5049952.35630000, 291390.77979999 5049969.52460000, 291388.76289999 5049966.42530000, 291380.80199999 5049954.19220000, 291378.69569999 5049950.95550000, 291370.55639999 5049938.44820000, 291369.79419999 5049937.27690000, 291361.08219999 5049923.88950000, 291360.34109999 5049922.75060000, 291351.77229999 5049909.58320000, 291350.88779999 5049908.22420000, 291342.46209999 5049895.27710000, 291342.01649999 5049894.59190000, 291333.15229999 5049880.97080000, 291330.70739999 5049877.21380000, 291328.05119999 5049873.13210000, 291321.36809999 5049862.86220000, 291314.91759999 5049852.95000000, 291312.72299999 5049849.57790000, 291306.07309999 5049839.35900000, 291302.24939999 5049833.48330000, 291296.92929999 5049825.30830000, 291288.66689999 5049812.61160000, 291308.05999999 5049786.73900000, 291322.40499999 5049808.78240000, 291331.30539999 5049822.45950000, 291331.72339999 5049823.10160000, 291340.36899999 5049836.38710000, 291348.00389999 5049848.11930000, 291358.60389999 5049864.40800000, 291367.91379999 5049878.71430000, 291377.22369999 5049893.02060000, 291386.53359999 5049907.32680000, 291394.51349999 5049919.58930000, 291396.00779999 5049921.88550000, 291405.85919999 5049937.02380000, 291415.83699999 5049952.35630000))"
Terrain structurant à transformer,Non,"POLYGON  (( 280008.13129999 5048132.02500000, 280015.40539999 5048137.11840000, 280029.12879999 5048146.72750000, 280012.42929999 5048170.44400000, 280011.57439999 5048171.45750000, 280010.55679999 5048172.30750000, 280009.40729999 5048172.96820000, 280008.16069999 5048173.41970000, 280006.85459999 5048173.64820000, 280005.52869999 5048173.64690000, 280004.22319999 5048173.41570000, 280002.97739999 5048172.96180000, 280001.82919999 5048172.29880000, 280000.02319999 5048171.03420000, 279987.13079999 5048162.00680000, 280008.13129999 5048132.02500000))"
Terrain structurant à transformer,Non,"POLYGON  (( 284701.38219999 5045489.77270000, 284670.39499999 5045533.00310000, 284635.33629999 5045587.69990000, 284605.04629999 5045636.11250000, 284588.36899999 5045666.29850000, 284582.62339999 5045677.64950000, 284532.64859999 5045758.03450000, 284530.16299999 5045760.72010000, 284527.34889999 5045763.05920000, 284523.81379999 5045765.22220000, 284519.99879999 5045766.84120000, 284515.98709999 5045767.88110000, 284513.93459999 5045768.17630000, 284507.72529999 5045768.14590000, 284505.67579999 5045767.83070000, 284503.65519999 5045767.36510000, 284501.67439999 5045766.75160000, 284499.74439999 5045765.99360000, 284496.07799999 5045764.06150000, 284464.57089999 5045743.53930000, 284548.85229999 5045635.94460000, 284569.25809999 5045610.81710000, 284675.48729999 5045474.93680000, 284701.38219999 5045489.77270000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286430.31069999 5044349.52360000, 286430.97219999 5044349.84060000, 286431.57449999 5044350.25940000, 286432.10199999 5044350.76900000, 286432.54129999 5044351.35650000, 286432.88089999 5044352.00670000, 286433.11209999 5044352.70290000, 286433.22909999 5044353.42700000, 286433.22869999 5044354.16060000, 286433.11099999 5044354.88460000, 286432.87899999 5044355.58050000, 286432.53869999 5044356.23030000, 286391.13949999 5044415.92360000, 286361.87039999 5044395.74660000, 286364.93869999 5044391.22570000, 286345.05449999 5044377.30270000, 286352.04689999 5044367.31650000, 286375.48759999 5044333.84030000, 286375.49279999 5044333.83290000, 286375.95939999 5044333.26970000, 286376.50989999 5044332.78810000, 286377.13019999 5044332.40050000, 286377.80429999 5044332.11670000, 286378.51509999 5044331.94420000, 286379.24429999 5044331.88710000, 286379.97319999 5044331.94710000, 286380.68329999 5044332.12260000, 286400.47679999 5044338.86130000, 286430.24999999 5044349.50080000, 286430.31069999 5044349.52360000))"
Terrain structurant à transformer,Non,"POLYGON  (( 282090.20379999 5051902.70580000, 282082.24559999 5051957.06980000, 282075.13439999 5052003.25830000, 282068.45809999 5052038.17200000, 282060.02479999 5052078.46170000, 282031.82529999 5052073.10220000, 282037.52399999 5052045.86420000, 282040.37219999 5052032.25050000, 282057.06239999 5051952.47680000, 282060.83399999 5051934.44970000, 282064.60559999 5051916.42260000, 282068.37719999 5051898.39550000, 282090.20379999 5051902.70580000))"
Terrain structurant à transformer,Non,"POLYGON  (( 285846.53139999 5050456.20740000, 285812.79519999 5050500.02320000, 285772.15179999 5050552.80990000, 285738.86789999 5050527.09570000, 285717.11399999 5050510.28910000, 285725.04109999 5050500.02320000, 285791.62759999 5050413.79110000, 285813.24719999 5050430.49350000, 285844.11779999 5050454.34280000, 285846.53139999 5050456.20740000))"
Terrain structurant à transformer,Non,"POLYGON  (( 291204.61079999 5049595.37170000, 291175.61809999 5049604.78070000, 291173.44419999 5049598.26070000, 291195.75999999 5049568.82660000, 291204.53339999 5049595.13960000, 291204.61079999 5049595.37170000))"
Terrain structurant à transformer,Oui,"POLYGON  (( 278463.78959999 5042408.64410000, 278445.98849999 5042413.30060000, 278441.05989999 5042379.46220000, 278451.61549999 5042377.92480000, 278459.15529999 5042376.82660000, 278463.78959999 5042408.64410000))"
Terrain structurant à transformer,Non,"MULTIPOLYGON  ((( 284673.55649999 5049094.50300000, 284673.70669999 5049094.94470000, 284673.66589999 5049094.83540000, 284673.62729999 5049094.72530000, 284673.59079999 5049094.61450000, 284673.55649999 5049094.50300000)),(( 284673.30169999 5049092.66110000, 284673.30459999 5049092.54450000, 284673.30989999 5049092.42800000, 284673.31739999 5049092.31150000, 284673.32709999 5049092.19530000, 284673.30999999 5049092.50750000, 284673.30169999 5049092.66110000)),(( 284673.71199999 5049090.56600000, 284673.61749999 5049090.81720000, 284673.66729999 5049090.67390000, 284673.72069999 5049090.53180000, 284673.77769999 5049090.39120000, 284673.71199999 5049090.56600000)),(( 284673.30169999 5049092.66110000, 284673.30949999 5049093.00520000, 284673.31209999 5049093.11680000, 284673.30469999 5049092.96500000, 284673.30129999 5049092.81310000, 284673.30169999 5049092.66110000)),(( 284673.35089999 5049092.01140000, 284673.32929999 5049092.17580000, 284673.34489999 5049092.02760000, 284673.36439999 5049091.87990000, 284673.38779999 5049091.73270000, 284673.35089999 5049092.01140000)),(( 284673.44029999 5049094.05110000, 284673.55079999 5049094.48210000, 284673.51019999 5049094.33940000, 284673.47339999 5049094.19570000, 284673.44029999 5049094.05110000)),(( 284673.31259999 5049093.12750000, 284673.34939999 5049093.50140000, 284673.35629999 5049093.57040000, 284673.33789999 5049093.42320000, 284673.32329999 5049093.27550000, 284673.31259999 5049093.12750000)),(( 284673.55259999 5049091.03740000, 284673.48889999 5049091.25610000, 284673.52679999 5049091.11230000, 284673.56849999 5049090.96960000, 284673.61379999 5049090.82800000, 284673.55259999 5049091.03740000)),(( 284673.43189999 5049091.52030000, 284673.39229999 5049091.70930000, 284673.41889999 5049091.56410000, 284673.44939999 5049091.41960000, 284673.48359999 5049091.27600000, 284673.43189999 5049091.52030000)),(( 284673.35889999 5049093.59180000, 284673.42899999 5049093.99290000, 284673.40219999 5049093.85980000, 284673.37889999 5049093.72610000, 284673.35889999 5049093.59180000)))"
Terrain structurant à transformer,Non,"POLYGON  (( 288353.30299999 5048724.33960000, 288353.76989999 5048725.21800000, 288354.08809999 5048726.16060000, 288354.24899999 5048727.14240000, 288354.24829999 5048728.13720000, 288354.08619999 5048729.11870000, 288353.76689999 5048730.06090000, 288353.29889999 5048730.93880000, 288352.69449999 5048731.72900000, 288304.23679999 5048793.85510000, 288280.34119999 5048775.29260000, 288296.64159999 5048756.32840000, 288337.46669999 5048705.26450000, 288353.24149999 5048724.25570000, 288353.30299999 5048724.33960000))"
Terrain structurant à transformer,Non,"POLYGON  (( 291472.20979999 5050051.96550000, 291484.93639999 5050079.51640000, 291491.45509999 5050093.62830000, 291500.02309999 5050112.17660000, 291519.56229999 5050154.47580000, 291519.81829999 5050155.02880000, 291520.81909999 5050157.16690000, 291520.90009999 5050157.33910000, 291521.99609999 5050159.64250000, 291530.06389999 5050175.57080000, 291538.82819999 5050191.12670000, 291546.83849999 5050204.07460000, 291555.33059999 5050216.71180000, 291556.29279999 5050218.08080000, 291563.10429999 5050227.44320000, 291573.19889999 5050240.35460000, 291583.80839999 5050252.84630000, 291594.91559999 5050264.89770000, 291606.50199999 5050276.48900000, 291618.97719999 5050287.76060000, 291631.91019999 5050298.50380000, 291645.27869999 5050308.70000000, 291659.05959999 5050318.33150000, 291625.85809999 5050365.63770000, 291599.14349999 5050345.47540000, 291589.34809999 5050338.08260000, 291584.07839999 5050334.10550000, 291577.81039999 5050328.65220000, 291571.90229999 5050323.51220000, 291540.68609999 5050296.35400000, 291535.78159999 5050292.58800000, 291530.45439999 5050289.44840000, 291524.78399999 5050286.98210000, 291522.60489999 5050286.22070000, 291520.53899999 5050285.19080000, 291518.36279999 5050283.70950000, 291516.42179999 5050281.93100000, 291514.75629999 5050279.89230000, 291513.40069999 5050277.63560000, 291512.72389999 5050276.31560000, 291512.17969999 5050275.25390000, 291506.37309999 5050263.92720000, 291500.02309999 5050251.54060000, 291494.10339999 5050239.99330000, 291468.67149999 5050190.38430000, 291463.36439999 5050179.91810000, 291461.01849999 5050175.29170000, 291484.50639999 5050165.31770000, 291475.56419999 5050145.93500000, 291466.32849999 5050125.91610000, 291470.42009999 5050120.65830000, 291465.68949999 5050110.40060000, 291458.66579999 5050095.17030000, 291457.31089999 5050092.23260000, 291451.64199999 5050079.94010000, 291446.03979999 5050067.79250000, 291444.61829999 5050064.70990000, 291437.59459999 5050049.47970000, 291426.89269999 5050026.27420000, 291453.03849999 5050010.46280000, 291472.20979999 5050051.96550000))"
Terrain structurant à transformer,Non,"POLYGON  (( 281400.78129999 5042604.74970000, 281425.84599999 5042622.09300000, 281417.26379999 5042634.60970000, 281409.61229999 5042645.69550000, 281408.94129999 5042646.45950000, 281408.15609999 5042647.10570000, 281407.27729999 5042647.61720000, 281406.32759999 5042647.98070000, 281405.33179999 5042648.18680000, 281404.31589999 5042648.23000000, 281403.30619999 5042648.10930000, 281402.32909999 5042647.82770000, 281401.40999999 5042647.39270000, 281400.57279999 5042646.81550000, 281400.46459999 5042646.72210000, 281391.76989999 5042638.57580000, 281383.21489999 5042630.28290000, 281383.10869999 5042630.17820000, 281400.78129999 5042604.74970000))"
Terrain structurant à transformer,Non,"POLYGON  (( 280305.84249999 5043385.11330000, 280317.01919999 5043396.25460000, 280361.92459999 5043427.19310000, 280374.41359999 5043435.79750000, 280397.02109999 5043451.24790000, 280390.20239999 5043460.94820000, 280379.83169999 5043475.70150000, 280369.46099999 5043490.45480000, 280362.62059999 5043500.02310000, 280357.40739999 5043507.31540000, 280337.37049999 5043535.34280000, 280307.73199999 5043523.27790000, 280287.15839999 5043516.86810000, 280244.34369999 5043500.02310000, 280203.92489999 5043484.12080000, 280221.70459999 5043458.36120000, 280263.25889999 5043398.15770000, 280273.64729999 5043383.10670000, 280283.07349999 5043369.38020000, 280305.84249999 5043385.11330000))"
Terrain structurant à transformer,Non,"POLYGON  (( 282335.85689999 5051017.51670000, 282330.06849999 5051047.70510000, 282381.55609999 5051057.57740000, 282374.10579999 5051095.70920000, 282354.39029999 5051187.94680000, 282348.73789999 5051217.42380000, 282343.19869999 5051246.31050000, 282327.98749999 5051325.63560000, 282318.85739999 5051370.51630000, 282301.48539999 5051367.15520000, 282237.16639999 5051354.60580000, 282234.48729999 5051353.35650000, 282233.27979999 5051352.04180000, 282232.50469999 5051350.43380000, 282232.22819999 5051348.67030000, 282239.89399999 5051308.57480000, 282255.22759999 5051229.27360000, 282260.81999999 5051200.39710000, 282266.51669999 5051170.98170000, 282291.75209999 5051040.35830000, 282297.49179999 5051010.42350000, 282335.85689999 5051017.51670000))"
Terrain structurant à transformer,Non,"POLYGON  (( 287375.11739999 5047882.09340000, 287375.98169999 5047882.93630000, 287376.70309999 5047883.90440000, 287377.26349999 5047884.97380000, 287377.64919999 5047886.11780000, 287377.85049999 5047887.30820000, 287377.86249999 5047888.51550000, 287377.68499999 5047889.70960000, 287377.32209999 5047890.86110000, 287376.78309999 5047891.94140000, 287376.08119999 5047892.92370000, 287361.62079999 5047910.34570000, 287332.29459999 5047945.68140000, 287301.72639999 5047921.34880000, 287270.62249999 5047897.18290000, 287272.04579999 5047895.30910000, 287272.83999999 5047892.76670000, 287273.31129999 5047890.14520000, 287273.45219999 5047887.48540000, 287273.04099999 5047883.51460000, 287271.81099999 5047879.49520000, 287269.56569999 5047875.44960000, 287266.50099999 5047871.98320000, 287184.62139999 5047807.60450000, 287178.99789999 5047803.18790000, 287175.57109999 5047800.99040000, 287169.13849999 5047798.89120000, 287170.24889999 5047791.47990000, 287142.94089999 5047769.54420000, 287176.74709999 5047727.54530000, 287269.93529999 5047799.89780000, 287350.96669999 5047863.36880000, 287375.11739999 5047882.09340000))"
Terrain structurant à transformer,Non,"POLYGON  (( 291125.78769999 5049232.26810000, 291122.78219999 5049230.74870000, 291120.06719999 5049228.75600000, 291117.71669999 5049226.34410000, 291115.79449999 5049223.57880000, 291113.94399999 5049224.19580000, 291109.86809999 5049213.34450000, 291135.24369999 5049204.24200000, 291136.95929999 5049209.38680000, 291140.86379999 5049204.31290000, 291155.22119999 5049215.42850000, 291143.90769999 5049221.90120000, 291125.78769999 5049232.26810000))"
Terrain structurant à transformer,Non,"POLYGON  (( 281610.66929999 5042837.26680000, 281591.65599999 5042864.88310000, 281583.16809999 5042859.11840000, 281577.60249999 5042855.21200000, 281575.18769999 5042853.51710000, 281567.20719999 5042847.91580000, 281564.69469999 5042846.15230000, 281559.22679999 5042842.31460000, 281551.78659999 5042837.09250000, 281551.24649999 5042836.71340000, 281543.26599999 5042831.11200000, 281538.87889999 5042828.03280000, 281535.28559999 5042825.51070000, 281526.04449999 5042819.02470000, 281541.94269999 5042796.61040000, 281542.61989999 5042795.81570000, 281543.42269999 5042795.14810000, 281544.32759999 5042794.62720000, 281545.30809999 5042794.26830000, 281546.33539999 5042794.08180000, 281547.37949999 5042794.07330000, 281548.40969999 5042794.24290000, 281549.39589999 5042794.58580000, 281550.30919999 5042795.09180000, 281558.14169999 5042800.58800000, 281571.04949999 5042809.64790000, 281583.95739999 5042818.70750000, 281596.86509999 5042827.76740000, 281610.66929999 5042837.26680000))"
Terrain structurant à transformer,Non,"POLYGON  (( 282045.38249999 5048838.16280000, 282034.90519999 5048879.49770000, 282029.56139999 5048878.19900000, 282028.68559999 5048877.98620000, 282011.78739999 5048873.87940000, 282002.62189999 5048871.65200000, 282011.31229999 5048831.80920000, 282011.40759999 5048831.82730000, 282032.85119999 5048834.96270000, 282039.34829999 5048836.62180000, 282045.38249999 5048838.16280000))"
Terrain structurant à transformer,Non,"POLYGON  (( 284875.34849999 5044317.99350000, 284908.27749999 5044327.54650000, 284942.62019999 5044337.50980000, 284976.96299999 5044347.47280000, 285000.02319999 5044354.16280000, 285011.30879999 5044357.43680000, 285001.97429999 5044389.63580000, 285000.02319999 5044389.06960000, 284988.51029999 5044385.72880000, 284976.80229999 5044382.33130000, 284967.62309999 5044379.66750000, 284965.09469999 5044378.93380000, 284953.38679999 5044375.53630000, 284941.67889999 5044372.13890000, 284933.28099999 5044369.70190000, 284929.97099999 5044368.74140000, 284918.26319999 5044365.34400000, 284906.55539999 5044361.94640000, 284898.93899999 5044359.73620000, 284894.84759999 5044358.54890000, 284876.27869999 5044353.16050000, 284864.89999999 5044349.86000000, 284854.97249999 5044346.97760000, 284817.62069999 5044336.15280000, 284826.75979999 5044303.89760000, 284875.34849999 5044317.99350000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286118.12179999 5049572.21880000, 286080.15569999 5049622.22120000, 286000.02319999 5049561.37780000, 285934.76019999 5049511.82450000, 285943.72079999 5049500.02320000, 285972.72639999 5049461.82200000, 286000.02319999 5049482.54800000, 286023.03859999 5049500.02320000, 286046.03099999 5049517.48110000, 286118.12179999 5049572.21880000))"
Terrain structurant à transformer,Oui,"POLYGON  (( 297943.60979999 5059602.92760000, 298000.02319999 5059632.71580000, 298028.88449999 5059647.95560000, 298000.02319999 5059685.87150000, 297994.99309999 5059692.47970000, 297941.21719999 5059664.30080000, 297941.32579999 5059661.51470000, 297943.60979999 5059602.92760000))"
Terrain structurant à transformer,Non,"POLYGON  (( 283561.91399999 5053845.96920000, 283555.90239999 5053843.43560000, 283549.86339999 5053840.96820000, 283543.79759999 5053838.56720000, 283537.70589999 5053836.23290000, 283531.58889999 5053833.96560000, 283525.44739999 5053831.76560000, 283519.28209999 5053829.63320000, 283513.09379999 5053827.56860000, 283506.88309999 5053825.57200000, 283500.65099999 5053823.64370000, 283494.39799999 5053821.78390000, 283488.12509999 5053819.99290000, 283481.83279999 5053818.27080000, 283475.52199999 5053816.61790000, 283469.19339999 5053815.03440000, 283462.84789999 5053813.52040000, 283449.50069999 5053810.65690000, 283452.45009999 5053793.83000000, 283455.08129999 5053778.81890000, 283457.71239999 5053763.80760000, 283460.34369999 5053748.79640000, 283462.97489999 5053733.78530000, 283465.60599999 5053718.77400000, 283469.77889999 5053694.96690000, 283474.62399999 5053668.21490000, 283477.94759999 5053649.49200000, 283520.84989999 5053660.13380000, 283545.13339999 5053675.22500000, 283547.93679999 5053677.41380000, 283549.27499999 5053678.58550000, 283550.56829999 5053679.80660000, 283551.81489999 5053681.07540000, 283553.01299999 5053682.39000000, 283554.16089999 5053683.74860000, 283555.25709999 5053685.14930000, 283556.29999999 5053686.59020000, 283557.28819999 5053688.06910000, 283558.22009999 5053689.58410000, 283559.09459999 5053691.13290000, 283559.91039999 5053692.71350000, 283560.66629999 5053694.32350000, 283561.36129999 5053695.96080000, 283561.99439999 5053697.62300000, 283562.68999999 5053699.58000000, 283563.47029999 5053701.50490000, 283564.33389999 5053703.39380000, 283565.27919999 5053705.24330000, 283566.30419999 5053707.04970000, 283567.40719999 5053708.80960000, 283568.58589999 5053710.51980000, 283569.83809999 5053712.17680000, 283594.35439999 5053737.54860000, 283593.44039999 5053742.66240000, 283577.88549999 5053819.69040000, 283571.73989999 5053850.12320000, 283561.91399999 5053845.96920000))"
Terrain structurant à transformer,Non,"POLYGON  (( 280104.41459999 5048202.94350000, 280084.96429999 5048230.51100000, 280060.76489999 5048213.56620000, 280060.74169999 5048213.55000000, 280080.22899999 5048185.91780000, 280085.51079999 5048189.63600000, 280097.57099999 5048198.12590000, 280104.41459999 5048202.94350000))"
Terrain structurant à transformer,Oui,"POLYGON  (( 284195.70419999 5052429.53570000, 284193.71269999 5052440.20740000, 284197.67779999 5052441.00160000, 284197.68189999 5052441.00240000, 284177.69999999 5052544.80000000, 284061.49999999 5052520.90000000, 284080.69999999 5052416.50000000, 284195.70419999 5052429.53570000))"
Terrain structurant à transformer,Non,"POLYGON  (( 285909.11479999 5050236.78000000, 285846.57449999 5050317.72400000, 285782.39099999 5050265.85860000, 285782.23269999 5050265.72220000, 285781.94429999 5050265.47330000, 285781.92549999 5050265.45520000, 285781.77999999 5050265.31250000, 285781.52329999 5050265.06000000, 285781.50219999 5050265.03720000, 285781.35569999 5050264.87360000, 285781.12969999 5050264.62060000, 285781.11369999 5050264.60100000, 285780.96149999 5050264.40730000, 285780.76499999 5050264.15680000, 285780.73909999 5050264.12060000, 285780.59939999 5050263.91580000, 285780.43729999 5050263.67970000, 285780.42739999 5050263.66420000, 285780.27089999 5050263.40120000, 285780.12969999 5050263.16330000, 285780.11659999 5050263.13840000, 285779.97739999 5050262.86580000, 285779.86149999 5050262.63780000, 285779.84999999 5050262.61240000, 285779.72029999 5050262.31210000, 285779.62759999 5050262.09630000, 285779.61979999 5050262.07560000, 285779.50069999 5050261.74230000, 285779.42889999 5050261.54080000, 285779.41899999 5050261.50890000, 285779.31959999 5050261.15930000, 285779.27229999 5050260.99500000, 285779.26389999 5050260.96130000, 285779.17789999 5050260.56550000, 285779.14169999 5050260.39700000, 285779.13709999 5050260.36940000, 285779.07599999 5050259.96340000, 285779.05399999 5050259.81360000, 285779.05109999 5050259.78560000, 285779.01459999 5050259.35590000, 285779.00389999 5050259.22580000, 285779.00309999 5050259.20600000, 285778.99369999 5050258.74560000, 285778.99169999 5050258.63590000, 285778.99219999 5050258.61370000, 285779.01279999 5050258.13520000, 285779.01979999 5050258.02640000, 285779.07429999 5050257.52760000, 285779.08219999 5050257.46010000, 285779.08729999 5050257.42830000, 285779.17509999 5050256.92530000, 285779.19009999 5050256.85170000, 285779.32299999 5050256.30570000, 285779.32769999 5050256.28930000, 285779.49849999 5050255.74240000, 285779.50219999 5050255.73200000, 285779.69349999 5050255.23310000, 285779.71909999 5050255.17220000, 285779.95729999 5050254.65610000, 285779.97419999 5050254.62390000, 285780.23819999 5050254.13740000, 285780.26779999 5050254.08850000, 285780.55189999 5050253.63760000, 285780.56039999 5050253.62520000, 285780.59729999 5050253.57420000, 285780.89689999 5050253.15910000, 285836.75659999 5050180.87330000, 285909.11479999 5050236.78000000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286144.96039999 5049387.18850000, 286059.28659999 5049500.02320000, 286046.03099999 5049517.48110000, 286023.03859999 5049500.02320000, 286000.02319999 5049482.54800000, 285972.72639999 5049461.82200000, 286000.02319999 5049425.87140000, 286077.63179999 5049323.65880000, 286108.16709999 5049350.98740000, 286144.96039999 5049387.18850000))"
Terrain structurant à transformer,Non,"POLYGON  (( 285955.77849999 5049214.72830000, 285865.75419999 5049331.19120000, 285839.67659999 5049310.98500000, 285813.56729999 5049290.75420000, 285849.21029999 5049244.64420000, 285906.41159999 5049170.64510000, 285931.09829999 5049192.68950000, 285955.77849999 5049214.72830000))"
Terrain structurant à transformer,Non,"POLYGON  (( 288443.01439999 5048840.91050000, 288415.95459999 5048875.11430000, 288402.41549999 5048858.13710000, 288429.49679999 5048823.36460000, 288443.01439999 5048840.91050000))"
Terrain structurant à transformer,Non,"POLYGON  (( 281126.64299999 5048803.48100000, 281117.18379999 5048839.20940000, 281117.04039999 5048839.19590000, 281098.86359999 5048837.20470000, 281077.74299999 5048834.20300000, 281079.80709999 5048827.92290000, 281082.59589999 5048821.92940000, 281086.07059999 5048816.30570000, 281090.18299999 5048811.13000000, 281099.33599999 5048800.91100000, 281111.27179999 5048802.03430000, 281126.64299999 5048803.48100000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286187.74539999 5049894.61610000, 286150.03209999 5049944.09010000, 286073.23909999 5049881.95980000, 286098.11929999 5049851.20800000, 286107.53169999 5049840.71470000, 286107.55649999 5049840.68710000, 286108.72119999 5049839.60530000, 286110.05569999 5049838.74170000, 286111.51959999 5049838.12210000, 286113.06859999 5049837.76550000, 286114.65609999 5049837.68260000, 286116.23389999 5049837.87590000, 286117.75429999 5049838.33950000, 286119.17149999 5049839.05950000, 286120.44259999 5049840.01400000, 286126.44339999 5049845.39650000, 286141.25879999 5049858.32500000, 286156.42189999 5049870.84390000, 286171.92129999 5049882.94400000, 286187.74539999 5049894.61610000))"
Terrain structurant à transformer,Non,"POLYGON  (( 276633.44369999 5044413.39730000, 276641.78589999 5044417.15700000, 276649.90469999 5044421.37730000, 276657.77489999 5044426.04500000, 276664.07169999 5044430.02180000, 276665.30529999 5044430.80100000, 276646.43799999 5044456.22500000, 276613.93529999 5044500.02320000, 276500.02319999 5044653.52210000, 276287.07499999 5044940.47410000, 276286.52349999 5044940.14640000, 276282.52519999 5044937.34910000, 276279.28059999 5044935.07890000, 276272.01089999 5044930.04980000, 276270.00249999 5044928.66030000, 276264.67659999 5044925.11240000, 276257.31739999 5044920.21020000, 276254.57169999 5044918.36050000, 276500.02319999 5044587.60970000, 276565.02149999 5044500.02320000, 276630.26309999 5044412.10870000, 276633.44369999 5044413.39730000))"
Terrain structurant à transformer,Non,"POLYGON  (( 285432.60729999 5049504.52480000, 285326.98079999 5049640.03350000, 285198.06119999 5049536.22090000, 285194.63909999 5049540.77840000, 285164.86379999 5049518.04550000, 285167.54769999 5049514.47100000, 285179.74369999 5049500.02320000, 285251.68299999 5049414.80130000, 285266.74989999 5049429.57440000, 285299.35449999 5049461.54300000, 285336.30989999 5049412.29750000, 285396.31299999 5049471.58820000, 285427.64679999 5049500.02320000, 285432.60729999 5049504.52480000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286474.25129999 5049887.14090000, 286396.30339999 5050000.02320000, 286389.62349999 5050009.69700000, 286375.61409999 5050000.02320000, 286344.84679999 5049978.77760000, 286435.34709999 5049860.27780000, 286474.25129999 5049887.14090000))"
Terrain structurant à transformer,Non,"POLYGON  (( 285950.87109999 5050600.69500000, 285906.97459999 5050656.96900000, 285864.76399999 5050624.35890000, 285939.75259999 5050528.22590000, 285981.96309999 5050560.83590000, 285977.11559999 5050567.05030000, 285950.87109999 5050600.69500000))"
Terrain structurant à transformer,Oui,"POLYGON  (( 283616.03929999 5054287.74730000, 283602.45269999 5054364.01660000, 283592.61569999 5054419.65130000, 283591.39259999 5054418.58980000, 283576.21549999 5054405.45150000, 283560.10089999 5054392.00880000, 283550.81169999 5054383.95120000, 283526.60849999 5054364.61300000, 283496.50009999 5054339.13470000, 283486.12629999 5054329.42340000, 283502.36609999 5054230.03640000, 283503.27029999 5054223.96970000, 283631.66049999 5054198.78770000, 283616.03929999 5054287.74730000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286300.56119999 5050329.14610000, 286300.56669999 5050329.30900000, 286300.57299999 5050329.49440000, 286300.51849999 5050330.65700000, 286300.32559999 5050331.80470000, 286300.10589999 5050332.60870000, 286300.00579999 5050332.88300000, 286299.83349999 5050333.35550000, 286299.82019999 5050333.39180000, 286299.47309999 5050334.14230000, 286298.90009999 5050335.10650000, 286298.39649999 5050335.79050000, 286298.21909999 5050336.00110000, 286271.88239999 5050367.26260000, 286271.51129999 5050367.70300000, 286269.55899999 5050366.03370000, 286137.73449999 5050253.29060000, 286135.40199999 5050251.32560000, 286166.12349999 5050211.45370000, 286297.45169999 5050322.64710000, 286297.50519999 5050322.69240000, 286298.28929999 5050323.51370000, 286298.97039999 5050324.42220000, 286299.53899999 5050325.40510000, 286300.07179999 5050326.67790000, 286300.42159999 5050328.01270000, 286300.51619999 5050328.53920000, 286300.54139999 5050328.80090000, 286300.54699999 5050328.87620000, 286300.54789999 5050328.90650000, 286300.56119999 5050329.14610000))"
