CATEG,INCLUSIO,WKT 
Terrain structurant à transformer,Non,"POLYGON  (( 290025.02009999 5047993.69400000, 290011.40639999 5048010.23900000, 290000.02319999 5048001.49870000, 289998.10159999 5048000.02320000, 289993.55959999 5047996.53580000, 290000.02319999 5047988.25970000, 290006.65799999 5047979.76460000, 290025.02009999 5047993.69400000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286815.81919999 5051645.85730000, 286826.35509999 5051653.80730000, 286827.14239999 5051654.51670000, 286827.79499999 5051655.35160000, 286828.29319999 5051656.28690000, 286828.62199999 5051657.29430000, 286828.77159999 5051658.34340000, 286828.73719999 5051659.40260000, 286828.52009999 5051660.43980000, 286828.12669999 5051661.42380000, 286827.56889999 5051662.32490000, 286815.30519999 5051678.75260000, 286801.45539999 5051697.30510000, 286790.44329999 5051712.05610000, 286781.25449999 5051724.36510000, 286773.62959999 5051734.57880000, 286771.22699999 5051737.79730000, 286743.87919999 5051774.43070000, 286707.20899999 5051823.55210000, 286667.65839999 5051794.25360000, 286682.35479999 5051774.60690000, 286693.30789999 5051759.96430000, 286704.26109999 5051745.32160000, 286704.48499999 5051745.02220000, 286715.18309999 5051730.65520000, 286726.10429999 5051715.98850000, 286731.78809999 5051708.35530000, 286737.02549999 5051701.32170000, 286741.79929999 5051694.91080000, 286748.03779999 5051686.53280000, 286750.97309999 5051682.59070000, 286758.95889999 5051671.86600000, 286769.88019999 5051657.19930000, 286775.84249999 5051649.19200000, 286791.81359999 5051627.74350000, 286815.81919999 5051645.85730000))"
Terrain structurant à transformer,Non,"POLYGON  (( 291605.52449999 5052526.91810000, 291522.90179999 5052632.80970000, 291500.02309999 5052615.28330000, 291475.69749999 5052596.64850000, 291500.02309999 5052565.89780000, 291518.25539999 5052542.84980000, 291529.60159999 5052528.50670000, 291537.17059999 5052518.93850000, 291548.51349999 5052504.59970000, 291552.13379999 5052500.02320000, 291558.45849999 5052492.02780000, 291569.24409999 5052500.02320000, 291605.52449999 5052526.91810000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286768.71649999 5044143.28720000, 286770.91859999 5044147.36610000, 286771.52899999 5044148.49660000, 286701.00659999 5044252.59050000, 286677.92939999 5044286.65320000, 286624.08269999 5044366.13330000, 286601.00549999 5044400.19610000, 286572.74979999 5044380.77470000, 286569.70789999 5044378.30290000, 286568.38949999 5044376.84950000, 286567.22469999 5044375.27050000, 286565.40119999 5044371.80090000, 286564.53679999 5044370.17050000, 286564.05789999 5044366.09000000, 286564.14339999 5044362.17150000, 286565.01439999 5044358.35000000, 286566.63539999 5044354.78140000, 286594.46799999 5044312.87690000, 286616.78309999 5044278.35870000, 286697.74439999 5044150.45970000, 286700.73509999 5044148.14620000, 286700.80379999 5044148.09930000, 286709.45289999 5044135.72900000, 286709.52679999 5044135.62330000, 286715.11529999 5044133.69110000, 286720.90899999 5044132.50850000, 286726.80769999 5044132.09580000, 286727.01649999 5044132.09560000, 286730.35499999 5044132.22100000, 286730.64699999 5044132.25760000, 286736.02269999 5044133.10720000, 286744.45279999 5044134.87900000, 286752.75309999 5044137.18370000, 286760.83099999 5044139.98400000, 286768.71649999 5044143.28720000))"
Terrain structurant à transformer,Non,"POLYGON  (( 291062.78399999 5049079.47840000, 291084.11979999 5049095.73420000, 291071.67689999 5049112.06470000, 291050.34159999 5049095.80900000, 291050.17529999 5049095.68120000, 291062.78399999 5049079.47840000))"
Terrain structurant à transformer,Non,"POLYGON  (( 288723.61759999 5046168.59910000, 288749.70509999 5046186.83230000, 288756.17929999 5046191.36550000, 288725.52349999 5046235.16850000, 288719.04069999 5046230.63300000, 288710.30079999 5046224.55970000, 288694.43159999 5046213.53270000, 288723.61759999 5046168.59910000))"
Terrain structurant à transformer,Non,"POLYGON  (( 289908.37039999 5047889.49770000, 289895.28889999 5047906.35270000, 289880.84149999 5047895.14010000, 289864.74649999 5047882.64850000, 289864.16979999 5047882.12780000, 289863.68949999 5047881.51700000, 289863.31949999 5047880.83370000, 289863.07039999 5047880.09770000, 289862.94949999 5047879.33020000, 289862.96019999 5047878.55320000, 289863.10219999 5047877.78930000, 289863.37139999 5047877.06040000, 289863.75999999 5047876.38760000, 289863.87009999 5047876.24230000, 289863.92919999 5047876.16610000, 289867.63759999 5047871.38850000, 289887.38229999 5047886.71250000, 289893.92309999 5047878.28480000, 289908.37039999 5047889.49770000))"
Terrain structurant à transformer,Non,"POLYGON  (( 278345.99389999 5046543.31360000, 278364.42329999 5046519.31750000, 278364.42779999 5046519.31160000, 278367.71519999 5046515.03120000, 278373.70969999 5046507.22610000, 278379.24169999 5046500.02320000, 278390.41719999 5046485.47220000, 278395.59759999 5046478.72710000, 278439.12469999 5046501.60970000, 278457.19259999 5046511.10820000, 278468.39999999 5046517.00000000, 278487.95449999 5046527.23870000, 278465.95279999 5046555.81780000, 278439.71249999 5046588.73140000, 278400.73829999 5046567.97580000, 278395.81309999 5046574.49430000, 278345.99389999 5046543.31360000))"
Terrain structurant à transformer,Non,"POLYGON  (( 290624.72689999 5048507.40360000, 290628.44329999 5048511.43330000, 290640.14179999 5048524.11820000, 290657.48119999 5048542.91950000, 290638.40909999 5048567.54300000, 290617.43149999 5048544.66820000, 290602.33299999 5048528.20430000, 290592.26219999 5048517.22270000, 290576.48909999 5048500.02320000, 290576.22349999 5048499.73350000, 290577.36909999 5048498.55070000, 290578.69409999 5048500.02320000, 290579.37699999 5048500.78210000, 290580.06869999 5048500.02320000, 290596.40369999 5048482.10000000, 290594.42299999 5048479.92070000, 290596.81749999 5048477.14100000, 290614.64729999 5048496.47410000, 290617.92039999 5048500.02320000, 290624.72689999 5048507.40360000))"
Terrain structurant à transformer,Non,"POLYGON  (( 285260.74079999 5054039.90370000, 285250.86219999 5054034.24800000, 285237.55299999 5054058.18930000, 285225.39979999 5054051.54900000, 285225.13039999 5054051.39820000, 285224.32829999 5054050.80950000, 285223.63249999 5054050.09850000, 285223.06119999 5054049.28390000, 285222.62979999 5054048.38740000, 285222.34969999 5054047.43270000, 285222.22819999 5054046.44530000, 285222.26859999 5054045.45120000, 285222.46979999 5054044.47680000, 285222.82659999 5054043.54810000, 285222.93269999 5054043.34520000, 285222.95349999 5054043.30570000, 285223.58189999 5054042.15680000, 285224.17949999 5054041.06380000, 285224.27079999 5054040.89950000, 285224.98029999 5054039.64140000, 285225.43289999 5054038.83730000, 285225.60909999 5054038.52940000, 285226.41329999 5054037.14550000, 285226.88999999 5054036.32580000, 285226.96109999 5054036.20630000, 285227.88059999 5054034.66970000, 285228.26179999 5054034.03370000, 285228.34239999 5054033.90190000, 285229.38209999 5054032.21440000, 285229.66299999 5054031.75940000, 285229.73869999 5054031.63910000, 285230.91699999 5054029.77970000, 285231.16569999 5054029.39150000, 285232.48619999 5054027.36730000, 285232.61739999 5054027.16870000, 285234.04079999 5054025.04740000, 285234.09679999 5054024.96560000, 285235.55739999 5054022.84840000, 285235.72569999 5054022.60940000, 285237.10219999 5054020.66900000, 285237.17009999 5054020.57480000, 285237.39579999 5054020.26560000, 285238.67489999 5054018.50980000, 285243.26129999 5054012.29850000, 285248.81309999 5054004.77970000, 285249.02479999 5054004.50000000, 285249.72669999 5054003.78580000, 285250.53599999 5054003.19610000, 285251.43079999 5054002.74670000, 285252.38709999 5054002.44960000, 285253.37909999 5054002.31300000, 285254.37999999 5054002.34040000, 285255.36309999 5054002.53120000, 285256.30159999 5054002.88010000, 285257.17049999 5054003.37790000, 285277.48629999 5054017.34890000, 285269.77959999 5054027.72910000, 285260.74079999 5054039.90370000))"
Terrain structurant à transformer,Non,"POLYGON  (( 292274.30069999 5050592.33490000, 292249.30349999 5050609.77570000, 292239.04549999 5050595.08210000, 292263.83209999 5050577.33960000, 292274.30069999 5050592.33490000))"
Terrain structurant à transformer,Non,"POLYGON  (( 288498.26829999 5048912.85520000, 288472.75429999 5048945.14770000, 288454.93739999 5048921.93650000, 288480.44609999 5048889.64930000, 288498.26829999 5048912.85520000))"
Terrain structurant à transformer,Non,"POLYGON  (( 287785.11639999 5049907.09080000, 287725.29459999 5049988.19690000, 287680.29469999 5049951.94130000, 287677.91959999 5049950.02780000, 287678.99789999 5049948.52730000, 287679.02429999 5049948.49360000, 287705.96089999 5049911.02520000, 287757.49509999 5049839.34150000, 287774.04769999 5049816.31100000, 287780.99939999 5049806.63880000, 287782.35959999 5049804.94540000, 287786.56279999 5049804.49950000, 287801.82459999 5049802.88020000, 287838.60649999 5049832.10680000, 287839.75159999 5049833.01670000, 287802.22369999 5049883.89690000, 287801.85799999 5049883.62210000, 287789.33399999 5049901.17850000, 287785.11639999 5049907.09080000))"
Terrain structurant à transformer,Oui,"POLYGON  (( 285340.31089999 5054653.87620000, 285348.06999999 5054657.47420000, 285348.14439999 5054657.50790000, 285349.13109999 5054657.95220000, 285350.06779999 5054658.37160000, 285350.15149999 5054658.40900000, 285350.27159999 5054658.46250000, 285351.09359999 5054658.82780000, 285351.22299999 5054658.88520000, 285353.59439999 5054659.92700000, 285354.24699999 5054660.21060000, 285357.16269999 5054661.46410000, 285358.35509999 5054661.96950000, 285365.53959999 5054664.92990000, 285365.70619999 5054664.99680000, 285366.44729999 5054665.29350000, 285366.82699999 5054665.44490000, 285367.58149999 5054665.74460000, 285367.74329999 5054665.80870000, 285369.73919999 5054666.59300000, 285369.77969999 5054666.60880000, 285370.80249999 5054667.00630000, 285362.23729999 5054691.26790000, 285353.94919999 5054687.79010000, 285330.54479999 5054679.02100000, 285340.31089999 5054653.87620000))"
Terrain structurant à transformer,Non,"POLYGON  (( 285804.15939999 5050602.95570000, 285719.80949999 5050711.11470000, 285674.94309999 5050676.46260000, 285673.73229999 5050675.52740000, 285757.42539999 5050566.86080000, 285804.15939999 5050602.95570000))"
Terrain structurant à transformer,Non,"POLYGON  (( 287897.23789999 5048176.42160000, 287866.80889999 5048148.80900000, 287835.92339999 5048126.42000000, 287805.15069999 5048105.94540000, 287777.30869999 5048090.23690000, 287748.65179999 5048076.06960000, 287709.38889999 5048057.32890000, 287709.38099999 5048057.32510000, 287623.56349999 5048016.29150000, 287579.53779999 5047990.23950000, 287578.32959999 5047987.37770000, 287577.57629999 5047984.36400000, 287577.29579999 5047981.27030000, 287577.49499999 5047978.17030000, 287578.16889999 5047975.13790000, 287579.30159999 5047972.24540000, 287580.86599999 5047969.56170000, 287588.25849999 5047958.05070000, 287595.11099999 5047946.21040000, 287601.40889999 5047934.06590000, 287607.13869999 5047921.64330000, 287612.28819999 5047908.96920000, 287616.84629999 5047896.07060000, 287620.80329999 5047882.97500000, 287624.15079999 5047869.71060000, 287626.88159999 5047856.30560000, 287629.08889999 5047842.11770000, 287630.60469999 5047827.83940000, 287678.89659999 5047768.23570000, 287678.93719999 5047768.26970000, 287683.60699999 5047762.54480000, 287843.53069999 5047891.29870000, 287819.32139999 5047921.26300000, 287827.25709999 5047926.27710000, 287835.54089999 5047930.69240000, 287844.12769999 5047934.48500000, 287852.97079999 5047937.63410000, 287862.02189999 5047940.12260000, 287871.23199999 5047941.93710000, 287880.55069999 5047943.06750000, 287889.92739999 5047943.50780000, 287899.31099999 5047943.25560000, 287908.65059999 5047942.31220000, 287917.89509999 5047940.68270000, 287926.92589999 5047938.39610000, 287935.76529999 5047935.45490000, 287944.36569999 5047931.87470000, 287952.68109999 5047927.67490000, 287960.66689999 5047922.87780000, 287968.28029999 5047917.50930000, 287975.48039999 5047911.59810000, 287982.22869999 5047905.17590000, 287988.48909999 5047898.27710000, 287994.22779999 5047890.93880000, 287999.41419999 5047883.20020000, 287897.23789999 5048176.42160000))"
Terrain structurant à transformer,Non,"POLYGON  (( 282042.42279999 5048783.21200000, 282036.05639999 5048813.01980000, 282017.37579999 5048809.10420000, 282023.00649999 5048779.14210000, 282023.62879999 5048779.27260000, 282040.92359999 5048782.89770000, 282042.42279999 5048783.21200000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286639.21469999 5049119.47970000, 286638.46459999 5049120.18050000, 286637.60769999 5049120.74570000, 286636.66809999 5049121.15910000, 286635.67239999 5049121.40910000, 286634.64899999 5049121.48860000, 286633.62669999 5049121.39530000, 286632.63449999 5049121.13200000, 286631.70059999 5049120.70590000, 286630.85129999 5049120.12930000, 286576.37669999 5049076.01410000, 286626.05029999 5049014.67580000, 286685.26179999 5049062.62710000, 286639.42429999 5049119.22850000, 286639.21469999 5049119.47970000))"
Terrain structurant à transformer,Non,"POLYGON  (( 283522.06839999 5046799.97220000, 283547.13389999 5046758.88770000, 283591.93599999 5046794.49400000, 283552.72609999 5046814.01740000, 283549.46639999 5046814.15300000, 283547.35679999 5046813.59780000, 283522.06839999 5046799.97220000))"
Terrain structurant à transformer,Non,"POLYGON  (( 289462.89979999 5047604.50110000, 289441.15889999 5047626.87670000, 289435.56639999 5047622.42000000, 289427.07029999 5047615.64960000, 289413.78559999 5047605.06330000, 289433.21769999 5047580.76320000, 289446.44259999 5047591.33970000, 289455.03339999 5047598.21010000, 289462.89979999 5047604.50110000))"
Terrain structurant à transformer,Non,"POLYGON  (( 288723.61759999 5046168.59910000, 288737.07889999 5046147.87460000, 288798.37369999 5046053.50740000, 288833.11369999 5046000.02320000, 288840.35329999 5045988.87740000, 288877.92219999 5046014.95870000, 288862.28199999 5046036.87470000, 288868.49109999 5046041.27490000, 288903.64719999 5046065.46070000, 288894.14569999 5046079.27200000, 288892.41819999 5046081.78310000, 288885.50789999 5046091.82780000, 288880.32539999 5046099.36120000, 288876.87019999 5046104.38350000, 288868.23239999 5046116.93930000, 288859.59469999 5046129.49500000, 288850.95689999 5046142.05070000, 288844.04669999 5046152.09540000, 288842.31899999 5046154.60650000, 288833.68129999 5046167.16230000, 288824.17989999 5046180.97350000, 288831.39959999 5046185.94030000, 288821.74509999 5046199.97380000, 288811.23799999 5046215.47000000, 288824.68149999 5046225.95520000, 288830.47389999 5046230.97990000, 288838.38629999 5046238.32120000, 288861.33829999 5046254.21830000, 288871.13769999 5046265.76590000, 288866.91459999 5046272.10050000, 288774.64639999 5046405.75050000, 288753.95059999 5046436.62410000, 288680.06959999 5046543.61850000, 288653.43869999 5046582.18560000, 288626.80759999 5046620.75270000, 288614.29729999 5046612.04900000, 288602.10699999 5046603.56800000, 288583.34159999 5046590.51250000, 288542.73249999 5046562.13800000, 288517.71209999 5046544.73080000, 288500.16519999 5046532.52300000, 288503.48059999 5046525.31460000, 288509.57269999 5046512.46650000, 288515.69359999 5046500.02320000, 288519.16919999 5046493.14310000, 288527.79279999 5046476.63440000, 288541.04489999 5046452.65220000, 288541.21519999 5046452.35180000, 288541.25689999 5046452.28060000, 288551.85709999 5046434.17830000, 288560.17109999 5046420.57410000, 288570.40079999 5046404.48580000, 288576.61919999 5046394.91220000, 288615.63649999 5046334.84270000, 288632.24919999 5046309.26650000, 288640.55579999 5046296.47760000, 288648.86139999 5046283.69080000, 288682.08649999 5046232.53890000, 288694.43159999 5046213.53270000, 288710.30079999 5046224.55970000, 288719.04069999 5046230.63300000, 288725.52349999 5046235.16850000, 288756.17929999 5046191.36550000, 288749.70509999 5046186.83230000, 288723.61759999 5046168.59910000))"
Terrain structurant à transformer,Non,"POLYGON  (( 286263.71079999 5048990.12380000, 286261.82229999 5048988.60020000, 286240.61879999 5049014.40800000, 286096.87479999 5048887.30910000, 286104.62759999 5048877.05960000, 286168.61819999 5048925.08870000, 286225.98629999 5048969.27320000, 286303.06039999 5048867.37600000, 286334.98749999 5048895.89510000, 286263.71079999 5048990.12380000))"
Terrain structurant à transformer,Non,"POLYGON  (( 288186.08509999 5048376.45050000, 288175.05249999 5048390.65590000, 288186.35659999 5048404.22400000, 288190.65809999 5048409.38700000, 288195.18339999 5048414.81880000, 288205.28009999 5048426.83110000, 288216.85569999 5048440.35580000, 288228.55789999 5048453.76860000, 288240.38699999 5048467.06980000, 288252.38849999 5048480.50830000, 288253.11319999 5048481.29700000, 288262.75699999 5048491.70690000, 288273.55129999 5048500.02320000, 288274.70289999 5048500.91040000, 288301.26379999 5048521.37450000, 288325.40859999 5048539.97710000, 288288.20359999 5048588.26680000, 288256.39549999 5048555.67650000, 288239.39829999 5048538.01230000, 288222.62679999 5048520.13380000, 288204.35109999 5048500.02510000, 288181.96879999 5048474.61460000, 288160.03809999 5048448.81320000, 288157.72729999 5048446.03980000, 288144.43259999 5048430.08210000, 288106.48289999 5048384.53160000, 288140.34699999 5048340.92830000, 288186.08509999 5048376.45050000))"
Terrain structurant à transformer,Non,"POLYGON  (( 284315.47329999 5053792.18130000, 284315.20279999 5053792.56320000, 284312.08589999 5053796.96470000, 284311.80279999 5053797.35880000, 284308.66599999 5053801.72500000, 284308.37019999 5053802.13090000, 284305.21389999 5053806.46190000, 284304.90509999 5053806.87970000, 284301.72969999 5053811.17530000, 284301.40779999 5053811.60470000, 284298.21359999 5053815.86490000, 284297.87829999 5053816.30580000, 284294.66559999 5053820.53040000, 284294.31679999 5053820.98270000, 284291.08609999 5053825.17180000, 284290.72369999 5053825.63520000, 284287.47509999 5053829.78880000, 284287.09879999 5053830.26320000, 284283.83279999 5053834.38110000, 284283.44259999 5053834.86630000, 284280.15929999 5053838.94850000, 284279.75489999 5053839.44440000, 284276.45499999 5053843.49090000, 284276.03629999 5053843.99730000, 284272.71979999 5053848.00800000, 284272.28659999 5053848.52470000, 284268.95409999 5053852.49960000, 284268.50629999 5053853.02640000, 284265.15789999 5053856.96550000, 284264.69529999 5053857.50230000, 284261.33139999 5053861.40550000, 284260.85389999 5053861.95200000, 284257.47489999 5053865.81950000, 284256.98239999 5053866.37560000, 284253.58849999 5053870.20710000, 284253.08059999 5053870.77270000, 284249.67229999 5053874.56820000, 284249.14909999 5053875.14300000, 284245.72659999 5053878.90260000, 284245.18779999 5053879.48640000, 284241.75159999 5053883.21010000, 284241.19709999 5053883.80280000, 284237.74729999 5053887.49050000, 284237.17699999 5053888.09190000, 284233.71409999 5053891.74360000, 284233.12779999 5053892.35350000, 284229.65209999 5053895.96910000, 284229.04959999 5053896.58740000, 284225.56149999 5053900.16700000, 284224.94269999 5053900.79340000, 284221.44239999 5053904.33700000, 284220.80719999 5053904.97130000, 284217.29509999 5053908.47890000, 284216.64329999 5053909.12100000, 284213.11969999 5053912.59250000, 284212.45129999 5053913.24210000, 284208.91649999 5053916.67770000, 284208.23129999 5053917.33460000, 284204.68559999 5053920.73420000, 284203.98349999 5053921.39830000, 284200.42729999 5053924.76180000, 284199.70809999 5053925.43290000, 284196.14169999 5053928.76050000, 284195.40529999 5053929.43830000, 284191.82899999 5053932.72990000, 284191.07519999 5053933.41430000, 284187.48939999 5053936.66990000, 284186.71829999 5053937.36050000, 284183.12319999 5053940.58040000, 284182.33449999 5053941.27720000, 284178.73049999 5053944.46110000, 284177.92409999 5053945.16380000, 284174.31149999 5053948.31180000, 284173.48739999 5053949.02020000, 284169.86649999 5053952.13250000, 284169.02449999 5053952.84630000, 284165.39559999 5053955.92280000, 284164.53549999 5053956.64200000, 284160.89909999 5053959.68270000, 284160.06109999 5053964.33070000, 284158.69169999 5053965.45070000, 284157.41669999 5053966.49350000, 284155.64979999 5053967.93860000, 284154.12639999 5053969.16780000, 284152.85179999 5053970.19620000, 284151.21469999 5053971.51720000, 284149.53569999 5053972.85380000, 284148.26189999 5053973.86780000, 284146.75609999 5053975.06650000, 284144.91999999 5053976.50840000, 284143.64719999 5053977.50790000, 284142.27409999 5053978.58620000, 284140.27949999 5053980.13140000, 284139.00759999 5053981.11670000, 284137.76899999 5053982.07620000, 284135.61449999 5053983.72260000, 284134.34369999 5053984.69370000, 284133.24089999 5053985.53640000, 284130.92499999 5053987.28200000, 284129.65539999 5053988.23900000, 284128.69009999 5053988.96660000, 284126.21149999 5053990.80930000, 284124.94319999 5053991.75220000, 284124.11669999 5053992.36660000, 284121.47389999 5053994.30440000, 284120.23189999 5053995.21510000, 284120.20709999 5053995.23330000, 284119.52089999 5053995.73640000, 284119.03779999 5053996.08730000, 284118.69349999 5053996.33740000, 284116.71699999 5053997.77310000, 284116.55679999 5053997.88940000, 284115.13549999 5053998.90900000, 284114.65449999 5053999.25410000, 284113.58009999 5054000.02490000, 284112.71709999 5054000.64100000, 284112.69279999 5054000.65840000, 284111.93129999 5054001.20200000, 284110.54609999 5054002.19080000, 284108.83109999 5054003.40010000, 284108.56629999 5054003.58680000, 284107.49959999 5054004.33900000, 284107.12419999 5054004.60100000, 284106.30749999 5054005.17100000, 284106.25139999 5054005.21020000, 284102.88439999 5054007.56040000, 284102.29389999 5054007.96690000, 284101.47399999 5054008.53130000, 284101.42159999 5054008.56740000, 284098.24839999 5054010.75170000, 284097.44099999 5054011.29980000, 284096.61779999 5054011.85860000, 284096.56899999 5054011.89170000, 284093.59169999 5054013.91280000, 284092.56549999 5054014.59970000, 284091.73899999 5054015.15290000, 284091.69409999 5054015.18300000, 284088.91459999 5054017.04340000, 284087.66759999 5054017.86640000, 284086.83799999 5054018.41390000, 284086.79689999 5054018.44100000, 284084.21709999 5054020.14360000, 284082.74769999 5054021.09970000, 284081.91489999 5054021.64160000, 284081.87779999 5054021.66580000, 284079.49959999 5054023.21320000, 284077.80579999 5054024.29960000, 284076.96989999 5054024.83580000, 284076.93679999 5054024.85700000, 284074.76219999 5054026.25190000, 284072.84239999 5054027.46580000, 284072.00339999 5054027.99630000, 284071.97429999 5054028.01470000, 284070.00509999 5054029.25980000, 284067.85769999 5054030.59810000, 284067.01559999 5054031.12300000, 284066.99039999 5054031.13870000, 284065.22859999 5054032.23670000, 284062.85179999 5054033.69660000, 284062.00659999 5054034.21570000, 284060.43279999 5054035.18240000, 284057.82489999 5054036.76090000, 284056.97679999 5054037.27430000, 284055.61789999 5054038.09680000, 284052.77709999 5054039.79110000, 284051.92609999 5054040.29870000, 284050.78409999 5054040.97980000, 284047.70899999 5054042.78690000, 284046.85509999 5054043.28870000, 284045.93169999 5054043.83130000, 284042.62059999 5054045.74820000, 284041.76399999 5054046.24410000, 284041.06079999 5054046.65120000, 284037.51209999 5054048.67490000, 284036.65279999 5054049.16500000, 284036.17169999 5054049.43930000, 284022.41809999 5054043.41330000, 284000.02319999 5054033.60110000, 283961.79969999 5054016.85370000, 283978.78249999 5054010.08350000, 283984.25009999 5054000.61350000, 283984.60499999 5054000.02300000, 283985.14249999 5053999.13030000, 283985.20779999 5053999.02780000, 283985.70319999 5053998.25200000, 283986.37209999 5053997.24000000, 283986.46899999 5053997.09360000, 283987.18639999 5053996.07040000, 283987.26639999 5053995.95660000, 283988.03349999 5053994.92440000, 283988.09479999 5053994.84200000, 283988.17629999 5053994.73870000, 283988.36759999 5053994.49620000, 283988.78129999 5053993.97180000, 283988.87669999 5053993.85100000, 283989.38569999 5053993.20590000, 283989.50629999 5053993.06450000, 283989.83529999 5053992.67860000, 283990.12219999 5053992.34220000, 283990.21369999 5053992.23500000, 283990.28669999 5053992.14930000, 283990.73799999 5053991.62000000, 283990.96499999 5053991.37030000, 283991.67269999 5053990.59190000, 283991.97089999 5053990.27990000, 283992.63299999 5053989.58780000, 283993.00579999 5053989.21710000, 283993.61849999 5053988.60840000, 283994.06899999 5053988.18260000, 283994.62859999 5053987.65420000, 283995.15979999 5053987.17720000, 283995.66249999 5053986.72600000, 283996.27719999 5053986.20140000, 283996.71959999 5053985.82430000, 283997.42049999 5053985.25630000, 283997.79919999 5053984.94970000, 283998.58889999 5053984.34240000, 283998.90069999 5053984.10280000, 283999.78159999 5053983.46020000, 284000.02319999 5053983.28400000, 284000.63769999 5053982.85670000, 284001.03549999 5053982.58020000, 284001.86669999 5053982.02960000, 284002.06339999 5053981.89950000, 284003.10639999 5053981.24200000, 284004.16399999 5053980.60860000, 284004.39109999 5053980.47930000, 284005.23559999 5053979.99900000, 284026.13769999 5053968.42340000, 284038.27359999 5053956.83780000, 284186.99159999 5053814.86280000, 284265.53969999 5053739.87620000, 284315.47329999 5053792.18130000))"
Terrain structurant à transformer,Non,"POLYGON  (( 293246.90669999 5051502.44270000, 293247.04659999 5051502.26200000, 293248.78029999 5051500.02320000, 293278.39559999 5051461.78010000, 293297.98879999 5051436.47900000, 293313.77869999 5051438.13470000, 293314.72979999 5051439.60650000, 293330.95839999 5051464.72110000, 293333.79519999 5051470.71600000, 293341.32379999 5051486.62620000, 293346.27479999 5051500.02320000, 293351.96049999 5051515.40870000, 293354.97569999 5051522.42590000, 293366.48199999 5051549.20380000, 293345.36589999 5051576.24600000, 293331.29809999 5051594.26180000, 293318.67269999 5051580.47520000, 293308.06689999 5051568.89410000, 293305.87889999 5051566.50490000, 293293.25349999 5051552.71840000, 293278.77129999 5051536.90440000, 293277.40559999 5051535.41300000, 293277.39999999 5051535.42130000, 293246.90669999 5051502.44270000))"
Terrain structurant à transformer,Non,"POLYGON  (( 289124.73419999 5048876.68490000, 289078.73219999 5048938.29640000, 289046.89049999 5048888.07460000, 289038.53769999 5048898.98520000, 289001.04219999 5048867.00820000, 289001.04549999 5048867.00410000, 289048.10469999 5048809.09580000, 289048.18949999 5048809.25670000, 289066.48679999 5048825.37470000, 289076.78619999 5048834.44750000, 289095.09629999 5048850.57680000, 289104.25139999 5048858.64150000, 289113.40649999 5048866.70620000, 289124.73419999 5048876.68490000))"
