id_entente,date_signature_sys,nom_entente,arrondissement,adr_emplacement,lot,superf_resid_ajout,nb_log_ajout,contrib_social_fin,mnt_contrib_social_fin,contrib_social_tss,superf_resid_social_tss,prix_achat_tss,contrib_social_ths,superf_resid_social_prevu_ths,prix_achat_ths,contrib_social_cem,contrib_abord_fin,mnt_contrib_abord_fin,real_log_abord_ss,superf_tot_ss_entente,real_log_abord_hs,superf_tot_hs_entente,nb_log_famil_scdp
"1000374","2022-08-22","Le Blooming","Le Sud-Ouest",,"6537756",2086,25,"Oui",55354,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000444","2023-05-11","NORIA - 305, Marcel-Laurin et 308 Crevier","Saint-Laurent",,"6424290,6424289,6424288",19480,235,"Oui",695533,"Non",,,"Non",,,"Non","Oui",308888,"Non",,"Non",,24
"1000239","2023-02-07",,"Le Sud-Ouest","6848, avenue Irwin, H4E2S9","2603547",667,3,"Oui",7417,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000110","2021-12-23","Villanova","Lachine",,"1705936",3016,14,"Oui",65098,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000451","2023-05-24","Le Nid Côte-Vertu - 1620, Côte-Vertu","Saint-Laurent","1620, boulevard Côte-Vertu, H4L2A2","2784888",4621,55,"Oui",121320,"Non",,,"Non",,,"Non","Oui",2495,"Non",,"Non",,6
"1000109","2021-12-24","1020, avenue Laurier","Outremont","1020, avenue Laurier Ouest, H2V2K8","6448595,6448594",620,6,"Oui",8330,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000171","2022-04-19","2804 et 2812 Ontario Est","Ville-Marie","2820, rue Ontario Est, H2K1X3","6542314",16461,216,"Oui",724861,"Non",,,"Non",,,"Non","Oui",262544,"Non",,"Non",,22
"1000382","2023-01-27","903-905, rue Roy","Saint-Laurent",,"4298073",515,2,"Oui",1648,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000486","2023-08-20","IBSG 573 Mtée Église","L'Île-Bizard - Sainte-Geneviève",,"1111820",1347,6,"Oui",22748,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000012","2021-12-20","Esplanade Cartier","Ville-Marie",,"1424668",72427,1104,"Non",,"Oui",14485,4157309.8,"Non",,,"Non","Oui",1419674.3,"Non",,"Non",,110
"1000192","2022-10-04","Décarie/Vézina","Côte-des-Neiges - Notre-Dame-de-Grâce",,"6533043,6533041,6533042,6533046,6533047,6533048,6533045,6533044",1428,20,"Oui",31834,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000201","2022-08-17","Projet intégré rue Pilon","Pierrefonds - Roxboro",,"6617423,6617360,6617361,6617362,6617363,6617364,6617365,6617366,6617367,6617368,6617369,6617370,6617371,6617372,6617373,6617374,6617375,6617376,6617377,6617378,6617379,6617380,6617381,6617382,6617383,6617384,6617385,6617386,6617387,6617388,6617389,6617390,6617391,6617392,6617393,6617394,6617395,6617396,6617397,6617398,6617399,6617400,6617401,6617402,6617403,6617404,6617405,6617406,6617407,6617408,6617409,6617410,6617411,6617412,6617413,6617414,6617415,6617416,6617417,6617418,6617419,6617420,6617421,6617422",1322,12,"Oui",21059,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000521","2023-12-19","Flora","Lachine",,"1390187",19855,181,"Oui",712071,"Non",,,"Non",,,"Non","Oui",316620,"Non",,"Non",,18
"1000047","2021-08-18","4051 St-Denis","Le Plateau-Mont-Royal","4051, rue Saint-Denis, H2W2M7","6453508,6453507",608,8,"Oui",7742,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000369","2022-12-13","2693 boul. Pie-IX","Mercier - Hochelaga-Maisonneuve","2693, boulevard Pie-IX, H1V2E8","2603483",1602,22,"Oui",37498,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000283","2022-10-31","12441-12443-12445, 70e avenue","Rivière-des-Prairies - Pointe-aux-Trembles",,"1350949",488,3,"Oui",918,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000095","2021-11-26","9631-9641, boul. Perras","Rivière-des-Prairies - Pointe-aux-Trembles",,"6586092,6586093",1814,14,"Oui",31442,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000096","2021-11-16","84-88 Deslauriers","Pierrefonds - Roxboro",,"4680363,4680364,4680362,4680361,4680360,4680359",536,3,"Oui",1978,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000500","2024-06-06","5270 De Bellechasse","Rosemont - La Petite-Patrie","5270, rue Bellechasse, H1T2A9","3879830",2272,27,"Oui",69220,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000105","2022-04-06","Le 5100 Beaubien Est","Rosemont - La Petite-Patrie",,"6364289",829,10,"Oui",12336,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000278","2022-08-22","3525, rue Jean-Gascon","Saint-Laurent","3265, rue Jean-Gascon, H4R3B5","2648717,2651727,2651728,2652421",470,1,"Oui",651,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000050","2021-10-07","1829 et 1835 rue Bélanger","Villeray - Saint-Michel - Parc-Extension","1829, rue Bélanger, H2G1B3","2133220",860,10,"Oui",16810,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000051","2021-10-21","7397 Blv Saint-Laurent","Villeray - Saint-Michel - Parc-Extension","7397, boulevard Saint-Laurent, H2R1W7","3795095",598,6,"Oui",6068,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000101","2021-11-22","5068-5072 Lalande","Pierrefonds - Roxboro",,"1243178",476,2,"Oui",598,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000164","2022-08-19","Le Must","Lachine",,"6519580,6519579",12233,128,"Oui",359701,"Non",,,"Non",,,"Non","Oui",151876,"Non",,"Non",,13
"1000203","2022-08-09","Lomboi","Rosemont - La Petite-Patrie",,"6519936,6519935",1786,17,"Oui",43487,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000099","2023-04-03","Condos Gaia","LaSalle",,"6561236,6561237",5931,56,"Oui",161760,"Non",,,"Non",,,"Non","Oui",29507,"Non",,"Non",,6
"1000102","2021-12-10","Projet Copper","Verdun",,"1423860,1423859,1423792,1423791",901,8,"Oui",13981,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000531","2023-12-19",,"Lachine","190, avenue 20e, H8S3S9","1995592",3331,45,"Oui",81498,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000573","2024-07-30","1226 Van Horne","Outremont","1222, avenue Van Horne, H2V1K3","3672333,3672334",2022,37,"Oui",92507,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000330","2022-10-21",,"Le Plateau-Mont-Royal",,"2650110",1280,12,"Oui",35732,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000454","2023-11-29",,"Ville-Marie","339, rue Saint-Paul Est, H2Y1H3","1703899",2777,46,"Oui",167531,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000501","2023-11-15","5915, Avenue Papineau","Rosemont - La Petite-Patrie",,"1173208",2160,30,"Oui",61227,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000422","2023-02-20","10033 Belleville","Montréal-Nord",,"1388181",546,4,"Oui",2435,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000528","2023-12-14","7030 boul. Saint-Michel","Villeray - Saint-Michel - Parc-Extension","7030, boulevard Saint-Michel, H2A2Z4","6443418",6060,113,"Oui",224637,"Non",,,"Non",,,"Non","Oui",35958,"Non",,"Non",,11
"1000509","2023-12-04","STLo Fleury ","Ahuntsic - Cartierville","10285, boulevard Saint-Laurent, H3L2N5","3881637,3881635",3460,38,"Oui",115697,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000098","2022-11-01","11704 -11712, De la Gauchetière","Rivière-des-Prairies - Pointe-aux-Trembles","11706, rue De La Gauchetière, H1B2J3","1351127",677,6,"Oui",5482,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000506","2023-12-19","5070 Paré","Côte-des-Neiges - Notre-Dame-de-Grâce",,"1705923",13021,159,"Oui",556363,"Non",,,"Non",,,"Non","Oui",196409,"Non",,"Non",,16
"1000529","2023-12-18",,"Ahuntsic - Cartierville",,"6478741",2322,22,"Oui",50350,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000320","2022-09-22","2725, rue Jasmin","Saint-Laurent",,"2375836",510,2,"Oui",1449,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000441","2023-09-08","1434, rue Crescent","Ville-Marie",,"1444052",531,1,"Oui",5269,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000129","2022-07-14","8803 Hochelaga","Mercier - Hochelaga-Maisonneuve",,"6442960",534,8,"Oui",2029,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000467","2023-11-28","Projet résidentiel Fullum","Ville-Marie",,"2333032",22708,312,"Oui",1134731,"Non",,,"Non",,,"Non","Oui",419694,"Non",,"Non",,31
"1000504","2024-01-26","Gardenia","Lachine",,"6544723,6544724,6544720,6544721,6544722",39258,446,"Oui",1762694,"Non",,,"Non",,,"Non","Oui",752511,"Non",,"Non",,45
"1000103","2021-11-30","930,936 et 944 Charlevoix","Le Sud-Ouest",,"1581175",1711,18,"Oui",39091,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000319","2022-09-20","Somerluxe","Côte-des-Neiges - Notre-Dame-de-Grâce",,"3946080,3946079",1513,10,"Oui",45762,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000541","2024-02-08","632, 1er Avenue","Lachine",,"4141231,4141232",662,7,"Oui",5646,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000053","2021-12-15","8315 -19  Saint-Dominique","Villeray - Saint-Michel - Parc-Extension",,"6498999,6499001,6499000,4711856",1251,9,"Oui",32841,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000511","2023-11-16","3377 Rosemont","Rosemont - La Petite-Patrie","3377, boulevard Rosemont, H1X1K4","1193838",547,13,"Oui",3315,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000115","2022-07-21","129BEAUMONT","Rosemont - La Petite-Patrie","129, avenue Beaumont, H2S1J2","4589279",474,2,"Oui",1033,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000049","2021-09-16","9579-9579A, Maurice-Duplessis","Rivière-des-Prairies - Pointe-aux-Trembles",,"6558550,6558551",508,2,"Oui",1334,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000447","2024-02-01","7300 Saint-Jacques ","Côte-des-Neiges - Notre-Dame-de-Grâce","7300, rue Saint-Jacques, H4B1W1","6536640,6536638,6536639,6536642,6536641,6536637",16629,207,"Oui",598276,"Non",,,"Non",,,"Non","Oui",262593,"Non",,"Non",,21
"1000462","2023-06-14",,"Ahuntsic - Cartierville","12092, rue Cousineau, H4K1P5","6497634,6497633",505,4,"Oui",1395,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000325","2022-11-03","3069 Cherrier","L'Île-Bizard - Sainte-Geneviève",,"3635907",647,1,"Oui",4758,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000116","2022-03-18","2750 avenue Van Horne","Côte-des-Neiges - Notre-Dame-de-Grâce","2750, avenue Van Horne, H3S1P9","6602336,6602337,6602335,6602334",730,4,"Oui",9114,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000011","2023-05-15","9300 Meilleur","Ahuntsic - Cartierville",,"1002137",72787,1115,"Non",,"Non",,,"Non",,,"Oui","Oui",698862.66,"Non",,"Non",,112
"1000107","2021-12-15","4360-4370, Grand Boulevard","Côte-des-Neiges - Notre-Dame-de-Grâce",,"6449370,6382456,6382455,6382454,6449371,6382448,6382465,6382464,6382463,6382462,6382461,6382460,6382459,6382458,6382449,6382450,6382452,6382453,6382451,6382457",1383,16,"Oui",38253,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000127","2022-03-03","7995, avenue Shelley","Villeray - Saint-Michel - Parc-Extension","7995, avenue Shelley, H1Z3H5","1449386,1449385",746,12,"Oui",7148,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000094","2022-02-25","Immeuble résidentiel -  9ieme Avenue - LaSalle","LaSalle",,"1885233,1885234",474,4,"Oui",580,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000542","2024-01-12",,"Anjou",,"1247207",516,6,"Oui",1758,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000513","2023-12-12","8850, boulevard Saint-Michel","Villeray - Saint-Michel - Parc-Extension","8850, boulevard Saint-Michel, H1Z3G2","1360256",1866,24,"Oui",36273,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000519","2023-12-13",,"Ville-Marie","2162, boulevard De Maisonneuve Est, H2K2E1","6443237,6443238",3220,45,"Oui",105641,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000538","2023-12-22","Place Vanier","Ahuntsic - Cartierville","6170, rue Vanier, H4K1A5","6519817,6519819,6519818",2530,34,"Oui",56771,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000170","2022-04-07","BÂTIMENT MULTIFAMILIAL DE 7 UNITÉS (Le terry)","Pierrefonds - Roxboro",,"6455784",1404,7,"Oui",23039,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000193","2022-07-12",,"Rosemont - La Petite-Patrie",,"4589503",5300,62,"Oui",245543,"Non",,,"Non",,,"Non","Oui",19464,"Non",,"Non",,6
"1000104","2022-03-14","Habitations du Marché","Rosemont - La Petite-Patrie","90, rue Jean-Talon Est, H2R1S5","1079586",1220,14,"Oui",33149,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000431","2023-03-20","46 9e rue","Pierrefonds - Roxboro","48, rue 9e, H8Y1J5","6543202,6543203",629,2,"Oui",4539,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000048","2021-10-05","16081-16083, Delphis-Delorme","Rivière-des-Prairies - Pointe-aux-Trembles","16081, rue Delphis-Delorme, H1A1R4","5251668,5251669",530,2,"Oui",1840,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000168","2022-06-14","6255 Somerled ","Côte-des-Neiges - Notre-Dame-de-Grâce",,"3792352",3616,46,"Oui",116401,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000097","2021-12-16","Habitations 440.80 Querbes","Outremont","440, avenue Querbes, H2V3W5","1435267",14104,78,"Oui",911098,"Non",,,"Non",,,"Non","Oui",911098,"Non",,"Non",,8
"1000448","2024-02-20","785-793, 8e avenue","Rivière-des-Prairies - Pointe-aux-Trembles","795, avenue 8e, H1B4G7","3360853",604,4,"Oui",4101,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000419","2023-05-05","Laurier 21","Rivière-des-Prairies - Pointe-aux-Trembles",,"6390974",8708,96,"Oui",247486,"Non",,,"Non",,,"Non","Oui",86769,"Non",,"Non",,0
"1000364","2022-10-26","Viel","Ahuntsic - Cartierville",,"1574044",644,3,"Oui",6315,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000331","2022-10-31",,"Ville-Marie",,"4141550",622,6,"Oui",7405,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000536","2023-12-21",,"Côte-des-Neiges - Notre-Dame-de-Grâce","5005, rue Buchan, H4P1S4","1843670",14767,185,"Oui",660320,"Non",,,"Non",,,"Non","Oui",236654,"Non",,"Non",,19
"1000008","2021-06-18","1142 Notre-Dame","Lachine","1142, rue Notre-Dame, H8S2C4","6596827,6596820,6596826,6596819,6596818,6596823,6596822,6596824,6596828,6596821,6596825",511,6,"Oui",1403,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000281","2022-09-12",,"Le Plateau-Mont-Royal","2525, rue Rachel Est, H2H1S2","3852762",1224,16,"Oui",33321,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000195","2022-06-29","La Shop Papineau","Rosemont - La Petite-Patrie",,"1368189",1279,16,"Oui",26984,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000544","2024-02-06","5681 Monk - 6 logements / 3 étages","Le Sud-Ouest",,"6576907,6576908,6576909,6576911,6576912,6576913",475,6,"Oui",897,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000548","2022-06-23","Triplex 5278 NDO","Le Sud-Ouest",,"1425000",457,3,"Oui",228,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000196","2022-06-21","résidence Tiritidis","Ahuntsic - Cartierville",,"6479623,6479625,6479624",540,1,"Oui",2174,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000316","2022-09-14","Résidence Jasmin et Cacciopo","Ahuntsic - Cartierville",,"6359258",982,1,"Oui",12848,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000061","2022-07-19","11616-11626, Prince-Albert","Rivière-des-Prairies - Pointe-aux-Trembles",,"2295496,1845623",733,6,"Oui",6834,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000520","2023-12-20",,"Ville-Marie","2250, rue Sherbrooke Est, H2K1E3","4728035",2613,36,"Oui",80208,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000537","2023-12-28","Lajeunesse sur le parc","Ahuntsic - Cartierville","10490, rue Lajeunesse, H3L2E5","6434208",2197,25,"Oui",62777,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000383","2023-02-07","Le Medici","Côte-des-Neiges - Notre-Dame-de-Grâce",,"3458328",4792,60,"Oui",171508,"Non",,,"Non",,,"Non","Oui",6731,"Non",,"Non",,6
"1000060","2021-10-26","5025, chemin Côte-Sainte","Côte-des-Neiges - Notre-Dame-de-Grâce","5025, chemin Côte-Sainte-Catherine, H3W1M5","5714759,1566981",1071,18,"Oui",19251,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000527","2023-12-14","Andritz | 300, Sherbrooke, LACHINE","Lachine",,"1867917",7450,115,"Oui",208652,"Non",,,"Non",,,"Non","Oui",60829,"Non",,"Non",,12
"1000496","2023-10-23","10468, Audoin","Montréal-Nord","10468, avenue Audoin, H1H5E4","6527803",884,6,"Oui",11006,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000178","2022-05-05","1057 rue Saraguay Est","Pierrefonds - Roxboro",,"1588348",605,1,"Oui",3743,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000523","2023-12-21","3003203120","Le Sud-Ouest","01117, rue Charlevoix, H3K2Z4","1851390",458,8,"Oui",273,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000515","2023-11-27","Jager House","Ahuntsic - Cartierville",,"1574044",576,1,"Oui",4307,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000329","2023-07-25","Projet V3","Ville-Marie",,"2606886",11576,167,"Oui",639112,"Non",,,"Non",,,"Non","Oui",180792,"Non",,"Non",,17
"1000177","2022-08-11","Oakwood II","Outremont","1110, avenue Van Horne, H2V1J8","1885662",1700,15,"Oui",64313,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000458","2023-09-15","669, George-V, LACHINE","Lachine","669, avenue George-V, H8S2R9","6424305,6416729,6416728",812,6,"Oui",9180,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000321","2022-09-22","2350 Saint-Patrick","Le Sud-Ouest",,"1929503",11377,139,"Non",,"Oui",5791,3834069,"Non",,,"Non","Oui",0,"Non",,"Non",,14
"1000423","2023-08-25","13764-13768, Cherrier","Rivière-des-Prairies - Pointe-aux-Trembles",,"3362830",475,2,"Oui",634,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000014","2021-07-13","3003039079","Ahuntsic - Cartierville",,"6544971",2205,39,"Oui",42390,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000561","2024-04-12","Galaxie","Le Plateau-Mont-Royal","4801, rue Saint-Denis, H2J2L7","3454782",2323,29,"Oui",114113,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000054","2021-10-12","15 Guizot Est","Villeray - Saint-Michel - Parc-Extension",,"6486633",572,7,"Oui",5002,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000370","2022-11-21",,"Rosemont - La Petite-Patrie","6775, rue Saint-Hubert, H2S2M7","2332779",1511,18,"Oui",34536,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000428","2023-04-05","96-104 Napoléon","Le Plateau-Mont-Royal",,"6361964,6531152",635,5,"Oui",12034,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000128","2022-04-07","Le Béatrice","Rosemont - La Petite-Patrie",,"6306206",583,4,"Oui",5726,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000559","2024-03-25","4845, Chemin De La Côte-Saint-Luc","Côte-des-Neiges - Notre-Dame-de-Grâce","4845, chemin Côte-Saint-Luc, H3W2H4","6378483",9545,113,"Oui",527641,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,11
"1000186","2023-03-13","19178 rue du Trotteur","Pierrefonds - Roxboro",,"5901662",637,1,"Oui",4742,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
"1000470","2023-08-24",,"Rosemont - La Petite-Patrie",,"1388154",754,6,"Oui",10391,"Non",,,"Non",,,"Non","Oui",0,"Non",,"Non",,0
