"Code de la
municipalité";Nom de la municipalité;"Type de
municipalité";"Code
de la
MRC";Nom de la MRC;"Code de la
région
administrative";"Nom de la région
administrative";"Code de
l'arrondissement";Nom de l'arrondissement;Nom du district électoral;"Identifiant
du poste";"Code
du
type
de
poste";Type de poste;Nom;Prénom;Sexe;Sortant;"Nom du parti ou de
l'équipe";"Nombre
d'électeurs";"Nombre
de votes
reçus
par le
candidat";"Nombre
de
votes
rejetés";"Statut du
candidat" 
30045;Nantes;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Bouffard;Lynda;F;"Sortant
(même
poste)"; ;234;0;.;"Élu sans
opposition"
30050;Sainte-Cécile-de-Whitton;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Dumas;Pierre;M;"Sortant
(autre
poste)"; ;711;208;4;Élu
30050;Sainte-Cécile-de-Whitton;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Dupuis;Danny;M;"Nouveau
candidat"; ;711;142;4;Non élu
30050;Sainte-Cécile-de-Whitton;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Boulet;Jean-François;M;"Sortant
(même
poste)"; ;711;0;.;"Élu sans
opposition"
30050;Sainte-Cécile-de-Whitton;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;Lapierre;Jean-Guy;M;"Sortant
(même
poste)"; ;711;0;.;"Élu sans
opposition"
30050;Sainte-Cécile-de-Whitton;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Bernier;Jean-Philippe;M;"Sortant
(autre
poste)"; ;711;0;.;"Élu sans
opposition"
30050;Sainte-Cécile-de-Whitton;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;Gosselin;Réal;M;"Sortant
(même
poste)"; ;711;0;.;"Élu sans
opposition"
30050;Sainte-Cécile-de-Whitton;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Boulanger;François;M;"Sortant
(même
poste)"; ;711;0;.;"Élu sans
opposition"
30050;Sainte-Cécile-de-Whitton;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Rodrigue;Yvan;M;"Nouveau
candidat"; ;711;0;.;"Élu sans
opposition"
30055;Audet;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Provencher;Danièle;F;"Sortant
(autre
poste)"; ;540;137;5;Élu
30055;Audet;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Leduc;Jean-Marc;M;"Sortant
(autre
poste)"; ;540;107;5;Non élu
30055;Audet;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Bélanger;Marthe;F;"Nouveau
candidat"; ;540;0;.;"Élu sans
opposition"
30055;Audet;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;Quirion;Benoit;M;"Sortant
(même
poste)"; ;540;0;.;"Élu sans
opposition"
30055;Audet;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Fortin;Germain;M;"Sortant
(même
poste)"; ;540;0;.;"Élu sans
opposition"
30055;Audet;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;Béliveau;André;M;"Sortant
(même
poste)"; ;540;0;.;"Élu sans
opposition"
30055;Audet;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Leblanc;Stéphanie;F;"Nouveau
candidat"; ;540;0;.;"Élu sans
opposition"
30055;Audet;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Coutu;Daniel;M;"Nouveau
candidat"; ;540;0;.;"Élu sans
opposition"
30070;Saint-Robert-Bellarmin;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Lachance;Jeannot;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30070;Saint-Robert-Bellarmin;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Gagné;Gilbert;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30070;Saint-Robert-Bellarmin;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;Jolin;Robert;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30070;Saint-Robert-Bellarmin;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Gagné;Daniel;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30070;Saint-Robert-Bellarmin;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;Doyon;Denis;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30070;Saint-Robert-Bellarmin;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Nadeau;Jean-Luc;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30070;Saint-Robert-Bellarmin;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Lachance;Marcellin;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;POULIN;DENIS;M;"Sortant
(autre
poste)"; ;898;268;3;Élu
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;THERRIEN;BERNARD;M;"Sortant
(même
poste)"; ;898;240;3;Non élu
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;DESTRIJKER;FRÉDÉRIC;M;"Nouveau
candidat"; ;898;426;3;Élu
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;RODRIGUE;BERNARD;M;"Sortant
(même
poste)"; ;898;82;3;Non élu
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;DUPLESSIS;CAROLE;F;"Nouveau
candidat"; ;898;0;.;"Élu sans
opposition"
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;MORIN;RENAUD;M;"Nouveau
candidat"; ;898;0;.;Désistement
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;FILLION;SOLANGE;F;"Nouveau
candidat"; ;898;427;3;Élu
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;BOULANGER;JEAN-LUC;M;"Sortant
(même
poste)"; ;898;61;3;Non élu
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;LANDRY;DANIEL;M;"Nouveau
candidat"; ;898;20;3;Non élu
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;PURCELL;GODERIC;M;"Sortant
(même
poste)"; ;898;271;3;Élu
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;GAUVIN;SUZANNE;F;"Nouveau
candidat"; ;898;237;3;Non élu
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;NADEAU;ROGER;M;"Sortant
(même
poste)"; ;898;0;.;"Élu sans
opposition"
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;MAHEUX;GENEVIÈVE;F;"Nouveau
candidat"; ;898;379;5;Élu
30072;Saint-Ludger;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;LACHANCE;THÉRÈSE;F;"Sortant
(même
poste)"; ;898;127;5;Non élu
30080;Lac-Drolet;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Ouellet;Michel;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30080;Lac-Drolet;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Allard;Philippe;M;"Nouveau
candidat"; ;0;.;.;Désistement
30080;Lac-Drolet;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Said Waïs;Issé;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30080;Lac-Drolet;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;Proteau;Jean;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30080;Lac-Drolet;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Cliche;Pascal;M;"Sortant
(autre
poste)"; ;0;.;.;"Élu sans
opposition"
30080;Lac-Drolet;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;Harton;Nathalie;F;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30080;Lac-Drolet;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Dubé;Pierre;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30080;Lac-Drolet;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Boisvert;Alexandra;F;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30085;Saint-Sébastien;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Bisson;France;F;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30085;Saint-Sébastien;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Therrien;Francis;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30085;Saint-Sébastien;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;Bélanger;Véronique;F;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30085;Saint-Sébastien;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Bolduc;Claudia;F;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30085;Saint-Sébastien;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;Blouin;Nicolas;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30085;Saint-Sébastien;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Paradis;Yvan;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30085;Saint-Sébastien;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Jacques;Philippe;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30090;Courcelles;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Bélanger;Francis;M;"Sortant
(même
poste)"; ;676;0;.;"Élu sans
opposition"
30090;Courcelles;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Giroux;Gino;M;"Sortant
(même
poste)"; ;676;0;.;"Élu sans
opposition"
30090;Courcelles;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;Beaudoin;Rémi;M;"Nouveau
candidat"; ;676;207;1;Élu
30090;Courcelles;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;Faucher;Nadia;F;"Nouveau
candidat"; ;676;172;1;Non élu
30090;Courcelles;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Rancourt;Diane;F;"Sortant
(même
poste)"; ;676;0;.;"Élu sans
opposition"
30090;Courcelles;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;St-Pierre;Patrick;M;"Sortant
(même
poste)"; ;676;0;.;"Élu sans
opposition"
30090;Courcelles;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Goulet;Claude;M;"Nouveau
candidat"; ;676;257;5;Élu
30090;Courcelles;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Blondin;Gilles;M;"Nouveau
candidat"; ;676;118;5;Non élu
30090;Courcelles;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Gosselin;Renaud;M;"Sortant
(même
poste)"; ;676;0;.;"Élu sans
opposition"
30095;Lambton;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Breton;Ghislain;M;"Sortant
(même
poste)"; ;1429;0;.;"Élu sans
opposition"
30095;Lambton;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Lemay;Pierre;M;"Sortant
(même
poste)"; ;1429;0;.;"Élu sans
opposition"
30095;Lambton;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;Breton;Fréderic;M;"Nouveau
candidat"; ;1429;0;.;"Élu sans
opposition"
30095;Lambton;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Lachance;Roch;M;"Nouveau
candidat"; ;1429;382;9;Élu
30095;Lambton;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Carmel;Yves;M;"Nouveau
candidat"; ;1429;269;9;Non élu
30095;Lambton;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;Villeneuve;Alain;M;"Nouveau
candidat"; ;1429;0;.;"Élu sans
opposition"
30095;Lambton;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Couture;Pierre;M;"Nouveau
candidat"; ;1429;329;11;Élu
30095;Lambton;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Tanguay;Madeleine;F;"Nouveau
candidat"; ;1429;319;11;Non élu
30095;Lambton;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Lamontagne;Michel;M;"Sortant
(même
poste)"; ;1429;0;.;"Élu sans
opposition"
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Roy;Suzie;F;"Nouveau
candidat"; ;680;281;3;Élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Christian;Isabel;M;"Sortant
(autre
poste)"; ;680;142;3;Non élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Durivage;Suzanne;F;"Nouveau
candidat"; ;680;0;3;Désistement
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Isabel;Gino;M;"Nouveau
candidat"; ;680;206;17;Élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Rodrigue;Rénald;M;"Nouveau
candidat"; ;680;204;17;Non élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;Fillion;Francis;M;"Nouveau
candidat"; ;680;0;.;"Élu sans
opposition"
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Jacques;Gérard;M;"Sortant
(même
poste)"; ;680;313;13;Élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Isabel;Jonathan;M;"Nouveau
candidat"; ;680;101;13;Non élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;Labrecque;Richard;M;"Nouveau
candidat"; ;680;317;12;Élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;Richard;Claude;M;"Sortant
(même
poste)"; ;680;98;12;Non élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Gendron;Gilles;M;"Nouveau
candidat"; ;680;270;13;Élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Baillargeon;Émile;M;"Sortant
(même
poste)"; ;680;143;13;Non élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Hallée;Lucette;F;"Nouveau
candidat"; ;680;321;7;Élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Simoneau-Roy;Sacha;M;"Nouveau
candidat"; ;680;99;7;Non élu
30100;Saint-Romain;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Roy;Suzie;F;"Nouveau
candidat"; ;680;0;7;Désistement
30105;Stornoway;Municipalité;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Brouard;Martine;F;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30105;Stornoway;Municipalité;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Bouchard;Linda;F;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30105;Stornoway;Municipalité;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;Béliveau;Renald;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30105;Stornoway;Municipalité;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Boivin;Richard;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30105;Stornoway;Municipalité;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;Cameron;Réal;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30105;Stornoway;Municipalité;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Boulanger;Réjean;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30105;Stornoway;Municipalité;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Audet;Rachelle;F;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30110;Stratford;Canton;300;Le Granit;5;Estrie;.; ; ;0;MA;Maire;Blanchet;Denyse;F;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30110;Stratford;Canton;300;Le Granit;5;Estrie;.; ; ;1;CV;Conseiller;Thifault;Jean;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30110;Stratford;Canton;300;Le Granit;5;Estrie;.; ; ;2;CV;Conseiller;Therrien;André;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30110;Stratford;Canton;300;Le Granit;5;Estrie;.; ; ;3;CV;Conseiller;Picard;Richard;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30110;Stratford;Canton;300;Le Granit;5;Estrie;.; ; ;4;CV;Conseiller;Lamontagne;Julie;F;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
30110;Stratford;Canton;300;Le Granit;5;Estrie;.; ; ;5;CV;Conseiller;Plante;Jocelyn;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
30110;Stratford;Canton;300;Le Granit;5;Estrie;.; ; ;6;CV;Conseiller;Gareau;Natalie;F;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
31008;Beaulac-Garthby;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;0;MA;Maire;Bergeron;Jean-Sébastien;M;"Sortant
(autre
poste)"; ;1009;0;.;"Élu sans
opposition"
31008;Beaulac-Garthby;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;1;CV;Conseiller;BEAUDOIN;SYLVAIN;M;"Nouveau
candidat"; ;1009;0;.;"Élu sans
opposition"
31008;Beaulac-Garthby;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;2;CV;Conseiller;LEVASSEUR;JEAN-GUY;M;"Sortant
(autre
poste)";;1009;258;5;Élu
31008;Beaulac-Garthby;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;2;CV;Conseiller;BINETTE;JEAN;M;"Nouveau
candidat";;1009;82;5;Non élu
31008;Beaulac-Garthby;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;3;CV;Conseiller;BERNIER;LISE;F;"Nouveau
candidat";;1009;0;.;"Élu sans
opposition"
31008;Beaulac-Garthby;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;4;CV;Conseiller;PINARD;CHRISTINA;F;"Nouveau
candidat";;1009;0;.;"Élu sans
opposition"
31008;Beaulac-Garthby;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;5;CV;Conseiller;JUTRAS;FRANCE;F;"Nouveau
candidat";;1009;0;.;"Élu sans
opposition"
31008;Beaulac-Garthby;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;6;CV;Conseiller;JOLIN;MANON;F;"Nouveau
candidat";;1009;0;.;"Élu sans
opposition"
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;0;MA;Maire;Audet;Charles;M;"Sortant
(autre
poste)";Équipe Charles Audet;1995;489;10;Élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;0;MA;Maire;Gagné;Francyne;F;"Nouveau
candidat";Équipe Francyne Gagné;1995;366;10;Non élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;0;MA;Maire;Landry;Jean-Yves;M;"Nouveau
candidat"; ;1995;320;10;Non élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Gervais;1;CV;Conseiller;Roy;Daniel;M;"Nouveau
candidat";Équipe Charles Audet;415;159;10;Élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Gervais;1;CV;Conseiller;Jean;Lison;F;"Nouveau
candidat";Équipe Francyne Gagné;415;127;10;Non élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Morin;2;CV;Conseiller;Martin;Germain;M;"Sortant
(même
poste)";Équipe Charles Audet;331;79;2;Élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Morin;2;CV;Conseiller;Patry;Johanne;F;"Nouveau
candidat";Équipe Francyne Gagné;331;59;2;Non élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Morin;2;CV;Conseiller;Audit;Rock;M;"Nouveau
candidat"; ;331;51;2;Non élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Laurier;3;CV;Conseiller;Daigle;Alain;M;"Sortant
(même
poste)";Équipe Charles Audet;274;72;3;Élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Laurier;3;CV;Conseiller;Goudreau;Jocelyne;F;"Nouveau
candidat";Équipe Francyne Gagné;274;40;3;Non élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Laurier;3;CV;Conseiller;Lapierre;Raymond;M;"Nouveau
candidat"; ;274;16;3;Non élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Sainte-Luce;4;CV;Conseiller;Matteau;Martial;M;"Nouveau
candidat";Équipe Francyne Gagné;309;94;8;Élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Sainte-Luce;4;CV;Conseiller;Brochu;Alain;M;"Sortant
(même
poste)";Équipe Charles Audet;309;81;8;Non élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Saint-François;5;CV;Conseiller;Jolicoeur;Claude;M;"Nouveau
candidat";Équipe Francyne Gagné;409;137;2;Élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Saint-François;5;CV;Conseiller;Talbot;Jeannot;M;"Nouveau
candidat";Équipe Charles Audet;409;95;2;Non élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Champagnat;6;CV;Conseiller;Marois;Jean-François;M;"Nouveau
candidat";Équipe Francyne Gagné;257;84;2;Élu
31015;Disraeli;Ville;310;Les Appalaches;12;Chaudière-Appalaches;.; ;Champagnat;6;CV;Conseiller;Rousseau;Jacques;M;"Nouveau
candidat"; ;257;66;2;Non élu
31020;Disraeli;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;0;MA;Maire;Patry;Jacynthe;F;"Sortant
(même
poste)";;0;0;.;"Élu sans
opposition"
31020;Disraeli;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;1;CV;Conseiller;Lefebvre;Nancy;F;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
31020;Disraeli;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;2;CV;Conseiller;Perreault;Alain;M;"Nouveau
candidat"; ;0;0;.;"Élu sans
opposition"
31020;Disraeli;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;3;CV;Conseiller;Béliveau;Daniel;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
31020;Disraeli;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;4;CV;Conseiller;Fecteau;Gérard;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
31020;Disraeli;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;5;CV;Conseiller;Fortier;Francois;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
31020;Disraeli;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;6;CV;Conseiller;Bourgault;Michel;M;"Nouveau
candidat"; ;0;0;.;"Élu sans
opposition"
31025;Saint-Jacques-le-Majeur-de-Wolfestown;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;0;MA;Maire;LAPRISE;STEVEN;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
31025;Saint-Jacques-le-Majeur-de-Wolfestown;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;1;CV;Conseiller;Dubois;Jasmin;M;"Nouveau
candidat";;0;.;.;"Élu sans
opposition"
31025;Saint-Jacques-le-Majeur-de-Wolfestown;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;2;CV;Conseiller;Bédard;Jules;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
31025;Saint-Jacques-le-Majeur-de-Wolfestown;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;3;CV;Conseiller;Moisan;Maxime;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
31025;Saint-Jacques-le-Majeur-de-Wolfestown;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;4;CV;Conseiller;Grenier;Marc-André;M;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
31025;Saint-Jacques-le-Majeur-de-Wolfestown;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;5;CV;Conseiller;Laprise;Claude;M;"Nouveau
candidat"; ;0;.;.;"Élu sans
opposition"
31025;Saint-Jacques-le-Majeur-de-Wolfestown;Paroisse;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;6;CV;Conseiller;Belzil;Josy;F;"Sortant
(même
poste)"; ;0;.;.;"Élu sans
opposition"
31030;Saint-Fortunat;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;0;MA;Maire;Fortier;Denis;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
31030;Saint-Fortunat;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;1;CV;Conseiller;Dubé;Rosaire;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
31030;Saint-Fortunat;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;2;CV;Conseiller;Girard;Lyne;F;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
31030;Saint-Fortunat;Municipalité;310;Les Appalaches;12;Chaudière-Appalaches;.; ; ;3;CV;Conseiller;Boilard;François;M;"Sortant
(même
poste)"; ;0;0;.;"Élu sans
opposition"
