ï»¿ID,INTERDICTIONSTATIONNERHIVER,NOMGENERIQUE,TYPESEGMENTRUE,TYPECAMIONNAGE,VITESSE,STATUTSEGMENT,MISEAJOUR,AUTOBUS 
56908,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56910,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
56911,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
56912,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56913,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56914,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56915,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56916,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
56917,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
56918,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56919,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56920,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56921,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56923,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
56924,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56925,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
56926,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
56927,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
56928,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56929,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56930,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56931,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56932,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56933,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56934,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
56935,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
56936,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56937,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56938,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56939,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56940,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56941,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56942,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
56943,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Oui
56944,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
56945,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
56946,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
56947,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
56948,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
56950,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56951,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56952,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56953,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56954,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56955,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56956,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
56957,Non,Boulevard de L'Assomption,ArtÃ¨re,Route interdite,50,Ouvert,2019-08-28,Non
56958,Oui,Rue Labadie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56959,Non,Rue Laberge,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56960,Non,Rue Laberge,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56961,Non,Rue Laberge,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56962,Non,Rue Laberge,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56963,Non,Rue Labrie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56964,Non,Rue Labrie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56965,Non,Rue Louis-Riel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56966,Non,Rue Louis-Riel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56967,Non,Rue Lafond,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56968,Non,Rue Lafond,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56969,Non,Rue Laforest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56970,Non,Rue Laforest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56971,Non,Rue Laforest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56972,Non,Rue Laforest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56974,Non,Rue Laforest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56975,Non,Rue Laforest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56976,Non,Rue Laforest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56977,Non,Rue Laforest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56978,Non,Rue Laforest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56979,Non,Rue Laforest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56980,Non,Rue Laforest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56981,Non,Rue Laforest,Locale,Route interdite,50,Ouvert,2019-08-28,Non
56982,Non,Rue Lajoie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56984,Non,Rue Lalonde,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56985,Non,Rue Lalonde,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56986,Non,Rue Lamy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56987,Non,Rue Lamy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56988,Non,Rue Lamy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56989,Non,Rue Lamy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56990,Non,Rue Lamy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56991,Non,Rue Lamy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56992,Non,Rue Langlois,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56993,Non,Rue Langlois,Locale,Route interdite,30,Ouvert,2022-11-24,Non
56994,Non,Rue Langlois,Locale,Route interdite,30,Ouvert,2019-08-28,Non
56995,Non,Rue Langlois,Locale,Route interdite,30,Ouvert,2019-08-28,Non
56996,Non,Rue Lanoue,Locale,Route interdite,30.5,Ouvert,2019-08-28,Non
56997,Non,Rue Lanoue,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56998,Non,Rue Lanoue,Locale,Route interdite,40,Ouvert,2019-08-28,Non
56999,Non,Rue Lanoue,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57001,Non,Rue Lanoue,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57002,Non,Rue Lanoue,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57003,Oui,Rue Lapierre,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57004,Oui,Rue Lapierre,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57005,Non,Rue Lareault,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57006,Non,Rue Laroche,Locale,Route de transit,40,Ouvert,2019-08-28,Non
57007,Non,Rue Laroche,Locale,Route de transit,40,Ouvert,2019-08-28,Non
57008,Non,Rue Laroche,Locale,Route de transit,40,Ouvert,2019-08-28,Non
57009,Non,Rue Laroche,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57010,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
57011,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57012,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57013,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57014,Non,Boulevard de La Rochelle,ArtÃ¨re,Route de transit,40,Ouvert,2019-08-28,Oui
57015,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
57016,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57017,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
57018,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,30,Ouvert,2019-08-28,Oui
57019,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
57020,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57021,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57022,Non,Boulevard de La Rochelle,ArtÃ¨re,Route de transit,40,Ouvert,2019-08-28,Oui
57023,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57024,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
57025,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Non
57026,Non,Boulevard de La Rochelle,ArtÃ¨re,Route de transit,40,Ouvert,2019-08-28,Oui
57027,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57028,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57029,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57030,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57031,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57032,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57033,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57034,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57035,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57036,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57037,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57038,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57039,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57040,Non,Boulevard de La Rochelle,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
57041,Non,Rue Larose,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57042,Non,Rue LarivÃ©e,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57043,Non,Rue LarivÃ©e,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57045,Non,Rue LarivÃ©e,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57046,Non,Rue LarivÃ©e,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57047,Non,Rue Lasalle,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57048,Non,Rue Lasalle,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57049,Non,Rue Lasalle,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57050,Non,Rue Latour,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57051,Non,Rue Latour,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57052,Non,Rue Latour,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57053,Non,Rue Latour,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57054,Non,Rue Latour,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57055,Oui,Rue de la Traverse,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57056,Oui,Rue de la Traverse,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57057,Oui,Rue de la Traverse,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57058,Oui,Rue de la Traverse,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57059,Non,Boulevard Laurentien,Locale,Route interdite,50,Ouvert,2019-08-28,Non
57060,Non,Boulevard Laurentien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57061,Non,Boulevard Laurentien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57062,Non,Boulevard Laurentien,Locale,Route interdite,30.5,Ouvert,2019-08-28,Non
57063,Non,Boulevard Laurentien,Locale,Route interdite,30.5,Ouvert,2019-08-28,Non
57064,Non,Boulevard Laurentien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57065,Non,Rue Laurier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57066,Non,Rue Laurier,Locale,Route interdite,50,Ouvert,2019-08-28,Non
57067,Non,Rue Laurier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57068,Non,Rue Laurier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57069,Non,Rue Laurier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57070,Non,Rue Lauzon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57071,Non,Rue Lauzon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57072,Non,Rue Lavigne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57073,Non,Rue Lavigne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57074,Non,Rue Lavigne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57075,Non,Rue Lavoisier,Locale,Route de transit,40,Ouvert,2019-08-28,Non
57076,Non,Rue Lavoisier,Locale,Route de transit,40,Ouvert,2019-08-28,Non
57077,Non,Rue Lavoisier,Locale,Route de transit,40,Ouvert,2019-08-28,Non
57078,Non,Rue Lavoisier,Locale,Route de transit,40,Ouvert,2019-08-28,Non
57080,Non,Rue du Cid,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57081,Non,Rue Leroy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57082,Non,Rue Leroy,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57083,Non,Rue de l'Abitibi,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57084,Oui,Rue Lebel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57085,Non,Rue Leber,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57086,Non,Rue Lebrun,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57087,Non,Rue Lebrun,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57088,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57089,Non,Rue Leclerc,Locale,Route de transit,50,Ouvert,2019-08-28,Oui
57090,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57091,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57093,Non,Voie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57095,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57096,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57097,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57098,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57099,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57100,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57101,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57102,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57103,Non,Rue Leclerc,Locale,Route de transit,50,Ouvert,2019-08-28,Oui
57104,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57105,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57106,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57107,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57108,Non,Rue Leclerc,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57109,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57110,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57111,Non,Rue Leclerc,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
57112,Non,Rue Lecourt,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57113,Non,Rue Lecourt,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57114,Non,Rue Lecourt,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57115,Non,Rue Lecourt,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57116,Non,Rue Lecourt,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57117,Non,Rue Lecourt,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57118,Non,Rue Leduc,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57119,Non,Rue Leduc,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57120,Non,Rue LefranÃ§ois,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57121,Non,Rue LefranÃ§ois,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57122,Non,Rue LefranÃ§ois,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57123,Non,Rue LÃ©garÃ©,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57124,Non,Rue LÃ©garÃ©,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57125,Non,Rue LÃ©garÃ©,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57126,Non,Rue Legault,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57127,Non,Rue Legendre,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57128,Non,Rue Legendre,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57129,Non,Rue Legendre,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57130,Non,Rue Legendre,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57131,Non,Rue Lemay,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57132,Non,Rue Lemieux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57133,Non,Rue Lemieux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57134,Non,Rue Lemieux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57135,Non,Rue Lemieux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57136,Non,Rue Lemieux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57137,Non,Rue Lemire,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57138,Non,Rue Lemire,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57139,Non,Rue Lemoyne,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
57140,Non,Rue Lemoyne,Locale,Route interdite,30,Ouvert,2019-08-28,Oui
57141,Non,Rue Lemoyne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57142,Non,Rue Lemoyne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57143,Non,Rue Lemoyne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57144,Non,Rue Lemoyne,Locale,Route interdite,50,Ouvert,2019-08-28,Non
57145,Non,Rue Lemoyne,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
57146,Non,Rue Lemoyne,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
57147,Non,Rue Lenoir,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57149,Non,Rue Lesage,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57150,Non,Rue Lesage,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57151,Non,Rue Lesage,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57152,Non,Rue Lesage,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57153,Non,Rue Letellier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57154,Non,Rue Letellier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57155,Non,Rue LÃ©vesque,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57156,Non,Rue LÃ©vesque,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57157,Non,Rue LÃ©vesque,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57158,Non,Rue LÃ©vesque,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57159,Non,Rue LÃ©vesque,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57160,Non,Rue LÃ©vesque,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57161,Non,Rue LÃ©vesque,Locale,Route interdite,50,Ouvert,2019-08-28,Non
57162,Non,Rue LÃ©vesque,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57163,Non,Rue LÃ©vesque,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57164,Non,Rue de LÃ©vis,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57165,Non,Rue LiÃ©bert,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57166,Non,Rue LiÃ©bert,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57167,Non,Rue LiÃ©bert,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57168,Non,Rue LiÃ©bert,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57169,Non,Rue Longueuil,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57170,Non,Rue Lorange,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57173,Non,Rue Lorange,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57174,Non,Rue Lorange,Locale,Route interdite,30.5,Ouvert,2019-08-28,Non
57175,Non,Rue Lorange,Locale,Route interdite,30,Ouvert,2019-08-28,Non
57176,Non,Rue Lorange,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57177,Non,Rue Lorange,Locale,Route interdite,50,Ouvert,2019-08-28,Non
57178,Non,Rue Lorange,Locale,Route interdite,50,Ouvert,2019-08-28,Non
57180,Non,Rue Lord,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57181,Non,Rue de Lorraine,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57182,Non,Rue de Lorraine,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57183,Non,Rue de Lorraine,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57184,Non,Rue de Lorraine,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57185,Non,Rue Louis-Joseph-Pigeon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57186,Non,Rue Louis-Joseph-Pigeon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57187,Non,Rue de la Louisiane,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57188,Non,Rue de la Louisiane,Locale,Route interdite,50,Ouvert,2019-08-28,Non
57189,Non,Rue de la Louisiane,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57190,Non,Rue de la Louisiane,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57191,Non,Rue de la Louisiane,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57192,Non,Rue Loyola,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57193,Non,Rue Loyola,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57194,Non,Rue Loyola,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57195,Non,Rue Loyola,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57196,Non,Rue de Lucerne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57197,Non,Rue de Lucerne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57198,Non,Rue de Lucerne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57199,Non,Rue de Lucerne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57200,Non,Rue Lucie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57201,Non,Rue Lucie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57202,Non,Rue Lucie,Locale,Route interdite,50,Ouvert,2019-08-28,Non
57203,Non,Rue Lucie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57204,Oui,Rue Maher,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57205,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57206,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57207,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57208,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57209,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57210,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57211,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57212,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57213,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57214,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57215,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57216,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57217,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57218,Non,Rue Maisonneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57219,Non,Rue Malo,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57220,Non,Rue Marceau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57221,Oui,Rue Marcel,Locale,Route interdite,40,Ouvert,2019-08-28,Non
57222,Non,Rue Marchand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
