ï»¿ID,INTERDICTIONSTATIONNERHIVER,NOMGENERIQUE,TYPESEGMENTRUE,TYPECAMIONNAGE,VITESSE,STATUTSEGMENT,MISEAJOUR,AUTOBUS 
59205,Non,Rue Jean-Duceppe,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
59206,Non,Rue Jean-Duceppe,Locale,Route interdite,30,Ouvert,2019-08-28,Oui
59207,Non,Rue Lafortune,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59208,Non,Rue Lafortune,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59209,Non,Rue Lafortune,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59210,Non,Rue Lafortune,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59211,Non,Rue Lafortune,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59212,Non,Rue Lafortune,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59213,Non,Rue Loiseau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59214,Non,Rue Loiseau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59215,Non,Rue Loiseau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59216,Non,Rue Victoria,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59217,Non,Rue Victoria,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59218,Non,Rue Victoria,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59219,Non,Rue Victoria,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59220,Non,Rue Voltaire,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59221,Non,Rue Voltaire,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59222,Non,Rue de Venise,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59223,Non,Rue de Toulouse,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59224,Non,Rue de Toulouse,Locale,Route interdite,30,Ouvert,2019-08-28,Non
59226,Non,Rue de Toulouse,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59227,Non,Rue de Toulouse,Locale,Route interdite,30,Ouvert,2019-08-29,Non
59229,Non,Rue de Toulouse,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59230,Non,Rue de Toulouse,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59231,Non,Rue de Toulouse,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59233,Non,Rue des PrimevÃ¨res,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59237,Non,Rue Perceval,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59238,Non,Rue Perceval,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59239,Non,Rue Perceval,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59240,Non,Rue du Grand-Bourg,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59241,Non,Rue du Grand-Bourg,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59242,Non,Rue du Grand-Bourg,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59243,Non,Rue du Grand-Bourg,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59244,Non,Rue du Grand-Bourg,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59245,Non,Rue Ãmile,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59246,Non,Rue Ãmile,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59247,Non,Rue Ãmile,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59248,Non,Rue HÃ©tu,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59249,Non,Rue HÃ©tu,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59250,Non,Rue Bourque,Locale,Route de transit,50,Ouvert,2019-08-28,Non
59252,Non,Rue de la Couronne,Locale,Route de transit,40,Ouvert,2019-08-28,Non
59253,Non,Rue de la Couronne,Locale,Route de transit,40,Ouvert,2019-08-28,Non
59254,Non,Rue Cardinal,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59255,Non,Rue Champagne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59256,Non,Rue Champagne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59257,Non,Rue Champagne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59258,Non,Rue Jacques-Cousteau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59259,Non,Rue Jacques-Cousteau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59260,Non,Rue Jacques-Cousteau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59261,Non,Rue Jacques-Cousteau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59262,Non,Rue Jacques-Cousteau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59263,Non,Rue Jacques-Cousteau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59264,Non,Rue Jacques-Cousteau,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59265,Non,Rue Jacques-Cousteau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59266,Non,Rue de ChÃ¢teauneuf,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59267,Non,Rue de ChÃ¢teauneuf,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59268,Non,Rue Caruso,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59269,Non,Rue Jules-CÃ©sar,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59270,Non,Rue Jules-CÃ©sar,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59271,Non,Rue Jean-Cabot,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59272,Non,Rue Jean-Cabot,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59273,Non,Rue Laurent,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59274,Non,Rue Laurent,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59275,Non,Rue Corelli,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59276,Non,Rue Corelli,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59277,Non,Rue Corelli,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59278,Oui,Rue De La Fayette,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
59279,Oui,Rue De La Fayette,ArtÃ¨re,Route de transit,40,Ouvert,2019-08-28,Oui
59281,Oui,Rue De La Fayette,ArtÃ¨re,Route de transit,40,Ouvert,2019-08-28,Oui
59282,Oui,Rue De La Fayette,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
59283,Oui,Rue De La Fayette,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
59285,Non,Rue de Blois,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59286,Non,Rue de Chinon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59287,Non,Rue Maria-Callas,Locale,Route interdite,30,Ouvert,2019-08-28,Non
59289,Non,Rue Maria-Callas,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59290,Non,Rue Maria-Callas,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59291,Non,Rue Lancelot,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59292,Non,Rue Conrad-Bariteau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59293,Non,Rue J.-Arthur-Berthiaume,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59294,Non,Rue J.-Arthur-Berthiaume,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59295,Non,Rue J.-Arthur-Berthiaume,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59296,Non,Rue M.-T.-Beauparlant,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59297,Non,Place Forand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59298,Non,Place Forand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59299,Non,Place Forand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59300,Non,Rue Colette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59301,Non,Rue Colette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59302,Non,Rue Colette,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59303,Non,Rue Colette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59304,Non,Rue Colette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59306,Non,Rue Isaac-Christin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59307,Non,Rue Isaac-Christin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59308,Non,Ãle Bourdon,Locale,Route interdite,50,Ouvert,2018-09-17,Non
59309,Non,Rue Robert-Cliche,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59310,Non,Rue Robert-Cliche,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59311,Non,Rue Robert-Cliche,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59312,Non,Rue ThÃ©rÃ¨se-Casgrain,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59313,Non,Place d'Ãvry,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59314,Non,Place d'Ãvry,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59315,Non,Rue Ãmile-Genest,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59316,Non,Rue Ãmile-Genest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59317,Non,Rue Ãmile-Genest,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59318,Non,Rue FranÃ§ois-Villon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59319,Non,Rue Paul-Gouin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59320,Non,Rue Paul-Gouin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59321,Non,Rue Paul-Gouin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59322,Non,Rue Paul-Gouin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59323,Non,Rue Paul-Verlaine,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59324,Non,Rue Paul-Verlaine,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59325,Non,Rue Paul-Verlaine,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59326,Non,Rue Paul-Verlaine,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59327,Non,Rue Paul-Verlaine,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59328,Non,Rue Sylvain-LeliÃ¨vre,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59329,Non,Rue Van Gogh,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59330,Non,Rue Van Gogh,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59331,Non,Place des Tuileries,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59332,Non,Rue des Champs-ÃlysÃ©es,Locale,Route interdite,30,Ouvert,2019-08-29,Non
59333,Non,Rue des Champs-ÃlysÃ©es,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59334,Non,Rue des Champs-ÃlysÃ©es,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59335,Non,Rue des Champs-ÃlysÃ©es,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59337,Non,Rue des Champs-ÃlysÃ©es,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59342,Non,Rue de l'AbbÃ©-Gadbois,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59343,Non,Rue Jacques-Plante,Locale,Route interdite,30,Ouvert,2019-08-28,Oui
59344,Non,Rue Jacques-Plante,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
59345,Non,Rue Jacques-Plante,Locale,Route interdite,30,Ouvert,2019-08-28,Oui
59346,Non,Rue Jacques-Plante,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
59347,Non,Rue Jacques-Plante,Locale,Route interdite,50,Ouvert,2019-08-28,Oui
59348,Non,Rue Jacques-Plante,Locale,Route interdite,30,Ouvert,2019-08-28,Oui
59349,Non,Rue Jacques-Plante,Locale,Route interdite,30,Ouvert,2019-08-28,Oui
59350,Non,Rue Jacques-Plante,Locale,Route interdite,50,Ouvert,2019-08-28,Oui
59351,Non,Place des Baies,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59352,Oui,Rue Ãthier,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59353,Oui,Rue Ãthier,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
59354,Oui,Rue Ãthier,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
59355,Non,Sortie Desserte E vers La Rochelle,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59356,Non,EntrÃ©e vers l'Autoroute 40,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59357,Non,Sortie 97 E de l'Autoroute 40,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59358,Non,Voie,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59359,Non,Voie,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59360,Non,EntrÃ©e Desserte O de Brien,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59361,Non,Sortie 102 O de l'Autoroute 40,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59362,Non,Voie,Autoroute,Route de transit,65,Ouvert,2019-08-28,Non
59365,Non,Voie,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Oui
59366,Non,Voie,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59367,Non,Voie,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59368,Non,Voie,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
59370,Non,Voie,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59371,Non,Voie,Locale,Route interdite,50,Ouvert,2019-08-28,Oui
59372,Non,Voie,Locale,Route interdite,50,Ouvert,2019-08-28,Oui
59373,Non,Sortie 106 de l'Autoroute 40 E,Autoroute,Route de transit,65,Ouvert,2022-11-01,Oui
59374,Non,Voie,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59376,Non,Voie,Locale,Route interdite,,Ouvert,2019-08-28,Non
59378,Non,Voie,Locale,Route de transit,40,Ouvert,2019-08-28,Oui
59379,Non,EntrÃ©e Desserte E de De La Fayette,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59380,Non,Voie,Locale,Route de transit,50,Ouvert,2019-08-28,Non
59381,Non,Voie,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Oui
59382,Oui,Rue De La Fayette,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
59383,Non,Rue Jean-Gascon,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59384,Non,Sortie Desserte O vers Brien,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59385,Non,Sortie Desserte O vers Industriel,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59387,Non,Voie,Locale,Route interdite,50,Ouvert,2019-08-28,Oui
59388,Non,EntrÃ©e Desserte O de Industriel,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59389,Non,Voie,Autoroute,Route de transit,65,Ouvert,2019-08-28,Non
59390,Non,Voie,Autoroute,Route de transit,65,Ouvert,2019-08-28,Non
59391,Non,Voie,Locale,Route interdite,50,Ouvert,2019-08-28,Oui
59392,Non,Voie,Locale,Route de transit,50,Ouvert,2019-08-28,Oui
59393,Non,Voie,Locale,Route de transit,50,Ouvert,2019-08-28,Oui
59394,Non,Voie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59395,Non,Sortie Desserte E,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59396,Non,EntrÃ©e Desserte O de Valmont,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59398,Non,Voie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59399,Non,Sortie Desserte E vers Valmont,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59400,Non,EntrÃ©e Desserte E de De La Fayette,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59401,Non,Sortie Desserte E vers Brien,Autoroute,Route de transit,65,Ouvert,2022-11-01,Oui
59402,Non,EntrÃ©e Desserte E de Industriel,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59403,Non,Sortie Desserte E vers Industriel,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59404,Non,EntrÃ©e vers l'Autoroute 40 O,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59405,Non,Sortie 100 E de l'Autoroute 40,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59406,Non,Sortie Desserte E vers De La Fayette,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59407,Non,Sortie Desserte E vers Brien,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59408,Non,EntrÃ©e vers l'Autoroute 40 O,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59409,Non,Voie,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59410,Non,Voie,ArtÃ¨re,Route de transit,50,Ouvert,2019-08-28,Oui
59411,Non,EntrÃ©e Desserte E de De La Fayette,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59412,Non,Sortie Desserte O vers La Rochelle,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59413,Non,EntrÃ©e Desserte E de La rochelle,Autoroute,Route de transit,65,Ouvert,2022-11-01,Non
59414,Non,Rue Marcel-Chaput,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59415,Non,Rue Laure-Conan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59416,Non,Rue Laure-Conan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59417,Non,Rue Laure-Conan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59418,Non,Rue Laure-Conan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59419,Non,Rue Raymond-Gaudreault,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59420,Non,Rue Raymond-Gaudreault,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59421,Non,Rue Raymond-Gaudreault,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59423,Non,Rue des Perce-Neige,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59424,Non,Rue des Perce-Neige,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59425,Non,Rue Victor-Chartrand,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59426,Non,Rue Robert-Choquette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59428,Non,Rue Robert-Choquette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59429,Non,Rue Robert-Choquette,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59430,Non,Rue Robert-Choquette,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59431,Oui,Rue Gabriel-Christie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59432,Oui,Rue Gabriel-Christie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59433,Oui,Rue Gabriel-Christie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59434,Oui,Rue Gabriel-Christie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59435,Non,Rue Rosalie-Cadron,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59436,Non,Rue Rosalie-Cadron,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59437,Non,Rue Rosalie-Cadron,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59438,Non,Rue Rosalie-Cadron,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59439,Non,Rue Athanas-Cusson,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59440,Non,Rue du Roi-Arthur,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59441,Non,Rue Louis-Cyr,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59442,Non,Place de l'OpÃ©ra,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59443,Non,Rue Paul-CÃ©zanne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59444,Non,Rue Paul-CÃ©zanne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59445,Non,Rue Paul-CÃ©zanne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59446,Non,Place Pierre-Volant,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59447,Non,Place Pierre-Volant,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59448,Non,Place Pierre-Volant,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59449,Non,Rue Gilles-Villeneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59450,Non,Rue Gilles-Villeneuve,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59451,Non,Rue Paul-ValÃ©ry,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59452,Non,Rue Paul-ValÃ©ry,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59453,Non,Rue Madeleine-De VerchÃ¨res,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59454,Non,Rue Madeleine-De VerchÃ¨res,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59455,Non,Rue Madeleine-De VerchÃ¨res,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59456,Non,Rue Madeleine-De VerchÃ¨res,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59459,Non,Rue de la Ouareau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59460,Non,Rue de la Ouareau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59461,Non,Rue de la Mingan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59462,Non,Rue de la Mingan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59463,Non,Rue de la Mingan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59464,Non,Rue de la Mingan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59465,Non,Rue de la Mingan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59466,Non,Rue de la Mingan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59467,Non,Rue des Chicoutais,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59471,Non,Rue des Appalaches,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59474,Non,Rue de la Caniapiscau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59475,Non,Rue de la Caniapiscau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59476,Non,Rue de la Caniapiscau,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59479,Non,Rue des Outaouais,Locale,Route interdite,30,Ouvert,2019-08-28,Non
59480,Non,Rue des Outaouais,Locale,Route interdite,50,Ouvert,2019-08-28,Non
59486,Non,Rue de la Yamaska,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59488,Non,Place de la MaskinongÃ©,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59489,Non,Place de la MaskinongÃ©,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59490,Non,Place de la MaskinongÃ©,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59491,Non,Rue de l'Attikamek,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59492,Non,Avenue des RiviÃ¨res,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
59493,Non,Avenue des RiviÃ¨res,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
59494,Non,Avenue des RiviÃ¨res,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
59495,Non,Avenue des RiviÃ¨res,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
59496,Non,Avenue des RiviÃ¨res,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
59497,Non,Avenue des RiviÃ¨res,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
59498,Non,Avenue des RiviÃ¨res,ArtÃ¨re,Route interdite,40,Ouvert,2019-08-28,Oui
59499,Non,Rue de la PÃ©ribonka,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59500,Non,Rue de la PÃ©ribonka,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59501,Non,Rue de la PÃ©ribonka,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59502,Non,Rue de la MatapÃ©dia,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59503,Non,Rue de la MatapÃ©dia,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59504,Non,Rue de la MatapÃ©dia,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59505,Non,Rue de la Manicouagan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59506,Non,Rue de la Manicouagan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59507,Non,Rue de la Manicouagan,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59508,Non,Rue de la Mistassini,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59509,Non,Rue de la Mistassini,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59510,Non,Rue de la Mistassini,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59511,Oui,Place VendÃ´me,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59512,Non,Rue de Rivoli,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59513,Non,Rue de Rivoli,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59514,Non,Rue de Rivoli,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59515,Non,Rue de Rivoli,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59516,Non,Rue de l'Harricana,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59517,Non,Rue de l'Harricana,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59519,Non,Rue de l'Harricana,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59520,Non,Rue de l'Harricana,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59522,Non,Rue de la Sacacomie,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59523,Non,Rue de la Cacouna,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59524,Non,Rue de la Cacouna,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59525,Non,Rue Pauline-Julien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59526,Non,Rue Pauline-Julien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59527,Non,Rue Pauline-Julien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59528,Non,Rue Pauline-Julien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59529,Non,Rue Pauline-Julien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59530,Non,Rue Pauline-Julien,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59531,Non,Croissant Paul-CÃ©zanne,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59532,Non,Rue AimÃ©-Constantin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59533,Non,Rue AimÃ©-Constantin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59534,Non,Rue AimÃ©-Constantin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59535,Non,Rue AimÃ©-Constantin,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59536,Non,Rue des Torngat,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59537,Non,Rue Fernand-Lindsay,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59538,Non,Rue Fernand-Lindsay,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59539,Non,Rue Fernand-Lindsay,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59541,Non,Rue Laurent-Cadieux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59542,Non,Rue Laurent-Cadieux,Locale,Route interdite,40,Ouvert,2019-08-28,Non
59543,Non,Rue LaverdiÃ¨re,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
59544,Non,Rue LaverdiÃ¨re,Locale,Route interdite,30,Ouvert,2019-08-28,Non
59545,Non,Rue LaverdiÃ¨re,Locale,Route interdite,40,Ouvert,2019-08-28,Oui
