ï»¿date,RSS01_RDV_Numero1,RSS02_RDV_Numero1,RSS03_RDV_Numero1,RSS04_RDV_Numero1,RSS05_RDV_Numero1,RSS06_RDV_Numero1,RSS07_RDV_Numero1,RSS08_RDV_Numero1,RSS09_RDV_Numero1,RSS10_RDV_Numero1,RSS11_RDV_Numero1,RSS12_RDV_Numero1,RSS13_RDV_Numero1,RSS14_RDV_Numero1,RSS15_RDV_Numero1,RSS16_RDV_Numero1,RSS17_RDV_Numero1,RSS18_RDV_Numero1,RSSND_RDV_Numero1,RSS99_RDV_Numero1
2022-04-27,37,29,219,62,105,486,83,30,10,6,1,87,74,53,115,352,0,1,4,1754
