ï»¿date,Age_0_4ans_RDV_Numero1,Age_5_11ans_RDV_Numero1,Age_12_17ans_RDV_Numero1,Age_18_24ans_RDV_Numero1,Age_25_29ans_RDV_Numero1,Age_30_34ans_RDV_Numero1,Age_35_39ans_RDV_Numero1,Age_40_44ans_RDV_Numero1,Age_45_49ans_RDV_Numero1,Age_50_54ans_RDV_Numero1,Age_55_59ans_RDV_Numero1,Age_60_64ans_RDV_Numero1,Age_65_69ans_RDV_Numero1,Age_70_74ans_RDV_Numero1,Age_75_79ans_RDV_Numero1,Age_80_84ans_RDV_Numero1,Age_85_110ans_RDV_Numero1,AgeND_RDV_Numero1
2022-04-27,166,758,147,79,71,102,85,79,60,41,30,27,48,24,20,11,5,1
