ï»¿ID,MUNICIPALITE,NO_ZONE,GRILLEUSAGE,OBJECTID,SHAPE__Area,SHAPE__Length
1336,43027,A1336,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=A1336,1,10082413.7695312,15393.6082444621
1301,43027,A1301,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=A1301,2,7100301.4453125,13883.0092709513
1302,43027,RU1302,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RU1302,3,919967.29296875,5680.87138157284
1340,43027,A1340,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=A1340,4,6596646.26171875,11039.7001512091
1338,43027,A1338,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=A1338,5,232627.34765625,3336.50659291043
1333,43027,A1333,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=A1333,6,651369.75390625,3608.69534046225
801,43027,H0801,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H0801,7,273478.71484375,2884.92110826794
256,43027,H0256,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H0256,8,160329.48828125,1816.54407733754
246,43027,H0246,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H0246,9,160587.91015625,1888.4593172162
252,43027,H0252,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H0252,10,44152.19921875,1040.66447895919
250,43027,REC0250,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=REC0250,11,59864.39453125,1265.03808148222
1330,43027,RU1330,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RU1330,12,866361.21484375,5322.2062530594
245,43027,H0245,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H0245,13,183139.78515625,1773.74046349566
1844,43027,H1844,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H1844,14,58847.1171875,1301.70366740292
1222,43027,H1222,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H1222,15,505826.28515625,4132.52746954473
1225,43027,REC1225,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=REC1225,16,56900.25390625,1357.66759967122
1249,43027,C1249,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=C1249,17,78500.95703125,1746.12674618553
1283,43027,H1283,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H1283,18,108365.890625,2146.92983698166
1242,43027,H1242,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H1242,19,57512.80859375,1543.18397948783
1256,43027,REC1256,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=REC1256,20,152691.25,1837.17809059951
1304,43027,RU1304,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RU1304,21,835548.94140625,5473.46777676946
1250,43027,C1250,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=C1250,22,61300.37109375,1239.05619423725
1223,43027,REC1223,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=REC1223,23,20942.4921875,747.648832287819
1254,43027,H1254,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H1254,24,88270.51171875,2472.5460322282
1237,43027,H1237,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H1237,25,41947.453125,1051.01103107414
1290,43027,P1290,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=P1290,26,390608.25390625,2595.80334939446
1236,43027,H1236,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H1236,27,221004.2265625,2174.17646425335
1232,43027,P1232,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=P1232,28,38409.15234375,1153.91335651093
1323,43027,A1323,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=A1323,29,8437889.3203125,19262.9852654952
1227,43027,C1227,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=C1227,30,62480.7734375,1526.28682238989
1211,43027,H1211,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=H1211,31,73359.82421875,1574.70578680513
1234,43027,C1234,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=C1234,32,63136.00390625,1273.41961502276
1251,43027,I1251,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=I1251,33,436413.15625,2870.95858425396
1214,43027,REC1214,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=REC1214,34,90996.25390625,1231.40023422979
1342,43027,A1342,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=A1342,35,887674.07421875,5405.97204973615
1307,43027,RU1307,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RU1307,36,212390.52734375,2747.52650337786
1306,43027,RU1306,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RU1306,37,543995.25390625,4558.11865527124
1305,43027,I1305,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=I1305,38,961032.6171875,5808.14463774936
1717,43027,A1717,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=A1717,39,4190694.91796875,13871.6336052357
1325,43027,A1325,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=A1325,40,242633.4375,2304.06188579689
1324,43027,RU1324,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RU1324,41,3312108.44921875,9615.94320856672
1714,43027,RU1714,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RU1714,42,398060.4375,3206.3491836916
1311,43027,RUF1311,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RUF1311,43,1670307.78125,6800.37163401037
1716,43027,A1716,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=A1716,44,445796.4609375,3871.80662620857
1310,43027,I1310,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=I1310,45,267035.31640625,2439.58556543927
1712,43027,RUF1712,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RUF1712,46,4151196.7890625,10512.55110295
1718,43027,RU1718,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RU1718,47,4554044.5859375,11696.9947042732
1720,43027,RUF1720,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RUF1720,48,629940,3960.3171503353
1722,43027,A1722,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=A1722,49,713572.93359375,4697.36449039339
1726,43027,RU1726,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RU1726,50,3617913.06640625,11414.8502723889
1327,43027,PRA1327,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=PRA1327,51,337439.80859375,2611.96773171922
1329,43027,RUF1329,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RUF1329,52,117977.0625,1755.35495861243
1723,43027,RU1723,https://cartes.ville.sherbrooke.qc.ca/GrilleUsage/?zoneid=RU1723,53,2770098.48046875,9282.71391494392
