Cote (reportage),Titre / Photographe / Dates,Description,Fichiers TIFF - 300 dpi (CLIQUEZ SUR LE LIEN),Mention de crédits 
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-005.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-006.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-007.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-008.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-009.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-010.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-011.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-012.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-013.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-014.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-015.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-016.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-017.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-018.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-019.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-020.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B074-021.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
VM94-B075,"Parcs L. Hébert  - Ile Bonfoin
 / Louis-Philippe Meunier
. - 22 juin 1970",Ile Bonfoin (images 1-35).,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-001.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-002.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-003.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-004.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-005.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-006.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-007.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-008.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-009.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-010.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-011.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-012.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-013.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-014.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-015.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-016.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-017.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-018.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-019.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-020.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-021.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-022.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-023.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-024.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-025.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-026.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-027.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-028.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-029.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-030.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-031.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-032.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-033.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-034.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B075-035.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
VM94-B076,"Incinérateur des Carrières, futur emplacement de l'Hôtel de ville - Travaux Publics D. Beaudin
 / Louis-Philippe Meunier
. - 2 juillet 1970","Le reportage photographique comprend les lieux et bâtiments suivants :
Iincinérateur des Carrières (images 1-36)
Hôtel de ville (37-42).
",http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-001.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-002.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-003.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-004.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-005.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-006.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-007.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-008.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-009.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-010.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-011.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-012.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-013.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-014.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-015.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-016.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-017.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-018.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-019.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-020.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-021.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-022.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-023.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-024.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-025.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-026.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-027.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-028.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-029.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-030.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-031.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-032.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-033.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-034.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-035.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-036A.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-036B.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-037.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-038.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-039.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-040.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-041.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B076-042.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
VM94-B077,"Parc Laurier et Parc Lafontaire
 / Louis-Philippe Meunier
. - 2 juillet 1970","Le reportage photographique comprend les lieux et bâtiments suivants :
Parc Laurier (images 1-5)
Parc Lafontaine (6-17).
",http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-001.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-002.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-003.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-004.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-005.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-006.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-007.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-008.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-009.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-010.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-011.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-012.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-013.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-014.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-015.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-016.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B077-017.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
VM94-B078,"Vues diverses et hélicoptère - Sergent Lévis
 / Louis-Philippe Meunier
. - 10 juillet 1970","Le reportage photographique comprend les lieux et bâtiments suivants :
Autoroute métropolitain (images 1-7)
Hôtel de ville (8-12)
Autoroute métropolitain (13-24)
Vue du port et du Pont Champlain (25)
Centre-ville (26)
Place Ville-Marie (27)
Centre-ville (28-30)
Place Ville-Marie (31)
Centre-ville (32-39)
Hydro-Québec (40)
Palais de Justine (41)
Hydro-Québec et Place Ville-Marie (42)
Centre-ville (43-45)
Tour de la Bourse, Place Victoria (46-47)
Place Bonaventure (48)
Port de Montréal (49-50)
Tour Radio-Canada (51)
Centre-ville (52)
Port de Montréal (53-57)
Tour Radio-Canada en construction (58-60)
Centre-vile (61-64)
Parc Lafontaine (65)
Centre-ville (66-68)
Place Ville-Marie (69)
Hélicoptère (70-72).
",http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-001.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-002.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-003.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-004.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-005.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-006.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-007.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-008.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-009.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-010.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-011.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-012.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-013.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-014.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-015.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-016.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-017.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-018.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-019.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-020.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-021.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-022.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-023.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-024.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-025.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-026.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-027.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-028.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-029.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-030.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-031.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-032.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-033.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-034.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-035.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-036.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-037.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-038.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-039.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-040.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-041.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-042.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-043.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-044.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-045.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-046.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-047.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-048.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-049.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-050.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-051.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-052.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-053.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-054.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-055.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-056.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
,,,http://depot.ville.montreal.qc.ca/vues-aeriennes-obliques-1960-1969/VM94-B078-057.tif,Cote. Nom du photographe. Archives de la Ville de Montréal
