OBJECTID,MUNICIPALITE,USAGE,ADRESSE,DATE_CREATION,HAUTEUR,ALTITUDE_TOIT,TYPE,SUPERFICIE,GEOM,Suivit_JP 
241688,10043,Résidentielle,"698, Batelière (Rue de la)",20061010,3.2223596,19.61201477,2,40.754,Polygone,
241689,10043,Résidentielle,"701, Mariniers (Rue des)",20061010,2.3033882,18.79960442,2,10.4588,Polygone,
241690,10043,, ,20160501,2.79831408,11.02608681,2,15.86901878,Polygone,
241691,10043,Résidentielle,"683, Marée (Rue de la)",20160501,1.58351805,9.15841389,2,16.4108,Polygone,
241692,10043,Résidentielle,"688, Récif (Rue du)",20061010,2.20749858,10.84727001,2,12.4746,Polygone,
241693,10043,Résidentielle,"679, Capitaine (Rue du)",20061010,3.65405261,10.08801365,2,21.328,Polygone,
241694,10043,Résidentielle,"680, Marée (Rue de la)",20061010,3.7030419,9.96094513,2,8.1088,Polygone,
241695,10043,Résidentielle,"685, Marée (Rue de la)",20160501,2.53355785,10.13605785,2,26.17075899,Polygone,
241696,10043,Résidentielle,"700, Batelière (Rue de la)",20061010,2.80674288,19.18264961,2,8.4748,Polygone,
241697,10043,Résidentielle,"708, Commandant (Rue du)",20061010,3.37678487,20.57063103,2,34.1158,Polygone,
241698,10043,Résidentielle,"15, 9e (Avenue en)",20160501,1.50531689,11.52918053,2,13.1095563,Polygone,
241699,10043,Résidentielle,"710, Commandant (Rue du)",20061010,2.88708573,20.04653358,2,26.2838,Polygone,
241700,10043,Résidentielle,"682, Marée (Rue de la)",20160501,3.87887057,10.34309387,2,17.248889245,Polygone,
241701,10043,Résidentielle,"709, Batelière (Rue de la)",20061010,1.43960795,18.25637054,2,5.196,Polygone,
241702,10043,Résidentielle,"705, Mariniers (Rue des)",20061010,3.22333651,19.70914459,2,13.7534,Polygone,
241703,10043,Résidentielle,"702, Batelière (Rue de la)",20061010,2.43892712,19.05074883,2,26.6956,Polygone,
241704,10043,Résidentielle,"681, Capitaine (Rue du)",20160501,2.01052062,8.58381176,2,8.681202,Polygone,
241705,10043,Résidentielle,"683, Capitaine (Rue du)",20061010,3.39733451,10.02467442,2,23.0606,Polygone,
241706,10043,Résidentielle,"32, 10e (Avenue en)",20061010,3.57530311,20.64768982,2,38.52,Polygone,
241707,10043,Résidentielle,"684, Marée (Rue de la)",20160501,2.9657271,9.62860966,2,34.209470155,Polygone,
241708,10043,, ,20160501,2.59648469,11.04539299,2,25.423704,Polygone,
241709,10043,Résidentielle,"707, Mariniers (Rue des)",20160501,3.79469642,20.27193642,2,23.3744,Polygone,
241710,10043,Résidentielle,"685, Capitaine (Rue du)",20061010,2.82520864,9.52422905,2,23.1366,Polygone,
241711,10043,Résidentielle,"686, Marée (Rue de la)",20061010,3.23439249,10.04663658,2,54.1898,Polygone,
241712,10043,Résidentielle,"30, 10e (Avenue en)",20061010,2.33631401,19.24369621,2,6.6948,Polygone,
241713,10043,Résidentielle,"680, Capitaine (Rue du)",20061010,2.96260239,9.1526413,2,57.1428,Polygone,
241714,10043,Résidentielle,"708, Batelière (Rue de la)",20160501,4.08664661,20.52529526,2,11.424795305,Polygone,
241715,10043,Résidentielle,"690, Marée (Rue de la)",20160501,2.60046727,9.42888832,2,15.46324741,Polygone,
241716,10043,Résidentielle,"689, Capitaine (Rue du)",20160501,2.69325659,9.44888878,2,15.767648925,Polygone,
241717,10043,Résidentielle,"687, Capitaine (Rue du)",20061010,3.02558454,9.73643303,2,12.83,Polygone,
241718,10043,Résidentielle,"18, 9e (Avenue en)",20061010,2.37150971,10.04955482,2,24.4988,Polygone,
241719,10043,, ,20160501,3.93107094,11.50053596,2,67.461,Polygone,
241720,10043,Résidentielle,"682, Capitaine (Rue du)",20160501,2.276931,8.15992069,2,17.69002646,Polygone,
241721,10043,Résidentielle,"684, Capitaine (Rue du)",20160501,2.82624079,8.83055305,2,30.60835092,Polygone,
241722,10043,Résidentielle,"5, 9e (Avenue en)",20160501,1.54151465,8.29364109,2,8.68867,Polygone,
241723,10043,Résidentielle,"687, Rivage (Boulevard du)",20160501,2.00969252,7.7938323,2,5.78142318,Polygone,
241724,10043,Résidentielle,"16, 9e (Avenue en)",20061010,2.53275627,9.7305994,2,21.5244,Polygone,
241725,10043,Résidentielle,"687, Rivage (Boulevard du)",20061010,2.90101395,8.73919296,2,52.5276,Polygone,
241726,10043,Résidentielle,"21, 10e (Avenue en)",20061010,2.19057705,15.25404644,2,17.1852,Polygone,
241727,10043,Résidentielle,"14, 9e (Avenue en)",20160501,1.50054663,8.57069969,2,11.7961485,Polygone,
241728,10043,Résidentielle,"690, Capitaine (Rue du)",20061010,2.89979983,8.96516895,2,49.8628,Polygone,
241729,10043,Résidentielle,"12, 9e (Avenue en)",20061010,2.71409981,9.64073658,2,19.3112,Polygone,
241730,10043,Résidentielle,"3, 9e (Avenue en)",20061010,2.48055787,8.57485199,2,11.9066,Polygone,
241731,10043,Résidentielle,"19, 10e (Avenue en)",20160501,2.60078116,11.31160641,2,13.07279204,Polygone,
241732,10043,Résidentielle,"1, 9e (Avenue en)",20061010,2.37359171,8.42706203,2,14.6088,Polygone,
241733,10043,Résidentielle,"22, 10e (Avenue en)",20160501,2.95459006,19.3254528,2,15.699138,Polygone,
241734,10043,Résidentielle,"10, 9e (Avenue en)",20160501,2.06426231,8.46066856,2,15.3122,Polygone,
241735,10043,Résidentielle,"699, Rivage (Boulevard du)",20061010,2.47757164,8.34780693,2,17.7228,Polygone,
241736,10043,Résidentielle,"8, 9e (Avenue en)",20061010,2.14894248,8.11552143,2,22.0442,Polygone,
241737,10043,, ,20061010,2.33193088,9.71204853,2,8.9378,Polygone,
241738,10043,"Culturelle, récréative et de loisirs","707, Rivage (Boulevard du)",20160501,2.56234617,9.84062672,2,17.155791,Polygone,
241739,10043,Résidentielle,"15, 10e (Avenue en)",20160501,2.06705888,9.29214764,2,6.27916067,Polygone,
241740,10043,"Culturelle, récréative et de loisirs","707, Rivage (Boulevard du)",20061010,3.55228978,10.40904236,2,20.7026,Polygone,
241741,10043,Résidentielle,"13, 10e (Avenue en)",20160501,2.68976557,9.27134037,2,8.042613925,Polygone,
241742,10043,Résidentielle,"11b, 10e (Avenue en)",20160501,2.03324336,8.32514477,2,7.979328,Polygone,
241743,10043,Résidentielle,"705, Rivage (Boulevard du)",20160501,3.2015068,8.63862705,2,43.1838,Polygone,
241744,10043,Résidentielle,"11a, 10e (Avenue en)",20160501,2.48401936,8.17158413,2,12.927858555,Polygone,
241745,10043,Résidentielle,"12, 10e (Avenue en)",20061010,4.25949551,10.39389229,2,125.9124,Polygone,
241746,10043,Résidentielle,"10, 10e (Avenue en)",20160501,0.85828039,6.67469215,2,10.6903254,Polygone,
241747,10043,Résidentielle,"8, 10e (Avenue en)",20160501,2.59384018,7.80197811,2,17.937,Polygone,
241748,10043,Résidentielle,"6, 10e (Avenue en)",20160501,2.36302017,7.66673946,2,13.4812,Polygone,
241749,10043,Résidentielle,"2 - 4, 10e (Avenue en)",20160501,1.95752006,7.27160263,2,25.4112,Polygone,
241750,10043,, ,20061010,-666,-666,2,65.1133,Polygone,
241751,10043,, ,20061010,-666,-666,2,39.3898,Polygone,
241752,10043,Production et extraction de richesses naturelles,"0, 3e Rang",20061010,-666,-666,2,159.456528015,Polygone,
241753,10043,Production et extraction de richesses naturelles,"0, BEL-AIR (Route du)",20061010,-666,-666,2,40.71645,Polygone,
241754,10043,Immeubles non exploités et étendues d'eau,"0, 3e Rang",20160501,-666,-666,2,32.43686,Polygone,
241755,10043,Résidentielle,"1122, Bel-Air (Route du)",20061010,-666,-666,2,35.2448,Polygone,
241756,10043,Immeubles non exploités et étendues d'eau,"0, Lausanne (Chemin de)",20061010,-666,-666,2,49.30015,Polygone,
241757,10043,Résidentielle,"1122, Bel-Air (Route du)",20061010,-666,-666,2,35.28085,Polygone,
241758,10043,, ,20061010,-666,-666,2,228.5802,Polygone,
241759,10043,Production et extraction de richesses naturelles,"0, Prés Ouest (Chemin des)",20160501,-666,-666,2,1187.23671172,Polygone,
241760,10043,Résidentielle,"270, Lac-Bellavance (Chemin du)",20061010,-666,-666,2,50.277449,Polygone,
241761,10043,Production et extraction de richesses naturelles,"0, Prés Ouest (Chemin des)",20061010,-666,-666,2,955.41971742,Polygone,
241762,10043,Production et extraction de richesses naturelles,"0, Panorama (Chemin du)",20061010,138.87759399,138.87759399,2,223.299609345,Polygone,
241763,10043,Résidentielle,"1032, Saint-Germain (Boulevard le)",20061010,3.41158162,34.3584938,2,109.94065,Polygone,
241764,10043,Résidentielle,"201, Prés Est (Chemin des)",20160501,-666,-666,2,196.064755,Polygone,
241765,10043,Résidentielle,"309, Panorama (Chemin du)",20061010,156.45405579,156.45405579,2,95.7125,Polygone,
241766,10043,Immeubles non exploités et étendues d'eau,"0, Panorama (Chemin du)",20061010,145.78302002,145.78302002,2,93.15769523,Polygone,
241767,10043,Résidentielle,"261, Prés Est (Chemin des)",20061010,-666,-666,2,629.14959058,Polygone,
241768,10043,Résidentielle,"0, Rapides (Rue des)",20061010,3.42172357,23.17100716,2,61.33605,Polygone,
241769,10043,Résidentielle,"0, 2e Rang Ouest",20061010,149.39215088,149.39215088,2,49.2005,Polygone,
241770,10043,Immeubles non exploités et étendues d'eau,"0, Cathédrale (Avenue de la)",20061010,157.28866577,157.28866577,2,107.204,Polygone,
241771,10043,Résidentielle,"765, Saint-Germain (Boulevard le)",20061010,2.75998427,39.94749069,2,65.6927,Polygone,
241772,10043,Résidentielle,"765, Saint-Germain (Boulevard le)",20061010,3.06902478,39.12109375,2,85.81135,Polygone,
241773,10043,Résidentielle,"765, Saint-Germain (Boulevard le)",20061010,3.25153609,39.99768066,2,72.03535,Polygone,
241774,10043,Résidentielle,"765, Saint-Germain (Boulevard le)",20061010,3.23868069,39.53372574,2,67.6979,Polygone,
241775,10043,Résidentielle,"476, Letendre (Rue)",20061010,3.7876023,41.51011276,2,120.2049,Polygone,
241776,10043,Production et extraction de richesses naturelles,"371, Arthur-Buies Ouest (Boulevard le)",20061010,7.02862585,61.89873123,2,430.35025,Polygone,
241777,10043,, ,20061010,3.12368819,33.9288063,2,66.66885,Polygone,
241778,10043,Résidentielle,"765, Saint-Germain (Boulevard le)",20061010,3.46454292,37.40612793,2,111.1927,Polygone,
241779,10043,Résidentielle,"765, Saint-Germain (Boulevard le)",20061010,3.03447652,33.3073616,2,88.03155,Polygone,
241780,10043,Résidentielle,"458, Saucier (Rue)",20061010,5.07068576,60.13113403,2,63.4626,Polygone,
241781,10043,Résidentielle,"636, Cathédrale (Avenue de la)",20061010,147.73394775,147.73394775,2,56.6608,Polygone,
241782,10043,Immeubles non exploités et étendues d'eau,"0, Arthur-Canuel (Chemin)",20061010,143.78656006,143.78656006,2,52.35605,Polygone,
241783,10043,, ,20061010,3.01824499,30.55602837,2,97.6083,Polygone,
241784,10043,Résidentielle,"314, Bélanger (Rue)",20160501,4.05115142,31.61585426,2,120.16053439,Polygone,
241785,10043,Résidentielle,"471, Tessier (Rue)",20061010,3.83373387,32.42050552,2,66.3774,Polygone,
241786,10043,Résidentielle,"724, Saint-Germain (Boulevard le)",20061010,2.96598056,30.70895576,2,134.7226,Polygone,
241787,10043,Résidentielle,"215, Arthur-Canuel (Chemin)",20061010,-666,-666,2,82.015991545,Polygone,
241788,10043,Résidentielle,"563, Cathédrale (Avenue de la)",20061010,3.50504138,113.75547028,2,93.85485,Polygone,
241789,10043,Résidentielle,"215, Arthur-Canuel (Chemin)",20160501,-666,-666,2,171.66549914,Polygone,
241790,10043,, ,20061010,7.08356466,98.40270996,2,296.16535,Polygone,
241791,10043,Commerciale,"557 - 559, Lausanne (Rue de)",20061010,4.18833556,47.02978134,2,141.1884,Polygone,
241792,10043,"Culturelle, récréative et de loisirs","383, Seigneuresse (Rue de la)",20061010,4.49024671,37.92110825,2,151.4776,Polygone,
241793,10043,"Culturelle, récréative et de loisirs","358, Sirois (Avenue en)",20160501,2.92051233,21.22509193,2,138.910919,Polygone,
241794,10043,"Culturelle, récréative et de loisirs","383, Seigneuresse (Rue de la)",20061010,3.93306257,37.67164993,2,38.0147,Polygone,
241795,10043,Résidentielle,"489, De Beauharnois (Rue)",20160501,2.49529268,37.42732239,2,22.8136,Polygone,
241796,10043,Résidentielle,"506, De Courcelle (Rue)",20160501,2.69755742,37.12054443,2,19.18315242,Polygone,
241797,10043,"Culturelle, récréative et de loisirs","416, Rouleau (Avenue en)",20061010,4.82748718,47.64880371,2,231.6103,Polygone,
241798,10043,Résidentielle,"123, Ouellet (Rue)",20061010,5.51868292,27.95256805,2,80.9491,Polygone,
241799,10043,Commerciale,"336, Cathédrale (Avenue de la)",20061010,5.12587021,43.04042435,2,117.71395,Polygone,
241800,10043,Résidentielle,"214, Saint-Edmond (Rue)",20061010,8.45443713,28.84201813,2,243.97545,Polygone,
241801,10043,Immeubles non exploités et étendues d'eau,"173 à 183, Fiset (Rue)",20160501,7.31624468,11.4050436,2,569.4011,Polygone,
241802,10043,Services,"225, René-Lepage Est (Boulevard le)",20061010,4.78551049,8.16184902,2,495.85235,Polygone,
241803,10043,"Transports, communications et services publics","475, 2e E (Rue)",20160501,8.85817693,42.87525558,2,2277.727599,Polygone,
241804,10043,Industries manufacturières,"105, Industrielle-Et-Commerciale (Montée)",20061010,4.87816206,25.1745472,2,417.1286,Polygone,
241805,10043,Services,"160, Négociants (Rue des)",20061010,7.39850913,29.62775803,2,654.2724,Polygone,
241806,10043,Services,"111, Havre (Avenue du)",20061010,7.00315576,27.34375954,2,251.8814,Polygone,
241807,10043,Immeubles non exploités et étendues d'eau,"468, Expansion (Rue de l')",20160501,4.81430579,22.32098579,2,290.78281526,Polygone,
241808,10043,Immeubles non exploités et étendues d'eau,"0, Aéroport Sud ( de l')",20061010,4.65854299,26.93944168,2,158.5922,Polygone,
241809,10043,Commerciale,"9, Lebrun (Avenue en)",20061010,4.24818295,13.39002323,2,53.464,Polygone,
241810,10043,Immeubles non exploités et étendues d'eau,"540, Saint-Germain (Rue)",20061010,5.09298378,8.54045296,2,805.02965,Polygone,
241811,10043,Commerciale,"0, Quai (Avenue du)",20061010,5.20566222,9.24796867,2,304.1118,Polygone,
241812,10043,Immeubles non exploités et étendues d'eau,"599, Voiliers (Rue des)",20061010,2.08006563,17.30174446,2,9.84,Polygone,
241813,10043,Commerciale,"0, Quai (Avenue du)",20061010,4.95137411,8.99846935,2,114.9955,Polygone,
241814,10043,Commerciale,"0, Quai (Avenue du)",20061010,7.55752117,11.85259342,2,454.555,Polygone,
241815,10043,Production et extraction de richesses naturelles,"1043, Bel-Air (Route du)",20061010,-666,-666,2,58.33195,Polygone,
241816,10043,Résidentielle,"1037, Bel-Air (Route du)",20061010,146.76985168,146.76985168,2,59.7475,Polygone,
241817,10043,, ,20061010,-666,-666,2,66.6215,Polygone,
241818,10043,Résidentielle,"0, Bel-Air (Route du)",20061010,-666,-666,2,68.0853,Polygone,
241819,10043,Production et extraction de richesses naturelles,"1043, Bel-Air (Route du)",20061010,138.6885376,138.6885376,2,45.7694,Polygone,
241820,10043,Résidentielle,"1070, Lausanne (Chemin de)",20061010,-666,-666,2,5.1349,Polygone,
241821,10043,Résidentielle,"1070, Lausanne (Chemin de)",20061010,-666,-666,2,11.8971,Polygone,
241822,10043,, ,20061010,-666,-666,2,27.6456,Polygone,
241823,10043,, ,20061010,115.63396454,115.63396454,2,32.4136,Polygone,
241824,10043,Production et extraction de richesses naturelles,"0, Lausanne (Chemin de)",20061010,3.35739828,96.86991882,2,73.9827,Polygone,
241825,10043,Production et extraction de richesses naturelles,"0, Lausanne (Chemin de)",20061010,6.51606639,98.95063782,2,455.44065,Polygone,
241826,10043,Production et extraction de richesses naturelles,"0, Lausanne (Chemin de)",20061010,98.54009247,98.54009247,2,16.224,Polygone,
241827,10043,, ,20061010,97.17353821,97.17353821,2,85.63322062,Polygone,
241828,10043,Production et extraction de richesses naturelles,"0, Lausanne (Chemin de)",20061010,100.96399689,100.96399689,2,245.4538,Polygone,
241829,10043,Production et extraction de richesses naturelles,"0, Lausanne (Chemin de)",20061010,103.86593628,103.86593628,2,312.9077,Polygone,
241830,10043,, ,20061010,110.53872681,110.53872681,2,62.3993,Polygone,
241831,10043,Résidentielle,"1111, Lausanne (Chemin de)",20061010,-666,-666,2,87.92455,Polygone,
241832,10043,, ,20061010,117.42184448,117.42184448,2,28.2702,Polygone,
241833,10043,Résidentielle,"1106, Lausanne (Chemin de)",20061010,118.77058411,118.77058411,2,31.6115,Polygone,
241834,10043,Résidentielle,"0, Lausanne (Chemin de)",20061010,101.97840881,101.97840881,2,25.5635,Polygone,
241835,10043,Résidentielle,"1137, Lausanne (Chemin de)",20061010,-666,-666,2,10.54331415,Polygone,
241836,10043,Résidentielle,"1141, Lausanne (Chemin de)",20061010,-666,-666,2,82.0268,Polygone,
241837,10043,Résidentielle,"1141, Lausanne (Chemin de)",20061010,-666,-666,2,13.9432,Polygone,
241838,10043,Immeubles non exploités et étendues d'eau,"0, Lausanne (Chemin de)",20160501,-666,-666,2,21.17984394,Polygone,
241839,10043,Résidentielle,"1186, Lausanne (Chemin de)",20160501,-666,-666,2,79.91921205,Polygone,
241840,10043,Résidentielle,"1185, Lausanne (Chemin de)",20061010,-666,-666,2,18.6714,Polygone,
241841,10043,Résidentielle,"1185, Lausanne (Chemin de)",20061010,-666,-666,2,124.5269,Polygone,
241842,10043,Résidentielle,"1209, Lausanne (Chemin de)",20061010,-666,-666,2,11.9844,Polygone,
241843,10043,Résidentielle,"1191, Lausanne (Chemin de)",20061010,-666,-666,2,44.15479773,Polygone,
241844,10043,Résidentielle,"1191, Lausanne (Chemin de)",20061010,-666,-666,2,11.09232096,Polygone,
241845,10043,Résidentielle,"1199, Lausanne (Chemin de)",20061010,-666,-666,2,19.9911,Polygone,
241846,10043,Résidentielle,"1199, Lausanne (Chemin de)",20061010,-666,-666,2,44.8477,Polygone,
241847,10043,Résidentielle,"1209, Lausanne (Chemin de)",20061010,-666,-666,2,18.6188,Polygone,
241848,10043,Résidentielle,"1214, Lausanne (Chemin de)",20061010,-666,-666,2,50.3156,Polygone,
241849,10043,Résidentielle,"1190, Lausanne (Chemin de)",20160501,-666,-666,2,50.26512646,Polygone,
241850,10043,Immeubles non exploités et étendues d'eau,"0, Lausanne (Chemin de)",20061010,-666,-666,2,16.3911,Polygone,
241851,10043,Résidentielle,"1285, Saint-Germain (Boulevard le)",20061010,-666,-666,2,23.5788,Polygone,
241852,10043,Production et extraction de richesses naturelles,"1324, Saint-Germain (Boulevard le)",20061010,87.36898804,87.36898804,2,55.4951,Polygone,
241853,10043,Production et extraction de richesses naturelles,"1324, Saint-Germain (Boulevard le)",20061010,87.86013031,87.86013031,2,61.7905,Polygone,
241854,10043,Production et extraction de richesses naturelles,"1349, Saint-Germain (Boulevard le)",20061010,87.12512207,87.12512207,2,24.1389,Polygone,
241855,10043,Production et extraction de richesses naturelles,"1349, Saint-Germain (Boulevard le)",20061010,85.99055481,85.99055481,2,31.47255,Polygone,
241856,10043,Production et extraction de richesses naturelles,"1401, Saint-Germain (Boulevard le)",20061010,4.39355871,79.80550385,2,90.5646,Polygone,
241857,10043,Production et extraction de richesses naturelles,"1401, Saint-Germain (Boulevard le)",20061010,5.3205972,80.60605621,2,244.1248,Polygone,
241858,10043,Production et extraction de richesses naturelles,"1401, Saint-Germain (Boulevard le)",20160501,1.544476,77.25828552,2,5.3252,Polygone,
241859,10043,Production et extraction de richesses naturelles,"0, Route 132 E",20061010,5.80955174,71.5398941,2,341.4573,Polygone,
241860,10043,Résidentielle,"1418, Saint-Germain (Boulevard le)",20160501,1.9037356,45.6280098,2,11.4198,Polygone,
241861,10043,Résidentielle,"1402, Saint-Germain (Boulevard le)",20061010,2.22337132,80.03865051,2,14.6598,Polygone,
241862,10043,Résidentielle,"1402, Saint-Germain (Boulevard le)",20061010,3.67087359,81.07164001,2,39.8597,Polygone,
241863,10043,Résidentielle,"1430, Saint-Germain (Boulevard le)",20061010,2.42942559,67.58971405,2,18.7996,Polygone,
241864,10043,Résidentielle,"1430, Saint-Germain (Boulevard le)",20061010,4.18430573,69.91848755,2,34.7847,Polygone,
241865,10043,"Culturelle, récréative et de loisirs","400, Rivière (Boulevard de la)",20061010,6.01944731,26.94416618,2,186.7709,Polygone,
241866,10043,, ,20061010,2.392869,50.65729523,2,16.6871,Polygone,
241867,10043,"Culturelle, récréative et de loisirs","400, Rivière (Boulevard de la)",20061010,4.60411704,42.96621704,2,6.6378,Polygone,
241868,10043,"Culturelle, récréative et de loisirs","400, Rivière (Boulevard de la)",20061010,2.44165119,27.34715843,2,5.1299,Polygone,
241869,10043,Services,"400, Saules (Montée des)",20160501,4.22168787,101.46655273,2,39.87989423,Polygone,
241870,10043,Résidentielle,"374, Saules (Montée des)",20160501,2.10963896,99.35144043,2,5.38967151,Polygone,
241871,10043,Résidentielle,"824, Lausanne (Rue de)",20061010,2.39027983,98.93161011,2,14.3248,Polygone,
241872,10043,Résidentielle,"863, Lausanne (Rue de)",20061010,4.02639785,101.92256928,2,70.1788,Polygone,
241873,10043,Résidentielle,"0, Lausanne  (Rue de)",20061010,3.44831782,99.91499329,2,96.51185,Polygone,
241874,10043,Résidentielle,"0, Lausanne  (Rue de)",20061010,2.51805111,99.02931976,2,10.2539,Polygone,
241875,10043,Commerciale,"905, Lausanne (Rue de)",20061010,4.45775583,100.81368256,2,88.6614,Polygone,
241876,10043,Commerciale,"905, Lausanne (Rue de)",20061010,2.60758888,98.60340881,2,21.3795,Polygone,
241877,10043,Commerciale,"905, Lausanne (Rue de)",20061010,1.89473467,96.9980545,2,282.5345,Polygone,
241878,10043,, ,20061010,2.1483043,99.03666687,2,5.475,Polygone,
241879,10043,Résidentielle,"906 à 910, Lausanne (Rue de)",20061010,2.95596684,99.89322662,2,38.3138,Polygone,
241880,10043,"Transports, communications et services publics","918, Lausanne (Rue de)",20061010,5.84420768,101.95147705,2,224.1557,Polygone,
241881,10043,"Transports, communications et services publics","918, Lausanne (Rue de)",20061010,3.94645427,99.701828,2,153.9856,Polygone,
241882,10043,"Culturelle, récréative et de loisirs","285, Saules (Montée des)",20061010,2.92272528,99.22868347,2,31.8275,Polygone,
241883,10043,Production et extraction de richesses naturelles,"0, Saint-Germain (Boulevard le)",20061010,93.84921265,93.84921265,2,37.6819,Polygone,
241884,10043,Production et extraction de richesses naturelles,"0, Saint-Germain (Boulevard le)",20061010,-666,-666,2,115.2252,Polygone,
241885,10043,Industries manufacturières,"1145, Saint-Germain  (Boulevard le)",20061010,3.97028803,81.53050232,2,1.2896,Polygone,
241886,10043,Industries manufacturières,"1145, Saint-Germain  (Boulevard le)",20160501,2.33466027,81.07831573,2,13.6854,Polygone,
241887,10043,Industries manufacturières,"1145, Saint-Germain  (Boulevard le)",20061010,3.79465409,81.94524384,2,28.248,Polygone,
241888,10043,Industries manufacturières,"1145, Saint-Germain  (Boulevard le)",20160501,4.27077512,82.83151245,2,76.87036181,Polygone,
241889,10043,Industries manufacturières,"1145, Saint-Germain  (Boulevard le)",20061010,4.32129791,82.54129791,2,65.6069,Polygone,
241890,10043,Industries manufacturières,"1145, Saint-Germain  (Boulevard le)",20061010,5.60704468,79.79743195,2,630.193,Polygone,
241891,10043,Industries manufacturières,"1145, Saint-Germain  (Boulevard le)",20061010,80.14551544,80.14551544,2,9.997,Polygone,
241892,10043,Résidentielle,"1150, Saint-Germain (Boulevard le)",20061010,4.06644729,82.24159241,2,71.65285,Polygone,
241893,10043,, ,20061010,5.16838843,30.9153614,2,10.122,Polygone,
241894,10043,Résidentielle,"1234, Saint-Germain (Boulevard le)",20061010,3.66882193,79.81226349,2,16.9124,Polygone,
241895,10043,Production et extraction de richesses naturelles,"0, Saint-Germain (Boulevard le)",20061010,2.95308704,85.13296509,2,47.8248,Polygone,
241896,10043,Résidentielle,"1262, Saint-Germain (Boulevard le)",20061010,4.47971238,84.56530762,2,11.0300845,Polygone,
241897,10043,Résidentielle,"1264, Saint-Germain (Boulevard le)",20061010,4.57467169,78.29785919,2,25.70805,Polygone,
241898,10043,Résidentielle,"1272, Saint-Germain (Boulevard le)",20061010,3.44856315,75.44373322,2,22.9481,Polygone,
241899,10043,Résidentielle,"1191, Saint-Germain (Boulevard le)",20061010,2.88973684,83.75,2,28.9075,Polygone,
241900,10043,Résidentielle,"1195, Saint-Germain (Boulevard le)",20160501,1.3549503,83.25222778,2,5.724844325,Polygone,
241901,10043,Résidentielle,"1195, Saint-Germain (Boulevard le)",20061010,3.27900956,89.41374207,2,187.3847,Polygone,
241902,10043,Résidentielle,"1195, Saint-Germain (Boulevard le)",20061010,3.24657297,89.41395569,2,74.8272,Polygone,
241903,10043,Résidentielle,"1191, Saint-Germain (Boulevard le)",20061010,2.20638537,88.43785858,2,8.1304,Polygone,
241904,10043,, ,20061010,2.29539898,88.32241821,2,8.2926,Polygone,
241905,10043,Résidentielle,"1180, Saint-Germain (Boulevard le)",20160501,2.00563601,81.82274628,2,5.95450899,Polygone,
241906,10043,Résidentielle,"1180, Saint-Germain (Boulevard le)",20061010,3.97903779,88.76119995,2,16.4298465,Polygone,
241907,10043,Production et extraction de richesses naturelles,"0, Saint-Germain (Boulevard le)",20160501,7.05436511,93.0874939,2,801.189689915,Polygone,
241908,10043,Production et extraction de richesses naturelles,"0, Saint-Germain (Boulevard le)",20061010,2.74141826,88.0928421,2,37.4028,Polygone,
241909,10043,Production et extraction de richesses naturelles,"0, Saint-Germain (Boulevard le)",20160501,4.46615389,89.52301025,2,249.15641905,Polygone,
241910,10043,Résidentielle,"1238, Saint-Germain (Boulevard le)",20061010,3.40698251,84.49308777,2,33.9898,Polygone,
241911,10043,Résidentielle,"1252, Saint-Germain (Boulevard le)",20061010,2.68839474,85.43175507,2,16.465,Polygone,
241912,10043,Production et extraction de richesses naturelles,"0, Saint-Germain (Boulevard le)",20061010,5.12835312,86.66382599,2,165.0326,Polygone,
241913,10043,Résidentielle,"1261, Saint-Germain (Boulevard le)",20061010,3.40154205,84.79154205,2,49.8474,Polygone,
241914,10043,Immeubles non exploités et étendues d'eau,"0, Saint-Germain (Boulevard le)",20061010,1.95185746,82.56869507,2,26.27605,Polygone,
241915,10043,Résidentielle,"1285, Saint-Germain (Boulevard le)",20061010,4.9064446,85.03965759,2,155.3355,Polygone,
241916,10043,Immeubles non exploités et étendues d'eau,"0, Saint-Germain (Boulevard le)",20061010,2.63668098,51.83409882,2,24.7786,Polygone,
241917,10043,Résidentielle,"1148, Plage (Rue de la)",20061010,2.5709341,9.03189564,2,4.9941,Polygone,
241918,10043,Résidentielle,"1154, Plage (Rue de la)",20061010,2.75960708,8.19030476,2,10.2492,Polygone,
241919,10043,Résidentielle,"1174, Plage (Rue de la)",20061010,2.75115251,6.97728634,2,24.169933465,Polygone,
241920,10043,Résidentielle,"1168, Plage (Rue de la)",20061010,2.82483751,10.14072323,2,6.5879,Polygone,
241921,10043,Immeubles non exploités et étendues d'eau,"0, Plage (Rue de la)",20160501,1.65139454,8.8285656,2,5.4888,Polygone,
241922,10043,Résidentielle,"1186, Plage (Rue de la)",20160501,2.06331851,6.71157026,2,5.0197,Polygone,
241923,10043,Résidentielle,"1204, Plage (Rue de la)",20061010,2.85811962,8.75587082,2,11.988,Polygone,
241924,10043,Résidentielle,"1212, Plage (Rue de la)",20061010,3.12687519,9.40937519,2,18.6975,Polygone,
241925,10043,Résidentielle,"1234, Plage (Rue de la)",20061010,2.34475116,8.17702389,2,30.52665,Polygone,
241926,10043,, ,20160501,2.08789698,6.72450304,2,7.67717242,Polygone,
241927,10043,Résidentielle,"1250, Plage (Rue de la)",20160501,1.34288282,6.03438282,2,8.601178,Polygone,
