ï»¿id,municipalite,numero,proprio,longitude,latitude,geom 
37548,94068,J-PH-53350,Public,-71.20172834016202,48.41450023622063,POINT (-71.20172834016202 48.41450023622063)
37549,94068,B-GB-31094,Public,-70.85049837498983,48.31612835925281,POINT (-70.85049837498983 48.31612835925281)
37550,94068,J-JO-52415,Public,-71.27387664395725,48.40691152871102,POINT (-71.27387664395725 48.40691152871102)
37551,94068,PRC-PE-4682,PrivÃ©,-71.05301935718803,48.40650927259572,POINT (-71.05301935718803 48.40650927259572)
37552,94068,C-PE-60985,Public,-71.03783589308554,48.42121078833577,POINT (-71.03783589308554 48.42121078833577)
37553,94068,L-36447,Public,-71.07035996122205,48.34157373350015,POINT (-71.07035996122205 48.34157373350015)
37554,94068,J-JO-57756,Public,-71.25980349219701,48.425531463055954,POINT (-71.25980349219701 48.425531463055954)
37555,94068,C-GN-45493,Public,-71.05782877564444,48.44178637191374,POINT (-71.05782877564444 48.44178637191374)
37556,94068,C-PE-46534,Public,-71.0803381693184,48.411228104478695,POINT (-71.0803381693184 48.411228104478695)
37557,94068,C-PE-46444,Public,-71.09446663284463,48.39950320175579,POINT (-71.09446663284463 48.39950320175579)
37558,94068,J-JO-52659,Public,-71.2599852890978,48.41454877523422,POINT (-71.2599852890978 48.41454877523422)
37559,94068,C-PE-46638,Public,-71.07097282037927,48.4097358336155,POINT (-71.07097282037927 48.4097358336155)
37560,94068,J-PH-53360,Public,-71.20069532518691,48.414764477063294,POINT (-71.20069532518691 48.414764477063294)
37561,94068,C-PE-46866,Public,-71.04927048195002,48.40537151386067,POINT (-71.04927048195002 48.40537151386067)
37562,94068,J-JE-52936,Public,-71.24367933652734,48.40248274986619,POINT (-71.24367933652734 48.40248274986619)
37563,94068,B-PA-30538,Public,-70.87626312308099,48.327262483842084,POINT (-70.87626312308099 48.327262483842084)
37564,94068,C-PN-57977,Public,-71.11203364097585,48.45793567756133,POINT (-71.11203364097585 48.45793567756133)
37565,94068,J-JE-52809,Public,-71.25068368429045,48.40440684705503,POINT (-71.25068368429045 48.40440684705503)
37566,94068,C-GN-45481,Public,-71.05962283519224,48.43759165503134,POINT (-71.05962283519224 48.43759165503134)
37567,94068,J-JE-57439,Public,-71.2262485503318,48.40870916144768,POINT (-71.2262485503318 48.40870916144768)
37568,94068,B-BA-31379,Public,-70.88819195347943,48.347408485843914,POINT (-70.88819195347943 48.347408485843914)
37569,94068,C-PO-49279,Public,-71.1145281063117,48.432216523743136,POINT (-71.1145281063117 48.432216523743136)
37570,94068,C-PE-46878,Public,-71.04878231132454,48.40401576433267,POINT (-71.04878231132454 48.40401576433267)
37571,94068,J-PH-58150,Public,-71.20085769686983,48.40843221829579,POINT (-71.20085769686983 48.40843221829579)
37572,94068,C-GS-45602,Public,-71.02310829285085,48.4270157799424,POINT (-71.02310829285085 48.4270157799424)
37573,94068,C-PE-46427,Public,-71.09872806885875,48.40497512694375,POINT (-71.09872806885875 48.40497512694375)
37574,94068,C-GN-50644,Public,-71.05517885060664,48.4415052677661,POINT (-71.05517885060664 48.4415052677661)
37575,94068,J-PH-57351,Public,-71.17737394178272,48.39830324079047,POINT (-71.17737394178272 48.39830324079047)
37576,94068,J-JO-57240,Public,-71.25736558594973,48.41862051013913,POINT (-71.25736558594973 48.41862051013913)
37577,94068,C-GN-48638,Public,-71.04179421112809,48.44064494424332,POINT (-71.04179421112809 48.44064494424332)
37578,94068,J-JE-52777,Public,-71.25338984024285,48.42164626213947,POINT (-71.25338984024285 48.42164626213947)
37579,94068,L-36480,Public,-71.15121580483326,48.354037309415155,POINT (-71.15121580483326 48.354037309415155)
37580,94068,PRB-PA-60740,PrivÃ©,-70.88115165874338,48.33341311889112,POINT (-70.88115165874338 48.33341311889112)
37581,94068,L-38663,Public,-71.11367175096348,48.33976787583714,POINT (-71.11367175096348 48.33976787583714)
37582,94068,J-JO-52621,Public,-71.26162471234979,48.4225133867072,POINT (-71.26162471234979 48.4225133867072)
37583,94068,C-PE-46985,Public,-71.03535005533642,48.413963331895,POINT (-71.03535005533642 48.413963331895)
37584,94068,C-GS-45577,Public,-71.03558844911663,48.42829845459075,POINT (-71.03558844911663 48.42829845459075)
37585,94068,J-JE-52828,Public,-71.24959956138751,48.399452314917745,POINT (-71.24959956138751 48.399452314917745)
37586,94068,B-BA-31774,Public,-70.93167428273179,48.402482097473836,POINT (-70.93167428273179 48.402482097473836)
37587,94068,C-PE-46381,Public,-71.12097489800244,48.40059985150752,POINT (-71.12097489800244 48.40059985150752)
37588,94068,B-PA-44595,Public,-70.86081561566797,48.31584912146948,POINT (-70.86081561566797 48.31584912146948)
37589,94068,C-PE-46499,Public,-71.08587054905132,48.399021150028716,POINT (-71.08587054905132 48.399021150028716)
37590,94068,S-SN-58163,Public,-71.25212130647374,48.49634540904454,POINT (-71.25212130647374 48.49634540904454)
37591,94068,C-PN-48373,Public,-71.09342429495068,48.44971240509043,POINT (-71.09342429495068 48.44971240509043)
37592,94068,J-JO-57397,Public,-71.2750198518444,48.42093832802288,POINT (-71.2750198518444 48.42093832802288)
37593,94068,J-JE-52941,Public,-71.24359527006624,48.42220428049556,POINT (-71.24359527006624 48.42220428049556)
37594,94068,J-JE-52769,Public,-71.25338146978865,48.3998454719627,POINT (-71.25338146978865 48.3998454719627)
37595,94068,C-PE-46382,Public,-71.12069379134275,48.40149626327765,POINT (-71.12069379134275 48.40149626327765)
37596,94068,C-GS-45438,Public,-71.06487468779638,48.42779416700738,POINT (-71.06487468779638 48.42779416700738)
37597,94068,B-BA-31204,Public,-70.88440572546092,48.34938629152618,POINT (-70.88440572546092 48.34938629152618)
37598,94068,C-PE-46797,Public,-71.05514682840843,48.414409155778586,POINT (-71.05514682840843 48.414409155778586)
37599,94068,L-59300,Public,-71.06538888077658,48.31660452105977,POINT (-71.06538888077658 48.31660452105977)
37600,94068,S-SN-58144,Public,-71.25140434503653,48.49741450790441,POINT (-71.25140434503653 48.49741450790441)
37601,94068,J-JE-53016,Public,-71.23891776525736,48.3987688889776,POINT (-71.23891776525736 48.3987688889776)
37602,94068,C-PO-51791,Public,-71.09653336224983,48.427058794482576,POINT (-71.09653336224983 48.427058794482576)
37603,94068,C-PE-46431,Public,-71.097774376391,48.405835766046145,POINT (-71.097774376391 48.405835766046145)
37604,94068,C-PN-48571,Public,-71.05216523315373,48.45685200099984,POINT (-71.05216523315373 48.45685200099984)
37605,94068,J-JE-52891,Public,-71.24630245088053,48.396612323243744,POINT (-71.24630245088053 48.396612323243744)
37606,94068,J-PB-53585,Public,-71.1818419305503,48.43143829687373,POINT (-71.1818419305503 48.43143829687373)
37607,94068,C-PE-58145,Public,-71.04376786826673,48.38856158841188,POINT (-71.04376786826673 48.38856158841188)
37608,94068,J-PB-53396,Public,-71.19539670521101,48.43155540669095,POINT (-71.19539670521101 48.43155540669095)
37609,94068,J-JE-57642,Public,-71.24630813072861,48.394489083394625,POINT (-71.24630813072861 48.394489083394625)
37610,94068,B-BA-31323,Public,-70.89706072195897,48.34218320820832,POINT (-70.89706072195897 48.34218320820832)
37611,94068,C-GS-49799,Public,-70.95712271328634,48.43100229083053,POINT (-70.95712271328634 48.43100229083053)
37612,94068,C-PE-46909,Public,-71.04712399709885,48.39935582540319,POINT (-71.04712399709885 48.39935582540319)
37613,94068,J-JE-52735,Public,-71.25544810159384,48.40077655562415,POINT (-71.25544810159384 48.40077655562415)
37614,94068,C-GN-51232,Public,-71.01942106744139,48.453978024800286,POINT (-71.01942106744139 48.453978024800286)
37615,94068,C-PE-46599,Public,-71.07438150041531,48.41275430765068,POINT (-71.07438150041531 48.41275430765068)
37616,94068,C-GS-45398,Public,-71.07018093344998,48.42949032227782,POINT (-71.07018093344998 48.42949032227782)
37617,94068,B-BA-31616,Public,-70.88389991494785,48.354511478630165,POINT (-70.88389991494785 48.354511478630165)
37618,94068,C-PE-49693,Public,-71.11584564450035,48.38472165290913,POINT (-71.11584564450035 48.38472165290913)
37619,94068,C-PN-48385,Public,-71.09073592378101,48.44971274560112,POINT (-71.09073592378101 48.44971274560112)
37620,94068,B-BA-31322,Public,-70.89073962286747,48.33930897299894,POINT (-70.89073962286747 48.33930897299894)
37621,94068,J-JE-52692,Public,-71.25826443405768,48.411375017830665,POINT (-71.25826443405768 48.411375017830665)
37622,94068,J-JE-53231,Public,-71.22498062525834,48.40883335908822,POINT (-71.22498062525834 48.40883335908822)
37623,94068,C-PE-46376,Public,-71.12463613400158,48.4031702817949,POINT (-71.12463613400158 48.4031702817949)
37624,94068,C-PE-46383,Public,-71.12097472560218,48.39847728695274,POINT (-71.12097472560218 48.39847728695274)
37625,94068,B-BA-44914,Public,-70.88744868126541,48.354620909495466,POINT (-70.88744868126541 48.354620909495466)
37626,94068,C-PE-47010,Public,-71.0237981336718,48.42112166001121,POINT (-71.0237981336718 48.42112166001121)
37627,94068,C-PE-50981,Public,-71.05409886444332,48.40744843831034,POINT (-71.05409886444332 48.40744843831034)
37628,94068,C-PE-58301,Public,-71.13815220658975,48.39573098568079,POINT (-71.13815220658975 48.39573098568079)
37629,94068,J-K-53082,Public,-71.2362069247969,48.43307181452488,POINT (-71.2362069247969 48.43307181452488)
37630,94068,C-PN-48467,Public,-71.07309683548044,48.440996967725596,POINT (-71.07309683548044 48.440996967725596)
37631,94068,J-JO-52556,Public,-71.26509413104111,48.43144129058712,POINT (-71.26509413104111 48.43144129058712)
37632,94068,B-BA-31615,Public,-70.88511855901588,48.35350457940423,POINT (-70.88511855901588 48.35350457940423)
37633,94068,C-PE-46954,Public,-71.04216360668813,48.41417876133696,POINT (-71.04216360668813 48.41417876133696)
37634,94068,J-PB-53882,Public,-71.13832925663482,48.43432463160252,POINT (-71.13832925663482 48.43432463160252)
37635,94068,C-PE-46509,Public,-71.0850783634009,48.396084170028445,POINT (-71.0850783634009 48.396084170028445)
37636,94068,J-JE-52795,Public,-71.25209168024857,48.403854327929174,POINT (-71.25209168024857 48.403854327929174)
37637,94068,J-PH-53283,Public,-71.21581480576187,48.424360011719926,POINT (-71.21581480576187 48.424360011719926)
37638,94068,C-GN-45541,Public,-71.05243807150528,48.438764092433296,POINT (-71.05243807150528 48.438764092433296)
37639,94068,J-JE-61912,Public,-71.24946495653198,48.410901759315244,POINT (-71.24946495653198 48.410901759315244)
37640,94068,C-PN-51311,Public,-71.16747295957009,48.46604428374031,POINT (-71.16747295957009 48.46604428374031)
37641,94068,B-GB-31590,Public,-70.79740324339589,48.33597473660094,POINT (-70.79740324339589 48.33597473660094)
37642,94068,J-JE-57161,Public,-71.26574725402807,48.38813419284518,POINT (-71.26574725402807 48.38813419284518)
37643,94068,C-PO-51862,Public,-71.09345679695512,48.42113424602063,POINT (-71.09345679695512 48.42113424602063)
37644,94068,B-GB-31025,Public,-70.8579533717292,48.31442801677034,POINT (-70.8579533717292 48.31442801677034)
37645,94068,B-BA-31497,Public,-70.89101168360355,48.341649900150024,POINT (-70.89101168360355 48.341649900150024)
37646,94068,J-PH-53333,Public,-71.20371620932127,48.41401780384435,POINT (-71.20371620932127 48.41401780384435)
37647,94068,C-GS-45402,Public,-71.06990148429799,48.428030203324184,POINT (-71.06990148429799 48.428030203324184)
37648,94068,J-JE-53124,Public,-71.23334962746875,48.40492633143923,POINT (-71.23334962746875 48.40492633143923)
37649,94068,PRC-PE-51096,PrivÃ©,-71.0593917769769,48.404657203459166,POINT (-71.0593917769769 48.404657203459166)
37650,94068,J-JE-52955,Public,-71.24255971773988,48.417939397252496,POINT (-71.24255971773988 48.417939397252496)
37651,94068,C-PE-46677,Public,-71.06698706063449,48.40721476704794,POINT (-71.06698706063449 48.40721476704794)
37652,94068,B-PA-30628,Public,-70.89854939823209,48.32292768378046,POINT (-70.89854939823209 48.32292768378046)
37653,94068,J-JO-52474,Public,-71.2690235108115,48.40508394077398,POINT (-71.2690235108115 48.40508394077398)
37654,94068,PRJ-JE-5752,PrivÃ©,-71.21687598661815,48.40464107337244,POINT (-71.21687598661815 48.40464107337244)
37655,94068,C-PE-46446,Public,-71.09371900854556,48.39667847471984,POINT (-71.09371900854556 48.39667847471984)
37656,94068,J-K-53204,Public,-71.22867122365017,48.43119040955984,POINT (-71.22867122365017 48.43119040955984)
37657,94068,C-PN-48437,Public,-71.08019785813266,48.44930317420032,POINT (-71.08019785813266 48.44930317420032)
37658,94068,C-PE-46378,Public,-71.12221065537086,48.398875336370004,POINT (-71.12221065537086 48.398875336370004)
37659,94068,B-BA-31612,Public,-70.88694053861629,48.35389761713286,POINT (-70.88694053861629 48.35389761713286)
37660,94068,C-GS-50155,Public,-71.0209150568892,48.42860415162813,POINT (-71.0209150568892 48.42860415162813)
37661,94068,C-GN-48625,Public,-71.04444625386161,48.44733283707371,POINT (-71.04444625386161 48.44733283707371)
37662,94068,J-PB-57586,Public,-71.17141786291454,48.41564101622828,POINT (-71.17141786291454 48.41564101622828)
37663,94068,J-JE-52792,Public,-71.25236840996355,48.41625974095897,POINT (-71.25236840996355 48.41625974095897)
37664,94068,C-GS-50160,Public,-71.01614408355023,48.430806660095044,POINT (-71.01614408355023 48.430806660095044)
37665,94068,J-JO-52525,Public,-71.26629647483635,48.41593982956038,POINT (-71.26629647483635 48.41593982956038)
37666,94068,C-PE-58043,Public,-71.04960769378863,48.39099547647864,POINT (-71.04960769378863 48.39099547647864)
37667,94068,C-PE-46762,Public,-71.05774983702173,48.3932706093536,POINT (-71.05774983702173 48.3932706093536)
37668,94068,B-GB-31588,Public,-70.80221494594183,48.335566460644365,POINT (-70.80221494594183 48.335566460644365)
37669,94068,C-PE-59443,Public,-71.06893667618692,48.393064377407015,POINT (-71.06893667618692 48.393064377407015)
37670,94068,C-GS-51053,Public,-70.93223111845298,48.425459337506666,POINT (-70.93223111845298 48.425459337506666)
37671,94068,B-BA-31369,Public,-70.88475830617794,48.34329295954146,POINT (-70.88475830617794 48.34329295954146)
37672,94068,J-JE-52751,Public,-71.25424444651654,48.398880433156506,POINT (-71.25424444651654 48.398880433156506)
37673,94068,J-K-59391,Public,-71.23570277341213,48.42745250289804,POINT (-71.23570277341213 48.42745250289804)
37674,94068,C-GS-45467,Public,-71.06128347472465,48.42991180725464,POINT (-71.06128347472465 48.42991180725464)
37675,94068,B-GB-31006,Public,-70.85357942420625,48.31203564696644,POINT (-70.85357942420625 48.31203564696644)
37676,94068,C-GS-51826,Public,-71.07228544339681,48.42528423537822,POINT (-71.07228544339681 48.42528423537822)
37677,94068,C-PE-47019,Public,-71.02278436411704,48.4250386023482,POINT (-71.02278436411704 48.4250386023482)
37678,94068,C-PN-58340,Public,-71.10826654518267,48.462424141469235,POINT (-71.10826654518267 48.462424141469235)
37679,94068,C-PN-48404,Public,-71.08571824069493,48.44919426567649,POINT (-71.08571824069493 48.44919426567649)
37680,94068,J-JO-52576,Public,-71.26356850571635,48.42837865614499,POINT (-71.26356850571635 48.42837865614499)
37681,94068,B-BA-31256,Public,-70.88227394608506,48.338125389559444,POINT (-70.88227394608506 48.338125389559444)
37682,94068,B-PA-30846,Public,-70.902475949033,48.32717357075755,POINT (-70.902475949033 48.32717357075755)
37683,94068,J-PH-53590,Public,-71.18131623141825,48.40632476395981,POINT (-71.18131623141825 48.40632476395981)
37684,94068,C-PE-49709,Public,-71.08895947250251,48.37749450054878,POINT (-71.08895947250251 48.37749450054878)
37685,94068,C-PE-46862,Public,-71.04965941922252,48.40675471680652,POINT (-71.04965941922252 48.40675471680652)
37686,94068,C-PE-46504,Public,-71.08592579004299,48.4061125668044,POINT (-71.08592579004299 48.4061125668044)
37687,94068,C-PE-46748,Public,-71.05821794306189,48.40249537362188,POINT (-71.05821794306189 48.40249537362188)
37688,94068,C-GN-48617,Public,-71.04536487155636,48.4453003777647,POINT (-71.04536487155636 48.4453003777647)
37689,94068,J-K-53145,Public,-71.23259123873409,48.4338271730161,POINT (-71.23259123873409 48.4338271730161)
37690,94068,J-PH-53258,Public,-71.2215857610725,48.42539972777016,POINT (-71.2215857610725 48.42539972777016)
37691,94068,J-JE-57443,Public,-71.25924448275975,48.40632520437048,POINT (-71.25924448275975 48.40632520437048)
37692,94068,C-PE-46632,Public,-71.07159353799038,48.39464097417611,POINT (-71.07159353799038 48.39464097417611)
37693,94068,B-BA-31511,Public,-70.89022115292923,48.34324586697494,POINT (-70.89022115292923 48.34324586697494)
37694,94068,C-GN-51748,Public,-71.0536332466958,48.44116744025614,POINT (-71.0536332466958 48.44116744025614)
37695,94068,C-PE-5808,Public,-71.06374128030899,48.39618979488992,POINT (-71.06374128030899 48.39618979488992)
37696,94068,C-PE-61009,Public,-71.15756151099961,48.357886797331545,POINT (-71.15756151099961 48.357886797331545)
37697,94068,C-PE-46876,Public,-71.04896917379634,48.40247691564805,POINT (-71.04896917379634 48.40247691564805)
37698,94068,C-PE-50967,Public,-71.05521658204292,48.41554204874576,POINT (-71.05521658204292 48.41554204874576)
37699,94068,LK-35779,Public,-71.41858265975695,48.33650031204768,POINT (-71.41858265975695 48.33650031204768)
37700,94068,J-JE-53089,Public,-71.23562760740373,48.42083976254536,POINT (-71.23562760740373 48.42083976254536)
37701,94068,C-PN-48439,Public,-71.07889425617937,48.444041147498304,POINT (-71.07889425617937 48.444041147498304)
37702,94068,L-38671,Public,-71.13888586290467,48.31770160839802,POINT (-71.13888586290467 48.31770160839802)
37703,94068,J-JO-57210,Public,-71.26326112484296,48.411587065140715,POINT (-71.26326112484296 48.411587065140715)
37704,94068,C-PE-58816,Public,-71.06430251117357,48.3940477503981,POINT (-71.06430251117357 48.3940477503981)
37705,94068,PRJ-PH-57894,PrivÃ©,-71.18071878294276,48.41469615062922,POINT (-71.18071878294276 48.41469615062922)
37706,94068,S-SN-58074,Public,-71.25602195662829,48.49865005849422,POINT (-71.25602195662829 48.49865005849422)
37707,94068,J-JO-52595,Public,-71.26260676711128,48.427099714389506,POINT (-71.26260676711128 48.427099714389506)
37708,94068,C-GN-45466,Public,-71.06161539763097,48.43865635319725,POINT (-71.06161539763097 48.43865635319725)
37709,94068,C-PN-50453,Public,-71.0599630963973,48.45563613323963,POINT (-71.0599630963973 48.45563613323963)
37710,94068,PRC-PN-58605,PrivÃ©,-71.08104922182193,48.44719737860067,POINT (-71.08104922182193 48.44719737860067)
37711,94068,J-PB-57588,Public,-71.18313498427932,48.42711994696715,POINT (-71.18313498427932 48.42711994696715)
37712,94068,PRC-PE-5012,PrivÃ©,-71.05356810017072,48.42419760414305,POINT (-71.05356810017072 48.42419760414305)
37713,94068,J-K-53213,Public,-71.2276319308419,48.43422810799682,POINT (-71.2276319308419 48.43422810799682)
37714,94068,C-PE-50298,Public,-71.05185552253084,48.4042394038953,POINT (-71.05185552253084 48.4042394038953)
37715,94068,C-GS-50477,Public,-71.07168575410604,48.42452723404638,POINT (-71.07168575410604 48.42452723404638)
37716,94068,J-JO-57413,Public,-71.26721499799534,48.418862311058746,POINT (-71.26721499799534 48.418862311058746)
37717,94068,J-JE-61744,Public,-71.22842714223923,48.4151899933448,POINT (-71.22842714223923 48.4151899933448)
37718,94068,C-GS-45537,Public,-71.05278770216471,48.43031268741691,POINT (-71.05278770216471 48.43031268741691)
37719,94068,C-PE-51043,Public,-71.1187799283752,48.397603210185736,POINT (-71.1187799283752 48.397603210185736)
37720,94068,C-PE-51079,Public,-71.10594840055373,48.348996195869496,POINT (-71.10594840055373 48.348996195869496)
37721,94068,C-PE-51092,Public,-71.04532949988933,48.422420180910926,POINT (-71.04532949988933 48.422420180910926)
37722,94068,J-PB-57430,Public,-71.18278360405593,48.425423265951906,POINT (-71.18278360405593 48.425423265951906)
37723,94068,J-PH-56957,Public,-71.20352134556005,48.40940196648995,POINT (-71.20352134556005 48.40940196648995)
37724,94068,J-PB-53588,Public,-71.18147947687106,48.42637571542818,POINT (-71.18147947687106 48.42637571542818)
37725,94068,C-GS-45519,Public,-71.05516695983471,48.42986952797835,POINT (-71.05516695983471 48.42986952797835)
37726,94068,C-PE-51086,Public,-71.0626246695223,48.40345424532303,POINT (-71.0626246695223 48.40345424532303)
37727,94068,PRC-PN-4839,PrivÃ©,-71.08660197710047,48.444202679282526,POINT (-71.08660197710047 48.444202679282526)
37728,94068,L-38664,Public,-71.1114598427658,48.340670062244186,POINT (-71.1114598427658 48.340670062244186)
37729,94068,PRC-PE-5110,PrivÃ©,-71.14139039261552,48.39839676804004,POINT (-71.14139039261552 48.39839676804004)
37730,94068,J-K-60467,Public,-71.22424040354453,48.42090867104601,POINT (-71.22424040354453 48.42090867104601)
37731,94068,PRJ-PH-59565,PrivÃ©,-71.12954248033735,48.40971197556151,POINT (-71.12954248033735 48.40971197556151)
37732,94068,C-GS-05565,Public,-71.06224207169939,48.43055099819269,POINT (-71.06224207169939 48.43055099819269)
37733,94068,PRJ-JE-5989,PrivÃ©,-71.22798500817177,48.4138034105023,POINT (-71.22798500817177 48.4138034105023)
37734,94068,PRJ-JE-59898,PrivÃ©,-71.2248041338501,48.4148930486508,POINT (-71.2248041338501 48.4148930486508)
37735,94068,C-GS-58330,Public,-71.06123511930818,48.429165552431535,POINT (-71.06123511930818 48.429165552431535)
37736,94068,B-BA-44750,Public,-70.98835248705365,48.341924142117975,POINT (-70.98835248705365 48.341924142117975)
37737,94068,B-GB-31609,Public,-70.7466794361749,48.351441445363456,POINT (-70.7466794361749 48.351441445363456)
37738,94068,C-PE-49701,Public,-71.11026218789418,48.38570881002577,POINT (-71.11026218789418 48.38570881002577)
37739,94068,J-JE-52969,Public,-71.24188140911276,48.41927343360196,POINT (-71.24188140911276 48.41927343360196)
37740,94068,B-BA-31195,Public,-70.8855097068393,48.34940202407893,POINT (-70.8855097068393 48.34940202407893)
37741,94068,C-GS-50394,Public,-71.0276978901951,48.4281235539212,POINT (-71.0276978901951 48.4281235539212)
37742,94068,C-GN-48590,Public,-71.04878460437268,48.445185188679986,POINT (-71.04878460437268 48.445185188679986)
37743,94068,C-PN-48567,Public,-71.05320191420073,48.45464803319144,POINT (-71.05320191420073 48.45464803319144)
37744,94068,C-PO-49339,Public,-71.09514027386038,48.42165619032516,POINT (-71.09514027386038 48.42165619032516)
37745,94068,J-JO-52363,Public,-71.3001716834982,48.43939922258545,POINT (-71.3001716834982 48.43939922258545)
37746,94068,C-PE-50138,Public,-71.06019326802917,48.391576155630084,POINT (-71.06019326802917 48.391576155630084)
37747,94068,C-PE-46578,Public,-71.07571057714077,48.39861824334458,POINT (-71.07571057714077 48.39861824334458)
37748,94068,C-GS-50170,Public,-71.06634930932269,48.42330599253814,POINT (-71.06634930932269 48.42330599253814)
37749,94068,C-PN-48343,Public,-71.1037284179908,48.445413716038786,POINT (-71.1037284179908 48.445413716038786)
37750,94068,C-PE-49658,Public,-71.13473227800448,48.37612214659665,POINT (-71.13473227800448 48.37612214659665)
37751,94068,C-PN-48336,Public,-71.10568638014655,48.45403751453393,POINT (-71.10568638014655 48.45403751453393)
37752,94068,J-PH-53436,Public,-71.1923523661117,48.40784631256949,POINT (-71.1923523661117 48.40784631256949)
37753,94068,B-PA-30632,Public,-70.89705183724081,48.3199643010684,POINT (-70.89705183724081 48.3199643010684)
37754,94068,J-PH-57606,Public,-71.16330554300718,48.403809084673036,POINT (-71.16330554300718 48.403809084673036)
37755,94068,J-JE-57731,Public,-71.24501054204109,48.39543079592053,POINT (-71.24501054204109 48.39543079592053)
37756,94068,C-PE-51557,Public,-71.10185421082909,48.40730271944681,POINT (-71.10185421082909 48.40730271944681)
37757,94068,J-PH-53617,Public,-71.17046048893577,48.39954712335284,POINT (-71.17046048893577 48.39954712335284)
37758,94068,S-SS-39416,Public,-71.27339424731434,48.46938349656945,POINT (-71.27339424731434 48.46938349656945)
37759,94068,L-57995,Public,-71.12082932670936,48.31328016935853,POINT (-71.12082932670936 48.31328016935853)
37760,94068,L-38715,Public,-71.0554413041972,48.320330920910685,POINT (-71.0554413041972 48.320330920910685)
37761,94068,C-PE-62032,Public,-71.11904232703043,48.38715912379507,POINT (-71.11904232703043 48.38715912379507)
37762,94068,C-PE-46743,Public,-71.05893452803178,48.403681968238836,POINT (-71.05893452803178 48.403681968238836)
37763,94068,C-PE-51556,Public,-71.10188258769035,48.40651362554609,POINT (-71.10188258769035 48.40651362554609)
37764,94068,J-PH-53610,Public,-71.17990192578334,48.40861470801304,POINT (-71.17990192578334 48.40861470801304)
37765,94068,J-JO-52444,Public,-71.2710579298561,48.41989826610246,POINT (-71.2710579298561 48.41989826610246)
37766,94068,J-PH-53713,Public,-71.17124453397234,48.407728553138384,POINT (-71.17124453397234 48.407728553138384)
37767,94068,C-PE-46582,Public,-71.07593837357825,48.40869927247056,POINT (-71.07593837357825 48.40869927247056)
37768,94068,B-BA-31910,Public,-70.99283092788635,48.36285200331982,POINT (-70.99283092788635 48.36285200331982)
37769,94068,C-PE-46422,Public,-71.09959137825454,48.40772402598725,POINT (-71.09959137825454 48.40772402598725)
37770,94068,C-GN-51680,Public,-71.04387411444301,48.44183635072162,POINT (-71.04387411444301 48.44183635072162)
37771,94068,C-GS-45376,Public,-71.07433619874244,48.42526052715037,POINT (-71.07433619874244 48.42526052715037)
37772,94068,B-BA-31741,Public,-70.95699421213958,48.378685462668,POINT (-70.95699421213958 48.378685462668)
37773,94068,C-PE-46724,Public,-71.06068436970172,48.40807758766536,POINT (-71.06068436970172 48.40807758766536)
37774,94068,C-PE-51109,Public,-71.05950369962757,48.393382792190025,POINT (-71.05950369962757 48.393382792190025)
37775,94068,J-PB-53789,Public,-71.16151350831935,48.434643653368845,POINT (-71.16151350831935 48.434643653368845)
37776,94068,L-36446,Public,-71.07293349871688,48.33910558088687,POINT (-71.07293349871688 48.33910558088687)
37777,94068,C-PE-46412,Public,-71.10785659899884,48.39456752822159,POINT (-71.10785659899884 48.39456752822159)
37778,94068,B-BA-58884,Public,-70.89216215730909,48.352214614038466,POINT (-70.89216215730909 48.352214614038466)
37779,94068,C-PE-49707,Public,-71.09001755657182,48.376540936745485,POINT (-71.09001755657182 48.376540936745485)
37780,94068,J-JE-52718,Public,-71.25704919881362,48.40603819275763,POINT (-71.25704919881362 48.40603819275763)
37781,94068,J-JE-53264,Public,-71.22035890280827,48.410510524463575,POINT (-71.22035890280827 48.410510524463575)
37782,94068,J-PH-59010,Public,-71.17570330121795,48.40287586557588,POINT (-71.17570330121795 48.40287586557588)
37783,94068,C-GN-61917,Public,-71.04922168252781,48.442767987991076,POINT (-71.04922168252781 48.442767987991076)
37784,94068,C-PO-49388,Public,-71.08088167138769,48.42565065319553,POINT (-71.08088167138769 48.42565065319553)
37785,94068,J-JE-28396,Public,-71.22330770481975,48.41410146667862,POINT (-71.22330770481975 48.41410146667862)
37786,94068,C-PO-49309,Public,-71.10282696308445,48.415064129491746,POINT (-71.10282696308445 48.415064129491746)
37787,94068,S-SS-39674,Public,-71.29858417352276,48.47464500887837,POINT (-71.29858417352276 48.47464500887837)
37788,94068,J-PH-58191,Public,-71.2204501825028,48.42115011743324,POINT (-71.2204501825028 48.42115011743324)
37789,94068,C-GN-48603,Public,-71.04744605280928,48.441503370323616,POINT (-71.04744605280928 48.441503370323616)
37790,94068,C-GN-50070,Public,-71.06985720702738,48.43770331896639,POINT (-71.06985720702738 48.43770331896639)
37791,94068,C-GS-45630,Public,-71.01802471615072,48.43038898908348,POINT (-71.01802471615072 48.43038898908348)
37792,94068,C-PE-46532,Public,-71.08103812343856,48.39586180860661,POINT (-71.08103812343856 48.39586180860661)
37793,94068,C-PN-57976,Public,-71.11115970061924,48.457167482139496,POINT (-71.11115970061924 48.457167482139496)
37794,94068,C-PE-49645,Public,-71.14374774901964,48.36887894682063,POINT (-71.14374774901964 48.36887894682063)
37795,94068,C-GS-50156,Public,-71.02390645984414,48.4289143500298,POINT (-71.02390645984414 48.4289143500298)
