ï»¿OBJECTID,NOM,NO_TUILE,URL_TIFF,TAILLE_TIFF_Go,SHAPE.STArea(),SHAPE.STLength()
204,2021-1257,1257,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1257.tif,"1,74",1000000,4000
205,2021-1157,1157,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1157.tif,"1,74",1000000,4000
206,2021-1057,1057,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1057.tif,"1,74",1000000,4000
207,2021-0957,0957,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0957.tif,"1,74",1000000,4000
208,2021-0857,0857,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0857.tif,"1,74",1000000,4000
209,2021-0757,0757,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0757.tif,"1,74",1000000,4000
210,2021-0856,0856,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0856.tif,"1,74",1000000,4000
211,2021-0956,0956,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0956.tif,"1,74",1000000,4000
212,2021-1056,1056,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1056.tif,"1,74",1000000,4000
213,2021-1156,1156,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1156.tif,"1,74",1000000,4000
214,2021-1256,1256,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1256.tif,"1,74",1000000,4000
215,2021-1356,1356,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1356.tif,"1,74",1000000,4000
216,2021-1456,1456,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1456.tif,"1,74",1000000,4000
217,2021-1556,1556,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1556.tif,"1,74",1000000,4000
218,2021-1656,1656,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1656.tif,"1,74",1000000,4000
219,2021-1756,1756,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1756.tif,"1,74",1000000,4000
220,2021-1856,1856,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1856.tif,"1,74",1000000,4000
221,2021-1755,1755,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1755.tif,"1,74",1000000,4000
222,2021-1655,1655,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1655.tif,"1,74",1000000,4000
223,2021-1555,1555,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1555.tif,"1,74",1000000,4000
224,2021-1455,1455,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1455.tif,"1,74",1000000,4000
225,2021-1355,1355,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1355.tif,"1,74",1000000,4000
226,2021-1255,1255,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1255.tif,"1,74",1000000,4000
227,2021-1155,1155,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1155.tif,"1,74",1000000,4000
228,2021-1055,1055,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1055.tif,"1,74",1000000,4000
229,2021-0955,0955,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0955.tif,"1,74",1000000,4000
230,2021-1054,1054,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1054.tif,"1,74",1000000,4000
231,2021-1154,1154,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1154.tif,"1,74",1000000,4000
232,2021-1254,1254,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1254.tif,"1,74",1000000,4000
233,2021-1354,1354,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1354.tif,"1,74",1000000,4000
234,2021-1454,1454,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1454.tif,"1,74",1000000,4000
235,2021-1554,1554,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1554.tif,"1,74",1000000,4000
236,2021-1654,1654,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1654.tif,"1,74",1000000,4000
237,2021-1453,1453,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1453.tif,"1,74",1000000,4000
238,2021-1353,1353,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1353.tif,"1,74",1000000,4000
239,2021-1253,1253,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1253.tif,"1,74",1000000,4000
240,2021-1153,1153,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1153.tif,"1,74",1000000,4000
241,2021-1252,1252,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1252.tif,"1,74",1000000,4000
242,2021-1352,1352,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1352.tif,"1,74",1000000,4000
243,2021-1452,1452,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1452.tif,"1,74",1000000,4000
244,2021-1461,1461,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1461.tif,"1,74",1000000,4000
245,2021-1561,1561,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1561.tif,"1,74",1000000,4000
246,2021-1661,1661,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1661.tif,"1,74",1000000,4000
247,2021-1761,1761,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1761.tif,"1,74",1000000,4000
248,2021-1861,1861,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1861.tif,"1,74",1000000,4000
249,2021-1961,1961,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1961.tif,"1,74",1000000,4000
250,2021-2061,2061,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2061.tif,"1,74",1000000,4000
251,2021-2161,2161,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2161.tif,"1,74",1000000,4000
252,2021-2261,2261,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2261.tif,"1,74",1000000,4000
253,2021-2361,2361,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2361.tif,"1,74",1000000,4000
254,2021-2461,2461,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2461.tif,"1,74",1000000,4000
255,2021-2561,2561,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2561.tif,"1,74",1000000,4000
256,2021-2661,2661,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2661.tif,"1,74",1000000,4000
257,2021-2761,2761,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2761.tif,"1,74",1000000,4000
258,2021-1562,1562,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1562.tif,"1,74",1000000,4000
259,2021-1662,1662,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1662.tif,"1,74",1000000,4000
260,2021-1762,1762,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1762.tif,"1,74",1000000,4000
261,2021-1862,1862,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1862.tif,"1,74",1000000,4000
262,2021-1962,1962,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1962.tif,"1,74",1000000,4000
263,2021-2062,2062,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2062.tif,"1,74",1000000,4000
264,2021-2162,2162,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2162.tif,"1,74",1000000,4000
265,2021-2262,2262,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2262.tif,"1,74",1000000,4000
266,2021-2362,2362,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2362.tif,"1,74",1000000,4000
267,2021-2462,2462,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2462.tif,"1,74",1000000,4000
268,2021-2562,2562,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2562.tif,"1,74",1000000,4000
269,2021-2662,2662,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2662.tif,"1,74",1000000,4000
270,2021-2762,2762,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2762.tif,"1,74",1000000,4000
271,2021-1863,1863,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1863.tif,"1,74",1000000,4000
272,2021-1963,1963,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1963.tif,"1,74",1000000,4000
273,2021-2063,2063,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2063.tif,"1,74",1000000,4000
274,2021-2163,2163,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2163.tif,"1,74",1000000,4000
275,2021-2263,2263,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2263.tif,"1,74",1000000,4000
276,2021-2363,2363,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2363.tif,"1,74",1000000,4000
277,2021-2463,2463,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2463.tif,"1,74",1000000,4000
278,2021-2563,2563,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2563.tif,"1,74",1000000,4000
279,2021-2663,2663,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2663.tif,"1,74",1000000,4000
280,2021-2763,2763,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2763.tif,"1,74",1000000,4000
281,2021-2064,2064,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2064.tif,"1,74",1000000,4000
282,2021-2164,2164,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2164.tif,"1,74",1000000,4000
283,2021-2264,2264,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2264.tif,"1,74",1000000,4000
284,2021-2364,2364,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2364.tif,"1,74",1000000,4000
285,2021-2464,2464,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2464.tif,"1,74",1000000,4000
286,2021-2564,2564,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2564.tif,"1,74",1000000,4000
287,2021-2664,2664,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2664.tif,"1,74",1000000,4000
288,2021-2764,2764,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2764.tif,"1,74",1000000,4000
289,2021-2165,2165,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2165.tif,"1,74",1000000,4000
290,2021-2265,2265,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2265.tif,"1,74",1000000,4000
291,2021-2365,2365,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2365.tif,"1,74",1000000,4000
292,2021-2465,2465,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2465.tif,"1,74",1000000,4000
293,2021-2565,2565,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2565.tif,"1,74",1000000,4000
294,2021-2665,2665,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2665.tif,"1,74",1000000,4000
295,2021-2765,2765,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2765.tif,"1,74",1000000,4000
296,2021-2366,2366,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2366.tif,"1,74",1000000,4000
297,2021-2466,2466,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2466.tif,"1,74",1000000,4000
298,2021-2566,2566,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2566.tif,"1,74",1000000,4000
299,2021-2666,2666,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2666.tif,"1,74",1000000,4000
300,2021-2766,2766,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2766.tif,"1,74",1000000,4000
301,2021-2367,2367,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2367.tif,"1,74",1000000,4000
302,2021-2467,2467,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2467.tif,"1,74",1000000,4000
303,2021-2567,2567,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2567.tif,"1,74",1000000,4000
304,2021-2667,2667,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2667.tif,"1,74",1000000,4000
305,2021-2767,2767,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2767.tif,"1,74",1000000,4000
306,2021-2468,2468,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2468.tif,"1,74",1000000,4000
307,2021-2568,2568,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2568.tif,"1,74",1000000,4000
308,2021-2668,2668,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2668.tif,"1,74",1000000,4000
309,2021-2768,2768,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2768.tif,"1,74",1000000,4000
310,2021-2368,2368,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2368.tif,"1,74",1000000,4000
311,2021-2369,2369,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2369.tif,"1,74",1000000,4000
312,2021-2469,2469,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2469.tif,"1,74",1000000,4000
313,2021-2569,2569,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2569.tif,"1,74",1000000,4000
314,2021-2370,2370,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2370.tif,"1,74",1000000,4000
315,2021-2470,2470,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2470.tif,"1,74",1000000,4000
316,2021-2570,2570,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2570.tif,"1,74",1000000,4000
317,2021-2670,2670,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2670.tif,"1,74",1000000,4000
318,2021-2571,2571,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2571.tif,"1,74",1000000,4000
319,2021-2671,2671,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2671.tif,"1,74",1000000,4000
320,2021-2771,2771,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2771.tif,"1,74",1000000,4000
321,2021-2672,2672,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2672.tif,"1,74",1000000,4000
322,2021-2772,2772,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2772.tif,"1,74",1000000,4000
323,2021-0361,0361,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0361.tif,"1,74",1000000,4000
324,2021-0261,0261,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0261.tif,"1,74",1000000,4000
325,2021-0161,0161,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0161.tif,"1,74",1000000,4000
326,2021-0462,0462,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0462.tif,"1,74",1000000,4000
327,2021-0562,0562,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0562.tif,"1,74",1000000,4000
328,2021-0362,0362,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0362.tif,"1,74",1000000,4000
329,2021-0262,0262,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0262.tif,"1,74",1000000,4000
330,2021-0162,0162,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0162.tif,"1,74",1000000,4000
331,2021-0263,0263,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0263.tif,"1,74",1000000,4000
332,2021-0363,0363,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0363.tif,"1,74",1000000,4000
333,2021-0463,0463,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0463.tif,"1,74",1000000,4000
334,2021-0563,0563,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0563.tif,"1,74",1000000,4000
335,2021-0564,0564,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0564.tif,"1,74",1000000,4000
336,2021-0464,0464,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0464.tif,"1,74",1000000,4000
337,2021-0364,0364,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0364.tif,"1,74",1000000,4000
338,2021-0264,0264,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0264.tif,"1,74",1000000,4000
339,2021-0164,0164,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0164.tif,"1,74",1000000,4000
340,2021-0064,0064,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0064.tif,"1,74",1000000,4000
341,2021-0165,0165,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0165.tif,"1,74",1000000,4000
342,2021-0265,0265,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0265.tif,"1,74",1000000,4000
343,2021-0565,0565,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0565.tif,"1,74",1000000,4000
344,2021-2861,2861,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2861.tif,"1,74",1000000,4000
345,2021-2961,2961,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2961.tif,"1,74",1000000,4000
346,2021-3061,3061,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3061.tif,"1,74",1000000,4000
347,2021-3161,3161,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3161.tif,"1,74",1000000,4000
348,2021-3261,3261,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3261.tif,"1,74",1000000,4000
349,2021-3361,3361,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3361.tif,"1,74",1000000,4000
350,2021-3461,3461,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3461.tif,"1,74",1000000,4000
351,2021-3561,3561,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3561.tif,"1,74",1000000,4000
352,2021-2862,2862,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2862.tif,"1,74",1000000,4000
353,2021-2962,2962,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2962.tif,"1,74",1000000,4000
354,2021-3062,3062,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3062.tif,"1,74",1000000,4000
355,2021-3162,3162,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3162.tif,"1,74",1000000,4000
356,2021-3262,3262,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3262.tif,"1,74",1000000,4000
357,2021-3362,3362,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3362.tif,"1,74",1000000,4000
358,2021-3462,3462,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3462.tif,"1,74",1000000,4000
359,2021-3562,3562,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3562.tif,"1,74",1000000,4000
360,2021-2863,2863,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2863.tif,"1,74",1000000,4000
361,2021-2963,2963,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2963.tif,"1,74",1000000,4000
362,2021-3063,3063,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3063.tif,"1,74",1000000,4000
363,2021-3163,3163,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3163.tif,"1,74",1000000,4000
364,2021-3263,3263,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3263.tif,"1,74",1000000,4000
365,2021-3363,3363,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3363.tif,"1,74",1000000,4000
366,2021-3463,3463,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3463.tif,"1,74",1000000,4000
367,2021-3563,3563,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3563.tif,"1,74",1000000,4000
368,2021-2864,2864,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2864.tif,"1,74",1000000,4000
369,2021-2964,2964,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2964.tif,"1,74",1000000,4000
370,2021-3064,3064,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3064.tif,"1,74",1000000,4000
371,2021-3164,3164,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3164.tif,"1,74",1000000,4000
372,2021-3264,3264,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3264.tif,"1,74",1000000,4000
373,2021-3364,3364,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3364.tif,"1,74",1000000,4000
374,2021-3464,3464,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3464.tif,"1,74",1000000,4000
375,2021-3564,3564,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3564.tif,"1,74",1000000,4000
376,2021-2865,2865,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2865.tif,"1,74",1000000,4000
377,2021-2965,2965,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2965.tif,"1,74",1000000,4000
378,2021-3065,3065,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3065.tif,"1,74",1000000,4000
379,2021-3165,3165,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3165.tif,"1,74",1000000,4000
380,2021-3265,3265,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3265.tif,"1,74",1000000,4000
381,2021-3365,3365,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3365.tif,"1,74",1000000,4000
382,2021-3465,3465,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3465.tif,"1,74",1000000,4000
383,2021-3565,3565,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3565.tif,"1,74",1000000,4000
384,2021-3664,3664,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3664.tif,"1,74",1000000,4000
385,2021-3764,3764,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3764.tif,"1,74",1000000,4000
386,2021-3864,3864,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3864.tif,"1,74",1000000,4000
387,2021-3661,3661,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3661.tif,"1,74",1000000,4000
388,2021-3761,3761,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3761.tif,"1,74",1000000,4000
389,2021-3861,3861,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3861.tif,"1,74",1000000,4000
390,2021-3961,3961,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3961.tif,"1,74",1000000,4000
391,2021-3662,3662,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3662.tif,"1,74",1000000,4000
392,2021-3762,3762,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3762.tif,"1,74",1000000,4000
393,2021-3862,3862,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3862.tif,"1,74",1000000,4000
394,2021-3962,3962,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3962.tif,"1,74",1000000,4000
395,2021-3663,3663,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3663.tif,"1,74",1000000,4000
396,2021-3763,3763,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3763.tif,"1,74",1000000,4000
397,2021-3863,3863,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3863.tif,"1,74",1000000,4000
398,2021-3963,3963,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3963.tif,"1,74",1000000,4000
399,2021-4061,4061,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-4061.tif,"1,74",1000000,4000
400,2021-4161,4161,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-4161.tif,"1,74",1000000,4000
401,2021-4062,4062,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-4062.tif,"1,74",1000000,4000
402,2021-2866,2866,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2866.tif,"1,74",1000000,4000
403,2021-2966,2966,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2966.tif,"1,74",1000000,4000
404,2021-3066,3066,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3066.tif,"1,74",1000000,4000
405,2021-3166,3166,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3166.tif,"1,74",1000000,4000
406,2021-3266,3266,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3266.tif,"1,74",1000000,4000
407,2021-3366,3366,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3366.tif,"1,74",1000000,4000
