ï»¿OBJECTID,NOM,NO_TUILE,URL_ECW,TAILLE_ECW_Mo,SHAPE.STArea(),SHAPE.STLength()
193,2021-1858,1858,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1858.ecw,377.5210828781128,1000000,4000
194,2021-1958,1958,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1958.ecw,390.40796279907227,1000000,4000
195,2021-2058,2058,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2058.ecw,311.7191801071167,1000000,4000
196,2021-2158,2158,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2158.ecw,152.9030055999756,1000000,4000
197,2021-1957,1957,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1957.ecw,211.016845703125,1000000,4000
198,2021-1857,1857,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1857.ecw,449.30968952178955,1000000,4000
199,2021-1757,1757,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1757.ecw,387.40379905700684,1000000,4000
200,2021-1657,1657,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1657.ecw,364.07624530792236,1000000,4000
201,2021-1557,1557,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1557.ecw,373.73490715026855,1000000,4000
202,2021-1457,1457,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1457.ecw,402.42334175109863,1000000,4000
203,2021-1357,1357,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1357.ecw,374.56383323669434,1000000,4000
204,2021-1257,1257,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1257.ecw,361.5606632232666,1000000,4000
205,2021-1157,1157,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1157.ecw,381.5406484603882,1000000,4000
206,2021-1057,1057,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1057.ecw,412.6026220321655,1000000,4000
207,2021-0957,0957,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0957.ecw,435.4558563232422,1000000,4000
208,2021-0857,0857,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0857.ecw,332.63099575042725,1000000,4000
209,2021-0757,0757,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0757.ecw,53.1026086807251,1000000,4000
210,2021-0856,0856,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0856.ecw,63.574496269226074,1000000,4000
211,2021-0956,0956,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0956.ecw,340.81232738494873,1000000,4000
212,2021-1056,1056,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1056.ecw,374.8722448348999,1000000,4000
213,2021-1156,1156,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1156.ecw,371.343300819397,1000000,4000
214,2021-1256,1256,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1256.ecw,380.0473794937134,1000000,4000
215,2021-1356,1356,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1356.ecw,373.5864477157593,1000000,4000
216,2021-1456,1456,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1456.ecw,379.75160121917725,1000000,4000
217,2021-1556,1556,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1556.ecw,382.4142532348633,1000000,4000
218,2021-1656,1656,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1656.ecw,411.5521306991577,1000000,4000
219,2021-1756,1756,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1756.ecw,399.5329284667969,1000000,4000
220,2021-1856,1856,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1856.ecw,281.76148414611816,1000000,4000
221,2021-1755,1755,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1755.ecw,157.92744255065918,1000000,4000
222,2021-1655,1655,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1655.ecw,396.38537788391113,1000000,4000
223,2021-1555,1555,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1555.ecw,389.7118225097656,1000000,4000
224,2021-1455,1455,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1455.ecw,374.62564277648926,1000000,4000
225,2021-1355,1355,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1355.ecw,404.9392423629761,1000000,4000
226,2021-1255,1255,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1255.ecw,384.1733922958374,1000000,4000
227,2021-1155,1155,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1155.ecw,395.3901481628418,1000000,4000
228,2021-1055,1055,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1055.ecw,312.0812454223633,1000000,4000
229,2021-0955,0955,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0955.ecw,38.86121845245361,1000000,4000
230,2021-1054,1054,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1054.ecw,29.415483474731445,1000000,4000
231,2021-1154,1154,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1154.ecw,285.19983291625977,1000000,4000
232,2021-1254,1254,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1254.ecw,388.97715950012207,1000000,4000
233,2021-1354,1354,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1354.ecw,366.8441390991211,1000000,4000
234,2021-1454,1454,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1454.ecw,404.9296989440918,1000000,4000
235,2021-1554,1554,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1554.ecw,323.67577171325684,1000000,4000
236,2021-1654,1654,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1654.ecw,66.33852195739746,1000000,4000
237,2021-1453,1453,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1453.ecw,237.16120624542236,1000000,4000
238,2021-1353,1353,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1353.ecw,392.04767513275146,1000000,4000
239,2021-1253,1253,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1253.ecw,327.4961223602295,1000000,4000
240,2021-1153,1153,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1153.ecw,27.677420616149902,1000000,4000
241,2021-1252,1252,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1252.ecw,25.358810424804688,1000000,4000
242,2021-1352,1352,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1352.ecw,206.0302038192749,1000000,4000
243,2021-1452,1452,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1452.ecw,33.932372093200684,1000000,4000
244,2021-1461,1461,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1461.ecw,87.12086963653564,1000000,4000
245,2021-1561,1561,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1561.ecw,317.7771043777466,1000000,4000
246,2021-1661,1661,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1661.ecw,402.7762928009033,1000000,4000
247,2021-1761,1761,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1761.ecw,371.89589405059814,1000000,4000
248,2021-1861,1861,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1861.ecw,368.3050889968872,1000000,4000
249,2021-1961,1961,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1961.ecw,384.11627769470215,1000000,4000
250,2021-2061,2061,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2061.ecw,397.68122482299805,1000000,4000
251,2021-2161,2161,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2161.ecw,399.4728527069092,1000000,4000
252,2021-2261,2261,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2261.ecw,403.70053005218506,1000000,4000
253,2021-2361,2361,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2361.ecw,409.0459909439087,1000000,4000
254,2021-2461,2461,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2461.ecw,404.381667137146,1000000,4000
255,2021-2561,2561,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2561.ecw,413.39537525177,1000000,4000
256,2021-2661,2661,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2661.ecw,461.9690103530884,1000000,4000
257,2021-2761,2761,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2761.ecw,443.2969160079956,1000000,4000
258,2021-1562,1562,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1562.ecw,6.868486404418945,1000000,4000
259,2021-1662,1662,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1662.ecw,146.13379955291748,1000000,4000
260,2021-1762,1762,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1762.ecw,326.9794864654541,1000000,4000
261,2021-1862,1862,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1862.ecw,297.174352645874,1000000,4000
262,2021-1962,1962,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1962.ecw,374.6763000488281,1000000,4000
263,2021-2062,2062,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2062.ecw,372.3774871826172,1000000,4000
264,2021-2162,2162,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2162.ecw,397.4547185897827,1000000,4000
265,2021-2262,2262,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2262.ecw,423.30123710632324,1000000,4000
266,2021-2362,2362,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2362.ecw,415.2967653274536,1000000,4000
267,2021-2462,2462,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2462.ecw,430.0696506500244,1000000,4000
268,2021-2562,2562,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2562.ecw,436.3506860733032,1000000,4000
269,2021-2662,2662,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2662.ecw,464.02507400512695,1000000,4000
270,2021-2762,2762,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2762.ecw,433.35309505462646,1000000,4000
271,2021-1863,1863,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1863.ecw,5.833156585693359,1000000,4000
272,2021-1963,1963,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-1963.ecw,183.18715572357178,1000000,4000
273,2021-2063,2063,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2063.ecw,374.84278202056885,1000000,4000
274,2021-2163,2163,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2163.ecw,346.42797565460205,1000000,4000
275,2021-2263,2263,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2263.ecw,382.76686000823975,1000000,4000
276,2021-2363,2363,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2363.ecw,461.96689319610596,1000000,4000
277,2021-2463,2463,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2463.ecw,430.11996936798096,1000000,4000
278,2021-2563,2563,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2563.ecw,401.27967262268066,1000000,4000
279,2021-2663,2663,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2663.ecw,419.5850076675415,1000000,4000
280,2021-2763,2763,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2763.ecw,410.13944149017334,1000000,4000
281,2021-2064,2064,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2064.ecw,84.4327507019043,1000000,4000
282,2021-2164,2164,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2164.ecw,358.6857032775879,1000000,4000
283,2021-2264,2264,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2264.ecw,428.86576080322266,1000000,4000
284,2021-2364,2364,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2364.ecw,427.04117488861084,1000000,4000
285,2021-2464,2464,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2464.ecw,381.4284315109253,1000000,4000
286,2021-2564,2564,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2564.ecw,394.84333419799805,1000000,4000
287,2021-2664,2664,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2664.ecw,439.64802646636963,1000000,4000
288,2021-2764,2764,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2764.ecw,447.6052131652832,1000000,4000
289,2021-2165,2165,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2165.ecw,19.50336456298828,1000000,4000
290,2021-2265,2265,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2265.ecw,231.69640159606934,1000000,4000
291,2021-2365,2365,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2365.ecw,400.01091289520264,1000000,4000
292,2021-2465,2465,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2465.ecw,403.8308324813843,1000000,4000
293,2021-2565,2565,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2565.ecw,417.42010021209717,1000000,4000
294,2021-2665,2665,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2665.ecw,447.6620674133301,1000000,4000
295,2021-2765,2765,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2765.ecw,433.73337173461914,1000000,4000
296,2021-2366,2366,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2366.ecw,153.49471855163574,1000000,4000
297,2021-2466,2466,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2466.ecw,371.6811742782593,1000000,4000
298,2021-2566,2566,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2566.ecw,400.6331510543823,1000000,4000
299,2021-2666,2666,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2666.ecw,416.232195854187,1000000,4000
300,2021-2766,2766,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2766.ecw,387.40886974334717,1000000,4000
301,2021-2367,2367,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2367.ecw,55.404497146606445,1000000,4000
302,2021-2467,2467,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2467.ecw,346.57695388793945,1000000,4000
303,2021-2567,2567,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2567.ecw,348.58079719543457,1000000,4000
304,2021-2667,2667,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2667.ecw,371.2373514175415,1000000,4000
305,2021-2767,2767,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2767.ecw,370.9978857040405,1000000,4000
306,2021-2468,2468,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2468.ecw,261.6191186904907,1000000,4000
307,2021-2568,2568,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2568.ecw,292.7738800048828,1000000,4000
308,2021-2668,2668,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2668.ecw,291.72522163391113,1000000,4000
309,2021-2768,2768,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2768.ecw,283.8144826889038,1000000,4000
310,2021-2368,2368,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2368.ecw,194.13926601409912,1000000,4000
311,2021-2369,2369,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2369.ecw,191.71179962158203,1000000,4000
312,2021-2469,2469,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2469.ecw,289.09674167633057,1000000,4000
313,2021-2569,2569,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2569.ecw,260.8866968154907,1000000,4000
314,2021-2370,2370,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2370.ecw,4.574911117553711,1000000,4000
315,2021-2470,2470,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2470.ecw,163.3262882232666,1000000,4000
316,2021-2570,2570,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2570.ecw,321.9667854309082,1000000,4000
317,2021-2670,2670,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2670.ecw,279.40156173706055,1000000,4000
318,2021-2571,2571,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2571.ecw,80.90818500518799,1000000,4000
319,2021-2671,2671,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2671.ecw,296.1148672103882,1000000,4000
320,2021-2771,2771,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2771.ecw,273.95781230926514,1000000,4000
321,2021-2672,2672,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2672.ecw,31.51842212677002,1000000,4000
322,2021-2772,2772,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2772.ecw,214.22805213928223,1000000,4000
323,2021-0361,0361,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0361.ecw,90.02650451660156,1000000,4000
324,2021-0261,0261,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0261.ecw,208.89696407318115,1000000,4000
325,2021-0161,0161,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0161.ecw,122.71633434295654,1000000,4000
326,2021-0462,0462,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0462.ecw,327.40414333343506,1000000,4000
327,2021-0562,0562,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0562.ecw,27.234564781188965,1000000,4000
328,2021-0362,0362,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0362.ecw,475.1171817779541,1000000,4000
329,2021-0262,0262,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0262.ecw,500.145320892334,1000000,4000
330,2021-0162,0162,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0162.ecw,215.60438442230225,1000000,4000
331,2021-0263,0263,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0263.ecw,398.2007837295532,1000000,4000
332,2021-0363,0363,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0363.ecw,524.324384689331,1000000,4000
333,2021-0463,0463,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0463.ecw,526.3977708816528,1000000,4000
334,2021-0563,0563,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0563.ecw,278.09858226776123,1000000,4000
335,2021-0564,0564,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0564.ecw,444.6394290924072,1000000,4000
336,2021-0464,0464,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0464.ecw,500.73001289367676,1000000,4000
337,2021-0364,0364,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0364.ecw,377.60050106048584,1000000,4000
338,2021-0264,0264,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0264.ecw,393.3885898590088,1000000,4000
339,2021-0164,0164,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0164.ecw,363.6320400238037,1000000,4000
340,2021-0064,0064,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0064.ecw,29.324986457824707,1000000,4000
341,2021-0165,0165,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0165.ecw,85.55811595916748,1000000,4000
342,2021-0265,0265,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0265.ecw,169.9826421737671,1000000,4000
343,2021-0565,0565,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-0565.ecw,147.75851440429688,1000000,4000
344,2021-2861,2861,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2861.ecw,441.9917211532593,1000000,4000
345,2021-2961,2961,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2961.ecw,456.46243953704834,1000000,4000
346,2021-3061,3061,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3061.ecw,415.32487392425537,1000000,4000
347,2021-3161,3161,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3161.ecw,399.5250835418701,1000000,4000
348,2021-3261,3261,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3261.ecw,409.7982110977173,1000000,4000
349,2021-3361,3361,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3361.ecw,419.16027069091797,1000000,4000
350,2021-3461,3461,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3461.ecw,404.902795791626,1000000,4000
351,2021-3561,3561,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3561.ecw,475.91870307922363,1000000,4000
352,2021-2862,2862,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2862.ecw,424.1925935745239,1000000,4000
353,2021-2962,2962,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2962.ecw,449.38965129852295,1000000,4000
354,2021-3062,3062,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3062.ecw,415.6027784347534,1000000,4000
355,2021-3162,3162,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3162.ecw,404.8377447128296,1000000,4000
356,2021-3262,3262,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3262.ecw,409.51289653778076,1000000,4000
357,2021-3362,3362,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3362.ecw,397.78758335113525,1000000,4000
358,2021-3462,3462,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3462.ecw,418.01668071746826,1000000,4000
359,2021-3562,3562,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3562.ecw,422.3332824707031,1000000,4000
360,2021-2863,2863,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2863.ecw,409.3912582397461,1000000,4000
361,2021-2963,2963,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2963.ecw,391.7357368469238,1000000,4000
362,2021-3063,3063,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3063.ecw,398.5737199783325,1000000,4000
363,2021-3163,3163,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3163.ecw,442.0440139770508,1000000,4000
364,2021-3263,3263,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3263.ecw,432.33766174316406,1000000,4000
365,2021-3363,3363,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3363.ecw,420.32768154144287,1000000,4000
366,2021-3463,3463,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3463.ecw,368.70973205566406,1000000,4000
367,2021-3563,3563,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3563.ecw,388.8526973724365,1000000,4000
368,2021-2864,2864,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2864.ecw,442.00032901763916,1000000,4000
369,2021-2964,2964,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2964.ecw,410.8104991912842,1000000,4000
370,2021-3064,3064,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3064.ecw,434.45983123779297,1000000,4000
371,2021-3164,3164,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3164.ecw,438.4422483444214,1000000,4000
372,2021-3264,3264,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3264.ecw,406.01430892944336,1000000,4000
373,2021-3364,3364,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3364.ecw,402.2143497467041,1000000,4000
374,2021-3464,3464,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3464.ecw,396.37213134765625,1000000,4000
375,2021-3564,3564,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3564.ecw,373.7956666946411,1000000,4000
376,2021-2865,2865,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2865.ecw,431.0828046798706,1000000,4000
377,2021-2965,2965,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-2965.ecw,408.2694854736328,1000000,4000
378,2021-3065,3065,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3065.ecw,438.00525093078613,1000000,4000
379,2021-3165,3165,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3165.ecw,501.31471157073975,1000000,4000
380,2021-3265,3265,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3265.ecw,465.08044624328613,1000000,4000
381,2021-3365,3365,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3365.ecw,429.1630630493164,1000000,4000
382,2021-3465,3465,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3465.ecw,424.98945331573486,1000000,4000
383,2021-3565,3565,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3565.ecw,110.77068996429443,1000000,4000
384,2021-3664,3664,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3664.ecw,111.45237255096436,1000000,4000
385,2021-3764,3764,https://dq-prd-bucket1.s3.ca-central-1.amazonaws.com/rimouski/2021-3764.ecw,147.5897159576416,1000000,4000
