NO_REF_BIO,SUPERFICIE,NO_REG_ADM,NM_REG_ADM,MODE_GEST,STATUT,DTMAJ,DATE_PUBLI 
06252R043,125.5,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02251R038,132.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02661R091,152.3,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
09452R014,168.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R012,228.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09551R029,183.8,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R030,437.7,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R083,148.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R032,159.8,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
09452R046,112.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R063,119.9,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R063,95.6,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02452R075,107.5,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
11151R003,278.3,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07352R004,93.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R039,123.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R036,101,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
07151R006,63.2,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08651R010,100,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20210225000000,2023-04-01
11153R080_P,158.5,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
089-007,117.1,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20220302000000,2023-04-01
02551R034,516,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R034,79.9,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R067,50.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R001,132.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R006,145.4,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R025,142.9,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02661R028,38.8,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
09751R203,103.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02664R019,101.5,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
02351R012,264,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
11152R032,137.5,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R107,68.9,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02751R037,371.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
11256R174,106.4,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R745,176.5,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R140,91.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R017,75,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R133,151.4,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08651R017,181.3,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20210225000000,2023-04-01
07451R095,101.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R041,170.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
11154R088,299.9,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
07251R050,86.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R015,164.7,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
09751R147,408.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08651R015,111.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20210225000000,2023-04-01
09352R052,117.6,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
03152R015,106.2,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
07451R033,62.4,07,Outaouais,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07352R069,60.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
11152R011,159.8,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20220616000000,2023-04-01
02452R022,444.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R077,106,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R007,337.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R039,438,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200715000000,2023-04-01
09351R038,103.4,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20211105000000,2023-04-01
04351R036,316.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R070,103.2,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R151,91.3,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R736,205.7,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
11256R141,385.1,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R073,176.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R046,231.2,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08764R022,291.8,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
03153R007,51.2,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
02352R026,226.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R006,170.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R019,113.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R044,200.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02661R048,189.5,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
08451R038,154.6,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
01253R032,388.5,01,Bas-Saint-Laurent,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R079,103.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R014,262.7,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R091,557.9,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
09451R045,301.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R071,251.4,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06152R014,108.5,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08764R013,188.8,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
02352R050,111.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02661R056,364.1,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
09451R317,152.3,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R071,137.4,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
07151R027,91.6,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R094,71,04,Mauricie,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04351R062,105.8,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02664R017,141.8,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
07451R082,55.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R060,89.9,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R023,183.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R005,315.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R090,203.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R154,66.3,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02251R004,103.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R081,128.6,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08665R015,379.6,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
02351R009,524.8,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
08762R018,180,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
06451R180,115.1,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R060,278.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02662R017,230.6,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
04151R038,106,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02662R025,103.4,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
11256R178,175.8,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07351R035,86.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R052,176.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R056,13.1,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02751R032,102.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R065,90.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08751R035,348.3,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
02665R002,106.9,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
04351R065,131.2,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08666R018,326.6,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08651R020,159.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R120,256.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R025,169.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20210225000000,2023-04-01
07451R061,187.3,07,Outaouais,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
01251R054,72.7,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08763R010,269.8,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
02551R141,75.4,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R749,118.9,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R105,282.4,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
06251R024,62.1,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R020,749.8,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
04151R070,58.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
11153R064,191.6,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
11256R153,643.2,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
089-004,52.6,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R140,79,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08462R001,286.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02751R038,139.8,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08551R040,120.4,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R173,67.8,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R026,163.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08762R017,333.8,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
02452R058,233.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R087,126.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R064,103.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R029,227.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R001,186.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07151R030,98,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R077,125.9,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
03551R009,68.4,12,Chaudière-Appalaches,59,Refuge biologique désigné,20230228000000,2023-04-01
09751R056,271.4,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R319,234.9,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R052,151.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20210730000000,2023-04-01
07152R091,61,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R066,247.2,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
088-013,161,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
11256R150,217.9,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07352R005,133.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R019,113.4,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08151R021,73.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02666R006,1056,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
09751R143,105.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R721,83.4,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R011,115.4,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R073,79.6,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
