PrjName,RecordNo,JOUR,PERIO,QC,QB,Q13,Q1AM1,Q1AM1O,Q1AM2,Q1AM2O,Q1AM3,Q1AM3O,Q1AM4,Q1AM4O,Q1AM5,Q1AM5O,Q1B,Q1BO,Q1C,Q2AA,Q2AB,Q2AC,Q2AD,Q2AE,Q2BA,Q2BB,Q2BC,Q2BD,Q2BE,Q3,Q4M1,Q4M1O,Q4M2,Q4M2O,Q4M3,Q4M3O,Q4M4,Q4M4O,Q4M5,Q4M5O,Q5,Q6,Q7,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q9G,Q9H,Q10,Q11,Q12,Q14,Q14O,Q15,Q16,Q16B,Q16BO,Q16C,Q16CO,Q17,LANG;,,,,,
12000_112B,1253,3,1,H2C2G6,1,4,4, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,1,5, , , , , , , , , ,1,2, ,1,2,2,2,2,2,2,2,3,2,2,8,4, ,2,3,3, ,1, ,1,FR;,,,,,
12000_112B,1254,1,1,H1T1M7,13,4,1, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,1,1,2,2,1,2,2,7,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,1255,3,1,H1B1W4,7,5,1, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,4,2,3,3,3,3,2,2,3,3,5,1, ,1,2,1, ,1, ,1,FR;,,,,,
"""12000_112B",1258,1,2,H1R3M6,15,6,14,"""""branches tombées sur le trottoir et pommettes"," pour trimer l'arbre""""", , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,9,2,9,2,1,2,9,2,9,2,98,4, ,1,1,3, ,7, ,2,"FR"";",,,,
12000_112B,1260,5,1,999999,13,3,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,2,2,2,1,1,2,1,1,2,2,8,3, ,2,4,2,pigiste,1, ,2,FR;,,,,,
12000_112B,1261,2,2,H3E1T5,17,6,12, ,6,système de sécurité dans stationnement., , , , , , ,12, ,4,2,2,2,2,2, , , , , ,1,11,long pour connaître la réponse à ma question., , , , , , , , ,2,2, ,2,2,2,2,2,1,3,2,2,3,2,7,4, ,2,3,3, ,1, ,2,FR;,,,,,
12000_112B,1264,4,2,H9K1M2,10,5,1,un voisin qui a trop de déchets sur son terrain sur sa court avant., , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,2,1,9,1,2,1,1,1,1,2,1,2,2, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,1266,5,2,H2R0A2,19,6,6,Contester un ticket. (chien), , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,5,9,2,2,2,2,2,2,1,3,3,6,4, ,2,1,3, ,1, ,2,FR;,,,,,
12000_112B,1267,5,1,H1W2M1,7,3,14,Un arbre à couper., , , , , , , , , , ,4,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,9, ,4,2,2,3,2,2,3,3,3,3,4,7,4, ,1,2,2, ,1, ,2,FR;,,,,,
12000_112B,1269,1,1,H1Y2E9,13,3,12, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,1,2,1,3,1,2,7,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,1271,5,2,H4E3E8,16,5,7, , , , , , , , , , , ,6,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,1,4,2,2,1,2,1,1,2,2,2,3,2,8,4, ,1,3,1, ,2, ,2,EN;,,,,,
12000_112B,1272,2,2,H2P2B4,19,6,17,lumière brulée ruelle,4, ,12, , , , , ,4, ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,3,2,2,2,2,2,2,3,3,2,8,1, ,1,4,3, ,1, ,1,FR;,,,,,
12000_112B,1274,5,2,H1Z3J6,19,6,1, , , , , , , , , , , ,4,2,2,2,2,2, , , , , ,1,8, ,7, ,12,gens bêtes, , , , ,2,2, ,4,4,9,3,3,4,3,3,2,3,3,10,1, ,9,1,3, ,1, ,2,FR;,,,,,
12000_112B,1281,5,2,H1W3G9,7,6,1, , , , , , , , , , , ,10,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,2,2,2,2,4,4,9,4,4,8,4, ,2,2,3, ,1, ,1,FR;,,,,,
12000_112B,1286,3,1,H1G3C5,2,4,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,2,2,2,2,1,9,2,2,2,5,3, ,1,4,1, ,2, ,2,EN;,,,,,
12000_112B,1287,4,2,H1G1G7,8,4,1, , , , , , , , , , , ,2,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,2,2, ,1,1,2,3,4,3,1,4,1,1,1,1,3, ,1,3,2, ,1, ,2,FR;,,,,,
12000_112B,1290,1,2,H4R0H9,14,3,16,Plainte parking et saleté dans les rues., , , , , , , , , , ,2,2,2,2,2,2, , , , , ,1,11,temps dattente pour être transféré., , , , , , , , ,2,2, ,4,4,4,3,4,9,4,4,4,3,4,10,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,1291,1,2,H4M1R9,14,5,7, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,1,4,2,1,2,2,1,4,4,5,2, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,1297,5,2,H4K2Y4,1,6,1, , , , , , , , , , , ,4,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,2,3,2,2,4,9,2,3,4,10,1, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,1298,1,2,H4E2C9,17,5,1, , , , , , , , , , , ,4,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,1,8,5, ,1,9,3, ,1, ,1,FR;,,,,,
12000_112B,1299,1,1,H2J3K6,11,6,1, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,9,2,1,2,2,2,2,2,7,4, ,2,2,3, ,1, ,1,FR;,,,,,
12000_112B,1304,3,2,H1K4P2,2,6,4, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,1,1,1,2,1,1,1, ,1,4,3, ,2, ,2,FR;,,,,,
"""12000_112B",1306,3,2,H1W3L9,7,3,7, , , , , , , , , , , ,5,2,2,2,2,2, , , , , ,1,8, ,15,"""""Probleme d'eau : l'agent n'avait pas l'air au courant du sujet. Information pas Claire. L'eau était jaune mais l'agent disait qu'on pouvait boire l'eau. A attend 30 minutes en ligne"," on l'a oublié.""""",11, ,3, , , ,2,2, ,4,2,9,3,3,2,3,4,1,3,3,5,4, ,2,4,1, ,1, ,2,"FR"";",,,,
12000_112B,1310,5,2,H1P1W6,15,4,1, ,14,branche d'arbre, , , , , , ,14,branche d'arbre,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,1,2,2,2,2,1,8,1, ,1,4,1, ,2, ,2,FR;,,,,,
12000_112B,1313,1,2,H2E2C6,13,3,20,la ville devait planter un arbre, , , , , , , , , , ,6,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,5,3,1,2,2,1,3,3,1,3,3,7,2, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,1314,4,2,H8Z1A2,10,5,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,10,1, ,1,3,1, ,99,polonais,1,EN;,,,,,
12000_112B,1315,1,2,H2K3T8,11,4,3,carte accès Montréal, , , , , , , , , , ,1,1,2,2,1,1,1, , ,90,90,2, , , , , , , , , , ,1,1,1,1,3,1,1,1,1,1,2,1,2,1,5,4, ,2,3,6, ,1, ,1,FR;,,,,,
12000_112B,1320,3,2,H4J2L2,1,4,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,4, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,1321,1,1,H4R2E4,14,4,3,de la peinture pas encore seche dans la piscine (bourbogniere), , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,4,2,1,1,2,1,4,2,1,4,4,10,2, ,1,4,1, ,2, ,2,FR;,,,,,
12000_112B,1324,5,1,H1Y2C6,13,3,1, ,26,parc à chiens, , , , , , ,26,parc à chiens,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,2,2,2,1,1,1,1,4,3,8,4, ,1,3,1, ,1, ,2,FR;,,,,,
12000_112B,1325,1,1,H1S2R4,15,5,18,maison acote proprietaire decede ne fait pas leur gazon plein de bebites, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,4,2,4,1,4,4,2,9,4,7,1, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,1329,2,2,H1B1X7,12,5,4, ,1, ,7, , , , , ,7, ,2,2,2,2,2,2, , , , , ,1,13,Coupures de téléphone (la personne au bout du fil n'avait pas l'air de vouloir comprendre le sujet), , , , , , , , ,2,2, ,4,4,4,3,3,3,3,4,3,4,4,7,1, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,1332,1,1,H2S2N6,13,5,4,débarcadère trop étroit/biycyclètes,5, , , , , , , ,27,vélo accroché nuisance.,4,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,4,3,3,3,2,4,3,2,4,4,10,5, ,1,2,5,aidante naturelle,1, ,2,FR;,,,,,
12000_112B,1336,5,2,H1V3J7,7,3,4, ,1, , , , , , , ,1, ,1,2,2,2,2,2, , , , , ,1,3,me rendait a longueil en faisant 31, , , , , , , , ,1,2, ,1,1,1,2,1,1,1,1,1,1,1,2,2, ,2,1,1, ,1, ,1,FR;,,,,,
12000_112B,1337,1,2,H4E1V5,16,1,4, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,4,2,3,3,2,2,3,2,2,2,3,5,1, ,1,2,1, ,1, ,1,FR;,,,,,
12000_112B,1338,5,2,H4R3A5,14,3,10, , , , , , , , , , , ,2,2,1,2,2,2, ,2, , , ,2, , , , , , , , , , ,1,9, ,1,2,2,2,2,2,2,2,2,2,2,6,2, ,1,4,1, ,2, ,2,EN;,,,,,
12000_112B,1340,5,2,H3M2G1,19,2,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,1,1,1,1,1,1,2, ,2,3,4, ,2, ,2,FR;,,,,,
12000_112B,1341,3,2,H3L2M4,1,5,18,punaises de lit, , , , , , , , , , ,2,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,2,1,2,3,1,7,1, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,1342,5,2,H3S1M2,3,3,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,1,2,2,2,2,2,7,2, ,2,3,1, ,2, ,2,EN;,,,,,
12000_112B,1343,2,2,H2E1X3,19,3,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,5,1,2,9,2,2,2,9,2,2,2,4,2, ,2,3,1, ,1, ,2,FR;,,,,,
12000_112B,1344,3,2,H2P2L3,5,2,3,Parking and park safety,13, , , , , , , , , ,8,2,2,2,2,2, , , , , ,1,3,Didnt seem to know who to refer you to., , , , , , , , ,1,2, ,4,4,1,2,2,1,4,3,3,4,4,10,2, ,1,4,1, ,2, ,2,EN;,,,,,
12000_112B,1347,3,2,H3L1P9,1,6,4, ,19,Permis de rénovations (changement de fenêtres), , , , , , ,19,Les fenêtres(pour recevoir un permis),4,1,2,2,2,2,3, , , , ,2, , , , , , , , , , ,2,1,2,1,2,2,2,1,1,1,3,2,1,2,9,1, ,1,4,3, ,1, ,2,FR;,,,,,
12000_112B,1349,3,2,H3M3C5,1,3,14,BRANCHES A RAMASSER EXCÉDENTAIRES., , , , , , , , , , ,10,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,4,4,2,2,4,2,4,4,4,4,3,8,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,1355,1,1,H4E1L5,16,4,14,arbre qui obstruait corde à linge. Élaguage, , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,4, ,2,2,1, ,1, ,1,FR;,,,,,
12000_112B,1356,5,2,H1G4T2,8,4,1, ,14,arbre dangereux, , , , , , ,14,arbre,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,2,4,1,3,2,1,2,2,1,4,4,10,2, ,1,4,8,Entrepreneur,1, ,2,FR;,,,,,
12000_112B,1359,2,2,H2K2C2,18,2,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,2,1,1,2,1,1,2,1,3,4, ,2,3,1, ,1, ,1,FR;,,,,,
12000_112B,1360,3,2,H8S2Y9,4,2,3, , , , , , , , , , , ,4,1,1,2,1,2,2,1, ,10, ,1,6, , , , , , , , , ,1,1,1,1,2,1,2,1,1,2,1,2,2,2,10,2, ,2,4,1, ,1, ,2,FR;,,,,,
12000_112B,1366,5,2,H2H1H4,11,2,9, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,1,13,Les gens parlent trop rapidement au téléphone. Prends du temps pour parler à quelqu'un,11, , , , , , , ,1,9, ,2,2,2,2,3,2,3,3,2,3,2,3,2, ,2,4,6, ,2, ,2,FR;,,,,,
12000_112B,1368,5,2,H3M1H1,1,2,7, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,1,4, , , , , , , , , ,9,2, ,4,9,4,4,3,4,3,3,4,4,4,4,1, ,1,2,1, ,1, ,1,FR;,,,,,
12000_112B,1369,2,2,H2R1X9,19,5,1, ,23,permis de chats, , , , , , ,1, ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,2,1,1,1,1,1,1,1,2,2,1,5,1, ,1,4,1,Pigiste permanent,1, ,2,FR;,,,,,
12000_112B,1370,2,2,H4G1W5,17,4,17,Defective pole, , , , , , , , , , ,1,2,2,2,1,2, , , ,1, ,2, , , , , , , , , , ,1,2, ,1,2,2,2,1,1,1,9,1,2,2,2,4, ,2,2,1, ,2, ,2,EN;,,,,,
12000_112B,1371,3,2,H2B2T2,1,2,25,Pour connaître s'il y a une subvention pourles couches lavables, , , , , , , , , , ,1,2,1,2,2,2, ,2, , , ,2, , , , , , , , , , ,9,2, ,1,1,9,1,1,1,1,1,1,2,2,6,2, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,1373,5,2,H1T2S9,13,2,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,9,2,4,3,2,3,2,3,3,4,7,2, ,1,3,1, ,1, ,1,FR;,,,,,
"""12000_112B",1379,1,2,H1R3S8,15,5,20,Poser un tuteur pour l'arbre qu'ils ont posé au mois de juin., , , , , , , , , , ,4,2,2,2,2,2, , , , , ,1,10,"""""Ils ont dit qu'ils allaient l'installer"," mais jamais ils l'ont fait...""""", , , , , , , , ,1,2, ,3,4,1,1,1,1,4,1,2,4,4,8,1, ,1,3,2, ,9,Égyptien,2,"FR"";",,,,
"""12000_112B",1380,5,2,H3N2J1,19,6,21,animal control, , , , , , , , , , ,2,2,2,2,1,2, , , ,2, ,1,15,"""""Could not get an answer. When she contacted the number she was given"," they said they didn't offer this service at all.""""", , , , , , , , ,2,1,2,4,3,2,2,3,2,4,3,3,4,4,10,1, ,1,4,8,Entrepreneur,2, ,2,"EN"";",,,,
12000_112B,1383,3,2,H8R4C2,4,5,25,Information sur le zonage, , , , , , , , , , ,1,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,2,1,1,2,2,3,2, ,2,4,1, ,1, ,1,FR;,,,,,
12000_112B,1384,3,1,H1M1J1,7,6,1, , , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,2,1,2,1,1,4, ,2,2,3, ,1, ,2,FR;,,,,,
12000_112B,1385,1,2,H1Y0A8,13,3,4,Retracer une facture de location d'une ruelle, , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,1,3, ,10,Personne est partie en vacance et n'a jamais rappeller., , , , , , ,1,2, ,4,9,2,1,3,1,9,1,1,3,4,5,1, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,1389,1,2,H2S2N3,13,2,1, , , , , , , , , , , ,4,2,2,2,2,2, , , , , ,1,15,pas capable de répondre a mes section. Pas eu le service demandé. Pas eu de retour d'appel.,10, , , , , , , ,1,2, ,4,4,9,4,2,1,3,2,4,4,4,7,1, ,2,4,1, ,1, ,2,FR;,,,,,
12000_112B,1393,5,2,H9H1L6,10,3,1, , , , , , , , , , , ,1,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,2,2, ,1,4,1, ,9, ,1,FR;,,,,,
12000_112B,1396,3,2,H3X3R8,3,6,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,2,2, ,1,2,2,9,2,1,1,2,2,2,1,6,4, ,1,4,2, ,1, ,2,FR;,,,,,
12000_112B,1397,5,1,H4P0B1,3,2,1,1-plainte pour pneus entreposés dehors.  2-informations sur les coquerelles (sujet le plus récent), , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,2,2,2,2,3,2,1,3,3,7,1, ,2,3,1, ,2, ,1,FR;,,,,,
"""12000_112B",1402,3,2,H1K2W4,7,3,25,"""""problème de porte de secours"," pour connaitre le règlement.""""",1, , , , , , , ,1, ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,1,1,1,1,1,1,1,1,2,1,4,4, ,1,4,1, ,1, ,2,"FR"";",,,,
12000_112B,1403,3,2,H1J2R3,2,2,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,3,1,1,1,1,1,2,1,1,2,2,2,4, ,2,4,1, ,1, ,2,FR;,,,,,
12000_112B,1406,3,2,H1L2J4,7,3,14,Agril du frene, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,9,1,2,1,1,9,1,1,2,2,2,4, ,1,3,1, ,1, ,2,FR;,,,,,
12000_112B,1407,1,2,H1A2T8,13,4,1, , , , , , , , , , , ,20,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,2,6,2, ,1,3,1, ,1, ,1,FR;,,,,,
12000_112B,1409,5,1,H2G2Y5,13,3,14,Faire couper un arbre, , , , , , , , , , ,4,2,2,1,2,2, , ,1, , ,2, , , , , , , , , , ,1,2, ,2,4,2,3,2,2,4,2,2,3,3,8,2, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,1424,1,2,H1R1L3,15,6,24,1-plainte terrain voisin,1, , , , , , , ,1, ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,3,3,2,2,2,2,2,2,2,3,2,6,1, ,1,1,3, ,2, ,1,FR;,,,,,
12000_112B,1427,3,1,H8R1N9,4,5,12, , , , , , , , , , , ,4,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,2,2,2,2,1,2,2,2,3,3,9,4, ,2,2,3, ,1, ,2,FR;,,,,,
12000_112B,1436,2,2,H1E4N4,12,4,22,Travaux qui n'en finissent plus.  Poussière intense (asthme pour leur fils).,12, , , , , , , ,99,TOUS LE MEME....,7,2,1,2,2,2, ,4, , , ,1,7, , , , , , , , , ,2,2, ,2,3,2,3,3,2,3,3,3,3,3,8,3, ,2,4,2, ,1, ,2,FR;,,,,,
12000_112B,1437,5,2,H3N2L4,19,3,7, , , , , , , , , , , ,40,2,2,2,2,2, , , , , ,1,11,attente et ne se présentent pas à l'heure prévue., , , , , , , , ,1,2, ,3,4,9,9,1,1,4,4,1,4,4,1,5, ,1,2,1, ,6, ,1,EN;,,,,,
12000_112B,1438,1,2,H2H1Z1,11,2,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,2,1,1,1,1,1,1,1,2,1,4,1, ,2,3,1, ,1, ,2,FR;,,,,,
12000_112B,1442,3,2,H1K3L1,2,6,14,1-émondage(plus récent) 2-égout, , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,4,2,2,1,1,1,3,2,1,3,2,1,1, ,1,2,3, ,1, ,1,FR;,,,,,
12000_112B,1443,1,2,H1R2B1,15,5,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,1, ,1,2,6, ,1, ,1,FR;,,,,,
12000_112B,1449,3,2,H1L3G9,7,5,14,Coup des arbres, , , , , , , , , , ,6,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,9,9,1,9,1,1,9,2,1,2,2,98,2, ,1,3,3, ,1, ,2,FR;,,,,,
12000_112B,1450,2,2,H2A2S3,19,3,4,Les affiches (pancartes),1, , , , , , , ,1, ,1,1,1,2,2,2,1,4, , , ,1,10, , , , , , , , , ,1,2, ,3,3,2,2,2,2,3,2,2,3,2,8,2, ,1,4,1, ,9, ,1,FR;,,,,,
12000_112B,1452,3,2,H8P2V6,5,3,21,plainte au sujet des voisins qui nourrissent animaux sauvages., , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,2,1,1,2, ,1,4,1, ,1, ,2,FR;,,,,,
12000_112B,1453,3,2,999999,7,2,19,Pour obtenir un permis pour des traveaux sur mon toit, , , , , , , , , , ,2,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,2,1,1,2,1,1,2,2,3,1, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,1458,1,1,H4L4L6,14,3,7, , , , , , , , , , , ,3,1,2,2,2,2,2, , , , ,1,18,Je suis locataire et il voulait parler avec communiquer absolument avec le propriétaire. A reçu une facture d'eau qui ne lui était pas destiné., , , , , , , , ,2,1,4,4,3,2,3,3,2,3,3,3,4,4,9,2, ,2,4,8,travailleur autonome,1, ,1,FR;,,,,,
12000_112B,1459,2,2,H1A3X9,12,6,1, , , , , , , , , , , ,2,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,1,1,4,Veuve,1,2,3, ,1, ,2,FR;,,,,,
12000_112B,1463,1,1,H2S2S5,13,4,21,au sujet d``un voisin qui a 5 chiens., , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,5,9,2,2,1,2,1,2,2,3,2,1,3, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,1465,5,2,H3F1D3,3,6,24,Health problems according to pet in her building., , , , , , , , , , ,99,2,1,1,1,1, ,12,2,12,12,1,5, ,7, , , , , , , ,2,2, ,4,3,3,3,3,3,9,3,2,3,4,6,4, ,2,4,3, ,2, ,2,EN;,,,,,
12000_112B,1467,1,2,H4R0E4,14,4,1, ,1,Pas passer pour le recyclage, , , , , , ,1,Ils n'ont pas ramasser le recyclage,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,1,1,1,1,1,1,1,2,1,2,2, ,1,4,1, ,1, ,1,FR;,,,,,
12000_112B,1471,3,2,H1V2S2,7,3,1, ,7, , , , , , , ,1, ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,1,2,2,2,2,1,1,1,2,2,1,2,2, ,2,3,8,Travailleur autonome.,1, ,2,FR;,,,,,
12000_112B,1472,2,1,H1C1N5,12,3,14,L'arbre sur mon terrain., , , , , , , , , , ,1,1,2,2,2,2,1, , , , ,2, , , , , , , , , , ,1,1,3,2,2,1,1,1,1,1,1,1,2,1,4,2, ,1,4,8,Travailleur autonome,1, ,2,FR;,,,,,
12000_112B,1473,5,2,H4C2P4,16,2,21,Banning pitbulls in Montreal, , , , , , , , , , ,2,2,2,2,1,2, , , ,1, ,1,19,No clarity on the by-laws on Pitbulls, , , , , , , , ,1,9, ,4,9,4,4,4,4,9,4,4,4,4,98,4, ,1,4,1, ,2, ,2,EN;,,,,,
12000_112B,1478,5,2,H1W2S2,7,2,7, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,2,2,1,1,1,2,2,2,2,2,7,4, ,2,2,4, ,1, ,2,FR;,,,,,
12000_112B,1481,5,1,H2L0B7,11,4,16,stationnement dans un endroit interdit., , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,1,4, ,5, , , , , , , ,1,2, ,4,4,1,1,1,1,2,1,4,3,3,8,1, ,1,4,1, ,1, ,1,FR;,,,,,
"""12000_112B",1483,5,2,H2B2V4,1,4,14,"""""Arbre tombé"," abres malades. faire inspecter.""""", , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,1,2, ,4,2,2,3,2,2,3,3,1,3,4,5,2, ,1,4,1, ,1, ,2,"FR"";",,,,
12000_112B,1484,3,2,H8R1E2,4,4,4,THE POTHOLES, , , , , , , , , , ,3,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,1,2, ,2,3,1,1,1,1,2,1,1,2,2,7,4, ,2,3,6, ,2, ,1,EN;,,,,,
12000_112B,1487,4,2,H1H4R9,8,3,11, , , , , , , , , , , ,1,1,2,2,2,2,2, , , , ,2, , , , , , , , , , ,1,2, ,4,2,2,1,1,2,2,3,1,3,2,7,2, ,1,3,5,Congé maternité,3, ,2,FR;,,,,,
12000_112B,1493,1,2,H1R5J7,15,3,14,cut a tree, , , , , , , , , , ,5,1,2,1,2,2,1, ,1, , ,1,11,be patient, , , , , , , , ,2,2, ,1,3,2,2,2,2,3,3,2,2,3,2,2, ,1,4,5, ,2, ,2,EN;,,,,,
12000_112B,1495,5,2,H3M2E7,1,6,1, , , , , , , , , , , ,1,2,2,2,2,2, , , , , ,2, , , , , , , , , , ,9,2, ,1,2,2,1,2,2,3,9,2,2,2,8,1, ,2,3,3, ,99,Arménien,1,FR;,,,,,
12000_112B,1498,5,2,H8S2V6,4,5,15,malpropreté de la 4e avenue, , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,2,2, ,3,3,9,2,9,2,9,3,3,4,3,10,1, ,1,2,3, ,1, ,1,FR;,,,,,
12000_112B,1505,3,1,H2B3A2,1,4,4,un lampadaire qui ne fonctonne pas, , , , , , , , , , ,1,2,1,2,2,2, ,1, , , ,2, , , , , , , , , , ,1,2, ,1,1,1,1,1,1,1,1,2,1,1,8,2, ,1,2,1, ,1, ,2,FR;,,,,,
