id,permit_permit_id,contractnumber,boroughid,permitcategory,currentstatus,duration_start_date,duration_end_date,reason_category,occupancy_name,submittercategory,organizationname,duration_days_mon_active,duration_days_mon_all_day_round,duration_days_tue_active,duration_days_tue_all_day_round,duration_days_wed_active,duration_days_wed_all_day_round,duration_days_thu_active,duration_days_thu_all_day_round,duration_days_fri_active,duration_days_fri_all_day_round,duration_days_sat_active,duration_days_sat_all_day_round,duration_days_sun_active,duration_days_sun_all_day_round,duration_days_sat_start_time,duration_days_sat_end_time,duration_days_mon_start_time,duration_days_mon_end_time,duration_days_tue_start_time,duration_days_tue_end_time,duration_days_wed_start_time,duration_days_wed_end_time,duration_days_thu_start_time,duration_days_thu_end_time,duration_days_fri_start_time,duration_days_fri_end_time,duration_days_sun_start_time,duration_days_sun_end_time,load_date,longitude,latitude
"66b2423a54dc2a0019af906c","OCC-2408AO05913432",,"Le Sud-Ouest","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-23T19:59:59Z","Autre","Bourget entre Notre-Dame et Workman","Organisation publique ou son sous-traitant","MU","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.58177652310997,45.47964232424323
"66b2414e54dc2a0019af9061","OCC-2408GN05812329",,"Rivière-des-Prairies-Pointe-aux-Trembles","Travaux","Permis émis","2024-08-12T20:00:00Z","2024-08-13T19:59:59Z","Construction/rénovation sans excavation","87e entre Perras et Gouin","Organisation publique ou son sous-traitant","Hydro-Québec-Entrave courte durée","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00","08:00","13:00",,,"2024-08-08T00:01:15Z",-73.5418061787511,45.67169944621023
"66b2440b2682350019e47bda","OCC-2408QM05696347",,"Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-08-10T20:00:00Z","2024-08-12T19:59:59Z","Construction/rénovation sans excavation","Curatteau entre Tellier et De Boucherville","Organisation publique ou son sous-traitant","Renouveau Lafontaine","t","f","t","f","t","f","t","f","t","f","f","f","t","f",,,"00:00","05:00","00:00","05:00","00:00","05:00","00:00","05:00","00:00","05:00","21:00","23:00","2024-08-08T00:01:15Z",-73.52071121045341,45.589327480394815
"66b2452954dc2a0019af9142","OCC-2408IR05715974",,"Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-08-10T20:00:00Z","2024-08-12T19:59:59Z","Construction/rénovation sans excavation","Curatteau entre Notre-Dame et De Boucherville","Organisation publique ou son sous-traitant","Renouveau Lafontaine","t","f","t","f","t","f","t","f","t","f","f","f","t","f",,,"00:00","05:00","00:00","05:00","00:00","05:00","00:00","05:00","00:00","05:00","21:00","23:00","2024-08-08T00:01:15Z",-73.518455046037,45.58839647627916
"66b244462682350019e47bed","OCC-2408SV05665443",,"Ville-Marie","Travaux","Permis émis","2024-08-09T20:00:00Z","2024-08-16T19:59:59Z","Égouts et aqueducs - Excavation","Parc entre Parc et Mont-Royal","Ville de Montréal",,"t","f","t","f","t","f","t","f","t","f","t","f","t","f","07:00","17:00","09:30","16:00","09:30","16:00","09:30","16:00","09:30","16:00","09:30","16:00","07:00","17:00","2024-08-08T00:01:15Z",-73.58851372079106,45.51629904016063
"66b246c054dc2a0019af918d","OCC-2408UX05769508",,"Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-08-10T20:00:00Z","2024-08-12T19:59:59Z","Construction/rénovation sans excavation","Souligny entre Souligny et Honoré-Beaugrand","Organisation publique ou son sous-traitant","Renouveau Lafontaine","t","f","t","f","t","f","t","f","t","f","f","f","t","f",,,"00:00","05:00","00:00","05:00","00:00","05:00","00:00","05:00","00:00","05:00","21:00","23:00","2024-08-08T00:01:15Z",-73.52371214243914,45.59023686098813
"66b1360f54dc2a0019af7be0","OCC-2408PJ05088512",,"Le Plateau-Mont-Royal","Travaux","Permis émis","2024-08-04T20:00:00Z","2024-08-13T19:59:59Z","Construction/rénovation sans excavation","Fabre entre Saint-Joseph et Laurier","Entreprise","15149339 Canada Inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.58120701387517,45.53392342292096
"66b2483a2682350019e47d13","OCC-2408BW04991685",,"Ahuntsic-Cartierville","Travaux","Permis émis","2024-08-12T20:00:00Z","2024-08-13T19:59:59Z","Construction/rénovation sans excavation","Saint-Hubert entre Marcel-Cadieux et Legendre","Organisation publique ou son sous-traitant","Hydro-Québec-Entrave courte durée","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00","08:00","17:00",,,"2024-08-08T00:01:15Z",-73.64022416007678,45.550547162281646
"66b24a2054dc2a0019af9257","OCC-2408XF04934680",,"Montréal-Nord","Travaux","Permis émis","2024-08-05T20:00:00Z","2024-08-12T19:59:59Z","Construction/rénovation sans excavation","Normandie entre Dijon et Normandie",,,"t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.61216422768697,45.61352672635015
"66b2552354dc2a0019af941c","OCC-2408OZ05816997",,"Le Plateau-Mont-Royal","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-15T19:59:59Z","Construction/rénovation sans excavation","Pontiac entre Mont-Royal et De Bienville","Entreprise","EMJ Construction","t","t","t","t","t","t","t","t","t","t","f","f","f","f",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.58208582128054,45.525393867698
"66b25be22682350019e480e2","OCC-2408IO05860402",,"Le Plateau-Mont-Royal","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-16T19:59:59Z","Réseaux routier - Réfection et travaux corrélatifs","Prince-Arthur entre Saint-Laurent et Clark","RTU (Réseau technique urbain) ou son sous-traitant
","La Cie de Pavage Broadway Ltée","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:00","16:00","09:00","16:00","09:00","16:00","09:00","16:00","09:00","16:00",,,"2024-08-08T00:01:15Z",-73.57285691664079,45.51345066592284
"66b25cf42682350019e48115","OCC-2408NM05646965",,"Ville-Marie","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-15T19:59:59Z","Construction/rénovation sans excavation","Wolfe entre De La Gauchetière et René-Lévesque","Entreprise","Edyfic Construction","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00",,,"2024-08-08T00:01:15Z",-73.55372809525633,45.5166537127935
"66b25d6c2682350019e48157","OCC-2408NI05699857","1570498","Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-08-07T20:00:00Z","2024-08-12T19:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Notre-Dame entre Sainte-Catherine et Notre-Dame","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:30","14:30","09:30","14:30","09:30","14:30","09:30","14:30","09:30","14:30",,,"2024-08-08T00:01:15Z",-73.52607449993587,45.55944388517124
"66b25fde2682350019e48203","OCC-2408OV05653112",,"Ville-Marie","Travaux","Permis émis","2024-08-12T20:00:00Z","2024-09-02T19:59:59Z","Construction/rénovation sans excavation","Wolfe entre Viger et De La Gauchetière","Entreprise","Groupe Art inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.5523082973566,45.51599992722341
"66b25edc54dc2a0019af9626","OCC-2408WR05649326",,"Ville-Marie","Travaux","Permis émis","2024-08-12T20:00:00Z","2024-08-13T19:59:59Z","Construction/rénovation sans excavation","Wolfe entre Viger et De La Gauchetière","Entreprise","Groupe Art inc","t","t","t","t","t","t","t","t","t","t","f","f","f","f",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.55255283065576,45.516018113027606
"66b262412682350019e4829e","OCC-2408HC04992781",,"Ville-Marie","Travaux","Permis émis","2024-08-04T20:00:00Z","2024-08-13T19:59:59Z","S-2 Infrastructure souterraine mineure ou équipement hors-sol - Réseaux électriques, télécommunications ou câbles des distributions ","Barat entre Atwater et Holton","RTU (Réseau technique urbain) ou son sous-traitant
","Telecon","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-08-08T00:01:15Z",-73.58918406070329,45.49118903706267
"66b3cd4f5ee3e60019b5f395","OCC-2408BH05891927",,"Rosemont-La Petite-Patrie","Travaux","Permis émis","2024-08-06T20:00:00Z","2024-08-13T19:59:59Z","S-2 Infrastructure souterraine mineure ou équipement hors-sol - Réseaux de gaz ","Jean-Talon entre Saint-Urbain et Waverly","RTU (Réseau technique urbain) ou son sous-traitant
","Énergir","t","f","t","f","t","f","t","f","t","f","t","f","t","f","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","2024-08-08T00:01:15Z",-73.61950555105537,45.533247946474205
"66b261d654dc2a0019af96e6","OCC-2408MK05611375",,"LaSalle","Travaux","Permis émis","2024-08-04T20:00:00Z","2024-08-16T19:59:59Z","Autre","1re entre Édouard et Centrale","RTU (Réseau technique urbain) ou son sous-traitant
","Lanauco","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"06:00","16:00","06:00","16:00","06:00","16:00","06:00","16:00","06:00","16:00",,,"2024-08-08T00:01:15Z",-73.59476957510529,45.43301464425479
"66b2625054dc2a0019af972a","OCC-2408XE04965000",,"Outremont","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-12T19:59:59Z","Construction/rénovation sans excavation","Wiseman entre Joyce et Lajoie",,,"t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00","07:30","18:00",,,"2024-08-08T00:01:15Z",-73.61201207243593,45.51900964229595
"66b262ce2682350019e482eb","OCC-2408QD05601873",,"Ville-Marie","Travaux","Permis émis","2024-08-04T20:00:00Z","2024-08-13T19:59:59Z","S-1 Infrastructure souterraine existante","Atwater entre Barat et De Breslay","RTU (Réseau technique urbain) ou son sous-traitant
","Telecon","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:30","15:00","09:30","15:00","09:30","15:00","09:30","15:00","09:30","15:00",,,"2024-08-08T00:01:15Z",-73.588965264747,45.49187472611543
"66b264722682350019e483a9","OCC-2408XV05841816",,"St-Laurent","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-12T19:59:59Z","Égouts et aqueducs - Excavation","McCaffrey entre Gougeon et Liesse","Entreprise","Electra Excavation inc","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-08-08T00:01:15Z",-73.71591237826253,45.48539712066786
"66b262e954dc2a0019af9746","OCC-2408VQ05616201",,"LaSalle","Travaux","Permis émis","2024-08-04T20:00:00Z","2024-08-16T19:59:59Z","Autre","Smith entre Lafleur et Larente","RTU (Réseau technique urbain) ou son sous-traitant
","Lanauco","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"06:00","16:00","06:00","16:00","06:00","16:00","06:00","16:00","06:00","16:00",,,"2024-08-08T00:01:15Z",-73.64111676509503,45.43374403117277
"66b267002682350019e48493","OCC-2408SV05022836",,"Le Sud-Ouest","Travaux","Permis émis","2024-08-05T20:00:00Z","2024-08-30T19:59:59Z","Toiture - Rénovation","Wellington entre Charon et Ash","Entreprise","Corebeam Investments Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.55898116622367,45.47908362814757
"66b263b42682350019e48367","OCC-2408DU04981392",,"Rosemont-La Petite-Patrie","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-12T19:59:59Z","Construction/rénovation sans excavation","Papineau entre Bellechasse et Beaubien","Entreprise","Grues J-M Francoeur","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"06:00","14:00","06:00","14:00","06:00","14:00","06:00","14:00","06:00","14:00",,,"2024-08-08T00:01:15Z",-73.59620702415046,45.54303182833042
"66b26c8054dc2a0019af99da","OCC-2408YS05068702",,"Le Plateau-Mont-Royal","Travaux","Permis émis","2024-08-06T20:00:00Z","2024-08-13T19:59:59Z","Construction/rénovation sans excavation","Latreille entre Garnier et Fabre","Entreprise","Groupe Fondabec Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","14:00","07:00","14:00","07:00","14:00","07:00","14:00","07:00","14:00",,,"2024-08-08T00:01:15Z",-73.57449432165853,45.53015250078024
"66b26a8e54dc2a0019af9961","OCC-2408GX05755209",,"Ville-Marie","Travaux","Permis émis","2024-08-12T20:00:00Z","2024-08-13T19:59:59Z","Autre","De Maisonneuve entre Metcalfe et Drummond","Organisation publique ou son sous-traitant","Agence de mobilité durable","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"06:00","21:00","06:00","21:00","06:00","21:00","06:00","21:00","06:00","21:00",,,"2024-08-08T00:01:15Z",-73.57501511197992,45.50071609258861
"66b275712682350019e48861","OCC-2408HL05090047","002","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-08-05T20:00:00Z","2024-09-16T19:59:59Z","Trottoirs - Construction","Décarie entre Queen-Mary et Isabella","Entrepreneur sous contrat avec la Ville de Montréal","Les Pavages Céka","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.63182661250373,45.48456473531616
"66b26aab2682350019e485c7","OCC-2408SO05023484",,"Le Sud-Ouest","Travaux","Permis émis","2024-07-19T20:00:00Z","2024-08-11T19:59:59Z","Construction/rénovation sans excavation","Parc du Premier-Chemin-De-Fer","Entreprise","Sembly Development Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.58384210763745,45.479190815395576
"66b2726754dc2a0019af9b50","OCC-2408QD05647247",,"Ville-Marie","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-16T19:59:59Z","Réseaux routier - Réfection et travaux corrélatifs","Saint-Timothée entre Robin et Ontario","RTU (Réseau technique urbain) ou son sous-traitant
","La Cie de Pavage Broadway Ltée","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:00","16:00","09:00","16:00","09:00","16:00","09:00","16:00","09:00","16:00",,,"2024-08-08T00:01:15Z",-73.56131988312492,45.51878584749724
"66b2751c2682350019e48843","OCC-2408GQ05602683",,"Anjou","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-15T19:59:59Z","Égouts et aqueducs - Excavation","Azilda entre Yves-Prévost et Chaumont","Entreprise","9082-8179 Quebec Inc. / Excavation M. De Luca","t","t","t","t","t","t","t","t","t","t","f","f","f","f",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.5452549676373,45.6094121115779
"66b2786d54dc2a0019af9c80","OCC-2408FH05701133",,"Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-08-07T20:00:00Z","2024-08-21T19:59:59Z","Réseaux routier - Réfection et travaux corrélatifs","Parkville entre Marseille et Langelier","CSEM (Commission des services électriques de Montréal) ou son sous-traitant
","G-TEK INC.","t","t","t","t","t","t","t","t","t","t","f","f","f","f",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.5402186464429,45.5828874026741
"66b279e22682350019e48968","OCC-2408RC05599676",,"Ville-Marie","Travaux","Permis émis","2024-08-07T20:00:00Z","2024-08-21T19:59:59Z","Construction/rénovation sans excavation","Ontario entre Havre et Gascon","Entreprise","Construction A2B","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.55202002402959,45.5336990782193
"66b27c822682350019e489e1","OCC-2408XO05664100",,"Ahuntsic-Cartierville","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-21T19:59:59Z","Réseaux routier - Réfection et travaux corrélatifs","Émile-Journault entre Lajeunesse et Lajeunesse","CSEM (Commission des services électriques de Montréal) ou son sous-traitant
","G-TEK INC.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.64226702872111,45.54726563073922
"66b276f354dc2a0019af9c2e","OCC-2408OE05716809",,"Ville-Marie","Travaux","Permis émis","2024-08-08T20:00:00Z","2024-08-14T19:59:59Z","Entretien","Sainte-Catherine entre Saint-André et Saint-Timothée","Entreprise","Espace LGBTQ+","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.55772287533026,45.5169099426815
"66b27d4b2682350019e489fb","OCC-2408SL05624552",,"Rosemont-La Petite-Patrie","Travaux","Permis émis","2024-08-04T20:00:00Z","2024-08-19T19:59:59Z","S-2 Infrastructure souterraine mineure ou équipement hors-sol - Réseaux électriques, télécommunications ou câbles des distributions ","Alma entre Beaubien et Saint-Zotique","CSEM (Commission des services électriques de Montréal) ou son sous-traitant
","G-TEK INC.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.60831478230631,45.53328341939349
"66b20e902682350019e46fd4","OCC-2408HK05888214",,"Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-08-07T20:00:00Z","2024-08-30T19:59:59Z","Construction/rénovation sans excavation","De Léry entre De Léry et De Léry","Entreprise","Héneault et Gosselin","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-08-08T00:01:15Z",-73.55735149900055,45.54117229708626
"66b2861e54dc2a0019af9ece","OCC-2408TP05876670","1668537","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-08-07T20:00:00Z","2024-08-16T19:59:59Z","Trottoirs - Construction","Décarie entre Monkland et Côte-Saint-Luc","Entrepreneur sous contrat avec la Ville de Montréal","Groupe ABF inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.62030925780581,45.47857308302284
"66b286082682350019e48b29","OCC-2408JW05733408",,"Ahuntsic-Cartierville","Travaux","Permis émis","2024-08-12T20:00:00Z","2024-08-14T19:59:59Z","Construction/rénovation sans excavation","De Chateaubriand entre Chabanel et Louvain","Organisation publique ou son sous-traitant","Hydro-Québec-Entrave courte durée","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00","07:00","18:00",,,"2024-08-08T00:01:15Z",-73.64938384988845,45.55233655935236
"66b282c12682350019e48ac4","OCC-2408PW05668776",,"Rosemont-La Petite-Patrie","Travaux","Permis émis","2024-08-06T20:00:00Z","2024-08-13T19:59:59Z","Construction/rénovation sans excavation","Bellechasse entre Casgrain et Henri-Julien","Organisation publique ou son sous-traitant","Hydro-Québec-Entrave courte durée","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00","08:00","16:00",,,"2024-08-08T00:01:15Z",-73.60376343002903,45.53060702484017
"66b2862654dc2a0019af9ed2","OCC-2408MH05084766","472910","Ahuntsic-Cartierville","Travaux","Permis émis","2024-07-21T20:00:00Z","2024-08-29T19:59:59Z","Autre","Henri-Bourassa entre Henri-Bourassa et Marcelin-Wilson","Entrepreneur sous contrat avec la Ville de Montréal","Pavages Métropolitain Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.67918347545132,45.53771056445009
"66b289ed2682350019e48b93","OCC-2408PO05623406",,"Ville-Marie","Travaux","Permis émis","2024-07-19T20:00:00Z","2024-12-20T18:59:59Z","Construction/rénovation avec excavation","Ruelle","Entreprise","Sutera Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.57964991463592,45.49734728387945
"66b2866954dc2a0019af9eec","OCC-2408UO05054954",,"Ville-Marie","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-13T19:59:59Z","Autre","De Maisonneuve entre Saint-Laurent et Clark","Entreprise","entretiens qualibec inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00","07:00","20:00",,,"2024-08-08T00:01:15Z",-73.56556594911693,45.51046149587053
"66b28cf92682350019e48bb6","OCC-2408WV05599353",,"Anjou","Travaux","Permis émis","2024-08-05T20:00:00Z","2024-08-30T19:59:59Z","Construction/rénovation sans excavation","Azilda entre Yves-Prévost et Chaumont","Entreprise","9457-8960 Québec inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.54513859748249,45.60934081371806
"66b29a3954dc2a0019afa068","OCC-2408ET05709196",,"Le Plateau-Mont-Royal","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-12T19:59:59Z","Autre","Ruelle","Entreprise","Grues Maurice Gendron Ltée","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-08-08T00:01:15Z",-73.57033883007202,45.52304798250415
"66b355a954dc2a0019afa57a","OCC-2408AY05779653","1668537","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-08-06T20:00:00Z","2024-08-16T19:59:59Z","Autre","Terrebonne entre Madison et Benny","Entrepreneur sous contrat avec la Ville de Montréal","Groupe ABF inc","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:30","15:00","09:30","15:00","09:30","15:00","09:30","15:00","09:30","15:00",,,"2024-08-08T00:01:15Z",-73.63339346387767,45.46858286019161
"66b34f332682350019e48cde","OCC-2408RM05683505","1668537","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-08-06T20:00:00Z","2024-08-16T19:59:59Z","Autre","Chester entre Belmore et Saint-Ignatius","Entrepreneur sous contrat avec la Ville de Montréal","Groupe ABF inc","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-08-08T00:01:15Z",-73.65076602516879,45.46388840097738
"66b350fb54dc2a0019afa528","OCC-2408EJ05699264","1668537","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-08-06T20:00:00Z","2024-08-16T19:59:59Z","Autre","Chester entre Belmore et Saint-Ignatius","Entrepreneur sous contrat avec la Ville de Montréal","Groupe ABF inc","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-08-08T00:01:15Z",-73.65091256475564,45.4639479694485
"66b3545454dc2a0019afa555","OCC-2408NM05713633","1668537","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-08-06T20:00:00Z","2024-08-16T19:59:59Z","Autre","Cavendish entre Terrebonne et Somerled","Entrepreneur sous contrat avec la Ville de Montréal","Groupe ABF inc","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:30","15:00","09:30","15:00","09:30","15:00","09:30","15:00","09:30","15:00",,,"2024-08-08T00:01:15Z",-73.63527829439708,45.466883315866994
"66b3627bfa2a1a0019a76266","OCC-2408DO05677389",,"Le Sud-Ouest","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-16T19:59:59Z","Construction/rénovation sans excavation","Square-Sir-George-Étienne-Cartier entre Square-Sir-George-Étienne-Cartier et Saint-Ambroise","Organisation publique ou son sous-traitant","Les Développements Pointe-aux-Trembles inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-08-08T00:01:15Z",-73.5840727909602,45.471887118286
"66b35fe42682350019e48e29","OCC-2408VZ05658046",,"Rivière-des-Prairies-Pointe-aux-Trembles","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-15T19:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Métropolitain entre Dollard-Desjardins et Tricentenaire","Ville de Montréal",,"t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:00","15:00","09:00","15:00","09:00","15:00","09:00","15:00","09:00","15:00",,,"2024-08-08T00:01:15Z",-73.52286606477809,45.65383573051207
"66b35c5d2682350019e48db4","OCC-2408QJ05627173",,"LaSalle","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-16T19:59:59Z","Construction/rénovation avec excavation","Newman entre Senkus et Léger","Entreprise","Construction Cogir inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","15:30","07:00","15:30","07:00","15:30","07:00","15:30","07:00","15:30",,,"2024-08-08T00:01:15Z",-73.61674151283549,45.44278520800915
"66b35fd52682350019e48e25","OCC-2408RK05672659",,"Le Sud-Ouest","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-16T19:59:59Z","Construction/rénovation sans excavation","Saint-Ambroise entre Square-Sir-George-Étienne-Cartier et De Courcelle","Organisation publique ou son sous-traitant","Les Développements Pointe-aux-Trembles inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-08-08T00:01:15Z",-73.58488524956971,45.471518255136814
"66b36689fa2a1a0019a763c1","OCC-2408AZ05631556",,"Rosemont-La Petite-Patrie","Travaux","Permis émis","2024-08-12T20:00:00Z","2024-08-14T19:59:59Z","Autre","Molson entre Rachel et William-Tremblay","RTU (Réseau technique urbain) ou son sous-traitant
","Transelec Common Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-08-08T00:01:15Z",-73.56197395751963,45.54149571211955
"66b3612d2682350019e48e52","OCC-2408BR05615714","415131","Ville-Marie","Travaux","Permis émis","2024-08-07T20:00:00Z","2024-10-25T19:59:59Z","Trottoirs - Construction","Mayor entre De Bleury et Saint-Alexandre","Entrepreneur sous contrat avec la Ville de Montréal","Les Entreprises Michaudville","t","t","t","t","t","t","t","t","t","t","f","f","f","f",,,,,,,,,,,,,,,"2024-08-08T00:01:15Z",-73.56842260378136,45.50640186824396
"66b37747fa2a1a0019a767c1","OCC-2408YS05701701",,"Rosemont-La Petite-Patrie","Travaux","Permis émis","2024-08-12T20:00:00Z","2024-08-13T19:59:59Z","Déménagement","Saint-Denis entre Saint-Zotique et Bélanger","Entreprise","Les Déménageurs Meldrum Inc","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-08-08T00:01:15Z",-73.60939456392198,45.53595131423534
"66b36dea5ee3e60019b5dd50","OCC-2408EL05673185",,"Villeray-Saint-Michel-Parc-Extension","Travaux","Permis émis","2024-08-11T20:00:00Z","2024-08-12T19:59:59Z","Égouts et aqueducs - Excavation","Lajeunesse entre Jarry et Guizot","Entreprise","S. Desormiers Excavation Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-08-08T00:01:15Z",-73.62908956912604,45.54396171615255
