id,permit_permit_id,contractnumber,boroughid,permitcategory,currentstatus,duration_start_date,duration_end_date,reason_category,occupancy_name,submittercategory,organizationname,duration_days_mon_active,duration_days_mon_all_day_round,duration_days_tue_active,duration_days_tue_all_day_round,duration_days_wed_active,duration_days_wed_all_day_round,duration_days_thu_active,duration_days_thu_all_day_round,duration_days_fri_active,duration_days_fri_all_day_round,duration_days_sat_active,duration_days_sat_all_day_round,duration_days_sun_active,duration_days_sun_all_day_round,duration_days_sat_start_time,duration_days_sat_end_time,duration_days_mon_start_time,duration_days_mon_end_time,duration_days_tue_start_time,duration_days_tue_end_time,duration_days_wed_start_time,duration_days_wed_end_time,duration_days_thu_start_time,duration_days_thu_end_time,duration_days_fri_start_time,duration_days_fri_end_time,duration_days_sun_start_time,duration_days_sun_end_time,load_date,longitude,latitude
"63c5986a22a9db00197975c2","OCC-2302WJ04901168",,"Ville-Marie","Travaux","Permis émis","2023-02-13T19:00:00Z","2024-12-31T18:59:59Z","Construction/rénovation avec excavation","Viger entre Saint-Laurent et De Bullion","Organisation publique ou son sous-traitant","Réfection Ville Marie SEP","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.55838338288925,45.50780638772383
"65cfb564f871520019dd470c","OCC-2402JA13684588","505801","Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-02-17T19:00:00Z","2024-12-24T18:59:59Z","Autre","Pie-IX entre La Fontaine et Ontario","Entrepreneur sous contrat avec la Ville de Montréal","Pomerleau Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.54100903881063,45.550118028158586
"64638510e66fc600191c3f20","OCC-2305RL19426461","463010","Rosemont-La Petite-Patrie","Travaux","Permis émis","2023-05-21T20:00:00Z","2024-12-01T18:59:59Z","Autre","Rosemont entre Boyer et De La Roche","Entrepreneur sous contrat avec la Ville de Montréal","Construction Deric Inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.59530021729596,45.53464262717403
"62c8771589930e001ae5c147","OCC-2207HK09199979",,"Ville-Marie","Travaux","Permis émis","2022-07-10T20:00:00Z","2024-12-22T18:59:59Z","Construction/rénovation sans excavation","Labelle entre René-Lévesque et Sainte-Catherine","Organisation publique ou son sous-traitant","Société de transport de Montréal","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.55895140599043,45.51488186393966
"63c59681ffac3c0019e2ae90","OCC-2302PT04896353",,"Ville-Marie","Travaux","Permis émis","2023-02-13T19:00:00Z","2024-12-31T18:59:59Z","Construction/rénovation avec excavation","Saint-Laurent entre Saint-Antoine et Viger","Organisation publique ou son sous-traitant","Réfection Ville Marie SEP","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.55788272572894,45.50713026758884
"65d4b2538d2230001923a48c","OCC-2402OS19084321","212314","Le Sud-Ouest","Travaux","Permis émis","2024-02-27T19:00:00Z","2024-10-01T19:59:59Z","Égouts et aqueducs - Excavation","Delisle entre Greene et Rose-de-Lima","Entrepreneur sous contrat avec la Ville de Montréal","Les Entreprises Michaudville","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.58138887969479,45.48097274754285
"65d34edb685048001933f945","OCC-2403HN16177420",,"Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-03-31T20:00:00Z","2024-10-31T19:59:59Z","Autre","Ontario entre Dézéry et Saint-Germain","Ville de Montréal",,"t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.54735602185859,45.54121644470946
"65d39a8f8d223000192397c9","OCC-2402IV17015475","463010","Rosemont-La Petite-Patrie","Travaux","Permis émis","2024-02-24T19:00:00Z","2024-10-24T19:59:59Z","Autre","Carrières entre Boyer et De La Roche","Entrepreneur sous contrat avec la Ville de Montréal","Construction Deric Inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.59263866759247,45.5341092279232
"65d4acd18d2230001923a3cb","OCC-2402WM00645692","328902","Ahuntsic-Cartierville","Travaux","Permis émis","2024-03-02T19:00:00Z","2024-11-29T18:59:59Z","Construction/rénovation avec excavation","Gouin entre Joseph-Édouard-Samson et Antoine-Berthelet","Entrepreneur sous contrat avec la Ville de Montréal","Loiselle inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.74046280792032,45.52086748097512
"65ce5825306b750019fbe5f0","OCC-2402RG17006506","463010","Rosemont-La Petite-Patrie","Travaux","Permis émis","2024-02-25T19:00:00Z","2024-11-14T18:59:59Z","Autre","Carrières entre Boyer et Christophe-Colomb","Entrepreneur sous contrat avec la Ville de Montréal","Construction Deric Inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.59263185859824,45.53330378892494
"6644e2542a1710001953961c","OCC-2405YT12698517","001","Ahuntsic-Cartierville","Travaux","Permis émis","2024-05-20T20:00:00Z","2024-09-30T19:59:59Z","Égouts et aqueducs - Excavation","De Martigny entre André-Ouimet et Gouin","Entrepreneur sous contrat avec la Ville de Montréal","Les Entreprises Michaudville","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.65705003383368,45.57611938256082
"6644e2c12a17100019539624","OCC-2405NA12691298","2320181","Rosemont-La Petite-Patrie","Travaux","Permis émis","2024-05-14T20:00:00Z","2024-09-30T19:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Ruelle","Entrepreneur sous contrat avec la Ville de Montréal","Tech Vac Environnement Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-07-10T19:41:18Z",-73.58187652715856,45.54427228018755
"6643b3c4c7edcc0019593fd1","OCC-2405PN11914306","1653132","Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-05-16T20:00:00Z","2024-09-30T19:59:59Z","Autre","A.-A.-Desroches entre Hochelaga et Saint-Émile","Entrepreneur sous contrat avec la Ville de Montréal","Charex inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.52273863990646,45.59404934987618
"6643b47ae1fdf300191e496d","OCC-2405AZ12681440",,"Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-05-13T20:00:00Z","2024-08-13T19:59:59Z","Construction/rénovation sans excavation","Ruelle","Entreprise","CONSTRUCTION SERGE LAPIERRE INC.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.63520360266082,45.46660637582109
"6644bc2e2a1710001953870e","OCC-2405BR12621974",,"Verdun","Travaux","Permis émis","2024-05-20T20:00:00Z","2024-09-27T19:59:59Z","Construction/rénovation sans excavation","Non-nommée entre 15-20 et Île-des-Soeurs","Organisation publique ou son sous-traitant","EBC Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00","06:00","18:00",,,"2024-07-10T19:41:18Z",-73.54578802513284,45.47151574366491
"664381a1e1fdf300191e3247","OCC-2405PZ13526978",,"Ville-Marie","Travaux","Permis émis","2024-05-19T20:00:00Z","2024-09-06T19:59:59Z","Autre","De Maisonneuve entre Saint-Laurent et Saint-Dominique","Organisation publique ou son sous-traitant","Partenariat du Quartier des spectacles","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.5651174569066,45.5108494119196
"663a2a1b073ad9001980f881","OCC-2405JA19747258",,"Le Plateau-Mont-Royal","Travaux","Permis émis","2024-05-26T20:00:00Z","2024-08-30T19:59:59Z","Construction/rénovation sans excavation","Chambord entre Gilford et Saint-Joseph","Entreprise","Mecanicaction","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00","07:00","16:00",,,"2024-07-10T19:41:18Z",-73.58219018642536,45.532038165084224
"65cfb4d3306b750019fbffeb","OCC-2402DN13689774","505801","Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-02-17T19:00:00Z","2024-12-24T18:59:59Z","Autre","Bourbonnière entre Ontario et Rouen","Entrepreneur sous contrat avec la Ville de Montréal","Pomerleau Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.5431825199961,45.54807447496427
"65ce5452306b750019fbe4e1","OCC-2402HO17003288","463010","Rosemont-La Petite-Patrie","Travaux","Permis émis","2024-02-25T19:00:00Z","2024-11-14T18:59:59Z","Autre","Carrières entre Saint-André et Boyer","Entrepreneur sous contrat avec la Ville de Montréal","Construction Deric Inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.59322258459972,45.532714637505975
"65cf93d0f871520019dd3ff1","OCC-2402FO13572898","502601","Ville-Marie","Travaux","Permis émis","2024-02-15T19:00:00Z","2024-12-31T18:59:59Z","Autre","Mansfield entre Cathcart et De Maisonneuve","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.57141586810629,45.50132340220805
"65cfa9fa306b750019fbfd0b","OCC-2402TD16065110",,"Ville-Marie","Travaux","Permis émis","2024-02-19T19:00:00Z","2024-11-29T18:59:59Z","Autre","Peel entre De Maisonneuve et Sherbrooke","Entreprise","Edyfic Construction","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.57565746424042,45.501260099935706
"6642656eab1ae20019393572","OCC-2405QJ17851911","001","Ahuntsic-Cartierville","Travaux","Permis émis","2024-05-20T20:00:00Z","2024-09-30T19:59:59Z","Égouts et aqueducs - Excavation","Gouin entre Pressoir et Gouin","Entrepreneur sous contrat avec la Ville de Montréal","Les Entreprises Michaudville inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.65755748091784,45.57627167158564
"6642708aab1ae20019393c13","OCC-2405JF11839223","2320181","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-05-12T20:00:00Z","2024-10-31T19:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Doherty entre Fielding et Côte-Saint-Luc","Entrepreneur sous contrat avec la Ville de Montréal","Tech Vac Environnement Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-07-10T19:41:18Z",-73.65233311309757,45.46267554097639
"66426d8bab1ae20019393a94","OCC-2405PJ11837884","2320181","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-05-12T20:00:00Z","2024-10-31T19:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Belmore entre Fielding et Côte-Saint-Luc","Entrepreneur sous contrat avec la Ville de Montréal","Tech Vac Environnement Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-07-10T19:41:18Z",-73.651097157655,45.46433420355354
"66426930ab1ae20019393760","OCC-2405RD11838409","2320181","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-05-12T20:00:00Z","2024-10-31T19:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Coronation entre Fielding et Côte-Saint-Luc","Entrepreneur sous contrat avec la Ville de Montréal","Tech Vac Environnement Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-07-10T19:41:18Z",-73.65061887958271,45.46490700650213
"66427246ab1ae20019393d16","OCC-2405KS11839736","2320181","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-05-12T20:00:00Z","2024-10-31T19:59:59Z","Égouts et aqueducs - Inspection et nettoyage","O'Bryan entre Fielding et Connaught","Entrepreneur sous contrat avec la Ville de Montréal","Tech Vac Environnement Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-07-10T19:41:18Z",-73.6527410884559,45.46214546181916
"664273ddab1ae20019393dfe","OCC-2405XO11840341","2320181","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-05-12T20:00:00Z","2024-10-31T19:59:59Z","Égouts et aqueducs - Inspection et nettoyage","West Broadway entre Chester et Connaught","Entrepreneur sous contrat avec la Ville de Montréal","Tech Vac Environnement Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-07-10T19:41:18Z",-73.65431395099924,45.46197732647662
"664281f6ab1ae2001939402a","OCC-2405SZ18586653","472110","Le Sud-Ouest","Travaux","Permis émis","2024-05-20T20:00:00Z","2024-11-29T18:59:59Z","Autre","Notre-Dame entre De Courcelle et Saint-Rémi","Entrepreneur sous contrat avec la Ville de Montréal","Loiselle inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.5905469401134,45.47098003498219
"6642765ffdc37e0019d8f174","OCC-2405LW11837226","2320181","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-05-12T20:00:00Z","2024-10-31T19:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Chester entre Coronation et Connaught","Entrepreneur sous contrat avec la Ville de Montréal","Tech Vac Environnement Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-07-10T19:41:18Z",-73.65298774416577,45.46120606912916
"664371f9c7edcc00195923a4","OCC-2405YI11818082",,"Ville-Marie","Travaux","Permis émis","2024-05-13T20:00:00Z","2025-04-30T19:59:59Z","Autre","Saint-Dominique entre De Boisbriand et De Maisonneuve","Organisation publique ou son sous-traitant","Partenariat du Quartier des spectacles","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.56439737283898,45.510771432927655
"6643876fc7edcc0019592a83","OCC-2405YW24665201","2311","Lachine","Travaux","Permis émis","2024-05-23T20:00:00Z","2024-08-30T19:59:59Z","Autre","40e entre Sherbrooke et D'Urfé","Entrepreneur sous contrat avec la Ville de Montréal","Gerald theoret inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.7012765334251,45.44511051196266
"664380f8c7edcc0019592822","OCC-2405RW13432982",,"Ville-Marie","Travaux","Permis émis","2024-05-19T20:00:00Z","2024-09-06T19:59:59Z","Autre","De Maisonneuve entre Saint-Laurent et De Bleury","Organisation publique ou son sous-traitant","Partenariat du Quartier des spectacles","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.56734743699893,45.50925071979503
"65ccd115c17346001984fe69","OCC-2402PB11913020",,"Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-03-31T20:00:00Z","2024-10-31T19:59:59Z","Autre","Hochelaga entre Mercier et Lebrun","Ville de Montréal",,"t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.52126313688845,45.59927247231381
"65ccd54ce28c6600193a8d92","OCC-2403AI03130174",,"Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-03-31T20:00:00Z","2024-10-31T19:59:59Z","Autre","Charlemagne entre Ontario et Rouen","Ville de Montréal",,"t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.54227513087109,45.54914907210288
"65cce2f0e28c6600193a90e7","OCC-2402JS11823176",,"Ville-Marie","Travaux","Permis émis","2024-02-18T19:00:00Z","2024-12-31T18:59:59Z","Construction/rénovation sans excavation","Jean-D'Estrées entre Jean-D'Estrées et Saint-Antoine","Entreprise","les Constructions Reliance Du Canada Ltée","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.56728245639417,45.49616710088118
"65cd3c64e28c6600193aa0a0","OCC-2402FL22275997",,"Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-03-17T20:00:00Z","2024-11-08T18:59:59Z","Construction/rénovation sans excavation","Ruelle","Organisation publique ou son sous-traitant","MGB Associés Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.62802113745457,45.48539772442975
"65cd41abc1734600198510d1","OCC-2402HV12665697","502601","Ville-Marie","Travaux","Permis émis","2024-02-13T19:00:00Z","2024-12-31T18:59:59Z","Autre","Sainte-Catherine entre Stanley et Drummond","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.57394786677547,45.49890485396521
"65c654239a82b10019717994","OCC-2402ZQ07510769","502601","Ville-Marie","Travaux","Permis émis","2024-02-10T19:00:00Z","2024-12-31T18:59:59Z","Autre","Drummond entre Sainte-Catherine et De Maisonneuve","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.57451550256859,45.498800250116005
"663118489df5bc00190a8699","OCC-2405ML17914322","1651800","Le Plateau-Mont-Royal","Travaux","Permis émis","2024-06-02T20:00:00Z","2024-09-03T19:59:59Z","Construction/rénovation avec excavation","Ruelle","Entrepreneur sous contrat avec la Ville de Montréal","Les Entreprises Daniel Robert Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.5835408987359,45.52946645198652
"65cbbdfb77349f00198ce9a6","OCC-2402YF17008796","463010","Rosemont-La Petite-Patrie","Travaux","Permis émis","2024-02-24T19:00:00Z","2024-08-13T19:59:59Z","Construction/rénovation avec excavation","Christophe-Colomb entre Christophe-Colomb et Christophe-Colomb","Entrepreneur sous contrat avec la Ville de Montréal","Construction Deric Inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.5935191429837,45.53429214297415
"65cbbf5c77349f00198cea10","OCC-2402IL21584908","463010","Le Plateau-Mont-Royal","Travaux","Permis émis","2024-02-24T19:00:00Z","2024-08-13T19:59:59Z","Construction/rénovation avec excavation","Christophe-Colomb entre Saint-Grégoire et Christophe-Colomb","Entrepreneur sous contrat avec la Ville de Montréal","Construction Deric Inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.59127275742355,45.53316067370946
"65c643dc9a82b100197175b4","OCC-2402OP07468784","502601","Ville-Marie","Travaux","Permis émis","2024-02-10T19:00:00Z","2024-12-31T18:59:59Z","Autre","Sainte-Catherine entre Stanley et Drummond","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.57388192290844,45.49903618147113
"65c646909a82b10019717614","OCC-2402VQ07475434","502601","Ville-Marie","Travaux","Permis émis","2024-02-10T19:00:00Z","2024-12-31T18:59:59Z","Autre","Cathédrale entre De La Gauchetière et René-Lévesque","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.56888153289802,45.49885622599472
"65c651d6e3540e00199a2433","OCC-2402XV07504804","502601","Ville-Marie","Travaux","Permis émis","2024-02-10T19:00:00Z","2024-12-31T18:59:59Z","Autre","Stanley entre René-Lévesque et Sainte-Catherine","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.5722173127586,45.49864305128924
"65c656a1e3540e00199a2543","OCC-2402UE07516470","502601","Ville-Marie","Travaux","Permis émis","2024-03-01T19:00:00Z","2024-12-31T18:59:59Z","Autre","Montagne entre René-Lévesque et Sainte-Catherine","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.57474678498201,45.497787936586654
"65c65819e3540e00199a25a7","OCC-2402OA07520472","502601","Ville-Marie","Travaux","Permis émis","2024-02-10T19:00:00Z","2024-12-31T18:59:59Z","Autre","Cypress entre Peel et Stanley","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.57178240387282,45.49925936095352
"65ce0159c173460019851116","OCC-2402OF17108488",,"Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-03-31T20:00:00Z","2024-10-31T19:59:59Z","Autre","Ontario entre Cuvillier et Aylwin","Ville de Montréal",,"t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.54570554235652,45.54378248879042
"664229dafdc37e0019d8d5e1","OCC-2405AF12538774",,"Ville-Marie","Travaux","Permis émis","2024-05-15T20:00:00Z","2024-08-14T19:59:59Z","Construction/rénovation avec excavation","Sainte-Catherine entre Saint-Urbain et Jeanne-Mance","Entreprise","CONSTRUCTION MACOGEP INC.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.5664405091179,45.50758852251069
"65c666fee3540e00199a2735","OCC-2402KZ07558227","502601","Ville-Marie","Travaux","Permis émis","2024-02-10T19:00:00Z","2024-12-31T18:59:59Z","Autre","Mansfield entre René-Lévesque et Cathcart","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.56932944273687,45.50032294376064
"65c679bee3540e00199a2aef","OCC-2402TG07606926","502601","Ville-Marie","Travaux","Permis émis","2024-02-10T19:00:00Z","2024-12-31T18:59:59Z","Autre","Montagne entre René-Lévesque et Sainte-Catherine","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.57485055236306,45.49775552413537
"65ca267277349f00198cc3db","OCC-2402UR10014371","502601","Ville-Marie","Travaux","Permis émis","2024-02-11T19:00:00Z","2024-12-31T18:59:59Z","Autre","Mansfield entre Cathcart et Sainte-Catherine","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.571335688415,45.50126849627671
"652edb1a92ba0f00199a5163","OCC-2310ZK14527240","REM","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2022-12-31T19:00:00Z","2024-12-31T18:59:59Z","Autre","Bates entre Wilderton et Darlington","Entrepreneur sous contrat avec la Ville de Montréal","NouvLR","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.63194135512623,45.51347814344737
"65ca282c77349f00198cc47f","OCC-2402KU10019550","502601","Ville-Marie","Travaux","Permis émis","2024-02-11T19:00:00Z","2024-12-31T18:59:59Z","Autre","Mansfield entre Sainte-Catherine et De Maisonneuve","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.57195079289826,45.50147090929998
"652ee4a592ba0f00199a5479","OCC-2310ME14544962","REM - C","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2023-10-16T20:00:00Z","2024-12-31T18:59:59Z","Autre","Jean-Talon entre Dresden et Dieppe","Entrepreneur sous contrat avec la Ville de Montréal","NouvLR","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.63304885925983,45.51326707755633
"663e1ef664ea1000194d50f0","OCC-2405LE10987900","472110","Ville-Marie","Travaux","Permis émis","2024-05-13T20:00:00Z","2024-12-20T18:59:59Z","Autre","Fort entre Tupper et Sainte-Catherine","Entrepreneur sous contrat avec la Ville de Montréal","Loiselle inc.","t","t","t","t","t","t","t","t","t","t","f","f","f","f",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.58072462962247,45.49147659470269
"65c3decf29bba700128c78fd","OCC-2402CX07457432","502601","Ville-Marie","Travaux","Permis émis","2024-02-10T19:00:00Z","2024-12-31T18:59:59Z","Construction/rénovation avec excavation","Metcalfe entre René-Lévesque et Sherbrooke","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.5724430807926,45.50051184580503
"663e252464ea1000194d52bf","OCC-2405OK08326865","236126","Le Sud-Ouest","Travaux","Permis émis","2024-05-12T20:00:00Z","2025-07-14T19:59:59Z","Autre","Bassins entre Barges et Richmond","Entrepreneur sous contrat avec la Ville de Montréal","Excavation ESM","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.56475960384597,45.48789592489389
"65c3dfd56823920012dd0615","OCC-2402WG07631061","502601","Ville-Marie","Travaux","Permis émis","2024-02-10T19:00:00Z","2024-12-31T18:59:59Z","Construction/rénovation avec excavation","Mansfield entre Cathcart et Sainte-Catherine","Entrepreneur sous contrat avec la Ville de Montréal","Eurovia Québec Grands Projets","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.57137285281203,45.50120887699203
"65c3e7c06823920012dd074d","OCC-2402KH06510380","328902","Pierrefonds-Roxboro","Travaux","Permis émis","2024-02-21T19:00:00Z","2024-12-21T18:59:59Z","Construction/rénovation sans excavation","Ruelle","Entrepreneur sous contrat avec la Ville de Montréal","Loiselle inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-07-10T19:41:18Z",-73.76171001859052,45.50745058084984
