id_request,streetid,streetimpactwidth,streetimpacttype,nbfreeparkingplace,sidewalk_blockedtype,backsidewalk_blockedtype,bikepath_blockedtype,name,shortname,fromname,fromshortname,toname,toshortname,length,isarterial,stmimpact_blockedtype,otherproviderimpact_blockedtype,reservedlane_blockedtype
"6660bc8fc307490019f1a552","avenue Coloniale ","6-9 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","avenue Coloniale ","Coloniale","rue Rachel Est ","Rachel","rue Marie-Anne Est ","Marie-Anne",220.99,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bb5c345287d00019e0e29e","rue Tillemont ","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Tillemont ","Tillemont","avenue Louis-Hébert ","Louis-Hébert","rue D'Iberville ","D'Iberville",77.82,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bb5c345287d00019e0e29e","rue D'Iberville ","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue D'Iberville ","D'Iberville","boulevard Rosemont ","Rosemont","boulevard Crémazie Est ","Crémazie",2572.06,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bb97f14b04a50019aa1205","boulevard Saint-Laurent ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Saint-Laurent ","Saint-Laurent","rue Jarry Ouest ","Jarry","rue Guizot Est ","Guizot",261.06,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bbb72c5287d00019e0fb71","rue Prieur Ouest ","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Prieur Ouest ","Prieur","rue Tolhurst ","Tolhurst","rue Verville ","Verville",139.1,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bdf5bf31472000195763a0","rue de Bonsecours ","0-3 mètres","Voie de stationnement obstruée",2,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue de Bonsecours ","Bonsecours","rue Saint-Paul Est ","Saint-Paul","rue Notre-Dame Est ","Notre-Dame",91.16,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bdf68b31472000195763ca","rue Saint-Paul Est ","0-3 mètres","Aucun impact / non applicable",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue Saint-Paul Est ","Saint-Paul","rue Saint-Claude ","Saint-Claude","rue de Bonsecours ","Bonsecours",146.13,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66be0434314720001957684d","rue Wolfe ","0-3 mètres","Voie de circulation obstruée",4,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Wolfe ","Wolfe","rue du Glacis ","Glacis","rue Saint-Antoine Est ","Saint-Antoine",121.53,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66be0e2e3147200019576b60","rue Wolfe ","0-3 mètres","Voie de circulation obstruée",3,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Wolfe ","Wolfe","rue du Glacis ","Glacis","rue Saint-Antoine Est ","Saint-Antoine",121.53,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66be12a53147200019576dfa","rue de Rouen ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue de Rouen ","Rouen","rue Messier ","Messier","rue Harmony ","Harmony",32.72,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bc9e445287d00019e10474","rue Jacques-Hertel ","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Jacques-Hertel ","Jacques-Hertel","rue D'Aragon ","D'Aragon","rue Jogues ","Jogues",308.07,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bcc9905287d00019e11059","rue Sherbrooke Ouest ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Sherbrooke Ouest ","Sherbrooke","rue West Broadway ","West Broadway","avenue Patricia ","Patricia",161.84,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bccb3c5287d00019e110f8","boulevard Henri-Bourassa Est ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Henri-Bourassa Est ","Henri-Bourassa","boulevard Saint-Laurent ","Saint-Laurent","rue Lajeunesse ","Lajeunesse",581.81,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66bcd05e5287d00019e11322","boulevard Henri-Bourassa Est ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Henri-Bourassa Est ","Henri-Bourassa","boulevard Saint-Laurent ","Saint-Laurent","rue Lajeunesse ","Lajeunesse",582.44,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66bf43eaecf71700124bacb3","avenue Pierre-De Coubertin ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","avenue Pierre-De Coubertin ","Pierre-De Coubertin","boulevard de l'Assomption ","Assomption","rue Dickson ","Dickson",364.82,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66be6780f769780019f43341","rue du Port ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","rue du Port ","Port","rue de la Commune Ouest ","Commune","place D'Youville ","D'Youville",86,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66be717731472000195781f3","rue Desenclaves ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",6,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Desenclaves ","Desenclaves","rue de Louisbourg ","Louisbourg","rue De Salaberry ","De Salaberry",320.51,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bf640f60ed47001227005c","rue La Fontaine ","9-12 mètres","Rue barrée",0,"Barré","Aucun impact / non applicable","Barrée","rue La Fontaine ","La Fontaine","boulevard Pie-IX ","Pie-IX","avenue Desjardins ","Desjardins",90.62,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bf64e363a91f0012442b41","rue Le Moyne ","6-9 mètres","Rue barrée",12,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Le Moyne ","Le Moyne","rue Saint-Nicolas ","Saint-Nicolas","rue Saint-Pierre ","Saint-Pierre",94.36,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bf5ddcecf71700124bb338","place Mount-Royal ","3-6 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Barré","Aucun impact / non applicable","place Mount-Royal ","Mount-Royal","rue Metcalfe ","Metcalfe","rue Peel ","Peel",95.83,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bf5ddcecf71700124bb338","rue Metcalfe ","3-6 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Barré","Aucun impact / non applicable","rue Metcalfe ","Metcalfe","rue Sainte-Catherine Ouest ","Sainte-Catherine","place Mount-Royal ","Mount-Royal",44.74,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bbb50a5287d00019e0fb03","rue Prieur Est ","0-3 mètres","Voie de stationnement et voie de circulation obstruées",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Aucun impact / non applicable","rue Prieur Est ","Prieur","rue Taché ","Taché","rue Garnier ","Garnier",175.1,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66ad44226b48e200121af247","avenue De L'Épée ","9-12 mètres","Rue barrée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue De L'Épée ","De L'Épée","rue Jarry Ouest ","Jarry","avenue d'Anvers ","Anvers",259.8,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66b3ef73fa2a1a0019a783b5","avenue Saint-Pierre ","3-6 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue Saint-Pierre ","Saint-Pierre","rue Saint-Jacques ","Saint-Jacques","rue des Érables ","Érables",314.8,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bb56505287d00019e0e0ec","avenue Bennett ","3-6 mètres","Voie de circulation obstruée",0,"Barré","Barré","Aucun impact / non applicable","avenue Bennett ","Bennett","rue de Rouen ","Rouen","rue Hochelaga ","Hochelaga",288.14,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bba5225287d00019e0f697","rue De Bleury ","3-6 mètres","Voie de stationnement obstruée",0,"Barré","Barré","Aucun impact / non applicable","rue De Bleury ","De Bleury","boulevard René-Lévesque Ouest ","René-Lévesque","rue Saint-Edward ","Saint-Edward",158.21,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bba77f4b04a50019aa16a3","boulevard René-Lévesque Ouest ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard René-Lévesque Ouest ","René-Lévesque","rue De Bleury ","De Bleury","rue Saint-Alexandre ","Saint-Alexandre",122.48,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66be2c2931472000195774e0","boulevard Gouin Ouest ","0-3 mètres","Voie de stationnement et voie de circulation obstruées",3,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Obstruée","boulevard Gouin Ouest ","Gouin","avenue Joseph-Édouard-Samson ","Joseph-Édouard-Samson","avenue Antoine-Berthelet ","Antoine-Berthelet",205.53,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bd07030c3b18001dc3acbc","rue Arthur-Péloquin ","6-9 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Barrée","rue Arthur-Péloquin ","Arthur-Péloquin","rue Jean-Rivard ","Jean-Rivard","boulevard Viau ","Viau",173.64,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c343913ca1a80019874317","rue Bourget ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Bourget ","Bourget","rue Sainte-Émilie ","Sainte-Émilie","rue Notre-Dame Ouest ","Notre-Dame",169.6,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66be59cbf769780019f4318f","avenue d'Orléans ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue d'Orléans ","Orléans","rue Ontario Est ","Ontario","rue de Rouen ","Rouen",301.48,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bf1d0decf71700124bab0b","rue Ontario Est ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Ontario Est ","Ontario","rue Saint-Hubert ","Saint-Hubert","rue Saint-Christophe ","Saint-Christophe",61.37,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66c346793ca1a80019874390","rue Sherbrooke Ouest ","0-3 mètres","Voie de circulation obstruée",13,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Sherbrooke Ouest ","Sherbrooke","rue University ","University","avenue McGill College ","McGill College",172.52,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c361d1342a2f0019ce212b","avenue Argyle ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",12,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","avenue Argyle ","Argyle","rue Lucien-L'Allier ","Lucien-L'Allier","rue Guy ","Guy",256.89,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c362623ca1a80019874c21","boulevard Gouin Est ","3-6 mètres","Voie de circulation obstruée",0,"Barré","Barré","Aucun impact / non applicable","boulevard Gouin Est ","Gouin","avenue Éthier ","Éthier","avenue Bellevois ","Bellevois",75.22,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c35aa23ca1a800198749b8","avenue Hébert ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Hébert ","Hébert","rue Larivée ","Larivée","rue Denommée ","Denommée",123.51,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c37a53342a2f0019ce2612","boulevard Henri-Bourassa Ouest ","0-3 mètres","Voie de circulation obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Henri-Bourassa Ouest ","Henri-Bourassa","rue Meilleur ","Meilleur","boulevard Henri-Bourassa Ouest ","Henri-Bourassa",400.25,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c36b873ca1a80019874eaa","rue Fleury Est ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","rue Fleury Est ","Fleury","avenue de Paris ","Paris","avenue de London ","London",63.85,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c36c9c342a2f0019ce23e8","avenue Plaza ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Plaza ","Plaza","rue Sabrevois ","Sabrevois","rue Fleury Est ","Fleury",264.3,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c3802c3ca1a800198752ba","rue Laprairie ","0-3 mètres","Voie de stationnement obstruée",3,"Barré","Barré","Aucun impact / non applicable","rue Laprairie ","Laprairie","rue Grand Trunk ","Grand Trunk","rue de Châteauguay ","Châteauguay",90.64,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c37bf43ca1a80019875116","boulevard Saint-Vital ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","boulevard Saint-Vital ","Saint-Vital","rue Prieur Est ","Prieur","rue Monselet ","Monselet",265.5,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c3818d3ca1a8001987534b","avenue de London ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue de London ","London","rue Martial ","Martial","boulevard Henri-Bourassa Est ","Henri-Bourassa",386.07,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c385353ca1a80019875491","boulevard Albert-Brosseau ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","boulevard Albert-Brosseau ","Albert-Brosseau","avenue Drapeau ","Drapeau","avenue Henrietta ","Henrietta",77.55,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c392833ca1a800198757c0","rue Redpath ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Aucun impact / non applicable","Aucun impact / non applicable","rue Redpath ","Redpath","rue Sherbrooke Ouest ","Sherbrooke","rue Redpath-Court ","Redpath-Court",111.92,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c392dc3ca1a800198757ec","rue Redpath ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Aucun impact / non applicable","rue Redpath ","Redpath","rue Sherbrooke Ouest ","Sherbrooke","rue Redpath-Court ","Redpath-Court",111.92,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c393d83ca1a80019875860","avenue Hénault ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Hénault ","Hénault","rue de Castille ","Castille","rue de Charleroi ","Charleroi",235.25,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c3964d342a2f0019ce2ece","avenue Hénault ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Hénault ","Hénault","rue Forest ","Forest","rue d'Amiens ","Amiens",235.52,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c397043ca1a8001987597c","avenue Pigeon ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Pigeon ","Pigeon","rue Forest ","Forest","rue d'Amiens ","Amiens",235.58,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c38ab53ca1a800198755ad","avenue Bellevois ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Bellevois ","Bellevois","rue d'Amos ","Amos","rue de Bayonne ","Bayonne",234.48,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c38b733ca1a800198755d5","avenue Bellevois ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Bellevois ","Bellevois","rue d'Amos ","Amos","rue de Bayonne ","Bayonne",234.48,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c39874342a2f0019ce2f20","avenue Jean-Meunier ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Jean-Meunier ","Jean-Meunier","boulevard Industriel ","Industriel","rue de Castille ","Castille",156.08,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c3993e342a2f0019ce2f2b","avenue Jean-Meunier ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Jean-Meunier ","Jean-Meunier","rue Louis-Francoeur ","Louis-Francoeur","rue de Charleroi ","Charleroi",89.03,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c39a02342a2f0019ce2f3a","avenue Jean-Meunier ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Jean-Meunier ","Jean-Meunier","rue Louis-Francoeur ","Louis-Francoeur","rue de Charleroi ","Charleroi",89.03,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c39f0a342a2f0019ce30c3","boulevard Henri-Bourassa Ouest ","6-9 mètres","Rue barrée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Barrée","boulevard Henri-Bourassa Ouest ","Henri-Bourassa","boulevard Henri-Bourassa Ouest ","Henri-Bourassa","avenue du Bois-de-Boulogne ","Bois-de-Boulogne",781.14,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c39fdb342a2f0019ce313d","boulevard Henri-Bourassa Ouest ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Obstruée","boulevard Henri-Bourassa Ouest ","Henri-Bourassa","rue Tanguay ","Tanguay","boulevard Henri-Bourassa Ouest ","Henri-Bourassa",817.51,"t","Déplacer","Déplacer","Aucun impact / non applicable"
"66c3a0383ca1a80019875c38","boulevard Henri-Bourassa Ouest ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Henri-Bourassa Ouest ","Henri-Bourassa","avenue du Bois-de-Boulogne ","Bois-de-Boulogne","avenue Marcelin-Wilson ","Marcelin-Wilson",588.16,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c3a0383ca1a80019875c38","avenue Marcelin-Wilson ","0-3 mètres","Voie de circulation obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Aucun impact / non applicable","avenue Marcelin-Wilson ","Marcelin-Wilson","boulevard Henri-Bourassa Ouest ","Henri-Bourassa","boulevard Henri-Bourassa Ouest ","Henri-Bourassa",19.29,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c3a0793ca1a80019875c83","rue Meilleur ","6-9 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Aucun impact / non applicable","Obstruée","rue Meilleur ","Meilleur","rue Prieur Ouest ","Prieur","boulevard Henri-Bourassa Ouest ","Henri-Bourassa",250.99,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66c3a1d23ca1a80019875cdf","avenue Salk ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Salk ","Salk","rue William-Allan ","William-Allan","rue Perras ","Perras",206.06,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c37d2f342a2f0019ce26c4","avenue de Rome ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue de Rome ","Rome","rue Fleury Est ","Fleury","rue Prieur Est ","Prieur",265.01,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c37ead3ca1a80019875216","avenue Mackay ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Mackay ","Mackay","avenue Mackay ","Mackay","boulevard Gouin Est ","Gouin",139.21,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c37f643ca1a8001987524f","avenue de Bruxelles ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue de Bruxelles ","Bruxelles","boulevard Henri-Bourassa Est ","Henri-Bourassa","boulevard Gouin Est ","Gouin",244.88,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66b50754fa2a1a0019a79b65","rue Ontario Est ","0-3 mètres","Voie de stationnement obstruée",0,"Obstrué (un passage piéton de 1,5 m est conservé)","Obstrué","Aucun impact / non applicable","rue Ontario Est ","Ontario","avenue de l'Hôtel-de-Ville ","Hôtel-de-Ville","rue Sanguinet ","Sanguinet",145.85,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66c3a410342a2f0019ce3294","boulevard Sainte-Colette ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","boulevard Sainte-Colette ","Sainte-Colette","rue des Roses ","Roses","avenue Jean-Paul-Cardinal ","Jean-Paul-Cardinal",69.89,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bd0e170c3b18001dc3ae04","boulevard Léger ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Léger ","Léger","boulevard Henri-Bourassa Est ","Henri-Bourassa","avenue Bellevois ","Bellevois",380.87,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66bd0ea25287d00019e12569","boulevard Léger ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Léger ","Léger","avenue L'Archevêque ","L'Archevêque","boulevard Sainte-Gertrude ","Sainte-Gertrude",460.65,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66c3930e342a2f0019ce2de7","boulevard Sainte-Gertrude ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","boulevard Sainte-Gertrude ","Sainte-Gertrude","rue d'Amos ","Amos","rue de Bayonne ","Bayonne",234.8,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c3948c3ca1a80019875898","rue de Castille ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","rue de Castille ","Castille","avenue Pigeon ","Pigeon","avenue Hénault ","Hénault",74.45,"f","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c396583ca1a80019875921","boulevard Saint-Laurent ","3-6 mètres","Voie de stationnement et voie de circulation obstruées",0,"Barré","Barré","Aucun impact / non applicable","boulevard Saint-Laurent ","Saint-Laurent","rue De La Gauchetière Est ","De La Gauchetière","boulevard René-Lévesque Ouest ","René-Lévesque",141.13,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66c3a2af342a2f0019ce31e5","avenue Salk ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","avenue Salk ","Salk","rue William-Allan ","William-Allan","rue Perras ","Perras",206.06,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66bf9d996c6f320012ad305a","rue De Brébeuf ","0-3 mètres","Voie de stationnement obstruée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue De Brébeuf ","De Brébeuf","rue Marie-Anne Est ","Marie-Anne","avenue du Mont-Royal Est ","Mont-Royal",216.81,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
"66b663a618bb450019e9faf3","boulevard Léger ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Léger ","Léger","boulevard Henri-Bourassa Est ","Henri-Bourassa","avenue Bellevois ","Bellevois",274.36,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66b66493123ac3001a709c2f","boulevard Léger ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Léger ","Léger","boulevard Henri-Bourassa Est ","Henri-Bourassa","avenue Pigeon ","Pigeon",214.76,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66b66534123ac3001a709c69","rue Perras ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","rue Perras ","Perras","boulevard Léger ","Léger","boulevard Sainte-Gertrude ","Sainte-Gertrude",29.65,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66b66534123ac3001a709c69","boulevard Léger ","9-12 mètres","Rue barrée",0,"Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable","boulevard Léger ","Léger","avenue Pigeon ","Pigeon","avenue Hénault ","Hénault",99.69,"t","Déplacer","Aucun impact / non applicable","Aucun impact / non applicable"
"66c38271342a2f0019ce28ed","rue d'Amos ","0-3 mètres","Voie de stationnement obstruée",0,"Barré","Obstrué","Aucun impact / non applicable","rue d'Amos ","Amos","avenue de l'Hôtel-de-Ville ","Hôtel-de-Ville","avenue Garon ","Garon",58.78,"t","Aucun impact / non applicable","Aucun impact / non applicable","Aucun impact / non applicable"
