TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,76.62,64.53,61.94,60.13,53.85,56.16,41.52
"ABI0002","Rivi̬re Harricana",25,94.76,81.29,77.34,75.4,67.48,70.68,53.22
"ABI0002","Rivi̬re Harricana",50,120.09,103.18,99.43,96.77,87.32,91.53,70.52
"ABI0002","Rivi̬re Harricana",75,152.07,132.38,128.15,124.31,113.03,117.97,94.38
"ABI0002","Rivi̬re Harricana",90,188.6,165.68,159.71,156.06,142.72,148.36,123.41
"ABI0003","Rivi̬re Turgeon",10,28.62,24.36,23.27,22.63,20.33,21.49,15.78
"ABI0003","Rivi̬re Turgeon",25,35.66,30.62,29.33,28.55,25.8,26.87,20.21
"ABI0003","Rivi̬re Turgeon",50,45.31,39.3,37.55,36.84,33.33,34.75,26.58
"ABI0003","Rivi̬re Turgeon",75,57.79,50.3,48.61,47.51,42.95,44.9,35.24
"ABI0003","Rivi̬re Turgeon",90,71.95,63,61.21,59.77,53.94,56.96,45.66
"ABI0004","Rivi̬re Martigny",10,0.6,0.55,0.54,0.53,0.49,0.51,0.42
"ABI0004","Rivi̬re Martigny",25,0.74,0.68,0.67,0.66,0.61,0.64,0.53
"ABI0004","Rivi̬re Martigny",50,0.95,0.88,0.86,0.85,0.79,0.83,0.69
"ABI0004","Rivi̬re Martigny",75,1.21,1.13,1.11,1.09,1.02,1.06,0.9
"ABI0004","Rivi̬re Martigny",90,1.51,1.41,1.38,1.36,1.28,1.33,1.15
"ABI0011","Rivi̬re Turgeon",10,27.77,23.49,22.69,21.82,19.73,20.6,15.1
"ABI0011","Rivi̬re Turgeon",25,34.47,29.34,28.26,27.37,24.73,26.06,19.3
"ABI0011","Rivi̬re Turgeon",50,43.92,37.89,36.44,35.28,32.01,33.85,25.67
"ABI0011","Rivi̬re Turgeon",75,56.16,48.92,47.03,45.85,41.83,44.22,34.16
"ABI0011","Rivi̬re Turgeon",90,70.35,61.41,59.58,57.87,52.78,55.89,44.38
"ABI0012","Rivi̬re Turgeon",10,21.26,17.8,17.17,16.79,14.94,15.76,11.34
"ABI0012","Rivi̬re Turgeon",25,26.56,22.42,21.64,21.11,18.86,19.94,14.54
"ABI0012","Rivi̬re Turgeon",50,33.79,29.02,28.01,27.26,24.56,25.92,19.27
"ABI0012","Rivi̬re Turgeon",75,43.03,37.5,36.2,35.2,31.92,33.68,25.78
"ABI0012","Rivi̬re Turgeon",90,53.99,47.44,46,44.48,40.38,42.77,33.65
"ABI0013","Rivi̬re Turgeon",10,20.1,16.85,16.1,15.83,13.98,14.8,10.49
"ABI0013","Rivi̬re Turgeon",25,24.89,21.13,20.22,19.91,17.65,18.64,13.45
"ABI0013","Rivi̬re Turgeon",50,31.96,27.54,26.19,25.78,22.96,24.35,18.02
"ABI0013","Rivi̬re Turgeon",75,40.74,35.47,33.89,33.54,29.79,31.57,24.25
"ABI0013","Rivi̬re Turgeon",90,50.53,44.64,42.68,41.92,38.09,40.1,31.83
"ABI0014","",10,3.26,2.7,2.58,2.53,2.18,2.34,1.58
"ABI0014","",25,4.08,3.4,3.27,3.21,2.77,3,2.06
"ABI0014","",50,5.22,4.43,4.24,4.18,3.65,3.95,2.8
"ABI0014","",75,6.68,5.78,5.54,5.45,4.83,5.16,3.82
"ABI0014","",90,8.33,7.29,7.07,6.95,6.16,6.59,5.06
"ABI0016","",10,3.2,2.65,2.53,2.48,2.15,2.3,1.54
"ABI0016","",25,4,3.37,3.2,3.14,2.75,2.93,2.01
"ABI0016","",50,5.11,4.37,4.17,4.08,3.58,3.85,2.73
"ABI0016","",75,6.51,5.65,5.47,5.3,4.67,5.04,3.7
"ABI0016","",90,8.11,7.18,6.88,6.7,5.95,6.43,4.91
"ABI0020","",10,3.12,2.57,2.46,2.4,2.08,2.22,1.46
"ABI0020","",25,3.89,3.26,3.12,3.03,2.64,2.85,1.92
"ABI0020","",50,4.98,4.25,4.04,3.95,3.45,3.73,2.63
"ABI0020","",75,6.33,5.51,5.24,5.11,4.52,4.87,3.6
"ABI0020","",90,7.93,6.97,6.7,6.46,5.77,6.25,4.75
"ABI0028","",10,2.74,2.23,2.14,2.07,1.79,1.9,1.22
"ABI0028","",25,3.42,2.83,2.7,2.63,2.26,2.44,1.6
"ABI0028","",50,4.36,3.68,3.51,3.43,2.97,3.2,2.2
"ABI0028","",75,5.59,4.77,4.59,4.47,3.94,4.2,3.04
"ABI0028","",90,6.96,6.02,5.81,5.67,5.09,5.37,4.09
"ABI0029","",10,2.37,1.92,1.83,1.78,1.54,1.63,1.04
"ABI0029","",25,2.95,2.44,2.33,2.28,1.96,2.09,1.38
"ABI0029","",50,3.78,3.18,3.04,2.96,2.58,2.76,1.91
"ABI0029","",75,4.83,4.13,3.96,3.85,3.39,3.64,2.63
"ABI0029","",90,6.02,5.2,5.06,4.86,4.33,4.68,3.56
"ABI0030","",10,2.3,1.88,1.79,1.74,1.49,1.59,1.01
"ABI0030","",25,2.88,2.38,2.25,2.21,1.9,2.04,1.33
"ABI0030","",50,3.68,3.1,2.95,2.88,2.49,2.69,1.82
"ABI0030","",75,4.7,3.99,3.86,3.74,3.28,3.56,2.52
"ABI0030","",90,5.81,5.07,4.9,4.74,4.18,4.56,3.42
"ABI0031","",10,1.66,1.3,1.23,1.17,0.98,1.07,0.58
"ABI0031","",25,2.07,1.65,1.57,1.5,1.26,1.39,0.78
"ABI0031","",50,2.66,2.16,2.05,1.97,1.68,1.85,1.11
"ABI0031","",75,3.4,2.81,2.69,2.59,2.22,2.45,1.62
"ABI0031","",90,4.23,3.54,3.44,3.3,2.88,3.14,2.27
"ABI0032","",10,1.57,1.21,1.16,1.1,0.92,1,0.54
"ABI0032","",25,1.97,1.56,1.47,1.41,1.18,1.29,0.72
"ABI0032","",50,2.52,2.04,1.93,1.87,1.57,1.72,1.03
"ABI0032","",75,3.22,2.69,2.56,2.46,2.11,2.29,1.52
"ABI0032","",90,4.03,3.41,3.31,3.13,2.74,2.98,2.14
"ABI0033","",10,1.02,0.76,0.71,0.68,0.55,0.6,0.28
"ABI0033","",25,1.27,0.97,0.9,0.87,0.71,0.79,0.39
"ABI0033","",50,1.6,1.27,1.19,1.15,0.95,1.05,0.57
"ABI0033","",75,2.05,1.66,1.58,1.52,1.28,1.4,0.87
"ABI0033","",90,2.56,2.11,2.06,1.92,1.67,1.82,1.29
"ABI0041","Rivi̬re Turgeon",10,16.02,13.49,12.87,12.48,11.08,11.78,8.34
"ABI0041","Rivi̬re Turgeon",25,19.92,16.91,16.17,15.73,13.97,14.83,10.74
"ABI0041","Rivi̬re Turgeon",50,25.32,21.79,20.81,20.3,18.21,19.26,14.35
"ABI0041","Rivi̬re Turgeon",75,32.33,27.97,26.99,26.26,23.63,25.07,19.47
"ABI0041","Rivi̬re Turgeon",90,40.66,35.5,34.28,33.16,30.18,31.88,25.31
"ABI0042","Rivi̬re Turgeon",10,14.3,11.97,11.48,11.09,9.92,10.48,7.26
