TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,65.53,56.15,54.69,53.08,48.48,50.92,38.08
"ABI0002","Rivi̬re Harricana",25,88.81,76.36,74.13,72.01,65.46,68.94,52.64
"ABI0002","Rivi̬re Harricana",50,125.03,108.5,105.43,102.3,92.77,98.12,76.51
"ABI0002","Rivi̬re Harricana",75,175.75,154.29,149.5,145.36,133.91,138.83,110.97
"ABI0002","Rivi̬re Harricana",90,238.77,210.25,205.62,198.98,184.96,189.94,154.55
"ABI0003","Rivi̬re Turgeon",10,26.03,22.24,21.47,21.05,18.86,20.08,15.27
"ABI0003","Rivi̬re Turgeon",25,35.61,30.74,29.53,29.21,26.14,27.8,21.06
"ABI0003","Rivi̬re Turgeon",50,50.78,43.88,42.03,41.59,37.7,40.37,30.7
"ABI0003","Rivi̬re Turgeon",75,72.87,62.8,60.98,59.81,54.27,57.68,45.03
"ABI0003","Rivi̬re Turgeon",90,99.43,85.65,84.38,83.39,75.35,79.39,62.93
"ABI0004","Rivi̬re Martigny",10,0.56,0.52,0.51,0.5,0.48,0.49,0.41
"ABI0004","Rivi̬re Martigny",25,0.77,0.71,0.7,0.69,0.65,0.67,0.57
"ABI0004","Rivi̬re Martigny",50,1.1,1.03,1,1,0.95,0.97,0.83
"ABI0004","Rivi̬re Martigny",75,1.59,1.48,1.44,1.44,1.37,1.41,1.21
"ABI0004","Rivi̬re Martigny",90,2.19,2.04,2.02,1.98,1.89,1.92,1.69
"ABI0011","Rivi̬re Turgeon",10,25.45,21.86,21,20.24,18.4,19.34,14.65
"ABI0011","Rivi̬re Turgeon",25,34.79,29.85,28.67,27.91,25.31,26.71,20.3
"ABI0011","Rivi̬re Turgeon",50,49.2,42.75,40.93,39.89,36.13,38.24,29.5
"ABI0011","Rivi̬re Turgeon",75,69.64,60.85,58.49,56.83,51.53,54.89,43.08
"ABI0011","Rivi̬re Turgeon",90,95.33,83.91,80.58,78.73,71.79,76.12,60.36
"ABI0012","Rivi̬re Turgeon",10,19.32,16.45,15.85,15.62,14,14.81,10.97
"ABI0012","Rivi̬re Turgeon",25,26.29,22.62,21.53,21.52,19.12,20.24,15.28
"ABI0012","Rivi̬re Turgeon",50,37.53,32.26,31.19,30.9,27.78,29.33,22.32
"ABI0012","Rivi̬re Turgeon",75,53.51,46.43,44.69,44.14,39.91,42.15,33.01
"ABI0012","Rivi̬re Turgeon",90,73.52,64.42,61.53,60.98,55.7,58.88,46.46
"ABI0013","Rivi̬re Turgeon",10,18.16,15.49,14.92,14.55,13.06,13.66,10.21
"ABI0013","Rivi̬re Turgeon",25,25.04,21.51,20.41,20.04,18.05,19.07,14.3
"ABI0013","Rivi̬re Turgeon",50,35.52,30.89,29.41,28.87,25.98,27.52,20.95
"ABI0013","Rivi̬re Turgeon",75,50.65,44.46,42.54,41.53,37.83,39.77,30.64
"ABI0013","Rivi̬re Turgeon",90,69.6,60.91,58.73,56.92,52.41,55.36,43.29
"ABI0014","",10,2.81,2.39,2.27,2.3,2.01,2.11,1.52
"ABI0014","",25,3.85,3.3,3.13,3.15,2.77,2.96,2.14
"ABI0014","",50,5.5,4.75,4.51,4.53,4.02,4.26,3.16
"ABI0014","",75,7.77,6.78,6.46,6.53,5.78,6.12,4.65
"ABI0014","",90,10.72,9.45,9,9.03,8.08,8.52,6.62
"ABI0016","",10,2.73,2.32,2.24,2.2,1.95,2.08,1.48
"ABI0016","",25,3.76,3.21,3.12,3.04,2.71,2.88,2.09
"ABI0016","",50,5.38,4.64,4.46,4.39,3.9,4.16,3.06
"ABI0016","",75,7.68,6.68,6.39,6.32,5.61,6.05,4.53
"ABI0016","",90,10.59,9.23,8.82,8.84,7.9,8.44,6.59
"ABI0020","",10,2.64,2.23,2.16,2.12,1.85,1.97,1.42
"ABI0020","",25,3.64,3.07,2.96,2.93,2.59,2.75,1.99
"ABI0020","",50,5.22,4.45,4.27,4.25,3.73,4.01,2.94
"ABI0020","",75,7.4,6.36,6.14,6.09,5.42,5.81,4.35
"ABI0020","",90,10.21,8.93,8.47,8.48,7.62,8.15,6.24
"ABI0028","",10,2.29,1.9,1.83,1.8,1.57,1.69,1.15
"ABI0028","",25,3.16,2.64,2.55,2.5,2.2,2.37,1.64
"ABI0028","",50,4.55,3.8,3.67,3.61,3.2,3.44,2.43
"ABI0028","",75,6.48,5.51,5.29,5.25,4.64,4.99,3.61
"ABI0028","",90,8.9,7.58,7.32,7.26,6.49,6.99,5.2
"ABI0029","",10,1.97,1.62,1.56,1.54,1.33,1.41,0.97
"ABI0029","",25,2.69,2.24,2.17,2.11,1.84,1.96,1.37
"ABI0029","",50,3.83,3.2,3.11,3.05,2.68,2.83,2.05
"ABI0029","",75,5.5,4.63,4.49,4.44,3.89,4.15,3.05
"ABI0029","",90,7.58,6.37,6.27,6.17,5.48,5.79,4.42
"ABI0030","",10,1.89,1.57,1.51,1.45,1.28,1.36,0.93
"ABI0030","",25,2.58,2.16,2.07,2.03,1.78,1.91,1.32
"ABI0030","",50,3.7,3.1,2.98,2.94,2.59,2.78,1.98
"ABI0030","",75,5.33,4.5,4.33,4.29,3.8,4.08,2.95
"ABI0030","",90,7.29,6.29,6.01,5.94,5.3,5.72,4.21
"ABI0031","",10,1.45,1.16,1.11,1.05,0.91,0.99,0.61
"ABI0031","",25,1.99,1.59,1.54,1.47,1.27,1.38,0.88
"ABI0031","",50,2.85,2.31,2.23,2.16,1.86,2.02,1.33
"ABI0031","",75,4.08,3.36,3.25,3.15,2.74,2.97,2.05
"ABI0031","",90,5.6,4.68,4.54,4.4,3.87,4.21,2.98
"ABI0032","",10,1.4,1.1,1.06,1.02,0.86,0.93,0.57
"ABI0032","",25,1.93,1.54,1.47,1.42,1.21,1.32,0.82
"ABI0032","",50,2.74,2.21,2.12,2.07,1.77,1.93,1.25
"ABI0032","",75,3.9,3.22,3.07,2.98,2.6,2.8,1.91
"ABI0032","",90,5.43,4.55,4.3,4.17,3.68,3.97,2.8
"ABI0033","",10,0.94,0.73,0.7,0.67,0.56,0.61,0.35
"ABI0033","",25,1.3,1.02,0.96,0.93,0.78,0.85,0.51
"ABI0033","",50,1.84,1.47,1.39,1.35,1.14,1.23,0.78
"ABI0033","",75,2.62,2.1,2.02,1.95,1.68,1.82,1.21
"ABI0033","",90,3.64,2.94,2.84,2.76,2.38,2.57,1.78
"ABI0041","Rivi̬re Turgeon",10,14.55,12.4,11.73,11.66,10.5,11.08,8.2
"ABI0041","Rivi̬re Turgeon",25,20,17.18,16.26,16.16,14.53,15.28,11.48
"ABI0041","Rivi̬re Turgeon",50,28.47,24.65,23.46,23.19,20.88,22.15,16.72
"ABI0041","Rivi̬re Turgeon",75,40.26,34.81,33.54,33.11,29.94,31.9,24.58
"ABI0041","Rivi̬re Turgeon",90,55.27,47.96,46.21,45.22,41.77,43.85,34.51
"ABI0042","Rivi̬re Turgeon",10,12.95,10.88,10.55,10.24,9.21,9.78,7.2
"ABI0042","Rivi̬re Turgeon",25,17.93,15.17,14.56,14.27,12.81,13.56,10.02
"ABI0042","Rivi̬re Turgeon",50,25.41,21.9,20.73,20.38,18.4,19.44,14.68
"ABI0042","Rivi̬re Turgeon",75,35.84,31.25,29.6,29.07,26.54,27.81,21.39
"ABI0042","Rivi̬re Turgeon",90,48.63,42.56,40.42,40.06,36.27,38.49,30.54
"ABI0043","",10,0.51,0.38,0.36,0.34,0.28,0.31,0.16
"ABI0043","",25,0.7,0.53,0.5,0.48,0.39,0.44,0.24
"ABI0043","",50,0.99,0.76,0.73,0.7,0.58,0.64,0.37
"ABI0043","",75,1.41,1.11,1.07,1.02,0.86,0.95,0.59
"ABI0043","",90,1.95,1.54,1.49,1.42,1.23,1.34,0.9
"ABI0046","Rivi̬re Turgeon",10,12.4,10.5,10.13,9.92,8.9,9.47,6.89
"ABI0046","Rivi̬re Turgeon",25,17.1,14.65,13.9,13.75,12.39,13.15,9.67
"ABI0046","Rivi̬re Turgeon",50,24.04,20.8,19.89,19.64,17.59,18.71,14.17
"ABI0046","Rivi̬re Turgeon",75,34.14,29.84,28.53,28.21,25.41,26.77,20.77
"ABI0046","Rivi̬re Turgeon",90,46.9,41.04,39.33,38.98,35.17,37.38,29.47
"ABI0054","Rivi̬re Turgeon",10,11.49,9.83,9.43,9.17,8.25,8.78,6.55
"ABI0054","Rivi̬re Turgeon",25,15.89,13.63,13.1,12.84,11.51,12.17,9.18
"ABI0054","Rivi̬re Turgeon",50,22.51,19.44,18.75,18.35,16.52,17.56,13.35
"ABI0054","Rivi̬re Turgeon",75,32.13,27.87,26.96,26.34,23.92,25.33,19.47
"ABI0054","Rivi̬re Turgeon",90,43.79,38,36.68,36,33.5,34.58,27.16
"ABI0055","",10,5.16,4.22,4,3.96,3.43,3.67,2.47
"ABI0055","",25,7.05,5.81,5.54,5.42,4.75,5.06,3.54
"ABI0055","",50,10.05,8.38,7.97,7.85,6.87,7.34,5.27
"ABI0055","",75,14.32,12.06,11.49,11.23,10.01,10.7,7.81
"ABI0055","",90,19.6,16.56,15.9,15.48,13.88,14.81,11.32
"ABI0056","",10,2.22,1.81,1.76,1.72,1.5,1.59,1.03
"ABI0056","",25,3.09,2.55,2.46,2.39,2.08,2.24,1.48
"ABI0056","",50,4.39,3.68,3.54,3.44,3,3.22,2.22
"ABI0056","",75,6.28,5.29,5.12,4.99,4.44,4.7,3.37
"ABI0056","",90,8.74,7.26,7.17,6.95,6.27,6.59,4.87
"ABI0057","",10,1.3,1.08,1.08,1.04,0.91,0.98,0.67
"ABI0057","",25,1.8,1.51,1.48,1.44,1.28,1.35,0.95
"ABI0057","",50,2.54,2.16,2.11,2.07,1.85,1.96,1.42
"ABI0057","",75,3.66,3.13,3.07,3.02,2.71,2.83,2.13
"ABI0057","",90,5.02,4.33,4.27,4.17,3.79,3.97,3.08
"ABI0058","",10,1.3,1.09,1.06,1.03,0.92,0.96,0.67
"ABI0058","",25,1.78,1.51,1.47,1.43,1.28,1.33,0.95
"ABI0058","",50,2.5,2.17,2.09,2.04,1.83,1.92,1.4
"ABI0058","",75,3.62,3.12,3.02,2.96,2.67,2.8,2.11
"ABI0058","",90,4.95,4.31,4.21,4.12,3.69,3.88,3.05
"ABI0064","",10,0.97,0.81,0.79,0.75,0.68,0.71,0.49
"ABI0064","",25,1.35,1.12,1.1,1.06,0.95,1,0.69
"ABI0064","",50,1.92,1.63,1.59,1.53,1.38,1.45,1.04
"ABI0064","",75,2.76,2.36,2.3,2.21,2.01,2.13,1.57
"ABI0064","",90,3.78,3.29,3.19,3.07,2.81,2.95,2.27
"ABI0077","",10,2.31,1.86,1.77,1.7,1.47,1.61,1.1
"ABI0077","",25,3.18,2.56,2.47,2.36,2.08,2.24,1.55
"ABI0077","",50,4.52,3.69,3.55,3.43,3,3.24,2.3
"ABI0077","",75,6.46,5.35,5.09,4.94,4.4,4.7,3.45
"ABI0077","",90,8.82,7.43,7.08,6.89,6.15,6.53,4.92
"ABI0081","",10,1.84,1.47,1.4,1.33,1.14,1.27,0.84
"ABI0081","",25,2.54,2.03,1.93,1.87,1.59,1.77,1.19
"ABI0081","",50,3.58,2.9,2.75,2.67,2.31,2.53,1.75
"ABI0081","",75,5.06,4.13,3.96,3.86,3.35,3.65,2.62
"ABI0081","",90,6.94,5.68,5.47,5.35,4.69,5.05,3.81
"ABI0082","",10,1.41,1.11,1.04,0.99,0.85,0.92,0.6
"ABI0082","",25,1.94,1.53,1.44,1.38,1.19,1.3,0.85
"ABI0082","",50,2.76,2.21,2.08,2.01,1.74,1.89,1.27
"ABI0082","",75,3.9,3.16,2.97,2.89,2.54,2.73,1.91
"ABI0082","",90,5.3,4.36,4.1,4.07,3.54,3.79,2.75
"ABI0084","",10,0.93,0.68,0.64,0.6,0.5,0.56,0.34
"ABI0084","",25,1.28,0.96,0.9,0.85,0.7,0.79,0.48
"ABI0084","",50,1.81,1.39,1.3,1.23,1.04,1.15,0.73
"ABI0084","",75,2.56,2,1.87,1.81,1.52,1.69,1.1
"ABI0084","",90,3.53,2.77,2.61,2.52,2.15,2.4,1.66
"ABI0092","Rivi̬re Turgeon",10,6.2,5.36,5.21,5.18,4.71,4.99,3.96
"ABI0092","Rivi̬re Turgeon",25,8.45,7.36,7.12,7.03,6.47,6.79,5.44
"ABI0092","Rivi̬re Turgeon",50,11.87,10.5,10.03,9.96,9.18,9.64,7.76
"ABI0092","Rivi̬re Turgeon",75,16.71,14.93,14.24,14.2,13.08,13.69,11.15
"ABI0092","Rivi̬re Turgeon",90,22.45,20.07,19.31,19.46,17.74,18.56,15.27
"ABI0093","",10,1.5,1.28,1.23,1.2,1.08,1.15,0.86
"ABI0093","",25,2.06,1.76,1.68,1.64,1.5,1.57,1.2
"ABI0093","",50,2.89,2.47,2.36,2.32,2.12,2.24,1.72
"ABI0093","",75,4.1,3.5,3.4,3.32,3.03,3.2,2.5
"ABI0093","",90,5.6,4.76,4.65,4.57,4.21,4.41,3.51
"ABI0094","",10,0.67,0.56,0.54,0.53,0.48,0.51,0.38
"ABI0094","",25,0.91,0.77,0.74,0.72,0.65,0.7,0.53
"ABI0094","",50,1.28,1.09,1.05,1.01,0.93,0.99,0.76
"ABI0094","",75,1.79,1.53,1.48,1.44,1.32,1.4,1.09
"ABI0094","",90,2.45,2.08,2.02,1.97,1.82,1.92,1.52
"ABI0102","Rivi̬re Turgeon",10,4.51,4.03,3.9,3.85,3.58,3.71,3.04
"ABI0102","Rivi̬re Turgeon",25,6.12,5.48,5.31,5.22,4.88,5.08,4.17
"ABI0102","Rivi̬re Turgeon",50,8.6,7.73,7.45,7.42,6.9,7.18,5.93
"ABI0102","Rivi̬re Turgeon",75,12.03,10.83,10.48,10.52,9.69,10.12,8.41
"ABI0102","Rivi̬re Turgeon",90,16.2,14.61,14.19,14.16,13.03,13.66,11.54
"ABI0104","Rivi̬re Turgeon",10,3.99,3.68,3.55,3.49,3.25,3.38,2.79
"ABI0104","Rivi̬re Turgeon",25,5.38,4.95,4.75,4.71,4.41,4.55,3.8
"ABI0104","Rivi̬re Turgeon",50,7.51,6.92,6.66,6.62,6.19,6.41,5.41
"ABI0104","Rivi̬re Turgeon",75,10.48,9.67,9.33,9.32,8.7,9.01,7.63
"ABI0104","Rivi̬re Turgeon",90,14.15,13.08,12.6,12.46,11.81,12.14,10.47
"ABI0106","Rivi̬re Turgeon",10,3.58,3.28,3.18,3.14,2.95,3.03,2.51
"ABI0106","Rivi̬re Turgeon",25,4.79,4.4,4.26,4.21,3.95,4.09,3.42
"ABI0106","Rivi̬re Turgeon",50,6.68,6.14,5.92,5.91,5.45,5.73,4.8
"ABI0106","Rivi̬re Turgeon",75,9.22,8.54,8.23,8.23,7.6,7.92,6.78
"ABI0106","Rivi̬re Turgeon",90,12.41,11.56,11.07,11.01,10.3,10.72,9.25
"ABI0108","Rivi̬re Turgeon",10,2.98,2.83,2.71,2.71,2.55,2.65,2.24
"ABI0108","Rivi̬re Turgeon",25,4,3.81,3.65,3.65,3.42,3.56,3
"ABI0108","Rivi̬re Turgeon",50,5.53,5.28,5.1,5.08,4.76,4.93,4.23
"ABI0108","Rivi̬re Turgeon",75,7.69,7.35,7.13,7.15,6.66,6.82,5.95
"ABI0108","Rivi̬re Turgeon",90,10.34,9.97,9.66,9.6,9.08,9.27,8.24
"ABI0110","Rivi̬re Turgeon",10,2.3,2.15,2.09,2.06,1.91,1.98,1.66
"ABI0110","Rivi̬re Turgeon",25,3.06,2.87,2.79,2.77,2.57,2.66,2.23
"ABI0110","Rivi̬re Turgeon",50,4.2,3.99,3.82,3.84,3.55,3.68,3.14
"ABI0110","Rivi̬re Turgeon",75,5.78,5.53,5.34,5.34,4.95,5.15,4.37
"ABI0110","Rivi̬re Turgeon",90,7.71,7.4,7.1,7.16,6.7,6.89,5.94
"ABI0112","Rivi̬re Turgeon",10,2.02,1.9,1.83,1.79,1.67,1.73,1.42
"ABI0112","Rivi̬re Turgeon",25,2.69,2.55,2.43,2.42,2.25,2.31,1.93
"ABI0112","Rivi̬re Turgeon",50,3.7,3.53,3.4,3.38,3.14,3.23,2.7
"ABI0112","Rivi̬re Turgeon",75,5.08,4.88,4.67,4.72,4.36,4.49,3.79
"ABI0112","Rivi̬re Turgeon",90,6.73,6.47,6.2,6.29,5.86,5.99,5.11
"ABI0117","Rivi̬re Wawagosic",10,5.66,4.81,4.61,4.54,4.13,4.32,3.36
"ABI0117","Rivi̬re Wawagosic",25,7.74,6.58,6.34,6.21,5.6,5.96,4.65
"ABI0117","Rivi̬re Wawagosic",50,10.9,9.38,9.01,8.82,8.08,8.54,6.71
"ABI0117","Rivi̬re Wawagosic",75,15.45,13.33,12.83,12.5,11.51,12.14,9.62
"ABI0117","Rivi̬re Wawagosic",90,21.03,18.28,17.56,17.12,15.82,16.66,13.39
"ABI0118","Rivi̬re Wawagosic",10,4.15,3.4,3.26,3.2,2.82,3.02,2.23
"ABI0118","Rivi̬re Wawagosic",25,5.61,4.59,4.42,4.32,3.86,4.12,3.07
"ABI0118","Rivi̬re Wawagosic",50,7.84,6.49,6.24,6.1,5.47,5.81,4.4
"ABI0118","Rivi̬re Wawagosic",75,11.03,9.22,8.86,8.7,7.78,8.25,6.36
"ABI0118","Rivi̬re Wawagosic",90,14.93,12.54,12.2,11.84,10.71,11.29,8.92
"ABI0119","Rivi̬re Wawagosic",10,3.73,3,2.88,2.76,2.49,2.65,1.94
"ABI0119","Rivi̬re Wawagosic",25,5.08,4.1,3.95,3.83,3.41,3.66,2.65
"ABI0119","Rivi̬re Wawagosic",50,7.1,5.82,5.58,5.45,4.86,5.17,3.82
"ABI0119","Rivi̬re Wawagosic",75,9.97,8.28,7.92,7.77,6.95,7.33,5.61
"ABI0119","Rivi̬re Wawagosic",90,13.49,11.27,10.87,10.54,9.54,10,7.89
"ABI0120","Rivi̬re Wawagosic",10,2.41,2.02,1.92,1.87,1.68,1.77,1.39
"ABI0120","Rivi̬re Wawagosic",25,3.29,2.73,2.65,2.55,2.31,2.44,1.9
"ABI0120","Rivi̬re Wawagosic",50,4.57,3.84,3.7,3.63,3.24,3.45,2.72
"ABI0120","Rivi̬re Wawagosic",75,6.34,5.37,5.15,5.1,4.61,4.87,3.86
"ABI0120","Rivi̬re Wawagosic",90,8.49,7.27,6.93,6.83,6.27,6.57,5.3
"ABI0121","Rivi̬re Wawagosic",10,1.12,0.85,0.79,0.76,0.63,0.7,0.42
"ABI0121","Rivi̬re Wawagosic",25,1.51,1.16,1.08,1.05,0.88,0.97,0.59
"ABI0121","Rivi̬re Wawagosic",50,2.11,1.66,1.55,1.5,1.26,1.4,0.88
"ABI0121","Rivi̬re Wawagosic",75,2.95,2.38,2.21,2.17,1.84,2.02,1.34
"ABI0121","Rivi̬re Wawagosic",90,3.99,3.24,3.03,2.99,2.57,2.83,1.94
"ABI0126","Rivi̬re de la Perdrix",10,0.99,0.94,0.92,0.9,0.88,0.91,0.84
"ABI0126","Rivi̬re de la Perdrix",25,1.32,1.24,1.22,1.21,1.17,1.21,1.12
"ABI0126","Rivi̬re de la Perdrix",50,1.83,1.73,1.69,1.67,1.63,1.68,1.55
"ABI0126","Rivi̬re de la Perdrix",75,2.55,2.4,2.37,2.34,2.28,2.34,2.16
"ABI0126","Rivi̬re de la Perdrix",90,3.39,3.22,3.17,3.1,3.04,3.13,2.88
