TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,561.19,652,631.75,646.18,637.94,643.35,518.89
"ABI0002","Rivi̬re Harricana",25,620.83,731.39,715.19,734.13,738.43,744.35,637.89
"ABI0002","Rivi̬re Harricana",50,693.58,830.66,815.23,841.29,850.75,853.58,765
"ABI0002","Rivi̬re Harricana",75,776.94,947.76,934.19,961.76,973.49,977.39,914.95
"ABI0002","Rivi̬re Harricana",90,860.9,1080.82,1051.55,1088.34,1101.72,1105.17,1074.21
"ABI0003","Rivi̬re Turgeon",10,319.29,354.66,342.81,347.02,334.05,341.18,255.29
"ABI0003","Rivi̬re Turgeon",25,353.2,402.52,390.7,399.68,397.52,400.31,323.12
"ABI0003","Rivi̬re Turgeon",50,394.69,460.84,450.67,461.56,460,464.92,399.23
"ABI0003","Rivi̬re Turgeon",75,441.41,525.16,516.32,530.16,528.93,532.42,486.83
"ABI0003","Rivi̬re Turgeon",90,488.37,598.66,580.88,599.36,599.69,600.19,574.94
"ABI0004","Rivi̬re Martigny",10,8.17,8.68,8.24,8.29,7.81,8.07,5.6
"ABI0004","Rivi̬re Martigny",25,9.08,9.97,9.48,9.69,9.46,9.6,7.3
"ABI0004","Rivi̬re Martigny",50,10.17,11.54,11,11.36,11.13,11.38,9.32
"ABI0004","Rivi̬re Martigny",75,11.4,13.34,12.71,13.28,12.99,13.49,11.84
"ABI0004","Rivi̬re Martigny",90,12.59,15.41,14.39,15.38,14.93,16.02,14.27
"ABI0011","Rivi̬re Turgeon",10,303.37,340.62,329.8,331.32,320.67,326.78,245.87
"ABI0011","Rivi̬re Turgeon",25,336.87,384.91,374.37,382.69,380.56,382.36,312.2
"ABI0011","Rivi̬re Turgeon",50,377.38,441.28,430.46,441.8,441.28,443.36,382.5
"ABI0011","Rivi̬re Turgeon",75,421.69,503.88,493.21,506.9,507.86,509.66,466.22
"ABI0011","Rivi̬re Turgeon",90,467.42,574.12,559.25,573.27,575.23,576.37,553.19
"ABI0012","Rivi̬re Turgeon",10,219.63,247.11,238.52,241.55,233.98,240.07,180.73
"ABI0012","Rivi̬re Turgeon",25,242.74,279.25,271.72,277.06,276.19,277.37,228.09
"ABI0012","Rivi̬re Turgeon",50,271.02,319.58,311.58,320.14,319.65,321.77,280.48
