TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,177.65,197.76,201.87,204.73,203.62,200.21,190.95
"ABI0002","Rivi̬re Harricana",25,191.19,216.7,220.97,223.68,227.48,220.99,217.5
"ABI0002","Rivi̬re Harricana",50,206.66,239.54,243.66,246.58,256.84,248.14,251.01
"ABI0002","Rivi̬re Harricana",75,223.35,266.93,269.43,271.4,288.37,280.75,292.28
"ABI0002","Rivi̬re Harricana",90,239.77,296.33,294.84,295.08,321.62,314.35,341.85
"ABI0003","Rivi̬re Turgeon",10,82.33,95.88,98.89,101.46,104.35,100.19,105.09
"ABI0003","Rivi̬re Turgeon",25,88.23,105.16,108.75,111.09,116.69,110.94,118.35
"ABI0003","Rivi̬re Turgeon",50,95.46,116.87,120.67,122.97,131.9,125.18,135.12
"ABI0003","Rivi̬re Turgeon",75,103.24,131.15,133.63,136,148.33,141.74,156.05
"ABI0003","Rivi̬re Turgeon",90,110.82,146.55,146.69,148.52,164.51,157.89,181.54
"ABI0004","Rivi̬re Martigny",10,1.66,2.05,2.16,2.24,2.48,2.28,2.78
"ABI0004","Rivi̬re Martigny",25,1.79,2.28,2.41,2.48,2.76,2.55,3.13
"ABI0004","Rivi̬re Martigny",50,1.93,2.57,2.68,2.78,3.11,2.9,3.57
"ABI0004","Rivi̬re Martigny",75,2.09,2.89,2.99,3.1,3.5,3.27,4.07
"ABI0004","Rivi̬re Martigny",90,2.24,3.24,3.32,3.43,3.9,3.66,4.58
"ABI0011","Rivi̬re Turgeon",10,79.33,92.39,94.68,97.44,99.55,96.15,100.16
"ABI0011","Rivi̬re Turgeon",25,85.18,101.27,104.38,106.62,111.67,106.58,113.38
"ABI0011","Rivi̬re Turgeon",50,92.19,112.57,115.94,118.12,126.17,120.26,129.65
"ABI0011","Rivi̬re Turgeon",75,99.61,126.57,128.36,130.52,142.05,135.99,149.64
"ABI0011","Rivi̬re Turgeon",90,106.94,141.72,140.83,142.54,158.02,150.99,174.65
"ABI0012","Rivi̬re Turgeon",10,59.8,68.68,70.31,72.13,72.67,71.15,70.8
"ABI0012","Rivi̬re Turgeon",25,64.27,75.34,77.26,79.17,81.64,78.6,80.88
"ABI0012","Rivi̬re Turgeon",50,69.68,83.65,86.14,87.54,92.53,88.86,92.88
"ABI0012","Rivi̬re Turgeon",75,75.32,93.78,95.49,96.78,104.26,100.72,108.16
"ABI0012","Rivi̬re Turgeon",90,80.88,104.96,104.53,105.45,116.94,111.94,126.96
"ABI0013","Rivi̬re Turgeon",10,55.93,63.94,64.99,66.33,66.52,65.31,63.38
"ABI0013","Rivi̬re Turgeon",25,60.05,69.84,71.5,72.68,74.56,72.12,72.42
"ABI0013","Rivi̬re Turgeon",50,65.02,77.35,79.25,80.4,84.61,81.33,83.4
"ABI0013","Rivi̬re Turgeon",75,70.27,86.36,87.84,88.69,95.29,92.25,97.18
"ABI0013","Rivi̬re Turgeon",90,75.45,96.39,96.52,96.77,106.63,102.97,114.42
"ABI0014","",10,8.42,9.38,9.47,9.63,9.44,9.44,8.52
"ABI0014","",25,9.03,10.24,10.38,10.56,10.58,10.43,9.79
"ABI0014","",50,9.78,11.35,11.53,11.66,12.08,11.73,11.46
"ABI0014","",75,10.6,12.72,12.83,12.9,13.76,13.28,13.6
"ABI0014","",90,11.38,14.21,14.14,14.11,15.47,14.9,16.07
"ABI0016","",10,8.2,9.11,9.18,9.33,9.11,9.12,8.07
"ABI0016","",25,8.79,9.91,10.05,10.2,10.22,10.07,9.29
"ABI0016","",50,9.51,10.97,11.14,11.28,11.61,11.29,10.91
"ABI0016","",75,10.27,12.25,12.37,12.45,13.18,12.8,12.96
