TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0102",1606,"Aucune influence","Mod̩r̩e",7,58.1,65.2,80.4,128.5,116.4,207.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0104",1380,"Aucune influence","Mod̩r̩e",7.1,58.3,66.4,80.4,128.8,116.5,208.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0106",1190,"Aucune influence","Mod̩r̩e",6.9,58.1,66.6,80.7,127.8,117.2,207.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0108",959,"Aucune influence","Mod̩r̩e",7.2,58.6,67.1,80.1,123.1,116.2,201.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0110",668,"Aucune influence","Mod̩r̩e",7.1,56.7,64.6,78.3,120.7,115,195.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0112",551,"Aucune influence","Limit̩e",6.5,56.1,62.1,78.4,123.6,117.7,205.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0117",2949,"Aucune influence","Mod̩r̩e",7,57,61.1,74.9,120.1,119.8,195.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0118",2067,"Aucune influence","Mod̩r̩e",6.4,55.7,60.6,74.4,120.8,113.4,197.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0119",1790,"Aucune influence","Mod̩r̩e",6,54.6,59.6,73.4,121.8,111.1,208.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0120",1118,"Aucune influence","Mod̩r̩e",6,55.1,59.8,77.3,125.5,113.9,217.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0121",546,"Aucune influence","Limit̩e",5.1,50.8,54.2,70.5,109.1,98.7,204.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0126",500,"Aucune influence","Limit̩e",6.9,61.4,65.6,82.9,133.5,123.4,211.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0129",425,"Aucune influence","Mod̩r̩e",6.2,53.9,58.6,69.9,115.4,106.1,201.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0131",267,"Aucune influence","Mod̩r̩e",7.1,55.6,62.2,72.2,118.3,110.1,203.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0135",361,"Aucune influence","Limit̩e",8.1,60.3,64.7,76.9,128.7,133.1,201.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0140",9929,"Aucune influence","Mod̩r̩e",4.8,39.5,43.7,53.4,85.4,77.3,151.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0141",9218,"Aucune influence","Mod̩r̩e",4.7,38.3,43.6,52.9,83.7,74.7,147.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0142",873,"Aucune influence","Mod̩r̩e",5.7,55.4,59.9,74.8,122.9,113.7,205.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0144",817,"Aucune influence","Limit̩e",5.5,54.8,59.1,75.1,123,112.3,206,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0146",628,"Aucune influence","Limit̩e",5.2,55.1,59.4,76.4,124.8,110.8,210.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0149",8246,"Aucune influence","Mod̩r̩e",4.7,36.3,42.2,51,79.5,70.6,140.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0151",7950,"Aucune influence","Mod̩r̩e",4.7,36,42.4,50.7,79.1,69.9,139.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0153",7800,"Aucune influence","Mod̩r̩e",4.7,35.8,42.5,50.5,78.7,69.5,138.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0155",7653,"Aucune influence","Mod̩r̩e",4.7,35.7,42.6,50.2,78.5,69.5,137.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0156",7211,"Aucune influence","Mod̩r̩e",4.8,35.3,42,49.6,77.6,68.5,134.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0160",7038,"Aucune influence","Mod̩r̩e",4.8,35.2,41.8,49.3,77.4,68.1,133.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0162",6971,"Aucune influence","Mod̩r̩e",4.8,35.2,41.7,49.3,77.4,68,133.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0163",6899,"Aucune influence","Mod̩r̩e",4.8,35,41.6,49.1,77.3,67.8,133,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0164",431,"Aucune influence","Limit̩e",4.4,46.2,56.1,64.6,100.1,97.4,195.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0167",6446,"Aucune influence","Mod̩r̩e",4.9,33.9,40.5,48.2,76.5,66.3,130,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0168",1015,"Aucune influence","Mod̩r̩e",4,39.5,48.9,55.2,88,84.1,177.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0170",912,"Aucune influence","Mod̩r̩e",4,38.7,48.8,54.2,86.2,83.2,175.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0172",830,"Aucune influence","Mod̩r̩e",4,37.7,48.5,53.3,84.4,81.7,171.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0174",676,"Aucune influence","Mod̩r̩e",4,35.6,46.2,50.7,82,77.9,165,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0175",485,"Aucune influence","Mod̩r̩e",3.9,33.7,41.7,48.1,76.8,70.3,155.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0180",5400,"Aucune influence","Mod̩r̩e",5.2,32.3,38.9,47.2,73.8,65.4,124.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0182",5169,"Aucune influence","Mod̩r̩e",5.2,31.8,38,46.6,72.7,64.7,122,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0184",4916,"Aucune influence","Mod̩r̩e",5.3,31.1,37,45.8,71.3,63.7,118.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0185",4750,"Aucune influence","Mod̩r̩e",5.3,30.5,36.2,45.2,70.3,62.8,116.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0186",4135,"Aucune influence","Mod̩r̩e",5.1,26.9,32.7,39,58.7,53.3,107.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0187",4084,"Aucune influence","Mod̩r̩e",5.1,26.3,32.6,38.6,57.6,52.1,107.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0188",3843,"Aucune influence","Mod̩r̩e",5.6,29.6,34.3,40.8,62.3,55,104.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0189",332,"Aucune influence","Limit̩e",6.3,51.8,57.3,72.4,108.4,107.2,177.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0192",3183,"Aucune influence","Mod̩r̩e",5.4,24.8,29.9,34.5,53.5,45.5,94.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0193",3182,"Aucune influence","Mod̩r̩e",5.4,24.8,29.9,34.5,53.5,45.5,94.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0194",3149,"Aucune influence","Mod̩r̩e",5.4,25.2,30.4,34.8,54.1,46.1,95.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0195",3054,"Aucune influence","Mod̩r̩e",5.3,23.4,29.5,33.7,51.8,43,94.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0197",2936,"Aucune influence","Mod̩r̩e",5.7,26.5,32.7,35.9,57.1,47.9,101.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0199",2417,"Aucune influence","Mod̩r̩e",5.6,38.8,43.1,49.9,79.5,72.1,134.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0201",2147,"Aucune influence","Mod̩r̩e",5.6,37.1,40.9,47.7,76.4,66.9,129.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0202",1224,"Aucune influence","Mod̩r̩e",5.6,48.7,54.3,65.5,98.6,92.3,168.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0204",1072,"Aucune influence","Mod̩r̩e",5.6,47.8,54,64.6,97.9,89.8,164.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0205",1062,"Aucune influence","Mod̩r̩e",5.6,47.7,54.1,64.5,98.1,89.8,165,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0206",688,"Aucune influence","Mod̩r̩e",6.9,50.5,49.4,67.9,96.3,95.3,156.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0208",429,"Aucune influence","Mod̩r̩e",6.8,47.8,48.1,66.5,92.5,92.1,149.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0209",357,"Aucune influence","Mod̩r̩e",6.6,46.8,50.4,65.5,91.8,90.5,148,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0220",304,"Aucune influence","Limit̩e",5.8,53,57,70.9,102.6,103.9,174,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0223",918,"Aucune influence","Mod̩r̩e",5.8,20.8,23.2,31,47.3,37.6,82.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0225",779,"Aucune influence","Mod̩r̩e",5.5,33.5,39.2,44.6,72.3,61.5,120.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
