TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,311.92,264.62,253.22,242.4,228.11,238.83,172.09
"ABI0002","Rivi̬re Harricana",25,346.47,298.47,289.2,277.99,260.15,273.85,201.9
"ABI0002","Rivi̬re Harricana",50,389.84,344.08,337.81,325.09,304.01,323.14,250.37
"ABI0002","Rivi̬re Harricana",75,438.19,397.14,394.59,379.73,356.48,387.15,320.52
"ABI0002","Rivi̬re Harricana",90,487.6,453.42,454.25,437.28,410.03,462.17,390.04
"ABI0003","Rivi̬re Turgeon",10,132.48,111.54,105.54,101.68,93.23,101.5,69.34
"ABI0003","Rivi̬re Turgeon",25,147.9,126.97,122.16,118.33,108.3,117.33,82.7
"ABI0003","Rivi̬re Turgeon",50,166.59,147.44,144.13,140.55,129.36,140.53,104.51
"ABI0003","Rivi̬re Turgeon",75,188.51,172.38,171.82,166.35,154.67,171.78,139.25
"ABI0003","Rivi̬re Turgeon",90,210.64,200.22,201.22,193.43,180.09,210.47,176.1
"ABI0004","Rivi̬re Martigny",10,2.52,2.15,1.99,1.99,1.78,1.93,1.35
"ABI0004","Rivi̬re Martigny",25,2.83,2.46,2.36,2.32,2.1,2.31,1.67
"ABI0004","Rivi̬re Martigny",50,3.21,2.89,2.86,2.77,2.59,2.82,2.16
"ABI0004","Rivi̬re Martigny",75,3.64,3.43,3.45,3.3,3.2,3.44,2.87
"ABI0004","Rivi̬re Martigny",90,4.07,4.06,4.08,3.85,3.79,4.16,3.63
"ABI0011","Rivi̬re Turgeon",10,128.02,108.43,102.14,98.78,90.5,98.11,66.65
"ABI0011","Rivi̬re Turgeon",25,143.08,123.34,117.78,114.76,105.04,114,80.49
"ABI0011","Rivi̬re Turgeon",50,161.86,143.81,139.99,135.66,125.4,136.13,101.12
"ABI0011","Rivi̬re Turgeon",75,182.92,168.2,165.75,160.72,150.69,166.17,134.61
"ABI0011","Rivi̬re Turgeon",90,204.39,193.02,193.57,186.91,175.38,203.43,170.39
"ABI0012","Rivi̬re Turgeon",10,93.07,78.09,73.94,71.58,65.5,71.31,48.16
"ABI0012","Rivi̬re Turgeon",25,104.36,89.33,85.89,82.97,76.18,82.42,57.99
"ABI0012","Rivi̬re Turgeon",50,118.02,104.1,101.58,98.31,90.57,98.65,72.63
"ABI0012","Rivi̬re Turgeon",75,133.52,121.78,121.24,116.96,108.44,120.22,96.36
"ABI0012","Rivi̬re Turgeon",90,149.03,140.73,140.91,136.2,126.73,146.62,122.04
"ABI0013","Rivi̬re Turgeon",10,87.58,73.52,69.47,67.69,61.95,66.88,45.63
"ABI0013","Rivi̬re Turgeon",25,97.66,83.5,80.5,78.13,71.28,77.36,54.77
"ABI0013","Rivi̬re Turgeon",50,110.04,97.16,95.07,91.85,84.1,92.35,68.64
"ABI0013","Rivi̬re Turgeon",75,124.81,113.29,112.57,108.41,100.44,112.27,90.47
"ABI0013","Rivi̬re Turgeon",90,139.07,130.49,131.6,125.35,117.43,135.91,113.94
"ABI0014","",10,12.99,10.77,10.14,9.85,8.98,9.58,6.64
"ABI0014","",25,14.49,12.26,11.77,11.4,10.45,11.2,7.94
"ABI0014","",50,16.47,14.3,14.03,13.49,12.42,13.44,10.05
"ABI0014","",75,18.64,16.83,16.76,15.94,14.88,16.37,13.21
"ABI0014","",90,20.87,19.56,19.6,18.45,17.38,19.78,16.29
"ABI0016","",10,12.61,10.46,9.89,9.56,8.77,9.37,6.44
"ABI0016","",25,14.12,11.93,11.44,11.1,10.17,10.94,7.73
"ABI0016","",50,16,13.92,13.57,13.13,12.12,13.16,9.76
