TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0041",6048,"Aucune influence","Mod̩r̩e",4.2,25.2,28.2,39.4,57.7,46.7,133.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0042",5066,"Aucune influence","Mod̩r̩e",4.3,25.4,27.1,38.8,54.4,45.5,128.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0043",263,"Aucune influence","Limit̩e",4.6,21.9,24.2,32.5,43.8,40.1,102.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0046",4749,"Aucune influence","Mod̩r̩e",4.3,25.7,27.3,38.9,55.1,46.5,131.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0054",4523,"Aucune influence","Mod̩r̩e",4.3,25.9,27.8,39.6,55.9,47.3,133.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0055",2122,"Aucune influence","Mod̩r̩e",4.6,23.7,26,33.1,47,42.2,114.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0056",767,"Aucune influence","Mod̩r̩e",4.7,23.2,24.1,31.2,43.6,38.6,103,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0057",376,"Aucune influence","Mod̩r̩e",4.8,22.3,23.6,30.6,41.2,37.5,93.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0058",366,"Aucune influence","Mod̩r̩e",4.9,22.2,23.6,30.6,41.3,37.5,93.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0064",291,"Aucune influence","Limit̩e",4.8,23,24,31.9,42.1,39.3,96.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0077",1100,"Aucune influence","Mod̩r̩e",4.5,22,26.1,34.3,47.9,40.6,116.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0081",894,"Aucune influence","Mod̩r̩e",4.5,22.5,26.5,32.6,48.6,40.3,117.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0082",681,"Aucune influence","Mod̩r̩e",4.5,20.3,25.1,32.7,46.1,38.1,113.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0084",472,"Aucune influence","Mod̩r̩e",4.5,20.5,24,32.9,43.5,36.9,110.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0092",2380,"Aucune influence","Mod̩r̩e",4,25,30.1,47.8,66.9,55.2,152.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0093",773,"Aucune influence","Mod̩r̩e",4.5,23.2,23.9,34.3,51.1,40.6,119.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0094",339,"Aucune influence","Mod̩r̩e",4.6,22.6,22.3,34.8,50.6,40.5,116.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0102",1606,"Aucune influence","Mod̩r̩e",3.8,27.3,35.3,53.3,77.6,61.1,166.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0104",1380,"Aucune influence","Mod̩r̩e",3.7,28.3,38.9,55.9,85.5,65.5,177,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0106",1190,"Aucune influence","Mod̩r̩e",3.7,29.1,38.4,56.4,84.5,65.8,176.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0108",959,"Aucune influence","Mod̩r̩e",3.6,31.3,43.6,60.3,94,72.8,191.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0110",668,"Aucune influence","Mod̩r̩e",3.7,33,43.1,60.7,93.5,74.3,193.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0112",551,"Aucune influence","Limit̩e",3.7,31.9,42.3,58.2,89.5,73.9,189.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0117",2949,"Aucune influence","Mod̩r̩e",3.6,25.9,32.9,46.9,70.9,56,158.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0118",2067,"Aucune influence","Mod̩r̩e",3.8,25.1,31,46.8,64.3,51.4,149.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0119",1790,"Aucune influence","Mod̩r̩e",3.8,24.8,29.3,45.3,58.5,49.9,144.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0120",1118,"Aucune influence","Mod̩r̩e",3.7,26.3,33.4,48.6,68,55.6,158.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0121",546,"Aucune influence","Limit̩e",4.2,23.6,29.8,35.5,53.4,42.7,125.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0126",500,"Aucune influence","Limit̩e",3.2,33.5,46.8,59.6,96.3,79.7,204.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0129",425,"Aucune influence","Mod̩r̩e",3.9,22.2,27.8,40.3,56.8,44.9,134.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0131",267,"Aucune influence","Mod̩r̩e",3.7,24.1,33,45,71.7,54,158.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0135",361,"Aucune influence","Limit̩e",3.3,30.9,38.8,57.7,92.3,69,191.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0140",9929,"Aucune influence","Mod̩r̩e",5.3,18.8,24,24.9,39.8,29.2,80.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0141",9218,"Aucune influence","Mod̩r̩e",5.4,18.9,23.4,24.8,39.3,28.5,77.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0142",873,"Aucune influence","Mod̩r̩e",3.8,24.6,25.7,41.1,56.9,46.6,138.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0144",817,"Aucune influence","Limit̩e",3.8,23.9,25.7,40.4,55.6,45.5,134.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0146",628,"Aucune influence","Limit̩e",3.8,23.4,26,39,53.3,44.1,132.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0149",8246,"Aucune influence","Mod̩r̩e",5.5,18.4,22.5,24.6,38.2,26.9,70.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0151",7950,"Aucune influence","Mod̩r̩e",5.5,18.2,22.5,24.7,38.3,26.5,69.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0153",7800,"Aucune influence","Mod̩r̩e",5.6,18.1,22.5,24.6,38.3,26.4,68.5,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0155",7653,"Aucune influence","Mod̩r̩e",5.6,17.9,22.5,24.5,38.2,26.5,68.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0156",7211,"Aucune influence","Mod̩r̩e",5.6,17.6,22.4,24,37.4,26.4,66.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0160",7038,"Aucune influence","Mod̩r̩e",5.6,17.5,22.2,23.9,37.1,26.6,65.2,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0162",6971,"Aucune influence","Mod̩r̩e",5.7,17.4,22.2,23.8,37.1,26.6,65,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0163",6899,"Aucune influence","Mod̩r̩e",5.7,17.4,22,23.7,37.1,26.6,64.7,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0164",431,"Aucune influence","Limit̩e",4.5,23.6,29.5,34,51.6,38.6,112.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0167",6446,"Aucune influence","Mod̩r̩e",5.8,17,21.3,23.1,36.4,26.2,62.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0168",1015,"Aucune influence","Mod̩r̩e",5.1,20.5,25.1,28.3,45.4,34.1,91,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0170",912,"Aucune influence","Mod̩r̩e",5.1,20.4,24.7,28,44.8,33.3,89.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0172",830,"Aucune influence","Mod̩r̩e",5.2,20.6,24.4,27.7,44.9,32.8,87.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0174",676,"Aucune influence","Mod̩r̩e",5.4,20.7,24,27.1,44.6,32.8,83.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0175",485,"Aucune influence","Mod̩r̩e",5.7,19.8,24.6,26.1,43.4,29.8,76,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0180",5400,"Aucune influence","Mod̩r̩e",5.8,15.7,19.8,22.2,35.8,25.3,57.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0182",5169,"Aucune influence","Mod̩r̩e",5.8,15.4,19.5,21.8,35.2,25,56,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0184",4916,"Aucune influence","Mod̩r̩e",5.8,15.1,19.1,21.5,34.3,24.2,54,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0185",4750,"Aucune influence","Mod̩r̩e",5.9,14.8,18.7,21.1,33.7,23.8,52.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0186",4135,"Aucune influence","Mod̩r̩e",6.1,13.6,16.4,19.5,29.6,22.1,46.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0187",4084,"Aucune influence","Mod̩r̩e",6.1,13.5,16.3,19.3,29.1,21.7,46.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0188",3843,"Aucune influence","Mod̩r̩e",6,14.6,17.2,20.5,31.4,23.2,51.8,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0189",332,"Aucune influence","Limit̩e",4.7,28.2,34.5,44,60,52.1,138.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0192",3183,"Aucune influence","Mod̩r̩e",7,12.8,15.3,17.5,25,18.8,40.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0193",3182,"Aucune influence","Mod̩r̩e",7,12.8,15.3,17.5,25,18.8,40.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0194",3149,"Aucune influence","Mod̩r̩e",6.9,13,15.6,18,25.4,19.3,42.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0195",3054,"Aucune influence","Mod̩r̩e",7,12.3,14.6,16.9,23.9,17.4,38.4,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0197",2936,"Aucune influence","Mod̩r̩e",6.7,13.6,16.4,19.3,26.8,20.2,45.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0199",2417,"Aucune influence","Mod̩r̩e",6.9,19.5,24.3,27.2,40.9,30.3,75.6,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0201",2147,"Aucune influence","Mod̩r̩e",7.1,18.7,23.7,25.4,38.5,29,69.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0202",1224,"Aucune influence","Mod̩r̩e",5.7,25.1,32.2,39.7,55.3,43.4,113.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0204",1072,"Aucune influence","Mod̩r̩e",5.8,25.2,32,39.6,54.4,42,110.1,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0205",1062,"Aucune influence","Mod̩r̩e",5.8,25.2,31.9,39.5,54.1,41.8,109.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0206",688,"Aucune influence","Mod̩r̩e",5.5,27,34.9,40.2,60,46.8,125,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0208",429,"Aucune influence","Mod̩r̩e",5.8,24.8,32.4,38.8,55.4,43.7,114.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0209",357,"Aucune influence","Mod̩r̩e",5.9,23.3,30.7,37.7,53.6,42.1,108.9,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0220",304,"Aucune influence","Limit̩e",5.3,25.9,33.2,40.2,58,44.5,117.3,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0223",918,"Aucune influence","Mod̩r̩e",9.1,10.9,12.3,14.9,20.6,14.6,31.1,"Augmentation probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
"ABI0225",779,"Aucune influence","Mod̩r̩e",7.2,16.9,22,25.6,36.4,28.6,70,"Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable","Augmentation tr̬s probable"
