TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,109.9,139.5,146.37,153.48,183.84,161.09,251.72
"ABI0002","Rivi̬re Harricana",25,123.53,167.56,176.98,189.76,227.42,205.28,305.27
"ABI0002","Rivi̬re Harricana",50,140.55,208.53,218.19,240.04,289.52,274.69,389.03
"ABI0002","Rivi̬re Harricana",75,160.53,260.07,268.83,304.65,364.98,351.99,494.1
"ABI0002","Rivi̬re Harricana",90,180.83,316.54,325.8,378.54,448.38,441.15,601.17
"ABI0003","Rivi̬re Turgeon",10,64.31,80.99,85.84,88.79,109.22,92.16,152.2
"ABI0003","Rivi̬re Turgeon",25,72.71,100.83,106.9,114.93,140.57,123.73,187.46
"ABI0003","Rivi̬re Turgeon",50,83.13,129.48,134.47,148.24,183.15,172.6,244.67
"ABI0003","Rivi̬re Turgeon",75,95.26,164,169.39,193.48,234.56,225.94,312.87
"ABI0003","Rivi̬re Turgeon",90,107.32,200.93,208.76,242.11,289.86,282.81,386.51
"ABI0004","Rivi̬re Martigny",10,1.7,2.06,2.13,2.22,2.8,2.35,3.97
"ABI0004","Rivi̬re Martigny",25,1.92,2.63,2.75,3.01,3.72,3.28,4.92
"ABI0004","Rivi̬re Martigny",50,2.21,3.45,3.6,3.97,4.93,4.73,6.45
"ABI0004","Rivi̬re Martigny",75,2.53,4.44,4.66,5.21,6.37,6.21,8.7
"ABI0004","Rivi̬re Martigny",90,2.86,5.58,5.81,6.56,7.88,7.73,11.31
"ABI0011","Rivi̬re Turgeon",10,61.66,77.52,82.2,85.72,104.91,89.25,145.04
"ABI0011","Rivi̬re Turgeon",25,69.39,96.3,102.18,110.23,134.71,118.78,179.82
"ABI0011","Rivi̬re Turgeon",50,79.49,122.83,129,142.08,174.05,165.57,233.63
"ABI0011","Rivi̬re Turgeon",75,91,156.47,162.07,184.43,224.02,216.75,301.31
"ABI0011","Rivi̬re Turgeon",90,102.42,192.93,198.58,231.7,274.71,269.82,370.91
"ABI0012","Rivi̬re Turgeon",10,44.59,56.21,59.83,62.92,75.38,64.5,105.15
"ABI0012","Rivi̬re Turgeon",25,50.36,70.01,74.02,80.49,97.42,85.6,130.53
"ABI0012","Rivi̬re Turgeon",50,57.73,89.62,92.65,103.23,126.05,119.87,169.36
"ABI0012","Rivi̬re Turgeon",75,65.82,113.52,117.67,134.5,161.92,156.49,218.42
"ABI0012","Rivi̬re Turgeon",90,74.43,139.66,144.43,167.6,199.83,196.02,269.74
"ABI0013","Rivi̬re Turgeon",10,39.45,50.18,52.92,54.8,67.4,56.38,93.6
"ABI0013","Rivi̬re Turgeon",25,44.57,61.64,65.4,70.24,85.83,74.86,116.19
"ABI0013","Rivi̬re Turgeon",50,50.91,78.65,81.83,90.66,111.12,104.81,150.44
"ABI0013","Rivi̬re Turgeon",75,58.38,99.54,102.69,118.51,141.75,137.19,192.52
"ABI0013","Rivi̬re Turgeon",90,66,122.65,127.39,148.89,177.09,174.88,236.56
"ABI0014","",10,5.42,6.79,7.14,7.37,9.02,7.61,12.32
"ABI0014","",25,6.13,8.36,8.83,9.35,11.48,10.13,15.38
"ABI0014","",50,7.05,10.59,11.08,12.06,14.83,14.06,20.09
"ABI0014","",75,8.11,13.45,13.95,15.7,18.98,18.43,26.08
"ABI0014","",90,9.14,16.58,17.13,19.83,23.54,23.17,32.69
"ABI0016","",10,5.05,6.33,6.68,6.81,8.3,7.09,11.45
"ABI0016","",25,5.71,7.76,8.2,8.69,10.57,9.38,14.22
"ABI0016","",50,6.56,9.88,10.27,11.22,13.73,12.99,18.65
"ABI0016","",75,7.53,12.56,12.92,14.69,17.64,16.95,24.28
"ABI0016","",90,8.53,15.35,15.8,18.5,21.91,21.22,30.35
"ABI0020","",10,4.83,6.04,6.41,6.49,7.98,6.75,10.91
"ABI0020","",25,5.47,7.39,7.82,8.22,10.17,8.96,13.65
"ABI0020","",50,6.26,9.37,9.76,10.59,13.06,12.28,17.98
"ABI0020","",75,7.19,11.82,12.21,13.92,16.77,15.97,23.26
"ABI0020","",90,8.14,14.53,15.04,17.62,20.94,20.1,28.99
"ABI0028","",10,4.01,4.94,5.3,5.39,6.5,5.57,8.86
"ABI0028","",25,4.53,6.04,6.43,6.79,8.24,7.26,11.07
"ABI0028","",50,5.18,7.65,7.99,8.78,10.65,9.97,14.58
"ABI0028","",75,5.95,9.65,9.95,11.42,13.67,13.11,19.01
"ABI0028","",90,6.71,11.87,12.21,14.33,17.12,16.59,23.48
"ABI0029","",10,3.06,3.8,4.05,4.12,4.96,4.25,6.7
"ABI0029","",25,3.46,4.62,4.91,5.16,6.26,5.53,8.45
"ABI0029","",50,3.97,5.79,6.05,6.61,8.01,7.58,11.22
"ABI0029","",75,4.54,7.28,7.47,8.61,10.23,9.91,14.69
"ABI0029","",90,5.13,9.03,9.16,10.94,12.97,12.62,18.17
"ABI0030","",10,2.9,3.57,3.81,3.84,4.66,4.05,6.38
"ABI0030","",25,3.27,4.34,4.62,4.84,5.91,5.22,8.07
"ABI0030","",50,3.75,5.46,5.68,6.21,7.56,7.12,10.7
"ABI0030","",75,4.31,6.91,7.06,8.07,9.63,9.28,14.03
"ABI0030","",90,4.86,8.57,8.64,10.25,12.32,11.86,17.45
"ABI0031","",10,2.68,3.34,3.52,3.62,4.32,3.71,5.96
"ABI0031","",25,3.03,4.07,4.29,4.57,5.52,4.85,7.48
"ABI0031","",50,3.46,5.14,5.36,5.85,7.13,6.76,9.92
"ABI0031","",75,3.98,6.54,6.71,7.68,9.14,8.93,13.12
"ABI0031","",90,4.51,8.08,8.28,9.86,11.68,11.43,16.46
"ABI0032","",10,2.42,2.97,3.19,3.25,3.95,3.36,5.33
"ABI0032","",25,2.74,3.64,3.87,4.09,5.02,4.36,6.74
"ABI0032","",50,3.14,4.6,4.81,5.25,6.42,6.07,9.05
"ABI0032","",75,3.6,5.86,6.04,6.87,8.19,7.94,11.95
"ABI0032","",90,4.07,7.25,7.41,8.77,10.5,10.27,14.93
"ABI0033","",10,2,2.48,2.63,2.72,3.29,2.76,4.49
"ABI0033","",25,2.26,3.05,3.24,3.44,4.16,3.68,5.62
"ABI0033","",50,2.59,3.87,4.05,4.43,5.41,5.12,7.47
"ABI0033","",75,2.96,4.92,5.12,5.84,6.95,6.7,9.91
"ABI0033","",90,3.35,6.11,6.33,7.46,8.82,8.58,12.53
"ABI0041","Rivi̬re Turgeon",10,32.47,41.42,43.93,46.06,55.88,47.13,77.04
"ABI0041","Rivi̬re Turgeon",25,36.48,50.95,53.67,58.31,70.94,61.95,95.74
"ABI0041","Rivi̬re Turgeon",50,41.72,64.8,67.06,74.59,91.2,86.52,124.19
"ABI0041","Rivi̬re Turgeon",75,47.75,82.19,84.19,96.39,116.49,113.05,158.91
"ABI0041","Rivi̬re Turgeon",90,53.91,101.28,104.2,121.32,146.55,143.4,195.8
"ABI0042","Rivi̬re Turgeon",10,26.18,33.83,35.3,37.63,45.68,37.97,62.52
"ABI0042","Rivi̬re Turgeon",25,29.61,41.26,43.41,47.29,57.38,50.05,77.31
"ABI0042","Rivi̬re Turgeon",50,33.79,52.28,54.09,60.47,73.35,69.71,100.84
"ABI0042","Rivi̬re Turgeon",75,38.62,65.95,68.04,78.6,93.81,90.81,128.83
"ABI0042","Rivi̬re Turgeon",90,43.59,81.16,83.85,99.31,118.98,116.17,159.26
"ABI0043","",10,1.42,1.74,1.86,1.95,2.36,1.97,3.12
"ABI0043","",25,1.61,2.17,2.31,2.48,3.04,2.62,3.95
"ABI0043","",50,1.85,2.8,2.95,3.23,3.95,3.7,5.18
"ABI0043","",75,2.12,3.6,3.75,4.26,5.08,4.84,6.86
"ABI0043","",90,2.39,4.48,4.61,5.38,6.32,6.22,8.9
"ABI0046","Rivi̬re Turgeon",10,24.56,31.93,33.31,35.42,42.64,35.91,58.64
"ABI0046","Rivi̬re Turgeon",25,27.73,38.86,40.83,44.6,53.92,46.79,72.4
"ABI0046","Rivi̬re Turgeon",50,31.66,48.92,50.71,56.76,69.11,65.02,94.51
"ABI0046","Rivi̬re Turgeon",75,36.28,61.82,63.4,73.59,88.21,85.09,120.83
"ABI0046","Rivi̬re Turgeon",90,40.81,76.42,78.53,93.45,112.16,109.65,148.98
"ABI0054","Rivi̬re Turgeon",10,23.59,30.47,32.01,34.04,40.94,34.4,56.59
"ABI0054","Rivi̬re Turgeon",25,26.59,37.26,39.28,42.92,52.11,45.03,70.12
"ABI0054","Rivi̬re Turgeon",50,30.39,46.84,48.81,54.45,66.39,62.64,90.64
"ABI0054","Rivi̬re Turgeon",75,34.68,59.14,61.01,70.19,84.25,82.12,115.52
"ABI0054","Rivi̬re Turgeon",90,39.04,73.2,75.36,88.81,106.94,105.79,143.13
"ABI0055","",10,10.74,13.64,14.52,15.21,18.17,15.6,25.01
"ABI0055","",25,12.16,16.65,17.73,19.06,23.06,20.2,31.14
"ABI0055","",50,13.95,20.95,22,24.45,29.31,27.95,40.91
"ABI0055","",75,15.98,26.61,27.45,31.7,37.53,36.42,52.9
"ABI0055","",90,18.1,33.15,33.8,40.14,48,46.48,65.7
"ABI0056","",10,3.69,4.62,4.91,5.09,6.09,5.16,8.15
