TRONCON,BV_PRIMAIRE,QUANTILE,REFERENCE,H30_RCP4,H30_RCP8,H50_RCP4,H50_RCP8,H80_RCP4,H80_RCP8
"ABI0002","Rivi̬re Harricana",10,105.85,123.13,123.34,128.54,134.68,130.7,156.74
"ABI0002","Rivi̬re Harricana",25,115.17,135.44,136.03,143.03,152.24,145.82,182.25
"ABI0002","Rivi̬re Harricana",50,126.34,151.38,151.79,160.86,173.93,166.07,213.79
"ABI0002","Rivi̬re Harricana",75,138.5,169.14,169.14,181.51,198.4,190.72,250.93
"ABI0002","Rivi̬re Harricana",90,150.69,188.25,186.64,202.05,223.21,216.46,292.01
"ABI0003","Rivi̬re Turgeon",10,44.88,54.43,54.43,57.98,62.69,59.11,77.51
"ABI0003","Rivi̬re Turgeon",25,48.9,60.36,60.72,65.03,70.84,66.51,92.1
"ABI0003","Rivi̬re Turgeon",50,53.8,67.97,68.05,73.99,81.5,76.32,110.07
"ABI0003","Rivi̬re Turgeon",75,59.14,76.46,76.36,84.54,94.1,88.59,130.8
"ABI0003","Rivi̬re Turgeon",90,64.39,85.39,84.85,94.9,106.75,101.17,151.45
"ABI0004","Rivi̬re Martigny",10,0.75,0.94,0.93,1.01,1.17,1.06,1.61
"ABI0004","Rivi̬re Martigny",25,0.81,1.06,1.07,1.17,1.35,1.22,2.05
"ABI0004","Rivi̬re Martigny",50,0.89,1.21,1.23,1.38,1.61,1.45,2.58
"ABI0004","Rivi̬re Martigny",75,0.98,1.38,1.41,1.61,1.92,1.72,3.1
"ABI0004","Rivi̬re Martigny",90,1.07,1.56,1.59,1.81,2.23,2.01,3.64
"ABI0011","Rivi̬re Turgeon",10,43.71,52.84,53.02,56.2,60.45,57.76,74.57
"ABI0011","Rivi̬re Turgeon",25,47.56,58.38,58.84,63.03,68.23,64.6,88.72
"ABI0011","Rivi̬re Turgeon",50,52.25,65.59,66.08,71.58,78.48,74.13,105.82
