CLASSE,OBJ_PRIN,OBJ_SECO,OBJ_TYP,PUIS_MW,TOP_OFF,STATUT,PROPRIO,DT_VERS,WKT
Équipement,centrale,Centrale hydroélectrique,Fil de l'eau,49,Centrale de la Rivière-des-Prairies,en exploitation,Hydro-Québec,V2015-09-08,POINT  ( 292538.54267426 5049968.70215593)
