ï»¿OBJECTID,MUNICIPALITE,NORTE,CLSFNCTION,CARACTRTE,ODONYME,ANCIEN_ODONYME,DIRECTION,INTVIRGA,INTVIRDR,VITESSE,LONGUEUR,CAMIONNAGE,GESTIONNAIRE,SHAPE.STLength() 
384,86042,,Non MTQ,<Null>,Chemin Molloy,Chemin Molloy ,0,0,0,30,1909.51300762,,Prive,1909.44012594473
385,86042,,Locale municipale,<Null>,Rue Yvette-Leblanc,Rue CÃ´tÃ© Ouest,0,0,0,40,121.87046784,Ville_interdite,Ville,121.867234309756
386,86042,,Collectrice municipale,<Null>,10e Rue,10e Rue ,0,0,0,30,159.77990542,Ville_permise,Ville,159.769350787461
387,86042,,Non MTQ,<Null>,Avenue des Hauts-Bois,Domaine de la Montagne ,0,0,0,50,143.4403305,,Prive,143.430350457615
388,86042,,Locale municipale,<Null>,MontÃ©e du Sourire,MontÃ©e du Sourire ,0,0,0,40,112.94376748,Ville_interdite,Ville,112.943767481609
389,86042,,Locale municipale,,Chemin du Forestier,Sans nom,0,0,0,30,1225.3818827,,Prive,1225.30962618649
390,86042,,Locale municipale,<Null>,Chemin Drolet,Chemin Drolet ,0,0,0,70,340.95241177,Ville_interdite,Ville,340.920803178504
391,86042,,Collectrice municipale,<Null>,15e Rue,15e Rue ,0,0,0,50,93.26301742,Ville_permise,Ville,93.2605359302111
392,86042,,Locale municipale,<Null>,Chemin de la Croix,Rue de la Croix ,0,0,0,20,406.01307036,Ville_interdite,Ville,405.97587621951
393,86042,,Artere municipale,<Null>,Avenue LariviÃ¨re,Avenue LariviÃ¨re ,0,0,0,50,18.45054496,Ville_interdite,Ville,18.4505449641938
394,86042,,Locale municipale,<Null>,Rue Rollin,Rue Rollin ,0,0,0,40,99.05735354,Ville_interdite,Ville,99.0573535366759
395,86042,,Locale municipale,<Null>,Chemin des Cornouillers,Chemin des Sapins ,0,0,0,40,380.27359403,,Prive,380.264482423285
396,86042,,Locale municipale,<Null>,Rue CÃ´tÃ©,Rue CÃ´tÃ© ,0,0,0,40,87.44468381,Ville_interdite,Ville,87.4446838097091
397,86042,,Locale municipale,<Null>,18e Rue,18e Rue ,0,0,0,40,197.92642028,Ville_interdite,Ville,197.926420275263
398,86042,,Locale municipale,<Null>,Avenue ChÃ©nier,Avenue Desabrais ,0,0,0,40,67.18421451,Ville_interdite,Ville,67.1798885507553
399,86042,,Locale municipale,<Null>,Avenue Terry-Fox,Avenue Terry-Fox ,0,0,0,40,172.27731954,Ville_interdite,Ville,172.264913263211
400,86042,,Locale municipale,<Null>,Avenue RÃ©mi-Jodoin,Avenue RÃ©mi-Jodoin ,0,0,0,40,167.92556117,Ville_interdite,Ville,167.914694393974
401,86042,,Locale municipale,<Null>,Avenue LalibertÃ©,Avenue LalibertÃ© ,0,0,0,40,86.83311577,Ville_interdite,Ville,86.8331157677501
402,86042,,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,2,0,1,50,56.93132616,Ville_permise,Ville,56.9248791694074
403,86042,,Non MTQ,<Null>,Chemin Duquette,Chemin Duquette ,0,0,0,30,166.68708425,,Prive,166.677943993583
404,86042,,Locale municipale,<Null>,Place Dominique,Place Dominique ,0,0,0,40,560.14192981,Ville_interdite,Ville,560.092548629084
405,86042,,Locale municipale,<Null>,Chemin de la Baie-Ã -l'Orignal,Rue Lafond ,0,0,0,50,369.85399156,Ville_interdite,Ville,369.818763963262
406,86042,,Collectrice (MTQ),<Null>,Route d'Aiguebelle,Route Principale ,0,0,0,90,166.7303343,MTQ_restreinte,Transports_Qc,166.719534439233
407,86042,101,Nationale,<Null>,Boulevard Rideau,Boulevard Ãvain Ouest,0,0,0,90,1184.18689466,MTQ_transit,Transports_Qc,1184.18620825829
408,86042,,Locale municipale,,Rue du Platine,,0,0,0,40,266.42566134,Ville_interdite,Ville,266.417085094224
409,86042,,Locale municipale,<Null>,Chemin England,Chemin England ,0,0,0,40,835.67578778,Ville_interdite,Ville,835.647481327088
410,86042,,Locale municipale,<Null>,Chemin JoannÃ¨s-Vaudray,Chemin JoannÃ¨s-Vaudray ,0,0,0,70,624.76170471,Ville_interdite,Ville,624.761704707834
411,86042,,Locale municipale,<Null>,Chemin LabontÃ©,Chemin LabontÃ© ,0,0,0,40,555.14099526,Ville_interdite,Ville,555.083184995884
412,86042,,Collectrice (MTQ),<Null>,Avenue Granada,Avenue Granada ,0,0,0,50,114.76043164,MTQ_restreinte,Transports_Qc,114.75981988986
413,86042,,Locale municipale,<Null>,Avenue Champlain,Avenue Champlain ,0,0,0,30,43.03055512,Ville_interdite,Ville,43.030555117149
414,86042,,Locale municipale,<Null>,Rue Taschereau Est,Rue Taschereau Est,1,1,0,40,43.99789707,Ville_interdite,Ville,43.9866515562528
415,86042,117,Nationale,<Null>,Boulevard Rideau,Boulevard Rideau ,0,0,0,70,162.33581268,MTQ_transit,Transports_Qc,162.332886608722
416,86042,,Artere municipale,<Null>,Avenue du Lac,Avenue du Lac ,1,1,0,50,37.08676285,Ville_interdite,Ville,37.084853502308
417,86042,,Locale municipale,<Null>,Rang Lincourt,Rangs 4 et 5 Ouest,0,0,0,70,1278.0652987,Ville_interdite,Ville,1278.01090834713
418,86042,,Locale municipale,<Null>,10e Rue,10e Rue ,0,0,0,40,82.09672905,Ville_interdite,Ville,82.0967290531115
419,86042,,Locale municipale,<Null>,Rue Martel,Rue Martel ,0,0,0,40,16.38027573,Ville_interdite,Ville,16.3802757345534
420,86042,,Acces ressources,,Route 1,Route 1,0,0,0,30,5027.43368799,,Prive,5027.30989352872
421,86042,,Non MTQ,<Null>,Chemin des VillÃ©giateurs,Chemin de la Baie-Solitaire ,0,0,0,30,441.66542191,,Prive,441.599648880752
422,86042,,Locale municipale,<Null>,Rue DÃ©silets,Rue DÃ©silets ,0,0,0,40,366.90817243,Ville_interdite,Ville,366.885612258981
423,86042,,Locale municipale,<Null>,Avenue Dufault,Avenue Dufault ,0,0,0,40,86.458228,Ville_interdite,Ville,86.4582280022555
424,86042,,Non MTQ,<Null>,Rue Bill,Rue Bill ,0,0,0,50,254.1334229,,Prive,254.124407676498
425,86042,,Locale municipale,,Chemin Charron,,0,0,0,15,293.11387716,,Prive,293.113877157952
426,86042,,Locale municipale,<Null>,Avenue du Zinc,Avenue du Zinc ,0,0,0,40,79.91244745,Ville_interdite,Ville,79.9111698951877
427,86042,,Locale municipale,<Null>,7e Avenue Est,7e Avenue Est,0,0,0,40,149.80046118,Ville_interdite,Ville,149.791109625466
428,86042,,Locale municipale,<Null>,Rue Bureau,Rue Bureau ,0,0,0,40,395.01301302,Ville_interdite,Ville,394.996145224346
429,86042,,Locale municipale,<Null>,Rang Alarie,Rangs 4 et 5 Ouest,0,0,0,70,3763.08730918,Ville_interdite,Ville,3763.06017713895
430,86042,,Locale municipale,<Null>,Avenue Veilleux,Avenue Veilleux ,0,0,0,40,88.33721739,Ville_interdite,Ville,88.3372173912838
431,86042,,Collectrice municipale,Bretelle,Avenue du Lac,Avenue du Lac ,2,1,0,50,77.06899477,Ville_interdite,Ville,77.0477736655037
432,86042,,Artere municipale,<Null>,Avenue de l'Ãglise,Avenue de l'Ãglise ,0,0,0,40,161.72765538,Ville_permise,Ville,161.727655384291
433,86042,,Non MTQ,<Null>,Chemin du Lac-Bellot,Chemin du Lac-Bellot ,0,0,0,30,158.88344131,,Prive,158.866515124875
434,86042,,Locale municipale,<Null>,Rue Mantha,Rue Mantha ,0,0,0,40,90.01740329,Ville_permise,Ville,90.0174032867534
435,86042,,Acces ressources,,Route 1,Route 1,0,0,0,30,2527.8698824,,Prive,2527.91888010635
436,86042,,Locale municipale,<Null>,Rue Michel,Chemin Michel ,0,0,0,40,1096.4803246,Ville_interdite,Ville,1096.47612891477
437,86042,,Locale municipale,<Null>,Avenue Carter,Avenue Carter ,0,0,0,40,225.18531056,Ville_interdite,Ville,225.159107472547
438,86042,,Locale municipale,<Null>,Rue des Oblats Ouest,Rue des Oblats Ouest,0,0,0,40,202.606418,Ville_interdite,Ville,202.606417999653
439,86042,,Locale municipale,<Null>,Rue Rioux,Rue Rioux ,0,0,0,40,81.66931766,Ville_interdite,Ville,81.6693176621429
440,86042,,Locale municipale,<Null>,Rue du Cap-d'Ours,Rue de la Montagne ,0,0,0,40,225.03218845,Ville_interdite,Ville,225.021226432716
441,86042,,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,1,0,0,50,213.8904179,Ville_permise,Ville,213.882616166491
442,86042,,Locale municipale,<Null>,Chemin Bergeron,Rue de la Baie-de-l'Ãle ,0,0,0,30,61.08501295,Ville_interdite,Ville,61.0815255926592
443,86042,,Non MTQ,<Null>,Chemin du Lac-Labyrinthe,Chemin du Lac-Labyrinthe ,0,0,0,70,3302.70115161,,Prive,3302.61759459468
444,86042,,Locale municipale,<Null>,Place Saint-Pierre,Place St-Pierre ,0,0,0,40,124.93208323,Ville_interdite,Ville,124.932083228815
445,86042,,Locale municipale,<Null>,Rue Taschereau Est,Rue Taschereau Est,0,0,0,40,193.48480052,Ville_interdite,Ville,193.484800521075
446,86042,,Locale municipale,<Null>,Rue Monseigneur-Chagnon,Rue Monseigneur-Chagnon ,0,0,0,40,97.25355888,Ville_interdite,Ville,97.2478512136946
447,86042,,Artere municipale,<Null>,Rue Gamble Ouest,Rue Gamble Ouest,2,1,0,50,60.30348196,Ville_interdite,Ville,60.2988414894899
448,86042,,Locale municipale,<Null>,Rue Mantha,Rue Mantha ,0,0,0,40,118.83869793,Ville_permise,Ville,118.837508597205
449,86042,,Locale municipale,<Null>,Rang Leroux,Rangs 7 et 8 Est,0,0,0,70,1217.21401368,Ville_interdite,Ville,1217.21380356068
450,86042,,Locale municipale,<Null>,20e Rue,20e Rue ,0,0,0,40,90.16897195,Ville_interdite,Ville,90.1689719543258
451,86042,,Artere municipale,<Null>,Boulevard Rideau,Boulevard Rideau ,0,0,0,50,74.13130994,Ville_permise,Ville,74.1313099379743
452,86042,,Locale municipale,<Null>,12e Rue,12e Rue ,0,0,0,40,351.64042601,Ville_permise,Ville,351.64042600573
453,86042,,Locale municipale,<Null>,Place Labelle,Place Gauthier ,0,0,0,40,39.84803668,Ville_interdite,Ville,39.8403207170713
454,86042,,Locale municipale,,Avenue Davy,,0,0,0,40,30.99171415,Ville_permise,Ville,30.991714146365
455,86042,,Collectrice municipale,<Null>,Rue du Terminus Ouest,Rue du Terminus Ouest,0,0,0,40,95.73050078,Ville_permise,Ville,95.7305007773907
456,86042,,Collectrice municipale,<Null>,Rue du Souvenir,Rue du Souvenir ,0,0,0,70,2627.19220613,Ville_interdite,Ville,2627.19220612602
457,86042,,Locale municipale,,Avenue Payeur,Avenue Payeur,0,0,0,40,46.48970755,Ville_interdite,Ville,46.4897075527476
458,86042,,Locale municipale,<Null>,Rang des Allemands,Chemin des Allemands ,0,0,0,70,549.08664832,Ville_interdite,Ville,549.086648324652
459,86042,,Locale municipale,<Null>,Rue des Loisirs,Rue des Loisirs ,0,0,0,40,114.28387377,Ville_interdite,Ville,114.279446816947
460,86042,,Artere municipale,<Null>,Boulevard Rideau,Boulevard Rideau ,0,0,0,50,90.75345611,Ville_permise,Ville,90.7534561096711
461,86042,,Locale municipale,<Null>,Rue Bourassa,Chemin des Puits ,0,0,0,40,95.06735195,Ville_interdite,Ville,95.0673519481846
462,86042,,Non MTQ,<Null>,Chemin Desmarais,Chemin du Pont ,0,0,0,30,1484.7659532,,Prive,1484.65809605997
463,86042,,Collectrice municipale,<Null>,Rue Monseigneur-Latulipe Ouest,Rue Monseigneur-Latulipe Ouest,0,0,0,40,191.17365557,Ville_interdite,Ville,191.173655565719
464,86042,,Collectrice municipale,<Null>,Rang du Parc,Chemin du Parc ,0,0,0,70,5010.89265803,Ville_interdite,Ville,5010.85029422197
465,86042,,Locale municipale,<Null>,Rang de Bellecombe,Rangs 7 et 8 Ouest,0,0,0,70,3688.31702043,Ville_interdite,Ville,3688.28916541716
466,86042,,Collectrice municipale,<Null>,Rang des DÃ©fricheurs,Chemin des DÃ©fricheurs ,0,0,0,70,244.85114195,Ville_interdite,Ville,244.851141953637
467,86042,,Locale municipale,<Null>,Place Labelle,Place Gauthier ,0,0,0,40,30.09520879,Ville_interdite,Ville,30.0952087902709
468,86042,,Locale municipale,<Null>,Rue Tardif Est,Rue Tardif Est,0,0,0,40,102.24275649,Ville_interdite,Ville,102.242756494576
469,86042,,Collectrice municipale,<Null>,Avenue Granada,Avenue Granada ,0,0,0,70,2032.2275917,Ville_interdite,Ville,2032.21520552187
470,86042,,Collectrice municipale,<Null>,Rang du Lac-BruyÃ¨re,Chemin du Lac-BruyÃ¨re ,0,0,0,70,3259.18604175,Ville_interdite,Ville,3259.11576664549
471,86042,,Collectrice municipale,<Null>,MontÃ©e Laframboise,MontÃ©e Laframboise ,0,0,0,40,329.9657705,Ville_interdite,Ville,329.955636737289
472,86042,,Locale municipale,,Rue Fernand-Veilleux,Rue Fernand-Veilleux,0,0,0,40,56.09841937,Ville_interdite,Ville,56.0984193747025
473,86042,,Collectrice municipale,<Null>,Rue Monseigneur-Latulipe Est,Rue Monseigneur-Latulipe Est,0,0,0,40,160.05225216,Ville_interdite,Ville,160.05225216441
474,86042,,Locale municipale,<Null>,Rue Pinder Est,Rue Pinder Est,2,0,0,40,151.41632027,Ville_interdite,Ville,151.411228459543
475,86042,,Locale municipale,<Null>,Rang de la CarriÃ¨re,Rang de la CarriÃ¨re ,0,0,0,70,114.24880592,Ville_interdite,Ville,114.247365113412
476,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route McWatters ,0,0,0,90,146.67197744,MTQ_transit,Transports_Qc,146.671977438082
477,86042,,Locale municipale,<Null>,Avenue PÃ©lissier,Avenue PÃ©lissier ,0,0,0,40,97.56147413,Ville_interdite,Ville,97.5614741328256
478,86042,,Locale municipale,<Null>,Rang Maltais,Rangs 7 et 8 Est,0,0,0,70,438.06447506,Ville_interdite,Ville,438.064193674045
479,86042,,Artere municipale,<Null>,Avenue Granada,Avenue Granada ,0,0,0,50,416.17706799,Ville_permise,Ville,416.174162455591
480,86042,,Non MTQ,<Null>,Chemin des Ãpinettes,Chemin des Ãpinettes ,0,0,0,30,1063.13181149,,Prive,1063.02651379618
481,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,90,518.7423647,MTQ_interdite,Transports_Qc,518.741409376801
482,86042,,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,0,0,0,50,183.8580114,Ville_permise,Ville,183.857194238867
483,86042,,Locale municipale,<Null>,Avenue des Bois-Jolis,Avenue des Bois-Jolis ,0,0,0,40,186.40964251,Ville_interdite,Ville,186.409273720265
484,86042,,Locale municipale,<Null>,Rang Francoeur,Rangs 3 et 4 Ouest,0,0,0,70,326.78163035,Ville_interdite,Ville,326.781630350394
485,86042,,Locale municipale,<Null>,Avenue ChaussÃ©,Avenue ChaussÃ© ,0,0,0,40,71.11987092,Ville_permise,Ville,71.119870923533
486,86042,,Collectrice municipale,<Null>,Avenue de l'Ãglise,Avenue de l'Ãglise ,0,0,0,80,1503.4456319,Ville_permise,Ville,1503.44478335939
487,86042,,Acces ressources,<Null>,Rang du Rapide-Sept,Chemin Rapide-Sept ,0,0,0,70,40648.82530171,MTQ_restreinte,Transports_Qc,40648.2173465294
488,86042,101,Nationale,<Null>,Boulevard Rideau,Route 101 ,0,0,0,90,4914.13818308,MTQ_transit,Transports_Qc,4914.11295845038
489,86042,,Locale municipale,<Null>,Place Saint-Pierre,Place St-Pierre ,0,0,0,40,41.57739802,Ville_interdite,Ville,41.5773980153762
490,86042,,Locale municipale,<Null>,Rang Beauregard,Rangs 3 et 4 Est,0,0,0,70,139.99947574,Ville_interdite,Ville,139.998537926826
491,86042,,Collectrice municipale,<Null>,9e Rue,9e Rue ,0,0,0,50,45.64049028,Ville_interdite,Ville,45.6404902753027
492,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route McWatters ,0,0,0,90,2079.57051736,MTQ_transit,Transports_Qc,2079.56549510802
493,86042,,Locale municipale,<Null>,Rue Doyon,Rue Doyon ,0,0,0,40,136.15797454,Ville_permise,Ville,136.157974536822
494,86042,,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,1,0,0,50,139.29899888,Ville_permise,Ville,139.281177980952
495,86042,,Locale municipale,<Null>,Avenue Dufault,Avenue Dufault ,0,0,0,40,132.37000226,Ville_interdite,Ville,132.370002261313
496,86042,,Locale municipale,<Null>,Rue d'Arntfield,Rue Principale Est,0,0,0,40,259.10735325,Ville_interdite,Ville,259.099864686219
497,86042,,Locale municipale,<Null>,Avenue Sam-Laporte,Avenue Provencher Sud,0,0,0,40,157.10184743,Ville_interdite,Ville,157.098343700946
498,86042,,Locale municipale,<Null>,2e Avenue Ouest,2e Avenue Ouest,0,0,0,40,210.19266814,Ville_interdite,Ville,210.189378213165
499,86042,,Collectrice municipale,<Null>,Rang Sawyer,Rangs 1 et 2 Ouest,0,0,0,70,245.03635299,Ville_interdite,Ville,245.035498135744
500,86042,,Non MTQ,<Null>,Chemin de la Baie-Destor,Chemin de la Baie ,0,0,0,30,787.0449241,,Prive,787.034650111468
501,86042,,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,2,0,0,50,213.92941203,Ville_permise,Ville,213.919207907247
502,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,90,106.51044866,MTQ_interdite,Transports_Qc,106.509924676603
503,86042,,Locale municipale,<Null>,Rang de Farmborough,Chemin de la SabliÃ¨re ,0,0,0,70,1742.86596817,Ville_interdite,Ville,1742.8368033027
504,86042,,Locale municipale,<Null>,5e Avenue Est,5e Avenue Est,0,0,0,40,206.31079373,Ville_interdite,Ville,206.310793732175
505,86042,,Non MTQ,<Null>,Chemin du Lac-Normand,Chemin du Lac-Normand ,0,0,0,30,1761.7820242,,Prive,1761.59701740222
506,86042,,Collectrice municipale,<Null>,Rang Saint-Onge,Rangs 9 et 10 ,0,0,0,70,41.14086422,Ville_interdite,Ville,41.1340226012902
507,86042,,Locale municipale,<Null>,Rue Laurier,Rue Laurier ,0,0,0,40,44.49780889,Ville_interdite,Ville,44.4978088863935
508,86042,,Locale municipale,<Null>,Rue Lambert,Rue Lambert ,0,0,0,40,125.89552824,Ville_interdite,Ville,125.89552823556
509,86042,,Collectrice municipale,<Null>,Boulevard de l'UniversitÃ©,Boulevard de l'UniversitÃ© ,0,0,0,50,314.98618261,Ville_interdite,Ville,314.978680048442
510,86042,,Non MTQ,,Rue Carbonneau,Sans nom,0,0,0,50,337.02038972,,Prive,337.007150834877
511,86042,,Locale municipale,<Null>,Avenue ChÃ©nier,Avenue ChÃ©nier ,0,0,0,40,78.82519582,Ville_interdite,Ville,78.8251958242414
512,86042,,Locale municipale,<Null>,Rang de Sainte-AgnÃ¨s,Rangs 7 et 8 Est,0,0,0,70,4679.5799151,Ville_interdite,Ville,4679.54278838784
513,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route 117 ,0,0,0,90,504.17414536,MTQ_transit,Transports_Qc,504.173725500986
514,86042,,Locale municipale,,Avenue Davy,,0,0,0,50,180.2380438,,Prive,180.238043797398
515,86042,,Locale municipale,<Null>,Avenue des Professeurs,Avenue des Professeurs,0,0,0,40,224.08951283,Ville_interdite,Ville,224.089512832544
516,86042,,Collectrice municipale,<Null>,Rue Marie-Victorin,Rue Marie-Victorin ,0,0,0,50,79.08644885,Ville_interdite,Ville,79.0864488468157
517,86042,,Collectrice municipale,<Null>,Rang Valmont,Rang Valmont ,0,0,0,70,279.93724565,Ville_interdite,Ville,279.936405780499
518,86042,,Locale municipale,<Null>,Rue de la Mine,Rue de la Mine ,0,0,0,20,146.20001803,Ville_interdite,Ville,146.191629593219
519,86042,117,Nationale,Carrefour giratoire,Avenue LariviÃ¨re,Avenue LariviÃ¨re,1,0,0,25,31.67556993,MTQ_transit,Transports_Qc,31.6638510488306
520,86042,,Collectrice municipale,<Null>,Boulevard de l'UniversitÃ©,Boulevard de l'UniversitÃ© ,0,0,0,50,79.94411367,Ville_interdite,Ville,79.9441136715518
521,86042,,Locale municipale,<Null>,Chemin de la Baie-Verte,Chemin de la CroisÃ©e ,0,0,0,70,13.80185434,Ville_interdite,Ville,13.8018543399066
522,86042,,Nationale,Carrefour giratoire,Boulevard Rideau,Boulevard Rideau,1,0,0,25,5.36512411,MTQ_transit,Transports_Qc,5.36512411208651
523,86042,,Locale municipale,<Null>,Rue Monseigneur-Chagnon,Rue Monseigneur-Chagnon ,0,0,0,40,93.9884666,Ville_interdite,Ville,93.9884666016528
524,86042,,Locale municipale,<Null>,Place des Ãrables,Place des Ãrables ,0,0,0,40,150.81416691,Ville_interdite,Ville,150.810658337761
525,86042,,Locale municipale,<Null>,Rue HÃ©lÃ¨ne,Rue HÃ©lÃ¨ne ,0,0,0,40,156.02954079,Ville_interdite,Ville,156.023980623306
526,86042,,Locale municipale,<Null>,Rue du Jardin,Rue du Jardin ,0,0,0,40,278.69425497,Ville_interdite,Ville,278.687199380031
527,86042,,Locale municipale,<Null>,Rue des Oblats Est,Rue des Oblats Est,0,0,0,40,141.49641482,Ville_interdite,Ville,141.496414821613
528,86042,,Collectrice municipale,,19e Rue,19e Rue,1,1,0,50,58.38325699,Ville_interdite,Ville,58.3648508998704
529,86042,,Locale municipale,<Null>,Avenue Chadbourne,Avenue Chadbourne ,0,0,0,40,165.26028133,Ville_interdite,Ville,165.260281329948
530,86042,,Collectrice municipale,<Null>,Rue d'Ãvain,Rue Principale Est,0,0,0,40,315.68239567,Ville_interdite,Ville,315.675179325408
531,86042,,Artere municipale,<Null>,Avenue LariviÃ¨re,Avenue LariviÃ¨re ,0,0,0,50,22.63215222,Ville_permise,Ville,22.6321522167027
532,86042,,Locale municipale,<Null>,Rue Ãmile-Dussault,Rue Ãmile-Dussault ,0,0,0,40,42.88838561,Ville_interdite,Ville,42.8883856050796
533,86042,117,Nationale,Bretelle,Route du Mont-Chaudron,Route 117 ,1,1,0,90,293.57337755,MTQ_transit,Transports_Qc,293.55928291353
534,86042,,Locale municipale,<Null>,Rue Lauzon,Rue Lauzon ,0,0,0,40,143.98886045,Ville_interdite,Ville,143.988860450245
535,86042,,Collectrice municipale,<Null>,Rue Monseigneur-Latulipe Ouest,Rue Monseigneur-Latulipe Ouest,1,0,0,40,143.0021335,Ville_interdite,Ville,142.991735478797
536,86042,,Locale municipale,<Null>,Avenue de l'AmitiÃ©,Avenue de l'AmitiÃ© ,0,0,0,40,43.0075621,Ville_interdite,Ville,43.007562103658
537,86042,,Locale municipale,<Null>,14e Rue,14e Rue ,0,0,0,40,209.51512202,Ville_interdite,Ville,209.515122022731
538,86042,,Non MTQ,<Null>,Chemin de la Baie-Solitaire,Chemin de la Baie-Solitaire ,0,0,0,30,580.35694486,,Prive,580.322929549569
539,86042,,Locale municipale,<Null>,Rue Filiatrault,Rue Filiatrault ,0,0,0,40,305.13872264,Ville_interdite,Ville,305.138722635083
540,86042,,Collectrice municipale,<Null>,Rue du Terminus Ouest,Rue du Terminus Ouest,0,0,0,40,56.59619699,Ville_permise,Ville,56.5935570421038
541,86042,,Locale municipale,,Rue des Lilas,Rue des Lilas,0,,,40,302.4846313,Ville_interdite,Ville,302.455421085521
542,86042,,Locale municipale,<Null>,Chemin JoannÃ¨s-Vaudray,Chemin JoannÃ¨s-Vaudray ,0,0,0,70,159.38279914,Ville_interdite,Ville,159.371973150565
543,86042,391,Artere municipale,<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,50,281.38735989,Ville_permise,Ville,281.387359894665
544,86042,,Artere municipale,<Null>,Boulevard Rideau,Boulevard Rideau ,2,0,0,50,275.25186407,Ville_permise,Ville,275.243927978965
545,86042,,Locale municipale,<Null>,Chemin Groleau,Rue Gouin ,0,0,0,30,5.42779834,Ville_interdite,Ville,5.42779833910583
546,86042,,Locale municipale,<Null>,Rang ChaÃ®nÃ©,Rang des Collines ,0,0,0,70,1168.387993,Ville_interdite,Ville,1168.38058972869
547,86042,,Locale municipale,<Null>,Rue LavallÃ©e,Rue LavallÃ©e ,0,0,0,40,155.93959891,Ville_interdite,Ville,155.916035019742
548,86042,,Locale municipale,<Null>,Rue Yvette-Leblanc,Rue CÃ´tÃ© Ouest,0,0,0,40,3.24260651,Ville_interdite,Ville,3.24260651482723
549,86042,,Locale municipale,<Null>,Rue VÃ©zina,Rue VÃ©zina ,0,0,0,40,38.04036521,Ville_interdite,Ville,38.0403652126587
550,86042,,Collectrice municipale,<Null>,Rue Monseigneur-Latulipe Ouest,Rue Monseigneur-Latulipe Ouest,1,1,0,40,96.73905384,Ville_interdite,Ville,96.7325121168826
551,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,90,255.59097778,MTQ_interdite,Transports_Qc,255.59018444336
552,86042,,Artere municipale,<Null>,Boulevard Rideau,Boulevard Rideau ,2,0,0,50,154.39935775,Ville_interdite_5_essieux,Ville,154.391551869755
553,86042,,Locale municipale,<Null>,Avenue Richelieu,Avenue Richelieu ,0,0,0,40,181.62665301,Ville_interdite,Ville,181.626653012361
554,86042,,Non MTQ,<Null>,Chemin Tessier,Rue Tessier ,0,0,0,30,1346.30583546,,Prive,1346.13077577828
555,86042,,Locale municipale,<Null>,MontÃ©e Opasatica,MontÃ©e Opasatica ,0,0,0,80,322.79649635,Ville_interdite,Ville,322.794141977346
556,86042,,Collectrice municipale,<Null>,Rue Caron,Rue Caron ,0,0,0,40,90.58492485,Ville_interdite,Ville,90.5849248500544
557,86042,,Collectrice municipale,<Null>,Rang Lavigne,Chemin Lavigne Est,0,0,0,70,317.59474202,Ville_interdite,Ville,317.594654088124
558,86042,,Locale municipale,<Null>,Chemin des Merisiers,Rue des Merisiers ,0,0,0,30,336.68893928,Ville_interdite,Ville,336.668889948762
559,86042,,Collectrice municipale,<Null>,Boulevard de l'UniversitÃ©,Boulevard de l'UniversitÃ© ,0,0,0,50,80.47115101,Ville_interdite,Ville,80.4711510055622
560,86042,,Collectrice municipale,<Null>,Avenue Sainte-Bernadette,Avenue Ste-Bernadette ,0,0,0,50,396.63438277,Ville_interdite,Ville,396.634382770719
561,86042,,Locale municipale,<Null>,Rang Vallet,Chemin Vallet ,0,0,0,70,1520.49035133,Ville_interdite,Ville,1520.49035133285
562,86042,101,Nationale,<Null>,Boulevard Rideau,Route 101 ,0,0,0,90,810.51035178,MTQ_transit,Transports_Qc,810.509833206056
563,86042,,Locale municipale,<Null>,Rue d'Arntfield,Rue Principale Est,0,0,0,40,121.38761858,Ville_interdite,Ville,121.386708133579
564,86042,,Locale municipale,<Null>,Avenue Pierre-LariviÃ¨re,Avenue Pierre-LariviÃ¨re ,0,0,0,40,318.27462081,Ville_interdite,Ville,318.274620813803
565,86042,,Locale municipale,<Null>,Rang de Pontleroy,Rangs 7 et 8 Ouest,0,0,0,70,311.50315798,Ville_interdite,Ville,311.502742346526
566,86042,,Locale municipale,<Null>,Chemin du Lac-Bellecombe,Chemin du Lac-Bellecombe ,0,0,0,50,1347.24165253,Ville_interdite,Ville,1347.12220215942
567,86042,,Locale municipale,<Null>,Avenue Principale,Avenue Principale ,0,0,0,40,81.55538622,Ville_interdite,Ville,81.555386224884
568,86042,,Locale municipale,<Null>,Avenue Giroux,Avenue Giroux ,0,0,0,40,91.85164192,Ville_interdite,Ville,91.847576449244
569,86042,,Locale municipale,<Null>,Rue Desjarlais,Rue Desjarlais ,0,0,0,40,175.75840602,Ville_interdite,Ville,175.74691109276
