ï»¿OBJECTID,MUNICIPALITE,NORTE,CLSFNCTION,CARACTRTE,ODONYME,ANCIEN_ODONYME,DIRECTION,INTVIRGA,INTVIRDR,VITESSE,LONGUEUR,CAMIONNAGE,GESTIONNAIRE,SHAPE.STLength() 
1768,86042,,Non MTQ,<Null>,Chemin Ferron,Rue Bernier ,0,0,0,30,42.94446604,,Prive,42.9267735710283
1769,86042,,Locale municipale,Bretelle,Avenue Davy,,1,0,0,40,83.88890638,MTQ_transit,Transports_Qc,83.8784384310816
1770,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Avenue LariviÃ¨re ,0,0,0,90,1020.09608391,MTQ_transit,Transports_Qc,1020.09454147702
1771,86042,,Locale municipale,<Null>,Rang Lacerte,Rang 5 ,0,0,0,70,418.40273588,Ville_interdite,Ville,418.401871952994
1772,86042,,Collectrice municipale,<Null>,Rang Sawyer,Rangs 1 et 2 Ouest,0,0,0,40,511.59184581,Ville_interdite,Ville,511.590735116937
1773,86042,,Locale municipale,<Null>,Avenue Richard,Avenue Richard ,0,0,0,40,87.05532779,Ville_interdite,Ville,87.0553277935934
1774,86042,,Locale municipale,<Null>,Chemin de la Baie-Verte,Chemin de la CroisÃ©e ,0,0,0,70,652.55804193,Ville_interdite,Ville,652.542528656806
1775,86042,,Artere municipale,<Null>,Avenue Granada,Avenue Granada ,0,0,0,50,61.14723865,Ville_permise,Ville,61.1430009264632
1776,86042,,Locale municipale,<Null>,6e Avenue Est,6e Avenue Est,0,0,0,40,311.87406094,Ville_interdite,Ville,311.867939119254
1777,86042,,Locale municipale,<Null>,Rang ChaÃ®nÃ©,Rang des Collines ,0,0,0,70,1060.44634463,Ville_interdite,Ville,1060.44326428279
1778,86042,,Non MTQ,<Null>,Avenue Provencher,Avenue Provencher Nord,0,0,0,50,623.80643244,,Prive,623.800391361943
1779,86042,,Locale municipale,<Null>,Rue Lauzon,Rue Lauzon ,0,0,0,40,202.17441413,Ville_interdite,Ville,202.174414128
1780,86042,,Locale municipale,<Null>,Rue d'Arntfield,Rue Principale Est,0,0,0,40,78.79947831,Ville_interdite,Ville,78.7985961627156
1781,86042,,Locale municipale,<Null>,Chemin de la Chapelle,Chemin de la Chapelle ,0,0,0,50,390.49055631,Ville_interdite,Ville,390.48346297748
1782,86042,,Collectrice municipale,<Null>,Avenue Dallaire,Avenue Dallaire ,0,0,0,50,179.45625776,Ville_interdite,Ville,179.456257756555
1783,86042,,Locale municipale,<Null>,Rue David,Rue David ,0,0,0,40,282.33232631,Ville_interdite,Ville,282.325822224492
1784,86042,,Locale municipale,<Null>,Avenue Champlain,Avenue Champlain ,0,0,0,40,232.89189764,Ville_interdite,Ville,232.891897644411
1785,86042,,Locale municipale,<Null>,Avenue Corbeil,Avenue CurÃ©-Dubois ,0,0,0,40,17.6076324,Ville_interdite,Ville,17.6076323964922
1786,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,90,398.36168479,MTQ_interdite,Transports_Qc,398.356602342769
1787,86042,,Collectrice (MTQ),<Null>,Route d'Aiguebelle,Route Principale ,0,0,0,50,52.71152037,MTQ_restreinte,Transports_Qc,52.7100483662772
1788,86042,,Locale municipale,<Null>,Rue Harrisson,Chemin des Pins ,0,0,0,40,409.95877687,Ville_interdite,Ville,409.938022363971
1789,86042,,Artere municipale,<Null>,Rue Perreault Est,Rue Perreault Est,0,0,0,50,177.2390565,Ville_interdite,Ville,177.239056502766
1790,86042,,Locale municipale,,Avenue Davy,,0,0,0,40,444.19691795,Ville_permise,Ville,444.196917948514
1791,86042,,Locale municipale,<Null>,Avenue Dufresnoy,Avenue Dufresnoy ,0,0,0,40,64.91434014,Ville_interdite,Ville,64.9106804294448
1792,86042,,Artere municipale,<Null>,Boulevard Rideau,Boulevard Rideau ,1,0,0,50,150.35372477,Ville_interdite_5_essieux,Ville,150.346405872146
1793,86042,,Locale municipale,<Null>,Avenue Saint-Charles,Avenue St-Charles ,0,0,0,40,202.99992764,Ville_interdite,Ville,202.990907234834
1794,86042,,Locale municipale,<Null>,Avenue Champlain,Avenue Champlain ,0,0,0,40,250.6253548,Ville_interdite,Ville,250.624388005985
1795,86042,101,Nationale,<Null>,Boulevard Rideau,Rue Principale ,0,0,0,40,414.80399137,MTQ_transit,Transports_Qc,414.792057808245
1796,86042,,Locale municipale,<Null>,Avenue Girard,Avenue Girard ,0,0,0,40,84.26354833,Ville_interdite,Ville,84.2592835589088
1797,86042,,Collectrice (MTQ),<Null>,Rue des Coteaux,Chemin des Coteaux ,0,0,0,70,226.2798154,MTQ_restreinte,Transports_Qc,226.272298876621
1798,86042,,Locale municipale,<Null>,Rang du Mont-d'Or,Chemin Mont-d'Or ,0,0,0,70,601.59409425,Ville_interdite,Ville,601.59394861706
1799,86042,101,Nationale,<Null>,Boulevard Rideau,Rue Principale ,0,0,0,40,306.6511161,MTQ_transit,Transports_Qc,306.64568244451
1800,86042,,Locale municipale,<Null>,Rue Monastesse,Rue Monastesse ,0,0,0,30,436.99251382,Ville_interdite,Ville,436.992059854006
1801,86042,,Artere municipale,<Null>,Rue Gamble Ouest,Rue Gamble Ouest,0,0,0,50,133.29858285,Ville_interdite,Ville,133.298582853228
1802,86042,,Locale municipale,<Null>,Avenue Gauthier,Avenue Gauthier ,0,0,0,40,224.0740885,Ville_interdite,Ville,224.069263489284
1803,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route McWatters ,0,0,0,90,368.54253877,MTQ_transit,Transports_Qc,368.542319763831
1804,86042,,Locale municipale,<Null>,Rue Moreau,Rue Moreau ,0,0,0,40,188.99713354,Ville_interdite,Ville,188.984130570438
1805,86042,,Artere municipale,<Null>,Rue Lapointe,Rue Lapointe ,0,0,0,50,110.55044584,Ville_permise,Ville,110.544636432147
1806,86042,101,Nationale,<Null>,Rue Saguenay,Rue Saguenay ,0,0,0,70,207.43989995,MTQ_transit,Transports_Qc,207.439899949311
1807,86042,,Artere municipale,<Null>,Avenue LariviÃ¨re,Avenue LariviÃ¨re ,0,0,0,50,278.08718521,Ville_permise,Ville,278.08718520856
1808,86042,,Locale municipale,<Null>,Chemin JoannÃ¨s-Vaudray,Chemin JoannÃ¨s-Vaudray ,0,0,0,70,1288.21240295,Ville_interdite,Ville,1288.21240295108
1809,86042,,Locale municipale,<Null>,Rue Papineau,Rue Papineau ,0,0,0,40,82.40802569,Ville_interdite,Ville,82.4080256877933
1810,86042,,Collectrice municipale,<Null>,Avenue Dallaire,Avenue Dallaire ,0,0,0,50,186.83270208,Ville_interdite,Ville,186.820894290099
1811,86042,,Locale municipale,<Null>,Rue de ClÃ©ricy,Rue du Parc ,0,0,0,40,223.04504981,Ville_interdite,Ville,223.040779152589
1812,86042,,Locale municipale,<Null>,Avenue Massicotte,2e Avenue ,0,0,0,40,304.90210675,Ville_interdite,Ville,304.902106753014
1813,86042,,Locale municipale,<Null>,Place du Cinquantenaire,Place du Cinquantenaire ,0,0,0,40,318.4922496,Ville_interdite,Ville,318.451263836984
1814,86042,,Collectrice municipale,<Null>,MontÃ©e du Lac,MontÃ©e du Lac ,0,0,0,70,1739.988579,Ville_interdite,Ville,1739.96849455688
1815,86042,,Locale municipale,<Null>,Rue Trempe,Rue Trempe ,0,0,0,40,161.08910974,Ville_interdite,Ville,161.088923116052
1816,86042,,Non MTQ,<Null>,Chemin Ida-Hurtubise,Chemin du Lac-HÃ©va ,0,0,0,30,97.55884333,,Prive,97.5588433346972
1817,86042,,Non MTQ,<Null>,Chemin de l'Esker,Chemin du Lac-Boissonault ,0,0,0,40,3511.83858414,,Prive,3511.56342807771
1818,86042,101,Nationale,<Null>,Rue Saguenay,Boulevard D'Alembert ,0,0,0,90,3489.20040298,MTQ_transit,Transports_Qc,3489.17238125456
1819,86042,,Locale municipale,<Null>,Rang ChaÃ®nÃ©,Rang des Collines ,0,0,0,70,90.33822217,Ville_interdite,Ville,90.3382221667551
1820,86042,,Artere municipale,<Null>,Avenue Granada,Avenue Granada ,0,0,0,50,54.51607554,Ville_permise,Ville,54.5159647113577
1821,86042,,Locale municipale,<Null>,Rue Michel,Chemin Michel ,0,0,0,40,215.19885135,Ville_interdite,Ville,215.198851352069
1822,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route McWatters ,0,0,0,90,659.20149407,MTQ_transit,Transports_Qc,659.200224144625
1823,86042,,Collectrice municipale,<Null>,Rue RÃ©al-Caouette,Rue RÃ©al-Caouette ,0,0,0,40,184.71167389,Ville_interdite,Ville,184.711673888929
1824,86042,101,Nationale,<Null>,Boulevard Rideau,Boulevard Rideau ,0,0,0,70,299.14451859,MTQ_transit,Transports_Qc,299.144156671156
1825,86042,,Locale municipale,,Chemin des Bruants,Chemin du Lac-BarriÃ¨re ,0,0,0,40,85.55860031,,Prive,85.5549683394345
1826,86042,,Collectrice municipale,<Null>,Boulevard du CollÃ¨ge,Boulevard du CollÃ¨ge ,1,0,0,40,92.87898167,Ville_interdite,Ville,92.8697491947849
1827,86042,,Non MTQ,<Null>,Chemin de la TaÃ¯ga,Chemin Lefebvre ,0,0,0,30,401.43690429,,Prive,401.369137774841
1828,86042,,Collectrice municipale,<Null>,19e Rue,19e Rue ,0,0,0,50,41.49875928,Ville_interdite,Ville,41.4951646640412
1829,86042,,Artere municipale,<Null>,Rue Saguenay,Rue Saguenay ,0,0,0,50,94.31312161,Ville_interdite,Ville,94.3131216061159
1830,86042,,Locale municipale,<Null>,Avenue Dufresnoy,Avenue Dufresnoy ,0,0,0,40,101.26577732,Ville_interdite,Ville,101.253076523146
1831,86042,,Acces ressources,<Null>,Rang du Rapide-Sept,Chemin Rapide-Sept ,0,0,0,70,6362.64716221,MTQ_restreinte,Transports_Qc,6362.64716221449
1832,86042,,Acces ressources,,Route 1,Route 1,0,0,0,30,5354.22473286,,Prive,5354.09836972562
1833,86042,,Locale municipale,<Null>,Rue de la PoudriÃ¨re,Rue de la PoudriÃ¨re ,0,0,0,20,80.2603741,Ville_interdite,Ville,80.2603741036011
1834,86042,,Locale municipale,<Null>,Avenue Mercier,Avenue Mercier ,0,0,0,40,97.07281324,Ville_interdite,Ville,97.0728132400107
1835,86042,,Locale municipale,<Null>,Rue des Voiliers,Rue des Voiliers ,0,0,0,40,388.0177752,Ville_interdite,Ville,387.982491598604
1836,86042,,Collectrice municipale,<Null>,Avenue Lafontaine,Avenue Lafontaine ,0,0,0,70,1040.18948511,Ville_interdite,Ville,1040.187466226
1837,86042,,Locale municipale,<Null>,Rue PÃ©pin,Rue PÃ©pin ,0,0,0,30,186.00263359,Ville_interdite,Ville,185.988813284156
1838,86042,,Locale municipale,<Null>,Avenue de l'Hydro,Avenue de l'Hydro ,0,0,0,40,194.65994082,Ville_interdite,Ville,194.653356240927
1839,86042,,Collectrice (MTQ),<Null>,Rang du Parc,Chemin du Parc ,0,0,0,80,1859.05562478,MTQ_interdite,Transports_Qc,1859.04849181986
1840,86042,,Collectrice municipale,<Null>,Rang Rochon,Rangs 3 et 4 Est,0,0,0,70,3663.47827588,Ville_interdite,Ville,3663.47661789714
1841,86042,,Collectrice municipale,<Null>,Rang des DÃ©fricheurs,Chemin des DÃ©fricheurs ,0,0,0,70,2373.74029022,Ville_interdite,Ville,2373.73872436468
1842,86042,,Artere municipale,<Null>,Avenue LariviÃ¨re,Avenue LariviÃ¨re ,0,0,0,50,80.51576605,Ville_interdite,Ville,80.5157660526806
1843,86042,,Locale municipale,<Null>,Chemin England,Chemin England ,0,0,0,40,613.10414363,Ville_interdite,Ville,613.095839587849
1844,86042,101,Nationale,<Null>,Boulevard Rideau,Boulevard Rideau ,0,0,0,90,245.10191567,MTQ_transit,Transports_Qc,245.101635447826
1845,86042,,Locale municipale,<Null>,Rang de la Marina,Rangs 9 et 10 Est,0,0,0,15,299.30243179,,Prive,299.293903221184
1846,86042,,Collectrice municipale,<Null>,Rue du Terminus Est,Rue du Terminus Est,1,0,0,50,40.04427619,Ville_interdite,Ville,40.0442761898626
1847,86042,,Locale municipale,<Null>,Rue Perreault Est,Rue Perreault Est,0,0,0,70,3303.47597847,Ville_permise,Ville,3303.43990639635
1848,86042,,Collectrice municipale,<Null>,Rue Iberville Est,Rue Iberville Est,0,0,0,50,88.62963725,Ville_interdite,Ville,88.6296372507526
1849,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route 117 ,0,0,2,90,118.42630576,MTQ_transit,Transports_Qc,118.424730109925
1850,86042,,Collectrice municipale,<Null>,Avenue Murdoch,Avenue Murdoch ,0,0,0,50,87.77239989,Ville_interdite,Ville,87.7723998911472
1851,86042,,Locale municipale,<Null>,Rue Michel,Chemin Michel ,0,0,0,40,82.14223309,Ville_interdite,Ville,82.1422330882233
1852,86042,101,Nationale,<Null>,Boulevard Rideau,Rue Principale ,0,0,0,40,164.86003596,MTQ_transit,Transports_Qc,164.856809924276
1853,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,90,1096.22988915,MTQ_interdite,Transports_Qc,1096.21378133186
1854,86042,117,Nationale,,Route Osisko,,0,2,0,90,2442.64459899,MTQ_transit,Transports_Qc,2442.6445989856
1855,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route McWatters ,0,0,0,90,573.90465162,MTQ_transit,Transports_Qc,573.904286231912
1856,86042,,Locale municipale,<Null>,Rue MontrÃ©al Ouest,Rue MontrÃ©al Ouest,0,0,0,40,96.13613457,Ville_interdite,Ville,96.1361345735307
1857,86042,,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,0,0,0,50,87.82782374,Ville_permise,Ville,87.8278237375833
1858,86042,,Locale municipale,<Null>,Rue Pinder Ouest,Rue Pinder Ouest,1,0,0,40,190.94996904,Ville_interdite,Ville,190.941340925466
1859,86042,,Locale municipale,<Null>,Rue Pinder Ouest,Rue Pinder Ouest,1,0,0,40,143.62681449,Ville_interdite,Ville,143.622978443759
1860,86042,,Locale municipale,<Null>,Rang de Bellecombe,Rangs 7 et 8 Ouest,0,0,0,40,175.4524406,Ville_interdite,Ville,175.452440596989
1861,86042,,Locale municipale,<Null>,Avenue Montcalm,Avenue Montcalm ,0,0,0,40,44.97647699,Ville_interdite,Ville,44.9683141603299
1862,86042,,Acces ressources,,Route 1,Route 1,0,0,0,30,53.4605744,,Prive,53.4603113164336
1863,86042,,Non MTQ,<Null>,Chemin du Lac-FrÃ©chette,Chemin du Lac-FrÃ©chette ,0,0,0,40,1169.74870539,,Prive,1169.67560313411
1864,86042,,Locale municipale,<Null>,Place Camirand,Place Camirand ,0,0,0,40,378.94271526,Ville_interdite,Ville,378.914409044042
1865,86042,,Non MTQ,<Null>,Chemin de la Falaise,Rue de la Falaise ,0,0,0,30,837.17500027,,Prive,837.120358074273
1866,86042,,Locale municipale,,Place Burke,,0,0,0,40,28.52145381,Ville_interdite,Ville,28.5214538135655
1867,86042,,Locale municipale,<Null>,Chemin Ollier,Chemin Ollier ,0,0,0,40,348.15374786,Ville_interdite,Ville,348.138929032205
1868,86042,,Locale municipale,<Null>,Avenue Sam-Laporte,Avenue Provencher Sud,0,0,0,50,107.50689993,Ville_interdite,Ville,107.502600539472
1869,86042,,Artere municipale,<Null>,Avenue du Lac,Avenue du Lac ,1,0,0,50,28.94828381,Ville_interdite,Ville,28.9482838108227
1870,86042,,Locale municipale,<Null>,Chemin du Lac-HÃ©lÃ¨ne,Chemin du Lac-HÃ©lÃ¨ne ,0,0,0,50,1030.80966987,Ville_interdite,Ville,1030.76178908476
1871,86042,,Locale municipale,<Null>,Rue Perrier,Rue Perrier ,0,0,0,40,255.87549973,Ville_interdite,Ville,255.875499732004
1872,86042,,Locale municipale,<Null>,Rue Gingras,Rue Gingras ,0,0,0,40,79.1516284,Ville_interdite,Prive,79.1351727032214
1873,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Route 391 ,0,0,0,50,200.35362381,MTQ_interdite,Transports_Qc,200.352727527881
1874,86042,,Locale municipale,<Null>,Rue HÃ©lÃ¨ne,Rue HÃ©lÃ¨ne ,0,0,0,40,18.60742983,Ville_interdite,Ville,18.6074298332682
1875,86042,,Locale municipale,<Null>,Rue Pinder Ouest,Rue Pinder Ouest,2,0,0,40,191.89184644,Ville_interdite,Ville,191.883376898985
1876,86042,,Locale municipale,<Null>,Avenue Portelance,Avenue Portelance ,0,0,0,40,102.02086193,Ville_interdite,Ville,102.010464646976
1877,86042,395,Collectrice (MTQ),<Null>,Route de Preissac,Route 395 ,0,0,0,90,1685.66528794,MTQ_interdite,Transports_Qc,1685.66226220824
1878,86042,,Locale municipale,<Null>,Rue de la PoudriÃ¨re,Rue de la PoudriÃ¨re ,0,0,0,20,199.81690312,Ville_interdite,Ville,199.78809229739
1879,86042,,Locale municipale,<Null>,Avenue Lord,Avenue Lord ,0,0,0,40,304.81431094,Ville_interdite,Ville,304.797486925591
1880,86042,,Locale municipale,<Null>,Avenue ChaudiÃ¨re,Avenue ChaudiÃ¨re ,0,0,0,40,190.85852478,Ville_interdite,Ville,190.846492561889
1881,86042,101,Nationale,<Null>,Rue Saguenay,Rue Saguenay ,0,0,0,70,623.84182775,MTQ_transit,Transports_Qc,623.840543557766
1882,86042,,Locale municipale,<Null>,Rue Tardif Est,Rue Tardif Est,0,0,0,40,27.47183383,Ville_interdite,Ville,27.4718338268489
1883,86042,,Locale municipale,<Null>,Chemin de la Source,Rue de la Source ,0,0,0,70,69.30489898,,Prive,69.3039231552395
1884,86042,,Locale municipale,<Null>,Avenue Guertin,Avenue Guertin ,0,0,0,40,258.136676,Ville_interdite,Ville,258.123178407262
1885,86042,391,Artere municipale,<Null>,Avenue QuÃ©bec,Avenue QuÃ©bec ,0,0,0,50,48.3447628,Ville_permise,Ville,48.3447628029651
1886,86042,,Locale municipale,<Null>,Rue Paradis,Rue Paradis ,0,0,0,40,80.47408949,Ville_interdite,Ville,80.4740894898476
1887,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route 117 ,0,0,0,90,3658.13587072,MTQ_transit,Transports_Qc,3658.11508534844
1888,86042,391,Artere municipale,<Null>,Boulevard TÃ©miscamingue,Boulevard TÃ©miscamingue ,0,0,0,50,121.94502135,Ville_permise,Ville,121.940427450194
1889,86042,,Locale municipale,<Null>,Rue Monseigneur-Pelchat,Rue du Ruisseau ,0,0,0,40,199.72093764,Ville_interdite,Ville,199.720937644654
1890,86042,,Locale municipale,<Null>,Avenue Landry,Avenue Landry ,0,0,0,40,158.16973633,Ville_interdite,Ville,158.168627197875
1891,86042,,Locale municipale,<Null>,Rue Darveau,Rue Darveau ,0,0,0,40,29.55038773,Ville_interdite,Ville,29.550387731128
1892,86042,,Artere municipale,<Null>,Avenue LariviÃ¨re,Avenue LariviÃ¨re ,0,0,0,50,28.35412423,Ville_interdite,Ville,28.3541242258929
1893,86042,101,Nationale,Carrefour giratoire,Rue Saguenay,,1,0,0,25,40.09509222,MTQ_transit,Transports_Qc,40.0777074127021
1894,86042,,Locale municipale,<Null>,Rang AbijÃ©vis,Rangs 9 et 10 Est,0,0,0,70,1792.15165946,Ville_interdite,Ville,1792.15082474932
1895,86042,,Locale municipale,<Null>,Avenue Montcalm,Avenue Montcalm ,0,0,0,40,255.46695076,Ville_interdite,Ville,255.466950760876
1896,86042,,Non MTQ,<Null>,Chemin des ChÃªnes,Rue des ChÃªnes ,0,0,0,30,11.50892265,,Prive,11.5089226541844
1897,86042,,Locale municipale,<Null>,Chemin LÃ©tourneau,Chemin LÃ©tourneau ,0,0,0,50,880.16186215,Ville_interdite,Ville,880.122921783744
1898,86042,,Locale municipale,<Null>,Rue du Plein-Air,Rue CÃ´tÃ© ,0,0,0,40,586.24113075,Ville_interdite,Ville,586.241130753635
1899,86042,,Locale municipale,<Null>,Avenue FrÃ©dÃ©ric-HÃ©bert,Avenue FrÃ©dÃ©ric-HÃ©bert ,0,0,0,40,70.4568527,Ville_interdite,Ville,70.4568526977032
1900,86042,,Locale municipale,<Null>,Avenue George,Avenue George ,0,0,0,40,131.5504878,Ville_interdite,Ville,131.541254693933
1901,86042,,Locale municipale,<Null>,Chemin TrÃ©moy,Chemin TrÃ©moy ,0,0,0,40,106.28013981,Ville_interdite,Ville,106.274689959793
1902,86042,,Locale municipale,<Null>,Rue DugrÃ©,Rue DugrÃ© ,0,0,0,40,71.62294423,Ville_interdite,Ville,71.6229442327666
1903,86042,,Locale municipale,<Null>,Avenue Carter,Avenue Carter ,0,0,0,40,99.22672499,Ville_interdite,Ville,99.2267249870215
1904,86042,,Locale municipale,<Null>,Chemin du Pluvier,Chemin Ollier ,0,0,0,30,232.2614801,,Prive,232.237524410855
1905,86042,117,Nationale,<Null>,Avenue LariviÃ¨re,Route McWatters ,0,0,0,90,3172.517056,MTQ_transit,Transports_Qc,3172.50388042671
1906,86042,,Locale municipale,<Null>,Avenue HÃ©bert,Avenue HÃ©bert ,0,0,0,40,86.68920174,Ville_interdite,Ville,86.6892017363178
1907,86042,,Locale municipale,<Null>,Avenue de l'Argent,Avenue de l'Argent ,0,0,0,40,85.34926243,Ville_interdite,Ville,85.3492624262745
1908,86042,,Locale municipale,<Null>,Avenue Godbout,Avenue Godbout ,0,0,0,40,230.82291685,Ville_interdite,Ville,230.822916850956
1909,86042,391,Collectrice (MTQ),<Null>,Boulevard TÃ©miscamingue,Route 391 ,0,0,0,90,2952.81912423,MTQ_interdite,Transports_Qc,2952.81828203766
1910,86042,,Locale municipale,<Null>,Avenue de l'Ãglise,Avenue de l'Ãglise ,0,0,0,40,61.89069212,Ville_interdite,Ville,61.8894958883554
1911,86042,,Locale municipale,<Null>,Avenue George,Avenue George ,0,0,0,40,183.87168437,Ville_interdite,Ville,183.868490947989
1912,86042,,Artere municipale,<Null>,Rue Gamble Ouest,Rue Gamble Ouest,1,0,0,50,59.02324825,Ville_interdite,Ville,59.0194711917141
1913,86042,,Locale municipale,<Null>,Avenue Angers,Avenue Angers ,0,0,0,40,78.27303126,Ville_interdite,Ville,78.2730312575794
1914,86042,,Locale municipale,<Null>,Chemin de la Baie-Ã -l'Orignal,Rue QuÃ©villon et Rue de la Paix,0,0,0,50,55.19324733,Ville_interdite,Ville,55.1878219739317
1915,86042,,Locale municipale,<Null>,Rang Vallet,Chemin Vallet ,0,0,0,70,1884.85814776,Ville_interdite,Ville,1884.85098275091
1916,86042,,Locale municipale,<Null>,Rue Taschereau Ouest,Rue Taschereau Ouest,0,0,0,40,123.42425196,Ville_interdite,Ville,123.42425195626
1917,86042,,Locale municipale,<Null>,Avenue TrÃ©panier,Avenue TrÃ©panier ,0,0,0,40,210.33981631,Ville_interdite,Ville,210.329660344701
1918,86042,,Locale municipale,<Null>,Rue Charbonneau,Rue Charbonneau ,0,0,0,40,99.67215392,Ville_interdite,Ville,99.6721539241528
1919,86042,,Locale municipale,<Null>,Rue Vanasse,Rue Vanasse ,0,0,0,40,143.57176095,Ville_interdite,Ville,143.571760953759
1920,86042,,Locale municipale,<Null>,Rang de la CarriÃ¨re,Rang de la CarriÃ¨re ,0,0,0,70,663.43832627,Ville_interdite,Prive,663.413193520868
1921,86042,,Locale municipale,<Null>,Avenue Barrette,Avenue Dubois ,0,0,0,40,87.56738686,Ville_interdite,Ville,87.5673868565803
1922,86042,,Locale municipale,<Null>,Avenue des Iris,Avenue des Iris ,0,0,0,40,425.54686438,Ville_interdite,Ville,425.527909035441
1923,86042,,Locale municipale,<Null>,Place des Ãrables,Place des Ãrables ,0,0,0,40,74.67767811,Ville_interdite,Ville,74.6776781082874
1924,86042,,Non MTQ,,Chemin du Lac-Delaas,Chemin du Lac-Labyrinthe,0,0,0,30,1397.26318521,,Prive,1397.17762851684
1925,86042,,Locale municipale,<Null>,Rang de la Traverse,Chemin Larose ,0,0,0,70,1342.0017789,Ville_interdite,Ville,1341.95196579377
1926,86042,101,Nationale,<Null>,Rue Saguenay,Rue Saguenay ,0,0,0,70,76.40569276,MTQ_transit,Transports_Qc,76.40569275715
1927,86042,,Locale municipale,<Null>,Rue d'Ãvain,Rue Principale Est,0,0,0,40,53.21294171,Ville_permise,Ville,53.2129417125195
1928,86042,,Locale municipale,<Null>,Chemin du Lac-Fortune,Chemin Fortune ,0,0,0,70,144.47928913,Ville_interdite,Ville,144.467135269652
1929,86042,,Artere municipale,<Null>,Rue Perreault Est,Rue Perreault Est,0,0,0,50,1022.41825511,Ville_interdite,Ville,1022.39482995246
1930,86042,,Non MTQ,<Null>,Chemin Charette,Chemin Charette Nord,0,0,0,25,780.95416576,,Prive,780.928456634766
1931,86042,,Collectrice municipale,<Null>,Chemin du Docteur-Lemay,Chemin Dr Lemay ,0,0,0,50,527.58268273,Ville_interdite,Ville,527.571116030963
1932,86042,,Locale municipale,<Null>,Chemin QuÃ©villon,Rue QuÃ©villon ,0,0,0,50,755.81188146,Ville_interdite,Ville,755.778315878064
1933,86042,,Locale municipale,<Null>,Rue HÃ©lÃ¨ne,Rue HÃ©lÃ¨ne ,0,0,0,40,35.90922561,Ville_interdite,Ville,35.9010946226131
1934,86042,,Locale municipale,<Null>,Rue Jolivet,Rue Pilon ,0,0,0,40,184.80382717,Ville_interdite,Ville,184.777843033839
1935,86042,,Collectrice municipale,<Null>,Rang Valmont,Rang Valmont ,0,0,0,70,90.45769901,Ville_interdite,Ville,90.4421488341583
1936,86042,,Collectrice municipale,<Null>,19e Rue,19e Rue ,0,0,0,50,146.36453177,Ville_interdite,Ville,146.364531769141
1937,86042,,Locale municipale,<Null>,Chemin du Lac-Fortune,Chemin Fortune ,0,0,0,70,1238.18818438,Ville_interdite,Ville,1238.14459846276
1938,86042,,Locale municipale,<Null>,5e Rue,5e Rue ,0,0,0,30,94.87416898,Ville_interdite,Ville,94.8741689825543
1939,86042,,Locale municipale,<Null>,Avenue Principale,Avenue Principale ,0,0,0,40,81.27615226,Ville_interdite,Ville,81.276152257658
1940,86042,,Locale municipale,<Null>,8e Rue,8e Rue ,0,0,0,40,81.2441538,Ville_interdite,Ville,81.2226981688245
1941,86042,,Locale municipale,<Null>,Avenue Portelance,Avenue Portelance ,0,0,0,40,102.8418777,Ville_interdite,Ville,102.841877703296
1942,86042,,Locale municipale,<Null>,Avenue Pelletier,Avenue Pelletier ,0,0,0,40,204.32184101,Ville_interdite,Ville,204.321841009448
1943,86042,,Collectrice municipale,<Null>,Rang Valmont,Rang Valmont ,0,0,0,40,126.46422952,Ville_interdite,Ville,126.463836079067
1944,86042,,Locale municipale,<Null>,Avenue Gaston-Rheault,Avenue Gaston-Rheault ,0,0,0,40,78.48701775,Ville_interdite,Ville,78.4870177545306
1945,86042,,Collectrice municipale,<Null>,Rang Lavigne,Chemin Lavigne Ouest,0,0,0,70,1536.84852986,Ville_interdite,Ville,1536.84698578343
1946,86042,,Collectrice municipale,<Null>,Rang des CyprÃ¨s,Rang des CyprÃ¨s ,0,0,0,40,255.68054604,Ville_interdite,Ville,255.68048239326
1947,86042,,Collectrice (MTQ),<Null>,Route de Mont-Brun,Chemin Mont-Brun,0,0,0,80,1047.3104391,MTQ_interdite,Transports_Qc,1047.31043909953
1948,86042,,Locale municipale,<Null>,Avenue Principale,Avenue Principale ,0,3,0,40,201.87145485,Ville_interdite,Ville,201.87145485385
1949,86042,,Non MTQ,<Null>,Chemin de la Baie-Solitaire,Chemin de la Baie-Solitaire ,0,0,0,30,419.74028614,,Prive,419.71459249828
1950,86042,,Non MTQ,<Null>,Chemin des Huards,Chemin Lambert ,0,0,0,30,606.36409987,,Prive,606.345701996073
1951,86042,,Locale municipale,<Null>,Rue Bourbeau,Rue Bourbeau ,0,0,0,40,149.98501566,Ville_interdite,Ville,149.985015660171
