NOM,WKT
Laval-sur-le-Lac,"POLYGON  (( 275344.80000000 5044025.20000000, 275313.70000000 5044079.10000000, 275289.10000000 5044112.30000000, 275282.67000000 5044116.04010000, 275282.64960000 5044116.05200000, 275275.50000000 5044120.20000000, 275269.28520000 5044092.51670000, 275269.14010000 5044091.87000000, 275266.50000000 5044080.10000000, 275268.40000000 5044077.80000000, 275261.87300000 5044045.96410000, 275254.60000000 5044010.50000000, 275242.20000000 5044013.10000000, 275225.40000000 5044013.60000000, 275221.40000000 5043990.40000000, 275217.40000000 5043961.10000000, 275211.70000000 5043938.01000000, 275191.70000000 5043897.40000000, 275182.80000000 5043884.90000000, 275170.31000000 5043865.70000000, 275157.70000000 5043846.60000000, 275152.50000000 5043828.90000000, 275151.50000000 5043786.90000000, 275146.50000000 5043754.30000000, 275137.50000000 5043729.60000000, 275127.30000000 5043710.50000000, 275110.50000000 5043697.61000000, 275089.70000000 5043685.80000000, 275068.90000000 5043679.00000000, 275051.50000000 5043676.19010000, 275034.00000000 5043674.50000000, 275020.00000000 5043669.49010000, 275006.50000000 5043662.70000000, 274993.00000000 5043655.40000000, 274988.66000000 5043654.53000000, 274979.00000000 5043652.60000000, 274963.20000000 5043649.80000000, 274943.00000000 5043648.70000000, 274925.60000000 5043639.10000000, 274921.50020000 5043636.51560000, 274908.20000000 5043627.90000000, 274896.20000000 5043617.50000000, 274881.00000000 5043599.60000000, 274870.50000000 5043578.40000000, 274859.60000000 5043555.30000000, 274854.00000000 5043541.20000000, 274846.90000000 5043518.30000000, 274840.70000000 5043503.70000000, 274736.54840000 5043638.82350000, 274734.05750000 5043642.03590000, 274732.13880000 5043639.76720000, 274731.41240000 5043638.92250000, 274702.86100000 5043605.14050000, 274614.00030000 5043500.00030000, 274518.61200000 5043403.38800000, 274499.95740000 5043384.43200000, 274494.98700000 5043379.50380000, 274481.23460000 5043367.22340000, 274425.19260000 5043315.90660000, 274420.44960000 5043311.47450000, 274255.74520000 5043160.72580000, 274243.78950000 5043150.18620000, 274242.68380000 5043149.25340000, 274241.76980000 5043148.52080000, 274230.60660000 5043137.96350000, 274038.20540000 5042981.86910000, 273933.30700000 5042904.64370000, 273906.68460000 5042887.65240000, 273894.69030000 5042880.12570000, 273948.90400000 5042818.62530000, 273999.96910000 5042765.65300000, 274014.00000000 5042746.00000000, 274094.00000000 5042656.00000000, 274104.71010000 5042645.85340000, 274167.48900000 5042586.37660000, 274208.00000000 5042554.00000000, 274250.08840000 5042530.64270000, 274299.00000000 5042510.00000000, 274338.99220000 5042499.97090000, 274357.58200000 5042497.91250000, 274387.99370000 5042494.48870000, 274410.20140000 5042493.99700000, 274473.39010000 5042495.85900000, 274500.01040000 5042499.93110000, 274672.20160000 5042525.59070000, 274708.35160000 5042529.14730000, 274720.87890000 5042530.21100000, 274724.33560000 5042530.34160000, 274746.19200000 5042532.13970000, 274768.81400000 5042533.45280000, 274784.81600000 5042534.38160000, 274816.70660000 5042534.85660000, 274848.59770000 5042532.58130000, 274853.49240000 5042531.89450000, 274883.15260000 5042527.40780000, 274888.48870000 5042526.49500000, 274899.58520000 5042524.07210000, 274909.20160000 5042522.04160000, 274917.41860000 5042519.94360000, 274931.81220000 5042514.99610000, 274936.51280000 5042513.12520000, 274969.24270000 5042499.86290000, 274976.98370000 5042496.63620000, 274977.58010000 5042496.37510000, 274996.78950000 5042486.94500000, 274999.84770000 5042485.18770000, 275030.00000000 5042467.00000000, 275052.00000000 5042451.00000000, 275122.61230000 5042405.87660000, 275171.60730000 5042380.14700000, 275214.28970000 5042363.56440000, 275253.28840000 5042352.62230000, 275300.76610000 5042343.10430000, 275415.31630000 5042323.09300000, 275415.99670000 5042322.96590000, 275500.00700000 5042314.70620000, 275781.30530000 5042287.05360000, 275781.99730000 5042286.97250000, 275873.87550000 5042279.97110000, 275888.58840000 5042280.41800000, 275903.28700000 5042281.87840000, 275914.19270000 5042284.08160000, 275926.79170000 5042287.63870000, 275928.03980000 5042287.69440000, 275928.82760000 5042288.11780000, 275938.89150000 5042289.66520000, 275939.99360000 5042289.67450000, 275945.96300000 5042289.43310000, 275954.29230000 5042289.43200000, 275969.60100000 5042286.62200000, 275974.80510000 5042285.52160000, 275981.59950000 5042283.78340000, 275999.98850000 5042280.34980000, 276115.08900000 5042258.84170000, 276147.00940000 5042256.44800000, 276188.10590000 5042256.53370000, 276220.33460000 5042259.89090000, 276221.63950000 5042260.06910000, 276235.68700000 5042261.50800000, 276251.83700000 5042264.99800000, 276279.99270000 5042271.14100000, 276284.76360000 5042271.75500000, 276309.50730000 5042274.93940000, 276311.55180000 5042274.71740000, 276312.22910000 5042274.74840000, 276313.28810000 5042274.78870000, 276313.98170000 5042274.74960000, 276321.89760000 5042274.07680000, 276341.38750000 5042273.03510000, 276345.18880000 5042272.40380000, 276347.94800000 5042271.94560000, 276350.00040000 5042271.45800000, 276350.75840000 5042271.36050000, 276353.92540000 5042270.95300000, 276372.70750000 5042267.48270000, 276374.55610000 5042268.95520000, 276375.52730000 5042269.80180000, 276376.29450000 5042270.47030000, 276377.20420000 5042271.26330000, 276378.95820000 5042272.79200000, 276409.96480000 5042301.35410000, 276442.60740000 5042331.37450000, 276483.10000000 5042368.35000000, 276480.20550000 5042372.49620000, 276460.09880000 5042401.29710000, 276355.07000000 5042551.74010000, 276346.00000000 5042558.23000000, 276336.40000000 5042565.10000000, 276278.40000000 5042650.50000000, 276285.40000000 5042650.60000000, 276196.42450000 5042777.81180000, 275705.89480000 5043479.14480000, 275532.00000000 5043726.00000000, 275408.00000000 5043905.00000000, 275411.40000000 5043907.30000000, 275396.92370000 5043928.25270000, 275396.20000000 5043929.30000000, 275395.67720000 5043930.23840000, 275379.20000000 5043959.69500000, 275356.00000000 5044004.00000000, 275344.80000000 5044025.20000000))"
Sainte-Dorothée,"POLYGON  (( 278906.80230000 5046276.55710000, 278653.89060000 5046614.12300000, 278640.04840000 5046633.03620000, 278584.06550000 5046707.97100000, 278581.65000000 5046711.20000000, 278536.95350000 5046686.72520000, 278493.48000000 5046662.92000000, 278563.88160000 5046566.99410000, 278567.40000000 5046562.20000000, 278581.20000000 5046531.70000000, 278592.60000000 5046493.70000000, 278550.78000000 5046457.15000000, 278596.21000000 5046398.04010000, 278553.00000000 5046369.10000000, 278615.50000000 5046287.90000000, 278598.66000000 5046243.16000000, 278571.05390000 5046169.97980000, 278515.30000000 5046021.69010000, 278456.99850000 5046020.05570000, 278427.40000000 5046019.31000000, 278394.79290000 5046014.84620000, 278354.79010000 5046009.37000000, 278298.44380000 5045973.32470000, 278283.01470000 5045963.45460000, 278278.74010000 5045960.72000000, 278236.84380000 5046020.98800000, 278216.34010000 5046006.73000000, 278201.35360000 5046001.01100000, 278155.99010000 5045983.70000000, 278072.40000000 5045951.90000000, 278054.50000000 5045926.80000000, 277965.30000000 5045802.00000000, 277803.43630000 5045575.35620000, 277662.76870000 5045764.84460000, 277661.65000000 5045765.88000000, 277515.30070000 5045672.51530000, 277383.34010000 5045588.33000000, 277284.82000000 5045720.63000000, 277204.77000000 5045683.08000000, 277114.38840000 5045805.25770000, 277042.17640000 5045902.87380000, 277041.04010000 5045904.41000000, 277036.80000000 5045902.20000000, 276990.02000000 5045824.08000000, 276967.64010000 5045854.11000000, 276909.14530000 5045823.71390000, 276907.56000000 5045822.89010000, 276904.60930000 5045826.48730000, 276902.22000000 5045829.40000000, 276775.05160000 5045694.07020000, 276768.22000000 5045686.80000000, 276770.56790000 5045683.58280000, 276801.45840000 5045640.81340000, 277033.92090000 5045322.84230000, 277366.99910000 5044866.29950000, 277368.10000000 5044864.79010000, 277360.55120000 5044860.16310000, 277348.00000000 5044852.47000000, 277290.63320000 5044817.30630000, 277169.36000000 5044742.97000000, 277111.46320000 5044707.47390000, 277095.88000000 5044697.92000000, 277036.64010000 5044661.61000000, 276913.89050000 5044586.35270000, 276912.01910000 5044585.20530000, 276841.42000000 5044541.12000000, 276819.78000000 5044527.60000000, 276664.80000000 5044430.80000000, 276643.80000000 5044418.40000000, 276631.60000000 5044412.92000000, 276629.80000000 5044412.11000000, 276606.75000000 5044405.52000000, 276547.66000000 5044388.63000000, 276552.01230000 5044383.07800000, 276552.12930000 5044382.92880000, 276593.87300000 5044330.11480000, 276533.99010000 5044318.05000000, 276526.74340000 5044317.00200000, 276481.13540000 5044315.30160000, 276480.96010000 5044315.29500000, 276413.50000000 5044312.71000000, 276288.75000000 5044187.00000000, 276287.50000000 5044186.00000000, 276289.02340000 5044182.00910000, 276290.96510000 5044177.13510000, 276313.75000000 5044112.00500000, 276262.76450000 5044008.96000000, 276182.97000000 5043980.08000000, 276151.75590000 5043924.97350000, 276142.99010000 5043923.05500000, 276136.59400000 5043884.61780000, 276134.75500000 5043873.98510000, 276131.37330000 5043854.89620000, 276125.50000000 5043823.00000000, 276028.75000000 5043653.00000000, 275967.75000000 5043591.00000000, 275946.87500000 5043570.12500000, 275903.75000000 5043526.00000000, 275839.85980000 5043460.20160000, 275781.89010000 5043549.31000000, 275776.78430000 5043544.61180000, 275712.00000000 5043485.00000000, 275705.89480000 5043479.14480000, 276196.42450000 5042777.81180000, 276285.40000000 5042650.60000000, 276278.40000000 5042650.50000000, 276336.40000000 5042565.10000000, 276346.00000000 5042558.23000000, 276355.07000000 5042551.74010000, 276460.09880000 5042401.29710000, 276480.20550000 5042372.49620000, 276483.10000000 5042368.35000000, 276489.42100000 5042370.70220000, 276490.45200000 5042371.03520000, 276492.25030000 5042371.69190000, 276578.00000000 5042403.01000000, 276619.93280000 5042404.41470000, 276678.90000000 5042406.39010000, 276700.94910000 5042411.01760000, 276755.20000000 5042422.40000000, 276818.97000000 5042426.71000000, 276879.10000000 5042440.60000000, 276907.24340000 5042454.01060000, 276925.50000000 5042462.71000000, 277049.31780000 5042467.89230000, 277210.40260000 5042474.52970000, 277210.99230000 5042474.65910000, 277218.90000000 5042474.99010000, 277252.92000000 5042497.28000000, 277307.01900000 5042532.72910000, 277331.56000000 5042548.81000000, 277352.57840000 5042543.71410000, 277451.46950000 5042519.65860000, 277460.70000000 5042517.50000000, 277635.16300000 5042452.11550000, 277709.69930000 5042424.18090000, 277773.26000000 5042400.36000000, 277867.74370000 5042253.25700000, 277960.10150000 5042109.65580000, 277992.77530000 5042110.98980000, 277999.99870000 5042110.48030000, 278045.95360000 5042108.05610000, 278190.41090000 5042100.43550000, 278246.87270000 5042097.45700000, 278387.76520000 5042090.00590000, 278500.00080000 5042087.45590000, 278573.67880000 5042085.78120000, 278603.76730000 5042085.09730000, 278622.52880000 5042084.67090000, 278695.76490000 5042083.00660000, 278769.77520000 5042088.97800000, 278945.78090000 5042118.96490000, 279000.00060000 5042119.02740000, 279040.76350000 5042119.02610000, 279084.22300000 5042108.03170000, 279103.78410000 5042103.04250000, 279120.10580000 5042095.84770000, 279195.32000000 5042062.54760000, 279289.40590000 5042020.88070000, 279336.51790000 5042000.12150000, 279337.96620000 5041999.33160000, 279420.56530000 5041970.58550000, 279448.79450000 5041962.38160000, 279486.94620000 5041951.30840000, 279511.22310000 5041944.26220000, 279515.26050000 5041943.09050000, 279522.48720000 5041941.16840000, 279540.73720000 5041936.35590000, 279568.76690000 5041928.96440000, 279685.83800000 5041898.09260000, 279729.26530000 5041888.89990000, 279776.84500000 5041884.58820000, 279814.15450000 5041886.13120000, 279866.75780000 5041894.11340000, 279896.85520000 5041901.30080000, 279940.39370000 5041911.67430000, 279967.70740000 5041918.39540000, 280040.47880000 5041936.12630000, 280071.15490000 5041943.60060000, 280192.33940000 5041966.41600000, 280284.56170000 5041973.93430000, 280296.37030000 5041974.63040000, 280447.09920000 5041983.73790000, 280480.22890000 5041985.72430000, 280491.03660000 5041986.37230000, 280499.45730000 5041986.87730000, 280500.09960000 5041986.86090000, 280509.69270000 5041986.46290000, 280510.53090000 5041986.42000000, 280526.81130000 5041984.79090000, 280536.94340000 5041983.99750000, 280559.51220000 5041979.99800000, 280568.21360000 5041978.44790000, 280569.38130000 5041978.18990000, 280597.96300000 5041971.64670000, 280624.73940000 5041963.97410000, 280633.11210000 5041960.67300000, 280644.62940000 5041956.13240000, 280667.94050000 5041946.92260000, 280878.80200000 5041864.06680000, 280975.68250000 5041835.21040000, 280988.52960000 5041831.37410000, 280992.78270000 5041830.11360000, 280993.97700000 5041829.86020000, 281000.00130000 5041828.83500000, 281116.10580000 5041808.83710000, 281120.78080000 5041808.02780000, 281133.48410000 5041807.37190000, 281195.56920000 5041804.58790000, 281204.02380000 5041803.56880000, 281235.44090000 5041799.86040000, 281275.07340000 5041792.19200000, 281276.41210000 5041791.78430000, 281311.14420000 5041781.94230000, 281340.05160000 5041770.38460000, 281373.67430000 5041747.66550000, 281402.55960000 5041724.00350000, 281410.90630000 5041716.60090000, 281429.11200000 5041699.90700000, 281443.25380000 5041683.61710000, 281499.92410000 5041610.23710000, 281510.77510000 5041596.00000000, 281545.77500000 5041553.00010000, 281588.68590000 5041508.66760000, 281596.94700000 5041499.99560000, 281609.87150000 5041493.19520000, 281630.25040000 5041487.68630000, 281654.92260000 5041481.51840000, 281662.96350000 5041479.52700000, 281710.99420000 5041472.76000000, 281712.11120000 5041472.62170000, 281738.35160000 5041470.42950000, 281779.50450000 5041468.40500000, 281898.32370000 5041464.95400000, 282210.72270000 5041455.90360000, 282330.35340000 5041452.35810000, 282414.99020000 5041439.73560000, 282441.36790000 5041435.79540000, 282504.45790000 5041426.37220000, 282639.05590000 5041407.50160000, 282825.95710000 5041384.39130000, 282990.81820000 5041367.39230000, 283017.28500000 5041364.66330000, 283033.69540000 5041362.97150000, 283041.44340000 5041362.17270000, 283135.60670000 5041352.46510000, 283288.23240000 5041336.71050000, 283302.02920000 5041335.28640000, 283307.83800000 5041334.68680000, 283314.54770000 5041333.99420000, 283325.21200000 5041332.89340000, 283407.05800000 5041324.44490000, 283452.32770000 5041319.77210000, 283499.75200000 5041314.83000000, 283539.18950000 5041311.76210000, 283615.35180000 5041305.75070000, 283686.93030000 5041300.10110000, 283720.69020000 5041297.43640000, 283788.77850000 5041292.04090000, 283822.60400000 5041292.02660000, 283857.30750000 5041293.10550000, 283894.31750000 5041294.87700000, 283920.33240000 5041296.36940000, 283927.86020000 5041297.56590000, 283944.97680000 5041300.51060000, 283961.79020000 5041305.53890000, 283967.90790000 5041307.57940000, 283977.04750000 5041310.62800000, 283999.92500000 5041318.25870000, 284029.56840000 5041328.05540000, 284030.63790000 5041328.40880000, 284032.14600000 5041328.90730000, 284039.32030000 5041331.27820000, 284041.83420000 5041332.10900000, 284044.74150000 5041333.06980000, 284048.15520000 5041334.26260000, 284063.85060000 5041339.34790000, 284063.08130000 5041340.43520000, 283958.40000000 5041476.50000000, 283657.80000000 5041907.40000000, 283631.85300000 5041929.10780000, 283586.80000000 5041966.80000000, 283517.91000000 5042034.19010000, 283514.08000000 5042031.80000000, 283501.10000000 5042042.90000000, 283443.43000000 5042125.87000000, 283401.50000000 5042232.90000000, 283333.80000000 5042354.10000000, 283263.93000000 5042446.53000000, 283246.54480000 5042471.23150000, 283172.45500000 5042577.10000000, 283167.14620000 5042584.61330000, 283137.38340000 5042629.04300000, 283136.28000000 5042630.69010000, 283089.68000000 5042700.19010000, 283086.17270000 5042705.42180000, 283081.34330000 5042712.62550000, 283081.30000000 5042712.69010000, 283022.13000000 5042800.95000000, 282999.75000000 5042834.70000000, 282932.98000000 5042924.35000000, 282906.60000000 5042959.90000000, 282873.14180000 5043013.29760000, 282822.70000000 5043093.80000000, 282814.27000000 5043105.90000000, 282805.01000000 5043119.19010000, 282612.23000000 5043395.86000000, 282607.65380000 5043390.52230000, 282605.56000000 5043388.08000000, 282541.30000000 5043400.00000000, 282523.00000000 5043418.13000000, 282513.08000000 5043427.96000000, 282496.70000000 5043444.20000000, 282404.85710000 5043552.44460000, 282404.19500000 5043553.22500000, 282397.39500000 5043561.13000000, 282259.79010000 5043722.25000000, 281834.80000000 5044222.25000000, 281782.77230000 5044283.14880000, 281782.71370000 5044283.27720000, 281782.42000000 5044283.92000000, 281563.39010000 5044541.81000000, 281563.37220000 5044541.83100000, 281559.15750000 5044546.79070000, 281559.09010000 5044546.87000000, 281551.60730000 5044555.68130000, 281548.67000000 5044559.14010000, 281544.20000000 5044564.41000000, 281533.50000000 5044577.00000000, 281333.68000000 5044807.79010000, 281304.84010000 5044789.22000000, 281279.84010000 5044825.23000000, 281033.50000000 5045179.00000000, 281004.50000000 5045222.00000000, 280901.90000000 5045368.40000000, 280921.53000000 5045380.04010000, 280918.66000000 5045383.97000000, 280910.90000000 5045394.60000000, 280965.60000000 5045440.40000000, 280626.00000000 5045884.30000000, 280613.79010000 5045900.22000000, 280602.00000000 5045915.59010000, 280601.39340000 5045916.38080000, 280567.37600000 5045960.72310000, 280567.34010000 5045960.77000000, 280527.31000000 5046012.96000000, 280510.28000000 5046035.17000000, 280500.25200000 5046048.23850000, 280491.48000000 5046059.67000000, 280478.30410000 5046076.84840000, 280477.16000000 5046078.34010000, 280454.30000000 5046108.15000000, 280421.71000000 5046150.65000000, 280406.55000000 5046170.41000000, 280391.60000000 5046189.90000000, 280319.16000000 5046283.81000000, 280303.52000000 5046304.08000000, 280292.56570000 5046318.28510000, 280209.65340000 5046320.32230000, 280166.20000000 5046321.39010000, 280136.11940000 5046323.54190000, 280101.59980000 5046325.99250000, 280062.19970000 5046328.79630000, 280015.99880000 5046332.08380000, 280002.75110000 5046333.02520000, 279947.00160000 5046337.01750000, 279941.11690000 5046337.51450000, 279880.40360000 5046342.17720000, 279853.34910000 5046344.27680000, 279717.00000000 5046341.00500000, 279519.14660000 5046311.62450000, 279343.13160000 5046260.05630000, 279337.62000000 5046258.44010000, 279332.61000000 5046258.90000000, 279264.80430000 5046265.13300000, 279108.41220000 5046279.50950000, 279100.03000000 5046280.28000000, 278914.67000000 5046266.04010000, 278906.80230000 5046276.55710000))"
Pont-Viau,"POLYGON  (( 290325.45000000 5049216.25000000, 290276.12520000 5049281.29750000, 290275.15730000 5049282.53930000, 290275.13450000 5049282.56870000, 290263.46160000 5049297.56230000, 290190.18270000 5049391.70280000, 290112.65770000 5049490.94440000, 290112.46750000 5049491.18850000, 290074.02040000 5049540.51590000, 290067.95000000 5049508.00000000, 290059.00000000 5049336.00000000, 290081.46020000 5049306.77450000, 290142.00000000 5049228.00000000, 290138.00000000 5049225.00000000, 290129.00000000 5049219.00000000, 290102.00000000 5049206.00000000, 290084.00000000 5049198.00000000, 290063.00000000 5049199.00000000, 290051.00000000 5049186.00000000, 290036.00000000 5049175.00000000, 290056.90000000 5049147.40000000, 289997.70000000 5049071.00000000, 289963.00000000 5049115.00000000, 289960.00000000 5049112.00000000, 289920.00000000 5049010.00000000, 289868.54700000 5048902.12530000, 289836.00000000 5048834.00000000, 289833.00000000 5048829.00000000, 289807.77800000 5048793.01670000, 289758.00000000 5048722.00000000, 289732.00500000 5048682.00000000, 289730.00000000 5048679.00000000, 289725.00000000 5048687.00000000, 289525.72000000 5048929.86000000, 289515.60000000 5048942.20000000, 289494.32000000 5048925.05000000, 289431.00000000 5048874.00000000, 289370.43000000 5048824.70000000, 289171.68000000 5048662.95000000, 289164.00100000 5048656.70970000, 289161.08510000 5048654.34010000, 289160.87180000 5048654.17780000, 289081.10000000 5048593.50000000, 289024.54560000 5048664.19300000, 289020.70000000 5048669.00000000, 289010.70000000 5048660.90000000, 288972.10000000 5048598.50000000, 288975.95930000 5048593.63880000, 289271.00000000 5048222.00000000, 289350.31000000 5048124.91000000, 289353.71990000 5048120.95080000, 289353.79730000 5048120.86090000, 289358.90000000 5048114.40000000, 289370.71000000 5048128.27000000, 289374.88000000 5048133.17000000, 289379.07290000 5048138.09870000, 289404.00000000 5048167.40000000, 289437.67000000 5048202.16000000, 289440.69010000 5048205.28000000, 289447.20000000 5048212.00000000, 289451.84010000 5048206.03000000, 289451.85620000 5048206.00930000, 289455.35000000 5048201.52000000, 289467.37350000 5048186.06590000, 289532.00000000 5048103.00000000, 289593.83000000 5048022.05000000, 289601.16000000 5048012.45000000, 289644.18000000 5047956.12000000, 289650.64010000 5047947.66000000, 289743.34010000 5047826.30000000, 289750.29010000 5047817.20000000, 289750.31040000 5047817.17340000, 289754.96120000 5047811.08080000, 289758.87000000 5047805.96000000, 289765.42000000 5047797.39010000, 289823.00000000 5047722.00000000, 289904.00000000 5047619.29010000, 289913.51000000 5047607.23000000, 290032.00000000 5047457.00000000, 290054.13000000 5047429.96000000, 290059.00000000 5047424.00000000, 290060.93000000 5047421.53000000, 290193.08000000 5047252.58000000, 290201.37000000 5047241.99010000, 290217.00000000 5047222.00000000, 290344.00000000 5047058.00000000, 290348.06180000 5047052.84090000, 290348.59010000 5047052.17000000, 290354.28000000 5047044.92000000, 290389.60000000 5046999.99010000, 290392.00000000 5046997.00000000, 290503.27000000 5046853.81000000, 290507.00000000 5046849.01000000, 290510.19010000 5046844.23000000, 290510.47970000 5046843.79540000, 290537.00000000 5046804.00000000, 290550.94010000 5046786.20000000, 290556.01000000 5046779.73000000, 290561.50730000 5046772.70320000, 290565.17000000 5046768.02000000, 290567.32000000 5046765.28000000, 290602.00000000 5046721.00000000, 290694.11000000 5046603.84010000, 290695.40000000 5046602.20000000, 290704.00000000 5046591.00000000, 290773.00000000 5046504.00000000, 290803.51000000 5046465.02000000, 290809.00000000 5046458.00000000, 290809.99010000 5046456.72000000, 290837.00000000 5046422.00000000, 290843.00000000 5046414.00000000, 290882.00000000 5046371.00000000, 290887.02000000 5046366.36000000, 290897.13000000 5046357.01000000, 290955.12990000 5046303.38390000, 290957.60000000 5046301.10000000, 290960.44880000 5046298.03350000, 290963.04690000 5046295.23700000, 291008.47140000 5046246.33980000, 291015.28700000 5046239.00580000, 291023.08440000 5046249.47660000, 291044.08800000 5046284.57200000, 291059.01210000 5046322.12470000, 291061.83550000 5046329.22890000, 291065.09200000 5046337.42300000, 291068.12800000 5046346.35260000, 291069.13230000 5046349.30610000, 291071.29260000 5046355.66000000, 291074.92960000 5046366.35710000, 291075.41950000 5046367.79800000, 291082.43160000 5046388.42190000, 291083.28700000 5046390.93770000, 291084.77220000 5046395.09090000, 291085.56700000 5046397.33330000, 291085.73710000 5046397.81310000, 291086.36640000 5046399.58840000, 291086.74880000 5046400.66710000, 291090.78210000 5046412.00270000, 291092.59480000 5046417.09690000, 291094.18670000 5046421.57120000, 291105.20810000 5046452.54610000, 291107.41100000 5046458.73720000, 291115.35120000 5046481.05260000, 291119.26490000 5046492.05190000, 291122.18820000 5046500.26760000, 291143.11550000 5046549.00200000, 291165.00000000 5046597.01010000, 291220.00000000 5046705.00000000, 291270.07510000 5046784.95300000, 291326.02660000 5046874.00000000, 291353.59300000 5046913.45100000, 291413.00000000 5046988.00000000, 291423.09950000 5046999.99910000, 291456.05810000 5047039.14440000, 291500.07340000 5047091.41760000, 291514.14300000 5047110.88660000, 291519.69050000 5047118.55160000, 291522.56560000 5047124.80480000, 291538.49630000 5047159.07730000, 291551.50340000 5047196.85540000, 291556.60630000 5047223.00750000, 291562.79960000 5047254.72520000, 291568.88550000 5047285.89250000, 291571.19280000 5047299.75660000, 291575.42300000 5047325.17620000, 291580.48810000 5047355.61200000, 291586.21100000 5047390.00070000, 291606.26250000 5047461.17800000, 291612.29170000 5047482.58000000, 291625.12100000 5047523.24450000, 291626.56520000 5047527.82230000, 291630.53040000 5047540.39050000, 291484.70000000 5047717.80000000, 291420.30000000 5047799.40000000, 291397.57630000 5047828.94170000, 291392.47000000 5047835.58000000, 291347.42000000 5047894.16000000, 291346.00000000 5047896.00000000, 291304.76000000 5047952.60000000, 291295.16920000 5047965.76940000, 291295.08500000 5047965.88500000, 291236.00000000 5048043.00000000, 291235.58000000 5048043.52000000, 291186.00000000 5048103.99010000, 291185.40000000 5048104.75000000, 291137.00000000 5048166.00000000, 291136.30000000 5048166.83000000, 291080.57500000 5048233.44500000, 291080.45310000 5048233.59660000, 291047.00000000 5048275.20000000, 291039.50000000 5048294.70000000, 291026.01800000 5048318.63540000, 291025.66090000 5048319.16940000, 290907.99800000 5048469.77850000, 290907.95000000 5048469.84010000, 290856.57000000 5048535.79010000, 290855.70000000 5048536.90000000, 290794.37060000 5048616.24620000, 290794.24010000 5048616.41510000, 290762.53300000 5048654.94800000, 290735.79600000 5048687.43930000, 290735.77300000 5048687.46720000, 290735.63500000 5048687.63500000, 290725.50110000 5048700.91610000, 290713.88420000 5048716.13810000, 290713.66400000 5048716.43340000, 290696.72040000 5048739.15920000, 290666.40000000 5048779.80000000, 290665.98000000 5048780.33000000, 290583.08480000 5048885.99150000, 290445.00000000 5049062.00000000, 290444.50000000 5049062.65000000, 290342.21660000 5049194.25590000, 290342.19010000 5049194.29010000, 290341.40000000 5049195.30000000, 290325.45000000 5049216.25000000))"
