ï»¿GEOMETRIE,ID,NOM,NIVEAU,DESCRIPTION
"POLYGON ((-71.1634420871279 46.89393869028604,-71.16340312372608 46.89384403242338,-71.16334902931668 46.893804744308696,-71.16332334553326 46.89368866221489,-71.16334441638367 46.893641379869194,-71.16308712705516 46.89363706876566,-71.1626132426237 46.89358214657925,-71.16262053999009 46.893523602490106,-71.16255636102579 46.89346886189975,-71.16244031454893 46.89349386839475,-71.16241895235405 46.8935291674284,-71.16237548825339 46.89357284392433,-71.16212375008789 46.89354066317411,-71.16185960987704 46.893543738889775,-71.16148094916286 46.89357302339581,-71.16116480368862 46.89357948281894,-71.16099052850929 46.89356711176291,-71.16068060337543 46.8935318811988,-71.16056416900307 46.89350817322334,-71.15988773205078 46.89348159509134,-71.15926429716086 46.893500805530245,-71.1588259937819 46.89354752662551,-71.1586761099256 46.89356682248166,-71.15866351449316 46.8935016989799,-71.15848664323984 46.8934658677791,-71.15846423867873 46.89319545989519,-71.1582438243478 46.89278204526606,-71.15823356128382 46.892719895059635,-71.15811729992419 46.89272511560906,-71.15807782452832 46.89262091292032,-71.1579352289757 46.89259427683033,-71.15784898082536 46.89252211860195,-71.15724854505402 46.892444385118075,-71.1571038250083 46.892472699523296,-71.15699449232278 46.89249708620219,-71.15688445474244 46.892396149756145,-71.15672954826447 46.89226180656468,-71.15627416058913 46.89212098156043,-71.15607966616888 46.89212564092863,-71.15590660788645 46.89208343251606,-71.15561208771727 46.89196740339768,-71.15528848262757 46.891880346977054,-71.15508032267589 46.891818411494405,-71.15462113764133 46.89176615015334,-71.15423545742813 46.891758149600435,-71.15384977599261 46.89175014685545,-71.15333096635419 46.89171320147217,-71.15300149796978 46.89169815932349,-71.15255202434425 46.891678996347174,-71.15201403760149 46.89164600471432,-71.15151665386634 46.89159336552138,-71.15099999229332 46.891421561212056,-71.1507822516418 46.89140184602382,-71.1505337915504 46.89144063053048,-71.15028246375577 46.89180143256988,-71.14956369428981 46.891537009625985,-71.14940250560808 46.891513229362246,-71.14945622632723 46.891378997090875,-71.14961793068622 46.8911664242691,-71.14977498104297 46.891012687166,-71.15012435990967 46.89074279360746,-71.15093609295421 46.89011649415506,-71.15141370097413 46.889744164505565,-71.15109162058333 46.88916745530331,-71.15098225029065 46.888949908600175,-71.150802905082 46.888625541987324,-71.15068744461733 46.88848570346676,-71.15052123612917 46.88813393102551,-71.15045427314165 46.88801884430192,-71.15033192963239 46.887778466126,-71.15019692694776 46.887416674860496,-71.15008195103385 46.88725262306339,-71.15005231655626 46.88707842455961,-71.15008692350823 46.88699841394402,-71.15006082192208 46.88688311290906,-71.14993316915744 46.886638447096836,-71.14983634450513 46.886375629768125,-71.14957973503938 46.88620596790885,-71.14948382338895 46.88595987816638,-71.14839794948803 46.88482729433253,-71.14834149104412 46.88481338288581,-71.14831245097874 46.88476635195405,-71.14826814852528 46.88474527265962,-71.14786735854791 46.884937317311106,-71.14732458810187 46.88515527392391,-71.14660262012039 46.88539025185796,-71.14658470668132 46.88536383289998,-71.14657462989959 46.885343130895464,-71.14655743612735 46.885307805147605,-71.1465481531013 46.885288731482575,-71.14677211010324 46.885177288899065,-71.14672660161433 46.88503618742523,-71.1466030483607 46.88488022680942,-71.146440865904 46.88467550304111,-71.14613409774965 46.88426321700632,-71.14603818655621 46.884181685226906,-71.14567705247684 46.88389862148975,-71.14561260516857 46.88384109298975,-71.14546547836991 46.88392648862985,-71.14513614693247 46.883870328058805,-71.1452958692651 46.88371196225065,-71.14610864453704 46.88290607322224,-71.14573332290553 46.882792472652085,-71.14532710272117 46.88319112890411,-71.14526854840878 46.88316734083714,-71.14518003011095 46.88311786539862,-71.1454268163643 46.88276943352909,-71.14533203164582 46.88269946401179,-71.14520346997902 46.88263243765871,-71.14507575765926 46.882545388738336,-71.1449745143639 46.88245636609786,-71.14479832959194 46.88226278694837,-71.14488038468926 46.88222646462922,-71.14505739918857 46.88231870570834,-71.1451548623823 46.88231755371392,-71.14529116977569 46.882421348366336,-71.14544253380974 46.882527435680046,-71.14550216692143 46.8826248071971,-71.14565785442339 46.88266378363985,-71.14581977049336 46.882675086342,-71.14600565785588 46.882475489449774,-71.14661770652887 46.881955682995205,-71.1468031141729 46.88196149072195,-71.14704666586941 46.88196911962533,-71.14665594574761 46.88241148067357,-71.14666196128391 46.882638026259215,-71.14679043979011 46.882797326350364,-71.14704872077036 46.88292356812341,-71.14732572336267 46.8829546414958,-71.14766423675601 46.882895178438076,-71.14794561561096 46.882806941097,-71.14819384956918 46.8826662561737,-71.14836786811883 46.88276843109925,-71.14845227342639 46.882728019391905,-71.14866651963192 46.882656858543,-71.14877257959469 46.88265065281963,-71.14905826377067 46.882496340300364,-71.14914795043141 46.882442536847535,-71.14923477875011 46.88233649100416,-71.14942436477192 46.882156407497845,-71.14948169003067 46.882100908040826,-71.14959156823062 46.88207872137981,-71.14970044831827 46.88201375213583,-71.14985385706676 46.88194757730558,-71.15001167634223 46.88192287709964,-71.15072670845808 46.88183118189373,-71.15083818362169 46.88180432397958,-71.15099246710537 46.88182353541155,-71.1511618101013 46.88190755119759,-71.15132515948346 46.881925927934134,-71.15115592796666 46.88208841903456,-71.15086261397558 46.88229564326978,-71.15088739544866 46.882391888587144,-71.15106038906532 46.8824836115694,-71.15109927184193 46.88250913779357,-71.15118577305601 46.88254888705445,-71.15195954697148 46.883106488935155,-71.1518227657914 46.8832921505273,-71.15169755918801 46.88349212212038,-71.15159641798448 46.88363700728012,-71.15171653315255 46.88373271870715,-71.15186673562486 46.88359121556591,-71.15194766533884 46.88367006593833,-71.15200376721435 46.883771746296254,-71.15227669870913 46.884046467359504,-71.15229749958272 46.88422527503547,-71.15228161373224 46.884356694211235,-71.15246298589152 46.884703789795545,-71.15247312624138 46.884913525327875,-71.15262925294456 46.885159772235724,-71.15264970386187 46.88534648234481,-71.15266006649017 46.8855518614703,-71.15265011921075 46.88561332680513,-71.15277704038829 46.885671401925514,-71.1529293573036 46.88563581750502,-71.1531614639201 46.8856292125874,-71.15316522720116 46.88567331787918,-71.15328607907196 46.88617171408839,-71.15353105216305 46.88597968640671,-71.15394487451631 46.885832068303465,-71.1539751174401 46.88577885255647,-71.15409621287739 46.885741915574265,-71.15417545517346 46.88575816886143,-71.15455769092478 46.88563432718271,-71.15525444216482 46.88554547916304,-71.15592088608838 46.885481864202895,-71.1562116486023 46.885443376028554,-71.1565383494624 46.88537016316809,-71.15666725211071 46.88533547993429,-71.1566948654112 46.88529508115704,-71.1577336452442 46.88504292509302,-71.15797799961454 46.88492005212901,-71.15807318340458 46.884834292189716,-71.15818409026636 46.8848754423114,-71.15864904122027 46.885223310076135,-71.15872960753025 46.88580321470705,-71.1588798119928 46.88606584149299,-71.15863827225692 46.88609195414433,-71.1587337367441 46.88646217670404,-71.15892279277004 46.88646182724067,-71.15894769340889 46.88679254824366,-71.15922192712496 46.88677546876393,-71.15926046704065 46.88701416105251,-71.15937194246929 46.8878091671224,-71.15942818054106 46.88816114737212,-71.15923843141898 46.888181349247944,-71.15913723751493 46.88824375348487,-71.1591492112655 46.88833649015233,-71.15944730059705 46.888352874780345,-71.15951857457931 46.888719564515156,-71.15968822340072 46.88870696471445,-71.1597041738022 46.88862831729452,-71.1602453566276 46.8886007813672,-71.16037679976058 46.88864670487338,-71.16050188336573 46.888638165467704,-71.16078133426994 46.888630597212796,-71.16086813279941 46.888564855145795,-71.16102566568128 46.888552098399785,-71.16114639023066 46.88860863465074,-71.16121323807546 46.88855108620185,-71.16131924154666 46.88854692934065,-71.16139246492979 46.88857155194916,-71.16151195801802 46.888565247827216,-71.16242322293238 46.8885086365731,-71.16251944700323 46.88853726365148,-71.16258260413275 46.88850738132566,-71.16257395302239 46.88833446893876,-71.16284356146213 46.888315059533404,-71.16306887647634 46.88838804505066,-71.1632998887671 46.88846105288952,-71.16339536159958 46.88849044826866,-71.16348707665847 46.88845453437002,-71.16407060535151 46.888419978708605,-71.16406602094513 46.88833560221121,-71.16463046980265 46.888297987683025,-71.16474485018303 46.88836651393162,-71.1649060147745 46.888346083017844,-71.16529683946275 46.88820421616056,-71.16633372406487 46.88812304127391,-71.16746569637256 46.88802024951272,-71.16745455399983 46.88788143800154,-71.16830580301018 46.88782251998643,-71.1690435282829 46.887781245955175,-71.16921957352886 46.887868712447116,-71.16953111950062 46.88802266222919,-71.16942830258783 46.888096124402246,-71.1692813231905 46.888348447833486,-71.16944062455029 46.88910334776598,-71.16955803365985 46.88978789952217,-71.16987359793625 46.89202484771931,-71.17005928596451 46.89341830027805,-71.16952768724093 46.89344648322543,-71.16944178190705 46.893536111683574,-71.16923185460911 46.89355378429667,-71.16913047104187 46.89346481815513,-71.16910282245522 46.89333208773124,-71.16830018446153 46.893379166672965,-71.16832040594647 46.89353007803159,-71.166930560749 46.89362978360331,-71.16695627814354 46.8937161958958,-71.16688887082927 46.89380993390846,-71.16683177287253 46.89384414647683,-71.16680490764985 46.89386734241446,-71.16637809811154 46.893870250522404,-71.16549827748138 46.893623050224555,-71.16536688994249 46.8938134193637,-71.16512929931898 46.89374859649212,-71.16495871346247 46.8937916810477,-71.1649018310924 46.89379342385898,-71.16484035374114 46.893565662469186,-71.16477668325598 46.89355968985546,-71.16464001848081 46.89358346887032,-71.16462062664986 46.893718651468916,-71.16420129152023 46.89376562577882,-71.16403876059002 46.89383181772857,-71.16383475604694 46.89391502979703,-71.1637203649767 46.89390511346223,-71.1634420871279 46.89393869028604))",2,Ruisseau du Moulin 2,1,
"POLYGON ((-71.43234650800903 46.73925333241949,-71.43261962019581 46.7392414985467,-71.43313627030261 46.73936197787147,-71.43361022866675 46.739501760703604,-71.4337427602996 46.73938701787037,-71.43379434616769 46.73926728382483,-71.43363928263028 46.739172160092664,-71.43401076431483 46.73888545845014,-71.43441486839194 46.73869497717371,-71.43460880626398 46.73854154962304,-71.43449989522095 46.738390937234264,-71.43456064808791 46.73831264792677,-71.43406335741311 46.73795643247853,-71.43300687289694 46.737256033371516,-71.43334031910416 46.737099734030764,-71.43387246378667 46.737106179259676,-71.43427070914323 46.73704399115838,-71.43453989637403 46.736988183505204,-71.43496119786683 46.73701992660651,-71.43525029305852 46.73689633654697,-71.43543167922523 46.73680439359701,-71.43573666495978 46.736716001855136,-71.43630436583989 46.73680831307175,-71.43648760654438 46.7365077601377,-71.43666470544002 46.73634389589229,-71.43689855030493 46.736188706368246,-71.43751272639498 46.73662819663735,-71.43769000177589 46.73628362372538,-71.43796162601673 46.73588959774818,-71.43826103781578 46.735784411493796,-71.43876245580437 46.73555919975823,-71.43828795266136 46.73520799756955,-71.43719806312092 46.734437441630185,-71.43742550765144 46.73439000024561,-71.43751090116727 46.734267767097215,-71.43755565634011 46.734212934369985,-71.43761606491955 46.73410473355089,-71.43767233393439 46.73394267635309,-71.43761939917458 46.73380565173653,-71.43746809345106 46.733620978495736,-71.43747688952922 46.73352761124924,-71.43738792658526 46.73344002086644,-71.43736384270296 46.733323342995675,-71.4373447370595 46.733228757666495,-71.43734771375878 46.733202022506966,-71.43749669249446 46.73320706365088,-71.43752154336306 46.73313854019963,-71.43706597526806 46.73308939002167,-71.43658753204862 46.73301204112654,-71.4361168749936 46.732936173942065,-71.43587416469929 46.73288220875574,-71.43600175859994 46.73249924420211,-71.43589301673347 46.73239043861017,-71.43583226681463 46.73227704803535,-71.43585842007865 46.7322579962514,-71.43646561647981 46.73214243218758,-71.43680048633011 46.73209793005719,-71.43716182557918 46.732039849378225,-71.43734870219612 46.73202584049542,-71.43789716835279 46.73189053643347,-71.43848934546136 46.73179522981105,-71.43845292792662 46.731705923658666,-71.43831284441086 46.73149827938608,-71.43825693153431 46.731410535590754,-71.43817296690264 46.73138393746363,-71.43800648737277 46.7314249051232,-71.43786157011091 46.73145076242822,-71.43774029472861 46.73118065312316,-71.43781033532153 46.73112260100011,-71.43810291128004 46.73101932346535,-71.43797653607253 46.730797694579564,-71.43780405752788 46.73056419818005,-71.43773005033698 46.73047715209629,-71.43769539555248 46.73029775677222,-71.43762023556468 46.73007093059401,-71.43762076814825 46.72987894860644,-71.43774817765978 46.72986757739303,-71.43782935442013 46.73006786740725,-71.43792440020286 46.7301873715164,-71.43801556518379 46.73023394704673,-71.43807819566246 46.73022023566664,-71.43820187839945 46.73010256414428,-71.43825605277169 46.73009165605301,-71.43841895480963 46.73014942762674,-71.43847133481431 46.730092400682345,-71.4385739587845 46.72990878573246,-71.43870389040656 46.72992137580161,-71.4389325724518 46.73005873937839,-71.43901564169974 46.73009490764498,-71.43917245952483 46.730163172182465,-71.43926863946793 46.73031398469582,-71.43946343992356 46.73036252337215,-71.43974396398185 46.7304117261193,-71.4398958399532 46.73052378952054,-71.4400681960823 46.730450040434825,-71.44019563010454 46.730359397596196,-71.44113479548314 46.731254481983655,-71.44129449473168 46.73142934803216,-71.44150308604614 46.731592584779754,-71.44169965878315 46.73181712184531,-71.44204703901761 46.73216147571994,-71.44208737934386 46.7324711740081,-71.44218944086431 46.7324998792909,-71.4424229474227 46.73256153507071,-71.44269594265687 46.73262839704547,-71.44265651112508 46.732741250833996,-71.44252309081881 46.73283767739007,-71.44271744028951 46.73308114264304,-71.44276556945711 46.73332538050663,-71.4427440304854 46.73346043434283,-71.44273228001768 46.733531738897376,-71.44299075019133 46.733867708767896,-71.44302246685879 46.73404261933559,-71.44312998274293 46.73422478615699,-71.4427973358814 46.73442582044254,-71.4426343057761 46.73452390351128,-71.44322926517425 46.73495311073013,-71.44373048749387 46.735302561589435,-71.44299790940886 46.73528343765249,-71.44193458556248 46.73519105616337,-71.44246961091098 46.735552351727634,-71.44210712167988 46.73557021700325,-71.44200063781744 46.73574098455661,-71.44195781103186 46.73601231418033,-71.44193076647957 46.73631672733623,-71.44273162865446 46.73690149357345,-71.44235195359643 46.736842176736246,-71.44187917422492 46.73696175404411,-71.44150192365208 46.736966667800345,-71.44101846852149 46.73689609101218,-71.44071038955559 46.736910021826965,-71.44008929891422 46.73718037134062,-71.43995000032857 46.737363964795996,-71.43960719365604 46.73749340660603,-71.43942311233086 46.73749913736683,-71.43906312683812 46.737579112494934,-71.43873070985192 46.737652938803606,-71.43822469542411 46.73778628913577,-71.43787602486611 46.73785725036895,-71.43946350697533 46.738907900124005,-71.43962236671949 46.73902891285458,-71.43978707272638 46.739200985836234,-71.4399553588 46.73935453316772,-71.43999670839358 46.73951016754523,-71.43976870144483 46.73965369902309,-71.43946847644638 46.739642238491044,-71.43917342858477 46.7395393738478,-71.43905286322963 46.73951285186728,-71.43945496564996 46.7398159287847,-71.43886233793027 46.73971390464605,-71.4385395501276 46.7396775165327,-71.43837004408927 46.7395786851351,-71.43805638012883 46.739575589031624,-71.43774057443693 46.73963319942321,-71.43743258033909 46.739765391093044,-71.4378739681514 46.74003418884859,-71.43850633934038 46.740452112636014,-71.4395253295306 46.74114997062503,-71.43901753164685 46.7414182772643,-71.43918090911822 46.74150064931957,-71.4396635237521 46.74179695593914,-71.44025762774487 46.74224073256381,-71.44100503401512 46.742772654066,-71.44208073933422 46.74350860975484,-71.4430143061718 46.74409984689194,-71.44351526950263 46.744425871569625,-71.44375044383662 46.7442695885187,-71.44433606742975 46.74442203473629,-71.44494699448953 46.744657738907236,-71.44522826133839 46.74484746507159,-71.4449835162636 46.74492479648264,-71.44483203317924 46.74512728192903,-71.44460812310503 46.74513869379331,-71.44453498217739 46.74520425344269,-71.44464627123561 46.74529447783222,-71.44461879700164 46.745376690089806,-71.444246992521 46.745444929601796,-71.44397686759739 46.745487840592595,-71.44352270081701 46.745511810438714,-71.44331457674792 46.745561873684885,-71.44303552260047 46.745575320423356,-71.44285376078312 46.74570279670265,-71.44294429158478 46.74577736886218,-71.44312888136724 46.74591024693432,-71.44301722726686 46.74593259776496,-71.44285245876428 46.745984722939106,-71.44233834422383 46.74626920891202,-71.44270342062819 46.74643609256634,-71.44281915802667 46.746633666528666,-71.44302389180669 46.74670878205706,-71.44308346356841 46.74676630978123,-71.4427028347168 46.746916026629265,-71.44263477102366 46.74684434423766,-71.4393121873801 46.748136390463415,-71.43775198987841 46.748758900510786,-71.43680570578113 46.749128697718206,-71.43530791225425 46.74973930797189,-71.43508965077748 46.74948984648313,-71.43475065849653 46.749006965297426,-71.43473298174158 46.748883974158595,-71.43412674368817 46.74828420462648,-71.43358926342428 46.747934199440614,-71.43342790972487 46.74781268604658,-71.43313206969711 46.747838075974784,-71.43269972880586 46.747678034669,-71.43248588060264 46.74731825266084,-71.43194994193496 46.74681200055125,-71.43120496563297 46.74629608722504,-71.43116649383597 46.74623869650848,-71.43129629635521 46.7460789952907,-71.43053399662575 46.74544223130824,-71.42978296875954 46.7449538062765,-71.42911480030777 46.74450743620632,-71.42835534218925 46.744012043000716,-71.42803238897564 46.74423552758808,-71.42793141136706 46.74417169823896,-71.42827927719283 46.74397381301695,-71.42741998896716 46.743391974020156,-71.42704137893377 46.74309651959177,-71.42665873783177 46.74284815654364,-71.42675680506227 46.742757666857166,-71.42733314030312 46.7422737700728,-71.42672387244201 46.74181119968696,-71.42675413335094 46.741793817102796,-71.42739598414505 46.742227271362395,-71.42800893899438 46.741592445232435,-71.42791995666313 46.741541750683815,-71.42804109850935 46.74146777933768,-71.42772639272326 46.74124351124951,-71.42684049191428 46.740668234986074,-71.42664068915103 46.74052921016035,-71.4267979142132 46.74043488562439,-71.42739324525321 46.740768692281094,-71.42755308430641 46.74067024400176,-71.4280089106491 46.74038353409634,-71.42721913175353 46.73983215954452,-71.42754014229573 46.739873740018204,-71.42817601533766 46.739854630429576,-71.42875048656097 46.739969597272434,-71.42918101429389 46.74003981897803,-71.42964377352413 46.74010989507249,-71.42970816313503 46.73973648315641,-71.43013584770354 46.73954935120176,-71.4301474520524 46.73919687207347,-71.4311334526454 46.739156024744204,-71.43234650800903 46.73925333241949))",3,RiviÃ¨re du CurÃ©,1,
"POLYGON ((-71.45599378653833 46.74351162534592,-71.45596279816975 46.74345621361714,-71.45572760575965 46.74311019187003,-71.45546796969359 46.742984141306806,-71.45542298703481 46.74293140129375,-71.4552805501343 46.74287817036143,-71.4550771687879 46.74288280989528,-71.45493330613425 46.74280143124668,-71.45456127209583 46.74259469988212,-71.454332136983 46.74244733048703,-71.45410424528063 46.742301382513176,-71.45398081986194 46.742294511678594,-71.45349016510129 46.74217261436883,-71.4532200198162 46.74203781255251,-71.4524917783484 46.742596470417574,-71.45326706219191 46.74312518296583,-71.45356995787196 46.74330909556875,-71.4530007640195 46.74354977975541,-71.45262399260842 46.743513799074066,-71.4525138831172 46.74335876149326,-71.45219697303375 46.74314889972948,-71.45200973688229 46.7432574453844,-71.45192918647602 46.743324384930574,-71.45150382590302 46.74375472580417,-71.45149931823663 46.74415537120576,-71.45125833950387 46.74427575118712,-71.45092034405789 46.74430985038202,-71.45065911110134 46.74434725137178,-71.45036736846615 46.74441279443251,-71.4501211578212 46.744453856973344,-71.44987269907398 46.744434013968664,-71.44968054805331 46.744493563629526,-71.44949768566075 46.74436347877663,-71.44929161129582 46.74442305424734,-71.4489698887251 46.74421304538026,-71.44847367133751 46.74390194666488,-71.44824792507404 46.744055347203975,-71.44802034447716 46.744169284767004,-71.4476574147039 46.74427191861573,-71.44756839566186 46.74447959421707,-71.4474748538788 46.744527780534106,-71.44704466772112 46.744622377585074,-71.44657991854216 46.74474858487882,-71.44643321089198 46.74461121474671,-71.44623970562652 46.744538954315395,-71.44596325761871 46.74447143668206,-71.44573909110396 46.744449384853795,-71.44559569081103 46.74450913739583,-71.44546389714242 46.74456887482984,-71.44550477657074 46.74476009229628,-71.44522826133839 46.74484746507159,-71.44494699448953 46.744657738907236,-71.44433606742975 46.74442203473629,-71.44375044383662 46.7442695885187,-71.44351526950263 46.744425871569625,-71.4430143061718 46.74409984689194,-71.44208073933422 46.74350860975484,-71.44100503401512 46.742772654066,-71.44025762774487 46.74224073256381,-71.4396635237521 46.74179695593914,-71.43918090911822 46.74150064931957,-71.43901753164685 46.7414182772643,-71.4395253295306 46.74114997062503,-71.43850633934038 46.740452112636014,-71.4378739681514 46.74003418884859,-71.43743258033909 46.739765391093044,-71.43774057443693 46.73963319942321,-71.43805638012883 46.739575589031624,-71.43837004408927 46.7395786851351,-71.4385395501276 46.7396775165327,-71.43886233793027 46.73971390464605,-71.43945496564996 46.7398159287847,-71.43905286322963 46.73951285186728,-71.43917342858477 46.7395393738478,-71.43946847644638 46.739642238491044,-71.43976870144483 46.73965369902309,-71.43999670839358 46.73951016754523,-71.4399553588 46.73935453316772,-71.43978707272638 46.739200985836234,-71.43962236671949 46.73902891285458,-71.43946350697533 46.738907900124005,-71.43787602486611 46.73785725036895,-71.43822469542411 46.73778628913577,-71.43873070985192 46.737652938803606,-71.43906312683812 46.737579112494934,-71.43942311233086 46.73749913736683,-71.43960719365604 46.73749340660603,-71.43995000032857 46.737363964795996,-71.44008929891422 46.73718037134062,-71.44071038955559 46.736910021826965,-71.44101846852149 46.73689609101218,-71.44150192365208 46.736966667800345,-71.44187917422492 46.73696175404411,-71.44235195359643 46.736842176736246,-71.44273162865446 46.73690149357345,-71.44193076647957 46.73631672733623,-71.44195781103186 46.73601231418033,-71.44200063781744 46.73574098455661,-71.44210712167988 46.73557021700325,-71.44246961091098 46.735552351727634,-71.44193458556248 46.73519105616337,-71.44299790940886 46.73528343765249,-71.44373048749387 46.735302561589435,-71.44322926517425 46.73495311073013,-71.4426343057761 46.73452390351128,-71.4427973358814 46.73442582044254,-71.44312998274293 46.73422478615699,-71.44302246685879 46.73404261933559,-71.44299075019133 46.733867708767896,-71.44273228001768 46.733531738897376,-71.4427440304854 46.73346043434283,-71.44276556945711 46.73332538050663,-71.44271744028951 46.73308114264304,-71.44252309081881 46.73283767739007,-71.44265651112508 46.732741250833996,-71.44269594265687 46.73262839704547,-71.4424229474227 46.73256153507071,-71.44218944086431 46.7324998792909,-71.44208737934386 46.7324711740081,-71.44204703901761 46.73216147571994,-71.44169965878315 46.73181712184531,-71.44150308604614 46.731592584779754,-71.44129449473168 46.73142934803216,-71.44113479548314 46.731254481983655,-71.44019563010454 46.730359397596196,-71.4400681960823 46.730450040434825,-71.4398958399532 46.73052378952054,-71.43974396398185 46.7304117261193,-71.43946343992356 46.73036252337215,-71.43926863946793 46.73031398469582,-71.43917245952483 46.730163172182465,-71.43901564169974 46.73009490764498,-71.43906939872521 46.730028305780685,-71.43913600363676 46.72991570698451,-71.43967546812571 46.7297751062525,-71.43970763287724 46.72950344372025,-71.43986597823799 46.72943517193346,-71.43996753178989 46.729389175923394,-71.44016308329469 46.729125785614414,-71.44032987873368 46.72921422955581,-71.44013725692793 46.729439807814295,-71.44009149165036 46.72954757577802,-71.44010749759876 46.729592336225615,-71.44023475787463 46.72953171628474,-71.4405290873401 46.729451792066605,-71.44062304085716 46.729514211642595,-71.44073716680735 46.72952153229009,-71.440811309567 46.72956493390656,-71.44091690583413 46.729629551638254,-71.44106821038685 46.72959065677973,-71.4413167626799 46.729550052222436,-71.44162184474547 46.72957157284383,-71.44182100199365 46.72959841693362,-71.44199546363696 46.729655684332215,-71.44215511508656 46.72974151873797,-71.44252157357757 46.72977799578634,-71.44288413000353 46.72983153430683,-71.44296841489782 46.72984798721839,-71.44302788186324 46.72992543347291,-71.44300356225347 46.72998709840704,-71.44299754143708 46.73010857552284,-71.44324378922097 46.730083576817016,-71.4433993453242 46.73008368171457,-71.44389473041305 46.730454330246005,-71.44485668738851 46.7310984520796,-71.44597624689722 46.73189777704008,-71.4466617547568 46.7323730639866,-71.4475448497003 46.73297210484908,-71.44756975968214 46.733056340271084,-71.44722388363424 46.73306319837476,-71.44667029149238 46.73305297934879,-71.4466211500188 46.7331780970719,-71.44669553677862 46.73323794754259,-71.44700195699824 46.7335528456863,-71.44722011525579 46.733816439358634,-71.44730836600775 46.73418146381471,-71.44749819160826 46.73416447207593,-71.44878921040036 46.734246537462056,-71.44999165787986 46.734297855481564,-71.45073263796425 46.734469554381256,-71.45161778354266 46.73500962818356,-71.45154723864286 46.73512258180917,-71.4513148966861 46.73514689706574,-71.45092191326843 46.7354037853745,-71.449930185344 46.736099475272134,-71.44938869782233 46.73647586055111,-71.44962168023312 46.73661502926675,-71.44985752132878 46.73667027192396,-71.45041201209403 46.73706014061217,-71.45095488532127 46.73741099333048,-71.45154494597968 46.73783435103619,-71.45228884991988 46.73838237720448,-71.4525522842794 46.738577919781335,-71.45255323411537 46.738646042750844,-71.45268497459502 46.738709352328215,-71.45287871671184 46.73874599250072,-71.45330034332929 46.73902575514127,-71.45325052332937 46.739100589633445,-71.45335101094864 46.73926909543992,-71.45345463599708 46.7393691634518,-71.4531668553579 46.73959535909006,-71.45264353833022 46.7400381187637,-71.45263134857356 46.74019897146512,-71.45282915326302 46.74033220082056,-71.45256797698416 46.74051505202678,-71.45278340391462 46.740922025639,-71.45307780033275 46.741173150695694,-71.45289970063959 46.741273156004894,-71.45372506273932 46.74182984972274,-71.45383272219559 46.741821476254,-71.45416250198963 46.742036254391216,-71.45426654149806 46.74218233639941,-71.45445318651487 46.742230584644744,-71.45483609854861 46.742481371648786,-71.45487603085957 46.74255202117662,-71.45497893974171 46.74259989668416,-71.45611456760108 46.74304974129463,-71.45643444040127 46.74341459590343,-71.45616999608083 46.74347042436566,-71.45599378653833 46.74351162534592))",4,Cours d'eau Desrochers,1,
