District,Bureau,Candidat1,Vote1,Candidat2,Vote2,Candidat3,Vote3,Candidat4,Vote4,Candidat5,Vote5,Rejetes
10,233,Yves DURAND,18,Nathalie LEMIEUX,105,Charles MONETTE,22,Mahmoud RIDA,21,,0,5
10,234,Yves DURAND,23,Nathalie LEMIEUX,83,Charles MONETTE,7,Mahmoud RIDA,15,,0,2
10,235,Yves DURAND,23,Nathalie LEMIEUX,88,Charles MONETTE,15,Mahmoud RIDA,22,,0,3
10,236,Yves DURAND,22,Nathalie LEMIEUX,95,Charles MONETTE,19,Mahmoud RIDA,11,,0,9
10,BVA-10-1,Yves DURAND,34,Nathalie LEMIEUX,105,Charles MONETTE,32,Mahmoud RIDA,27,,0,3
10,BVA-10-2,Yves DURAND,35,Nathalie LEMIEUX,87,Charles MONETTE,41,Mahmoud RIDA,32,,0,1
10,BVA-10-3,Yves DURAND,19,Nathalie LEMIEUX,128,Charles MONETTE,25,Mahmoud RIDA,24,,0,2
10,237,Yves DURAND,21,Nathalie LEMIEUX,101,Charles MONETTE,5,Mahmoud RIDA,19,,0,1
10,238,Yves DURAND,33,Nathalie LEMIEUX,76,Charles MONETTE,16,Mahmoud RIDA,31,,0,0
10,239,Yves DURAND,28,Nathalie LEMIEUX,77,Charles MONETTE,14,Mahmoud RIDA,18,,0,0
10,240,Yves DURAND,14,Nathalie LEMIEUX,72,Charles MONETTE,10,Mahmoud RIDA,8,,0,2
10,241,Yves DURAND,10,Nathalie LEMIEUX,63,Charles MONETTE,15,Mahmoud RIDA,22,,0,6
10,242,Yves DURAND,17,Nathalie LEMIEUX,77,Charles MONETTE,7,Mahmoud RIDA,31,,0,2
10,243,Yves DURAND,8,Nathalie LEMIEUX,40,Charles MONETTE,4,Mahmoud RIDA,18,,0,3
10,244,Yves DURAND,21,Nathalie LEMIEUX,76,Charles MONETTE,8,Mahmoud RIDA,10,,0,1
10,245,Yves DURAND,26,Nathalie LEMIEUX,95,Charles MONETTE,9,Mahmoud RIDA,31,,0,4
10,246,Yves DURAND,45,Nathalie LEMIEUX,90,Charles MONETTE,2,Mahmoud RIDA,19,,0,2
10,BVA-10-4,Yves DURAND,24,Nathalie LEMIEUX,84,Charles MONETTE,7,Mahmoud RIDA,13,,0,1
10,BVA-10-5,Yves DURAND,15,Nathalie LEMIEUX,63,Charles MONETTE,11,Mahmoud RIDA,27,,0,2
10,BVA-10-6,Yves DURAND,32,Nathalie LEMIEUX,76,Charles MONETTE,5,Mahmoud RIDA,23,,0,2
11,247,Myriam NADEAU,94,Michel ST-AMOUR,50,,0,,0,,0,1
11,248,Myriam NADEAU,77,Michel ST-AMOUR,37,,0,,0,,0,9
11,249,Myriam NADEAU,61,Michel ST-AMOUR,38,,0,,0,,0,5
11,250,Myriam NADEAU,29,Michel ST-AMOUR,19,,0,,0,,0,1
11,251,Myriam NADEAU,35,Michel ST-AMOUR,26,,0,,0,,0,3
11,252,Myriam NADEAU,57,Michel ST-AMOUR,45,,0,,0,,0,5
11,253,Myriam NADEAU,56,Michel ST-AMOUR,40,,0,,0,,0,1
11,BVA-11-1,Myriam NADEAU,93,Michel ST-AMOUR,54,,0,,0,,0,2
11,BVA-11-2,Myriam NADEAU,59,Michel ST-AMOUR,44,,0,,0,,0,4
11,BVA-11-3,Myriam NADEAU,54,Michel ST-AMOUR,20,,0,,0,,0,1
11,254,Myriam NADEAU,29,Michel ST-AMOUR,45,,0,,0,,0,2
11,255,Myriam NADEAU,45,Michel ST-AMOUR,28,,0,,0,,0,2
11,256,Myriam NADEAU,69,Michel ST-AMOUR,37,,0,,0,,0,6
11,257,Myriam NADEAU,53,Michel ST-AMOUR,43,,0,,0,,0,5
11,258,Myriam NADEAU,68,Michel ST-AMOUR,48,,0,,0,,0,1
11,259,Myriam NADEAU,35,Michel ST-AMOUR,41,,0,,0,,0,3
11,260,Myriam NADEAU,62,Michel ST-AMOUR,29,,0,,0,,0,3
11,261,Myriam NADEAU,101,Michel ST-AMOUR,45,,0,,0,,0,5
11,262,Myriam NADEAU,89,Michel ST-AMOUR,45,,0,,0,,0,1
11,263,Myriam NADEAU,56,Michel ST-AMOUR,29,,0,,0,,0,2
11,264,Myriam NADEAU,57,Michel ST-AMOUR,28,,0,,0,,0,3
11,265,Myriam NADEAU,76,Michel ST-AMOUR,55,,0,,0,,0,1
11,266,Myriam NADEAU,68,Michel ST-AMOUR,49,,0,,0,,0,5
11,267,Myriam NADEAU,52,Michel ST-AMOUR,48,,0,,0,,0,1
11,268,Myriam NADEAU,80,Michel ST-AMOUR,65,,0,,0,,0,2
11,269,Myriam NADEAU,74,Michel ST-AMOUR,58,,0,,0,,0,9
11,270,Myriam NADEAU,50,Michel ST-AMOUR,33,,0,,0,,0,3
11,BVA-11-4,Myriam NADEAU,74,Michel ST-AMOUR,39,,0,,0,,0,2
11,BVA-11-5,Myriam NADEAU,55,Michel ST-AMOUR,57,,0,,0,,0,0
11,BVA-11-6,Myriam NADEAU,102,Michel ST-AMOUR,60,,0,,0,,0,0
12,271,Etienne BOULRICE,53,Gilles CARPENTIER,85,,0,,0,,0,5
12,272,Etienne BOULRICE,13,Gilles CARPENTIER,40,,0,,0,,0,2
12,273,Etienne BOULRICE,30,Gilles CARPENTIER,77,,0,,0,,0,1
12,274,Etienne BOULRICE,49,Gilles CARPENTIER,121,,0,,0,,0,5
12,275,Etienne BOULRICE,56,Gilles CARPENTIER,127,,0,,0,,0,2
12,276,Etienne BOULRICE,59,Gilles CARPENTIER,112,,0,,0,,0,6
12,277,Etienne BOULRICE,43,Gilles CARPENTIER,71,,0,,0,,0,8
12,278,Etienne BOULRICE,40,Gilles CARPENTIER,80,,0,,0,,0,0
12,279,Etienne BOULRICE,46,Gilles CARPENTIER,135,,0,,0,,0,3
12,280,Etienne BOULRICE,46,Gilles CARPENTIER,95,,0,,0,,0,2
12,281,Etienne BOULRICE,18,Gilles CARPENTIER,88,,0,,0,,0,5
12,BVA-12-1,Etienne BOULRICE,58,Gilles CARPENTIER,107,,0,,0,,0,7
12,BVA-12-2,Etienne BOULRICE,48,Gilles CARPENTIER,113,,0,,0,,0,2
12,BVA-12-3,Etienne BOULRICE,60,Gilles CARPENTIER,122,,0,,0,,0,5
12,282,Etienne BOULRICE,43,Gilles CARPENTIER,90,,0,,0,,0,2
12,283,Etienne BOULRICE,52,Gilles CARPENTIER,91,,0,,0,,0,0
12,284,Etienne BOULRICE,71,Gilles CARPENTIER,99,,0,,0,,0,3
12,285,Etienne BOULRICE,70,Gilles CARPENTIER,114,,0,,0,,0,2
12,286,Etienne BOULRICE,44,Gilles CARPENTIER,109,,0,,0,,0,4
12,287,Etienne BOULRICE,85,Gilles CARPENTIER,117,,0,,0,,0,8
12,288,Etienne BOULRICE,83,Gilles CARPENTIER,97,,0,,0,,0,10
12,289,Etienne BOULRICE,49,Gilles CARPENTIER,77,,0,,0,,0,3
12,290,Etienne BOULRICE,55,Gilles CARPENTIER,79,,0,,0,,0,4
12,291,Etienne BOULRICE,37,Gilles CARPENTIER,84,,0,,0,,0,3
12,BVA-12-4,Etienne BOULRICE,54,Gilles CARPENTIER,125,,0,,0,,0,2
12,BVA-12-5,Etienne BOULRICE,33,Gilles CARPENTIER,45,,0,,0,,0,2
12,BVA-12-6,Etienne BOULRICE,33,Gilles CARPENTIER,69,,0,,0,,0,1
13,292,Daniel CHAMPAGNE,82,Luc GELINAS,44,,0,,0,,0,6
13,293,Daniel CHAMPAGNE,100,Luc GELINAS,62,,0,,0,,0,7
13,294,Daniel CHAMPAGNE,94,Luc GELINAS,58,,0,,0,,0,10
13,295,Daniel CHAMPAGNE,109,Luc GELINAS,59,,0,,0,,0,11
13,296,Daniel CHAMPAGNE,107,Luc GELINAS,48,,0,,0,,0,1
13,297,Daniel CHAMPAGNE,97,Luc GELINAS,48,,0,,0,,0,4
13,298,Daniel CHAMPAGNE,104,Luc GELINAS,49,,0,,0,,0,0
13,299,Daniel CHAMPAGNE,108,Luc GELINAS,60,,0,,0,,0,0
13,300,Daniel CHAMPAGNE,66,Luc GELINAS,37,,0,,0,,0,1
13,301,Daniel CHAMPAGNE,103,Luc GELINAS,32,,0,,0,,0,0
13,302,Daniel CHAMPAGNE,130,Luc GELINAS,36,,0,,0,,0,4
13,303,Daniel CHAMPAGNE,104,Luc GELINAS,36,,0,,0,,0,2
13,304,Daniel CHAMPAGNE,93,Luc GELINAS,46,,0,,0,,0,5
13,305,Daniel CHAMPAGNE,85,Luc GELINAS,21,,0,,0,,0,1
13,306,Daniel CHAMPAGNE,118,Luc GELINAS,48,,0,,0,,0,1
13,BVA-13-1,Daniel CHAMPAGNE,101,Luc GELINAS,68,,0,,0,,0,6
13,BVA-13-2,Daniel CHAMPAGNE,121,Luc GELINAS,37,,0,,0,,0,1
13,BVA-13-3,Daniel CHAMPAGNE,119,Luc GELINAS,49,,0,,0,,0,6
13,BVA-13-4,Daniel CHAMPAGNE,171,Luc GELINAS,51,,0,,0,,0,2
13,BVA-13-5,Daniel CHAMPAGNE,91,Luc GELINAS,35,,0,,0,,0,1
13,BVA-13-6,Daniel CHAMPAGNE,60,Luc GELINAS,16,,0,,0,,0,1
13,307,Daniel CHAMPAGNE,73,Luc GELINAS,27,,0,,0,,0,2
13,308,Daniel CHAMPAGNE,111,Luc GELINAS,30,,0,,0,,0,7
13,309,Daniel CHAMPAGNE,94,Luc GELINAS,38,,0,,0,,0,0
13,310,Daniel CHAMPAGNE,149,Luc GELINAS,52,,0,,0,,0,7
13,311,Daniel CHAMPAGNE,131,Luc GELINAS,43,,0,,0,,0,7
13,312,Daniel CHAMPAGNE,122,Luc GELINAS,49,,0,,0,,0,3
13,313,Daniel CHAMPAGNE,83,Luc GELINAS,34,,0,,0,,0,5
13,314,Daniel CHAMPAGNE,105,Luc GELINAS,38,,0,,0,,0,4
13,315,Daniel CHAMPAGNE,117,Luc GELINAS,28,,0,,0,,0,5
14,316,Pierre LANTHIER,70,Jacques PERRIER,19,Romain VANHOOREN,56,,0,,0,0
14,317,Pierre LANTHIER,78,Jacques PERRIER,18,Romain VANHOOREN,47,,0,,0,2
14,318,Pierre LANTHIER,59,Jacques PERRIER,19,Romain VANHOOREN,37,,0,,0,1
14,319,Pierre LANTHIER,60,Jacques PERRIER,24,Romain VANHOOREN,54,,0,,0,0
14,320,Pierre LANTHIER,65,Jacques PERRIER,20,Romain VANHOOREN,72,,0,,0,0
14,321,Pierre LANTHIER,47,Jacques PERRIER,12,Romain VANHOOREN,50,,0,,0,4
14,322,Pierre LANTHIER,75,Jacques PERRIER,8,Romain VANHOOREN,53,,0,,0,0
14,323,Pierre LANTHIER,94,Jacques PERRIER,16,Romain VANHOOREN,50,,0,,0,0
14,324,Pierre LANTHIER,82,Jacques PERRIER,16,Romain VANHOOREN,41,,0,,0,1
14,325,Pierre LANTHIER,58,Jacques PERRIER,32,Romain VANHOOREN,42,,0,,0,4
14,326,Pierre LANTHIER,134,Jacques PERRIER,12,Romain VANHOOREN,49,,0,,0,1
14,327,Pierre LANTHIER,94,Jacques PERRIER,18,Romain VANHOOREN,53,,0,,0,3
14,328,Pierre LANTHIER,88,Jacques PERRIER,15,Romain VANHOOREN,35,,0,,0,5
14,329,Pierre LANTHIER,84,Jacques PERRIER,16,Romain VANHOOREN,43,,0,,0,2
14,330,Pierre LANTHIER,114,Jacques PERRIER,10,Romain VANHOOREN,24,,0,,0,3
14,BVA-14-1,Pierre LANTHIER,93,Jacques PERRIER,20,Romain VANHOOREN,64,,0,,0,2
14,BVA-14-2,Pierre LANTHIER,82,Jacques PERRIER,19,Romain VANHOOREN,61,,0,,0,0
14,BVA-14-3,Pierre LANTHIER,79,Jacques PERRIER,22,Romain VANHOOREN,44,,0,,0,0
14,331,Pierre LANTHIER,60,Jacques PERRIER,19,Romain VANHOOREN,77,,0,,0,4
14,332,Pierre LANTHIER,97,Jacques PERRIER,18,Romain VANHOOREN,87,,0,,0,0
14,333,Pierre LANTHIER,80,Jacques PERRIER,10,Romain VANHOOREN,111,,0,,0,1
14,334,Pierre LANTHIER,72,Jacques PERRIER,9,Romain VANHOOREN,80,,0,,0,4
14,335,Pierre LANTHIER,70,Jacques PERRIER,14,Romain VANHOOREN,135,,0,,0,4
14,336,Pierre LANTHIER,59,Jacques PERRIER,21,Romain VANHOOREN,139,,0,,0,5
14,337,Pierre LANTHIER,72,Jacques PERRIER,11,Romain VANHOOREN,64,,0,,0,4
14,338,Pierre LANTHIER,47,Jacques PERRIER,20,Romain VANHOOREN,31,,0,,0,0
14,339,Pierre LANTHIER,29,Jacques PERRIER,14,Romain VANHOOREN,40,,0,,0,4
14,340,Pierre LANTHIER,74,Jacques PERRIER,15,Romain VANHOOREN,41,,0,,0,3
14,BVA-14-4,Pierre LANTHIER,107,Jacques PERRIER,14,Romain VANHOOREN,47,,0,,0,4
14,BVA-14-5,Pierre LANTHIER,73,Jacques PERRIER,10,Romain VANHOOREN,107,,0,,0,0
14,BVA-14-6,Pierre LANTHIER,74,Jacques PERRIER,13,Romain VANHOOREN,79,,0,,0,5
15,341,Aurèle DESJARDINS,35,Jean-François LEBLANC,63,,0,,0,,0,1
15,342,Aurèle DESJARDINS,37,Jean-François LEBLANC,65,,0,,0,,0,4
15,343,Aurèle DESJARDINS,38,Jean-François LEBLANC,50,,0,,0,,0,1
15,344,Aurèle DESJARDINS,42,Jean-François LEBLANC,77,,0,,0,,0,0
15,345,Aurèle DESJARDINS,62,Jean-François LEBLANC,89,,0,,0,,0,4
15,346,Aurèle DESJARDINS,39,Jean-François LEBLANC,71,,0,,0,,0,3
15,347,Aurèle DESJARDINS,32,Jean-François LEBLANC,70,,0,,0,,0,3
15,348,Aurèle DESJARDINS,38,Jean-François LEBLANC,80,,0,,0,,0,5
15,BVA-15-1,Aurèle DESJARDINS,62,Jean-François LEBLANC,87,,0,,0,,0,6
15,BVA-15-2,Aurèle DESJARDINS,78,Jean-François LEBLANC,90,,0,,0,,0,1
15,BVA-15-3,Aurèle DESJARDINS,47,Jean-François LEBLANC,74,,0,,0,,0,2
15,BVA-15-4,Aurèle DESJARDINS,69,Jean-François LEBLANC,107,,0,,0,,0,4
15,BVA-15-5,Aurèle DESJARDINS,65,Jean-François LEBLANC,76,,0,,0,,0,2
15,BVA-15-6,Aurèle DESJARDINS,26,Jean-François LEBLANC,94,,0,,0,,0,1
15,349,Aurèle DESJARDINS,80,Jean-François LEBLANC,92,,0,,0,,0,8
15,350,Aurèle DESJARDINS,26,Jean-François LEBLANC,63,,0,,0,,0,2
15,351,Aurèle DESJARDINS,64,Jean-François LEBLANC,54,,0,,0,,0,0
15,352,Aurèle DESJARDINS,48,Jean-François LEBLANC,61,,0,,0,,0,4
15,353,Aurèle DESJARDINS,57,Jean-François LEBLANC,65,,0,,0,,0,2
15,354,Aurèle DESJARDINS,40,Jean-François LEBLANC,39,,0,,0,,0,2
15,355,Aurèle DESJARDINS,32,Jean-François LEBLANC,43,,0,,0,,0,4
15,356,Aurèle DESJARDINS,25,Jean-François LEBLANC,68,,0,,0,,0,0
15,357,Aurèle DESJARDINS,38,Jean-François LEBLANC,61,,0,,0,,0,6
15,358,Aurèle DESJARDINS,32,Jean-François LEBLANC,75,,0,,0,,0,3
15,359,Aurèle DESJARDINS,73,Jean-François LEBLANC,105,,0,,0,,0,2
15,360,Aurèle DESJARDINS,39,Jean-François LEBLANC,71,,0,,0,,0,2
15,361,Aurèle DESJARDINS,30,Jean-François LEBLANC,59,,0,,0,,0,4
15,362,Aurèle DESJARDINS,37,Jean-François LEBLANC,56,,0,,0,,0,2
15,363,Aurèle DESJARDINS,48,Jean-François LEBLANC,59,,0,,0,,0,2
15,364,Aurèle DESJARDINS,27,Jean-François LEBLANC,89,,0,,0,,0,1
16,365,Eric BOURGEAU,22,Nathalie LEPAGE,22,Jean LESSARD,41,,0,,0,3
16,366,Eric BOURGEAU,29,Nathalie LEPAGE,23,Jean LESSARD,37,,0,,0,3
16,367,Eric BOURGEAU,35,Nathalie LEPAGE,35,Jean LESSARD,52,,0,,0,1
16,368,Eric BOURGEAU,24,Nathalie LEPAGE,47,Jean LESSARD,54,,0,,0,2
16,369,Eric BOURGEAU,42,Nathalie LEPAGE,42,Jean LESSARD,62,,0,,0,3
16,370,Eric BOURGEAU,34,Nathalie LEPAGE,27,Jean LESSARD,51,,0,,0,2
16,371,Eric BOURGEAU,45,Nathalie LEPAGE,63,Jean LESSARD,70,,0,,0,3
16,372,Eric BOURGEAU,26,Nathalie LEPAGE,46,Jean LESSARD,53,,0,,0,1
16,373,Eric BOURGEAU,38,Nathalie LEPAGE,48,Jean LESSARD,69,,0,,0,0
16,374,Eric BOURGEAU,32,Nathalie LEPAGE,73,Jean LESSARD,65,,0,,0,3
16,375,Eric BOURGEAU,16,Nathalie LEPAGE,47,Jean LESSARD,50,,0,,0,3
16,376,Eric BOURGEAU,18,Nathalie LEPAGE,34,Jean LESSARD,30,,0,,0,1
16,BVA-16-1,Eric BOURGEAU,40,Nathalie LEPAGE,46,Jean LESSARD,83,,0,,0,0
16,BVA-16-2,Eric BOURGEAU,23,Nathalie LEPAGE,41,Jean LESSARD,95,,0,,0,4
16,BVA-16-3,Eric BOURGEAU,25,Nathalie LEPAGE,42,Jean LESSARD,95,,0,,0,0
16,377,Eric BOURGEAU,24,Nathalie LEPAGE,20,Jean LESSARD,58,,0,,0,3
16,378,Eric BOURGEAU,28,Nathalie LEPAGE,35,Jean LESSARD,76,,0,,0,4
16,379,Eric BOURGEAU,24,Nathalie LEPAGE,38,Jean LESSARD,58,,0,,0,1
16,380,Eric BOURGEAU,14,Nathalie LEPAGE,33,Jean LESSARD,48,,0,,0,7
16,381,Eric BOURGEAU,31,Nathalie LEPAGE,25,Jean LESSARD,31,,0,,0,0
16,382,Eric BOURGEAU,34,Nathalie LEPAGE,37,Jean LESSARD,69,,0,,0,2
16,383,Eric BOURGEAU,38,Nathalie LEPAGE,35,Jean LESSARD,71,,0,,0,2
16,BVA-16-4,Eric BOURGEAU,51,Nathalie LEPAGE,52,Jean LESSARD,99,,0,,0,2
16,BVA-16-5,Eric BOURGEAU,29,Nathalie LEPAGE,27,Jean LESSARD,110,,0,,0,3
16,BVA-16-6,Eric BOURGEAU,34,Nathalie LEPAGE,30,Jean LESSARD,68,,0,,0,0
16,384,Eric BOURGEAU,30,Nathalie LEPAGE,29,Jean LESSARD,76,,0,,0,3
16,385,Eric BOURGEAU,31,Nathalie LEPAGE,28,Jean LESSARD,60,,0,,0,2
16,386,Eric BOURGEAU,58,Nathalie LEPAGE,46,Jean LESSARD,72,,0,,0,4
16,387,Eric BOURGEAU,53,Nathalie LEPAGE,49,Jean LESSARD,57,,0,,0,5
16,388,Eric BOURGEAU,40,Nathalie LEPAGE,28,Jean LESSARD,77,,0,,0,5
16,389,Eric BOURGEAU,33,Nathalie LEPAGE,25,Jean LESSARD,55,,0,,0,2
16,390,Eric BOURGEAU,22,Nathalie LEPAGE,15,Jean LESSARD,19,,0,,0,3
16,391,Eric BOURGEAU,33,Nathalie LEPAGE,42,Jean LESSARD,49,,0,,0,3
16,392,Eric BOURGEAU,28,Nathalie LEPAGE,31,Jean LESSARD,70,,0,,0,0
16,393,Eric BOURGEAU,40,Nathalie LEPAGE,33,Jean LESSARD,54,,0,,0,2
17,394,Alain BERGERON,41,Marc CARRIÈRE,51,Ghislain LAROCQUE,11,,0,,0,3
17,395,Alain BERGERON,25,Marc CARRIÈRE,44,Ghislain LAROCQUE,17,,0,,0,3
17,396,Alain BERGERON,36,Marc CARRIÈRE,57,Ghislain LAROCQUE,15,,0,,0,2
17,397,Alain BERGERON,37,Marc CARRIÈRE,58,Ghislain LAROCQUE,12,,0,,0,5
17,398,Alain BERGERON,38,Marc CARRIÈRE,64,Ghislain LAROCQUE,7,,0,,0,1
17,399,Alain BERGERON,16,Marc CARRIÈRE,59,Ghislain LAROCQUE,19,,0,,0,6
17,400,Alain BERGERON,28,Marc CARRIÈRE,95,Ghislain LAROCQUE,8,,0,,0,1
17,401,Alain BERGERON,23,Marc CARRIÈRE,74,Ghislain LAROCQUE,8,,0,,0,3
17,402,Alain BERGERON,25,Marc CARRIÈRE,96,Ghislain LAROCQUE,12,,0,,0,2
17,403,Alain BERGERON,14,Marc CARRIÈRE,111,Ghislain LAROCQUE,8,,0,,0,4
17,404,Alain BERGERON,16,Marc CARRIÈRE,95,Ghislain LAROCQUE,9,,0,,0,3
17,BVA-17-1,Alain BERGERON,48,Marc CARRIÈRE,127,Ghislain LAROCQUE,15,,0,,0,0
17,BVA-17-2,Alain BERGERON,46,Marc CARRIÈRE,157,Ghislain LAROCQUE,13,,0,,0,9
17,BVA-17-3,Alain BERGERON,30,Marc CARRIÈRE,77,Ghislain LAROCQUE,13,,0,,0,2
17,405,Alain BERGERON,57,Marc CARRIÈRE,96,Ghislain LAROCQUE,13,,0,,0,4
17,406,Alain BERGERON,24,Marc CARRIÈRE,106,Ghislain LAROCQUE,20,,0,,0,2
17,407,Alain BERGERON,37,Marc CARRIÈRE,121,Ghislain LAROCQUE,10,,0,,0,2
17,408,Alain BERGERON,34,Marc CARRIÈRE,137,Ghislain LAROCQUE,10,,0,,0,3
17,409,Alain BERGERON,19,Marc CARRIÈRE,120,Ghislain LAROCQUE,13,,0,,0,3
17,410,Alain BERGERON,29,Marc CARRIÈRE,124,Ghislain LAROCQUE,12,,0,,0,2
17,411,Alain BERGERON,30,Marc CARRIÈRE,43,Ghislain LAROCQUE,15,,0,,0,1
17,412,Alain BERGERON,24,Marc CARRIÈRE,50,Ghislain LAROCQUE,7,,0,,0,0
17,413,Alain BERGERON,17,Marc CARRIÈRE,58,Ghislain LAROCQUE,14,,0,,0,3
17,414,Alain BERGERON,18,Marc CARRIÈRE,59,Ghislain LAROCQUE,13,,0,,0,1
17,415,Alain BERGERON,36,Marc CARRIÈRE,66,Ghislain LAROCQUE,13,,0,,0,1
17,416,Alain BERGERON,44,Marc CARRIÈRE,85,Ghislain LAROCQUE,12,,0,,0,3
17,417,Alain BERGERON,34,Marc CARRIÈRE,81,Ghislain LAROCQUE,12,,0,,0,3
17,BVA-17-4,Alain BERGERON,43,Marc CARRIÈRE,150,Ghislain LAROCQUE,14,,0,,0,4
17,BVA-17-5,Alain BERGERON,20,Marc CARRIÈRE,95,Ghislain LAROCQUE,14,,0,,0,5
17,BVA-17-6,Alain BERGERON,12,Marc CARRIÈRE,33,Ghislain LAROCQUE,3,,0,,0,0
18,418,Martin LAJEUNESSE,44,Edmond LECLERC,67,,0,,0,,0,1
18,419,Martin LAJEUNESSE,54,Edmond LECLERC,57,,0,,0,,0,1
18,420,Martin LAJEUNESSE,59,Edmond LECLERC,48,,0,,0,,0,0
18,421,Martin LAJEUNESSE,76,Edmond LECLERC,70,,0,,0,,0,0
18,422,Martin LAJEUNESSE,101,Edmond LECLERC,85,,0,,0,,0,3
18,423,Martin LAJEUNESSE,47,Edmond LECLERC,49,,0,,0,,0,4
18,424,Martin LAJEUNESSE,45,Edmond LECLERC,60,,0,,0,,0,1
18,425,Martin LAJEUNESSE,85,Edmond LECLERC,75,,0,,0,,0,3
18,BVA-18-1,Martin LAJEUNESSE,121,Edmond LECLERC,73,,0,,0,,0,2
18,BVA-18-2,Martin LAJEUNESSE,76,Edmond LECLERC,44,,0,,0,,0,1
18,BVA-18-3,Martin LAJEUNESSE,155,Edmond LECLERC,99,,0,,0,,0,5
18,426,Martin LAJEUNESSE,63,Edmond LECLERC,56,,0,,0,,0,2
18,427,Martin LAJEUNESSE,63,Edmond LECLERC,62,,0,,0,,0,7
18,428,Martin LAJEUNESSE,111,Edmond LECLERC,62,,0,,0,,0,1
18,429,Martin LAJEUNESSE,123,Edmond LECLERC,40,,0,,0,,0,8
18,430,Martin LAJEUNESSE,46,Edmond LECLERC,40,,0,,0,,0,1
18,431,Martin LAJEUNESSE,50,Edmond LECLERC,36,,0,,0,,0,1
18,432,Martin LAJEUNESSE,29,Edmond LECLERC,31,,0,,0,,0,1
18,433,Martin LAJEUNESSE,28,Edmond LECLERC,31,,0,,0,,0,0
18,434,Martin LAJEUNESSE,71,Edmond LECLERC,57,,0,,0,,0,1
18,435,Martin LAJEUNESSE,60,Edmond LECLERC,81,,0,,0,,0,1
18,436,Martin LAJEUNESSE,67,Edmond LECLERC,56,,0,,0,,0,1
18,437,Martin LAJEUNESSE,76,Edmond LECLERC,33,,0,,0,,0,2
18,438,Martin LAJEUNESSE,78,Edmond LECLERC,61,,0,,0,,0,3
18,439,Martin LAJEUNESSE,43,Edmond LECLERC,36,,0,,0,,0,0
18,440,Martin LAJEUNESSE,52,Edmond LECLERC,45,,0,,0,,0,5
18,441,Martin LAJEUNESSE,69,Edmond LECLERC,35,,0,,0,,0,1
18,BVA-18-4,Martin LAJEUNESSE,79,Edmond LECLERC,39,,0,,0,,0,2
18,BVA-18-5,Martin LAJEUNESSE,98,Edmond LECLERC,76,,0,,0,,0,5
18,BVA-18-6,Martin LAJEUNESSE,112,Edmond LECLERC,98,,0,,0,,0,2
