"ProblÃ¨me","Date rÃ©alisÃ©e","secteur","District","CoordonnÃ©e x","CoordonnÃ©e y","Emplacement pour tri" 
"EGREGARD","2018-04-03","02","","288174","5049553","CH;Richard;Rue"
"EGPUISARD","2018-01-05","06","09","287846","5052982,4000000004","VI;Bergame;Rue;2148"
"EGREGARD","2018-03-27","02","07","286672,40000000002","5048558,5","CH;Nelson;Rue;1485"
"EGPUISARD","2018-01-05","05","","280797","5049835","FA;Claudine;Rue"
"EGENTRÃESERVICE","2018-01-13","04","16","281500,5","5041930,2000000002","DO;Saint-Servan;Rue;448"
"EGENTRÃESERVICE","2018-01-26","03","13","286406,70000000001","5044216,5999999996","CH;75e;Avenue;281"
"EGENTRÃESERVICE","2018-01-09","06","09","286730,70000000001","5052495,7999999998","VI;Marc;Rue;2105"
"EGPUISARD","2018-01-05","02","07","286888","5047668,9000000004","CH;Briand;Rue;1670"
"EGENTRÃESERVICE","2018-04-03","03","12","285766,40000000002","5044783,4000000004","CH;Notre-Dame;Boulevard;3685"
"EGREGARD","2018-01-05","04","","276955,09999999998","5046466","FA;12e;Avenue"
"EGENTRÃESERVICE","2018-01-05","03","12","284901,79999999999","5045920,7999999998","CH;Jordan;Avenue;1640"
"EGPUISARD","2018-01-05","04","","278672,40000000002","5047764","FA;Sainte-Rose;Boulevard"
"EGREGARD","2018-01-05","04","","278680,20000000001","5047771","FA;43e;Avenue"
"EGREGARD","2018-03-27","01","01","298530,09999999998","5058875,4000000004","FR;Romain;Rue;8405"
"EGENTRÃESERVICE","2018-01-05","05","21","283564,16340000002","5054144,5236999998","RO;Laguerrier;Rue;114"
"EGPONCEAU","2018-01-08","01","01","295027","5060854,7999999998","FR;Charbonneau;Rue;4270"
"EGPUISARD","2018-03-01","01","02","296779,29999999999","5057156,5999999996","DU;Tilleuls;Avenue;7520"
"EGREGARD","2018-03-27","01","02","296803,32250000001","5057218,8869000003","DU;Tilleuls;Avenue;7575"
"EGENTRÃESERVICE","2018-01-09","05","21","283573,2525","5054144,6047","RO;Laguerrier;Rue;118"
"EGPUISARD","2018-01-09","06","","287601,5","5050862","VI;BÃ©dard;Rue"
"EGAUTRES","2018-03-05","03","","285601,5","5044320","CH;Perron;Boulevard"
"EGREGARD","2018-01-08","04","18","278006,79999999999","5048567,2000000002","FA;41e;Avenue;1283"
"EGAUTRES","2018-03-05","03","12","285577,29999999999","5045688,7000000002","CH;Souvenir;Boulevard;3400"
"EGAUTRES","2018-01-09","03","13","285571,79999999999","5044301,2000000002","CH;CurÃ©-Labelle;Boulevard;734"
"EGENTRÃESERVICE","2018-02-05","02","07","286499,79999999999","5048104,5","CH;Jessop;Avenue;2018"
"EGENTRÃESERVICE","2018-01-10","01","01","298052,20000000001","5059034,5","FR;ChimÃ¨ne;Rue;8250"
"EGENTRÃESERVICE","2018-02-06","04","18","278876,40000000002","5047343,7000000002","FA;Sarto;Rue;737"
"EGENTRÃESERVICE","2018-01-09","05","19","279651,20000000001","5048471,0999999996","FA;MercÃ©des;Rue;3791"
"EGENTRÃESERVICE","2018-01-10","02","07","287024,70000000001","5048006,5999999996","CH;Wilfrid-Pelletier;Avenue;1515"
"EGPUISARD","2018-01-09","02","07","286672,40000000002","5048558,5","CH;Nelson;Rue;1485"
"EGPUISARD","2018-01-13","04","","278680,20000000001","5047771","FA;43e;Avenue"
"EGENTRÃESERVICE","2018-01-09","02","07","286499,79999999999","5048104,5","CH;Jessop;Avenue;2018"
"EGPUISARD","2018-01-09","02","05","289699,79999999999","5046620,9000000004","LR;4e;Rue;266"
"EGPUISARD","2018-01-10","04","","278672,40000000002","5047764","FA;Sainte-Rose;Boulevard"
"EGPUISARD","2018-01-10","02","20","285457,90000000002","5050160,4000000004","RO;Bergar;Rue;1449"
"EGENTRÃESERVICE","2018-09-11","01","01","298916","5058175","FR;Monty;Rue;320"
"EGREGARD","2018-03-06","05","18","280629,40000000002","5047390,2999999998","FA;Jeannette;Rue;142"
"EGPUISARD","2018-01-11","05","18","280618,20000000001","5047382,7999999998","FA;Jeannette;Rue;138"
"EGPUISARD","2018-01-09","05","20","280728,20000000001","5048572","FA;Hugues;Rue;611"
"EGFOSSÃ","2018-01-10","05","19","280538,40000000002","5050702,4000000004","FA;Sainte-Rose;Boulevard;3380"
"EGENTRÃESERVICE","2018-09-20","02","04","290446,29999999999","5047342,2000000002","PV;Beaune;Rue;67"
"EGPUISARD","2018-01-13","04","16","281645,59999999998","5042276,5","DO;Laprairie;Rue;497"
"EGPUISARD","2018-01-12","06","10","285549,40000000002","5056122,9000000004","AU;Riopelle;Rue;6650"
"EGPUISARD","2018-01-13","04","18","278356,09999999998","5047950,7999999998","FA;40e;Avenue;1035"
"EGREGARD","2018-03-01","02","06","288603,79999999999","5047236,4000000004","LR;Chamonix;Rue;547"
"EGPUISARD","2018-01-10","01","02","292696","5052650,0999999996","VP;Mgr-Bourget;Avenue;1155"
"EGPUISARD","2018-01-12","02","05","290430,40000000002","5047017,0999999996","PV;Laurentides;Boulevard;116"
"EGPUISARD","2018-01-15","02","","0","0","CH;Cunard;Rue;1515"
"EGREGARD","2018-01-11","05","","281989,73550000001","5046706","CH;Laval Ouest (A-440);Desserte nord"
"EGPUISARD","2018-01-18","05","20","281564,29999999999","5048036,0999999996","FA;DaphnÃ©;Rue;363"
"EGREGARD","2018-01-11","05","20","282037,5","5046792,5999999996","CH;Laval Ouest (A-440);Desserte nord;4575"
"EGREGARD","2018-03-13","02","07","289067,90000000002","5050673,5999999996","VI;Lierre;Rue;2000"
"EGPUISARD","2018-01-15","02","07","289072,62300000002","5050843,2671999997","VI;Lierre;Rue;2400"
"EGENTRÃESERVICE","2018-01-13","04","","275206,59999999998","5045594","LO;20e;Rue"
"EGPUISARD","2018-01-11","06","08","287112,20000000001","5051472,4000000004","VI;BÃ©dard;Rue;1900"
"EGPUISARD","2018-01-12","05","19","279406,70000000001","5048232,5999999996","FA;Nicole;Rue;3927"
"EGPUISARD","2018-01-12","02","05","289222,79999999999","5046627,0999999996","LR;Robin;Boulevard;365"
"EGPUISARD","2018-01-13","01","02","296416,09999999998","5056567,9000000004","DU;LÃ©vesque Est;Boulevard;7328"
"EGPUISARD","2018-01-12","05","21","281978,20000000001","5049972,5999999996","RO;Charles-Daudelin;Rue;6533"
"EGPUISARD","2018-01-12","02","04","290989,79999999999","5047927,7999999998","PV;La Fayette;Rue;233"
"EGPUISARD","2018-01-11","02","04","290989,79999999999","5047927,7999999998","PV;La Fayette;Rue;233"
"EGPUISARD","2018-01-12","02","06","288550,79999999999","5046991,2999999998","LR;Royan;Rue;475"
"EGPUISARD","2018-01-12","02","04","290638,79999999999","5048234","PV;Lorraine;Chemin;307"
"EGPUISARD","2018-01-13","04","17","279755,09999999998","5042491,7000000002","DO;NoÃ«l;Rue;831"
"EGPUISARD","2018-01-12","05","","282563,20000000001","5054510","RO;Alfred;Rue"
"EGPUISARD","2018-01-12","05","21","281558,59999999998","5050799,5","RO;Jean-Chauvin;Rue;374"
"EGPUISARD","2018-01-12","02","05","289124,70000000001","5046372","LR;Branly;Rue;425"
"EGPUISARD","2018-01-13","04","18","277865,29999999999","5047032,2999999998","FA;Aubert;Rue;4319"
"EGPUISARD","2018-01-12","02","","290861,20000000001","5047446","PV;Goineau;Boulevard"
"EGPUISARD","2018-01-13","04","16","281537,29999999999","5043418,7999999998","DO;Vanasse;Rue;298"
"EGENTRÃESERVICE","2018-01-17","01","03","291457,90000000002","5050642,2000000002","DU;De CalliÃ¨res;Rue;1225"
"EGPUISARD","2018-01-13","04","18","276776,09999999998","5046841,9000000004","FA;13e;Avenue;993"
"EGPUISARD","2018-01-13","04","17","277044","5045188","LO;57e;Avenue;7555"
"EGENTRÃESERVICE","2018-01-13","01","01","298920,70000000001","5059586,9000000004","FR;De Tilly;Place;1004"
"EGPUISARD","2018-01-13","04","17","275110,6188","5045413,1749999998","LO;Riviera;Rue;1774"
"EGENTRÃESERVICE","2018-01-13","01","01","293862,29999999999","5060854,7000000002","FR;Mille-Ãles;Boulevard;6135"
"EGPUISARD","2018-01-13","04","17","278575","5042597","DO;NÃ©nuphars;Avenue;1160"
"EGPUISARD","2018-01-13","04","18","276600,70000000001","5046014,4000000004","FA;3e;Avenue;690"
"EGENTRÃESERVICE","2018-01-13","01","01","295439,85879999999","5061300,2918999996","FR;Mille-Ãles;Boulevard;6986"
"EGPUISARD","2018-01-12","02","11","287792,40000000002","5046885,5","LR;PrÃ©s;Rue;345"
"EGPUISARD","2018-01-12","05","19","279721,90000000002","5048129,2000000002","FA;Marquette;Rue;3879"
"EGPUISARD","2018-03-02","02","11","287999,29999999999","5046448,9000000004","LR;Concorde Ouest;Boulevard;1380"
"EGPUISARD","2018-01-13","04","17","275503","5044167","LO;7e;Avenue;7531"
"EGAUTRES","2018-01-17","01","03","291376,20000000001","5051159,5999999996","DU;D'Auteuil;Boulevard;1410"
"EGPUISARD","2018-01-12","05","","282847,59999999998","5052484","RO;Je-Me-Souviens;Boulevard"
"EGPUISARD","2018-01-13","04","17","277150,40000000002","5041719,5999999996","IL;Trilles;Chemin;45"
"EGPUISARD","2018-01-12","05","20","283413","5049627","RO;Harfang;Rue;2451"
"EGPUISARD","2018-01-13","04","17","275205,29220000003","5045571,5432000002","LO;20e;Rue;2280"
"EGPUISARD","2018-01-13","04","17","279619,29999999999","5042248,5","DO;Dufour;Rue;766"
"EGPUISARD","2018-01-12","02","06","288572,09999999998","5047804,2999999998","CH;Monaco;Place;718"
"EGENTRÃESERVICE","2018-01-13","01","03","291359,90000000002","5051332","DU;D'Auteuil;Boulevard;1495"
"EGENTRÃESERVICE","2018-01-17","01","03","290038,5","5054203,5","DU;Saint-ElzÃ©ar Est;Rang;3475"
"EGPUISARD","2018-01-12","02","05","289130,79999999999","5046364,9000000004","LR;Branly;Rue;423"
"EGPUISARD","2018-01-13","04","18","278271,09999999998","5048496,2999999998","FA;44e;Avenue;1201"
"EGPUISARD","2018-01-13","04","18","276738","5046835","FA;13e;Avenue;1000"
"EGPUISARD","2018-01-12","02","04","290182,90000000002","5047671,4000000004","PV;Saint-AndrÃ©;Rue;381"
"EGPUISARD","2018-02-28","03","15","283347,79999999999","5045976,5","CH;Gendreau;Place;4300"
"EGENTRÃESERVICE","2018-01-16","01","03","290704,09999999998","5056602,0999999996","DU;Saint-FranÃ§ois;MontÃ©e;2900"
"EGPUISARD","2018-01-15","02","04","291128","5049129,0999999996","DU;D'Artigny;Croissant;750"
"EGPUISARD","2018-01-15","04","18","278498,70000000001","5047902,0999999996","FA;42e;Avenue;968"
"EGPUISARD","2018-01-13","05","","283718,75949999999","5053926","RO;Sainte-Rose Est;Boulevard"
"EGPUISARD","2018-01-12","02","07","286732,90000000002","5047634,9000000004","CH;Albert-Duquesne;Avenue;1750"
"EGENTRÃESERVICE","2018-01-13","01","02","296136,44500000001","5057033,4924999997","DU;Oies;Rue;488"
"EGPUISARD","2018-01-12","05","20","280877","5047664","FA;Ivanhoe;Rue;401"
"EGPUISARD","2018-05-28","03","12","286864,20000000001","5044523,7000000002","CH;2e;Rue;3179"
"EGENTRÃESERVICE","2018-01-13","01","01","298906,79999999999","5058329,4000000004","FR;LÃ©vesque Est;Boulevard;8365"
"EGPUISARD","2018-01-13","05","21","281996,40000000002","5050297,5999999996","RO;Valade;Rue;6624"
"EGPUISARD","2018-05-28","03","14","283705,90000000002","5044097,0999999996","CH;Dickens;Croissant;1003"
"EGENTRÃESERVICE","2018-01-15","02","04","290550,5","5047903,4000000004","PV;Lorraine;Chemin;145"
"EGENTRÃESERVICE","2018-01-15","02","04","290550,5","5047903,4000000004","PV;Lorraine;Chemin;145"
"EGPUISARD","2018-01-12","02","04","290550,5","5047903,4000000004","PV;Lorraine;Chemin;145"
"EGPUISARD","2018-01-12","05","","282563,20000000001","5054510","RO;Alfred;Rue"
"EGPUISARD","2018-01-13","01","03","291466","5050847,7999999998","DU;Giffard;Croissant;2955"
"EGENTRÃESERVICE","2018-01-13","01","01","298174","5058428,5","FR;LÃ©a;Rue;770"
"EGPUISARD","2018-01-13","04","17","275279,29999999999","5045276","LO;19e;Avenue;2633"
"EGPUISARD","2018-01-13","04","17","275262,20000000001","5045296,5999999996","LO;19e;Avenue;2555"
"EGPUISARD","2018-01-13","01","03","291134,5","5051421,5999999996","DU;Maria-Chapdelaine;Rue;1600"
"EGPUISARD","2018-01-12","02","05","288788,59999999998","5046581,2000000002","LR;LargentiÃ¨re;Rue;565"
"EGPUISARD","2018-01-13","04","17","275273,59999999998","5044530,5","LO;42e;Rue;801"
"EGPUISARD","2018-01-13","04","18","276303,57780000003","5046613,8705000002","FA;4e;Avenue;977"
"EGPUISARD","2018-01-12","02","11","288132,90000000002","5044860,2999999998","LR;Clermont;Boulevard;9"
"EGPUISARD","2018-01-13","04","18","276910","5046610,4000000004","FA;13e;Avenue;870"
"EGENTRÃESERVICE","2018-01-13","01","03","291024,5","5052980,2999999998","DU;Aristocrates;Avenue;3029"
"EGENTRÃESERVICE","2018-01-13","01","03","290772,77750000003","5053934,3650000002","DU;Magistrat;Rue;3923"
"EGENTRÃESERVICE","2018-01-13","05","21","282821","5052072,4000000004","RO;De Manthet;Rue;165"
"EGPUISARD","2018-01-13","06","10","285141,70000000001","5054235","AU;Laurentides;Boulevard;5620"
"EGPUISARD","2018-01-12","02","04","289979,70000000001","5047831,2999999998","PV;Saint-Hubert;Rue;473"
"EGPUISARD","2018-01-13","04","18","278347,79999999999","5047732,0999999996","FA;Gerbault;Rue;912"
"EGPUISARD","2018-01-12","05","10","282542,20000000001","5054547,5","RO;Alfred;Rue;7"
"EGENTRÃESERVICE","2018-02-12","02","05","290530,40000000002","5046427","LR;Talbot;Boulevard;95"
"EGFOSSÃ","2018-03-22","01","01","300093,5","5059374,2999999998","FR;Fournier;Rue;525"
"EGPUISARD","2018-01-13","02","05","290566,5","5046413,7000000002","LR;Talbot;Boulevard;85"
"EGENTRÃESERVICE","2018-01-13","01","","297927,29999999999","5059057","FR;Mirelle;Rue"
"EGENTRÃESERVICE","2018-01-16","01","01","298191,09999999998","5058411","FR;LÃ©a;Rue;760"
"EGENTRÃESERVICE","2018-01-13","01","01","298328,40000000002","5061332,7999999998","FR;Mille-Ãles;Boulevard;8590"
"EGENTRÃESERVICE","2018-01-13","01","01","299089,70000000001","5058989,2999999998","FR;ThÃ©rien;Rue;670"
"EGPUISARD","2018-01-12","06","09","285579,59999999998","5052374,7999999998","AU;BohÃªme;Rue;244"
"EGPUISARD","2018-01-13","04","17","278229","5042977","DO;GÃ©raniums;Avenue;1205"
"EGPUISARD","2018-01-13","04","16","282847","5041857","DO;Seigneurie;Avenue;101"
"EGPUISARD","2018-01-13","04","17","278272","5042388,2000000002","DO;Bibeau;Rue;1025"
"EGFOSSÃ","2018-01-15","05","","285570,3812","5051267","VI;Francis-Hughes;Avenue"
"EGPUISARD","2018-01-15","05","19","279231,40000000002","5048966,0999999996","FA;Saint-Marc;Rue;3867"
"EGENTRÃESERVICE","2018-01-13","01","01","298929,40000000002","5059579,0999999996","FR;De Tilly;Place;1008"
"EGPUISARD","2018-01-15","05","20","281787,5","5048160,9000000004","FA;Fernand;Rue;240"
"EGENTRÃESERVICE","2018-03-01","02","11","287617","5045645,2999999998","LR;Clermont;Place;221"
"EGPUISARD","2018-01-18","05","21","282962,90000000002","5053969","RO;Ruisseau;Rue;21"
"EGFOSSÃ","2018-03-01","01","01","294875,90000000002","5060120,2999999998","FR;Masson;MontÃ©e;3805"
"EGREGARD","2018-01-15","05","18","280653,09999999998","5047002,4000000004","FA;JÃ©rÃ©mie;Rue;3657"
"EGPUISARD","2018-01-16","04","17","277101","5043309","DO;IslemÃ¨re;Rue;1381"
"EGPUISARD","2018-01-16","01","","293575,20000000001","5052545","VP;Saint-Julien;Rue"
"EGREGARD","2018-01-15","05","","279442,29999999999","5048716","FA;Marian;Rue"
"EGREGARD","2018-01-15","05","19","279899,59999999998","5048536,0999999996","FA;Martial;Rue;810"
"EGPUISARD","2018-11-07","04","18","278006,79999999999","5048567,2000000002","FA;41e;Avenue;1283"
"EGENTRÃESERVICE","2018-01-16","01","","0","0","DU;Comtesse;Rue"
"EGFOSSÃ","2018-01-15","05","","0","0","RO;Ãquerre;Rang"
"EGFOSSÃ","2018-01-15","05","21","284271","5052612,4000000004","RO;Ãquerre;Chemin;65"
"EGFOSSÃ","2018-01-15","05","21","284271","5052612,4000000004","RO;Ãquerre;Chemin;65"
"EGPUISARD","2018-01-16","04","16","282507,20000000001","5042181,9000000004","DO;Bord-de-l'Eau;Chemin;209"
"EGENTRÃESERVICE","2018-01-16","01","02","296979,59999999998","5057206,7999999998","DU;Hirondelles;Place;5"
"EGENTRÃESERVICE","2018-10-03","01","01","298906,79999999999","5058329,4000000004","FR;LÃ©vesque Est;Boulevard;8365"
"EGFOSSÃ","2018-01-16","01","02","296933","5057171,7999999998","DU;Hirondelles;Place;12"
"EGREGARD","2018-01-16","02","07","287588,79999999999","5049803,5","CH;ValliÃ¨res;Rue;2340"
"EGENTRÃESERVICE","2018-02-15","02","05","289010,09999999998","5045936,7000000002","LR;Crochet;Avenue;70"
"EGFOSSÃ","2018-01-16","01","01","294874,5","5060099,0999999996","FR;Masson;MontÃ©e;3795"
"EGPUISARD","2018-01-16","04","18","278006,79999999999","5048567,2000000002","FA;41e;Avenue;1283"
"EGPUISARD","2018-01-16","04","18","277976,79999999999","5048547,2999999998","FA;41e;Avenue;1282"
"EGENTRÃESERVICE","2018-05-22","03","07","284628,20000000001","5046152,9000000004","CH;Pouliot;Rue;680"
"EGPUISARD","2018-01-16","02","06","288612,5","5047225,4000000004","LR;Chamonix;Rue;545"
"EGENTRÃESERVICE","2018-01-16","06","10","285388,70000000001","5055408,7999999998","AU;Saint-SaÃ«ns Est;Rue;533"
"EGENTRÃESERVICE","2018-01-17","04","17","276787,20000000001","5044846,2999999998","LO;47e;Avenue;7700"
"EGPUISARD","2018-01-17","02","","290991,90000000002","5048065","PV;Dauphin;Rue"
"EGENTRÃESERVICE","2018-02-20","06","10","285401,70000000001","5055411,2999999998","AU;Saint-SaÃ«ns Est;Rue;537"
"EGENTRÃESERVICE","2018-01-17","01","01","298139,59999999998","5059476,5","FR;MÃ©lisande;Rue;2077"
"EGENTRÃESERVICE","2018-01-17","01","","298420,20000000001","5058157","FR;LÃ©vesque Est;Boulevard"
"EGENTRÃESERVICE","2018-01-16","02","04","290476,79999999999","5047108","PV;Berri;Rue;73"
"EGENTRÃESERVICE","2018-01-16","02","20","285327,59999999998","5050284,5999999996","RO;Bergar;Rue;1399"
"EGAUTRES","2018-03-02","05","18","280637,79999999999","5047006,5999999996","FA;JÃ©rÃ©mie;Rue;3661"
"EGENTRÃESERVICE","2018-01-20","04","16","279846,20000000001","5043115,4000000004","DO;Jonquilles;Rue;936"
"EGAUTRES","2018-01-25","05","20","280473","5048477,5","FA;Dagenais Ouest;Boulevard;3540"
"EGPUISARD","2018-01-16","01","02","294227,5","5054621,9000000004","DU;LÃ©vesque Est;Boulevard;6389"
"EGPUISARD","2018-01-17","02","11","287878,70000000001","5045739,7999999998","LR;Giroux;Avenue;167"
"EGPUISARD","2018-01-20","04","","278235,29999999999","5048096","FA;40e;Avenue"
"EGENTRÃESERVICE","2018-11-08","04","16","280972","5042347,2000000002","DO;Ouellette;Rue;553"
"EGREGARD","2018-04-04","02","11","287954,20000000001","5045731,9000000004","LR;Montmorency;Rue;439"
"EGFOSSÃ","2018-01-17","01","01","294874,5","5060099,0999999996","FR;Masson;MontÃ©e;3795"
"EGENTRÃESERVICE","2018-02-02","06","","287784,90000000002","5051122,9000000004","VI;Neuville;Rue;1750"
"EGPUISARD","2018-01-23","05","","280241,20000000001","5047465","FA;Jacques;Rue"
"EGREGARD","2018-01-19","01","01","294842,5","5060680,9000000004","FR;Berloin;Rue;3"
"EGREGARD","2018-01-19","01","","0","0","DU;CÃ©pages;Boulevard"
"EGPUISARD","2018-01-29","01","01","298786,59999999998","5059737,2999999998","FR;La PÃ©riÃ¨re;Rue;8670"
"EGENTRÃESERVICE","2018-01-23","03","15","284252,5","5045201,7000000002","CH;Pilon;Terrasse;1575"
"EGENTRÃESERVICE","2018-10-23","06","10","284754,09999999998","5054712,2000000002","AU;SÃ©bastien;Rue;5980"
"EGENTRÃESERVICE","2018-11-08","04","16","280981,40000000002","5042331,4000000004","DO;Ouellette;Rue;549"
"EGENTRÃESERVICE","2018-01-19","05","","281729,81329999998","5048636,6601","FA;Esther;Rue;3155"
"EGPUISARD","2018-10-09","02","05","289222,79999999999","5046627,0999999996","LR;Robin;Boulevard;365"
"EGPUISARD","2018-04-03","02","06","288612,5","5047225,4000000004","LR;Chamonix;Rue;545"
"EGENTRÃESERVICE","2018-05-10","02","04","291036,14439999999","5047661,0225","PV;Boischatel;Rue;209"
"EGPUISARD","2018-01-19","01","","298353,5","5058229","FR;LÃ©a;Rue"
"EGENTRÃESERVICE","2018-01-19","03","14","284723,90000000002","5044557,7000000002","CH;Shorecrest;Avenue;1242"
"EGCONDUITEMAITR","2018-05-24","02","04","291024,79999999999","5047490,7000000002","PV;Paquin;Terrasse;38"
"EGENTRÃESERVICE","2018-01-23","05","20","283130,1018","5051147,6802000003","RO;Passerin;Rue;2455"
"EGPUISARD","2018-01-22","01","01","298833,40000000002","5058508,4000000004","FR;Gravel;Avenue;8415"
"EGPUISARD","2018-01-20","02","","288750,90000000002","5049122","CH;Laurentides;Boulevard"
"EGAUTRES","2018-01-22","06","08","287537,29999999999","5050492,9000000004","VI;Edimbourg;Rue;26"
"EGPUISARD","2018-06-05","03","15","282340,9031","5045943,6771","CH;Lamontagne;Rue;2425"
"EGPUISARD","2018-01-22","01","02","291816,70000000001","5055715,2999999998","DU;Bas-Saint-FranÃ§ois;Rang;5272"
"EGAUTRES","2018-01-22","06","09","286371,09999999998","5053126,2000000002","VI;Belgrade Est;Rue;101"
"EGPUISARD","2018-01-23","01","01","298603,40000000002","5058676,9000000004","FR;Monty;Rue;745"
"EGPUISARD","2018-02-22","01","02","294384,09999999998","5054774,4000000004","DU;LÃ©vesque Est;Boulevard;6465"
"EGENTRÃESERVICE","2018-01-22","01","04","291300,40000000002","5049547,2000000002","DU;Hameury;Rue;2380"
"EGPUISARD","2018-01-22","06","10","285136,20000000001","5055584,4000000004","AU;Pelletier;Rue;6297"
"EGPUISARD","2018-01-28","04","18","278295,09999999998","5048563,2999999998","FA;45e;Avenue;1221"
"EGENTRÃESERVICE","2018-06-05","03","15","282347,6802","5045932,9802000001","CH;Lamontagne;Rue;2421"
"EGPUISARD","2018-01-22","03","13","285225,79999999999","5043834,5999999996","CH;90e;Avenue;416"
"EGENTRÃESERVICE","2018-08-19","06","10","284982,70000000001","5055038,0999999996","AU;Laurentides;Boulevard;6132"
"EGENTRÃESERVICE","2018-05-01","06","09","286222,40000000002","5053160,9000000004","VI;Richmond;Place;2310"
"EGREGARD","2018-01-25","01","","295578,29119999998","5056676","DU;Chardonnay;Rue"
"EGPUISARD","2018-01-23","05","21","282642,70000000001","5053768,7000000002","RO;Becquet;Rue;2"
"EGPUISARD","2018-01-23","04","17","276559,5","5043388,7000000002","DO;Matane;Rue;1585"
"EGENTRÃESERVICE","2018-07-30","02","05","289550,59999999998","5047298,0999999996","LR;7e;Avenue;236"
"EGPUISARD","2018-01-23","03","13","286231,90000000002","5043987,5999999996","CH;2e;Rue;3720"
"EGPUISARD","2018-07-06","02","05","290280,20000000001","5046482,4000000004","LR;LÃ©on;Rue;55"
"EGPUISARD","2018-01-23","05","20","283438","5049997,2999999998","RO;GuÃªpier;Rue;2525"
"EGENTRÃESERVICE","2018-05-03","03","13","285853,1127","5043816,4771999996","CH;84e;Avenue;230"
"EGENTRÃESERVICE","2018-02-02","02","","0","0","CH;Industriel;Boulevard;2550"
"EGPUISARD","2018-04-04","04","16","281095,90000000002","5042954,4000000004","DO;Sylvie;Rue;655"
"EGREGARD","2018-11-27","04","","278535,70000000001","5047686","FA;Sainte-Rose;Boulevard"
"EGPUISARD","2018-12-06","04","","278581","5047703","FA;41e;Avenue"
"EGPUISARD","2018-01-24","05","21","281725,79999999999","5051583,5","RO;FranÃ§ois-BaillairgÃ©;Rue;204"
"EGPUISARD","2018-01-24","04","","278706,59999999998","5047576","FA;Sonia;Place"
"EGENTRÃESERVICE","2018-03-13","06","08","287608,70000000001","5051347,9000000004","VI;Vienne;Rue;1778"
"EGENTRÃESERVICE","2018-06-12","06","10","285496,20000000001","5054324,2000000002","AU;PÃ©guy;Rue;310"
"EGAUTRES","2018-01-29","01","01","298402,70000000001","5058861","FR;Monty;Rue;900"
"EGFOSSÃ","2018-01-30","05","20","282509","5047657,4000000004","CH;Saint-ElzÃ©ar Ouest;Boulevard;4153"
"EGPUISARD","2018-01-31","06","","287386,59999999998","5050930","VI;Laurentides;Boulevard"
"EGAUTRES","2018-01-26","02","","285306,42680000002","5048476",""
"EGPUISARD","2018-01-31","06","","287614,0416","5050624","VI;Laurentides;Boulevard"
"EGPUISARD","2018-02-28","02","20","284973,70000000001","5049011,0999999996","CH;Saint-ElzÃ©ar Ouest;Boulevard;2050"
"EGPUISARD","2018-01-26","06","08","287380,09999999998","5050984,5","VI;Laurentides;Boulevard;1755"
"EGREGARD","2018-12-05","06","09","286253,5","5053238,2999999998","VI;Richmond;Rue;2311"
"EGENTRÃESERVICE","2018-05-23","05","19","282084","5049663","FA;Guillemette;Rue;635"
"EGPUISARD","2018-01-29","05","19","280847,29999999999","5049695,7999999998","FA;Cyprien;Rue;3353"
"EGREGARD","2018-04-23","03","","285446,29999999999","5045483","CH;Marguerite-Bourgeoys;Rue"
"EGENTRÃESERVICE","2018-04-05","04","16","279852,5","5043551,4000000004","DO;Violette;Rue;1020"
"EGPUISARD","2018-01-30","06","09","285498,40000000002","5052433,9000000004","AU;Olivier-Chauveau;Rue;211"
"EGPUISARD","2018-02-03","04","16","281489,40000000002","5044022,2999999998","DO;Bigras;Rue;899"
"EGPUISARD","2018-02-02","03","13","285027,59999999998","5043269,5","CH;LÃ©vesque Ouest;Boulevard;4464"
"EGPUISARD","2018-02-02","03","13","285012,20000000001","5043321,2000000002","CH;LÃ©vesque Ouest;Boulevard;4467"
"EGPUISARD","2018-02-02","03","14","285188","5044456,2000000002","CH;Notre-Dame;Boulevard;4017"
"EGPUISARD","2018-01-29","02","07","286743,59999999998","5048002,0999999996","CH;Tessier;Boulevard;1931"
"EGPUISARD","2018-02-02","03","15","282994,3542","5045009,2374999998","CH;Ãmilie-Gadbois;Rue;1965"
"EGPUISARD","2018-02-02","03","14","283144,79999999999","5043744,5999999996","CH;Charlevoix;Avenue;5136"
"EGPUISARD","2018-01-29","02","","287200","5047975","CH;Maple;Rue"
"EGPUISARD","2018-02-02","03","14","284465,77500000002","5044611,4000000004","CH;Fraser;Terrasse;1380"
"EGPUISARD","2018-01-31","05","21","283429,20000000001","5054116,0999999996","RO;Terrasses;Avenue;52"
"EGPUISARD","2018-01-30","06","09","286197,09999999998","5053008,4000000004","VI;Roncevaux;Rue;2285"
"EGPUISARD","2018-01-29","01","02","291875,79999999999","5051509,2000000002","VP;Dufault;Rue;1077"
"EGPUISARD","2018-02-03","04","17","275326,40000000002","5045702,2999999998","LO;20e;Rue;2705"
"EGPUISARD","2018-02-03","04","18","278193,90000000002","5048300,2000000002","FA;41e;Avenue;1163"
"EGPUISARD","2018-02-02","03","15","283774,51850000001","5046335,4868000001","CH;Barbe;Avenue;2444"
"EGPUISARD","2018-01-29","02","05","289059,59999999998","5045930,5","LR;Crochet;Avenue;67"
"EGPUISARD","2018-01-29","02","04","290538,59999999998","5047889,7999999998","PV;Goineau;Boulevard;245"
