"ProblÃ¨me","Date rÃ©alisÃ©e","secteur","District","CoordonnÃ©e x","CoordonnÃ©e y","Emplacement pour tri" 
"EGREGARD","2018-05-10","02","05","289598,29999999999","5047809,2000000002","LR;Quintal;Avenue;344"
"EGPUISARD","2018-11-05","01","04","291725,09999999998","5049186,7000000002","DU;Beauport;Place;250"
"EGPUISARD","2018-05-02","05","","280114,79999999999","5048443","FA;Martin;Rue"
"EGPUISARD","2018-06-11","02","06","289562,20000000001","5048210,9000000004","PV;Laurentides;Boulevard;673"
"EGFOSSÃ","2018-05-07","04","","279480,49440000003","5043722","DO;Saint-Martin Ouest;Boulevard"
"EGPUISARD","2018-05-08","02","","289465,29999999999","5046427","LR;15e;Rue"
"EGREGARD","2018-09-06","05","20","281365,59999999998","5047934,4000000004","FA;Hudon;Rue;503"
"EGREGARD","2018-09-06","05","20","281260","5047862","FA;Hudon;Rue;464"
"EGENTRÃESERVICE","2018-06-06","02","06","290101","5049834,2000000002","DU;De La Salle;Croissant;1590"
"EGENTRÃESERVICE","2018-05-07","03","14","284151,59999999998","5043360,9000000004","CH;4e;Rue;4827"
"EGPUISARD","2018-08-19","03","12","285317,20000000001","5045563,2000000002","CH;Adolphe-Chapleau;Rue;3624"
"EGENTRÃESERVICE","2018-05-10","01","03","291202,59999999998","5051399,5","DU;Maria-Chapdelaine;Rue;1585"
"EGFOSSÃ","2018-05-07","06","10","284765,70000000001","5056669,0999999996","AU;Brochu;Rue;8"
"EGPUISARD","2018-10-17","03","14","284269,70000000001","5043397,9000000004","CH;101e;Avenue;518"
"EGPUISARD","2018-05-06","03","12","286889,20000000001","5044138,7000000002","CH;69e;Avenue;137"
"EGENTRÃESERVICE","2018-05-08","06","","0","0","VI;BÃ©dard;Rue"
"EGPUISARD","2018-05-10","03","12","286902,79999999999","5044115,2000000002","CH;69e;Avenue;125"
"EGENTRÃESERVICE","2018-05-12","06","","0","0","AU;Terrasses;Place"
"EGREGARD","2018-05-31","05","","282342,29999999999","5050640","RO;CurÃ©-Labelle;Boulevard"
"EGCONDUITEMAITR","2018-05-04","03","13","284615,5","5042627,5999999996","CH;Ãles;Promenade;100"
"EGPUISARD","2018-06-08","05","20","283739,59999999998","5051138,2000000002","RO;CrÃ©cerelles;Rue;2252"
"EGENTRÃESERVICE","2018-09-12","02","11","288112,29999999999","5046009,5999999996","LR;Brien;Avenue;185"
"EGPUISARD","2018-05-07","04","17","278183","5043110","DO;Amaryllis;Rue;1105"
"EGREGARD","2018-06-14","03","12","287217,17129999999","5044365,6692000004","CH;LÃ©vesque Ouest;Boulevard;3120"
"EGPUISARD","2018-05-07","01","","298435","5058677","FR;Lambert;Rue"
"EGPONCEAU","2018-05-10","03","15","282393,90000000002","5044808,2999999998","CH;Saint-Martin Ouest;Boulevard;5215"
"EGENTRÃESERVICE","2018-07-26","02","11","288069,40000000002","5045886,2000000002","LR;Montmorency;Place;17"
"EGPUISARD","2018-06-07","03","15","283187,24829999998","5045031,5182999996","CH;Gaston-Chapleau;Rue;4652"
"EGAUTRES","2018-06-14","03","12","285039,70000000001","5045843,4000000004","CH;Lapalme;Avenue;1570"
"EGPUISARD","2018-05-08","03","12","286875,40000000002","5044094,4000000004","CH;69e;Avenue;128"
"EGPUISARD","2018-06-17","03","14","284320,09999999998","5043400,5999999996","CH;101e;Avenue;509"
"EGREGARD","2018-05-07","03","","285879,59999999998","5047431","CH;CosmodÃ´me;Avenue"
"EGPUISARD","2018-10-10","05","19","280150,20000000001","5048163,4000000004","FA;Julie;Place;3643"
"EGPUISARD","2018-05-10","06","10","286182,29999999999","5053791,5","AU;Lacasse;Avenue;585"
"EGREGARD","2018-05-07","05","","280114,79999999999","5048443","FA;Martin;Rue"
"EGENTRÃESERVICE","2018-07-23","03","13","285811,29999999999","5043746,7000000002","CH;LÃ©vesque Ouest;Boulevard;3997"
"EGPUISARD","2018-05-07","05","19","0","0","CH;Saint-ElzÃ©ar Ouest;Boulevard;3861"
"EGENTRÃESERVICE","2018-05-07","04","18","276980,79999999999","5047156,2000000002","FA;18e;Avenue;1057"
"EGENTRÃESERVICE","2018-08-22","01","03","291611,90000000002","5050310,7999999998","DU;Concorde Est;Boulevard;2995"
"EGREGARD","2018-06-08","02","06","290158,40000000002","5049871,5999999996","DU;CrÃ©mazie;Rue;1575"
"EGENTRÃESERVICE","2018-07-26","04","16","280562","5042490,0999999996","DO;Maisonneuve;Rue;591"
"EGENTRÃESERVICE","2018-05-17","","","0","0","RO;Galipeau;Rue"
"EGENTRÃESERVICE","2018-05-17","","","0","0","RO;Galipeau;Rue"
"EGPUISARD","2018-07-15","01","02","293602,20000000001","5052228,2999999998","VP;Bellevue;Avenue;261"
"EGREGARD","2018-05-15","04","18","279053","5047391,4000000004","FA;Odile;Rue;491"
"EGENTRÃESERVICE","2018-06-06","05","20","281878,70000000001","5048335","FA;Fernand;Rue;362"
"EGENTRÃESERVICE","2018-10-08","04","18","276529","5045942,2999999998","FA;1re;Avenue;685"
"EGPUISARD","2018-06-05","05","21","283231,40000000002","5053715,9000000004","RO;Sainte-Rose;Boulevard;44"
"EGPUISARD","2018-11-06","05","20","283362,18910000002","5051031,0515000001","RO;VoliÃ¨re;Avenue;2195"
"EGENTRÃESERVICE","2018-05-09","04","16","281561,26919999998","5044077,4099000003","DO;Principale;Rue;132"
"EGFOSSÃ","2018-05-24","04","17","276666,90000000002","5042258,5","IL;Tour;Chemin;106"
"EGENTRÃESERVICE","2018-08-16","06","10","284592","5054959,7999999998","AU;Saint-SaÃ«ns Ouest;Rue;255"
"EGPUISARD","2018-06-04","01","","292565,70000000001","5051366,2999999998","VP;Concorde Est;Boulevard;3999"
"EGFOSSÃ","2018-05-14","04","16","283167,59999999998","5042356,7999999998","DO;Ãtienne-Lavoie;Rue;888"
"EGENTRÃESERVICE","2018-07-30","05","21","281339,87550000002","5050582,8832999999","RO;Louis-Paul-Perron;Rue;6919"
"EGPUISARD","2018-05-28","06","09","285768","5053240,2000000002","AU;Laurentides;Boulevard;4930"
"EGPUISARD","2018-05-28","06","09","286026","5052901,4000000004","AU;Laurentides;Boulevard;4660"
"EGENTRÃESERVICE","2018-05-10","03","14","284070,09999999998","5043685,2000000002","CH;D'Arcy-McGee;Rue;4750"
"EGCONDUITEMAITR","2018-05-10","05","21","281460,79999999999","5050810,2000000002","RO;Jean-Chauvin;Rue;407"
"EGPUISARD","2018-05-22","05","20","281198,90000000002","5047534,7000000002","FA;Huguette;Rue;366"
"EGAUTRES","2018-05-09","02","04","291164,20000000001","5049081,0999999996","DU;D'Artigny;Croissant;720"
"EGPUISARD","2018-05-10","05","18","280476,59999999998","5047575,9000000004","FA;Juan;Place;445"
"EGPUISARD","2018-06-10","06","08","288425,20000000001","5052742,5","VI;Sigmund-Freud;Rue;402"
"EGREGARD","2018-05-29","05","21","283695,79999999999","5053888,2999999998","RO;Sainte-Rose Est;Boulevard;45"
"EGPUISARD","2018-05-14","03","","282759","5046487","CH;ClÃ©roux;Boulevard"
"EGENTRÃESERVICE","2018-05-19","06","08","287788,90000000002","5051015,7000000002","VI;Lucerne;Rue;1713"
"EGPUISARD","2018-06-01","03","12","285873,09999999998","5045491","CH;Chomedey;Boulevard;1111"
"EGPUISARD","2018-05-12","07","01","299333,70000000001","5059111,9000000004","FR;Ducharme;Rue;8825"
"EGREGARD","2018-05-14","03","07","285738,29999999999","5047474,5","CH;Laurentides (A-15);Desserte ouest;2150"
"EGENTRÃESERVICE","2018-06-14","06","","0","0","VI;Louis-Durocher;Rue"
"EGPUISARD","2018-05-14","03","","284256,09999999998","5047438","CH;Chomedey;Boulevard"
"EGENTRÃESERVICE","2018-07-18","02","11","287995,29999999999","5045279,5","LR;Verdi;Avenue;88"
"EGPUISARD","2018-05-16","05","21","282712,20000000001","5053401","RO;Patriotes;Rue;790"
"EGFOSSÃ","2018-08-29","01","01","299506,09999999998","5061814,5999999996","FR;Mille-Ãles;Boulevard;9300"
"EGPUISARD","2018-05-24","06","10","283904,73060000001","5055298,5236999998","AU;Parc-des-Ãrables;Rue;91"
"EGENTRÃESERVICE","2018-11-16","04","16","280984","5042261,5999999996","DO;Ouellette;Rue;542"
"EGREGARD","2018-05-13","02","","289499,40000000002","5048243","PV;Laurentides;Boulevard"
"EGPUISARD","2018-07-30","01","02","294384,09999999998","5054774,4000000004","DU;LÃ©vesque Est;Boulevard;6465"
"EGPUISARD","2018-05-13","02","11","288552,24060000002","5045254,2297","LR;Prairies;Boulevard;387"
"EGREGARD","2018-05-13","04","18","277408,40000000002","5046821,2000000002","FA;Frenette;Boulevard;4465"
"EGPUISARD","2018-05-14","05","21","282571,09999999998","5051962,4000000004","RO;Coron;Rue;231"
"EGREGARD","2018-05-22","02","06","289562,20000000001","5048210,9000000004","PV;Laurentides;Boulevard;673"
"EGPUISARD","2018-10-30","05","20","280754","5047948,4000000004","FA;Ignace;Rue;3548"
"EGPUISARD","2018-07-11","05","21","282571,09999999998","5051962,4000000004","RO;Coron;Rue;231"
"EGENTRÃESERVICE","2018-05-14","01","04","291541,95209999999","5049368,9292000001","DU;RosemÃ¨re;Rue;2450"
"EGENTRÃESERVICE","2018-05-16","01","04","291541,95209999999","5049368,9292000001","DU;RosemÃ¨re;Rue;2450"
"EGENTRÃESERVICE","2018-11-07","02","05","290145,59999999998","5046637,9000000004","LR;Cartier Ouest;Boulevard;42"
"EGPUISARD","2018-05-14","01","02","293138,09999999998","5052260,4000000004","VP;Champagnat;Avenue;1016"
"EGREGARD","2018-05-14","01","03","291432,09999999998","5050266,4000000004","DU;Dieppe;Croissant;1095"
"EGENTRÃESERVICE","2018-08-01","04","16","280807,90000000002","5042585,5","DO;Georges;Place;521"
"EGENTRÃESERVICE","2018-08-22","02","04","290955","5048447,2999999998","DU;Notre-Dame-de-Fatima;Rue;305"
"EGPUISARD","2018-05-24","06","09","287356","5053623,9000000004","VI;Marbella;Rue;2236"
"EGENTRÃESERVICE","2018-05-16","03","13","285559,06020000001","5044637,5981999999","CH;Notre-Dame;Boulevard;3828"
"EGPUISARD","2018-05-17","03","13","284849,40000000002","5042981,2999999998","CH;Ermitage;Rue;162"
"EGENTRÃESERVICE","2018-06-21","04","17","276916,79999999999","5044676","LO;47e;Avenue;8400"
"EGENTRÃESERVICE","2018-07-23","04","16","282216,90000000002","5042753,2999999998","DO;Josaphat-Demers;Avenue;580"
"EGCONDUITEMAITR","2018-05-21","05","19","279329,09999999998","5048485,5","FA;Nina;Rue;3898"
"EGENTRÃESERVICE","2018-05-15","03","13","284409,29999999999","5042378,5999999996","CH;Escaut;Rue;72"
"EGENTRÃESERVICE","2018-07-04","04","17","276959,23749999999","5044668,7227999996","LO;47e;Avenue;8481"
"EGENTRÃESERVICE","2018-06-11","06","10","284980,40000000002","5055050,4000000004","AU;Laurentides;Boulevard;6142"
"EGPUISARD","2018-05-16","02","06","290740,40000000002","5049303,5","DU;Albanel;Croissant;1078"
"EGREGARD","2018-06-01","03","14","284331,79999999999","5043904,2000000002","CH;Parkway;Rue;732"
"EGPUISARD","2018-05-29","04","18","277156,29999999999","5046705","FA;Dionne;Rue;943"
"EGPUISARD","2018-05-15","05","","282811,48330000002","5047700","CH;Saint-ElzÃ©ar Ouest;Boulevard"
"EGCONDUITEMAITR","2018-05-23","02","04","290991,20000000001","5048283,0999999996","PV;Laporte;Avenue;261"
"EGENTRÃESERVICE","2018-05-16","02","11","287649,40000000002","5047734,5","CH;Laval;Boulevard;1695"
"EGREGARD","2018-07-12","01","03","290588","5051021,2000000002","DU;PÃ©ribonka;Avenue;2785"
"EGPUISARD","2018-08-26","05","20","284158","5048545,5","CH;Daniel-Johnson;Boulevard;3045"
"EGPONCEAU","2018-05-15","04","","0","0","DO;Samson;Boulevard"
"EGENTRÃESERVICE","2018-05-16","03","15","282802,20000000001","5045886,5999999996","CH;Beauchesne;Rue;4607"
"EGCONDUITEMAITR","2018-05-28","03","12","284934","5045938","CH;Jordan;Avenue;1645"
"EGENTRÃESERVICE","2018-05-29","04","17","277208,20000000001","5043157,5999999996","DO;IslemÃ¨re;Rue;1337"
"EGPUISARD","2018-05-16","04","18","276485,20000000001","5046832,5999999996","FA;9e;Avenue;1039"
"EGPUISARD","2018-05-16","04","17","280103,20000000001","5042482,4000000004","DO;De Marillac;Rue;695"
"EGPUISARD","2018-05-16","04","18","277784,59999999998","5047149,0999999996","FA;Faribault;Rue;4310"
"EGPUISARD","2018-05-16","04","18","277784,59999999998","5047149,0999999996","FA;Faribault;Rue;4310"
"EGPUISARD","2018-05-23","01","01","298869,09999999998","5058971,5","FR;Moulin;MontÃ©e;815"
"EGREGARD","2018-05-31","05","","282797,18339999998","5047694","CH;Saint-ElzÃ©ar Ouest;Boulevard"
"EGPUISARD","2018-05-16","05","20","283252,09999999998","5050748,7000000002","RO;Bouvreuil;Rue;6695"
"EGENTRÃESERVICE","2018-07-29","01","02","292976,5","5052653,4000000004","VP;Saint-Vincent;Rue;4893"
"EGCONDUITEMAITR","2018-05-28","05","21","281759,59419999999","5052055,1591999996","RO;Sainte-Rose;Boulevard;340"
"EGENTRÃESERVICE","2018-05-23","01","03","290465,29999999999","5050471,7000000002","DU;Mauricie;Avenue;1700"
"EGCONDUITEMAITR","2018-06-30","05","","282273,59999999998","5048884","FA;CurÃ©-Labelle;Boulevard"
"EGENTRÃESERVICE","2018-05-31","06","09","287914,70000000001","5053382,5","VI;Calmar;Rue;2178"
"EGCONDUITEMAITR","2018-05-28","02","07","288162,70000000001","5049108,0999999996","CH;ValliÃ¨res;Rue;1918"
"EGPUISARD","2018-05-17","02","06","289988,09999999998","5049049,7000000002","PV;Brest;Rue;726"
"EGPUISARD","2018-07-04","01","01","297895,45370000001","5058529,7512999997","FR;Harmonie;Rue;940"
"EGENTRÃESERVICE","2018-05-31","06","09","286666,09999999998","5053765,7000000002","AU;Prudentiel;Boulevard;2476"
"EGPUISARD","2018-05-29","06","08","286451,09999999998","5051287,5999999996","VI;Charleroi;Rue;137"
"EGPUISARD","2018-06-06","03","12","286800,70000000001","5044301,7000000002","CH;69e;Avenue;241"
"EGPUISARD","2018-06-06","03","12","286762,5","5044290,4000000004","CH;69e;Avenue;252"
"EGCONDUITEMAITR","2018-06-10","05","21","281800,90000000002","5052049,5","RO;LongprÃ©;Boulevard;112"
"EGCONDUITEMAITR","2018-06-10","05","21","281800,90000000002","5052049,5","RO;LongprÃ©;Boulevard;112"
"EGREGARD","2018-05-20","01","02","294135,40000000002","5054498,4000000004","DU;LÃ©vesque Est;Boulevard;6325"
"EGPUISARD","2018-05-22","02","06","289508,24979999999","5048062,2312000003","LR;19e;Rue;19"
"EGCONDUITEMAITR","2018-06-06","03","15","283525,70000000001","5045488,9000000004","CH;Fafard;Rue;4488"
"EGENTRÃESERVICE","2018-08-23","04","17","275404,29999999999","5046205,2999999998","LO;10e;Rue;3901"
"EGPUISARD","2018-05-23","02","06","288661,09999999998","5047165,2999999998","LR;MegÃ¨ve;Rue;500"
"EGENTRÃESERVICE","2018-05-24","02","07","288159,79999999999","5049136,4000000004","CH;ValliÃ¨res;Rue;1924"
"EGREGARD","2018-05-20","06","","287982,09999999998","5050418",""
"EGENTRÃESERVICE","2018-05-31","05","19","281560,59999999998","5049145,0999999996","FA;Girouard;Rue;3157"
"EGENTRÃESERVICE","2018-05-23","06","09","286191","5053234,5999999996","VI;Richmond;Rue;2320"
"EGPUISARD","2018-05-20","01","04","292050,40000000002","5050259,4000000004","DU;D'Auteuil;Place;711"
"EGENTRÃESERVICE","2018-05-20","01","04","292064,09999999998","5050270,9000000004","DU;D'Auteuil;Place;709"
"EGENTRÃESERVICE","2018-05-20","05","20","281817,40000000002","5048137,9000000004","FA;Ãlie;Rue;269"
"EGCONDUITEMAITR","2018-05-22","02","05","290145,59999999998","5046637,9000000004","LR;Cartier Ouest;Boulevard;42"
"EGENTRÃESERVICE","2018-10-04","01","02","292997,79999999999","5051213,0999999996","VP;Rose-de-Lima;Avenue;869"
"EGPUISARD","2018-05-24","06","09","287350,29999999999","5052307,0999999996","VI;Bucarest;Rue;1930"
"EGPUISARD","2018-06-19","03","12","284901,79999999999","5045920,7999999998","CH;Jordan;Avenue;1640"
"EGPUISARD","2018-05-22","01","","292329,79999999999","5050762","VP;Concorde Est;Boulevard"
"EGENTRÃESERVICE","2018-06-18","01","04","292064,09999999998","5050270,9000000004","DU;D'Auteuil;Place;709"
"EGPUISARD","2018-05-23","06","08","287341,29999999999","5051647,4000000004","VI;Capitol;Rue;1881"
"EGPONCEAU","2018-05-22","01","01","298982,29999999999","5059094,5999999996","FR;Robert;Avenue;8655"
"EGPUISARD","2018-05-23","06","08","287474,5","5051670,7999999998","VI;Beaucourt;Rue;1879"
"EGPUISARD","2018-05-28","01","01","298740,79999999999","5059432,5999999996","FR;De Tilly;Rue;9488"
"EGPUISARD","2018-06-21","02","06","290169,59999999998","5049227,2000000002","PV;Anjou;Rue;1505"
"EGENTRÃESERVICE","2018-09-18","06","10","286065,59999999998","5054094","AU;PÃ©ladeau;Rue;605"
"EGCONDUITEMAITR","2018-05-23","06","09","286191","5053234,5999999996","VI;Richmond;Rue;2320"
"EGCONDUITEMAITR","2018-12-03","02","05","289777,40000000002","5047189,2000000002","LR;Meunier Ouest;Rue;50"
"EGENTRÃESERVICE","2018-06-08","03","07","284894,42599999998","5046978,6617000001","CH;Chenonceau;Boulevard;3875"
"EGENTRÃESERVICE","2018-08-22","03","15","283499,29999999999","5045419,4000000004","CH;Fauteux;Rue;1904"
"EGENTRÃESERVICE","2018-05-23","04","17","275404,29999999999","5046205,2999999998","LO;10e;Rue;3901"
"EGENTRÃESERVICE","2018-05-29","05","20","281889,20000000001","5048730,7000000002","FA;Ãric;Rue;476"
"EGPUISARD","2018-05-24","02","06","288544,90000000002","5047503,7000000002","LR;MegÃ¨ve;Rue;645"
"EGENTRÃESERVICE","2018-10-03","06","08","286847,79999999999","5051187,4000000004","VI;LiÃ¨ge;Rue;73"
"EGPUISARD","2018-05-29","06","","287618,46380000003","5050658,6288000001","VI;Laurentides;Boulevard;1655"
"EGENTRÃESERVICE","2018-07-10","05","21","282846,29999999999","5053299,2000000002","RO;Dufferin;Terrasse;89"
"EGENTRÃESERVICE","2018-05-24","04","16","281492,3553","5042127,6682000002","DO;Bord-de-l'Eau;Chemin;443"
"EGREGARD","2018-05-24","03","13","285487,3934","5044599,7947000004","CH;Notre-Dame;Boulevard;3858"
"EGCONDUITEMAITR","2018-05-24","03","12","286817,90000000002","5044997,2999999998","CH;5e;Rue;3104"
"EGPUISARD","2018-05-24","05","20","283263,59999999998","5050102,5999999996","RO;Aiglon;Rue;6399"
"EGPUISARD","2018-05-24","05","20","283214","5050125","RO;Aiglon;Rue;6411"
"EGCONDUITEMAITR","2018-06-04","02","11","288543,79999999999","5046168","LR;Parc;Avenue;208"
"EGPUISARD","2018-05-24","03","14","283816,20000000001","5044329,0999999996","CH;Emerson;Rue;1074"
"EGENTRÃESERVICE","2018-10-18","01","01","291574,20000000001","5060106,2999999998","FR;Rondeau;Rue;4840"
"EGPUISARD","2018-07-05","04","","0","0","LL;Ãrables;Rue"
"EGPUISARD","2018-06-06","05","19","279294,09999999998","5048907,2000000002","FA;Bahia;Rue;3867"
"EGREGARD","2018-05-26","03","","285825,03200000001","5046313","CH;ChÃ¢teaux;Rue"
"EGPONCEAU","2018-05-26","01","01","298883,40000000002","5059035,7999999998","FR;Robert;Avenue;8595"
"EGPUISARD","2018-05-26","01","03","290559,09999999998","5051179,5999999996","DU;Aigremont;Rue;2899"
"EGFOSSÃ","2018-06-12","01","01","302343,90000000002","5061931,0999999996","FR;GariÃ©py;Rue;11030"
"EGPUISARD","2018-05-28","02","06","289562,20000000001","5048210,9000000004","PV;Laurentides;Boulevard;673"
"EGCONDUITEMAITR","2018-05-25","05","","282794,09999999998","5051906","RO;AndrÃ©-ChÃ©nier;Rue"
"EGENTRÃESERVICE","2018-06-11","03","13","285559,06020000001","5044637,5981999999","CH;Notre-Dame;Boulevard;3828"
"EGREGARD","2018-05-26","04","","282780,29999999999","5042559","DO;Samson;Boulevard"
"EGREGARD","2018-05-29","04","","282780,29999999999","5042559","DO;Samson;Boulevard"
"EGPUISARD","2018-05-31","05","21","281489,70000000001","5051795,5","RO;Sainte-Rose;Boulevard;373"
"EGPUISARD","2018-05-27","04","17","276357,40000000002","5045472,5999999996","LO;Arthur-SauvÃ©;Boulevard;6155"
"EGREGARD","2018-05-31","05","","282811,48330000002","5047700","CH;Saint-ElzÃ©ar Ouest;Boulevard"
"EGPUISARD","2018-05-30","05","20","282739","5051064,0999999996","RO;Sittelles;Rue;7055"
"EGENTRÃESERVICE","2018-05-28","05","21","282610,54930000001","5052520,6550000003","RO;Deslauriers;Rue;150"
"EGENTRÃESERVICE","2018-06-05","05","20","281889,20000000001","5048730,7000000002","FA;Ãric;Rue;476"
"EGENTRÃESERVICE","2018-06-27","01","01","298356,09999999998","5058921,2000000002","FR;Monty;Rue;940"
"EGCONDUITEMAITR","2018-05-29","05","20","281817,40000000002","5048137,9000000004","FA;Ãlie;Rue;269"
"EGCONDUITEMAITR","2018-05-29","05","03","290592,90000000002","5050745,9000000004","DU;Saint-Boniface;Rue;1745"
"EGENTRÃESERVICE","2018-05-29","05","10","282913","5054407,5","RO;Venise;Rue;4"
"EGPUISARD","2018-06-10","02","05","289614,90000000002","5045800","LR;Prairies;Boulevard;193"
"EGPUISARD","2018-05-29","04","18","277459,59999999998","5047338,2000000002","FA;Bellemare;Rue;1015"
"EGREGARD","2018-12-19","04","","282780,29999999999","5042559","DO;Samson;Boulevard"
"EGPUISARD","2018-06-04","06","08","288379,40000000002","5051819,4000000004","VI;Michel-Gamelin;Rue;1659"
"EGENTRÃESERVICE","2018-05-30","02","11","287579,90000000002","5047199","LR;Lulli;Rue;333"
"EGPUISARD","2018-05-30","05","","282811,48330000002","5047700","CH;Saint-ElzÃ©ar Ouest;Boulevard"
"EGPUISARD","2018-08-14","04","18","276708,5","5046831,5999999996","FA;12e;Avenue;1009"
"EGPUISARD","2018-05-30","04","16","282947,44919999997","5042329,1370999999","DO;Roseaux;Rue;499"
"EGREGARD","2018-05-30","04","18","276402,09999999998","5045931,4000000004","LO;55e;Avenue;5252"
"EGPUISARD","2018-06-01","04","17","275460,59999999998","5042765,5999999996","LL;ChÃªnes;Rue;81"
"EGENTRÃESERVICE","2018-06-06","03","07","284334,90000000002","5046737,7999999998","CH;Albert-Murphy;Avenue;2075"
"EGENTRÃESERVICE","2018-06-19","02","05","290298","5046976","LR;Quintal;Avenue;51"
"EGFOSSÃ","2018-07-23","04","17","276666,90000000002","5042258,5","IL;Tour;Chemin;106"
"EGENTRÃESERVICE","2018-05-31","04","17","275474,29999999999","5045435,5","LO;27e;Avenue;2600"
"EGENTRÃESERVICE","2018-10-15","04","17","275474,29999999999","5045435,5","LO;27e;Avenue;2600"
"EGPUISARD","2018-05-31","05","20","284180,70000000001","5050553,5","RO;Orioles;Rue;2101"
"EGPUISARD","2018-06-05","06","08","286992,40000000002","5050836","VI;Delorme;Rue;1819"
"EGPUISARD","2018-05-31","05","19","281812,20000000001","5049250,2000000002","FA;Glenn;Rue;3101"
"EGAUTRES","2018-06-03","03","15","284128,59999999998","5045452,7999999998","CH;TrÃ©panier;Rue;1690"
"EGPUISARD","2018-06-02","02","","288815","5047746","CH;Souvenir;Boulevard"
"EGPUISARD","2018-11-18","03","07","284163,30349999998","5046604,4616","CH;Normandin;Rue;3638"
"EGENTRÃESERVICE","2018-10-03","04","18","276230,79999999999","5045790,7999999998","LO;52e;Rue;4745"
"EGPUISARD","2018-06-07","06","08","288360,40000000002","5051171,2000000002","VI;Oxford;Croissant;1507"
"EGPUISARD","2018-07-07","02","05","290079,22340000002","5045799,6830000002","LR;Prairies;Boulevard;138"
"EGENTRÃESERVICE","2018-06-13","","","0","0","DU;Bihoreaux;Rue"
"EGENTRÃESERVICE","2018-11-14","01","01","299017,70000000001","5059581,7999999998","FR;De Tilly;Rue;8692"
"EGPUISARD","2018-06-03","02","06","290301,70000000001","5049343","DU;Victor-Morin;Rue;1140"
"EGPUISARD","2018-06-02","03","","0","0","CH;Le Carrefour;Boulevard"
"EGPUISARD","2018-06-03","06","","0","0","VI;Prudentiel;Rue"
"EGENTRÃESERVICE","2018-06-04","01","03","290775,59999999998","5050024,2000000002","DU;Port-Royal;Rue;1360"
"EGENTRÃESERVICE","2018-06-16","01","02","292737","5050939,9000000004","VP;Mondor;Avenue;674"
"EGPUISARD","2018-11-04","04","17","277231,26909999998","5042657,1217","DO;Bord-de-l'Eau;Chemin;1268"
"EGREGARD","2018-06-04","05","20","282718,53000000003","5050730,6332999999","RO;CanardiÃ¨re;Rue;2680"
"EGPUISARD","2018-06-04","01","","292602,81180000002","5051154","VP;Concorde Est;Boulevard"
"EGFOSSÃ","2018-06-11","01","01","298974,29999999999","5058756,5999999996","FR;Moulin;MontÃ©e;590"
"EGPUISARD","2018-06-07","04","16","281716,96509999997","5044216,1672","DO;Principale;Rue;80"
"EGPUISARD","2018-06-10","06","10","284589,5","5054875,5999999996","AU;Saint-SaÃ«ns Ouest;Rue;290"
"EGPUISARD","2018-06-10","06","08","288694,90000000002","5051642,7999999998","VI;Monette;MontÃ©e;1567"
"EGCONDUITEMAITR","2018-06-08","01","01","298669,79999999999","5059256","FR;Moulin;MontÃ©e;1015"
"EGPUISARD","2018-06-10","06","09","287799,5","5052706,2999999998","VI;Monette;MontÃ©e;2080"
"EGPUISARD","2018-06-05","05","19","280095,90000000002","5049096,5","FA;Gilles;Rue;1210"
"EGPUISARD","2018-06-29","05","19","279073,5","5049349,7000000002","FA;Barcelone;Rue;1128"
"EGPUISARD","2018-06-04","05","19","280083,90000000002","5049086,2000000002","FA;Gilles;Rue;1214"
"EGPUISARD","2018-07-26","03","13","286097","5043796,9000000004","CH;82e;Avenue;43"
"EGPUISARD","2018-06-27","01","02","293935,40000000002","5054373,7999999998","DU;Soucy;Place;246"
"EGENTRÃESERVICE","2018-06-07","01","01","298736,29999999999","5059304","FR;De Tilly;Rue;8580"
"EGPUISARD","2018-06-06","03","14","284909,09999999998","5043994,2000000002","CH;9e;Rue;4263"
"EGPUISARD","2018-06-06","06","08","287466,98129999998","5050940,5564999999","VI;Lavoie;Rue;1737"
"EGPUISARD","2018-06-14","03","13","284841,20000000001","5044227,5","CH;Milton;Rue;1261"
"EGPUISARD","2018-06-20","03","13","285476,5","5043847,7000000002","CH;88e;Avenue;353"
"EGPUISARD","2018-08-05","03","13","285249,59999999998","5044084,7999999998","CH;88e;Avenue;497"
"EGPUISARD","2018-06-14","03","13","285413,20000000001","5043774,4000000004","CH;89e;Avenue;295"
"EGENTRÃESERVICE","2018-11-06","03","14","284915,5","5044708,9000000004","CH;Reynald;Rue;1105"
"EGPUISARD","2018-06-12","02","05","289614,90000000002","5045800","LR;Prairies;Boulevard;193"
"EGPUISARD","2018-09-25","05","19","279108,79999999999","5048957,7000000002","FA;Liverpool;Rue;1051"
"EGPUISARD","2018-06-11","04","18","277746,70000000001","5046909,4000000004","FA;Bellemare;Rue;887"
"EGCONDUITEMAITR","2018-06-06","06","10","286081,29999999999","5054105,5999999996","AU;PÃ©ladeau;Rue;615"
"EGPUISARD","2018-07-19","03","13","284281,90000000002","5042984,7000000002","CH;Clemenceau;Rue;4749"
"EGPUISARD","2018-06-13","02","","289499,40000000002","5048243","PV;Laurentides;Boulevard"
"EGREGARD","2018-10-08","05","19","280162,29999999999","5048169,0999999996","FA;Julie;Place;3647"
"EGENTRÃESERVICE","2018-08-24","06","09","285629,59999999998","5052476,9000000004","AU;Rio;Rue;2330"
"EGENTRÃESERVICE","2018-10-01","04","17","275158,79999999999","5044706,0999999996","LO;36e;Rue;825"
