ï»¿TYPE_DESI,NOM_DESI,ARTICLE,NOM,STATUT,DATE_CRE,RESPONS,CORESPONS,LIEN_EXT,REGISTRE,WKT
Habitat d'une espÃ¨ce floristique menacÃ©e ou vulnÃ©rable,Habitat floristique,de l',Alvar-de-l'Ãle-de-Pierre,Existant,06/08/2006 00:00:00,Ville de Laval,"MinistÃ¨re du DÃ©veloppement durable, de l'Environnement, de la Faune et des Parcs",http://www2.publicationsduquebec.gouv.qc.ca/dynamicSearch/telecharge.php?type=3&file=/E_12_01/E12_01R3.HTM,Oui,"POLYGON  (( 298969.00000000 5058012.00060000, 298966.00020000 5058010.99900000, 298963.99890000 5058010.99900000, 298960.99990000 5058009.99940000, 298959.00070000 5058009.99850000, 298957.00020000 5058010.00050000, 298953.99940000 5058008.99890000, 298952.00000000 5058009.00100000, 298949.00010000 5058008.99900000, 298947.00070000 5058009.00110000, 298944.00090000 5058007.99950000, 298941.99950000 5058006.00020000, 298940.00020000 5058004.99960000, 298937.99990000 5058004.00000000, 298935.99960000 5058002.99930000, 298933.99920000 5058001.00000000, 298931.99990000 5057998.99980000, 298929.99970000 5057996.99860000, 298927.99920000 5057995.00030000, 298926.00000000 5057995.00040000, 298923.99970000 5057993.99970000, 298920.99970000 5057993.99980000, 298919.00050000 5057992.99920000, 298915.99950000 5057991.99960000, 298914.00020000 5057990.99900000, 298911.00020000 5057991.00000000, 298909.00090000 5057991.00010000, 298905.99990000 5057990.00050000, 298904.00070000 5057988.99990000, 298902.00040000 5057987.99930000, 298899.99900000 5057987.00060000, 298896.99910000 5057986.99960000, 298894.99990000 5057986.99870000, 298892.00090000 5057987.99950000, 298889.99960000 5057987.99940000, 298886.99970000 5057986.99980000, 298884.99940000 5057985.99920000, 298882.00050000 5057985.99930000, 298880.00010000 5057984.99970000, 298877.99970000 5057984.00100000, 298875.99950000 5057981.99980000, 298872.99950000 5057982.00080000, 298871.00020000 5057981.00020000, 298867.99920000 5057980.00060000, 298866.00000000 5057979.00000000, 298863.99970000 5057977.99940000, 298861.99940000 5057976.99880000, 298858.99950000 5057975.99920000, 298857.00020000 5057975.99920000, 298855.00070000 5057974.00100000, 298852.99950000 5057973.00030000, 298850.00050000 5057971.00010000, 298848.00020000 5057969.99950000, 298845.99990000 5057968.99990000, 298843.99950000 5057967.00060000, 298841.99920000 5057968.00120000, 298838.99940000 5057967.99930000, 298837.00000000 5057967.00070000, 298835.00070000 5057965.00050000, 298834.00000000 5057963.00120000, 298831.99970000 5057960.99990000, 298831.00000000 5057959.00070000, 298828.99970000 5057957.00040000, 298827.99910000 5057955.00010000, 298825.99980000 5057952.99980000, 298826.00070000 5057950.99960000, 298825.00000000 5057947.99970000, 298823.99930000 5057946.00030000, 298822.99960000 5057944.00110000, 298822.00000000 5057940.99920000, 298821.00030000 5057938.99990000, 298818.99990000 5057937.00060000, 298817.99940000 5057934.99930000, 298815.99890000 5057933.00100000, 298815.00040000 5057930.99890000, 298814.00070000 5057928.99960000, 298812.00040000 5057926.99930000, 298810.99960000 5057925.00000000, 298808.99940000 5057922.99870000, 298808.00070000 5057920.99950000, 298807.00000000 5057917.99960000, 298804.99970000 5057915.99930000, 298804.00100000 5057914.00010000, 298802.99930000 5057911.99970000, 298801.99960000 5057909.00080000, 298801.00000000 5057906.99860000, 298800.00030000 5057904.99930000, 298798.99960000 5057903.00000000, 298796.99930000 5057900.99970000, 298797.00020000 5057898.00080000, 298794.99990000 5057896.00060000, 298794.00020000 5057894.00030000, 298794.00020000 5057891.00040000, 298794.00020000 5057889.00010000, 298792.99950000 5057886.00010000, 298792.99950000 5057883.99980000, 298794.00000000 5057882.00060000, 298796.00030000 5057881.00090000, 298796.99900000 5057877.99890000, 298796.00030000 5057875.99970000, 298798.00060000 5057873.99940000, 298798.99910000 5057872.00000000, 298801.99910000 5057871.99990000, 298804.00030000 5057869.99970000, 298806.00060000 5057869.00010000, 298807.99990000 5057869.00000000, 298810.99990000 5057867.99930000, 298813.00110000 5057867.99940000, 298816.00000000 5057867.00060000, 298817.99940000 5057866.99850000, 298821.00020000 5057867.00050000, 298822.99950000 5057867.00040000, 298826.00050000 5057868.00010000, 298827.99970000 5057867.00040000, 298830.00000000 5057868.00100000, 298832.99990000 5057869.00060000, 298835.00020000 5057870.00120000, 298836.99960000 5057871.99950000, 298839.00090000 5057873.00020000, 298840.99920000 5057874.00070000, 298843.99910000 5057875.00030000, 298843.99910000 5057877.00050000, 298844.99980000 5057880.00050000, 298847.00010000 5057882.00080000, 298847.99890000 5057884.00000000, 298850.00010000 5057885.00070000, 298849.99920000 5057887.99950000, 298851.00080000 5057890.00090000, 298851.99960000 5057892.00010000, 298854.00000000 5057893.99840000, 298856.00020000 5057895.99970000, 298857.00100000 5057897.99900000, 298858.00050000 5057900.00020000, 298859.00020000 5057903.00010000, 298858.99930000 5057905.00030000, 298862.00020000 5057907.00070000, 298864.00060000 5057907.99930000, 298865.99990000 5057907.99920000, 298868.99970000 5057909.00080000, 298871.00010000 5057909.99940000, 298873.00040000 5057911.99970000, 298874.99970000 5057912.00060000, 298877.99970000 5057911.99960000, 298880.00090000 5057913.00030000, 298883.00090000 5057912.99920000, 298884.99920000 5057913.99970000, 298887.00050000 5057915.00040000, 298888.99990000 5057916.99860000, 298892.00070000 5057917.00070000, 298893.99910000 5057917.99920000, 298896.00040000 5057918.99990000, 298899.00040000 5057918.99880000, 298901.00060000 5057919.99940000, 298904.00060000 5057920.99900000, 298904.99910000 5057923.00120000, 298908.00120000 5057923.99990000, 298909.99940000 5057925.00040000, 298911.99980000 5057926.99970000, 298913.99910000 5057926.99960000, 298916.99900000 5057926.99960000, 298919.00030000 5057926.99960000, 298922.00030000 5057926.99860000, 298924.00060000 5057926.99960000, 298926.99950000 5057927.99910000, 298929.00080000 5057928.99980000, 298931.00010000 5057928.99970000, 298934.00010000 5057929.99930000, 298936.00030000 5057930.99990000, 298937.00000000 5057931.99950000, 298939.00030000 5057933.00010000, 298941.99930000 5057934.99930000, 298944.99930000 5057935.99890000, 298947.00050000 5057936.00000000, 298949.99950000 5057936.99950000, 298951.99980000 5057938.99980000, 298952.99950000 5057939.99940000, 298956.00050000 5057941.99870000, 298957.99970000 5057941.99960000, 298960.00000000 5057943.99990000, 298960.99970000 5057946.99980000, 298961.00080000 5057949.00010000, 298963.00000000 5057951.00130000, 298965.00040000 5057952.99960000, 298965.99920000 5057954.99880000, 298968.00040000 5057955.99950000, 298969.99970000 5057958.00070000, 298970.99940000 5057959.99990000, 298972.00010000 5057961.99930000, 298973.00090000 5057964.99920000, 298973.99940000 5057967.00040000, 298973.99960000 5057969.99930000, 298973.99960000 5057971.99960000, 298975.00120000 5057974.00100000, 298975.00030000 5057976.99990000, 298976.00000000 5057978.99920000, 298975.99910000 5057981.99900000, 298976.99980000 5057983.99930000, 298976.99980000 5057986.99930000, 298977.99950000 5057988.99950000, 298978.00050000 5057991.99950000, 298977.99960000 5057993.99980000, 298978.00050000 5057997.00080000, 298977.99970000 5057998.99900000, 298978.00080000 5058001.99900000, 298977.99870000 5058004.00020000, 298977.00020000 5058006.99920000, 298974.99990000 5058007.99890000, 298972.99970000 5058008.99860000, 298970.99920000 5058010.00120000, 298969.00000000 5058012.00060000))"
RÃ©serve naturelle reconnue,RÃ©serve naturelle,du,BoisÃ©-Papineau,Existant,04/06/2011 00:00:00,SociÃ©tÃ© canadienne pour la conservation de la nature,"MinistÃ¨re du DÃ©veloppement durable, de l'Environnement, de la Faune et des Parcs",http://www.mddep.gouv.qc.ca/biodiversite/prive/naturelle/boise-papineau/index.htm,Oui,"MULTIPOLYGON  ((( 290589.65280000 5051299.69960000, 290621.66340000 5051340.53910000, 290638.45060000 5051362.86770000, 290641.14570000 5051366.45250000, 290661.06470000 5051392.94670000, 290675.87600000 5051411.98670000, 290690.48070000 5051432.04810000, 290637.06040000 5051500.02320000, 290500.02320000 5051674.39740000, 290496.47710000 5051678.90970000, 290424.97490000 5051638.69160000, 290353.42900000 5051598.44900000, 290399.03870000 5051539.55310000, 290426.50100000 5051504.09100000, 290427.41250000 5051502.89480000, 290429.60680000 5051500.02320000, 290500.02320000 5051407.87540000, 290586.29430000 5051294.97990000, 290589.65280000 5051299.69960000)),(( 290091.80620000 5051904.38590000, 290063.87080000 5051940.57880000, 290037.04930000 5051925.44390000, 290046.36110000 5051913.37960000, 290055.67290000 5051901.31520000, 290064.98480000 5051889.25100000, 290091.80620000 5051904.38590000)))"
RÃ©serve naturelle reconnue,RÃ©serve naturelle,du,BoisÃ©-Papineau,Existant,02/15/2012 00:00:00,Association pour la conservation du BoisÃ© Papineau,"MinistÃ¨re du DÃ©veloppement durable, de l'Environnement, de la Faune et des Parcs",http://www.mddep.gouv.qc.ca/biodiversite/prive/naturelle/boise-papineau/index.htm,Oui,"POLYGON  (( 290786.65060000 5051865.13030000, 290683.71450000 5052000.02320000, 290647.46290000 5052047.52910000, 290595.51290000 5052000.02320000, 290581.76230000 5051987.44880000, 290678.22230000 5051859.38020000, 290690.50850000 5051843.06790000, 290707.46170000 5051820.55940000, 290786.65060000 5051865.13030000))"
