numero_station,nom station,polluant,date,concentration ug/m3,statut
3,Saint-Jean-Baptiste,2_Methyl_4_Pentanone (MIBK),2014-01-05,0,<LDR
3,Saint-Jean-Baptiste,25_MeBenzaldehyde,2014-01-05,0,<LDR
3,Saint-Jean-Baptiste,Acetaldehyde,2014-01-05,0.9,mesure
3,Saint-Jean-Baptiste,Acetone,2014-01-05,2.3,mesure
3,Saint-Jean-Baptiste,Acroleine,2014-01-05,0.12,mesure
3,Saint-Jean-Baptiste,Benzaldehyde,2014-01-05,0,<LDR
3,Saint-Jean-Baptiste,Butanone,2014-01-05,0.32,mesure
3,Saint-Jean-Baptiste,Butyraldehyde,2014-01-05,0.09,mesure
3,Saint-Jean-Baptiste,Crotonaldehyde,2014-01-05,0,<LDR
3,Saint-Jean-Baptiste,Formaldehyde,2014-01-05,1.35,mesure
3,Saint-Jean-Baptiste,Hexanaldehyde,2014-01-05,0.1,mesure
3,Saint-Jean-Baptiste,Isovaleraldehyde,2014-01-05,0,<LDR
3,Saint-Jean-Baptiste,m_Tolualdehyde,2014-01-05,0,<LDR
3,Saint-Jean-Baptiste,o_Tolualdehyde,2014-01-05,0,<LDR
3,Saint-Jean-Baptiste,p_Tolualdehyde,2014-01-05,0,<LDR
3,Saint-Jean-Baptiste,Propionaldehyde,2014-01-05,0.27,mesure
3,Saint-Jean-Baptiste,Valeraldehyde,2014-01-05,0.04,mesure
55,Rivière-des-Prairies,2_Methyl_4_Pentanone (MIBK),2014-01-05,0,<LDR
55,Rivière-des-Prairies,25_MeBenzaldehyde,2014-01-05,0,<LDR
55,Rivière-des-Prairies,Acetaldehyde,2014-01-05,1.04,mesure
55,Rivière-des-Prairies,Acetone,2014-01-05,2.24,mesure
55,Rivière-des-Prairies,Acroleine,2014-01-05,0.2,mesure
55,Rivière-des-Prairies,Benzaldehyde,2014-01-05,0,<LDR
55,Rivière-des-Prairies,Butanone,2014-01-05,0.33,mesure
55,Rivière-des-Prairies,Butyraldehyde,2014-01-05,0.08,mesure
55,Rivière-des-Prairies,Crotonaldehyde,2014-01-05,0,<LDR
55,Rivière-des-Prairies,Formaldehyde,2014-01-05,1.56,mesure
55,Rivière-des-Prairies,Hexanaldehyde,2014-01-05,0.07,mesure
55,Rivière-des-Prairies,Isovaleraldehyde,2014-01-05,0,<LDR
55,Rivière-des-Prairies,m_Tolualdehyde,2014-01-05,0,<LDR
55,Rivière-des-Prairies,o_Tolualdehyde,2014-01-05,0,<LDR
55,Rivière-des-Prairies,p_Tolualdehyde,2014-01-05,0,<LDR
55,Rivière-des-Prairies,Propionaldehyde,2014-01-05,0.14,mesure
55,Rivière-des-Prairies,Valeraldehyde,2014-01-05,0.02,mesure
61,Aéroport de Montréal,2_Methyl_4_Pentanone (MIBK),2014-01-05,0,<LDR
61,Aéroport de Montréal,25_MeBenzaldehyde,2014-01-05,0,<LDR
61,Aéroport de Montréal,Acetaldehyde,2014-01-05,2.23,mesure
61,Aéroport de Montréal,Acetone,2014-01-05,3.26,mesure
61,Aéroport de Montréal,Acroleine,2014-01-05,0.26,mesure
61,Aéroport de Montréal,Benzaldehyde,2014-01-05,0,<LDR
61,Aéroport de Montréal,Butanone,2014-01-05,0.34,mesure
61,Aéroport de Montréal,Butyraldehyde,2014-01-05,0.14,mesure
61,Aéroport de Montréal,Crotonaldehyde,2014-01-05,0,<LDR
61,Aéroport de Montréal,Formaldehyde,2014-01-05,2.21,mesure
61,Aéroport de Montréal,Hexanaldehyde,2014-01-05,0.16,mesure
61,Aéroport de Montréal,Isovaleraldehyde,2014-01-05,0,<LDR
61,Aéroport de Montréal,m_Tolualdehyde,2014-01-05,0,<LDR
61,Aéroport de Montréal,o_Tolualdehyde,2014-01-05,0,<LDR
61,Aéroport de Montréal,p_Tolualdehyde,2014-01-05,0,<LDR
