numero_station,nom station,polluant,date,concentration ug/m3,statut
3,Saint-Jean-Baptiste,2_Methyl_4_Pentanone (MIBK),2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,25_MeBenzaldehyde,2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,Acetaldehyde,2020-01-04,0.51,mesure
3,Saint-Jean-Baptiste,Acetone,2020-01-04,1.03,mesure
3,Saint-Jean-Baptiste,Acroleine,2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,Benzaldehyde,2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,Butanone,2020-01-04,0.19,mesure
3,Saint-Jean-Baptiste,Butyraldehyde,2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,Crotonaldehyde,2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,Formaldehyde,2020-01-04,0.27,mesure
3,Saint-Jean-Baptiste,Hexanaldehyde,2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,Isovaleraldehyde,2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,m_Tolualdehyde,2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,o_Tolualdehyde,2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,p_Tolualdehyde,2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,Propionaldehyde,2020-01-04,0,<LDR
3,Saint-Jean-Baptiste,Valeraldehyde,2020-01-04,0,<LDR
31,Saint-Dominique,2_Methyl_4_Pentanone (MIBK),2020-01-04,0,<LDR
31,Saint-Dominique,25_MeBenzaldehyde,2020-01-04,0,<LDR
31,Saint-Dominique,Acetaldehyde,2020-01-04,0.93,mesure
31,Saint-Dominique,Acetone,2020-01-04,1.06,mesure
31,Saint-Dominique,Acroleine,2020-01-04,0,<LDR
31,Saint-Dominique,Benzaldehyde,2020-01-04,0,<LDR
31,Saint-Dominique,Butanone,2020-01-04,0.19,mesure
31,Saint-Dominique,Butyraldehyde,2020-01-04,0,<LDR
31,Saint-Dominique,Crotonaldehyde,2020-01-04,0,<LDR
31,Saint-Dominique,Formaldehyde,2020-01-04,0.57,mesure
31,Saint-Dominique,Hexanaldehyde,2020-01-04,0,<LDR
31,Saint-Dominique,Isovaleraldehyde,2020-01-04,0,<LDR
31,Saint-Dominique,m_Tolualdehyde,2020-01-04,0.01,mesure
31,Saint-Dominique,o_Tolualdehyde,2020-01-04,0,<LDR
31,Saint-Dominique,p_Tolualdehyde,2020-01-04,0,<LDR
31,Saint-Dominique,Propionaldehyde,2020-01-04,0,<LDR
31,Saint-Dominique,Valeraldehyde,2020-01-04,0.01,mesure
55,Rivière-des-Prairies,2_Methyl_4_Pentanone (MIBK),2020-01-04,0,<LDR
55,Rivière-des-Prairies,25_MeBenzaldehyde,2020-01-04,0,<LDR
55,Rivière-des-Prairies,Acetaldehyde,2020-01-04,0.48,mesure
55,Rivière-des-Prairies,Acetone,2020-01-04,0.98,mesure
55,Rivière-des-Prairies,Acroleine,2020-01-04,0,<LDR
55,Rivière-des-Prairies,Benzaldehyde,2020-01-04,0,<LDR
55,Rivière-des-Prairies,Butanone,2020-01-04,0.15,mesure
55,Rivière-des-Prairies,Butyraldehyde,2020-01-04,0,<LDR
55,Rivière-des-Prairies,Crotonaldehyde,2020-01-04,0,<LDR
55,Rivière-des-Prairies,Formaldehyde,2020-01-04,0.22,mesure
55,Rivière-des-Prairies,Hexanaldehyde,2020-01-04,0,<LDR
55,Rivière-des-Prairies,Isovaleraldehyde,2020-01-04,0,<LDR
55,Rivière-des-Prairies,m_Tolualdehyde,2020-01-04,0,<LDR
55,Rivière-des-Prairies,o_Tolualdehyde,2020-01-04,0,<LDR
55,Rivière-des-Prairies,p_Tolualdehyde,2020-01-04,0,<LDR
55,Rivière-des-Prairies,Propionaldehyde,2020-01-04,0,<LDR
55,Rivière-des-Prairies,Valeraldehyde,2020-01-04,0.01,mesure
66,Aéroport de Montréal,2_Methyl_4_Pentanone (MIBK),2020-01-04,0,<LDR
66,Aéroport de Montréal,25_MeBenzaldehyde,2020-01-04,0,<LDR
66,Aéroport de Montréal,Acetaldehyde,2020-01-04,0.87,mesure
66,Aéroport de Montréal,Acetone,2020-01-04,1.34,mesure
66,Aéroport de Montréal,Acroleine,2020-01-04,0,<LDR
66,Aéroport de Montréal,Benzaldehyde,2020-01-04,0,<LDR
66,Aéroport de Montréal,Butanone,2020-01-04,0.21,mesure
66,Aéroport de Montréal,Butyraldehyde,2020-01-04,0,<LDR
66,Aéroport de Montréal,Crotonaldehyde,2020-01-04,0,<LDR
66,Aéroport de Montréal,Formaldehyde,2020-01-04,0.83,mesure
66,Aéroport de Montréal,Hexanaldehyde,2020-01-04,0,<LDR
66,Aéroport de Montréal,Isovaleraldehyde,2020-01-04,0,<LDR
66,Aéroport de Montréal,m_Tolualdehyde,2020-01-04,0.01,mesure
66,Aéroport de Montréal,o_Tolualdehyde,2020-01-04,0,<LDR
66,Aéroport de Montréal,p_Tolualdehyde,2020-01-04,0,<LDR
66,Aéroport de Montréal,Propionaldehyde,2020-01-04,0,<LDR
66,Aéroport de Montréal,Valeraldehyde,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,2_Methyl_4_Pentanone (MIBK),2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,25_MeBenzaldehyde,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,Acetaldehyde,2020-01-04,0.69,mesure
99,Sainte-Anne-de-Bellevue,Acetone,2020-01-04,5.17,mesure
99,Sainte-Anne-de-Bellevue,Acroleine,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,Benzaldehyde,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,Butanone,2020-01-04,0.17,mesure
99,Sainte-Anne-de-Bellevue,Butyraldehyde,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,Crotonaldehyde,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,Formaldehyde,2020-01-04,N.D.,invalidé
99,Sainte-Anne-de-Bellevue,Hexanaldehyde,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,Isovaleraldehyde,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,m_Tolualdehyde,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,o_Tolualdehyde,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,p_Tolualdehyde,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,Propionaldehyde,2020-01-04,0,<LDR
99,Sainte-Anne-de-Bellevue,Valeraldehyde,2020-01-04,0.05,mesure
3,Saint-Jean-Baptiste,2_Methyl_4_Pentanone (MIBK),2020-01-10,0,<LDR
3,Saint-Jean-Baptiste,25_MeBenzaldehyde,2020-01-10,0,<LDR
