numero_station,nom station,polluant,date,concentration ug/m3,statut
3,Saint-Jean-Baptiste,2_Methyl_4_Pentanone (MIBK),2017-01-01,0,<LDR
3,Saint-Jean-Baptiste,25_MeBenzaldehyde,2017-01-01,0,<LDR
3,Saint-Jean-Baptiste,Acetaldehyde,2017-01-01,1.51,mesure
3,Saint-Jean-Baptiste,Acetone,2017-01-01,1.76,mesure
3,Saint-Jean-Baptiste,Acroleine,2017-01-01,0.13,mesure
3,Saint-Jean-Baptiste,Benzaldehyde,2017-01-01,0,<LDR
3,Saint-Jean-Baptiste,Butanone,2017-01-01,0.43,mesure
3,Saint-Jean-Baptiste,Butyraldehyde,2017-01-01,0.04,mesure
3,Saint-Jean-Baptiste,Crotonaldehyde,2017-01-01,0,<LDR
3,Saint-Jean-Baptiste,Formaldehyde,2017-01-01,1.35,mesure
3,Saint-Jean-Baptiste,Hexanaldehyde,2017-01-01,0.08,mesure
3,Saint-Jean-Baptiste,Isovaleraldehyde,2017-01-01,0,<LDR
3,Saint-Jean-Baptiste,m_Tolualdehyde,2017-01-01,0,<LDR
3,Saint-Jean-Baptiste,o_Tolualdehyde,2017-01-01,0,<LDR
3,Saint-Jean-Baptiste,p_Tolualdehyde,2017-01-01,0,<LDR
3,Saint-Jean-Baptiste,Propionaldehyde,2017-01-01,0.21,mesure
3,Saint-Jean-Baptiste,Valeraldehyde,2017-01-01,0.03,mesure
31,Saint-Dominique,2_Methyl_4_Pentanone (MIBK),2017-01-01,0,<LDR
31,Saint-Dominique,25_MeBenzaldehyde,2017-01-01,0,<LDR
31,Saint-Dominique,Acetaldehyde,2017-01-01,1.24,mesure
31,Saint-Dominique,Acetone,2017-01-01,2,mesure
31,Saint-Dominique,Acroleine,2017-01-01,0.08,mesure
31,Saint-Dominique,Benzaldehyde,2017-01-01,0,<LDR
31,Saint-Dominique,Butanone,2017-01-01,0.38,mesure
31,Saint-Dominique,Butyraldehyde,2017-01-01,0.14,mesure
31,Saint-Dominique,Crotonaldehyde,2017-01-01,0,<LDR
31,Saint-Dominique,Formaldehyde,2017-01-01,1.15,mesure
31,Saint-Dominique,Hexanaldehyde,2017-01-01,0.13,mesure
31,Saint-Dominique,Isovaleraldehyde,2017-01-01,0,<LDR
31,Saint-Dominique,m_Tolualdehyde,2017-01-01,0,<LDR
31,Saint-Dominique,o_Tolualdehyde,2017-01-01,0,<LDR
31,Saint-Dominique,p_Tolualdehyde,2017-01-01,0,<LDR
31,Saint-Dominique,Propionaldehyde,2017-01-01,0.26,mesure
31,Saint-Dominique,Valeraldehyde,2017-01-01,0.09,mesure
55,Rivière-des-Prairies,2_Methyl_4_Pentanone (MIBK),2017-01-01,0,<LDR
55,Rivière-des-Prairies,25_MeBenzaldehyde,2017-01-01,0,<LDR
55,Rivière-des-Prairies,Acetaldehyde,2017-01-01,0.89,mesure
55,Rivière-des-Prairies,Acetone,2017-01-01,2.03,mesure
55,Rivière-des-Prairies,Acroleine,2017-01-01,0.18,mesure
55,Rivière-des-Prairies,Benzaldehyde,2017-01-01,0,<LDR
55,Rivière-des-Prairies,Butanone,2017-01-01,0.39,mesure
