numero_station,nom station,polluant,date,concentration ug/m3,statut
3,Saint-Jean-Baptiste,2_Methyl_4_Pentanone (MIBK),2021-01-04,,N/A
3,Saint-Jean-Baptiste,25_MeBenzaldehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Acetaldehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Acetone,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Acroleine,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Benzaldehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Butanone,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Butyraldehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Crotonaldehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Formaldehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Hexanaldehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Isovaleraldehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,m_Tolualdehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,o_Tolualdehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,p_Tolualdehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Propionaldehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,Valeraldehyde,2021-01-04,,N/A
31,Saint-Dominique,2_Methyl_4_Pentanone (MIBK),2021-01-04,,N/A
31,Saint-Dominique,25_MeBenzaldehyde,2021-01-04,,N/A
31,Saint-Dominique,Acetaldehyde,2021-01-04,,N/A
31,Saint-Dominique,Acetone,2021-01-04,,N/A
31,Saint-Dominique,Acroleine,2021-01-04,,N/A
31,Saint-Dominique,Benzaldehyde,2021-01-04,,N/A
31,Saint-Dominique,Butanone,2021-01-04,,N/A
31,Saint-Dominique,Butyraldehyde,2021-01-04,,N/A
31,Saint-Dominique,Crotonaldehyde,2021-01-04,,N/A
31,Saint-Dominique,Formaldehyde,2021-01-04,,N/A
31,Saint-Dominique,Hexanaldehyde,2021-01-04,,N/A
31,Saint-Dominique,Isovaleraldehyde,2021-01-04,,N/A
31,Saint-Dominique,m_Tolualdehyde,2021-01-04,,N/A
31,Saint-Dominique,o_Tolualdehyde,2021-01-04,,N/A
31,Saint-Dominique,p_Tolualdehyde,2021-01-04,,N/A
31,Saint-Dominique,Propionaldehyde,2021-01-04,,N/A
31,Saint-Dominique,Valeraldehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,2_Methyl_4_Pentanone (MIBK),2021-01-04,,N/A
55,Rivière-des-Prairies,25_MeBenzaldehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,Acetaldehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,Acetone,2021-01-04,,N/A
55,Rivière-des-Prairies,Acroleine,2021-01-04,,N/A
55,Rivière-des-Prairies,Benzaldehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,Butanone,2021-01-04,,N/A
55,Rivière-des-Prairies,Butyraldehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,Crotonaldehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,Formaldehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,Hexanaldehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,Isovaleraldehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,m_Tolualdehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,o_Tolualdehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,p_Tolualdehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,Propionaldehyde,2021-01-04,,N/A
55,Rivière-des-Prairies,Valeraldehyde,2021-01-04,,N/A
66,Aéroport de Montréal,2_Methyl_4_Pentanone (MIBK),2021-01-04,,N/A
66,Aéroport de Montréal,25_MeBenzaldehyde,2021-01-04,,N/A
66,Aéroport de Montréal,Acetaldehyde,2021-01-04,,N/A
66,Aéroport de Montréal,Acetone,2021-01-04,,N/A
66,Aéroport de Montréal,Acroleine,2021-01-04,,N/A
66,Aéroport de Montréal,Benzaldehyde,2021-01-04,,N/A
66,Aéroport de Montréal,Butanone,2021-01-04,,N/A
66,Aéroport de Montréal,Butyraldehyde,2021-01-04,,N/A
66,Aéroport de Montréal,Crotonaldehyde,2021-01-04,,N/A
66,Aéroport de Montréal,Formaldehyde,2021-01-04,,N/A
66,Aéroport de Montréal,Hexanaldehyde,2021-01-04,,N/A
66,Aéroport de Montréal,Isovaleraldehyde,2021-01-04,,N/A
66,Aéroport de Montréal,m_Tolualdehyde,2021-01-04,,N/A
66,Aéroport de Montréal,o_Tolualdehyde,2021-01-04,,N/A
66,Aéroport de Montréal,p_Tolualdehyde,2021-01-04,,N/A
66,Aéroport de Montréal,Propionaldehyde,2021-01-04,,N/A
66,Aéroport de Montréal,Valeraldehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,2_Methyl_4_Pentanone (MIBK),2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,25_MeBenzaldehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Acetaldehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Acetone,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Acroleine,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Benzaldehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Butanone,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Butyraldehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Crotonaldehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Formaldehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Hexanaldehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Isovaleraldehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,m_Tolualdehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,o_Tolualdehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,p_Tolualdehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Propionaldehyde,2021-01-04,,N/A
99,Sainte-Anne-de-Bellevue,Valeraldehyde,2021-01-04,,N/A
3,Saint-Jean-Baptiste,2_Methyl_4_Pentanone (MIBK),2021-01-10,0,<LDR
3,Saint-Jean-Baptiste,25_MeBenzaldehyde,2021-01-10,0,<LDR
3,Saint-Jean-Baptiste,Acetaldehyde,2021-01-10,0.66,mesure
3,Saint-Jean-Baptiste,Acetone,2021-01-10,1.17,mesure
3,Saint-Jean-Baptiste,Acroleine,2021-01-10,0,<LDR
3,Saint-Jean-Baptiste,Benzaldehyde,2021-01-10,0,<LDR
3,Saint-Jean-Baptiste,Butanone,2021-01-10,0.2,mesure
3,Saint-Jean-Baptiste,Butyraldehyde,2021-01-10,0,<LDR
3,Saint-Jean-Baptiste,Crotonaldehyde,2021-01-10,0.04,mesure
3,Saint-Jean-Baptiste,Formaldehyde,2021-01-10,0.2,mesure
3,Saint-Jean-Baptiste,Hexanaldehyde,2021-01-10,0,<LDR
3,Saint-Jean-Baptiste,Isovaleraldehyde,2021-01-10,0,<LDR
3,Saint-Jean-Baptiste,m_Tolualdehyde,2021-01-10,0,<LDR
3,Saint-Jean-Baptiste,o_Tolualdehyde,2021-01-10,0,<LDR
3,Saint-Jean-Baptiste,p_Tolualdehyde,2021-01-10,0,<LDR
3,Saint-Jean-Baptiste,Propionaldehyde,2021-01-10,0,<LDR
3,Saint-Jean-Baptiste,Valeraldehyde,2021-01-10,0,<LDR
31,Saint-Dominique,2_Methyl_4_Pentanone (MIBK),2021-01-10,0,<LDR
31,Saint-Dominique,25_MeBenzaldehyde,2021-01-10,0,<LDR
31,Saint-Dominique,Acetaldehyde,2021-01-10,0.37,mesure
31,Saint-Dominique,Acetone,2021-01-10,0.79,mesure
31,Saint-Dominique,Acroleine,2021-01-10,0,<LDR
31,Saint-Dominique,Benzaldehyde,2021-01-10,0,<LDR
31,Saint-Dominique,Butanone,2021-01-10,0.06,mesure
31,Saint-Dominique,Butyraldehyde,2021-01-10,0,<LDR
31,Saint-Dominique,Crotonaldehyde,2021-01-10,0.03,mesure
31,Saint-Dominique,Formaldehyde,2021-01-10,0.32,mesure
31,Saint-Dominique,Hexanaldehyde,2021-01-10,0,<LDR
31,Saint-Dominique,Isovaleraldehyde,2021-01-10,0,<LDR
31,Saint-Dominique,m_Tolualdehyde,2021-01-10,0,<LDR
31,Saint-Dominique,o_Tolualdehyde,2021-01-10,0,<LDR
31,Saint-Dominique,p_Tolualdehyde,2021-01-10,0,<LDR
31,Saint-Dominique,Propionaldehyde,2021-01-10,0,<LDR
31,Saint-Dominique,Valeraldehyde,2021-01-10,0,<LDR
55,Rivière-des-Prairies,2_Methyl_4_Pentanone (MIBK),2021-01-10,0,<LDR
55,Rivière-des-Prairies,25_MeBenzaldehyde,2021-01-10,0,<LDR
55,Rivière-des-Prairies,Acetaldehyde,2021-01-10,0.54,mesure
55,Rivière-des-Prairies,Acetone,2021-01-10,1.22,mesure
55,Rivière-des-Prairies,Acroleine,2021-01-10,0.01,mesure
55,Rivière-des-Prairies,Benzaldehyde,2021-01-10,0,<LDR
55,Rivière-des-Prairies,Butanone,2021-01-10,0.15,mesure
55,Rivière-des-Prairies,Butyraldehyde,2021-01-10,0,<LDR
55,Rivière-des-Prairies,Crotonaldehyde,2021-01-10,0.05,mesure
55,Rivière-des-Prairies,Formaldehyde,2021-01-10,0.96,mesure
55,Rivière-des-Prairies,Hexanaldehyde,2021-01-10,0,<LDR
55,Rivière-des-Prairies,Isovaleraldehyde,2021-01-10,0,<LDR
55,Rivière-des-Prairies,m_Tolualdehyde,2021-01-10,0,<LDR
55,Rivière-des-Prairies,o_Tolualdehyde,2021-01-10,0,<LDR
55,Rivière-des-Prairies,p_Tolualdehyde,2021-01-10,0,<LDR
55,Rivière-des-Prairies,Propionaldehyde,2021-01-10,0,<LDR
55,Rivière-des-Prairies,Valeraldehyde,2021-01-10,0,<LDR
66,Aéroport de Montréal,2_Methyl_4_Pentanone (MIBK),2021-01-10,0,<LDR
66,Aéroport de Montréal,25_MeBenzaldehyde,2021-01-10,0,<LDR
66,Aéroport de Montréal,Acetaldehyde,2021-01-10,0.79,mesure
66,Aéroport de Montréal,Acetone,2021-01-10,1.22,mesure
66,Aéroport de Montréal,Acroleine,2021-01-10,0.01,mesure
66,Aéroport de Montréal,Benzaldehyde,2021-01-10,0,<LDR
66,Aéroport de Montréal,Butanone,2021-01-10,0.27,mesure
66,Aéroport de Montréal,Butyraldehyde,2021-01-10,0,<LDR
66,Aéroport de Montréal,Crotonaldehyde,2021-01-10,0,<LDR
66,Aéroport de Montréal,Formaldehyde,2021-01-10,0.48,mesure
66,Aéroport de Montréal,Hexanaldehyde,2021-01-10,0,<LDR
66,Aéroport de Montréal,Isovaleraldehyde,2021-01-10,0,<LDR
66,Aéroport de Montréal,m_Tolualdehyde,2021-01-10,0,<LDR
66,Aéroport de Montréal,o_Tolualdehyde,2021-01-10,0,<LDR
66,Aéroport de Montréal,p_Tolualdehyde,2021-01-10,0,<LDR
66,Aéroport de Montréal,Propionaldehyde,2021-01-10,0,<LDR
66,Aéroport de Montréal,Valeraldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,2_Methyl_4_Pentanone (MIBK),2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,25_MeBenzaldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Acetaldehyde,2021-01-10,0.35,mesure
99,Sainte-Anne-de-Bellevue,Acetone,2021-01-10,0.76,mesure
99,Sainte-Anne-de-Bellevue,Acroleine,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Benzaldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Butanone,2021-01-10,0.03,mesure
99,Sainte-Anne-de-Bellevue,Butyraldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Crotonaldehyde,2021-01-10,0.15,mesure
99,Sainte-Anne-de-Bellevue,Formaldehyde,2021-01-10,N.D.,invalidé
99,Sainte-Anne-de-Bellevue,Hexanaldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Isovaleraldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,m_Tolualdehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,o_Tolualdehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,p_Tolualdehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Propionaldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Valeraldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,2_Methyl_4_Pentanone (MIBK),2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,25_MeBenzaldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Acetaldehyde,2021-01-10,0.35,mesure
99,Sainte-Anne-de-Bellevue,Acetone,2021-01-10,0.76,mesure
99,Sainte-Anne-de-Bellevue,Acroleine,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Benzaldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Butanone,2021-01-10,0.03,mesure
99,Sainte-Anne-de-Bellevue,Butyraldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Crotonaldehyde,2021-01-10,0.15,mesure
99,Sainte-Anne-de-Bellevue,Formaldehyde,2021-01-10,N.D.,invalidé
99,Sainte-Anne-de-Bellevue,Hexanaldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,Isovaleraldehyde,2021-01-10,0,<LDR
99,Sainte-Anne-de-Bellevue,m_Tolualdehyde,2021-01-10,0,<LDR
