numero_station,nom station,polluant,date,concentration ug/m3,statut
3,Saint-Jean-Baptiste,Formaldéhyde ,2010-01-02,0.8,mesure
3,Saint-Jean-Baptiste,Acétaldéhyde ,2010-01-02,0.7,mesure
3,Saint-Jean-Baptiste,Acroléine ,2010-01-02,0,mesure
3,Saint-Jean-Baptiste,Acétone,2010-01-02,1.2,mesure
3,Saint-Jean-Baptiste,Propionaldéhyde,2010-01-02,0.2,mesure
3,Saint-Jean-Baptiste,Crotonaldéhyde,2010-01-02,,<LDR
3,Saint-Jean-Baptiste,Butanone,2010-01-02,0.2,mesure
3,Saint-Jean-Baptiste,Butyraldéhyde,2010-01-02,0.1,mesure
3,Saint-Jean-Baptiste,Benzaldéhyde,2010-01-02,,<LDR
3,Saint-Jean-Baptiste,Isovaléraldéhyde,2010-01-02,,<LDR
3,Saint-Jean-Baptiste,Valéraldéhyde,2010-01-02,0,mesure
3,Saint-Jean-Baptiste,o-Tolualdéhyde,2010-01-02,,<LDR
3,Saint-Jean-Baptiste,m-Tolualdéhyde,2010-01-02,,<LDR
3,Saint-Jean-Baptiste,p-Tolualdéhyde,2010-01-02,,<LDR
3,Saint-Jean-Baptiste,Méthyl Isobutyl cétone(MIBK) ,2010-01-02,0.2,mesure
3,Saint-Jean-Baptiste,Hexanaldéhyde,2010-01-02,0.1,mesure
3,Saint-Jean-Baptiste,2.5-Diméthylbenzaldéhyde,2010-01-02,,<LDR
55,Rivière-des-Prairies,Formaldéhyde ,2010-01-02,0.6,mesure
55,Rivière-des-Prairies,Acétaldéhyde ,2010-01-02,0.5,mesure
55,Rivière-des-Prairies,Acroléine ,2010-01-02,0,mesure
55,Rivière-des-Prairies,Acétone,2010-01-02,1,mesure
55,Rivière-des-Prairies,Propionaldéhyde,2010-01-02,0.2,mesure
55,Rivière-des-Prairies,Crotonaldéhyde,2010-01-02,,<LDR
55,Rivière-des-Prairies,Butanone,2010-01-02,0.1,mesure
55,Rivière-des-Prairies,Butyraldéhyde,2010-01-02,0.1,mesure
55,Rivière-des-Prairies,Benzaldéhyde,2010-01-02,,<LDR
55,Rivière-des-Prairies,Isovaléraldéhyde,2010-01-02,,<LDR
55,Rivière-des-Prairies,Valéraldéhyde,2010-01-02,,<LDR
55,Rivière-des-Prairies,o-Tolualdéhyde,2010-01-02,,<LDR
55,Rivière-des-Prairies,m-Tolualdéhyde,2010-01-02,,<LDR
55,Rivière-des-Prairies,p-Tolualdéhyde,2010-01-02,,<LDR
55,Rivière-des-Prairies,Méthyl Isobutyl cétone(MIBK) ,2010-01-02,0.1,mesure
55,Rivière-des-Prairies,Hexanaldéhyde,2010-01-02,,<LDR
55,Rivière-des-Prairies,2.5-Diméthylbenzaldéhyde,2010-01-02,,<LDR
61,Maisonneuve Ouest,Formaldéhyde ,2010-01-02,1.3,mesure
61,Maisonneuve Ouest,Acétaldéhyde ,2010-01-02,0.8,mesure
61,Maisonneuve Ouest,Acroléine ,2010-01-02,0.1,mesure
61,Maisonneuve Ouest,Acétone,2010-01-02,1.5,mesure
61,Maisonneuve Ouest,Propionaldéhyde,2010-01-02,0.2,mesure
61,Maisonneuve Ouest,Crotonaldéhyde,2010-01-02,,<LDR
61,Maisonneuve Ouest,Butanone,2010-01-02,0.2,mesure
61,Maisonneuve Ouest,Butyraldéhyde,2010-01-02,0.1,mesure
61,Maisonneuve Ouest,Benzaldéhyde,2010-01-02,,<LDR
61,Maisonneuve Ouest,Isovaléraldéhyde,2010-01-02,,<LDR
61,Maisonneuve Ouest,Valéraldéhyde,2010-01-02,0.1,mesure
61,Maisonneuve Ouest,o-Tolualdéhyde,2010-01-02,,<LDR
61,Maisonneuve Ouest,m-Tolualdéhyde,2010-01-02,0,mesure
61,Maisonneuve Ouest,p-Tolualdéhyde,2010-01-02,0,mesure
61,Maisonneuve Ouest,Méthyl Isobutyl cétone(MIBK) ,2010-01-02,0.2,mesure
61,Maisonneuve Ouest,Hexanaldéhyde,2010-01-02,0.1,mesure
61,Maisonneuve Ouest,2.5-Diméthylbenzaldéhyde,2010-01-02,,<LDR
66,Aéroport de Montréal,Formaldéhyde ,2010-01-02,1.2,mesure
66,Aéroport de Montréal,Acétaldéhyde ,2010-01-02,0.6,mesure
66,Aéroport de Montréal,Acroléine ,2010-01-02,0.1,mesure
66,Aéroport de Montréal,Acétone,2010-01-02,1.1,mesure
66,Aéroport de Montréal,Propionaldéhyde,2010-01-02,,<LDR
66,Aéroport de Montréal,Crotonaldéhyde,2010-01-02,,<LDR
66,Aéroport de Montréal,Butanone,2010-01-02,0.1,mesure
66,Aéroport de Montréal,Butyraldéhyde,2010-01-02,0,mesure
66,Aéroport de Montréal,Benzaldéhyde,2010-01-02,,<LDR
