numero_station,nom station,polluant,date,concentration ug/m3,statut
3,Saint-Jean-Baptiste,Formaldéhyde ,2013-01-04,1.21,mesure
3,Saint-Jean-Baptiste,Acétaldéhyde ,2013-01-04,1.95,mesure
3,Saint-Jean-Baptiste,Acroléine ,2013-01-04,0.08,mesure
3,Saint-Jean-Baptiste,Acétone,2013-01-04,2.74,mesure
3,Saint-Jean-Baptiste,Propionaldéhyde,2013-01-04,0.18,mesure
3,Saint-Jean-Baptiste,Crotonaldéhyde,2013-01-04,0,<LDR
3,Saint-Jean-Baptiste,Butanone,2013-01-04,0.54,mesure
3,Saint-Jean-Baptiste,Butyraldéhyde,2013-01-04,0.08,mesure
3,Saint-Jean-Baptiste,Benzaldéhyde,2013-01-04,0,<LDR
3,Saint-Jean-Baptiste,Isovaléraldéhyde,2013-01-04,0,<LDR
3,Saint-Jean-Baptiste,Valéraldéhyde,2013-01-04,0,<LDR
3,Saint-Jean-Baptiste,o-Tolualdéhyde,2013-01-04,0,<LDR
3,Saint-Jean-Baptiste,m-Tolualdéhyde,2013-01-04,0.01,mesure
3,Saint-Jean-Baptiste,p-Tolualdéhyde,2013-01-04,0,<LDR
3,Saint-Jean-Baptiste,Méthyl Isobutyl cétone(MIBK) ,2013-01-04,0.06,mesure
3,Saint-Jean-Baptiste,Hexanaldéhyde,2013-01-04,0,<LDR
3,Saint-Jean-Baptiste,"2,5-Diméthylbenzaldéhyde",2013-01-04,0,<LDR
55,Rivière-des-Prairies,Formaldéhyde ,2013-01-04,1.03,mesure
55,Rivière-des-Prairies,Acétaldéhyde ,2013-01-04,0.88,mesure
55,Rivière-des-Prairies,Acroléine ,2013-01-04,0.06,mesure
55,Rivière-des-Prairies,Acétone,2013-01-04,2.27,mesure
55,Rivière-des-Prairies,Propionaldéhyde,2013-01-04,0.18,mesure
55,Rivière-des-Prairies,Crotonaldéhyde,2013-01-04,0,<LDR
55,Rivière-des-Prairies,Butanone,2013-01-04,0.47,mesure
55,Rivière-des-Prairies,Butyraldéhyde,2013-01-04,0.07,mesure
55,Rivière-des-Prairies,Benzaldéhyde,2013-01-04,0,<LDR
55,Rivière-des-Prairies,Isovaléraldéhyde,2013-01-04,0.03,mesure
55,Rivière-des-Prairies,Valéraldéhyde,2013-01-04,0,<LDR
55,Rivière-des-Prairies,o-Tolualdéhyde,2013-01-04,0,<LDR
55,Rivière-des-Prairies,m-Tolualdéhyde,2013-01-04,0.01,mesure
55,Rivière-des-Prairies,p-Tolualdéhyde,2013-01-04,0,<LDR
55,Rivière-des-Prairies,Méthyl Isobutyl cétone(MIBK) ,2013-01-04,0.03,mesure
55,Rivière-des-Prairies,Hexanaldéhyde,2013-01-04,0,<LDR
55,Rivière-des-Prairies,"2,5-Diméthylbenzaldéhyde",2013-01-04,0,<LDR
66,Aéroport de Montréal,Formaldéhyde ,2013-01-04,2.58,mesure
66,Aéroport de Montréal,Acétaldéhyde ,2013-01-04,1.58,mesure
66,Aéroport de Montréal,Acroléine ,2013-01-04,0.22,mesure
66,Aéroport de Montréal,Acétone,2013-01-04,1.99,mesure
66,Aéroport de Montréal,Propionaldéhyde,2013-01-04,0.26,mesure
66,Aéroport de Montréal,Crotonaldéhyde,2013-01-04,0,<LDR
