numero_station,nom station,polluant,date,concentration ug/m3,statut
3,Saint-Jean-Baptiste,Formaldéhyde ,2012-01-04,0.95,mesure
3,Saint-Jean-Baptiste,Acétaldéhyde ,2012-01-04,1.1,mesure
3,Saint-Jean-Baptiste,Acroléine ,2012-01-04,0.1,mesure
3,Saint-Jean-Baptiste,Acétone,2012-01-04,1.73,mesure
3,Saint-Jean-Baptiste,Propionaldéhyde,2012-01-04,0,<LDR
3,Saint-Jean-Baptiste,Crotonaldéhyde,2012-01-04,0,<LDR
3,Saint-Jean-Baptiste,Butanone,2012-01-04,0.2,mesure
3,Saint-Jean-Baptiste,Butyraldéhyde,2012-01-04,0.1,mesure
3,Saint-Jean-Baptiste,Benzaldéhyde,2012-01-04,0,<LDR
3,Saint-Jean-Baptiste,Isovaléraldéhyde,2012-01-04,0,<LDR
3,Saint-Jean-Baptiste,Valéraldéhyde,2012-01-04,0.06,mesure
3,Saint-Jean-Baptiste,o-Tolualdéhyde,2012-01-04,0,<LDR
3,Saint-Jean-Baptiste,m-Tolualdéhyde,2012-01-04,0,<LDR
3,Saint-Jean-Baptiste,p-Tolualdéhyde,2012-01-04,0,<LDR
3,Saint-Jean-Baptiste,Méthyl Isobutyl cétone(MIBK) ,2012-01-04,0,<LDR
3,Saint-Jean-Baptiste,Hexanaldéhyde,2012-01-04,0.07,mesure
3,Saint-Jean-Baptiste,2.5-Diméthylbenzaldéhyde,2012-01-04,0,<LDR
55,Rivière-des-Prairies,Formaldéhyde ,2012-01-04,1.08,mesure
55,Rivière-des-Prairies,Acétaldéhyde ,2012-01-04,0.93,mesure
55,Rivière-des-Prairies,Acroléine ,2012-01-04,0.11,mesure
55,Rivière-des-Prairies,Acétone,2012-01-04,1.94,mesure
55,Rivière-des-Prairies,Propionaldéhyde,2012-01-04,0,<LDR
55,Rivière-des-Prairies,Crotonaldéhyde,2012-01-04,0,<LDR
55,Rivière-des-Prairies,Butanone,2012-01-04,0.19,mesure
55,Rivière-des-Prairies,Butyraldéhyde,2012-01-04,0.11,mesure
55,Rivière-des-Prairies,Benzaldéhyde,2012-01-04,0,<LDR
55,Rivière-des-Prairies,Isovaléraldéhyde,2012-01-04,0,<LDR
55,Rivière-des-Prairies,Valéraldéhyde,2012-01-04,0.05,mesure
55,Rivière-des-Prairies,o-Tolualdéhyde,2012-01-04,0,<LDR
55,Rivière-des-Prairies,m-Tolualdéhyde,2012-01-04,0,<LDR
55,Rivière-des-Prairies,p-Tolualdéhyde,2012-01-04,0,<LDR
55,Rivière-des-Prairies,Méthyl Isobutyl cétone(MIBK) ,2012-01-04,0,<LDR
55,Rivière-des-Prairies,Hexanaldéhyde,2012-01-04,0,<LDR
55,Rivière-des-Prairies,2.5-Diméthylbenzaldéhyde,2012-01-04,0,<LDR
61,Maisonneuve Ouest,Formaldéhyde ,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Acétaldéhyde ,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Acroléine ,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Acétone,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Propionaldéhyde,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Crotonaldéhyde,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Butanone,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Butyraldéhyde,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Benzaldéhyde,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Isovaléraldéhyde,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Valéraldéhyde,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,o-Tolualdéhyde,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,m-Tolualdéhyde,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,p-Tolualdéhyde,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Méthyl Isobutyl cétone(MIBK) ,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,Hexanaldéhyde,2012-01-04,N.D.,Invalidé
61,Maisonneuve Ouest,2.5-Diméthylbenzaldéhyde,2012-01-04,N.D.,Invalidé
66,Aéroport de Montréal,Formaldéhyde ,2012-01-04,1.08,mesure
