titre,url_fiche,description,date_debut,date_fin,type_evenement,public_cible,emplacement,inscription,cout,arrondissement,titre_adresse,adresse_principale,adresse_secondaire,code_postal,lat,long,X,Y
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71290","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-24","2024-07-24","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.435295,-73.635418,294204.9,5032826.9
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71291","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-07","2024-08-07","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.435295,-73.635418,294204.9,5032826.9
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71295","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-24","2024-07-24","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.427911506168,-73.623523460956,295134.3,5032004.9
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71296","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-07","2024-08-07","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.427911506168,-73.623523460956,295134.3,5032004.9
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71299","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-24","2024-07-24","Heure du conte","Enfants","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.510867361516,-73.578005542145,298705,5041219.3
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71300","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-07","2024-08-07","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.510867361516,-73.578005542145,298705,5041219.3
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71307","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-29","2024-07-29","Heure du conte","Enfants","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","Le parc de Mario","5888, rue Clark","None","H2T2V7",45.527241,-73.6042,296660.7,5043041.3
"Initiation au dessin","https://montreal.ca/evenements/initiation-au-dessin-71308","cours de dessin gratuit montréal-nord bibliothèqu","2024-07-23","2024-07-23","Atelier et cours","Adultes","À l'extérieur","Sur inscription","Gratuit","Montréal-Nord","nan","nan","nan","nan",45.581980499306,-73.642207147706,293702.6,5049129.1
"Initiation au dessin","https://montreal.ca/evenements/initiation-au-dessin-71309","cours de dessin gratuit montréal-nord bibliothèqu","2024-07-30","2024-07-30","Atelier et cours","Adultes","En salle","Sur inscription","Gratuit","Montréal-Nord","nan","nan","nan","nan",45.581980499306,-73.642207147706,293702.6,5049129.1
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71310","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-31","2024-07-31","Heure du conte","Enfants","En ligne","Entrée libre","Gratuit","Ville de Montréal","Le parc de Mario","5888, rue Clark","None","H2T2V7",45.527241,-73.6042,296660.7,5043041.3
"Initiation au dessin","https://montreal.ca/evenements/initiation-au-dessin-71311","cours de dessin gratuit montréal-nord bibliothèqu","2024-08-06","2024-08-06","Atelier et cours","Adultes","En salle","Sur inscription","Gratuit","Montréal-Nord","nan","nan","nan","nan",45.581980499306,-73.642207147706,293702.6,5049129.1
"Initiation au dessin","https://montreal.ca/evenements/initiation-au-dessin-71313","cours de dessin gratuit montréal-nord bibliothèqu","2024-08-13","2024-08-13","Atelier et cours","Adultes","En salle","Sur inscription","Gratuit","Montréal-Nord","nan","nan","nan","nan",45.581980499306,-73.642207147706,293702.6,5049129.1
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71320","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-29","2024-07-29","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","Place école De Lanaudière","4860 rue de Lanaudière","None","H2J3P8",45.527241,-73.6042,296660.7,5043041.3
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71321","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-31","2024-07-31","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","Place école De Lanaudière","4860 rue de Lanaudière","None","H2J3P8",45.527241,-73.6042,296660.7,5043041.3
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71330","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-23","2024-07-23","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.47103731044376,-73.58603665615458,298072.8,5036793.6
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71332","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-06","2024-08-06","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.47103731044376,-73.58603665615458,298072.8,5036793.6
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71335","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-23","2024-07-23","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.47837865869722,-73.58563304978217,298105.2,5037609.4
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71336","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-06","2024-08-06","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.47837865869722,-73.58563304978217,298105.2,5037609.4
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71342","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-08","2024-08-08","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.458002699651,-73.590874995776,297692.8,5035345.5
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71345","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-25","2024-07-25","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.476125920521,-73.582125053356,298379.2,5037358.8
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71346","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-08","2024-08-08","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.476125920521,-73.582125053356,298379.2,5037358.8
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71350","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-30","2024-07-30","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.548474051757665,-73.54860545370428,301004.7,5045396.8
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71353","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-30","2024-07-30","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",,,"",""
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71356","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-30","2024-07-30","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",,,"",""
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71371","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-24","2024-07-24","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.608679745139,-73.639262359582,293937.6,5052095.8
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71372","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-07","2024-08-07","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.608679745139,-73.639262359582,293937.6,5052095.8
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71375","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-24","2024-07-24","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.605677500017,-73.628640811883,294765.5,5051760.8
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71376","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-07","2024-08-07","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.605677500017,-73.628640811883,294765.5,5051760.8
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71379","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-29","2024-07-29","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.609886308215,-73.615820907243,295766.2,5052227
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71380","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-30","2024-07-30","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.609886308215,-73.615820907243,295766.2,5052227
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71384","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-29","2024-07-29","Heure du conte","Enfants","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.62098,-73.620305,295418.3,5053460.4
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71385","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-30","2024-07-30","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.62098,-73.620305,295418.3,5053460.4
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71388","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-31","2024-07-31","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.521251743388,-73.615917889053,295744.4,5042376.9
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71393","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-31","2024-07-31","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.516198456334,-73.609443192694,296249.4,5041814.6
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71404","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-31","2024-07-31","Heure du conte","Enfants","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.500280544649,-73.774281482444,283364.9,5040076.4
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71407","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-18","2024-07-18","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.655774239835,-73.50106716156,304716.8,5057320.2
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71408","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-01","2024-08-01","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.655774239835,-73.50106716156,304716.8,5057320.2
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71410","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-18","2024-07-18","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.640538671516,-73.499186675988,304863.4,5055627
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71411","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-01","2024-08-01","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.640538671516,-73.499186675988,304863.4,5055627
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71414","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-07-31","2024-07-31","Heure du conte","Enfants","En salle","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.538128648888,-73.583722114563,298261.5,5044249.3
"Livres dans la rue","https://montreal.ca/evenements/livres-dans-la-rue-71415","Livres dans la rue des Bibliothèques de Montréal fait découvrir aux enfants le plaisir de la lecture en allant à leur rencontre dans les parcs.","2024-08-01","2024-08-01","Heure du conte","Enfants","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.538128648888,-73.583722114563,298261.5,5044249.3
