ï»¿CATEG,TERRITOIRE,ETAT,NOM_USUEL,WKT
BÃ¢timent d'intÃ©rÃªt patrimonial - catÃ©gorie institutionnelle et religieuse,Hors territoire patrimonial,Existant,,"POLYGON  (( 292820.46850000 5051076.22350000, 292823.19190000 5051073.12870000, 292828.77610000 5051076.19630000, 292852.53090000 5051093.05940000, 292853.40000000 5051091.50000000, 292857.00000000 5051094.10000000, 292856.50000000 5051094.80000000, 292857.80000000 5051095.70000000, 292858.30000000 5051095.00000000, 292862.00000000 5051097.60000000, 292858.40000000 5051102.70000000, 292866.00000000 5051108.00000000, 292859.90000000 5051116.60000000, 292852.20000000 5051111.20000000, 292843.30000000 5051123.90000000, 292844.10000000 5051124.50000000, 292838.00000000 5051133.20000000, 292837.60000000 5051133.70000000, 292836.90000000 5051133.20000000, 292827.40000000 5051126.60000000, 292834.00000000 5051117.30000000, 292835.00000000 5051118.00000000, 292842.20000000 5051107.70000000, 292828.00000000 5051097.70000000, 292825.30000000 5051101.60000000, 292811.40000000 5051091.90000000, 292814.10000000 5051088.10000000, 292812.78400000 5051087.18610000, 292820.46850000 5051076.22350000))"
BÃ¢timent d'intÃ©rÃªt patrimonial - catÃ©gorie institutionnelle et religieuse,Hors territoire patrimonial,Existant,,"POLYGON  (( 289940.03400000 5046086.57210000, 289936.87580000 5046084.12950000, 289935.81950000 5046085.49540000, 289925.75690000 5046077.71300000, 289926.85910000 5046076.28770000, 289911.43180000 5046064.35640000, 289938.23940000 5046029.69120000, 289966.88740000 5046051.84790000, 289940.03400000 5046086.57210000))"
BÃ¢timent d'intÃ©rÃªt patrimonial - catÃ©gorie gÃ©nÃ©rale,Saint-Vincent-de-Paul,Existant,,"POLYGON  (( 293319.72110000 5052449.32100000, 293319.90000000 5052449.10000000, 293321.60000000 5052447.00000000, 293320.30000000 5052446.00000000, 293322.50000000 5052443.30000000, 293323.60000000 5052444.10000000, 293325.10000000 5052442.20000000, 293336.90000000 5052451.50000000, 293335.40000000 5052453.40000000, 293336.30000000 5052454.20000000, 293334.60000000 5052456.30000000, 293332.20000000 5052454.40000000, 293330.05030000 5052457.13600000, 293319.72110000 5052449.32100000))"
BÃ¢timent accessoire d'intÃ©rÃªt patrimonial,Boulevard des Mille-Ãles,Existant,,"POLYGON  (( 294537.92870000 5060853.54440000, 294538.00000000 5060854.40000000, 294532.30000000 5060854.50000000, 294532.20000000 5060853.30000000, 294523.40000000 5060853.40000000, 294523.34250000 5060847.99240000, 294523.10000000 5060825.20000000, 294538.00000000 5060825.10000000, 294538.20000000 5060853.20000000, 294537.90000000 5060853.20000000, 294537.92870000 5060853.54440000))"
BÃ¢timent d'intÃ©rÃªt patrimonial - catÃ©gorie gÃ©nÃ©rale,Saint-Vincent-de-Paul,Existant,,"POLYGON  (( 293330.05030000 5052457.13600000, 293330.00000000 5052457.20000000, 293327.80000000 5052460.00000000, 293330.40000000 5052462.00000000, 293328.70000000 5052464.10000000, 293327.80000000 5052463.40000000, 293326.30000000 5052465.30000000, 293314.30000000 5052455.90000000, 293315.90000000 5052454.00000000, 293314.70000000 5052453.00000000, 293316.80000000 5052450.10000000, 293318.20000000 5052451.20000000, 293319.72110000 5052449.32100000, 293330.05030000 5052457.13600000))"
BÃ¢timent d'intÃ©rÃªt patrimonial - catÃ©gorie gÃ©nÃ©rale,Hors territoire patrimonial,Existant,,"POLYGON  (( 284950.03600000 5043331.00420000, 284949.95870000 5043326.95170000, 284946.45620000 5043326.97540000, 284946.43640000 5043326.67390000, 284944.41210000 5043326.69860000, 284943.86840000 5043317.92780000, 284944.54310000 5043317.09440000, 284945.45590000 5043316.45940000, 284946.32910000 5043316.06250000, 284948.27370000 5043316.06250000, 284948.82940000 5043316.57850000, 284953.83000000 5043316.53880000, 284954.40560000 5043316.86970000, 284955.13120000 5043317.99010000, 284955.37340000 5043320.36120000, 284959.23760000 5043320.17030000, 284959.67320000 5043326.16820000, 284956.09430000 5043326.27690000, 284956.11300000 5043330.77750000, 284950.03600000 5043331.00420000))"
BÃ¢timent d'intÃ©rÃªt patrimonial - catÃ©gorie institutionnelle et religieuse,Hors territoire patrimonial,Existant,,"POLYGON  (( 287684.10790000 5046792.29610000, 287685.21920000 5046778.64360000, 287685.62250000 5046774.66510000, 287686.29810000 5046768.00110000, 287686.78150000 5046762.10650000, 287669.55040000 5046761.04490000, 287667.18700000 5046790.70580000, 287628.42710000 5046787.86960000, 287629.49790000 5046772.45220000, 287624.41790000 5046772.13480000, 287624.16970000 5046776.26440000, 287595.59470000 5046774.20060000, 287597.02340000 5046755.46810000, 287599.08720000 5046724.03550000, 287627.27530000 5046726.09720000, 287627.35570000 5046720.35110000, 287650.61260000 5046721.62110000, 287645.69030000 5046713.71460000, 287684.10890000 5046716.14420000, 287689.34770000 5046709.79420000, 287677.82240000 5046708.81360000, 287677.93970000 5046707.76160000, 287673.63140000 5046707.25420000, 287673.86960000 5046700.26920000, 287667.44020000 5046699.55480000, 287669.34520000 5046677.17100000, 287675.53640000 5046677.48850000, 287676.16800000 5046666.50860000, 287676.72710000 5046665.10600000, 287677.83830000 5046663.91540000, 287679.42580000 5046663.28040000, 287681.25140000 5046663.20100000, 287726.57470000 5046666.13790000, 287732.09120000 5046660.43130000, 287716.23060000 5046659.33120000, 287718.77060000 5046621.33690000, 287727.44620000 5046622.31400000, 287728.07270000 5046614.75830000, 287730.06230000 5046614.90640000, 287729.93550000 5046615.57710000, 287769.16820000 5046618.53130000, 287775.19480000 5046611.67740000, 287771.41340000 5046611.32290000, 287772.00420000 5046603.87820000, 287798.23810000 5046605.53260000, 287797.05630000 5046620.65840000, 287824.82650000 5046622.78540000, 287818.91790000 5046629.52120000, 287834.65540000 5046630.49010000, 287831.80150000 5046667.95780000, 287820.03450000 5046667.24360000, 287818.82050000 5046667.18210000, 287816.10050000 5046667.13440000, 287821.04500000 5046675.01690000, 287783.11220000 5046671.94440000, 287777.32190000 5046679.03470000, 287792.27920000 5046679.87100000, 287789.72090000 5046716.92000000, 287773.25050000 5046715.99390000, 287777.20370000 5046722.40320000, 287778.14910000 5046724.17580000, 287739.50730000 5046721.10330000, 287733.36250000 5046728.31170000, 287750.26080000 5046729.61160000, 287749.95700000 5046734.02850000, 287762.54020000 5046734.68680000, 287761.03200000 5046758.10240000, 287748.29010000 5046757.20610000, 287747.54300000 5046766.95350000, 287747.29060000 5046772.61100000, 287746.00500000 5046785.81730000, 287745.38550000 5046795.78860000, 287684.10790000 5046792.29610000))"
BÃ¢timent d'intÃ©rÃªt patrimonial - catÃ©gorie gÃ©nÃ©rale,Saint-Vincent-de-Paul,Existant,,"POLYGON  (( 293507.80000000 5052575.00000000, 293513.50000000 5052573.00000000, 293514.10000000 5052574.40000000, 293514.90000000 5052574.00000000, 293517.40000000 5052579.90000000, 293501.90000000 5052586.10000000, 293501.70000000 5052585.70000000, 293500.00000000 5052586.50000000, 293500.00000000 5052586.40000000, 293497.10000000 5052579.60000000, 293499.30000000 5052578.60000000, 293507.80000000 5052575.00000000))"
BÃ¢timent d'intÃ©rÃªt patrimonial - catÃ©gorie gÃ©nÃ©rale,Saint-Vincent-de-Paul,Existant,,"POLYGON  (( 293492.75500000 5052699.29120000, 293500.14220000 5052699.41820000, 293500.71370000 5052702.06400000, 293503.78280000 5052700.75170000, 293503.97330000 5052701.28080000, 293506.06890000 5052700.32830000, 293505.89950000 5052699.90500000, 293509.56140000 5052698.55030000, 293510.06940000 5052699.52400000, 293509.96350000 5052700.34950000, 293510.72550000 5052701.76770000, 293509.13800000 5052702.48730000, 293511.08540000 5052708.45640000, 293507.61400000 5052709.70520000, 293502.53400000 5052711.46200000, 293495.65480000 5052711.48320000, 293494.19630000 5052712.72210000, 293492.35080000 5052712.72870000, 293491.27270000 5052711.48520000, 293491.28200000 5052709.67860000, 293492.64920000 5052708.49870000, 293492.75500000 5052699.29120000))"
BÃ¢timent d'intÃ©rÃªt patrimonial - catÃ©gorie institutionnelle et religieuse,Hors territoire patrimonial,Existant,,"POLYGON  (( 288307.46840000 5051613.33540000, 288306.06610000 5051613.36180000, 288301.58140000 5051609.82340000, 288301.28440000 5051608.84050000, 288302.94400000 5051606.54000000, 288300.75520000 5051604.83870000, 288300.72220000 5051603.58190000, 288315.49220000 5051579.77250000, 288297.86470000 5051566.67580000, 288279.34380000 5051587.90860000, 288277.83960000 5051588.06840000, 288276.06960000 5051586.71800000, 288274.44900000 5051588.70240000, 288273.24040000 5051589.04760000, 288269.81420000 5051586.38090000, 288268.16510000 5051585.09740000, 288268.14230000 5051584.34380000, 288268.13210000 5051584.00600000, 288269.75260000 5051581.72670000, 288267.47060000 5051579.97390000, 288267.37140000 5051578.78320000, 288283.64160000 5051553.53960000, 288263.87040000 5051535.71550000, 288263.96960000 5051534.32640000, 288271.87400000 5051524.17300000, 288273.23000000 5051524.10690000, 288313.05950000 5051549.07800000, 288316.26760000 5051544.87770000, 288312.71090000 5051541.59060000, 288312.71090000 5051540.62220000, 288320.34680000 5051530.49400000, 288321.50570000 5051530.50980000, 288326.12360000 5051533.44590000, 288328.92820000 5051529.43500000, 288314.56710000 5051514.00920000, 288314.57980000 5051512.72790000, 288316.63740000 5051510.26690000, 288316.57790000 5051509.19380000, 288318.56230000 5051506.83900000, 288319.38250000 5051506.75960000, 288321.55210000 5051503.92860000, 288322.82210000 5051503.74340000, 288328.08730000 5051506.28340000, 288328.82820000 5051506.07170000, 288331.47400000 5051507.52690000, 288331.63740000 5051508.06690000, 288334.25210000 5051509.45840000, 288335.04590000 5051509.22020000, 288337.74490000 5051510.59090000, 288338.06240000 5051511.44810000, 288338.91970000 5051511.78150000, 288340.54020000 5051509.67540000, 288331.50050000 5051500.28250000, 288331.30490000 5051498.97960000, 288332.89090000 5051497.24150000, 288332.89110000 5051496.10760000, 288334.67570000 5051493.73560000, 288335.71290000 5051493.26990000, 288337.12450000 5051491.27890000, 288338.54660000 5051491.24590000, 288350.08910000 5051497.06670000, 288351.54430000 5051494.85080000, 288342.54360000 5051485.45710000, 288342.33810000 5051484.10470000, 288343.93740000 5051482.06690000, 288348.14620000 5051476.42320000, 288348.97110000 5051476.26510000, 288350.16170000 5051476.83660000, 288360.94220000 5051482.31350000, 288362.88690000 5051479.68490000, 288326.70500000 5051441.00340000, 288326.51060000 5051439.67840000, 288328.55710000 5051437.14040000, 288329.55720000 5051437.18010000, 288339.37860000 5051423.83190000, 288341.44230000 5051423.27620000, 288343.58550000 5051424.46690000, 288343.92020000 5051425.44720000, 288345.90450000 5051426.55840000, 288347.53170000 5051426.43930000, 288350.19080000 5051427.94750000, 288350.34960000 5051428.66180000, 288352.13550000 5051429.65400000, 288353.60390000 5051429.65400000, 288356.38210000 5051431.00340000, 288356.62020000 5051431.87650000, 288358.48550000 5051432.78940000, 288360.07300000 5051432.90840000, 288362.93050000 5051434.37690000, 288363.16860000 5051435.09120000, 288364.83550000 5051435.92470000, 288366.54210000 5051436.04370000, 288369.47900000 5051437.59160000, 288369.67740000 5051438.42500000, 288371.10620000 5051439.17910000, 288372.85240000 5051439.21870000, 288375.02200000 5051440.48930000, 288376.35550000 5051438.62660000, 288374.03740000 5051436.56690000, 288376.23740000 5051433.86690000, 288377.05310000 5051432.95930000, 288379.27560000 5051434.57860000, 288381.75740000 5051431.82290000, 288371.01510000 5051420.29810000, 288371.01510000 5051418.94870000, 288377.75670000 5051409.95240000, 288379.14570000 5051409.87300000, 288382.04290000 5051411.39440000, 288382.81020000 5051411.15630000, 288385.26420000 5051412.50520000, 288385.41140000 5051413.00500000, 288385.83740000 5051413.26690000, 288386.81740000 5051411.80250000, 288371.67000000 5051400.95460000, 288376.03740000 5051395.26690000, 288393.93740000 5051407.96690000, 288389.26740000 5051414.40070000, 288392.01910000 5051415.97760000, 288392.22020000 5051416.57030000, 288394.58310000 5051417.85440000, 288395.33740000 5051417.66690000, 288398.33740000 5051419.36690000, 288398.43740000 5051419.96690000, 288407.84710000 5051407.46020000, 288413.61510000 5051411.39720000, 288414.75810000 5051411.01620000, 288432.75580000 5051424.62050000, 288423.44250000 5051436.79130000, 288424.33740000 5051437.76690000, 288424.83740000 5051437.56690000, 288426.72400000 5051439.57870000, 288426.66050000 5051440.17140000, 288428.69250000 5051442.28810000, 288429.71620000 5051442.21870000, 288432.33740000 5051445.36690000, 288438.03740000 5051440.16690000, 288438.93740000 5051440.16690000, 288453.43740000 5051455.96690000, 288447.93740000 5051461.16690000, 288435.33740000 5051447.56690000, 288434.83740000 5051448.06690000, 288437.03740000 5051450.66690000, 288436.83740000 5051451.36690000, 288438.63740000 5051452.96690000, 288439.53740000 5051452.86690000, 288441.83740000 5051455.66690000, 288441.73740000 5051456.36690000, 288443.83740000 5051458.76690000, 288443.73740000 5051460.16690000, 288441.93740000 5051462.76690000, 288439.13740000 5051466.46690000, 288437.03740000 5051469.46690000, 288435.63740000 5051469.36690000, 288421.07110000 5051461.74290000, 288419.24020000 5051464.46020000, 288421.38330000 5051466.08740000, 288418.68460000 5051469.85770000, 288416.40550000 5051468.25720000, 288414.55710000 5051470.96900000, 288416.80250000 5051473.55440000, 288417.69550000 5051473.48820000, 288420.24210000 5051476.10100000, 288420.20900000 5051477.52310000, 288421.66420000 5051478.94530000, 288422.85490000 5051478.87910000, 288425.07080000 5051481.16120000, 288424.90540000 5051482.15340000, 288426.32750000 5051483.60860000, 288427.48510000 5051483.80700000, 288429.60180000 5051486.05600000, 288430.13740000 5051488.46690000, 288436.01200000 5051494.30830000, 288437.11790000 5051494.25010000, 288439.41980000 5051496.52560000, 288439.26110000 5051498.08660000, 288439.06200000 5051498.84680000, 288439.32660000 5051499.61410000, 288437.63300000 5051501.85560000, 288436.87230000 5051501.85560000, 288435.03660000 5051504.35340000, 288435.23660000 5051505.45340000, 288432.90350000 5051508.56940000, 288431.91140000 5051508.66860000, 288429.72850000 5051511.71130000, 288429.69550000 5051513.00120000, 288428.10800000 5051514.95250000, 288427.14880000 5051514.95250000, 288426.49030000 5051515.79340000, 288380.35940000 5051493.03830000, 288378.93740000 5051496.46690000, 288388.23740000 5051505.96690000, 288388.23740000 5051506.96690000, 288382.63740000 5051514.96690000, 288381.33740000 5051515.26690000, 288369.53740000 5051509.26690000, 288368.23740000 5051511.06690000, 288377.23740000 5051520.66690000, 288377.23740000 5051521.96690000, 288375.93740000 5051523.76690000, 288376.03740000 5051524.86690000, 288374.13740000 5051527.46690000, 288373.33740000 5051527.46690000, 288371.63740000 5051529.86690000, 288370.03740000 5051530.06690000, 288370.93740000 5051531.76690000, 288381.73740000 5051521.36690000, 288399.23740000 5051540.36690000, 288384.53740000 5051554.26690000, 288369.53740000 5051538.16690000, 288369.63740000 5051539.16690000, 288366.96510000 5051542.43360000, 288367.46120000 5051543.85580000, 288365.70840000 5051546.07170000, 288364.31930000 5051546.07170000, 288362.50030000 5051548.58520000, 288360.71430000 5051548.58520000, 288343.07760000 5051539.77240000, 288340.11430000 5051544.05860000, 288346.85320000 5051550.18370000, 288346.58860000 5051551.45370000, 288339.81530000 5051560.63480000, 288338.28070000 5051560.79350000, 288331.00470000 5051555.71350000, 288328.27940000 5051559.70880000, 288363.37160000 5051591.66650000, 288363.30810000 5051593.53980000, 288355.91250000 5051602.91980000, 288353.82890000 5051602.82060000, 288332.43190000 5051589.73450000, 288312.41610000 5051612.43580000, 288311.14610000 5051612.56810000, 288309.24110000 5051611.08640000, 288307.46840000 5051613.33540000))"
BÃ¢timent d'intÃ©rÃªt patrimonial - catÃ©gorie gÃ©nÃ©rale,Sainte-Rose,Existant,,"POLYGON  (( 282608.50000000 5052848.20000000, 282611.60000000 5052844.70000000, 282615.00000000 5052847.90000000, 282612.50000000 5052850.60000000, 282616.60000000 5052854.40000000, 282620.20000000 5052850.20000000, 282625.30000000 5052854.80000000, 282621.60000000 5052859.50000000, 282623.00000000 5052861.00000000, 282617.90000000 5052866.40000000, 282614.10000000 5052862.80000000, 282611.60000000 5052865.00000000, 282602.60000000 5052855.90000000, 282603.50000000 5052854.70000000, 282609.51900000 5052849.00450000, 282608.50000000 5052848.20000000))"
BÃ¢timent d'intÃ©rÃªt patrimonial - catÃ©gorie institutionnelle et religieuse,Saint-Vincent-de-Paul,Existant,,"POLYGON  (( 293463.70000000 5052878.10000000, 293442.30000000 5052881.80000000, 293442.60000000 5052883.90000000, 293419.70000000 5052887.90000000, 293418.30000000 5052879.90000000, 293408.00000000 5052881.60000000, 293405.90000000 5052869.30000000, 293422.80000000 5052866.40000000, 293423.10000000 5052866.20000000, 293423.60000000 5052865.90000000, 293424.00000000 5052865.50000000, 293424.50000000 5052865.30000000, 293425.00000000 5052865.10000000, 293425.40000000 5052864.90000000, 293425.90000000 5052864.80000000, 293425.00000000 5052859.30000000, 293471.30000000 5052851.30000000, 293475.40000000 5052874.90000000, 293473.10000000 5052875.30000000, 293472.80000000 5052875.50000000, 293472.60000000 5052875.70000000, 293472.60000000 5052876.10000000, 293472.60000000 5052876.30000000, 293472.72020000 5052876.54040000, 293463.70000000 5052878.10000000))"
