ï»¿CMH_ID,TYPE,INFORCI,OBJECTID,SHAPE__Area,SHAPE__Length
24670,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,540,6017.9375,546.70389482171
24670,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,541,4899.1484375,406.199880923027
24677,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,542,9210.8984375,866.931895384832
24678,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,543,9691.17578125,514.300966695498
24684,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,544,3771.171875,465.701752405029
24687,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,545,22273.21875,979.862146995357
24688,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,546,33765.00390625,1214.73639258968
24693,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,547,27781.96484375,1445.57859137903
24694,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,548,51979.296875,1748.56448889022
24699,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,549,7309.15234375,427.807198215708
24700,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,550,16901.61328125,989.329251926792
24706,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,551,36939.73046875,1525.33662030539
24715,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,552,4750.88671875,333.723125595538
24718,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,553,5512.453125,384.117009091692
24722,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,554,7606.546875,545.442234034192
24725,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,555,2328.89453125,245.359253519262
24726,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,556,2282.1484375,221.48695565995
24731,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,557,13773.734375,559.419299972418
24733,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,558,3956.66796875,342.500266547625
24733,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,559,38483.27734375,1884.10272230116
24733,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,560,5708.71484375,366.290585097137
24733,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,561,41378.4765625,2078.33723314523
24735,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,562,28387.25390625,984.468980619197
24743,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,563,6319.390625,513.585072188526
24743,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,564,54242.921875,1663.35094019158
24743,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,565,4721.47265625,331.339963498213
24743,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,566,3244.20703125,321.785721233663
24743,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,567,12829.91796875,938.396645252589
24743,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,568,11798.9765625,543.559087101559
24743,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,569,14424.484375,680.86035596158
24743,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,570,277604.13671875,12578.5389711977
24743,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,571,3029.703125,293.567151818293
24743,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,572,222568.578125,8865.18342901298
24745,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,573,37338.5546875,1167.41799181148
24751,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,574,67714.46875,2902.90650478704
24754,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,575,226215.92578125,4718.64189300156
24755,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,576,10534.96484375,417.820512197322
24760,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,577,24724.3046875,761.801416311432
24761,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,578,386619.66796875,4815.57776107484
24761,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,579,8889.69140625,767.156699684121
24761,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,580,5355.125,461.895918795646
24761,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,581,189609.06640625,4555.17385156234
24763,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,582,21253.16796875,1398.6469978704
24766,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,583,7172.45703125,538.008970783716
24778,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,584,16833.21875,897.564764236932
24783,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,585,21262.09765625,579.467745509389
24797,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,586,11270.5703125,700.957490950245
24800,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,587,4727.26171875,356.994757285222
24804,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,588,2527.64453125,348.414304128594
24807,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,589,12314.51953125,453.590056388186
24812,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,590,5841.69140625,357.122772141951
24818,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,591,18365.9296875,880.886199841693
24819,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,592,17449.1796875,1034.31153930385
24831,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,593,6802.83984375,611.990005387584
24832,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,594,68110.2421875,1101.08724484573
24839,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,595,3630.6328125,332.849609568672
24839,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,596,2674.34375,393.12297110605
24839,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,597,21546.84375,689.823865711635
24840,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,598,4332.625,313.065765499618
24840,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,599,21998.69140625,1147.49030970545
24842,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,600,23401.453125,1043.94205752607
24845,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,601,24957.5859375,771.932496854612
24850,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,602,4046.17578125,518.273415646707
24852,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,603,11275.05078125,514.647196552832
24852,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,604,6058.73828125,339.707291310717
24852,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,605,2885.671875,326.162589539098
24852,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,606,10484.63671875,451.944613991875
24852,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,607,56165.74609375,2604.88258704467
24852,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,608,88291,3612.37526448178
24854,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,609,5333.67578125,580.284108963372
24856,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,610,10088.12890625,519.674429955326
24860,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,611,4733.80078125,371.488511642045
24864,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,612,142.54296875,91.0051328244834
24864,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,613,25900.89453125,1785.37724957059
24864,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,614,51046.484375,1626.25792925798
24871,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,615,4148.1953125,301.486508893353
24881,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,616,4838.140625,355.953323576624
24887,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,617,17701.953125,577.040382337644
24888,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,618,9380.29296875,634.601645953996
24892,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,619,32567.40234375,1257.02889083944
24900,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,620,6729.1171875,606.286619354968
24905,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,621,4521.171875,295.337649253616
24906,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,622,2079.8046875,214.490780691858
24906,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,623,11450.140625,581.32764607851
24908,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,624,9380.6484375,490.51426213113
24915,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,625,18811.53125,847.440374385717
24915,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,626,177985.8515625,6173.87401461608
24918,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,627,3305.34765625,303.749156475772
24940,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,628,53.98828125,53.020764569242
24940,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,629,33.58203125,70.5831985874551
24940,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,630,7938.1953125,634.276970931029
24942,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,631,28212.1953125,1676.9601500972
24960,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,632,7278.99609375,511.001041333527
24961,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,633,20279.4296875,1085.67810034349
24964,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,634,3590.09765625,403.9779428211
24969,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,635,10153.58203125,526.41433957293
24979,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,636,10261.97265625,590.970866526422
24983,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,637,2529.4609375,220.296219939326
24987,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,638,26490.81640625,1466.99390436414
24987,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,639,209630.98828125,5453.76385319411
24993,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,640,2158.0390625,201.958131019285
24993,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,641,4205.7265625,325.118576175541
24994,Milieu humide d'intÃ©rÃªt,https://www.sherbrooke.ca/fr/services-a-la-population/environnement/milieux-naturels-et-biodiversite/plan-nature/reglement-de-controle-interimaire-visant-la-protection-des-milieux-naturels-d-interet-pour-la-conservation,642,251065.5078125,6606.71950510083
