ï»¿Annee,No_MRC,Nombre_d_exploitants_declarants,Nom_MRC,Region_Administrative,Superficie_agricole_en_2015_,Charge_P2O5_produite_par_les_animaux,Charge_P2O5_importee_par_ententes_d_epandage_,Charge_P2O5_des_engrais,Charge_P2O5_des_MRF,Charge_P2O5_detruite,Charge_P2O5_traitee_en_produits_utiles,Charge_P2O5_exportee_par_ententes_d_epandage,Nombre_hectares_totaux_declares,Saturation_des_sols_en_P,Charge_P2O5_disponible_epandage,Nombre_de_lieux_d_elevage,Nombre_de_lieux_d_epandage,Superficie_classe_saturation_1,Superficie_classe_saturation_2,Superficie_classe_saturation_3,Superficie_classe_saturation_4,Longitude,Latitude,Charge_P2O5_de_dejections_animales_disponibles
2014,730,44,ThÃ©rÃ¨se-De Blainville,15,73,57486.2,136811.9,60215.1,20560.2,0.0,0.0,95225.4,3831.9,6.77,46.8,22,23,2720.0,556.6,274.7,255.7,-73.82983835490,45.73326750360,99073.0
2015,730,44,ThÃ©rÃ¨se-De Blainville,15,73,61215.7,132630.1,58424.3,20420.5,0.0,0.0,122485.8,4297.0,6.65,34.1,23,22,3081.6,676.8,268.6,270.0,-73.82983835490,45.73326750360,71360.0
2016,730,43,ThÃ©rÃ¨se-De Blainville,15,73,60272.9,151085.0,61547.1,14178.6,0.0,0.0,107125.8,4665.7,6.72,38.0,23,21,3379.8,614.7,374.0,297.2,-73.82983835490,45.73326750360,104232.0
2017,730,38,ThÃ©rÃ¨se-De Blainville,15,73,59352.5,140113.8,60314.1,17074.0,0.0,0.0,73388.7,4017.3,6.29,49.7,22,17,2989.0,584.0,294.9,149.5,-73.82983835500,45.73326750400,126078.0
2018,730,40,ThÃ©rÃ¨se-De Blainville,15,73,68032.9,156096.2,54093.1,21694.0,0.0,0.0,93680.9,4131.3,6.37,49.9,24,17,3145.0,501.1,159.6,325.7,-73.82983835500,45.73326750400,130448.0
2012,740,167,Mirabel,15,323,543526.2,180093.6,530110.8,61083.9,0.0,0.0,203081.8,20126.8,6.17,55.4,141,44,15490.1,2332.4,1421.0,883.3,-74.06172116760,45.64505084120,520538.0
2013,740,170,Mirabel,15,323,562729.2,157977.1,479512.0,53377.7,0.0,0.0,191259.7,21150.1,6.85,49.3,142,45,15267.1,2620.4,1584.2,1663.4,-74.06172116760,45.64505084120,529447.0
2014,740,175,Mirabel,15,323,550185.7,173751.9,450197.9,59009.4,0.0,0.0,179780.9,20797.0,7.00,49.5,139,50,14598.7,2675.2,2348.0,1175.1,-74.06172116760,45.64505084120,544157.0
2015,740,178,Mirabel,15,323,543581.0,171217.2,491177.8,138414.3,0.0,1724.6,203655.5,21018.8,6.45,51.9,139,52,15471.8,2732.5,2300.7,513.8,-74.06172116760,45.64505084120,509418.0
2016,740,174,Mirabel,15,323,545220.4,163431.9,450262.7,117117.6,0.0,1490.0,211121.9,20370.7,6.20,49.2,135,50,15503.3,2469.0,1815.4,583.0,-74.06172116760,45.64505084120,496040.0
2017,740,167,Mirabel,15,323,547794.1,194743.7,482236.7,155144.7,0.0,1018.0,228491.6,20649.6,6.15,52.3,131,47,16040.4,2058.5,1836.6,714.2,-74.06172116800,45.64505084100,513028.0
2018,740,161,Mirabel,15,323,574992.3,176294.3,499933.7,115247.0,0.0,0.0,235516.7,21589.5,6.82,52.4,132,44,16170.6,1982.4,1058.2,2378.2,-74.06172116800,45.64505084100,515770.0
2012,750,25,La RiviÃ¨re-du-Nord,15,51,246030.2,13853.9,39625.2,0.0,0.0,66606.0,162532.7,1378.7,7.03,51.0,26,4,968.0,214.4,44.1,152.2,-73.96432281060,45.80928544870,30745.0
2013,750,23,La RiviÃ¨re-du-Nord,15,51,242126.4,36595.5,65513.0,0.0,0.0,112007.4,130708.6,1521.3,7.84,65.3,24,5,926.2,306.2,159.8,129.0,-73.96432281060,45.80928544870,36006.0
2014,750,25,La RiviÃ¨re-du-Nord,15,51,224807.9,29126.3,39273.0,2517.0,0.0,105832.0,123593.4,1479.7,7.71,43.9,25,5,892.2,286.2,280.3,21.0,-73.96432281060,45.80928544870,24509.0
2015,750,24,La RiviÃ¨re-du-Nord,15,51,221227.5,30129.8,29785.0,0.0,0.0,105832.0,117906.3,1799.4,7.01,31.3,26,3,1188.1,348.7,223.3,39.3,-73.96432281060,45.80928544870,27619.0
2016,750,21,La RiviÃ¨re-du-Nord,15,51,229956.0,26230.6,27645.0,0.0,0.0,105832.0,126229.3,1188.9,7.15,41.8,25,1,752.5,282.1,108.3,46.0,-73.96432281060,45.80928544870,24125.0
2017,750,23,La RiviÃ¨re-du-Nord,15,51,241348.2,28964.8,42333.0,0.0,0.0,129327.0,113760.5,1832.6,6.16,34.3,24,4,1349.8,321.7,116.1,45.0,-73.96432281100,45.80928544900,27226.0
2018,750,20,La RiviÃ¨re-du-Nord,15,51,273891.2,26327.0,47670.0,0.0,0.0,139076.0,130382.0,1923.9,6.02,40.8,25,3,1464.5,299.1,84.3,76.0,-73.96432281100,45.80928544900,30760.0
2012,760,85,Argenteuil,15,193,273529.1,72705.5,163640.6,113113.6,0.0,0.0,77718.8,9886.7,5.38,55.1,88,3,8293.1,936.7,334.0,322.9,-74.41911699010,45.64331522050,268516.0
2013,760,79,Argenteuil,15,193,270220.7,70804.5,171841.4,93567.7,0.0,0.0,72804.9,9959.8,5.22,51.8,85,3,8412.3,1035.8,285.5,226.2,-74.41911699010,45.64331522050,268220.0
2014,760,81,Argenteuil,15,193,277264.7,109200.8,121253.0,131322.9,0.0,131.0,83602.0,10286.0,5.74,51.5,88,3,8333.2,970.0,675.2,307.6,-74.41911699010,45.64331522050,302733.0
2015,760,82,Argenteuil,15,193,292794.7,130318.1,152664.9,100041.0,0.0,0.0,83987.4,10946.3,5.11,49.9,87,4,9343.7,972.9,397.0,176.0,-74.41911699010,45.64331522050,339125.0
2016,760,82,Argenteuil,15,193,314295.6,129696.6,199716.9,111579.1,0.0,0.0,99509.8,11065.4,5.06,54.8,86,6,9515.0,1034.9,346.8,168.7,-74.41911699010,45.64331522050,344482.0
2017,760,81,Argenteuil,15,193,284167.3,142150.0,187484.3,98111.0,0.0,0.0,85688.6,10756.6,5.19,54.1,85,6,9114.8,1062.4,414.1,165.3,-74.41911699000,45.64331522100,340629.0
2018,760,76,Argenteuil,15,193,317486.5,124232.1,184317.8,92077.0,0.0,0.0,96250.0,10583.7,5.20,58.8,85,6,8949.5,1140.8,192.5,300.8,-74.41911699000,45.64331522100,345469.0
2012,780,13,Les Laurentides,15,70,34334.3,7344.0,5132.6,0.0,0.0,0.0,0.0,1030.7,4.96,45.4,12,1,949.8,9.3,8.9,62.7,-74.68032647420,46.09994035550,41678.0
2013,780,11,Les Laurentides,15,70,35808.9,3488.6,7221.3,108.7,0.0,0.0,0.0,1012.1,4.52,42.1,11,0,947.2,30.3,8.9,25.7,-74.68032647420,46.09994035550,39298.0
2014,780,11,Les Laurentides,15,70,33507.1,6391.8,7081.0,279.2,0.0,0.0,0.0,1013.8,4.24,42.4,11,0,968.3,30.3,1.1,14.1,-74.68032647420,46.09994035550,39899.0
2015,780,10,Les Laurentides,15,70,34982.1,7214.5,9583.8,0.0,0.0,0.0,0.0,1031.6,4.49,45.6,10,0,969.4,30.3,1.1,30.8,-74.68032647420,46.09994035550,42197.0
2016,780,13,Les Laurentides,15,70,41228.2,8208.2,7355.2,0.0,0.0,0.0,5416.7,1208.9,4.33,37.2,13,0,1134.0,59.8,0.0,15.1,-74.68032647420,46.09994035550,44020.0
2017,780,15,Les Laurentides,15,70,38717.1,13909.2,7329.5,6624.8,0.0,0.0,3090.1,1438.6,5.55,39.1,16,0,1236.0,78.8,5.6,118.2,-74.68032647400,46.09994035600,49536.0
2018,780,14,Les Laurentides,15,70,40073.9,16521.0,7819.9,3828.2,0.0,0.0,4317.1,1355.8,5.17,47.2,14,0,1204.8,55.9,14.6,80.4,-74.68032647400,46.09994035600,52278.0
2012,790,70,Antoine-Labelle,15,257,277263.3,62746.3,75816.8,16146.0,0.0,0.0,85093.4,9810.5,4.50,35.4,88,2,9218.7,262.7,68.1,260.9,-75.41139006110,46.57930405400,254916.0
2013,790,69,Antoine-Labelle,15,257,274738.8,56473.3,79785.0,3652.9,0.0,0.0,72163.3,9642.7,4.31,34.1,85,2,9158.8,260.0,113.4,110.6,-75.41139006110,46.57930405400,259049.0
2014,790,71,Antoine-Labelle,15,257,242358.5,62099.4,80401.6,52217.8,0.0,0.0,34623.2,9857.2,4.64,36.8,86,2,9133.0,296.4,181.7,246.1,-75.41139006110,46.57930405400,269835.0
2015,790,70,Antoine-Labelle,15,257,243830.2,51550.5,91916.6,27884.9,0.0,0.0,49043.0,9298.6,4.56,35.3,87,2,8658.5,266.7,225.5,148.0,-75.41139006110,46.57930405400,246338.0
2016,790,70,Antoine-Labelle,15,257,273035.9,60019.8,99808.7,675.0,0.0,0.0,62190.8,9381.3,4.52,35.0,89,2,8786.9,225.3,200.8,168.3,-75.41139006110,46.57930405400,270865.0
2017,790,74,Antoine-Labelle,15,257,263211.6,56128.9,91715.8,21294.2,0.0,0.0,54227.4,9731.2,4.66,34.3,91,3,9034.4,254.0,156.7,286.2,-75.41139006100,46.57930405400,265113.0
2018,790,71,Antoine-Labelle,15,257,252986.0,51084.4,103489.5,4312.0,0.0,0.0,57497.7,9336.8,4.41,38.0,87,3,8828.3,250.8,48.5,209.1,-75.41139006100,46.57930405400,246573.0
2012,460,408,Brome-Missisquoi,16,607,1539873.8,816738.7,480124.1,6713.0,0.0,45713.7,937204.6,33791.4,8.09,55.0,409,71,18764.1,8482.0,4126.8,2191.5,-72.86220322070,45.17380276980,1373694.0
2013,460,407,Brome-Missisquoi,16,607,1503452.6,782231.7,492613.7,11620.9,0.0,53072.9,880963.9,33553.7,8.05,55.0,410,73,19018.6,8038.6,4359.1,2108.0,-72.86220322070,45.17380276980,1351648.0
2014,460,408,Brome-Missisquoi,16,607,1502837.1,816193.6,457914.0,12894.1,0.0,51652.4,918561.2,33965.5,8.22,52.7,405,78,18801.4,7956.2,5274.0,1880.1,-72.86220322070,45.17380276980,1348817.0
2015,460,411,Brome-Missisquoi,16,607,1521992.0,960310.8,520084.2,15906.3,0.0,62014.8,1020691.7,34584.7,7.88,53.7,401,79,20092.5,8128.3,4459.1,1904.9,-72.86220322070,45.17380276980,1399596.0
2016,460,404,Brome-Missisquoi,16,607,1576294.0,970902.6,522504.3,98841.8,0.0,62454.4,1051753.0,34753.1,7.58,56.6,396,74,20984.9,8015.9,4154.7,1594.8,-72.86220322070,45.17380276980,1432989.0
2017,460,396,Brome-Missisquoi,16,607,1531545.9,925785.0,502129.3,33489.5,0.0,59318.3,999527.8,34615.2,7.39,53.2,386,74,21716.9,7328.6,4128.4,1441.3,-72.86220322100,45.17380277000,1398485.0
2018,460,388,Brome-Missisquoi,16,607,1674530.6,869441.6,560843.9,46136.2,1980.0,119604.2,986185.0,34945.9,7.61,58.5,390,76,21965.2,7149.4,2418.5,3412.5,-72.86220322100,45.17380277000,1436203.0
2012,470,244,La Haute-Yamaska,16,244,1183092.2,391936.9,57158.4,2142.7,0.0,18455.4,788381.1,14599.8,10.34,56.7,293,14,6106.6,3411.7,2393.8,2558.2,-72.69278072920,45.41988214370,768193.0
2013,470,243,La Haute-Yamaska,16,244,1174474.6,492936.5,74637.0,8082.2,0.0,36909.6,846266.3,15360.1,10.26,56.2,289,15,6337.1,3610.7,2845.3,2312.5,-72.69278072920,45.41988214370,784235.0
2014,470,240,La Haute-Yamaska,16,244,1195257.1,486661.2,59801.1,10301.0,0.0,31663.7,849996.7,16117.4,10.39,53.1,279,16,6435.1,3900.7,3038.9,2463.3,-72.69278072920,45.41988214370,800258.0
2015,470,232,La Haute-Yamaska,16,244,1180450.5,466416.7,65511.4,8392.3,0.0,15209.8,845225.6,15413.1,10.07,54.8,276,14,6448.5,3837.8,2717.6,2167.2,-72.69278072920,45.41988214370,786432.0
2016,470,236,La Haute-Yamaska,16,244,1224877.7,478816.1,91987.1,4476.7,0.0,11696.0,917502.7,15958.3,10.10,53.1,279,15,6904.6,3651.1,2689.7,2531.6,-72.69278072920,45.41988214370,774495.0
2017,470,226,La Haute-Yamaska,16,244,1215108.7,492310.0,70492.8,5071.5,0.0,16485.0,838531.4,16533.0,9.52,54.5,264,13,7634.5,3826.8,2504.5,2353.0,-72.69278072900,45.41988214400,852402.0
2018,470,220,La Haute-Yamaska,16,244,1265207.3,543789.2,68992.5,15657.6,0.0,43821.2,925546.4,16570.6,9.53,55.8,282,13,8093.2,3633.7,2184.5,2659.2,-72.69278072900,45.41988214400,839629.0
2012,480,332,Acton,16,317,1226728.4,607842.2,231375.0,23864.0,0.0,15525.9,566924.6,23672.8,8.06,63.4,399,26,13323.6,5802.6,2896.5,1569.1,-72.56390866470,45.64063165230,1252120.0
2013,480,326,Acton,16,317,1214547.8,620352.5,213175.5,19048.8,0.0,6803.7,551532.0,23961.0,8.08,61.9,385,27,13591.8,5786.5,2761.6,1800.4,-72.56390866470,45.64063165230,1276565.0
2014,480,322,Acton,16,317,1206199.6,648511.6,213566.6,37435.8,0.0,32317.0,538456.3,24211.8,8.04,62.2,389,26,13658.7,5970.8,2786.4,1695.9,-72.56390866470,45.64063165230,1283938.0
2015,480,317,Acton,16,317,1252749.8,659584.6,225822.7,24591.7,0.0,44027.0,553967.7,24704.5,7.89,61.6,388,26,14154.9,6158.6,2831.1,1484.8,-72.56390866470,45.64063165230,1314340.0
2016,480,309,Acton,16,317,1254852.8,671080.8,202158.5,16893.4,0.0,49361.0,563104.8,24826.7,7.76,59.8,382,24,14509.0,6079.5,2792.3,1390.7,-72.56390866470,45.64063165230,1313468.0
2017,480,301,Acton,16,317,1342365.6,718804.7,178313.4,27096.2,0.0,96152.0,611956.9,24585.3,7.79,61.4,375,24,14725.3,5790.8,2508.9,1487.2,-72.56390866500,45.64063165200,1353061.0
2018,480,282,Acton,16,317,1462159.0,771386.7,192322.7,19561.5,0.0,107857.0,701129.1,25435.3,7.68,64.3,382,25,15236.7,5996.1,2587.4,1615.9,-72.56390866500,45.64063165200,1424560.0
2012,530,228,Pierre-De Saurel,16,415,558818.5,458827.7,934033.3,9047.5,0.0,326.3,298108.2,32147.1,8.06,51.7,199,47,18672.5,6838.7,4270.4,2287.9,-72.97431978760,45.95280767610,719212.0
2013,530,230,Pierre-De Saurel,16,415,580869.1,440256.6,885491.9,15482.2,0.0,0.0,321442.8,31512.0,8.10,50.6,204,44,18151.7,6887.8,4138.1,2307.1,-72.97431978760,45.95280767610,699683.0
2014,530,226,Pierre-De Saurel,16,415,582121.0,452238.4,800541.8,6659.0,0.0,10978.3,310288.2,31055.9,8.03,48.2,201,42,18288.1,6382.8,3947.9,2385.2,-72.97431978760,45.95280767610,713093.0
2015,530,217,Pierre-De Saurel,16,415,574106.4,510604.0,883135.4,20467.1,0.0,8086.8,335848.7,31197.4,7.79,51.7,190,44,18996.6,6410.7,3013.0,2683.2,-72.97431978760,45.95280767610,740775.0
2016,530,214,Pierre-De Saurel,16,415,587706.9,558502.7,889784.9,15829.8,0.0,5796.5,360221.0,31727.6,7.56,52.5,190,42,19701.7,6663.1,3098.9,2212.3,-72.97431978760,45.95280767610,780192.0
2017,530,212,Pierre-De Saurel,16,415,601492.6,517821.6,818628.9,15584.9,0.0,32428.9,332273.7,31494.5,7.49,49.5,191,40,20044.9,6083.8,3120.8,2188.1,-72.97431978800,45.95280767600,754612.0
2018,530,200,Pierre-De Saurel,16,415,638837.1,545640.5,799611.0,80904.9,0.0,51474.2,409341.1,30283.6,7.42,53.0,188,40,19663.9,5747.8,2105.4,2766.5,-72.97431978800,45.95280767600,723662.0
2012,540,1026,Les Maskoutains,16,1068,4396321.4,2622191.0,1592037.1,8421.9,0.0,168114.5,3205717.1,98066.6,10.50,53.4,1006,232,36374.8,28386.4,18432.1,14196.4,-72.90914379520,45.67179459490,3644681.0
2013,540,1022,Les Maskoutains,16,1068,4274586.0,2743650.3,1576346.5,17068.0,0.0,214767.9,3188058.1,99375.2,10.44,52.2,988,235,37038.8,29280.1,18320.4,14191.7,-72.90914379520,45.67179459490,3615410.0
2014,540,998,Les Maskoutains,16,1068,4352171.8,2660538.1,1483332.6,18735.1,0.0,222782.4,3231865.5,97308.5,10.35,51.5,969,223,36840.4,28577.0,17879.3,13414.8,-72.90914379520,45.67179459490,3558062.0
2015,540,989,Les Maskoutains,16,1068,4370371.4,2903304.4,1599711.1,36680.6,0.0,127804.0,3389855.8,100127.5,10.20,52.9,962,220,39172.2,29198.1,17916.8,13342.2,-72.90914379520,45.67179459490,3756016.0
2016,540,993,Les Maskoutains,16,1068,4333424.3,3061036.8,1551437.1,80530.0,0.0,94584.1,3503042.2,99429.8,9.92,53.8,960,227,40805.1,28929.5,17290.3,12030.5,-72.90914379520,45.67179459490,3796835.0
2017,540,994,Les Maskoutains,16,1068,4406096.6,2954720.3,1622758.0,55041.8,0.0,165554.2,3457518.2,99997.7,9.60,53.3,955,230,43088.9,29116.2,15628.0,11704.6,-72.90914379500,45.67179459500,3737744.0
2018,540,941,Les Maskoutains,16,1068,4655694.1,3050682.9,1611029.1,37412.8,0.0,215669.0,3686794.5,101093.9,9.56,53.9,988,224,44810.8,29134.7,14286.7,12861.8,-72.90914379500,45.67179459500,3803914.0
2012,550,396,Rouville,16,392,1673665.6,1230477.6,538329.8,17706.2,7462.0,114022.2,1622983.3,32448.4,9.55,52.3,388,101,16350.1,5874.0,4827.1,5257.8,-73.03831580730,45.41082569880,1159676.0
2013,550,394,Rouville,16,392,1652005.7,1243321.4,600328.6,22942.8,0.0,46453.7,1731028.6,31782.6,8.95,54.6,391,98,17011.1,6202.7,4180.2,4219.3,-73.03831580730,45.41082569880,1117845.0
2014,550,395,Rouville,16,392,1638692.8,1218470.2,539199.8,15505.2,0.0,83791.0,1744372.2,30851.3,8.96,50.9,384,100,16647.0,5589.5,4352.9,4041.5,-73.03831580730,45.41082569880,1029000.0
2015,550,381,Rouville,16,392,1601086.4,1142085.7,554240.4,27608.1,0.0,68572.3,1602956.3,31356.6,8.79,51.8,371,99,17260.4,5844.1,3835.9,4169.2,-73.03831580730,45.41082569880,1071643.0
2016,550,377,Rouville,16,392,1616684.5,1139683.1,575499.9,26420.7,0.0,58518.0,1627431.5,30698.5,8.59,53.4,367,97,16975.6,6039.4,3585.9,3658.0,-73.03831580730,45.41082569880,1070418.0
2017,550,377,Rouville,16,392,1654506.3,1174253.2,582017.3,34088.3,0.0,81431.9,1720713.2,30810.2,8.95,52.2,365,99,16509.7,6191.1,4093.4,3577.2,-73.03831580700,45.41082569900,1026615.0
2018,550,348,Rouville,16,392,1848934.8,1255586.0,535704.6,36517.2,0.0,74514.1,1988009.1,31282.2,8.65,51.6,376,94,17716.6,5989.5,3123.3,4452.5,-73.03831580700,45.41082569900,1041998.0
2012,560,517,Le Haut-Richelieu,16,770,1363385.2,1015602.0,1677908.3,136889.3,0.0,0.0,811987.4,62699.0,7.66,53.8,387,174,38027.5,13611.5,5805.3,4701.6,-73.22791459250,45.21585174540,1567000.0
2013,560,524,Le Haut-Richelieu,16,770,1364759.0,976851.8,1686041.5,165146.5,0.0,565.2,792196.3,63341.4,7.43,53.0,400,170,39287.8,13557.7,5977.1,3826.8,-73.22791459250,45.21585174540,1548849.0
2014,560,515,Le Haut-Richelieu,16,770,1371884.5,976722.9,1506361.5,156801.7,0.0,0.0,827409.8,62612.0,7.42,50.1,401,163,38928.1,13338.1,6200.6,3556.7,-73.22791459250,45.21585174540,1521198.0
2015,560,508,Le Haut-Richelieu,16,770,1401008.8,1008924.8,1514755.0,251161.8,0.0,0.0,827907.6,62639.1,7.31,52.2,404,150,39339.2,13451.5,5955.4,3320.2,-73.22791459250,45.21585174540,1582026.0
2016,560,492,Le Haut-Richelieu,16,770,1341654.4,972727.3,1619961.4,291470.3,0.0,0.0,800750.7,62724.5,7.13,53.5,393,144,40585.7,12664.8,5779.9,3098.3,-73.22791459250,45.21585174540,1513631.0
2017,560,482,Le Haut-Richelieu,16,770,1399439.8,1064070.7,1498851.1,229607.1,0.0,0.0,842950.4,62128.4,7.26,52.2,386,139,39993.0,12037.0,6924.7,2545.0,-73.22791459200,45.21585174500,1620560.0
2018,560,460,Le Haut-Richelieu,16,770,1461948.5,1082240.5,1510439.3,181348.0,0.0,900.0,946155.7,59958.6,7.10,54.9,394,135,40121.6,11548.1,3605.9,4683.0,-73.22791459200,45.21585174500,1597133.0
2012,570,279,La VallÃ©e-du-Richelieu,16,419,461585.3,433653.2,906977.1,73551.0,0.0,6394.6,261557.0,31125.7,7.40,51.7,178,106,20797.1,4719.7,2435.8,3037.4,-73.19693226440,45.62758752810,627287.0
2013,570,278,La VallÃ©e-du-Richelieu,16,419,446694.9,470830.8,866494.2,124332.3,0.0,6421.0,265777.2,30908.4,6.92,52.9,181,104,21459.8,4823.5,2272.5,2160.3,-73.19693226440,45.62758752810,645328.0
2014,570,275,La VallÃ©e-du-Richelieu,16,419,464866.8,661294.3,742568.6,94163.6,0.0,5416.6,351083.7,31893.2,7.27,50.0,182,101,21549.2,4802.5,2292.7,3017.0,-73.19693226440,45.62758752810,769661.0
2015,570,262,La VallÃ©e-du-Richelieu,16,419,464210.4,473180.9,851214.8,97162.4,0.0,3811.4,262721.8,29789.8,7.30,53.7,175,95,20019.0,4670.7,2103.2,2836.8,-73.19693226440,45.62758752810,670858.0
2016,570,268,La VallÃ©e-du-Richelieu,16,419,478745.5,501309.6,836722.6,115979.5,0.0,15537.6,283774.6,30032.4,6.92,53.6,179,98,20900.7,4748.2,2014.2,2237.8,-73.19693226440,45.62758752810,680743.0
2017,570,253,La VallÃ©e-du-Richelieu,16,419,486677.3,549301.2,779330.0,147177.0,0.0,8082.3,288569.9,29646.6,7.05,55.1,170,91,21205.6,4432.9,2468.4,1446.6,-73.19693226400,45.62758752800,739326.0
2018,570,248,La VallÃ©e-du-Richelieu,16,419,505138.2,579919.0,761417.7,95854.9,0.0,5312.5,342845.7,29774.7,6.62,53.5,170,96,21893.1,4056.8,1355.7,2469.1,-73.19693226400,45.62758752800,736899.0
2012,580,22,Longueuil,16,82,2514.3,10617.0,88037.5,14036.4,0.0,0.0,2344.3,2306.7,5.53,48.9,10,12,1959.7,32.7,12.8,212.9,-73.39717563740,45.54003576550,10787.0
2013,580,21,Longueuil,16,82,2451.2,17581.9,74612.1,14230.3,0.0,0.0,2129.3,2234.0,5.16,47.8,10,11,2025.3,3.4,12.8,173.7,-73.39717563740,45.54003576550,17904.0
2014,580,20,Longueuil,16,82,1213.0,38030.0,62068.9,16068.0,0.0,0.0,984.0,2287.4,4.62,50.9,8,12,2139.6,3.0,56.9,68.9,-73.39717563740,45.54003576550,38259.0
2015,580,21,Longueuil,16,82,1181.0,31429.1,60773.8,5810.0,0.0,0.0,984.0,1973.5,4.35,49.8,9,12,1888.3,3.0,8.9,58.1,-73.39717563740,45.54003576550,31626.0
2016,580,23,Longueuil,16,82,1253.0,39358.3,75823.3,18224.0,0.0,0.0,984.0,2863.5,7.30,46.7,10,13,2137.2,105.9,40.9,528.6,-73.39717563740,45.54003576550,39627.0
2017,580,23,Longueuil,16,82,1476.5,38778.5,77738.7,17079.5,0.0,1097.5,0.0,2838.3,7.20,47.2,9,14,2207.3,130.1,105.8,352.0,-73.39717563700,45.54003576600,39157.0
2018,580,22,Longueuil,16,82,1649.5,43198.1,120963.7,35820.7,0.0,1097.5,0.0,3284.9,4.64,61.0,9,13,3025.6,139.1,28.2,92.0,-73.39717563700,45.54003576600,43750.0
2012,590,140,Marguerite-D'Youville,16,235,75596.3,130261.4,636566.2,37353.7,0.0,0.0,11177.0,17806.6,7.16,48.6,77,67,12912.0,849.7,823.7,2539.2,-73.33032254310,45.71230830140,194681.0
2013,590,144,Marguerite-D'Youville,16,235,81302.8,139960.8,572506.1,61260.9,0.0,0.0,9668.3,18469.8,6.99,45.5,83,66,13823.5,754.8,774.1,2601.0,-73.33032254310,45.71230830140,211595.0
2014,590,139,Marguerite-D'Youville,16,235,77142.7,158195.3,463869.3,84644.4,0.0,0.0,15971.1,17392.9,6.49,43.7,80,64,13478.1,874.4,832.7,1801.1,-73.33032254310,45.71230830140,219367.0
2015,590,139,Marguerite-D'Youville,16,235,72613.3,177245.3,469486.4,149537.1,0.0,0.0,19716.5,16921.5,6.12,49.6,77,66,13392.4,909.6,896.3,1283.6,-73.33032254310,45.71230830140,230142.0
2016,590,132,Marguerite-D'Youville,16,235,72762.2,128198.6,487694.7,103703.9,0.0,0.0,16772.5,16165.7,5.92,47.3,73,63,12918.2,978.0,817.5,1012.0,-73.33032254310,45.71230830140,184188.0
2017,590,131,Marguerite-D'Youville,16,235,80097.2,149079.1,457187.0,107302.8,0.0,0.0,23773.6,16316.0,6.32,46.4,73,62,13071.1,786.4,1178.4,847.0,-73.33032254300,45.71230830100,205403.0
2018,590,126,Marguerite-D'Youville,16,235,91745.7,191672.8,413893.0,59574.5,0.0,0.0,32949.5,16157.1,6.55,44.8,71,61,12733.1,1022.0,383.6,2018.5,-73.33032254300,45.71230830100,250469.0
2012,670,112,Roussillon,16,266,100528.6,109526.8,537284.2,0.0,0.0,0.0,33392.7,15402.2,5.73,46.2,47,68,12414.4,1649.5,471.0,779.8,-73.59189948520,45.32938841300,176663.0
2013,670,123,Roussillon,16,266,117080.3,139578.7,612825.1,8611.0,0.0,1836.1,41998.4,16443.3,5.80,50.5,52,74,12926.4,1956.6,604.5,731.9,-73.59189948520,45.32938841300,212824.0
2014,670,126,Roussillon,16,266,112363.3,137582.9,576874.6,34322.0,0.0,1836.1,46506.1,16530.7,5.45,48.9,58,71,13524.4,1736.5,532.9,539.0,-73.59189948520,45.32938841300,201604.0
2015,670,121,Roussillon,16,266,102667.3,190372.2,559180.7,51611.6,0.0,612.1,33769.2,16624.5,5.63,52.0,55,68,13470.7,1640.4,613.6,708.9,-73.59189948520,45.32938841300,258658.0
2016,670,119,Roussillon,16,266,103524.8,243044.7,636244.2,27740.1,0.0,2428.1,33484.0,17319.2,5.38,55.9,55,66,14345.9,1638.3,629.3,513.0,-73.59189948520,45.32938841300,310657.0
2017,670,118,Roussillon,16,266,104229.1,188440.1,622129.8,33546.7,0.0,2428.1,35349.7,17606.7,5.95,51.0,55,65,14144.1,1427.4,1299.3,474.1,-73.59189948500,45.32938841300,254891.0
2018,670,117,Roussillon,16,266,114670.6,216618.0,624024.6,9124.4,0.0,4068.1,46694.6,17659.8,5.41,51.7,55,64,14857.3,1561.4,552.2,689.0,-73.59189948500,45.32938841300,280526.0
2012,680,363,Les Jardins-de-Napierville,16,585,438518.8,241144.1,1476489.8,13604.0,0.0,0.0,238123.0,43491.1,9.46,44.4,162,216,20708.0,8151.9,4360.6,7409.9,-73.52393213580,45.17546860590,441540.0
2013,680,374,Les Jardins-de-Napierville,16,585,455093.1,249093.2,1363052.7,6563.0,0.0,3420.0,265883.3,43639.4,9.04,41.2,173,217,21608.5,9402.3,4911.1,5798.5,-73.52393213580,45.17546860590,434883.0
2014,680,381,Les Jardins-de-Napierville,16,585,458141.3,199398.4,1184856.1,24033.0,0.0,3420.0,257458.3,43760.4,9.10,36.5,176,222,21222.2,8704.3,5394.6,5567.5,-73.52393213580,45.17546860590,396661.0
2015,680,371,Les Jardins-de-Napierville,16,585,453714.9,196302.4,1337531.4,51077.9,0.0,3290.0,248031.3,43115.0,8.94,41.1,169,215,21943.4,8800.9,4971.3,5619.4,-73.52393213580,45.17546860590,398696.0
2016,680,367,Les Jardins-de-Napierville,16,585,419331.7,220094.6,1359263.6,64294.8,0.0,3290.0,221388.6,44612.5,8.66,40.9,170,212,23826.5,9110.9,4962.3,5343.9,-73.52393213580,45.17546860590,414748.0
