"Annee_imposition","Genre","Age","Region_administrative","Nombre_de_particuliers","Credit_moyen"
2014,"Féminin","65 ans et plus","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",318,959.48
2014,"Féminin","65 ans et plus","11 - Gaspésie - Îles-de-la-Madeleine",267,1053.47
2014,"Féminin","65 ans et plus","12 - Chaudière-Appalaches",661,948.88
2014,"Féminin","65 ans et plus","13 - Laval",590,960.16
2014,"Féminin","65 ans et plus","14 - Lanaudière",602,951.09
2014,"Féminin","65 ans et plus","15 - Laurentides",738,944.31
2014,"Féminin","65 ans et plus","16 - Montérégie",1786,952.47
2014,"Féminin","65 ans et plus","17 - Centre-du-Québec",305,959.56
2014,"Masculin","Moins de 40 ans","01 - Bas-Saint-Laurent",26,1354.87
2014,"Masculin","Moins de 40 ans","02 - Saguenay - Lac-Saint-Jean",36,1195.42
2014,"Masculin","Moins de 40 ans","03 - Capitale-Nationale",64,1214.97
2014,"Masculin","Moins de 40 ans","04 - Mauricie",47,1143.24
2014,"Masculin","Moins de 40 ans","05 - Estrie",35,1210.55
2014,"Masculin","Moins de 40 ans","06 - Montréal",514,1250.47
2014,"Masculin","Moins de 40 ans","07 - Outaouais",46,1167.63
2014,"Masculin","Moins de 40 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",52,1106.61
2014,"Masculin","Moins de 40 ans","11 - Gaspésie - Îles-de-la-Madeleine",46,1231.49
2014,"Masculin","Moins de 40 ans","12 - Chaudière-Appalaches",46,1184.70
2014,"Masculin","Moins de 40 ans","13 - Laval",144,1281.80
2014,"Masculin","Moins de 40 ans","14 - Lanaudière",85,1213.64
2014,"Masculin","Moins de 40 ans","15 - Laurentides",75,1088.33
2014,"Masculin","Moins de 40 ans","16 - Montérégie",205,1169.29
2014,"Masculin","Moins de 40 ans","17 - Centre-du-Québec",27,1319.63
2014,"Masculin","40 à 54 ans","01 - Bas-Saint-Laurent",257,1194.19
2014,"Masculin","40 à 54 ans","02 - Saguenay - Lac-Saint-Jean",353,1235.64
2014,"Masculin","40 à 54 ans","03 - Capitale-Nationale",614,1181.43
2014,"Masculin","40 à 54 ans","04 - Mauricie",257,1223.15
2014,"Masculin","40 à 54 ans","05 - Estrie",380,1196.07
2014,"Masculin","40 à 54 ans","06 - Montréal",2563,1324.20
2014,"Masculin","40 à 54 ans","07 - Outaouais",368,1231.26
2014,"Masculin","40 à 54 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",295,1206.29
2014,"Masculin","40 à 54 ans","11 - Gaspésie - Îles-de-la-Madeleine",328,1326.37
2014,"Masculin","40 à 54 ans","12 - Chaudière-Appalaches",482,1219.44
2014,"Masculin","40 à 54 ans","13 - Laval",839,1299.40
2014,"Masculin","40 à 54 ans","14 - Lanaudière",802,1222.28
2014,"Masculin","40 à 54 ans","15 - Laurentides",680,1170.74
2014,"Masculin","40 à 54 ans","16 - Montérégie",1608,1231.88
2014,"Masculin","40 à 54 ans","17 - Centre-du-Québec",246,1178.06
2014,"Masculin","55 à 64 ans","01 - Bas-Saint-Laurent",223,1161.71
2014,"Masculin","55 à 64 ans","02 - Saguenay - Lac-Saint-Jean",325,1139.54
2014,"Masculin","55 à 64 ans","03 - Capitale-Nationale",523,1155.81
2014,"Masculin","55 à 64 ans","04 - Mauricie",249,1143.05
2014,"Masculin","55 à 64 ans","05 - Estrie",380,1150.06
2014,"Masculin","55 à 64 ans","06 - Montréal",1795,1186.89
2014,"Masculin","55 à 64 ans","07 - Outaouais",288,1126.84
2014,"Masculin","55 à 64 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",216,1196.32
2014,"Masculin","55 à 64 ans","11 - Gaspésie - Îles-de-la-Madeleine",253,1229.62
2014,"Masculin","55 à 64 ans","12 - Chaudière-Appalaches",373,1173.55
2014,"Masculin","55 à 64 ans","13 - Laval",466,1190.08
2014,"Masculin","55 à 64 ans","14 - Lanaudière",500,1148.89
2014,"Masculin","55 à 64 ans","15 - Laurentides",505,1137.23
2014,"Masculin","55 à 64 ans","16 - Montérégie",1250,1172.22
2014,"Masculin","55 à 64 ans","17 - Centre-du-Québec",187,1155.14
2014,"Masculin","65 ans et plus","01 - Bas-Saint-Laurent",225,988.40
2014,"Masculin","65 ans et plus","02 - Saguenay - Lac-Saint-Jean",382,995.61
2014,"Masculin","65 ans et plus","03 - Capitale-Nationale",682,993.28
2014,"Masculin","65 ans et plus","04 - Mauricie",355,965.56
2014,"Masculin","65 ans et plus","05 - Estrie",490,965.37
2014,"Masculin","65 ans et plus","06 - Montréal",1834,1014.15
2014,"Masculin","65 ans et plus","07 - Outaouais",264,996.22
2014,"Masculin","65 ans et plus","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",221,1003.04
2014,"Masculin","65 ans et plus","11 - Gaspésie - Îles-de-la-Madeleine",175,1032.89
2014,"Masculin","65 ans et plus","12 - Chaudière-Appalaches",463,999.39
2014,"Masculin","65 ans et plus","13 - Laval",462,994.69
2014,"Masculin","65 ans et plus","14 - Lanaudière",507,995.06
2014,"Masculin","65 ans et plus","15 - Laurentides",539,990.15
2014,"Masculin","65 ans et plus","16 - Montérégie",1302,1009.53
2014,"Masculin","65 ans et plus","17 - Centre-du-Québec",228,1009.94
2015,"Féminin","Moins de 40 ans","01 - Bas-Saint-Laurent",14,1162.29
2015,"Féminin","Moins de 40 ans","02 - Saguenay - Lac-Saint-Jean",28,1004.69
2015,"Féminin","Moins de 40 ans","03 - Capitale-Nationale",57,1218.05
2015,"Féminin","Moins de 40 ans","04 - Mauricie",31,1051.79
2015,"Féminin","Moins de 40 ans","05 - Estrie",53,1148.57
2015,"Féminin","Moins de 40 ans","06 - Montréal",492,1260.07
2015,"Féminin","Moins de 40 ans","07 - Outaouais",39,1123.87
2015,"Féminin","Moins de 40 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",69,1216.59
2015,"Féminin","Moins de 40 ans","11 - Gaspésie - Îles-de-la-Madeleine",31,1214.22
2015,"Féminin","Moins de 40 ans","12 - Chaudière-Appalaches",31,1209.33
2015,"Féminin","Moins de 40 ans","13 - Laval",133,1257.11
2015,"Féminin","Moins de 40 ans","14 - Lanaudière",105,1163.08
2015,"Féminin","Moins de 40 ans","15 - Laurentides",88,1190.29
2015,"Féminin","Moins de 40 ans","16 - Montérégie",227,1181.87
2015,"Féminin","Moins de 40 ans","17 - Centre-du-Québec",32,1170.84
2015,"Féminin","40 à 54 ans","01 - Bas-Saint-Laurent",211,1186.73
2015,"Féminin","40 à 54 ans","02 - Saguenay - Lac-Saint-Jean",266,1155.04
2015,"Féminin","40 à 54 ans","03 - Capitale-Nationale",589,1160.71
2015,"Féminin","40 à 54 ans","04 - Mauricie",292,1198.98
2015,"Féminin","40 à 54 ans","05 - Estrie",369,1176.99
2015,"Féminin","40 à 54 ans","06 - Montréal",2788,1266.94
2015,"Féminin","40 à 54 ans","07 - Outaouais",436,1206.68
2015,"Féminin","40 à 54 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",280,1178.89
2015,"Féminin","40 à 54 ans","11 - Gaspésie - Îles-de-la-Madeleine",284,1246.24
2015,"Féminin","40 à 54 ans","12 - Chaudière-Appalaches",334,1169.09
2015,"Féminin","40 à 54 ans","13 - Laval",901,1254.83
2015,"Féminin","40 à 54 ans","14 - Lanaudière",809,1187.53
2015,"Féminin","40 à 54 ans","15 - Laurentides",723,1176.37
2015,"Féminin","40 à 54 ans","16 - Montérégie",1682,1199.46
2015,"Féminin","40 à 54 ans","17 - Centre-du-Québec",223,1136.87
2015,"Féminin","55 à 64 ans","01 - Bas-Saint-Laurent",210,1160.45
2015,"Féminin","55 à 64 ans","02 - Saguenay - Lac-Saint-Jean",278,1119.96
2015,"Féminin","55 à 64 ans","03 - Capitale-Nationale",578,1101.04
2015,"Féminin","55 à 64 ans","04 - Mauricie",266,1134.36
2015,"Féminin","55 à 64 ans","05 - Estrie",432,1130.39
2015,"Féminin","55 à 64 ans","06 - Montréal",2245,1163.63
2015,"Féminin","55 à 64 ans","07 - Outaouais",387,1137.25
2015,"Féminin","55 à 64 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",225,1131.62
2015,"Féminin","55 à 64 ans","11 - Gaspésie - Îles-de-la-Madeleine",236,1201.10
2015,"Féminin","55 à 64 ans","12 - Chaudière-Appalaches",320,1111.90
2015,"Féminin","55 à 64 ans","13 - Laval",609,1154.31
2015,"Féminin","55 à 64 ans","14 - Lanaudière",590,1145.69
2015,"Féminin","55 à 64 ans","15 - Laurentides",578,1151.58
2015,"Féminin","55 à 64 ans","16 - Montérégie",1361,1138.83
2015,"Féminin","55 à 64 ans","17 - Centre-du-Québec",218,1158.26
2015,"Féminin","65 ans et plus","01 - Bas-Saint-Laurent",350,1003.84
2015,"Féminin","65 ans et plus","02 - Saguenay - Lac-Saint-Jean",430,1001.42
2015,"Féminin","65 ans et plus","03 - Capitale-Nationale",1061,996.09
2015,"Féminin","65 ans et plus","04 - Mauricie",499,1000.43
2015,"Féminin","65 ans et plus","05 - Estrie",679,1002.24
2015,"Féminin","65 ans et plus","06 - Montréal",2566,1027.78
2015,"Féminin","65 ans et plus","07 - Outaouais",404,1014.38
2015,"Féminin","65 ans et plus","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",322,1013.72
2015,"Féminin","65 ans et plus","11 - Gaspésie - Îles-de-la-Madeleine",272,1092.72
2015,"Féminin","65 ans et plus","12 - Chaudière-Appalaches",659,1014.15
2015,"Féminin","65 ans et plus","13 - Laval",605,1010.94
2015,"Féminin","65 ans et plus","14 - Lanaudière",629,1002.74
2015,"Féminin","65 ans et plus","15 - Laurentides",819,1000.26
2015,"Féminin","65 ans et plus","16 - Montérégie",1868,1007.90
2015,"Féminin","65 ans et plus","17 - Centre-du-Québec",336,1018.50
2015,"Masculin","Moins de 40 ans","01 - Bas-Saint-Laurent",24,1288.29
2015,"Masculin","Moins de 40 ans","02 - Saguenay - Lac-Saint-Jean",36,1199.21
2015,"Masculin","Moins de 40 ans","03 - Capitale-Nationale",63,1192.50
2015,"Masculin","Moins de 40 ans","04 - Mauricie",40,1099.24
2015,"Masculin","Moins de 40 ans","05 - Estrie",38,1255.27
2015,"Masculin","Moins de 40 ans","06 - Montréal",478,1285.58
2015,"Masculin","Moins de 40 ans","07 - Outaouais",41,1151.51
2015,"Masculin","Moins de 40 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",49,1116.56
2015,"Masculin","Moins de 40 ans","11 - Gaspésie - Îles-de-la-Madeleine",41,1219.11
2015,"Masculin","Moins de 40 ans","12 - Chaudière-Appalaches",33,1172.12
2015,"Masculin","Moins de 40 ans","13 - Laval",133,1260.75
2015,"Masculin","Moins de 40 ans","14 - Lanaudière",83,1202.75
2015,"Masculin","Moins de 40 ans","15 - Laurentides",71,1113.49
2015,"Masculin","Moins de 40 ans","16 - Montérégie",190,1175.23
2015,"Masculin","Moins de 40 ans","17 - Centre-du-Québec",30,1183.59
2015,"Masculin","40 à 54 ans","01 - Bas-Saint-Laurent",244,1209.58
2015,"Masculin","40 à 54 ans","02 - Saguenay - Lac-Saint-Jean",333,1256.07
2015,"Masculin","40 à 54 ans","03 - Capitale-Nationale",575,1198.83
2015,"Masculin","40 à 54 ans","04 - Mauricie",242,1252.73
2015,"Masculin","40 à 54 ans","05 - Estrie",371,1217.49
2015,"Masculin","40 à 54 ans","06 - Montréal",2524,1326.63
2015,"Masculin","40 à 54 ans","07 - Outaouais",371,1222.70
2015,"Masculin","40 à 54 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",292,1195.81
2015,"Masculin","40 à 54 ans","11 - Gaspésie - Îles-de-la-Madeleine",307,1309.25
2015,"Masculin","40 à 54 ans","12 - Chaudière-Appalaches",435,1237.59
2015,"Masculin","40 à 54 ans","13 - Laval",829,1325.01
2015,"Masculin","40 à 54 ans","14 - Lanaudière",793,1224.95
2015,"Masculin","40 à 54 ans","15 - Laurentides",676,1183.56
2015,"Masculin","40 à 54 ans","16 - Montérégie",1590,1245.63
2015,"Masculin","40 à 54 ans","17 - Centre-du-Québec",247,1186.46
2015,"Masculin","55 à 64 ans","01 - Bas-Saint-Laurent",230,1169.82
2015,"Masculin","55 à 64 ans","02 - Saguenay - Lac-Saint-Jean",319,1165.09
2015,"Masculin","55 à 64 ans","03 - Capitale-Nationale",534,1145.37
2015,"Masculin","55 à 64 ans","04 - Mauricie",242,1167.95
2015,"Masculin","55 à 64 ans","05 - Estrie",403,1134.48
2015,"Masculin","55 à 64 ans","06 - Montréal",1827,1208.59
2015,"Masculin","55 à 64 ans","07 - Outaouais",291,1143.88
2015,"Masculin","55 à 64 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",228,1225.86
2015,"Masculin","55 à 64 ans","11 - Gaspésie - Îles-de-la-Madeleine",256,1269.71
2015,"Masculin","55 à 64 ans","12 - Chaudière-Appalaches",398,1190.82
2015,"Masculin","55 à 64 ans","13 - Laval",507,1191.44
2015,"Masculin","55 à 64 ans","14 - Lanaudière",528,1152.36
2015,"Masculin","55 à 64 ans","15 - Laurentides",520,1159.32
2015,"Masculin","55 à 64 ans","16 - Montérégie",1274,1170.45
2015,"Masculin","55 à 64 ans","17 - Centre-du-Québec",189,1155.04
2015,"Masculin","65 ans et plus","01 - Bas-Saint-Laurent",246,1017.71
2015,"Masculin","65 ans et plus","02 - Saguenay - Lac-Saint-Jean",397,1041.06
2015,"Masculin","65 ans et plus","03 - Capitale-Nationale",705,1032.75
2015,"Masculin","65 ans et plus","04 - Mauricie",365,1018.84
2015,"Masculin","65 ans et plus","05 - Estrie",516,1018.29
2015,"Masculin","65 ans et plus","06 - Montréal",1834,1055.56
2015,"Masculin","65 ans et plus","07 - Outaouais",264,1039.97
2015,"Masculin","65 ans et plus","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",222,1049.68
2015,"Masculin","65 ans et plus","11 - Gaspésie - Îles-de-la-Madeleine",199,1074.62
2015,"Masculin","65 ans et plus","12 - Chaudière-Appalaches",471,1038.11
2015,"Masculin","65 ans et plus","13 - Laval",493,1031.90
2015,"Masculin","65 ans et plus","14 - Lanaudière",526,1033.03
2015,"Masculin","65 ans et plus","15 - Laurentides",586,1041.25
2015,"Masculin","65 ans et plus","16 - Montérégie",1432,1041.66
2015,"Masculin","65 ans et plus","17 - Centre-du-Québec",228,1037.88
2016,"Féminin","Moins de 40 ans","01 - Bas-Saint-Laurent",11,1225.36
2016,"Féminin","Moins de 40 ans","02 - Saguenay - Lac-Saint-Jean",20,1158.81
2016,"Féminin","Moins de 40 ans","03 - Capitale-Nationale",53,1146.60
2016,"Féminin","Moins de 40 ans","04 - Mauricie",29,978.60
2016,"Féminin","Moins de 40 ans","05 - Estrie",47,1171.55
2016,"Féminin","Moins de 40 ans","06 - Montréal",485,1280.29
2016,"Féminin","Moins de 40 ans","07 - Outaouais",39,1136.76
2016,"Féminin","Moins de 40 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",60,1231.06
2016,"Féminin","Moins de 40 ans","11 - Gaspésie - Îles-de-la-Madeleine",38,1203.87
2016,"Féminin","Moins de 40 ans","12 - Chaudière-Appalaches",23,1245.65
2016,"Féminin","Moins de 40 ans","13 - Laval",128,1323.67
2016,"Féminin","Moins de 40 ans","14 - Lanaudière",96,1205.21
2016,"Féminin","Moins de 40 ans","15 - Laurentides",91,1195.62
2016,"Féminin","Moins de 40 ans","16 - Montérégie",205,1187.04
2016,"Féminin","Moins de 40 ans","17 - Centre-du-Québec",27,1214.06
2016,"Féminin","40 à 54 ans","01 - Bas-Saint-Laurent",189,1179.08
2016,"Féminin","40 à 54 ans","02 - Saguenay - Lac-Saint-Jean",253,1158.43
2016,"Féminin","40 à 54 ans","03 - Capitale-Nationale",563,1185.51
2016,"Féminin","40 à 54 ans","04 - Mauricie",293,1189.88
2016,"Féminin","40 à 54 ans","05 - Estrie",372,1186.46
2016,"Féminin","40 à 54 ans","06 - Montréal",2724,1290.07
2016,"Féminin","40 à 54 ans","07 - Outaouais",402,1219.95
2016,"Féminin","40 à 54 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",289,1184.25
2016,"Féminin","40 à 54 ans","11 - Gaspésie - Îles-de-la-Madeleine",261,1238.96
2016,"Féminin","40 à 54 ans","12 - Chaudière-Appalaches",322,1175.03
2016,"Féminin","40 à 54 ans","13 - Laval",892,1274.39
2016,"Féminin","40 à 54 ans","14 - Lanaudière",828,1193.46
2016,"Féminin","40 à 54 ans","15 - Laurentides",735,1187.84
2016,"Féminin","40 à 54 ans","16 - Montérégie",1689,1221.12
2016,"Féminin","40 à 54 ans","17 - Centre-du-Québec",216,1170.62
2016,"Féminin","55 à 64 ans","01 - Bas-Saint-Laurent",198,1170.34
2016,"Féminin","55 à 64 ans","02 - Saguenay - Lac-Saint-Jean",277,1154.08
2016,"Féminin","55 à 64 ans","03 - Capitale-Nationale",556,1107.69
2016,"Féminin","55 à 64 ans","04 - Mauricie",276,1137.97
2016,"Féminin","55 à 64 ans","05 - Estrie",421,1177.18
2016,"Féminin","55 à 64 ans","06 - Montréal",2230,1197.19
2016,"Féminin","55 à 64 ans","07 - Outaouais",380,1148.04
2016,"Féminin","55 à 64 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",222,1134.74
2016,"Féminin","55 à 64 ans","11 - Gaspésie - Îles-de-la-Madeleine",247,1211.28
2016,"Féminin","55 à 64 ans","12 - Chaudière-Appalaches",350,1126.46
2016,"Féminin","55 à 64 ans","13 - Laval",647,1181.01
2016,"Féminin","55 à 64 ans","14 - Lanaudière",633,1165.15
2016,"Féminin","55 à 64 ans","15 - Laurentides",609,1147.24
2016,"Féminin","55 à 64 ans","16 - Montérégie",1387,1150.23
2016,"Féminin","55 à 64 ans","17 - Centre-du-Québec",221,1181.81
2016,"Féminin","65 ans et plus","01 - Bas-Saint-Laurent",384,1058.37
2016,"Féminin","65 ans et plus","02 - Saguenay - Lac-Saint-Jean",486,1048.20
2016,"Féminin","65 ans et plus","03 - Capitale-Nationale",1119,1047.00
2016,"Féminin","65 ans et plus","04 - Mauricie",500,1051.34
2016,"Féminin","65 ans et plus","05 - Estrie",707,1060.29
2016,"Féminin","65 ans et plus","06 - Montréal",2629,1071.86
2016,"Féminin","65 ans et plus","07 - Outaouais",452,1064.52
2016,"Féminin","65 ans et plus","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",338,1064.46
2016,"Féminin","65 ans et plus","11 - Gaspésie - Îles-de-la-Madeleine",280,1123.95
2016,"Féminin","65 ans et plus","12 - Chaudière-Appalaches",661,1050.53
2016,"Féminin","65 ans et plus","13 - Laval",635,1063.39
2016,"Féminin","65 ans et plus","14 - Lanaudière",679,1057.61
2016,"Féminin","65 ans et plus","15 - Laurentides",843,1055.25
2016,"Féminin","65 ans et plus","16 - Montérégie",1914,1062.57
2016,"Féminin","65 ans et plus","17 - Centre-du-Québec",351,1074.06
2016,"Masculin","Moins de 40 ans","01 - Bas-Saint-Laurent",29,1223.63
2016,"Masculin","Moins de 40 ans","02 - Saguenay - Lac-Saint-Jean",27,1087.12
2016,"Masculin","Moins de 40 ans","03 - Capitale-Nationale",57,1200.67
2016,"Masculin","Moins de 40 ans","04 - Mauricie",39,1101.19
2016,"Masculin","Moins de 40 ans","05 - Estrie",36,1225.77
2016,"Masculin","Moins de 40 ans","06 - Montréal",443,1264.93
2016,"Masculin","Moins de 40 ans","07 - Outaouais",38,1144.47
2016,"Masculin","Moins de 40 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",45,1055.29
2016,"Masculin","Moins de 40 ans","11 - Gaspésie - Îles-de-la-Madeleine",40,1278.13
2016,"Masculin","Moins de 40 ans","12 - Chaudière-Appalaches",31,1274.44
2016,"Masculin","Moins de 40 ans","13 - Laval",149,1311.55
2016,"Masculin","Moins de 40 ans","14 - Lanaudière",88,1201.37
2016,"Masculin","Moins de 40 ans","15 - Laurentides",73,1166.30
2016,"Masculin","Moins de 40 ans","16 - Montérégie",186,1165.14
2016,"Masculin","Moins de 40 ans","17 - Centre-du-Québec",25,1254.98
2016,"Masculin","40 à 54 ans","01 - Bas-Saint-Laurent",224,1249.23
2016,"Masculin","40 à 54 ans","02 - Saguenay - Lac-Saint-Jean",342,1215.33
2016,"Masculin","40 à 54 ans","03 - Capitale-Nationale",551,1207.95
2016,"Masculin","40 à 54 ans","04 - Mauricie",233,1262.68
2016,"Masculin","40 à 54 ans","05 - Estrie",329,1206.64
2016,"Masculin","40 à 54 ans","06 - Montréal",2500,1346.78
2016,"Masculin","40 à 54 ans","07 - Outaouais",368,1231.27
2016,"Masculin","40 à 54 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",260,1246.89
2016,"Masculin","40 à 54 ans","11 - Gaspésie - Îles-de-la-Madeleine",302,1298.76
2016,"Masculin","40 à 54 ans","12 - Chaudière-Appalaches",387,1289.62
2016,"Masculin","40 à 54 ans","13 - Laval",831,1334.61
2016,"Masculin","40 à 54 ans","14 - Lanaudière",775,1251.04
2016,"Masculin","40 à 54 ans","15 - Laurentides",642,1199.85
2016,"Masculin","40 à 54 ans","16 - Montérégie",1571,1266.04
2016,"Masculin","40 à 54 ans","17 - Centre-du-Québec",255,1211.63
2016,"Masculin","55 à 64 ans","01 - Bas-Saint-Laurent",238,1197.29
2016,"Masculin","55 à 64 ans","02 - Saguenay - Lac-Saint-Jean",318,1200.60
2016,"Masculin","55 à 64 ans","03 - Capitale-Nationale",545,1170.69
2016,"Masculin","55 à 64 ans","04 - Mauricie",242,1145.65
2016,"Masculin","55 à 64 ans","05 - Estrie",378,1169.89
2016,"Masculin","55 à 64 ans","06 - Montréal",1845,1228.05
2016,"Masculin","55 à 64 ans","07 - Outaouais",301,1163.95
2016,"Masculin","55 à 64 ans","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",241,1203.11
2016,"Masculin","55 à 64 ans","11 - Gaspésie - Îles-de-la-Madeleine",253,1283.02
2016,"Masculin","55 à 64 ans","12 - Chaudière-Appalaches",413,1221.13
2016,"Masculin","55 à 64 ans","13 - Laval",522,1214.82
2016,"Masculin","55 à 64 ans","14 - Lanaudière",564,1187.45
2016,"Masculin","55 à 64 ans","15 - Laurentides",531,1159.81
2016,"Masculin","55 à 64 ans","16 - Montérégie",1289,1194.97
2016,"Masculin","55 à 64 ans","17 - Centre-du-Québec",194,1187.18
2016,"Masculin","65 ans et plus","01 - Bas-Saint-Laurent",254,1079.27
2016,"Masculin","65 ans et plus","02 - Saguenay - Lac-Saint-Jean",416,1097.13
2016,"Masculin","65 ans et plus","03 - Capitale-Nationale",741,1075.06
2016,"Masculin","65 ans et plus","04 - Mauricie",382,1070.79
2016,"Masculin","65 ans et plus","05 - Estrie",555,1067.46
2016,"Masculin","65 ans et plus","06 - Montréal",1848,1094.70
2016,"Masculin","65 ans et plus","07 - Outaouais",290,1079.95
2016,"Masculin","65 ans et plus","08+09+10 - Abitibi-Témiscamingue + Côte-Nord + Nord-du-Québec",255,1079.36
2016,"Masculin","65 ans et plus","11 - Gaspésie - Îles-de-la-Madeleine",198,1121.30
2016,"Masculin","65 ans et plus","12 - Chaudière-Appalaches",466,1098.27
