CD_CS_ANG,NOM_OFFCL_CS_ANG,NOM_SITE_WEB_GDUNO,VALR_SUPRF_KM2,VALR_PERMT_KM,CD_COULR,NOM_VERSN
881000,CS Central Québec,www.cqsb.qc.ca,526438.20225581,8604.94463109,3,V2024-07
883000,CS Eastern Townships,www.etsb.qc.ca,17595.29712156,1012.43916425,4,V2024-07
885000,CS Sir-Wilfrid-Laurier,www.swlauriersb.qc.ca,36048.00987882,1693.63480717,2,V2024-07
888000,CS Lester-B.-Pearson,www.lbpsb.qc.ca,1055.38289566,474.8298118,4,V2024-07
882000,CS Eastern Shores,www.essb.qc.ca,330630.59777674,9194.25377212,2,V2024-07
884000,CS Riverside,www.rsb.qc.ca,4677.32301442,717.0903192,1,V2024-07
886000,CS Western Québec,www.wqsb.qc.ca,98138.02152045,2666.90139171,1,V2024-07
889000,CS New Frontiers,www.nfsb.qc.ca,2241.45519276,607.01449984,3,V2024-07
887000,CS English-Montréal,www.emsb.qc.ca,305.99988445,148.12308602,3,V2024-07
