Date,ACT_Total,ACT_Total_Age_Moins_10_ans,ACT_Total_Age_10_19_ans,ACT_Total_Age_20_29_ans,ACT_Total_Age_30_39_ans,ACT_Total_Age_40_49_ans,ACT_Total_Age_50_59_ans,ACT_Total_Age_60_69_ans,ACT_Total_Age_70_79_ans,ACT_Total_Age_80_89_ans,ACT_Total_Age_90_ans_et_plus
2024-08-23,1195,1,4,13,25,30,56,140,322,416,183
