ï»¿DISTRICT,LIEU_BVO,NOSECT_BVO,LIEU_BVA,NOSECT_BVA,WKT
2,Ãcole Jean-XXIII,02-23,Ãcole Jean-XXIII,02-80,"POLYGON  (( 292850.82060000 5052299.42340000, 292844.90700000 5052307.07370000, 292832.79160000 5052322.74710000, 292824.59300000 5052316.40190000, 292808.42830000 5052303.89160000, 292800.48300000 5052297.74240000, 292792.52110000 5052291.58060000, 292784.44700000 5052285.33180000, 292776.37290000 5052279.08300000, 292768.44600000 5052272.94950000, 292760.93790000 5052282.55250000, 292753.00680000 5052276.41440000, 292729.32930000 5052258.08970000, 292734.95280000 5052250.83520000, 292720.52260000 5052239.70290000, 292706.09250000 5052228.57060000, 292691.66240000 5052217.43830000, 292692.63160000 5052216.19990000, 292676.93260000 5052204.05450000, 292666.09430000 5052195.66940000, 292661.23370000 5052191.90900000, 292644.39960000 5052178.88530000, 292637.11950000 5052172.28720000, 292629.45310000 5052165.33900000, 292618.82820000 5052157.13670000, 292614.97840000 5052154.16460000, 292608.29100000 5052149.00190000, 292598.15870000 5052141.17980000, 292597.35560000 5052140.55990000, 292588.02650000 5052133.35780000, 292577.89430000 5052125.53570000, 292573.54880000 5052122.18100000, 292573.67270000 5052122.02150000, 292576.37770000 5052118.53930000, 292547.49560000 5052096.10390000, 292538.08100000 5052088.79070000, 292617.07840000 5051987.92790000, 292626.08910000 5051994.92740000, 292654.97110000 5052017.36280000, 292656.23370000 5052015.73740000, 292679.09630000 5052033.06090000, 292688.10830000 5052039.88950000, 292688.95750000 5052039.33970000, 292689.88370000 5052038.93290000, 292690.86310000 5052038.67940000, 292691.87040000 5052038.58600000, 292692.87970000 5052038.65480000, 292693.86500000 5052038.88430000, 292694.80090000 5052039.26840000, 292695.66330000 5052039.79730000, 292696.42990000 5052040.45740000, 292697.08110000 5052041.23160000, 292697.60000000 5052042.10000000, 292723.20000000 5052062.00000000, 292751.40000000 5052026.00000000, 292757.60900000 5052019.14280000, 292764.34060000 5052012.79780000, 292771.55260000 5052007.00480000, 292779.20000000 5052001.80000000, 292788.30000000 5051996.90000000, 292794.81470000 5051993.60840000, 292797.80000000 5051992.10000000, 292809.20000000 5051986.00000000, 292818.40000000 5051980.40000000, 292827.70000000 5051973.90000000, 292833.40000000 5051968.60000000, 292838.60000000 5051963.60000000, 292843.60000000 5051958.50000000, 292848.60000000 5051952.30000000, 292889.02790000 5051900.20660000, 292901.29890000 5051884.39480000, 292934.20000000 5051842.00000000, 292943.62540000 5051829.94630000, 292951.35800000 5051835.92010000, 292974.39520000 5051853.71130000, 292988.98860000 5051864.92740000, 293000.02320000 5051873.45810000, 293003.46740000 5051876.12080000, 293022.12170000 5051851.95580000, 293028.31950000 5051843.92700000, 293034.80000000 5051848.90000000, 293057.80730000 5051819.03550000, 293118.02450000 5051740.87080000, 293152.28350000 5051696.40100000, 293160.25680000 5051702.49190000, 293187.64420000 5051723.41420000, 293188.69940000 5051722.05970000, 293215.94090000 5051743.22020000, 293222.80180000 5051748.54850000, 293209.00110000 5051766.38410000, 293130.01340000 5051868.46530000, 293129.97130000 5051868.51970000, 293123.10000000 5051877.40000000, 293129.30550000 5051882.13180000, 293157.26260000 5051903.44970000, 293151.34940000 5051911.28460000, 293145.70420000 5051918.57210000, 293140.05910000 5051925.85960000, 293128.67460000 5051940.55630000, 293126.99060000 5051942.73020000, 293117.29010000 5051955.25280000, 293108.23300000 5051966.94510000, 293105.90560000 5051969.94940000, 293098.89990000 5051978.99330000, 293094.70480000 5051984.40890000, 293089.56700000 5051991.04150000, 293083.32020000 5051999.10560000, 293080.23400000 5052003.08970000, 293072.11950000 5052013.56500000, 293070.90110000 5052015.13790000, 293061.85570000 5052026.81490000, 293061.56820000 5052027.18610000, 293052.15470000 5052039.33810000, 293050.47110000 5052041.51160000, 293039.36790000 5052055.84510000, 293033.18210000 5052063.87380000, 292999.00000000 5052037.30000000, 292975.92110000 5052066.85120000, 292963.51930000 5052082.68820000, 292957.10000000 5052090.90000000, 292931.60000000 5052124.00000000, 292928.40000000 5052128.40000000, 292926.10000000 5052132.80000000, 292924.70000000 5052137.10000000, 292923.60000000 5052142.00000000, 292923.30000000 5052146.90000000, 292924.00000000 5052151.90000000, 292925.80000000 5052156.50000000, 292928.70000000 5052161.10000000, 292933.30000000 5052166.60000000, 292937.59590000 5052170.08600000, 292945.50000000 5052176.50000000, 292945.70880000 5052176.66860000, 292945.74900000 5052176.70110000, 292923.40000000 5052205.90000000, 292916.79200000 5052214.33660000, 292913.66810000 5052218.32480000, 292901.53290000 5052233.81800000, 292850.82060000 5052299.42340000))"
2,Ãcole Jean-XXIII,02-24,Ãcole Jean-XXIII,02-81,"POLYGON  (( 293028.39250000 5052557.20040000, 293012.05550000 5052577.86470000, 292978.90930000 5052619.79040000, 292974.00000000 5052626.00000000, 292982.78570000 5052632.76000000, 292978.38680000 5052638.49380000, 292959.87480000 5052662.62360000, 292948.05200000 5052653.50020000, 292937.67690000 5052645.49390000, 292926.33660000 5052636.74290000, 292914.51380000 5052627.61950000, 292898.99140000 5052615.64110000, 292892.80410000 5052610.86600000, 292892.68600000 5052610.77540000, 292889.30000000 5052608.20000000, 292888.30000000 5052607.40000000, 292888.30440000 5052607.39420000, 292886.64710000 5052606.11530000, 292862.86850000 5052587.76580000, 292864.57260000 5052585.56210000, 292845.32570000 5052570.70140000, 292837.22730000 5052564.44850000, 292843.50000000 5052556.30000000, 292835.71040000 5052550.24140000, 292776.30580000 5052504.03790000, 292782.37200000 5052496.18820000, 292797.25430000 5052476.91480000, 292797.01450000 5052476.72970000, 292782.78580000 5052465.74260000, 292782.54670000 5052465.55800000, 292768.07740000 5052454.38520000, 292752.64470000 5052442.46840000, 292744.71130000 5052436.34240000, 292721.70890000 5052465.94800000, 292713.80820000 5052459.84610000, 292692.04220000 5052443.03580000, 292686.00300000 5052450.85170000, 292681.34100000 5052456.88530000, 292670.50990000 5052466.87490000, 292668.29140000 5052468.92090000, 292658.94870000 5052480.93530000, 292656.10810000 5052484.58830000, 292633.70500000 5052455.12080000, 292627.27140000 5052446.65850000, 292617.80000000 5052454.40000000, 292607.40000000 5052461.00000000, 292597.60000000 5052466.10000000, 292584.00000000 5052471.10000000, 292575.50000000 5052473.40000000, 292569.50000000 5052474.70000000, 292562.20000000 5052475.30000000, 292554.50000000 5052476.00000000, 292543.10000000 5052476.30000000, 292537.30000000 5052476.10000000, 292529.50000000 5052475.60000000, 292520.80000000 5052474.40000000, 292516.48690000 5052473.90980000, 292512.00000000 5052473.40000000, 292506.17950000 5052472.46280000, 292507.46520000 5052467.29340000, 292508.26230000 5052462.02640000, 292508.56380000 5052456.70800000, 292508.36710000 5052451.38470000, 292505.87480000 5052381.65040000, 292497.25450000 5052202.14680000, 292497.75390000 5052190.86260000, 292498.92900000 5052179.62860000, 292500.77560000 5052168.48530000, 292503.28720000 5052157.47280000, 292506.45460000 5052146.63070000, 292510.26650000 5052135.99810000, 292514.70910000 5052125.61310000, 292519.76650000 5052115.51330000, 292525.42040000 5052105.73490000, 292531.65050000 5052096.31320000, 292538.08100000 5052088.79070000, 292547.49560000 5052096.10390000, 292576.37770000 5052118.53930000, 292573.67270000 5052122.02150000, 292573.54880000 5052122.18100000, 292577.89430000 5052125.53570000, 292588.02650000 5052133.35780000, 292597.35560000 5052140.55990000, 292598.15870000 5052141.17980000, 292608.29100000 5052149.00190000, 292614.97840000 5052154.16460000, 292618.82820000 5052157.13670000, 292629.45310000 5052165.33900000, 292637.11950000 5052172.28720000, 292644.39960000 5052178.88530000, 292661.23370000 5052191.90900000, 292666.09430000 5052195.66940000, 292676.93260000 5052204.05450000, 292692.63160000 5052216.19990000, 292691.66240000 5052217.43830000, 292706.09250000 5052228.57060000, 292720.52260000 5052239.70290000, 292734.95280000 5052250.83520000, 292729.32930000 5052258.08970000, 292753.00680000 5052276.41440000, 292760.93790000 5052282.55250000, 292768.44600000 5052272.94950000, 292776.37290000 5052279.08300000, 292784.44700000 5052285.33180000, 292792.52110000 5052291.58060000, 292800.48300000 5052297.74240000, 292808.42830000 5052303.89160000, 292824.59300000 5052316.40190000, 292832.79160000 5052322.74710000, 292844.90700000 5052307.07370000, 292850.82060000 5052299.42340000, 292858.53820000 5052305.35750000, 292931.90180000 5052361.76700000, 292944.30000000 5052371.30000000, 292970.69790000 5052392.09800000, 292970.69570000 5052392.10080000, 292970.70000000 5052392.10000000, 293011.80000000 5052339.00000000, 293019.59540000 5052344.99650000, 293039.29250000 5052360.14810000, 293063.16860000 5052378.51430000, 293069.00000000 5052383.00000000, 293028.20000000 5052436.00000000, 292985.30000000 5052491.50000000, 292969.34810000 5052512.10170000, 292975.18600000 5052516.56410000, 292998.72750000 5052534.54420000, 293000.02320000 5052535.53370000, 293022.26900000 5052552.52440000, 293028.39250000 5052557.20040000))"
2,Ãcole Val-des-Ruisseaux,02-02,Ãcole Val-des-Ruisseaux,02-75,"POLYGON  (( 297596.44590000 5057799.75730000, 297587.88700000 5057829.95540000, 297585.24620000 5057828.41930000, 297574.91290000 5057822.86750000, 297574.17150000 5057822.49620000, 297565.91330000 5057818.59420000, 297564.29580000 5057817.87950000, 297557.49900000 5057815.04110000, 297568.76580000 5057786.72000000, 297571.73410000 5057779.25870000, 297569.40000000 5057778.20000000, 297566.83950000 5057777.30460000, 297566.70760000 5057777.25850000, 297553.10000000 5057772.50000000, 297537.70000000 5057768.20000000, 297519.19360000 5057764.00300000, 297517.24000000 5057763.56000000, 297498.11000000 5057760.86000000, 297499.04800000 5057754.80590000, 297503.06000000 5057728.91000000, 297503.41620000 5057726.30420000, 297503.34640000 5057723.67510000, 297502.85260000 5057721.09180000, 297501.94770000 5057718.62240000, 297500.65550000 5057716.33170000, 297499.01000000 5057714.28000000, 297424.18500000 5057657.01370000, 297418.81000000 5057652.90000000, 297461.59740000 5057597.57870000, 297466.09000000 5057591.77000000, 297459.68290000 5057586.51570000, 297452.58900000 5057580.69820000, 297419.46000000 5057553.53000000, 297416.70810000 5057550.38340000, 297412.00000000 5057545.00000000, 297411.45050000 5057544.56240000, 297426.61440000 5057533.53410000, 297429.78940000 5057530.75600000, 297439.75700000 5057518.70270000, 297452.47460000 5057503.32400000, 297478.29720000 5057472.09820000, 297479.41700000 5057470.67110000, 297504.79890000 5057495.43400000, 297806.19050000 5057117.29750000, 297853.99980000 5057155.99810000, 297892.99790000 5057193.00150000, 297965.85520000 5057254.96750000, 297973.00160000 5057261.04620000, 297980.00110000 5057266.99880000, 298000.00330000 5057281.80010000, 298017.76630000 5057293.09970000, 298124.69230000 5057361.11830000, 298202.77980000 5057410.79200000, 298272.89890000 5057455.39680000, 298299.48590000 5057468.67510000, 298356.60290000 5057497.20090000, 298381.60350000 5057514.00250000, 298403.70080000 5057529.20390000, 298423.24210000 5057544.33160000, 298423.63770000 5057544.63780000, 298269.03130000 5057732.75650000, 298267.20660000 5057735.04080000, 298264.69500000 5057734.68610000, 298263.79740000 5057734.52140000, 298261.89010000 5057734.17140000, 298261.27250000 5057734.05810000, 298260.07390000 5057734.21750000, 298247.50980000 5057735.88790000, 298247.48110000 5057735.89170000, 298245.96370000 5057736.09340000, 298245.51650000 5057736.15290000, 298245.06100000 5057736.33840000, 298235.45730000 5057740.24920000, 298234.90000000 5057740.63050000, 298234.38040000 5057741.08080000, 298232.92490000 5057742.76530000, 298227.22430000 5057749.36160000, 298227.05990000 5057749.55190000, 298226.44000000 5057750.26910000, 298217.69450000 5057755.80860000, 298217.54890000 5057755.86960000, 298214.96550000 5057756.95040000, 298214.56000000 5057757.12010000, 298209.21750000 5057762.64710000, 298207.82040000 5057763.91440000, 298205.68630000 5057765.85020000, 298202.22700000 5057768.98810000, 298190.97400000 5057769.56310000, 298190.45220000 5057769.41620000, 298183.85990000 5057767.55960000, 298179.87950000 5057766.43860000, 298171.89650000 5057760.82910000, 298170.36000000 5057758.37040000, 298168.98400000 5057756.16840000, 298168.97950000 5057756.16130000, 298167.05360000 5057753.07930000, 298166.85750000 5057752.76560000, 298160.67300000 5057744.47510000, 298160.06700000 5057741.82880000, 298159.81530000 5057740.72950000, 298159.47740000 5057740.54030000, 298159.44780000 5057740.52760000, 298155.73850000 5057738.93910000, 298153.89070000 5057738.12070000, 298144.43380000 5057733.93190000, 298143.70500000 5057733.60910000, 298143.43040000 5057733.76240000, 298141.32220000 5057734.93930000, 298134.36100000 5057738.82510000, 298126.18650000 5057738.16950000, 298124.44240000 5057738.02960000, 298122.63500000 5057737.88460000, 298118.81970000 5057737.14790000, 298113.05870000 5057736.03540000, 298112.08600000 5057735.84760000, 298110.08000000 5057735.46020000, 298108.90900000 5057735.23410000, 298106.73900000 5057732.81010000, 298105.30550000 5057732.29130000, 298100.87330000 5057730.68710000, 298100.35700000 5057730.50020000, 298097.26900000 5057728.87410000, 298094.68770000 5057726.62120000, 298089.76830000 5057722.32750000, 298089.03000000 5057721.68310000, 298088.43780000 5057721.32700000, 298078.06450000 5057715.08990000, 298078.02590000 5057715.06670000, 298076.88040000 5057714.37800000, 298075.89600000 5057713.78610000, 298074.58530000 5057713.38900000, 298070.60910000 5057712.18430000, 298066.24200000 5057710.86110000, 298057.71600000 5057705.86910000, 298056.27050000 5057704.92980000, 298044.32880000 5057697.16780000, 298038.81900000 5057693.58660000, 298038.01780000 5057693.12220000, 298035.22300000 5057691.50220000, 298027.25900000 5057686.88600000, 298016.51200000 5057680.56710000, 298014.86000000 5057679.20060000, 298009.99410000 5057675.17560000, 298005.87600000 5057671.76910000, 298004.71640000 5057671.15220000, 298000.83660000 5057669.08810000, 298000.44000000 5057668.87710000, 298000.02320000 5057668.52120000, 297995.32000000 5057664.50490000, 297995.24000000 5057664.43660000, 297993.36980000 5057662.89340000, 297992.45500000 5057662.13860000, 297988.46450000 5057660.89360000, 297986.01200000 5057659.10200000, 297986.00620000 5057659.09770000, 297982.81650000 5057656.76760000, 297976.83710000 5057651.53930000, 297974.44930000 5057649.45120000, 297971.82580000 5057647.15740000, 297959.37590000 5057636.27130000, 297953.06480000 5057630.34290000, 297947.66790000 5057625.27330000, 297944.63320000 5057622.42260000, 297943.73980000 5057621.75340000, 297943.63840000 5057621.67740000, 297939.06100000 5057618.24840000, 297938.17000000 5057617.50050000, 297937.79000000 5057617.09050000, 297937.30000000 5057616.87050000, 297937.20030000 5057616.85450000, 297936.92640000 5057616.64930000, 297929.89180000 5057612.82990000, 297929.83590000 5057612.77870000, 297924.15570000 5057607.57300000, 297923.80000000 5057607.31050000, 297923.20000000 5057606.90050000, 297922.61000000 5057606.48050000, 297922.12000000 5057606.05050000, 297921.64000000 5057605.62050000, 297921.03000000 5057605.16050000, 297920.42000000 5057604.70050000, 297919.86000000 5057604.26050000, 297919.32000000 5057603.78050000, 297919.10930000 5057603.43210000, 297915.23070000 5057600.31360000, 297915.09300000 5057600.20290000, 297901.69720000 5057617.58570000, 297883.09370000 5057641.72610000, 297867.61370000 5057661.81340000, 297851.50500000 5057682.71650000, 297833.92250000 5057705.53200000, 297816.34270000 5057728.34390000, 297807.62900000 5057739.65110000, 297792.20720000 5057759.66280000, 297792.21890000 5057759.67410000, 297785.47250000 5057768.42840000, 297785.43500000 5057768.39060000, 297766.80000000 5057749.60000000, 297752.60000000 5057736.00000000, 297746.56120000 5057743.68790000, 297708.42220000 5057792.24290000, 297703.90000000 5057798.00000000, 297648.60000000 5057744.60000000, 297643.90840000 5057750.52560000, 297610.20000000 5057793.10000000, 297607.82200000 5057793.77940000, 297606.00000000 5057794.30000000, 297604.68260000 5057794.02130000, 297600.80000000 5057793.20000000, 297598.62320000 5057792.07530000, 297596.44590000 5057799.75730000))"
2,Ãcole Val-des-Ruisseaux,02-01,Ãcole Val-des-Ruisseaux,02-75,"POLYGON  (( 297873.52670000 5058231.50610000, 297800.00390000 5058171.95950000, 297763.60620000 5058142.48080000, 297736.16470000 5058120.25570000, 297699.66020000 5058090.69050000, 297672.36760000 5058068.58610000, 297666.24420000 5058063.62670000, 297510.50800000 5058253.12010000, 297403.40850000 5058169.06460000, 297301.40960000 5058092.09750000, 297319.38130000 5058069.41490000, 297374.35100000 5058000.02320000, 297394.98120000 5057973.98030000, 297400.44250000 5057967.65030000, 297406.41340000 5057961.79860000, 297412.85240000 5057956.46620000, 297419.71420000 5057951.69030000, 297426.95110000 5057947.50440000, 297434.51240000 5057943.93760000, 297442.34520000 5057941.01490000, 297450.39470000 5057938.75690000, 297458.60480000 5057937.17910000, 297466.91800000 5057936.29270000, 297475.27610000 5057936.10390000, 297483.62080000 5057936.61390000, 297491.89380000 5057937.81930000, 297500.03710000 5057939.71160000, 297507.85150000 5057942.22510000, 297515.43340000 5057945.37100000, 297522.73170000 5057949.12830000, 297529.69720000 5057953.47160000, 297536.28300000 5057958.37160000, 297554.60880000 5057973.21300000, 297572.17580000 5057951.04110000, 297578.14820000 5057955.77340000, 297578.29360000 5057955.88860000, 297578.67290000 5057955.40220000, 297620.18000000 5057902.18000000, 297639.77050000 5057877.80310000, 297633.88520000 5057873.14020000, 297609.99490000 5057854.21170000, 297615.47130000 5057847.29970000, 297605.19820000 5057840.79550000, 297603.19710000 5057839.52850000, 297595.27120000 5057834.51030000, 297593.57720000 5057833.43780000, 297587.88700000 5057829.95540000, 297596.44590000 5057799.75730000, 297598.62320000 5057792.07530000, 297600.80000000 5057793.20000000, 297604.68260000 5057794.02130000, 297606.00000000 5057794.30000000, 297607.82200000 5057793.77940000, 297610.20000000 5057793.10000000, 297643.90840000 5057750.52560000, 297648.60000000 5057744.60000000, 297703.90000000 5057798.00000000, 297708.42220000 5057792.24290000, 297746.56120000 5057743.68790000, 297752.60000000 5057736.00000000, 297766.80000000 5057749.60000000, 297785.43500000 5057768.39060000, 297785.47250000 5057768.42840000, 297792.21890000 5057759.67410000, 297792.20720000 5057759.66280000, 297807.62900000 5057739.65110000, 297816.34270000 5057728.34390000, 297833.92250000 5057705.53200000, 297851.50500000 5057682.71650000, 297867.61370000 5057661.81340000, 297883.09370000 5057641.72610000, 297901.69720000 5057617.58570000, 297915.09300000 5057600.20290000, 297915.23070000 5057600.31360000, 297919.10930000 5057603.43210000, 297919.32000000 5057603.78050000, 297919.86000000 5057604.26050000, 297920.42000000 5057604.70050000, 297921.03000000 5057605.16050000, 297921.64000000 5057605.62050000, 297922.12000000 5057606.05050000, 297922.61000000 5057606.48050000, 297923.20000000 5057606.90050000, 297923.80000000 5057607.31050000, 297924.15570000 5057607.57300000, 297929.83590000 5057612.77870000, 297929.89180000 5057612.82990000, 297936.92640000 5057616.64930000, 297937.20030000 5057616.85450000, 297937.30000000 5057616.87050000, 297937.79000000 5057617.09050000, 297938.17000000 5057617.50050000, 297939.06100000 5057618.24840000, 297943.63840000 5057621.67740000, 297943.73980000 5057621.75340000, 297944.63320000 5057622.42260000, 297947.66790000 5057625.27330000, 297953.06480000 5057630.34290000, 297959.37590000 5057636.27130000, 297971.82580000 5057647.15740000, 297974.44930000 5057649.45120000, 297976.83710000 5057651.53930000, 297982.81650000 5057656.76760000, 297986.00620000 5057659.09770000, 297986.01200000 5057659.10200000, 297988.46450000 5057660.89360000, 297992.45500000 5057662.13860000, 297993.36980000 5057662.89340000, 297995.24000000 5057664.43660000, 297995.32000000 5057664.50490000, 298000.02320000 5057668.52120000, 298000.44000000 5057668.87710000, 298000.83660000 5057669.08810000, 298004.71640000 5057671.15220000, 298005.87600000 5057671.76910000, 298009.99410000 5057675.17560000, 298014.86000000 5057679.20060000, 298016.51200000 5057680.56710000, 298027.25900000 5057686.88600000, 298035.22300000 5057691.50220000, 298038.01780000 5057693.12220000, 298038.81900000 5057693.58660000, 298044.32880000 5057697.16780000, 298056.27050000 5057704.92980000, 298057.71600000 5057705.86910000, 298066.24200000 5057710.86110000, 298070.60910000 5057712.18430000, 298074.58530000 5057713.38900000, 298075.89600000 5057713.78610000, 298076.88040000 5057714.37800000, 298078.02590000 5057715.06670000, 298078.06450000 5057715.08990000, 298088.43780000 5057721.32700000, 298089.03000000 5057721.68310000, 298089.76830000 5057722.32750000, 298094.68770000 5057726.62120000, 298097.26900000 5057728.87410000, 298100.35700000 5057730.50020000, 298100.87330000 5057730.68710000, 298105.30550000 5057732.29130000, 298106.73900000 5057732.81010000, 298108.90900000 5057735.23410000, 298110.08000000 5057735.46020000, 298112.08600000 5057735.84760000, 298113.05870000 5057736.03540000, 298118.81970000 5057737.14790000, 298122.63500000 5057737.88460000, 298124.44240000 5057738.02960000, 298126.18650000 5057738.16950000, 298134.36100000 5057738.82510000, 298141.32220000 5057734.93930000, 298143.43040000 5057733.76240000, 298143.70500000 5057733.60910000, 298144.43380000 5057733.93190000, 298153.89070000 5057738.12070000, 298155.73850000 5057738.93910000, 298159.44780000 5057740.52760000, 298159.47740000 5057740.54030000, 298159.81530000 5057740.72950000, 298160.06700000 5057741.82880000, 298160.67300000 5057744.47510000, 298166.85750000 5057752.76560000, 298167.05360000 5057753.07930000, 298168.97950000 5057756.16130000, 298168.98400000 5057756.16840000, 298170.36000000 5057758.37040000, 298171.89650000 5057760.82910000, 298179.87950000 5057766.43860000, 298183.85990000 5057767.55960000, 298190.45220000 5057769.41620000, 298190.97400000 5057769.56310000, 298202.22700000 5057768.98810000, 298205.68630000 5057765.85020000, 298207.82040000 5057763.91440000, 298209.21750000 5057762.64710000, 298214.56000000 5057757.12010000, 298214.96550000 5057756.95040000, 298217.54890000 5057755.86960000, 298217.69450000 5057755.80860000, 298226.44000000 5057750.26910000, 298227.05990000 5057749.55190000, 298227.22430000 5057749.36160000, 298232.92490000 5057742.76530000, 298234.38040000 5057741.08080000, 298234.90000000 5057740.63050000, 298235.45730000 5057740.24920000, 298245.06100000 5057736.33840000, 298245.51650000 5057736.15290000, 298245.96370000 5057736.09340000, 298247.48110000 5057735.89170000, 298247.50980000 5057735.88790000, 298260.07390000 5057734.21750000, 298261.27250000 5057734.05810000, 298261.89010000 5057734.17140000, 298263.79740000 5057734.52140000, 298264.69500000 5057734.68610000, 298267.20660000 5057735.04080000, 298267.19050000 5057735.06100000, 298267.11880000 5057735.15070000, 298264.78670000 5057738.07020000, 298234.01310000 5057776.59570000, 298220.64130000 5057793.33590000, 298219.60950000 5057794.62760000, 298217.08670000 5057797.78600000, 298214.40090000 5057801.14830000, 298210.83520000 5057805.61230000, 298208.91270000 5057808.01910000, 298192.68230000 5057828.33780000, 298186.09830000 5057836.58030000, 298173.59160000 5057852.23740000, 298166.62130000 5057860.96350000, 298163.80560000 5057864.48850000, 298159.24100000 5057870.20300000, 298154.67640000 5057875.91740000, 298146.68780000 5057885.91840000, 298138.69920000 5057895.91930000, 298134.13070000 5057901.63860000, 298129.56980000 5057907.34830000, 298121.58130000 5057917.34920000, 298112.45200000 5057928.77810000, 298104.46340000 5057938.77910000, 298096.47480000 5057948.77990000, 298088.48620000 5057958.78090000, 298087.30550000 5057960.25900000, 298084.26250000 5057964.06850000, 298080.14490000 5057969.22330000, 298075.88800000 5057974.55270000, 298072.53020000 5057978.75630000, 298071.81300000 5057979.65410000, 298067.34600000 5057985.24630000, 298066.53860000 5057986.27300000, 298061.40750000 5057992.79800000, 298060.78300000 5057993.59220000, 298055.72580000 5058000.02330000, 298042.98020000 5058016.23130000, 298037.64600000 5058023.01450000, 298035.37640000 5058025.76790000, 298035.27810000 5058025.88710000, 298034.31710000 5058027.05290000, 298031.54630000 5058030.41430000, 298031.43430000 5058030.55020000, 298028.93900000 5058033.57740000, 298027.71550000 5058035.06170000, 298005.86120000 5058062.91050000, 298000.02330000 5058070.34970000, 297998.94110000 5058071.72860000, 297995.93590000 5058075.55800000, 297990.41110000 5058082.59820000, 297977.72440000 5058098.76480000, 297969.21720000 5058109.60540000, 297963.52210000 5058116.86260000, 297963.35300000 5058117.07810000, 297957.48860000 5058124.55090000, 297951.62440000 5058132.02370000, 297945.76010000 5058139.49650000, 297938.62350000 5058148.59040000, 297926.63700000 5058163.86470000, 297909.49640000 5058185.70690000, 297907.51110000 5058188.23670000, 297901.03920000 5058196.48380000, 297900.99370000 5058196.54180000, 297877.47710000 5058226.50890000, 297873.52670000 5058231.50610000))"
3,Ãcole Saint-Vincent - Centre Concorde,03-22,Ãcole l'Envol,03-80,"POLYGON  (( 291648.37670000 5051061.87810000, 291627.43100000 5051089.22060000, 291472.81990000 5050970.06600000, 291472.16520000 5050969.56150000, 291402.00760000 5050914.29540000, 291288.40000000 5050825.70000000, 291288.40360000 5050825.69660000, 291285.84680000 5050823.73000000, 291285.42620000 5050823.40650000, 291271.81650000 5050812.95550000, 291257.31600000 5050801.82430000, 291255.85600000 5050800.69430000, 291240.36560000 5050788.80320000, 291224.99840000 5050777.00250000, 291224.96430000 5050776.97340000, 291224.88370000 5050776.91180000, 291099.40000000 5050679.10000000, 291150.90000000 5050613.00000000, 291145.97100000 5050609.14730000, 291150.26680000 5050602.95710000, 291167.67080000 5050577.87850000, 291167.23070000 5050577.53580000, 291154.44370000 5050567.57910000, 291151.11790000 5050564.98920000, 291156.74200000 5050526.79620000, 291157.91040000 5050518.86170000, 291159.70000000 5050519.30000000, 291164.40000000 5050518.80000000, 291165.52340000 5050518.29180000, 291168.60000000 5050516.90000000, 291171.80000000 5050514.00000000, 291198.12010000 5050480.39250000, 291202.50000000 5050474.80000000, 291229.00000000 5050495.00000000, 291232.43040000 5050497.68870000, 291294.08650000 5050546.01510000, 291294.14050000 5050546.05740000, 291300.68060000 5050551.18360000, 291359.90000000 5050597.60000000, 291361.86580000 5050599.08430000, 291416.51280000 5050640.34660000, 291422.13010000 5050644.58810000, 291423.99730000 5050645.99880000, 291433.52460000 5050633.78810000, 291438.48220000 5050627.42780000, 291445.55070000 5050618.36660000, 291447.12620000 5050616.33650000, 291455.89420000 5050605.09550000, 291457.73340000 5050602.74510000, 291464.71180000 5050593.79450000, 291469.98230000 5050587.03370000, 291473.33100000 5050582.74320000, 291482.04150000 5050571.57230000, 291490.75980000 5050560.39110000, 291495.19710000 5050554.70070000, 291495.19990000 5050554.70150000, 291563.50000000 5050608.30000000, 291680.90000000 5050699.00000000, 291647.00000000 5050742.90000000, 291674.50000000 5050764.80000000, 291742.00000000 5050817.00000000, 291801.70000000 5050863.70000000, 291722.94050000 5050965.22390000, 291729.05700000 5050969.96710000, 291757.98890000 5050992.40280000, 291757.20530000 5050993.43290000, 291746.87040000 5051006.92400000, 291746.08650000 5051007.95440000, 291735.75150000 5051021.45570000, 291734.97610000 5051022.47580000, 291724.64090000 5051035.96710000, 291723.85770000 5051036.99670000, 291717.55630000 5051045.22310000, 291715.77130000 5051047.55350000, 291714.39650000 5051049.34830000, 291712.83250000 5051051.39440000, 291712.82930000 5051051.39850000, 291704.16870000 5051062.70970000, 291702.37870000 5051065.04990000, 291701.90860000 5051065.71000000, 291694.34480000 5051076.31090000, 291692.22050000 5051074.66350000, 291687.40700000 5051070.93070000, 291664.52460000 5051053.18630000, 291658.57140000 5051048.56990000, 291648.37670000 5051061.87810000))"
