id_station,timestamp_local,compte_dir_nord,compte_dir_sud,compte_dir_est,compte_dir_ouest,compte_total
V04,2020-08-13T09:45:00-04,14,12,,,26
V04,2020-08-13T10:00:00-04,27,20,,,47
V04,2020-08-13T10:15:00-04,23,14,,,37
V04,2020-08-13T10:30:00-04,14,24,,,38
V04,2020-08-13T10:45:00-04,16,16,,,32
V04,2020-08-13T11:00:00-04,14,12,,,26
V04,2020-08-13T11:15:00-04,14,15,,,29
V04,2020-08-13T11:30:00-04,13,16,,,29
V04,2020-08-13T11:45:00-04,23,12,,,35
V04,2020-08-13T12:00:00-04,22,15,,,37
V04,2020-08-13T12:15:00-04,18,21,,,39
V04,2020-08-13T12:30:00-04,16,9,,,25
V04,2020-08-13T12:45:00-04,22,16,,,38
V04,2020-08-13T13:00:00-04,14,24,,,38
V04,2020-08-13T13:15:00-04,20,14,,,34
V04,2020-08-13T13:30:00-04,19,9,,,28
V04,2020-08-13T13:45:00-04,22,17,,,39
V04,2020-08-13T14:00:00-04,13,19,,,32
V04,2020-08-13T14:15:00-04,23,8,,,31
V04,2020-08-13T14:30:00-04,26,16,,,42
V04,2020-08-13T14:45:00-04,26,19,,,45
V04,2020-08-13T15:00:00-04,18,16,,,34
V04,2020-08-13T15:15:00-04,21,13,,,34
V04,2020-08-13T15:30:00-04,23,15,,,38
V04,2020-08-13T15:45:00-04,27,26,,,53
V04,2020-08-13T16:00:00-04,14,27,,,41
V04,2020-08-13T16:15:00-04,29,28,,,57
V04,2020-08-13T16:30:00-04,28,19,,,47
V04,2020-08-13T16:45:00-04,46,30,,,76
V04,2020-08-13T17:00:00-04,31,31,,,62
V04,2020-08-13T17:15:00-04,49,22,,,71
V04,2020-08-13T17:30:00-04,42,35,,,77
V04,2020-08-13T17:45:00-04,36,34,,,70
V04,2020-08-13T18:00:00-04,31,39,,,70
V04,2020-08-13T18:15:00-04,47,20,,,67
V04,2020-08-13T18:30:00-04,25,36,,,61
V04,2020-08-13T18:45:00-04,34,22,,,56
V04,2020-08-13T19:00:00-04,29,20,,,49
V04,2020-08-13T19:15:00-04,28,11,,,39
V04,2020-08-13T19:30:00-04,24,15,,,39
V04,2020-08-13T19:45:00-04,21,20,,,41
V04,2020-08-13T20:00:00-04,12,21,,,33
V04,2020-08-13T20:15:00-04,10,17,,,27
V04,2020-08-13T20:30:00-04,13,14,,,27
V04,2020-08-13T20:45:00-04,17,3,,,20
V04,2020-08-13T21:00:00-04,9,6,,,15
V04,2020-08-13T21:15:00-04,15,4,,,19
V04,2020-08-13T21:30:00-04,2,4,,,6
V04,2020-08-13T21:45:00-04,6,4,,,10
V04,2020-08-13T22:00:00-04,10,7,,,17
V04,2020-08-13T22:15:00-04,9,8,,,17
V04,2020-08-13T22:30:00-04,4,3,,,7
V04,2020-08-13T22:45:00-04,4,1,,,5
V04,2020-08-13T23:00:00-04,10,5,,,15
V04,2020-08-13T23:15:00-04,7,5,,,12
V04,2020-08-13T23:30:00-04,1,1,,,2
V04,2020-08-13T23:45:00-04,10,5,,,15
V04,2020-08-14T00:00:00-04,2,1,,,3
V04,2020-08-14T00:15:00-04,2,1,,,3
V04,2020-08-14T00:30:00-04,5,1,,,6
V04,2020-08-14T00:45:00-04,2,0,,,2
V04,2020-08-14T01:00:00-04,2,0,,,2
V04,2020-08-14T01:15:00-04,2,4,,,6
V04,2020-08-14T01:30:00-04,2,1,,,3
V04,2020-08-14T01:45:00-04,5,1,,,6
V04,2020-08-14T02:00:00-04,5,0,,,5
V04,2020-08-14T02:15:00-04,0,0,,,0
V04,2020-08-14T02:30:00-04,0,0,,,0
V04,2020-08-14T02:45:00-04,0,0,,,0
V04,2020-08-14T03:00:00-04,0,0,,,0
V04,2020-08-14T03:15:00-04,0,0,,,0
V04,2020-08-14T03:30:00-04,0,0,,,0
V04,2020-08-14T03:45:00-04,2,0,,,2
V04,2020-08-14T04:00:00-04,0,0,,,0
V04,2020-08-14T04:15:00-04,0,0,,,0
V04,2020-08-14T04:30:00-04,0,2,,,2
V04,2020-08-14T04:45:00-04,0,2,,,2
V04,2020-08-14T05:00:00-04,1,0,,,1
V04,2020-08-14T05:15:00-04,2,0,,,2
V04,2020-08-14T05:30:00-04,3,0,,,3
V04,2020-08-14T05:45:00-04,3,1,,,4
V04,2020-08-14T06:00:00-04,4,3,,,7
V04,2020-08-14T06:15:00-04,7,5,,,12
V04,2020-08-14T06:30:00-04,6,4,,,10
V04,2020-08-14T06:45:00-04,7,8,,,15
V04,2020-08-14T07:00:00-04,12,13,,,25
V04,2020-08-14T07:15:00-04,16,11,,,27
V04,2020-08-14T07:30:00-04,12,11,,,23
V04,2020-08-14T07:45:00-04,19,18,,,37
V04,2020-08-14T08:00:00-04,17,23,,,40
V04,2020-08-14T08:15:00-04,17,16,,,33
V04,2020-08-14T08:30:00-04,20,17,,,37
V04,2020-08-14T08:45:00-04,22,24,,,46
V04,2020-08-14T09:00:00-04,29,18,,,47
V04,2020-08-14T09:15:00-04,29,20,,,49
V04,2020-08-14T09:30:00-04,28,12,,,40
V04,2020-08-14T09:45:00-04,14,15,,,29
V04,2020-08-14T10:00:00-04,19,9,,,28
V04,2020-08-14T10:15:00-04,21,17,,,38
V04,2020-08-14T10:30:00-04,26,17,,,43
V04,2020-08-14T10:45:00-04,16,13,,,29
V04,2020-08-14T11:00:00-04,22,19,,,41
V04,2020-08-14T11:15:00-04,22,33,,,55
V04,2020-08-14T11:30:00-04,22,15,,,37
V04,2020-08-14T11:45:00-04,25,27,,,52
V04,2020-08-14T12:00:00-04,36,14,,,50
V04,2020-08-14T12:15:00-04,15,10,,,25
V04,2020-08-14T12:30:00-04,19,20,,,39
V04,2020-08-14T12:45:00-04,20,20,,,40
V04,2020-08-14T13:00:00-04,20,16,,,36
V04,2020-08-14T13:15:00-04,28,11,,,39
V04,2020-08-14T13:30:00-04,25,31,,,56
V04,2020-08-14T13:45:00-04,25,12,,,37
V04,2020-08-14T14:00:00-04,21,22,,,43
V04,2020-08-14T14:15:00-04,25,16,,,41
V04,2020-08-14T14:30:00-04,12,21,,,33
V04,2020-08-14T14:45:00-04,26,15,,,41
V04,2020-08-14T15:00:00-04,26,22,,,48
V04,2020-08-14T15:15:00-04,24,25,,,49
V04,2020-08-14T15:30:00-04,25,27,,,52
V04,2020-08-14T15:45:00-04,30,22,,,52
V04,2020-08-14T16:00:00-04,24,33,,,57
V04,2020-08-14T16:15:00-04,40,29,,,69
V04,2020-08-14T16:30:00-04,39,26,,,65
V04,2020-08-14T16:45:00-04,38,13,,,51
V04,2020-08-14T17:00:00-04,28,11,,,39
V04,2020-08-14T17:15:00-04,37,32,,,69
V04,2020-08-14T17:30:00-04,33,25,,,58
V04,2020-08-14T17:45:00-04,28,26,,,54
V04,2020-08-14T18:00:00-04,43,30,,,73
V04,2020-08-14T18:15:00-04,31,26,,,57
V04,2020-08-14T18:30:00-04,29,32,,,61
V04,2020-08-14T18:45:00-04,21,22,,,43
V04,2020-08-14T19:00:00-04,18,15,,,33
V04,2020-08-14T19:15:00-04,21,14,,,35
V04,2020-08-14T19:30:00-04,21,20,,,41
V04,2020-08-14T19:45:00-04,21,13,,,34
V04,2020-08-14T20:00:00-04,16,13,,,29
V04,2020-08-14T20:15:00-04,17,16,,,33
V04,2020-08-14T20:30:00-04,11,21,,,32
V04,2020-08-14T20:45:00-04,12,14,,,26
V04,2020-08-14T21:00:00-04,12,7,,,19
V04,2020-08-14T21:15:00-04,11,9,,,20
V04,2020-08-14T21:30:00-04,12,17,,,29
V04,2020-08-14T21:45:00-04,7,5,,,12
V04,2020-08-14T22:00:00-04,5,3,,,8
V04,2020-08-14T22:15:00-04,5,16,,,21
V04,2020-08-14T22:30:00-04,6,8,,,14
V04,2020-08-14T22:45:00-04,1,2,,,3
V04,2020-08-14T23:00:00-04,8,6,,,14
V04,2020-08-14T23:15:00-04,5,7,,,12
V04,2020-08-14T23:30:00-04,3,1,,,4
V04,2020-08-14T23:45:00-04,4,6,,,10
V04,2020-08-15T00:00:00-04,3,1,,,4
V04,2020-08-15T00:15:00-04,8,2,,,10
V04,2020-08-15T00:30:00-04,3,0,,,3
V04,2020-08-15T00:45:00-04,5,2,,,7
V04,2020-08-15T01:00:00-04,4,3,,,7
V04,2020-08-15T01:15:00-04,3,3,,,6
V04,2020-08-15T01:30:00-04,2,0,,,2
V04,2020-08-15T01:45:00-04,4,2,,,6
V04,2020-08-15T02:00:00-04,0,19,,,19
V04,2020-08-15T02:15:00-04,1,1,,,2
V04,2020-08-15T02:30:00-04,2,2,,,4
V04,2020-08-15T02:45:00-04,1,1,,,2
V04,2020-08-15T03:00:00-04,6,0,,,6
V04,2020-08-15T03:15:00-04,1,0,,,1
V04,2020-08-15T03:30:00-04,0,0,,,0
V04,2020-08-15T03:45:00-04,0,0,,,0
V04,2020-08-15T04:00:00-04,1,0,,,1
V04,2020-08-15T04:15:00-04,2,0,,,2
V04,2020-08-15T04:30:00-04,0,1,,,1
V04,2020-08-15T04:45:00-04,0,1,,,1
V04,2020-08-15T05:00:00-04,0,0,,,0
V04,2020-08-15T05:15:00-04,2,2,,,4
V04,2020-08-15T05:30:00-04,2,0,,,2
V04,2020-08-15T05:45:00-04,1,2,,,3
V04,2020-08-15T06:00:00-04,4,1,,,5
V04,2020-08-15T06:15:00-04,4,0,,,4
V04,2020-08-15T06:30:00-04,2,3,,,5
V04,2020-08-15T06:45:00-04,10,1,,,11
V04,2020-08-15T07:00:00-04,9,3,,,12
V04,2020-08-15T07:15:00-04,2,5,,,7
V04,2020-08-15T07:30:00-04,7,4,,,11
V04,2020-08-15T07:45:00-04,9,4,,,13
V04,2020-08-15T08:00:00-04,14,5,,,19
V04,2020-08-15T08:15:00-04,10,10,,,20
V04,2020-08-15T08:30:00-04,12,10,,,22
V04,2020-08-15T08:45:00-04,29,15,,,44
V04,2020-08-15T09:00:00-04,16,8,,,24
V04,2020-08-15T09:15:00-04,23,16,,,39
V04,2020-08-15T09:30:00-04,26,13,,,39
V04,2020-08-15T09:45:00-04,35,16,,,51
V04,2020-08-15T10:00:00-04,42,20,,,62
V04,2020-08-15T10:15:00-04,28,25,,,53
V04,2020-08-15T10:30:00-04,39,16,,,55
V04,2020-08-15T10:45:00-04,30,24,,,54
V04,2020-08-15T11:00:00-04,26,29,,,55
V04,2020-08-15T11:15:00-04,49,30,,,79
V04,2020-08-15T11:30:00-04,30,22,,,52
V04,2020-08-15T11:45:00-04,39,35,,,74
V04,2020-08-15T12:00:00-04,39,26,,,65
V04,2020-08-15T12:15:00-04,22,33,,,55
V04,2020-08-15T12:30:00-04,23,18,,,41
V04,2020-08-15T12:45:00-04,35,28,,,63
V04,2020-08-15T13:00:00-04,30,32,,,62
V04,2020-08-15T13:15:00-04,38,29,,,67
V04,2020-08-15T13:30:00-04,40,24,,,64
V04,2020-08-15T13:45:00-04,40,26,,,66
V04,2020-08-15T14:00:00-04,39,34,,,73
V04,2020-08-15T14:15:00-04,50,39,,,89
V04,2020-08-15T14:30:00-04,52,41,,,93
V04,2020-08-15T14:45:00-04,36,24,,,60
V04,2020-08-15T15:00:00-04,35,26,,,61
V04,2020-08-15T15:15:00-04,36,30,,,66
V04,2020-08-15T15:30:00-04,50,24,,,74
V04,2020-08-15T15:45:00-04,41,44,,,85
V04,2020-08-15T16:00:00-04,30,43,,,73
V04,2020-08-15T16:15:00-04,23,32,,,55
V04,2020-08-15T16:30:00-04,20,26,,,46
V04,2020-08-15T16:45:00-04,24,30,,,54
V04,2020-08-15T17:00:00-04,27,28,,,55
V04,2020-08-15T17:15:00-04,21,25,,,46
V04,2020-08-15T17:30:00-04,40,35,,,75
V04,2020-08-15T17:45:00-04,16,29,,,45
V04,2020-08-15T18:00:00-04,16,25,,,41
V04,2020-08-15T18:15:00-04,30,19,,,49
V04,2020-08-15T18:30:00-04,9,12,,,21
V04,2020-08-15T18:45:00-04,12,27,,,39
V04,2020-08-15T19:00:00-04,28,21,,,49
V04,2020-08-15T19:15:00-04,20,18,,,38
V04,2020-08-15T19:30:00-04,13,31,,,44
V04,2020-08-15T19:45:00-04,8,16,,,24
V04,2020-08-15T20:00:00-04,22,24,,,46
V04,2020-08-15T20:15:00-04,5,15,,,20
V04,2020-08-15T20:30:00-04,10,14,,,24
V04,2020-08-15T20:45:00-04,14,19,,,33
V04,2020-08-15T21:00:00-04,16,10,,,26
V04,2020-08-15T21:15:00-04,5,11,,,16
V04,2020-08-15T21:30:00-04,9,3,,,12
V04,2020-08-15T21:45:00-04,7,9,,,16
V04,2020-08-15T22:00:00-04,7,8,,,15
V04,2020-08-15T22:15:00-04,4,6,,,10
V04,2020-08-15T22:30:00-04,5,4,,,9
V04,2020-08-15T22:45:00-04,3,1,,,4
V04,2020-08-15T23:00:00-04,8,5,,,13
V04,2020-08-15T23:15:00-04,1,6,,,7
V04,2020-08-15T23:30:00-04,4,8,,,12
V04,2020-08-15T23:45:00-04,1,2,,,3
V04,2020-08-16T00:00:00-04,2,1,,,3
V04,2020-08-16T00:15:00-04,9,0,,,9
V04,2020-08-16T00:30:00-04,1,0,,,1
V04,2020-08-16T00:45:00-04,6,1,,,7
V04,2020-08-16T01:00:00-04,1,1,,,2
V04,2020-08-16T01:15:00-04,3,1,,,4
V04,2020-08-16T01:30:00-04,3,2,,,5
V04,2020-08-16T01:45:00-04,0,4,,,4
V04,2020-08-16T02:00:00-04,2,1,,,3
V04,2020-08-16T02:15:00-04,1,0,,,1
V04,2020-08-16T02:30:00-04,1,1,,,2
V04,2020-08-16T02:45:00-04,0,2,,,2
V04,2020-08-16T03:00:00-04,0,0,,,0
V04,2020-08-16T03:15:00-04,0,0,,,0
V04,2020-08-16T03:30:00-04,1,0,,,1
V04,2020-08-16T03:45:00-04,1,0,,,1
V04,2020-08-16T04:00:00-04,1,0,,,1
V04,2020-08-16T04:15:00-04,0,0,,,0
V04,2020-08-16T04:30:00-04,0,0,,,0
V04,2020-08-16T04:45:00-04,1,1,,,2
V04,2020-08-16T05:00:00-04,1,0,,,1
V04,2020-08-16T05:15:00-04,2,0,,,2
V04,2020-08-16T05:30:00-04,2,3,,,5
V04,2020-08-16T05:45:00-04,2,0,,,2
V04,2020-08-16T06:00:00-04,2,3,,,5
V04,2020-08-16T06:15:00-04,7,3,,,10
V04,2020-08-16T06:30:00-04,6,0,,,6
V04,2020-08-16T06:45:00-04,4,3,,,7
V04,2020-08-16T07:00:00-04,4,2,,,6
V04,2020-08-16T07:15:00-04,5,2,,,7
V04,2020-08-16T07:30:00-04,3,4,,,7
V04,2020-08-16T07:45:00-04,6,2,,,8
V04,2020-08-16T08:00:00-04,5,9,,,14
V04,2020-08-16T08:15:00-04,15,7,,,22
V04,2020-08-16T08:30:00-04,14,4,,,18
V04,2020-08-16T08:45:00-04,20,4,,,24
V04,2020-08-16T09:00:00-04,30,4,,,34
V04,2020-08-16T09:15:00-04,28,20,,,48
V04,2020-08-16T09:30:00-04,32,12,,,44
V04,2020-08-16T09:45:00-04,30,11,,,41
V04,2020-08-16T10:00:00-04,31,20,,,51
V04,2020-08-16T10:15:00-04,32,18,,,50
V04,2020-08-16T10:30:00-04,48,29,,,77
V04,2020-08-16T10:45:00-04,24,19,,,43
V04,2020-08-16T11:00:00-04,33,30,,,63
V04,2020-08-16T11:15:00-04,41,30,,,71
V04,2020-08-16T11:30:00-04,44,19,,,63
V04,2020-08-16T11:45:00-04,17,19,,,36
V04,2020-08-16T12:00:00-04,33,23,,,56
V04,2020-08-16T12:15:00-04,36,18,,,54
V04,2020-08-16T12:30:00-04,31,19,,,50
V04,2020-08-16T12:45:00-04,29,35,,,64
V04,2020-08-16T13:00:00-04,32,27,,,59
V04,2020-08-16T13:15:00-04,28,20,,,48
V04,2020-08-16T13:30:00-04,37,21,,,58
V04,2020-08-16T13:45:00-04,30,38,,,68
V04,2020-08-16T14:00:00-04,32,25,,,57
V04,2020-08-16T14:15:00-04,23,18,,,41
V04,2020-08-16T14:30:00-04,52,30,,,82
V04,2020-08-16T14:45:00-04,32,38,,,70
V04,2020-08-16T15:00:00-04,35,46,,,81
V04,2020-08-16T15:15:00-04,40,19,,,59
V04,2020-08-16T15:30:00-04,57,31,,,88
V04,2020-08-16T15:45:00-04,27,41,,,68
V04,2020-08-16T16:00:00-04,34,36,,,70
V04,2020-08-16T16:15:00-04,34,31,,,65
V04,2020-08-16T16:30:00-04,28,27,,,55
V04,2020-08-16T16:45:00-04,21,25,,,46
V04,2020-08-16T17:00:00-04,31,42,,,73
V04,2020-08-16T17:15:00-04,20,24,,,44
V04,2020-08-16T17:30:00-04,30,43,,,73
V04,2020-08-16T17:45:00-04,32,38,,,70
V04,2020-08-16T18:00:00-04,21,22,,,43
V04,2020-08-16T18:15:00-04,14,23,,,37
V04,2020-08-16T18:30:00-04,22,25,,,47
V04,2020-08-16T18:45:00-04,15,32,,,47
V04,2020-08-16T19:00:00-04,14,16,,,30
V04,2020-08-16T19:15:00-04,27,20,,,47
V04,2020-08-16T19:30:00-04,5,20,,,25
V04,2020-08-16T19:45:00-04,17,26,,,43
V04,2020-08-16T20:00:00-04,14,25,,,39
V04,2020-08-16T20:15:00-04,4,27,,,31
V04,2020-08-16T20:30:00-04,10,15,,,25
V04,2020-08-16T20:45:00-04,9,15,,,24
V04,2020-08-16T21:00:00-04,10,5,,,15
V04,2020-08-16T21:15:00-04,2,3,,,5
V04,2020-08-16T21:30:00-04,4,3,,,7
V04,2020-08-16T21:45:00-04,2,2,,,4
V04,2020-08-16T22:00:00-04,4,4,,,8
V04,2020-08-16T22:15:00-04,2,2,,,4
V04,2020-08-16T22:30:00-04,11,3,,,14
V04,2020-08-16T22:45:00-04,3,4,,,7
V04,2020-08-16T23:00:00-04,4,3,,,7
V04,2020-08-16T23:15:00-04,5,5,,,10
V04,2020-08-16T23:30:00-04,3,3,,,6
V04,2020-08-16T23:45:00-04,2,1,,,3
V04,2020-08-17T00:00:00-04,2,2,,,4
V04,2020-08-17T00:15:00-04,5,4,,,9
V04,2020-08-17T00:30:00-04,2,0,,,2
V04,2020-08-17T00:45:00-04,0,2,,,2
V04,2020-08-17T01:00:00-04,2,0,,,2
V04,2020-08-17T01:15:00-04,1,0,,,1
V04,2020-08-17T01:30:00-04,1,0,,,1
V04,2020-08-17T01:45:00-04,0,1,,,1
V04,2020-08-17T02:00:00-04,3,0,,,3
V04,2020-08-17T02:15:00-04,0,0,,,0
V04,2020-08-17T02:30:00-04,1,0,,,1
V04,2020-08-17T02:45:00-04,1,0,,,1
V04,2020-08-17T03:00:00-04,0,1,,,1
V04,2020-08-17T03:15:00-04,0,0,,,0
V04,2020-08-17T03:30:00-04,1,0,,,1
V04,2020-08-17T03:45:00-04,1,0,,,1
V04,2020-08-17T04:00:00-04,0,0,,,0
V04,2020-08-17T04:15:00-04,2,0,,,2
V04,2020-08-17T04:30:00-04,1,0,,,1
V04,2020-08-17T04:45:00-04,0,1,,,1
V04,2020-08-17T05:00:00-04,1,0,,,1
V04,2020-08-17T05:15:00-04,0,0,,,0
V04,2020-08-17T05:30:00-04,3,0,,,3
V04,2020-08-17T05:45:00-04,3,0,,,3
V04,2020-08-17T06:00:00-04,5,2,,,7
V04,2020-08-17T06:15:00-04,4,4,,,8
V04,2020-08-17T06:30:00-04,5,3,,,8
V04,2020-08-17T06:45:00-04,11,8,,,19
V04,2020-08-17T07:00:00-04,8,7,,,15
V04,2020-08-17T07:15:00-04,9,14,,,23
V04,2020-08-17T07:30:00-04,6,17,,,23
V04,2020-08-17T07:45:00-04,18,10,,,28
V04,2020-08-17T08:00:00-04,11,13,,,24
V04,2020-08-17T08:15:00-04,13,15,,,28
V04,2020-08-17T08:30:00-04,17,13,,,30
V04,2020-08-17T08:45:00-04,15,13,,,28
V04,2020-08-17T09:00:00-04,9,7,,,16
V04,2020-08-17T09:15:00-04,5,6,,,11
V04,2020-08-17T09:30:00-04,14,10,,,24
V04,2020-08-17T09:45:00-04,9,4,,,13
V04,2020-08-17T10:00:00-04,2,4,,,6
V04,2020-08-17T10:15:00-04,2,6,,,8
V04,2020-08-17T10:30:00-04,3,1,,,4
V04,2020-08-17T10:45:00-04,4,1,,,5
V04,2020-08-17T11:00:00-04,1,2,,,3
V04,2020-08-17T11:15:00-04,2,2,,,4
V04,2020-08-17T11:30:00-04,3,1,,,4
V04,2020-08-17T11:45:00-04,3,1,,,4
V04,2020-08-17T12:00:00-04,3,4,,,7
V04,2020-08-17T12:15:00-04,5,1,,,6
V04,2020-08-17T12:30:00-04,0,9,,,9
V04,2020-08-17T12:45:00-04,7,1,,,8
V04,2020-08-17T13:00:00-04,5,2,,,7
V04,2020-08-17T13:15:00-04,6,3,,,9
V04,2020-08-17T13:30:00-04,11,6,,,17
V04,2020-08-17T13:45:00-04,13,0,,,13
V04,2020-08-17T14:00:00-04,8,6,,,14
V04,2020-08-17T14:15:00-04,7,4,,,11
V04,2020-08-17T14:30:00-04,14,3,,,17
V04,2020-08-17T14:45:00-04,7,6,,,13
V04,2020-08-17T15:00:00-04,14,16,,,30
V04,2020-08-17T15:15:00-04,11,11,,,22
V04,2020-08-17T15:30:00-04,9,15,,,24
V04,2020-08-17T15:45:00-04,10,15,,,25
V04,2020-08-17T16:00:00-04,18,16,,,34
V04,2020-08-17T16:15:00-04,17,17,,,34
V04,2020-08-17T16:30:00-04,24,15,,,39
V04,2020-08-17T16:45:00-04,21,20,,,41
V04,2020-08-17T17:00:00-04,22,15,,,37
V04,2020-08-17T17:15:00-04,23,17,,,40
V04,2020-08-17T17:30:00-04,36,11,,,47
V04,2020-08-17T17:45:00-04,28,23,,,51
V04,2020-08-17T18:00:00-04,26,18,,,44
V04,2020-08-17T18:15:00-04,38,26,,,64
V04,2020-08-17T18:30:00-04,15,19,,,34
V04,2020-08-17T18:45:00-04,29,17,,,46
V04,2020-08-17T19:00:00-04,15,13,,,28
V04,2020-08-17T19:15:00-04,13,17,,,30
V04,2020-08-17T19:30:00-04,20,14,,,34
V04,2020-08-17T19:45:00-04,7,21,,,28
V04,2020-08-17T20:00:00-04,15,6,,,21
V04,2020-08-17T20:15:00-04,17,13,,,30
V04,2020-08-17T20:30:00-04,7,11,,,18
V04,2020-08-17T20:45:00-04,14,8,,,22
V04,2020-08-17T21:00:00-04,11,6,,,17
V04,2020-08-17T21:15:00-04,6,3,,,9
V04,2020-08-17T21:30:00-04,6,5,,,11
V04,2020-08-17T21:45:00-04,9,9,,,18
V04,2020-08-17T22:00:00-04,7,3,,,10
V04,2020-08-17T22:15:00-04,4,2,,,6
V04,2020-08-17T22:30:00-04,7,1,,,8
V04,2020-08-17T22:45:00-04,5,3,,,8
V04,2020-08-17T23:00:00-04,2,1,,,3
V04,2020-08-17T23:15:00-04,2,2,,,4
V04,2020-08-17T23:30:00-04,5,1,,,6
V04,2020-08-17T23:45:00-04,8,1,,,9
V04,2020-08-18T00:00:00-04,0,2,,,2
V04,2020-08-18T00:15:00-04,6,0,,,6
V04,2020-08-18T00:30:00-04,1,2,,,3
V04,2020-08-18T00:45:00-04,0,1,,,1
V04,2020-08-18T01:00:00-04,0,0,,,0
V04,2020-08-18T01:15:00-04,2,0,,,2
V04,2020-08-18T01:30:00-04,0,0,,,0
V04,2020-08-18T01:45:00-04,1,0,,,1
V04,2020-08-18T02:00:00-04,3,0,,,3
V04,2020-08-18T02:15:00-04,2,0,,,2
V04,2020-08-18T02:30:00-04,0,0,,,0
V04,2020-08-18T02:45:00-04,1,0,,,1
V04,2020-08-18T03:00:00-04,1,0,,,1
V04,2020-08-18T03:15:00-04,1,0,,,1
V04,2020-08-18T03:30:00-04,0,0,,,0
V04,2020-08-18T03:45:00-04,0,0,,,0
V04,2020-08-18T04:00:00-04,0,0,,,0
V04,2020-08-18T04:15:00-04,0,0,,,0
V04,2020-08-18T04:30:00-04,0,0,,,0
V04,2020-08-18T04:45:00-04,0,0,,,0
V04,2020-08-18T05:00:00-04,0,0,,,0
V04,2020-08-18T05:15:00-04,2,1,,,3
V04,2020-08-18T05:30:00-04,1,0,,,1
V04,2020-08-18T05:45:00-04,2,1,,,3
V04,2020-08-18T06:00:00-04,1,4,,,5
V04,2020-08-18T06:15:00-04,3,6,,,9
V04,2020-08-18T06:30:00-04,5,4,,,9
V04,2020-08-18T06:45:00-04,12,6,,,18
V04,2020-08-18T07:00:00-04,4,7,,,11
V04,2020-08-18T07:15:00-04,11,9,,,20
V04,2020-08-18T07:30:00-04,17,11,,,28
V04,2020-08-18T07:45:00-04,18,13,,,31
V04,2020-08-18T08:00:00-04,11,18,,,29
V04,2020-08-18T08:15:00-04,22,15,,,37
V04,2020-08-18T08:30:00-04,18,16,,,34
V04,2020-08-18T08:45:00-04,15,14,,,29
V04,2020-08-18T09:00:00-04,19,11,,,30
V04,2020-08-18T09:15:00-04,18,10,,,28
V04,2020-08-18T09:30:00-04,18,11,,,29
V04,2020-08-18T09:45:00-04,14,13,,,27
V04,2020-08-18T10:00:00-04,14,6,,,20
V04,2020-08-18T10:15:00-04,8,8,,,16
V04,2020-08-18T10:30:00-04,12,12,,,24
V04,2020-08-18T10:45:00-04,23,12,,,35
V04,2020-08-18T11:00:00-04,15,14,,,29
V04,2020-08-18T11:15:00-04,20,24,,,44
V04,2020-08-18T11:30:00-04,15,22,,,37
V04,2020-08-18T11:45:00-04,10,21,,,31
V04,2020-08-18T12:00:00-04,11,12,,,23
V04,2020-08-18T12:15:00-04,11,10,,,21
V04,2020-08-18T12:30:00-04,12,11,,,23
V04,2020-08-18T12:45:00-04,18,17,,,35
V04,2020-08-18T13:00:00-04,21,13,,,34
V04,2020-08-18T13:15:00-04,26,13,,,39
V04,2020-08-18T13:30:00-04,29,29,,,58
V04,2020-08-18T13:45:00-04,20,7,,,27
V04,2020-08-18T14:00:00-04,17,10,,,27
V04,2020-08-18T14:15:00-04,12,11,,,23
V04,2020-08-18T14:30:00-04,15,17,,,32
V04,2020-08-18T14:45:00-04,11,8,,,19
V04,2020-08-18T15:00:00-04,18,11,,,29
V04,2020-08-18T15:15:00-04,12,13,,,25
V04,2020-08-18T15:30:00-04,12,13,,,25
V04,2020-08-18T15:45:00-04,16,25,,,41
V04,2020-08-18T16:00:00-04,15,17,,,32
V04,2020-08-18T16:15:00-04,19,19,,,38
V04,2020-08-18T16:30:00-04,21,15,,,36
V04,2020-08-18T16:45:00-04,15,13,,,28
V04,2020-08-18T17:00:00-04,34,15,,,49
V04,2020-08-18T17:15:00-04,19,18,,,37
V04,2020-08-18T17:30:00-04,33,19,,,52
V04,2020-08-18T17:45:00-04,38,20,,,58
V04,2020-08-18T18:00:00-04,35,25,,,60
V04,2020-08-18T18:15:00-04,23,24,,,47
V04,2020-08-18T18:30:00-04,33,15,,,48
V04,2020-08-18T18:45:00-04,15,16,,,31
V04,2020-08-18T19:00:00-04,20,18,,,38
V04,2020-08-18T19:15:00-04,10,18,,,28
V04,2020-08-18T19:30:00-04,13,12,,,25
V04,2020-08-18T19:45:00-04,16,14,,,30
V04,2020-08-18T20:00:00-04,17,26,,,43
V04,2020-08-18T20:15:00-04,14,15,,,29
V04,2020-08-18T20:30:00-04,22,12,,,34
V04,2020-08-18T20:45:00-04,18,7,,,25
V04,2020-08-18T21:00:00-04,9,4,,,13
V04,2020-08-18T21:15:00-04,9,1,,,10
V04,2020-08-18T21:30:00-04,4,6,,,10
V04,2020-08-18T21:45:00-04,4,4,,,8
V04,2020-08-18T22:00:00-04,4,2,,,6
V04,2020-08-18T22:15:00-04,9,3,,,12
V04,2020-08-18T22:30:00-04,8,2,,,10
V04,2020-08-18T22:45:00-04,8,0,,,8
V04,2020-08-18T23:00:00-04,2,4,,,6
V04,2020-08-18T23:15:00-04,3,0,,,3
V04,2020-08-18T23:30:00-04,4,1,,,5
