seance,lien_site_ville,date,heure_debut,heure_fin,lien_video_seance
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-44781","2023-10-11","09:00","10:00","https://youtu.be/akhVaH1c0Wo"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-44782","2023-10-25","09:00","10:00","https://youtu.be/X09Zv0fDZ6w"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-44784","2023-11-01","09:00","10:00","https://youtu.be/5XoKSy-rzQw"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-44785","2023-11-08","09:00","10:00","https://youtu.be/lzdCJMUA4i0"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-44786","2023-11-15","09:00","10:00","https://youtu.be/gF5fxaO_WQs"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-44787","2023-11-29","09:00","10:00","https://youtu.be/K-1R1BivugE"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-44788","2023-12-06","09:00","10:00","https://youtu.be/MgJVK-U0iP4"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-44790","2023-12-13","09:00","10:00","https://youtu.be/Q_Hw8oDn9ww"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61225","2024-01-10","09:00","10:00","https://youtube.com/live/D1KWp62UzF8?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61226","2024-01-17","09:00","10:00","https://youtube.com/live/Cqp-pHE1LWI?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61227","2024-01-31","09:00","10:00","https://youtube.com/live/ej8Te4JYTGc?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61228","2024-02-07","09:00","10:00","https://youtube.com/live/p0NqPo6wUAc?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61230","2024-02-14","09:00","10:00","https://youtube.com/live/GwU1Ru0AQfQ?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61231","2024-02-28","09:00","10:00","https://youtube.com/live/Yk8ndU5gpY0?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61232","2024-03-06","09:00","10:00","https://youtube.com/live/gJAr4YmY1LU?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61233","2024-03-13","09:00","10:00","https://youtube.com/live/FChQS9WI0Cw?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61234","2024-03-27","09:00","10:00","https://youtube.com/live/rfhCBg3SaWw?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61237","2024-04-03","09:00","10:00","https://youtube.com/live/LEXk6gCI_dE?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61238","2024-04-10","09:00","10:00","https://youtube.com/live/yFRnjJhDOfg?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61239","2024-04-24","09:00","10:00","https://youtube.com/live/tnKdnqnNhJc?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61240","2024-05-01","09:00","10:00","https://youtube.com/live/wNTMhUPvFJc?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61241","2024-05-08","09:00","10:00","https://youtube.com/live/bbEqjiw7rZw?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61242","2024-05-22","09:00","10:00","https://youtube.com/live/ussbAmslNhc?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61243","2024-05-29","09:00","10:00","https://youtube.com/live/p7Zg-FV7fC8?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61244","2024-06-05","09:00","10:00","https://youtube.com/live/JomVZaD_Y6k?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61245","2024-06-12","09:00","10:00","https://youtube.com/live/Vose-HLGHCI?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-61246","2024-06-26","09:00","10:00","https://youtube.com/live/TqCfn0crqTI?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-62414","2023-12-20","09:00","10:00","https://www.youtube.com/watch?v=_lN8kVQhxoc"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63665","2024-07-03","09:00","10:00","https://youtube.com/live/CA0yGY7AUBY?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63666","2024-07-31","09:00","10:00","https://youtube.com/live/O1b0RlsW_RU?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63667","2024-08-07","09:00","10:00","https://youtube.com/live/FI--VToyPzE?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63668","2024-08-14","09:00","10:00","https://youtube.com/live/-61f-VGxItU?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63670","2024-08-28","09:00","10:00","https://youtube.com/live/WgzEkgF57jo?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63672","2024-09-04","09:00","10:00","https://youtube.com/live/cs_MWKOmP-w?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63673","2024-09-11","09:00","10:00","https://youtube.com/live/mvb_D3ACKtM?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63675","2024-09-25","09:00","10:00","https://youtube.com/live/X8Jg-Z9krTE?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63676","2024-10-02","09:00","10:00","https://youtube.com/live/iT-uqaO8Wuw?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63677","2024-10-09","09:00","10:00","https://youtube.com/live/0Y2XhLdpD-0?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63678","2024-10-16","09:00","10:00","https://youtube.com/live/JOQY6cRpT8M?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63679","2024-10-30","09:00","10:00","https://youtube.com/live/YBPdUrmos38?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63680","2024-11-06","09:00","10:00","https://youtube.com/live/jjj0cEBxerc?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63681","2024-11-13","09:00","10:00","https://youtube.com/live/cI8WXpw6L_E?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63682","2024-11-27","09:00","10:00","https://youtube.com/live/IfpLJ71ShLI?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63683","2024-12-04","09:00","10:00","https://youtube.com/live/eRjWB4X4EHc?feature=share"
"Séance du comité exécutif","https://montreal.ca/evenements/seance-du-comite-executif-63684","2024-12-11","09:00","10:00","https://youtube.com/live/60tfXWbJQBg?feature=share"
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63445","2024-06-17","13:00","22:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63446","2024-06-18","09:30","22:00",""
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-63450","2024-06-20","17:00","19:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63648","2024-08-19","13:00","22:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63649","2024-08-20","09:30","17:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63650","2024-09-16","13:00","22:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63651","2024-09-17","09:30","17:00",""
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-63652","2024-08-22","17:00","19:00",""
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-63653","2024-09-19","17:00","19:00",""
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-63654","2024-10-24","17:00","19:00",""
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-63655","2024-11-21","17:00","19:00",""
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-63656","2024-12-19","17:00","19:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63657","2024-10-21","13:00","22:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63658","2024-10-22","09:30","17:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63659","2024-11-18","13:00","22:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63660","2024-11-19","09:30","17:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63661","2024-12-16","13:00","22:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63662","2024-12-17","09:30","17:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-44749","2023-10-16","13:00","21:30","https://youtu.be/GOydu2mJoKI"
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-44750","2023-11-20","13:00","21:30","https://youtu.be/GtIJZ1ZJDXc"
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-44751","2023-12-18","13:00","21:30","https://youtu.be/I68VBzzPxNI"
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-44758","2023-10-17","09:00","21:30","https://youtu.be/T9f7OcjJmIA"
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-44759","2023-11-21","09:00","21:30","https://youtu.be/ggBdZaZDlOQ"
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-44760","2023-12-19","09:30","21:30","https://youtu.be/BUM_dEla8gs"
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-44768","2023-10-19","17:00","20:00","https://youtu.be/loRTSsRbwaY"
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-44769","2023-11-23","17:00","20:00","https://youtu.be/cJi6ZQnw8xc"
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-44770","2023-12-21","17:00","20:00","https://youtu.be/DgzO2rcLgSo"
"Séance extraordinaire du conseil municipal","https://montreal.ca/evenements/seance-extraordinaire-du-conseil-municipal-58698","2023-11-15","13:00","17:00","https://youtube.com/live/Fj0bFiFhsoI?feature=share"
"Séance extraordinaire du conseil d'agglomération","https://montreal.ca/evenements/seance-extraordinaire-du-conseil-dagglomeration-58704","2023-11-15","17:30","19:00","https://youtube.com/live/cRc_8vq7sM4?feature=share"
"Séance extraordinaire du conseil municipal","https://montreal.ca/evenements/seance-extraordinaire-du-conseil-municipal-58961","2023-12-11","09:30","16:30",""
"Séance extraordinaire du conseil d'agglomération","https://montreal.ca/evenements/seance-extraordinaire-du-conseil-dagglomeration-58977","2023-12-14","09:30","16:30",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-60579","2024-01-22","13:00","22:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-60580","2024-01-23","09:30","17:00",""
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-60581","2024-01-25","17:00","19:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-60582","2024-02-19","13:00","22:00",""
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-60584","2024-02-22","17:00","19:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63439","2024-03-18","13:00","22:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63440","2024-03-19","09:30","17:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63441","2024-04-15","13:00","22:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63442","2024-04-16","09:30","17:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63443","2024-05-13","13:00","22:00",""
"Séance du conseil municipal","https://montreal.ca/evenements/seance-du-conseil-municipal-63444","2024-05-14","09:30","17:00",""
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-63447","2024-03-21","17:00","19:00",""
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-63448","2024-04-18","17:00","19:00",""
"Séance du conseil d'agglomération","https://montreal.ca/evenements/seance-du-conseil-dagglomeration-63449","2024-05-16","17:00","19:00",""
