ï»¿id,nom_batiment,municipalite,usage,adresse,superficie
,Poste de surpression Villeneuve,94068,"Transports, communications et services publics",153 Route Villeneuve,13.88
,Poste de pompage # 20 Dubose,94068,"Transports, communications et services publics",2432 Rue Dubose,48.89
,Poste de surpression Raymond,94068,"Transports, communications et services publics",1049 Chemin Raymond,4
,Prise d'eau brute UFA,94068,"Transports, communications et services publics",2441 Rang Saint-Pierre,17.37
,RÃ©servoir S-63,94068,"Transports, communications et services publics",7730 Chemin de la Batture,56.92
,Poste de surpression Roussel,94068,"Transports, communications et services publics",2448 Rue Roussel,42.65
,BÃ¢timent de mesurage,94068,"Transports, communications et services publics",3535 Rue Massey,37.39
,Poste de contrÃ´le DÃ©pÃ´t neiges usÃ©es La Baie,94068,"Transports, communications et services publics",3952 Route du Petit-Parc,21.7
,Usine de traitement des biogaz,94068,"Transports, communications et services publics",3551 Route Saint-LÃ©onard,31.14
,Poste de pompage # S-11 Joseph GagnÃ©-Nord,94068,"Transports, communications et services publics",141 Rue Joseph-GagnÃ© Nord,4
,Pompe d'eau brute UFC,94068,"Transports, communications et services publics",1788 Rue de la Manic,32.19
,Poste de surpression BlÃ©riot,94068,"Transports, communications et services publics",1280 Rue BlÃ©riot,4
,Poste de surpression Delisle,94068,"Transports, communications et services publics",790 Rue Delisle,2.34
,Ãtangs aÃ©rÃ©s Shipshaw Sud,94068,"Transports, communications et services publics",4000 Rue de la Fontaine,43.39
,Poste de pompage # 1 St-Dominique,94068,"Transports, communications et services publics",2860 Rue Saint-Dominique,4
,Poste de pompage # 9 De la VÃ©rendrye,94068,"Transports, communications et services publics",2350 Rue De La VÃ©rendrye,4
,RÃ©servoir Shipshaw Sud,94068,"Transports, communications et services publics",3730 Route Saint-LÃ©onard,98.14
,Poste de pompage # 24 Des Mouettes,94068,"Transports, communications et services publics",2593 Rue des Merles,41.5
,Poste de pompage # 1L Du Boulevard,94068,"Transports, communications et services publics",959 Rue du Boulevard,41.07
,Pavillon d'accueil CroisiÃ¨res,94068,"Transports, communications et services publics",900 Rue Mars,1600.67
,Hangar Incubateur,94068,"Transports, communications et services publics",6960 Chemin de l'AÃ©roport,1321.92
,Remise Jardin Cimon,94068,"Transports, communications et services publics",355 Rue Cimon,14.55
,Remise St-ExupÃ©ry,94068,"Transports, communications et services publics",1305 Rue Lindbergh,4
,Remise de l'Estacade,94068,"Transports, communications et services publics",1196 Rue de l'Estacade,15.66
,Pavillon de service soccer Shipshaw,94068,"Transports, communications et services publics",3910 Chemin de la PÃ©ninsule,24.34
,BÃ¢timent administratif AÃ©roport Saguenay-Bagotville,94068,"Transports, communications et services publics",6970 Chemin de l'AÃ©roport,572.57
,Ãcocentre Parc Industriel,94068,"Transports, communications et services publics",2330 Rue de la MÃ©tallurgie,23.95
,RÃ©servoir et surpression S-64,94068,"Transports, communications et services publics",6840 Chemin de l'AÃ©roport,125.64
,Glace Dean Bergeron,94068,"Transports, communications et services publics",995 Rue AimÃ©-Gravel,3230.18
,EntrepÃ´t des Rangs La Baie,94068,"Transports, communications et services publics",203 Rue Joseph-GagnÃ© Sud,328.73
,Centre communautaire Mellon,94068,"Transports, communications et services publics",2175 Boulevard Mellon,758.92
,BibliothÃ¨que JonquiÃ¨re,94068,"Transports, communications et services publics",2480 Rue Saint-Dominique,1561.6
,Pavillon NÃ©rÃ©e-PolÃ©on,94068,"Transports, communications et services publics",3681 Route du Petit-Parc,263.36
,Pavillon de service Place du Citoyen,94068,"Transports, communications et services publics",175 Rue Racine Est,367.28
,Centre multisport Nazaire-Girard,94068,"Transports, communications et services publics",6197 Rue Notre-Dame,1689.89
,Abri service Village portuaire,94068,"Transports, communications et services publics",830 Rue Mars,69.33
,EntrepÃ´t Ã©lectrique CroisiÃ¨res Internationales,94068,"Transports, communications et services publics",910 Rue Mars,4
,Poste de pompage # 25 Gaston-Tremblay,94068,"Transports, communications et services publics",1901 Rue Gaston-L.-Tremblay,50.46
,Pavillon de service St-Alexis,94068,"Transports, communications et services publics",1363 Rue Alexis-Simard,48.64
,Centre Multiservices Shipshaw,94068,"Transports, communications et services publics",4100 Rue des Ormes,1266.75
,EntrepÃ´t St-Alexis,94068,"Transports, communications et services publics",1373 Rue Alexis-Simard,24.63
,Poste de surpression S-84,94068,"Transports, communications et services publics",1843 Rue des Pivoines,73.85
,Caserne de pompiers secteur Nord,94068,"Transports, communications et services publics",642 Boulevard Sainte-GeneviÃ¨ve,1297.41
,DÃ©barcadÃ¨re du Quai,94068,"Transports, communications et services publics",6220 Chemin du Quai,4
,Pavillon de service Parc du 150e,94068,"Transports, communications et services publics",3141 Rue Monseigneur-Dufour,59.93
,Poste de pompage # 34 Des Augustines,94068,"Transports, communications et services publics",943 Rue des Augustines,5.45
,EntrepÃ´t bÃ©ton Signalisation et HygiÃ¨ne milieu,94068,"Transports, communications et services publics",163 Rue Joseph-GagnÃ© Sud,76.85
,Centre communautaire St-Laurent,94068,"Transports, communications et services publics",2122 Rue du PÃ¨re-Lalemant,561.15
,Quai du Portage des Roches Sud,94068,"Transports, communications et services publics",4220 Chemin du Portage-des-Roches Sud,4
,Garage entrepÃ´t Sentiers Panoramique,94068,"Transports, communications et services publics",1412 Chemin de la RÃ©serve,79.39
,Stade de soccer Saguenay,94068,"Transports, communications et services publics",3335 Rue Gallichan,7945.62
,Ãcole de Danse de JonquiÃ¨re,94068,"Transports, communications et services publics",3760 Rue Panet,1187.62
,Pavillon DeschÃªnes,94068,"Transports, communications et services publics",1922 Rue Dorval,41.73
,Office du tourisme Saguenay,94068,"Transports, communications et services publics",2555 Boulevard Talbot,443
