"Station","Date","%OD","O2 (mg/L)","COND.","pH","TEMP  (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn (µg/L)","U (µg/L)","V (µg/L)","Zn (µg/L)"
"EMIS-40RS",30/08/2017 14:34,"106,3","9,28",299,"8,45","22,05","=",80,1,"0,1",145,"0,9",26,"0,1",36500,"0,1","0,1","2,7","0,8","1,2",205,1760,9560,"7,9","1,2",14200,20,"0,9",15,"0,2",5,"0,5","0,5","1,0","0,4","0,4","7,0"
"EMIS-40RS",06/09/2017 14:35,98,"8,94",299,"8,35","19,8","=",370,-1,"0,1",163,"0,9",25,"0,1",35500,"0,1","0,1","2,3","0,6","1,1",199,1740,9520,"7,7","1,1",14000,20,"0,8",14,"0,2","5,6","0,5","0,5","1,0","0,4","0,4","7,0"
"EMIS-40RS",13/09/2017 14:21,"104,9","9,61",297,"8,4","19,59","=",200,1,"0,1",113,"0,8",24,"0,1",33500,"0,1","0,1","2,6","0,5",1,143,1630,8830,6,1,12800,20,"0,7",11,"0,2","4,1","0,5","0,5","1,0","0,4","0,4","7,0"
"EMIS-40RS",25/09/2017 13:32,107,"9,35",298,"8,44","22,01","=",64,1,"0,1",85,"0,8",24,"0,1",35200,"0,1","0,1","2,7","0,7","1,1",109,1730,9390,"5,3","1,1",13600,20,"0,6",8,"0,2","3,3","0,5","0,5","1,0","0,4","0,2","7,0"
"EMIS-40RS",02/10/2017 14:43,"104,1","9,69",301,"8,13","18,76","=",78,1,"0,1",114,"0,8",23,"0,1",34400,"0,1","0,1","2,3","0,8",1,144,1690,9050,"6,9","1,1",13200,20,"0,7",10,"0,2","3,6","0,5","0,5","1,0","0,4","0,4","7,0"
"EMIS-4P1",21/06/2017 10:38,"97,4","9,1",301,,"18,58","=",200000,-1,"0,1",214,"0,8",24,"0,1",31600,"0,1","0,3","3,6","0,8","1,7",278,1610,7820,"12,6",1,14700,150,"1,3",23,"0,3","7,4","0,5","0,5","1,0","0,3","0,5","7,0"
"EMIS-4P1",14/08/2017 10:07,"90,7","7,83",316,"7,96","22,6",">",60000,-1,"0,1",156,"0,9",24,"0,1",33500,"0,1","0,1","3,2","0,6","1,9",170,1920,8830,"9,1","1,2",16200,300,"0,9",27,"0,2","4,9","0,5","0,5","1,0","0,3","0,4","7,0"
"EMIS-4P1",30/08/2017 10:48,"91,7","8,01",313,"8,02","21,99","=",170000,1,"0,1",161,"0,8",24,"0,1",33300,"0,1","0,1","4,2","0,7","1,7",195,2100,8750,"10,5","1,2",15400,440,1,35,"0,2","5,2","0,5","0,5","1,0","0,4","0,4","7,0"
"EMIS-4P1",06/09/2017 10:20,"88,6","8,09",316,"7,96","19,72","=",270000,-1,"0,1",134,"0,8",25,"0,1",34200,"0,1","0,1","4,1","0,6","1,7",173,2280,9130,"9,6","1,2",16600,420,"0,9",29,"0,2",4,"0,5","0,5","1,0","0,4","0,4","7,0"
"EMIS-4P1",13/09/2017 10:28,"90,6","8,29",307,"7,87","19,63","=",170000,1,"0,1",108,"0,8",23,"0,1",33600,"0,1","0,1","4,9","0,5","1,6",128,2270,8780,"8,3","1,1",15700,480,"0,9",26,"0,2","3,3","0,5",2,"1,0","0,3","0,4","7,0"
"EMIS-4P1",25/09/2017 09:58,"94,7","8,29",300,"8,06","21,89","=",80000,1,"0,1",87,"0,8",23,"0,1",33500,"0,1","0,1","3,1","0,8","1,4",95,1860,8870,"7,8","1,1",14000,200,"0,7",19,"0,2","2,7","0,5","0,5","1,0","0,4","0,5","7,0"
"EMIS-4P1",02/10/2017 10:59,"89,6","8,34",323,"7,91","18,78","=",190000,1,"0,1",106,"0,8",23,"0,1",33800,"0,1","0,2","3,7","0,7",2,165,2150,8830,"9,9","1,2",16000,520,"0,8",32,"0,2","4,2","0,5","0,5","1,0","0,4","1,0","7,0"
"EMIS-4P2",21/06/2017 10:42,"98,8","9,27",298,,"18,38","=",120000,-1,"0,1",216,"0,7",23,"0,1",30800,"0,1","0,3","3,5","0,8","1,8",274,1580,7730,"12,3",1,14200,130,"0,9",22,"0,3","8,3","0,5","0,5","1,0","0,3","0,9","7,0"
"EMIS-4P2",14/08/2017 10:11,"96,8","8,39",301,"8,14","22,45",">",60000,-1,"0,1",105,"0,8",22,"0,1",32500,"0,1","0,1","2,7","0,5","1,1",122,1640,8540,"6,5","1,1",14200,90,"0,8",15,"0,2","2,9","0,5","0,5","1,0","0,3","1,0","10,0"
"EMIS-4P2",30/08/2017 10:45,"98,8","8,66",300,"8,19","21,8","=",49000,1,"0,1",125,"0,8",24,"0,1",32400,"0,1","0,1","3,6","0,6","1,3",155,1800,8560,"8,8","1,1",13900,230,"0,8",24,"0,2","4,3","0,5","0,5","1,0","0,4","1,1","7,0"
"EMIS-4P2",06/09/2017 10:16,"95,5","8,72",295,"8,16","19,72","=",57000,-1,"0,1",106,"0,8",23,"0,1",33900,"0,1","0,2","3,2","0,5","1,2",143,1850,8950,8,"1,1",14100,150,"0,8",17,"0,2","3,4","0,5","0,5","1,0","0,4",,
"EMIS-4P2",13/09/2017 10:24,"98,5","9,06",289,"8,17","19,38","=",53000,1,"0,1",108,"0,8",24,"0,1",32700,"0,1","0,1","3,8","0,4","1,4",195,1810,8520,"7,9","1,3",13400,170,"0,7",16,"0,2","3,1","0,5","0,7","1,0","0,4",,
"EMIS-4P2",25/09/2017 09:55,"98,2","8,62",297,"8,17","21,75","=",39000,1,"0,1",80,"0,8",23,"0,1",32900,"0,1","0,1",3,"0,4","2,2",107,1810,8760,"7,1",1,13600,160,"0,7",16,"0,2","2,7","0,5","0,5","1,0","0,4",,
"EMIS-4P2",02/10/2017 10:51,"95,2","8,91",304,"8,05","18,54","=",57000,1,"0,1",75,"0,8",23,"0,1",33300,"0,1","0,1","3,2","0,6","1,3",110,1790,8700,"7,3","1,1",13900,210,"0,6",17,"0,2","3,4","0,5","0,5","1,0","0,4",,
"EMIS-4RS",21/06/2017 10:30,103,"9,71",286,,"18,15","<",100,-1,"0,1",132,"0,8",23,"0,1",32400,"0,1","0,1","2,8","0,5","1,2",179,1510,8070,"8,2",1,13600,20,"0,8",11,"0,2","5,9","0,5","0,5","1,0","0,3","0,5","7,0"
"EMIS-4RS",14/08/2017 10:01,"98,2","8,52",297,"8,23","22,32","<",10,-1,"0,1",100,"0,9",22,"0,1",32100,"0,1","0,1","2,7","0,5","1,1",119,1530,8360,"5,9",1,13300,20,1,12,"0,2","3,9","0,5","0,5","1,0","0,3","0,4","7,0"
"EMIS-4RS",30/08/2017 10:40,"102,8","9,03",299,"8,39","21,7","=",5,1,"0,1",100,"0,8",24,"0,1",34200,"0,1","0,1","2,5","0,6",1,132,1620,8980,"6,9","1,1",13200,20,"0,7",14,"0,2",4,"0,5","0,5","1,0","0,4","0,3","7,0"
"EMIS-4RS",06/09/2017 10:10,"97,4","8,89",299,"8,27","19,74","=",220,-1,"0,1",77,"0,9",24,"0,1",35100,"0,1","0,1","2,4","0,3",1,107,1680,9170,"5,6","1,1",13400,20,"0,7",10,"0,2","3,2","0,5","0,5","1,0","0,4","0,5","7,0"
"EMIS-4RS",13/09/2017 10:17,"102,1","9,41",297,"8,29","19,28","<",2,1,"0,1",66,"0,8",24,"0,1",33700,"0,1","0,1","2,7","0,3","1,4",87,1610,8820,"4,5",1,12800,20,"0,6",9,"0,2","2,4","0,5","0,5","1,0","0,4","0,5","7,0"
"EMIS-4RS",25/09/2017 09:51,101,"8,89",299,"8,27","21,63","=",15,1,"0,1",51,"0,8",24,"0,1",35600,"0,1","0,1","2,4","0,3",1,72,1780,9490,"4,5","1,1",13900,20,"0,6",8,"0,2","1,9","0,5","0,5","1,0","0,4","0,5","7,0"
"EMIS-4RS",02/10/2017 10:46,"97,3","9,1",302,"8,27","18,55","=",100,1,"0,1",55,"0,8",24,"0,1",35000,"0,1","0,1","2,4","0,5","1,4",65,1690,9150,"5,1","1,1",13400,20,"0,6",8,"0,2","2,2","0,5","0,5","1,0","0,4","0,5","7,0"
"EMIS-5.2P",21/06/2017 10:46,"100,7","9,46",290,,"18,34","=",57000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5","7,0"
"EMIS-5.2P",14/08/2017 10:16,"97,9","8,48",299,"8,2","22,45","=",12000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4","7,0"
"EMIS-5.2P",30/08/2017 10:52,"101,8","8,93",292,"8,33","21,77","=",20000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4","7,0"
"EMIS-5.2P",06/09/2017 10:25,97,"8,86",290,"8,24","19,73","=",25000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5","7,0"
"EMIS-5.2P",13/09/2017 10:34,"100,2","9,22",285,"8,24","19,37","=",35000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3","7,0"
"EMIS-5.2P",25/09/2017 10:02,"99,9","8,77",293,"8,19","21,74","=",31000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5","14,0"
"EMIS-5.2P",02/10/2017 11:04,"97,2","9,08",298,"8,11","18,6","=",26000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,5","7,0"
"EMIS-6P1",21/06/2017 10:57,"100,1","9,4",293,,"18,37","=",90000,-1,"0,1",218,"0,7",24,"0,1",30900,"0,1","0,3","3,4","0,7","1,5",280,1550,7740,"13,3",1,14000,110,1,22,"0,3","9,3","0,5","0,5","1,0","0,3","0,6","7,0"
"EMIS-6P1",14/08/2017 10:20,"97,2","8,42",300,"8,17","22,48","=",21000,-1,"0,1",104,"0,9",22,"0,1",31100,"0,1","0,1","2,7","0,4","1,1",124,1580,8200,"6,5",1,13400,90,"0,8",15,"0,2","3,1","0,5","0,5","1,0","0,3","0,4","7,0"
"EMIS-6P1",30/08/2017 10:57,"101,1","8,87",293,"8,31","21,81","=",26000,1,"0,1",113,"0,8",25,"0,1",33600,"0,1","0,1","3,1","0,5","1,3",143,1740,8850,"8,3","1,1",13600,110,"0,8",19,"0,2","4,2","0,5","0,5","1,0","0,4","0,6","7,0"
"EMIS-6P1",06/09/2017 10:32,"96,6","8,82",291,"8,22","19,72","=",46000,-1,"0,1",109,"0,8",24,"0,1",33200,"0,1","0,1","2,7","0,6","1,2",154,1700,8640,"8,2","1,1",13100,80,"0,7",14,"0,2","3,8","0,5","0,5","1,0","0,4","0,6","7,0"
"EMIS-6P1",13/09/2017 10:37,"99,5","9,15",286,"8,23","19,38","=",34000,1,"0,1",86,"0,8",24,"0,1",32000,"0,1","0,1","3,5","0,4","1,4",117,1680,8380,"6,5",1,12800,110,"0,7",12,"0,2","2,7","0,5","0,5","1,0","0,3","0,4","7,0"
"EMIS-6P1",25/09/2017 10:07,"99,2","8,71",293,"8,18","21,74","=",22000,1,"0,1",67,"0,8",23,"0,1",33900,"0,1","0,1",3,"0,3","1,1",93,1770,9020,"6,4",1,13600,90,"0,7",13,"0,2","2,4","0,5","0,5","1,0","0,4","0,5","7,0"
"EMIS-6P1",02/10/2017 11:08,97,"9,07",299,"8,17","18,56","=",36000,1,"0,1",79,"0,8",23,"0,1",33700,"0,1","0,1","2,8","0,8","1,1",115,1760,8840,"7,6","1,1",13500,110,"0,6",13,"0,2","3,3","0,5","0,5","1,0","0,4","0,5","7,0"
"EMIS-6P2",21/06/2017 11:03,"101,7","9,56",288,,"18,31","=",30000,-1,"0,1",256,"0,8",25,"0,1",32300,"0,1","0,2",3,"1,3","1,5",296,1570,8070,"12,3",1,14100,60,"1,2",18,"0,3","7,6","0,5","0,5","1,0","0,3","0,4","7,0"
"EMIS-6P2",14/08/2017 10:26,"98,7","8,55",297,"8,21","22,45","=",14000,-1,"0,1",128,"0,8",22,"0,1",30300,"0,1","0,1","2,6","0,5","1,1",148,1480,8040,"6,7",1,12900,40,"0,8",12,"0,2","4,4","0,5","0,5","1,0","0,3","0,3","7,0"
"EMIS-6P2",30/08/2017 11:03,"102,7","9,02",289,"8,3","21,75","=",15000,1,"0,1",113,"0,8",24,"0,1",33400,"0,1","0,1",3,"0,6","1,1",147,1640,8780,"7,9","1,1",13200,50,"0,7",15,"0,2","4,8","0,5","0,5","1,0","0,4","0,4","7,0"
"EMIS-6P2",06/09/2017 10:39,"97,6","8,91",289,"8,24","19,73","=",9100,-1,"0,1",110,"0,8",24,"0,1",32900,"0,1","0,1","2,7","0,6","1,1",143,1600,8730,"7,6",1,12900,40,"0,8",12,"0,2","4,2","0,5","0,5","1,0","0,4","0,5","7,0"
"EMIS-6P2",13/09/2017 10:44,"100,2","9,22",285,"8,27","19,37","=",34000,1,"0,1",88,"0,8",23,"0,1",32000,"0,1","0,1","3,1","0,9",1,119,1620,8380,"6,7",1,12500,80,"0,7",12,"0,2","3,6","0,5","0,5","1,0","0,3","0,4","7,0"
"EMIS-6P2",25/09/2017 10:12,"99,6","8,75",292,"8,22","21,74","=",29000,1,"0,1",72,"0,8",23,"0,1",34000,"0,1","0,1","2,7","1,1",1,102,1750,9070,"6,3",1,13400,70,"0,6",11,"0,2","2,2","0,5","0,5","1,0","0,4","0,4","7,0"
"EMIS-6P2",02/10/2017 11:14,"97,5","9,12",297,"8,18","18,54","=",26000,1,"0,1",71,"0,8",23,"0,1",34100,"0,1","0,1","2,7","0,7",1,98,1730,8950,"6,7","1,1",13500,80,"0,6",11,"0,2","2,2","0,5","0,5","1,0","0,4","0,4","7,0"
"EMIS-6RN",21/06/2017 11:14,"103,8","9,41",87,,"20,12","=",540,-1,"0,1",461,"0,5",22,"0,1",14000,"0,1","0,3","5,8","1,2",2,584,964,3540,"29,1",1,5890,50,"1,4",29,"0,6","11,3","0,5","0,5","1,0","0,2","0,4","7,0"
"EMIS-6RN",14/08/2017 10:44,"99,7","8,51",128,"7,7","23,24","=",100,-1,"0,1",312,"0,5",20,"0,1",15100,"0,1","0,2","6,3",1,"1,7",394,986,4000,17,1,6350,40,"0,9",22,"0,2","6,1","0,5","0,5","1,0","0,2","0,4","7,0"
"EMIS-6RN",30/08/2017 11:21,"102,8","9,03",111,"7,86","21,75","=",23,1,"0,1",268,"0,4",21,"0,1",12500,"0,1","0,2","6,6",1,"1,5",365,889,3150,"15,2",1,4820,40,"0,8",24,"0,3","4,4","0,5","0,5","1,0","0,1","1,5","7,0"
"EMIS-6RN",06/09/2017 10:58,"102,5","9,45",100,"7,77","19,31","=",72,-1,"0,1",291,"0,4",18,"0,1",11500,"0,1","0,2","6,4",1,"1,6",409,874,2870,"17,8",1,4260,30,"0,9",24,"0,3","5,2","0,5","0,5","1,0","0,1","1,0","7,0"
"EMIS-6RN",13/09/2017 11:00,"103,3","9,58",89,"7,53","18,97","=",52,1,"0,1",243,"0,4",17,"0,1",10300,"0,1","0,1","6,4","1,1","1,4",350,828,2530,"16,1",1,4000,50,"0,8",19,"0,2","3,7","0,5","0,5","1,0","0,1","1,4","7,0"
"EMIS-6RN",25/09/2017 10:27,101,"8,82",100,"7,85","22,05","=",70,1,"0,1",253,"0,5",18,"0,1",12700,"0,1","0,2","6,1","1,3","1,6",365,955,3200,"16,2",1,4950,40,1,18,"0,3","3,4","0,5","0,5","1,0","0,1","1,3","7,0"
"EMIS-6RN",02/10/2017 11:29,"102,4","9,73",89,"7,76","17,79","=",54,1,"0,1",289,"0,5",16,"0,1",10100,"0,1","0,2","6,1","1,1","1,5",382,837,2480,"16,6",1,3970,40,"0,8",19,"0,3","4,4","0,5","0,5","1,0","0,1","0,9","7,0"
"EMIS-7RS",21/06/2017 11:25,"102,9","9,71",290,,"18,13","=",180,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-7RS",14/08/2017 10:32,"99,7","8,64",296,"8,25","22,39","=",220,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-7RS",30/08/2017 11:12,"103,5","9,09",294,"8,41","21,73","=",270,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-7RS",06/09/2017 10:50,"98,6","8,99",295,"8,27","19,82","=",370,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-7RS",13/09/2017 10:50,"102,2","9,41",291,"8,34","19,35","=",130,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-7RS",25/09/2017 10:18,"103,8","9,12",294,"8,3","21,68","=",250,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-7RS",02/10/2017 11:20,"104,1","9,69",298,"8,25","18,76","=",58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-9.5P1",21/06/2017 11:52,"101,5","9,43",243,,"18,9","=",24000,-1,"0,1",271,"0,7",22,"0,1",26000,"0,1","0,2","3,9","0,9","1,5",347,1340,6580,"16,5",1,11300,50,1,20,"0,4","8,8","0,5","0,5","1,0","0,3",,
"EMIS-9.5P1",14/08/2017 11:12,"95,3","8,24",303,"8,12","22,55","=",30000,-1,"0,1",119,"0,8",23,"0,1",32800,"0,1","0,1",3,"0,5","1,6",138,1680,8690,"7,2","1,1",14600,120,"0,9",16,"0,2","3,5","0,5","0,5","1,0","0,3",,
"EMIS-9.5P1",30/08/2017 11:46,"98,4","8,62",295,"8,24","21,88","=",41000,1,"0,1",130,"0,9",25,"0,1",34200,"0,1","0,1","3,5","0,6","1,5",156,1860,8970,"8,8","1,1",14200,180,"0,9",22,"0,2",4,"0,5","0,5","1,0","0,4",,
"EMIS-9.5P1",06/09/2017 11:28,"92,9","8,49",297,"8,09","19,69","=",30000,-1,"0,1",127,"0,8",23,"0,1",32800,"0,1","0,1","3,1","0,6","1,3",167,1820,8660,"8,6","1,1",13800,160,"0,9",19,"0,2","3,8","0,5","0,5","1,0","0,4",,
"EMIS-9.5P1",13/09/2017 11:28,"96,6","8,87",287,"8,15","19,44","=",150000,1,"0,1",113,"0,8",23,"0,1",33000,"0,1","0,1","3,6","0,5","1,8",153,1840,8680,"8,4",1,13700,190,"0,9",18,"0,3","3,6","0,5","0,7","1,0","0,3",,
"EMIS-9.5P1",25/09/2017 10:55,"97,8","8,58",293,"8,19","21,82","=",27000,1,"0,1",86,"0,8",23,"0,1",34000,"0,1","0,1","3,1","0,4","1,5",129,1780,9020,"7,9","1,1",13600,100,"0,7",12,"0,2","3,2","0,5","0,5","1,0","0,4",,
"EMIS-9.5P1",02/10/2017 11:58,"94,7","8,85",301,"8,09","18,59","=",38000,1,"0,1",87,"0,8",23,"0,1",33500,"0,1","0,1","2,9","0,6","1,5",122,1790,8770,"7,9","1,1",13800,170,"0,7",15,"0,2","3,1","0,5","0,5","1,0","0,4",,
"EMIS-9.5P2",21/06/2017 11:46,"100,7","9,4",271,,"18,67","=",44000,-1,"0,1",226,"0,7",22,"0,1",28800,"0,1","0,2","3,6","0,7","1,5",284,1440,7240,"13,2",1,12700,70,1,20,"0,3","7,6","0,5","0,5","1,0","0,3",,
"EMIS-9.5P2",14/08/2017 11:08,"96,9","8,38",300,"8,18","22,52","=",21000,-1,"0,1",120,"0,8",23,"0,1",32200,"0,1","0,1","2,6","0,5","1,1",140,1590,8460,"6,8","1,1",13800,80,"0,7",14,"0,2","4,1","0,5","0,5","1,0","0,3",,
"EMIS-9.5P2",30/08/2017 11:42,"99,3","8,7",296,"8,27","21,86","=",31000,1,"0,1",120,"0,9",25,"0,1",34400,"0,1","0,1","3,1","0,5","1,3",148,1810,9000,"8,1","1,1",14100,130,"0,8",18,"0,2","4,4","0,5","0,5","1,0","0,4",,
"EMIS-9.5P2",06/09/2017 11:23,"94,9","8,67",294,"8,17","19,72","=",44000,-1,"0,1",113,"0,9",24,"0,1",33600,"0,1","0,1","2,9","0,6","1,3",151,1770,8800,"7,7","1,1",13600,110,"0,9",15,"0,2","3,6","0,5","0,5","1,0","0,4",,
"EMIS-9.5P2",13/09/2017 11:24,"98,2","9,02",287,"8,17","19,44","=",50000,1,"0,1",100,"0,8",24,"0,1",32500,"0,1","0,1","3,4","0,7","1,6",128,1720,8510,"7,1",1,13000,130,"0,7",15,"0,2","3,2","0,5","0,5","1,0","0,4",,
"EMIS-9.5P2",25/09/2017 10:51,"99,4","8,71",291,"8,25","21,82","=",19000,1,"0,1",68,"0,8",22,"0,1",32400,"0,1","0,1","2,6","0,6",1,90,1640,8610,"5,8",1,12700,50,"0,6",10,"0,2","2,7","0,5","0,5","1,0","0,4",,
"EMIS-9.5P2",02/10/2017 11:53,"96,8","9,05",297,"8,17","18,57","=",22000,1,"0,1",82,"0,8",23,"0,1",34000,"0,1","0,1","2,7","0,6",1,116,1680,8940,"7,4","1,1",13400,80,"0,7",11,"0,2","2,8","0,5","0,5","1,0","0,4",,
"EMIS-9.5RS",21/06/2017 11:35,"103,3","9,72",291,,"18,24","=",360,-1,"0,1",166,"0,7",23,"0,1",31700,"0,1","0,1","2,8","0,5","1,2",207,1480,7940,"9,1",1,13300,20,"0,8",12,"0,2","6,6","0,5","0,5","1,0","0,3",,
"EMIS-9.5RS",14/08/2017 11:02,"101,5","8,75",296,"8,28","22,7","=",90,-1,"0,1",133,"0,8",22,"0,1",32000,"0,1","0,1","2,6","0,5","1,6",151,1550,8440,"6,6",1,13400,20,"0,9",14,"0,2","4,7","0,5","0,5","1,0","0,3",,
"EMIS-9.5RS",30/08/2017 11:35,"104,8","9,17",295,"8,43","21,92","=",200,1,"0,1",131,"0,8",24,"0,1",33600,"0,1","0,1","2,5","0,6","1,1",160,1620,8820,"7,3","1,1",13000,20,"0,7",13,"0,2","4,6","0,5","0,5","1,0","0,4",,
"EMIS-9.5RS",06/09/2017 11:14,"98,4","8,98",295,"8,32","19,76","=",330,-1,"0,1",147,"0,9",25,"0,1",35400,"0,1","0,1","2,5","0,6","1,2",185,1700,9310,"7,8","1,1",13600,30,"0,8",13,"0,2","4,6","0,5","0,5","1,0","0,4",,
"EMIS-9.5RS",13/09/2017 11:15,"103,2","9,47",290,"8,34","19,53","=",140,1,"0,1",96,"0,8",24,"0,1",33600,"0,1","0,1","2,7","0,9",1,124,1610,8810,"5,6",1,12700,30,"0,7",9,"0,2","2,8","0,5","0,5","1,0","0,4",,
"EMIS-9.5RS",25/09/2017 10:41,"105,1","9,2",294,"8,31","21,85","=",110,1,"0,1",78,"0,8",23,"0,1",33600,"0,1","0,1","2,4","0,8",1,93,1660,8970,"4,9",1,12900,20,"0,7",9,"0,2","2,8","0,5","0,5","1,0","0,4",,
"EMIS-9.5RS",02/10/2017 11:43,"102,2","9,5",298,"8,27","18,87","=",48,1,"0,1",130,"0,8",23,"0,1",34000,"0,1","0,1","2,4","0,9",1,162,1670,8990,"7,5","1,1",13000,20,"0,8",11,"0,2","4,4","0,5","0,5","1,0","0,4",,
"EMIS-M78P1",21/06/2017 13:23,"103,2","9,68",287,,"18,42","=",1700,-1,"0,1",200,"0,8",23,"0,1",32200,"0,1","0,1","2,9","0,7","1,2",250,1530,8120,"10,2",1,13500,20,"0,9",14,"0,2","7,1","0,5","0,5","1,0","0,3",,
"EMIS-M78P1",14/08/2017 12:03,"100,4","8,67",296,"8,28","22,61","=",400,-1,"0,1",183,"0,8",24,"0,1",33400,"0,1","0,1","2,6","0,7","1,2",195,1610,8780,"7,1","1,1",13900,20,"0,9",13,"0,2","5,1","0,5","0,5","1,0","0,3",,
"EMIS-M78P1",30/08/2017 13:23,"106,4","9,28",292,"8,42","22,09","=",240,1,"0,1",179,"0,9",25,"0,1",34500,"0,1","0,1","2,5","0,8","1,1",214,1680,9130,"8,8","1,1",13400,20,"0,8",14,"0,2","4,1","0,5","0,5","1,0","0,4",,
"EMIS-M78P1",06/09/2017 13:29,"97,4","8,9",293,"8,29","19,73","=",570,-1,"0,1",136,"0,8",24,"0,1",34400,"0,1","0,1","2,4","0,5","1,1",175,1680,8990,"7,2","1,1",13100,20,"0,8",12,"0,2",4,"0,5","0,5","1,0","0,4",,
"EMIS-M78P1",13/09/2017 13:12,"104,3","9,56",287,"8,44","19,59","=",450,1,"0,1",119,"0,8",24,"0,1",32300,"0,1","0,1","2,8","0,8",1,135,1580,8520,"6,1",1,12400,20,"0,8",10,"0,2","2,9","0,5","0,5","1,0","0,4",,
"EMIS-M78P1",25/09/2017 12:22,"103,2","9,02",292,"8,34","21,99","=",530,1,"0,1",106,"0,8",24,"0,1",34400,"0,1","0,1","2,4","0,5",1,131,1720,9210,"6,5",1,13200,20,"0,7",9,"0,2",3,"0,5","0,5","1,0","0,4",,
"EMIS-M78P1",02/10/2017 13:43,"99,3","9,26",296,"8,32","18,74","=",230,1,"0,1",117,"0,9",23,"0,1",33600,"0,1","0,1","2,4","0,8",1,140,1650,8840,"6,8","1,1",12800,20,"0,7",10,"0,2",3,"0,5","0,5","1,0","0,4",,
"EMIS-MA7",21/06/2017 13:06,"102,3","9,54",283,,"18,67","=",21000,-1,"0,1",241,"0,8",23,"0,1",30700,"0,1","0,2","3,3","0,6","1,4",308,1480,7770,"13,4",1,13100,40,1,20,"0,3","9,3","0,5","0,5","1,0","0,3",,
"EMIS-MA7",14/08/2017 11:46,"104,6","9,01",296,"8,35","22,72","=",2100,-1,"0,1",74,"0,8",23,"0,1",33100,"0,1","0,1","2,7","0,4",1,92,1570,8770,"6,3","1,1",13800,20,"0,6",10,"0,2","1,9","0,5","0,5","1,0","0,3",,
"EMIS-MA7",30/08/2017 13:01,"110,6","9,62",291,"8,49","22,21","=",720,1,"0,1",72,"0,8",25,"0,1",34000,"0,1","0,1","2,8","0,5",1,99,1580,8960,"7,1","1,1",13300,20,"0,6",13,"0,2","2,2","0,5","0,5","1,0","0,4",,
"EMIS-MA7",06/09/2017 13:08,"98,1","8,95",292,"8,29","19,76","=",720,-1,"0,1",75,"0,8",24,"0,1",34700,"0,1","0,1","2,5","0,4",1,103,1670,9010,"6,9","1,1",13300,30,"0,7",11,"0,2","2,1","0,5","0,5","1,0","0,4",,
"EMIS-MA7",13/09/2017 12:50,"109,3","9,98",280,"8,47","19,74","=",1300,1,"0,1",57,"0,8",24,"0,1",32900,"0,1","0,1","2,9","0,7",1,79,1570,8620,"5,4",1,12600,20,"0,6",9,"0,2","1,7","0,5","0,5","1,0","0,4",,
"EMIS-MA7",25/09/2017 12:04,"107,9","9,41",291,"8,39","22,08","=",1300,1,"0,1",50,"0,8",23,"0,1",33600,"0,1","0,1","2,5","0,8","1,4",74,1610,8960,"6,4",1,12900,20,"0,6",7,"0,2",2,"0,5","0,5","1,0","0,4",,
"EMIS-MA7",02/10/2017 13:22,"104,8","9,75",294,"8,31","18,81","=",720,1,"0,1",55,"0,8",21,"0,1",32100,"0,1","0,1","2,5","0,5","0,8",72,1570,8440,"6,2",1,12300,20,"0,5",8,"0,2","2,2","0,5","0,5","1,0","0,3",,
"FSL-67RS",21/06/2017 09:30,102,"9,5",302,,"18,8","=",1200,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-67RS",14/08/2017 09:25,"99,3","8,61",297,"8,23","22,38","<",10,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-67RS",30/08/2017 09:55,104,"9,16",302,"8,48","21,58","=",21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-67RS",06/09/2017 09:23,"94,9","8,74",304,"8,31","19,34","=",260,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-67RS",13/09/2017 09:39,"102,7","9,49",302,"8,33","19,19","=",36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
