"Station","Date","%OD","O2 (mg/L)","COND.","pH","TEMP  (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn (µg/L)","U (µg/L)","V (µg/L)","Zn (µg/L)"
"RDP-36R","2012-10-15  10:00:07","101","11,1","102","8,4","11,0","=","230","0",,,,,,,,,"5,4",,,,,,,,,,,"25,0",,"6,5",,,,,,
"RDP-36R","2012-10-22  09:50:20",,"8,7","98","8,1","11,2","=","200","-2",,,,,,,,,"5,6",,,,,,,,,,,"36,0",,"13,4",,,,,,
"RDP-38R","2012-08-01  10:29:04","98","7,9","89","8,1","26,0","=","36","-1",,,,,,,,,"5,4",,,,,,,,,,,"18,0",,"2,7",,,,,,
"RDP-38R","2012-08-22  09:50:41","100","8,6","91","7,9","23,0","=","54","1",,,,,,,,,"6,4",,,,,,,,,,,"18,0",,"3,3",,,,,,
"RDP-38R","2012-09-10  10:21:25","99","9,0","89","8,7","20,1","=","450","-2",,,,,,,,,"5,7",,,,,,,,,,,"36,0",,"14,2",,,,,,
"RDP-38R","2012-09-20  08:56:27","95","9,1","92","8,2","17,2","=","250","-2",,,,,,,,,"5,4",,,,,,,,,,,"38,0",,"16,0",,,,,,
"RDP-38R","2012-10-01  09:56:29","109","11,1","98","8,1","14,7","=","820","-1",,,,,,,,,"5,4",,,,,,,,,,,"26,0",,"5,4",,,,,,
"RDP-38R","2012-10-15  09:52:58","100","11,0","103","8,4","11,0","=","240","0",,,,,,,,,"5,3",,,,,,,,,,,"25,0",,"6,0",,,,,,
"RDP-38R","2012-10-22  09:36:24",,"8,9","97","8,1","11,2","=","210","-2",,,,,,,,,"5,6",,,,,,,,,,,"34,0",,"13,8",,,,,,
"RDP-40C","2012-08-01  10:08:08","99","8,0","89","8,1","26,0","=","36","-1","0,1","254,4","0,5","16,3","0,1","8336,0","0,1","0,1","5,4","0,6","1,6","285,8","799,0","2074,0","14,2","1,0","4452,0","20,0","0,7","19,0","0,3","2,8","0,5","0,5","1,0","0,1","1,3","5,8"
"RDP-40C","2012-08-22  09:35:33","98","8,4","91","8,0","23,1","=","63","1","0,1","257,8","0,5","16,8","0,1","8602,0","0,1","0,1","6,3","0,7","1,6","302,0","832,8","2096,0","13,8","1,0","4768,0","20,0","0,7","20,0","0,3","3,2","0,5","0,5","1,0","0,1","1,2","3,0"
"RDP-40C","2012-09-10  10:04:21","96","8,7","88","9,2","20,3","=","400","-2","0,1","687,8","0,6","21,8","0,1","8794,0","0,1","0,3","5,7","1,4","1,8","715,0","980,4","2354,0","27,3","1,0","4780,0","20,0","1,2","35,0","0,6","13,8","0,5","0,5","1,0","0,1","1,7","4,8"
"RDP-40C","2012-09-20  08:36:24","98","9,4","95","8,6","17,5","=","440","-2","0,1","766,4","0,5","22,0","0,1","9096,0","0,1","0,4","5,3","1,6","2,0","787,6","1067,4","2460,0","32,5","1,0","5154,0","20,0","1,3","35,0","0,6","14,0","0,5","0,5","1,0","0,1","1,7","4,8"
"RDP-40C","2012-10-01  09:40:13","110","11,3","98","8,5","14,6","=","1700","-1","0,1","384,2","0,6","18,5","0,1","9438,0","0,1","0,2","5,5","1,3","1,5","436,6","1038,0","2390,0","20,4","1,0","5676,0","33,6","0,8","23,0","0,4","5,1","0,6","0,5","1,2","0,1","1,0","3,0"
"RDP-40C","2012-10-15  09:39:02","98","10,8","104","8,4","11,0","=","370","0","0,1","402,8","0,4","17,5","0,1","9332,0","0,1","0,2","5,3","1,2","1,2","446,6","1008,0","2402,0","20,4","1,0","5446,0","48,3","0,8","24,0","0,4","5,7","0,5","0,5","1,0","0,1","0,9","3,3"
"RDP-40C","2012-10-22  09:12:44",,"9,6","97","8,3","11,3","=","160","-2","0,1","602,8","0,4","20,0","0,1","9056,0","0,1","0,3","5,7","1,1","1,4","623,4","986,6","2528,0","31,5","1,0","5348,0","46,3","1,0","35,0","0,5","13,0","0,5","0,5","1,0","0,1","1,3","3,6"
"RDP-40L","2012-08-01  09:57:25","97","7,9","90","8,1","26,0","=","36","-1","0,1","246,4","0,5","16,4","0,1","8468,0","0,1","0,1","5,4","0,6","1,5","283,8","809,4","2162,0","14,4","1,0","4602,0","20,0","0,7","19,0","0,3","2,9","0,5","0,5","1,0","0,1","1,1","3,0"
"RDP-40L","2012-08-22  09:25:13","100","8,6","92","8,1","23,1","=","36","1","0,1","258,8","0,5","16,5","0,1","8318,0","0,1","0,1","6,5","0,6","1,5","289,4","795,0","2058,0","13,5","1,0","4710,0","20,0","0,7","21,0","0,3","2,6","0,5","0,5","1,0","0,1","1,1","29,4"
"RDP-40L","2012-09-10  09:51:13","96","8,7","90","9,7","20,2","=","72","-2","0,1","699,4","0,6","21,7","0,1","8598,0","0,1","0,3","5,7","1,5","1,8","720,2","965,0","2330,0","26,8","1,0","4758,0","20,0","1,3","34,0","0,6","14,4","0,5","0,5","1,0","0,1","1,6","5,7"
"RDP-40L","2012-09-20  08:29:49","99","9,5","99","9,2","17,4","=","54","-2","0,1","741,4","0,6","21,5","0,1","9070,0","0,1","0,4","5,4","1,6","2,0","778,4","1063,4","2472,0","29,5","1,0","5224,0","20,0","1,3","34,0","0,6","13,8","0,5","0,5","1,0","0,1","1,6","5,4"
"RDP-40L","2012-10-01  09:32:51","105","10,7","98","8,8","14,7","=","1000","-1","0,1","451,4","0,5","18,5","0,1","9704,0","0,1","0,2","5,8","1,0","1,4","493,2","1095,4","2440,0","22,1","1,0","5770,0","39,4","0,9","24,0","0,4","5,9","0,5","0,5","1,0","0,1","1,1","3,3"
"RDP-40L","2012-10-15  09:31:54","98","10,9","106","9,1","10,9","=","310","0","0,1","425,2","0,4","18,2","0,1","9552,0","0,1","0,2","5,3","1,3","1,3","465,4","1029,0","2448,0","20,7","1,0","5574,0","58,6","0,9","26,0","0,4","6,7","0,5","0,5","1,0","0,1","1,0","3,4"
"RDP-40L","2012-10-22  09:05:34","89","9,8","98","8,6","11,3","=","140","-2","0,1","679,8","0,4","21,0","0,1","9500,0","0,1","0,3","5,8","1,5","1,6","732,4","1018,8","2592,0","35,2","1,0","5498,0","59,0","1,1","44,0","0,6","15,2","0,5","0,5","1,0","0,1","1,4","15,4"
"RDP-40R","2012-08-01  10:17:06","99","8,0","89","8,2","26,0","<","10","-1","0,1","250,2","0,5","16,3","0,1","8492,0","0,1","0,1","5,4","0,6","1,6","285,4","798,6","2108,0","14,2","1,0","4480,0","20,0","0,7","19,0","0,3","2,9","0,5","0,5","1,0","0,1","1,2","3,5"
"RDP-40R","2012-08-22  09:42:27","101","8,6","91","7,9","23,0","=","99","1","0,1","268,4","0,5","17,8","0,1","8654,0","0,1","0,1","6,4","2,0","1,6","303,2","823,0","2104,0","13,9","1,0","4752,0","20,0","0,8","19,0","0,3","2,6","0,5","0,5","1,0","0,1","1,2","26,2"
"RDP-40R","2012-09-10  10:11:15","100","9,1","89","8,9","20,3","=","440","-2","0,1","636,0","0,6","21,5","0,1","8944,0","0,1","0,3","5,7","1,6","1,7","681,4","962,2","2348,0","26,7","1,0","4770,0","20,0","1,2","33,0","0,5","12,2","0,5","0,5","1,0","0,1","1,6","4,2"
"RDP-40R","2012-09-20  08:45:35","95","9,1","95","8,4","17,7","=","560","-2","0,1","599,8","0,6","19,8","0,1","8954,0","0,1","0,3","5,3","1,3","1,9","626,2","1018,2","2392,0","25,7","1,0","5086,0","20,0","1,1","29,0","0,5","10,6","0,5","0,5","1,0","0,1","1,4","3,9"
"RDP-40R","2012-10-01  09:46:11","114","11,6","99","8,2","14,5","=","2200","-1","0,1","365,8","0,4","17,6","0,1","9690,0","0,1","0,2","5,7","1,1","1,5","401,4","1028,4","2418,0","18,8","1,0","5786,0","38,2","0,8","24,0","0,3","4,0","0,5","0,5","1,0","0,1","0,9","3,0"
"RDP-40R","2012-10-15  09:45:29","98","10,8","104","8,3","11,1","=","520","0","0,1","359,0","0,4","17,1","0,1","9590,0","0,1","0,2","5,5","1,1","1,2","392,2","1008,4","2424,0","17,9","1,0","5600,0","42,7","0,8","23,0","0,4","4,9","0,5","0,5","1,0","0,1","0,9","3,0"
"RDP-40R","2012-10-22  09:20:09",,"9,3","97","8,2","11,3","=","120","-2","0,1","619,6","0,4","20,5","0,1","9480,0","0,1","0,3","5,6","1,2","1,5","669,0","997,4","2578,0","34,4","1,0","5470,0","49,8","1,1","34,0","0,5","12,4","0,5","0,5","1,0","0,1","1,3","3,9"
"RDP-42R","2012-07-30  09:50:17","106","8,8","90","8,8","24,6","=","54","1",,,,,,,,,"5,9",,,,,,,,,,,"22,0",,"3,2",,,,,,
"RDP-42R","2012-08-20  09:54:01","102","8,8","92","8,7","22,6","=","27","1",,,,,,,,,"5,9",,,,,,,,,,,"20,0",,"3,6",,,,,,
"RDP-42R","2012-09-12  09:30:17","103","9,5","89","9,1","19,5","=","99","1",,,,,,,,,"5,6",,,,,,,,,,,"20,0",,"4,3",,,,,,
"RDP-42R","2012-09-17  09:47:57","102","9,6","90","10,2","18,6","=","320","1",,,,,,,,,"6,2",,,,,,,,,,,"20,0",,"4,0",,,,,,
"RDP-42R","2012-10-02  09:25:49","105","10,7","94","8,3","15,0","=","140","-1",,,,,,,,,"5,4",,,,,,,,,,,"60,0",,"7,6",,,,,,
"RDP-42R","2012-10-16  09:56:19","110","12,1","96","8,3","11,1","<","10","-1",,,,,,,,,"5,6",,,,,,,,,,,"30,0",,"9,6",,,,,,
"RDP-42R","2012-10-23  09:51:49",,"7,5","98","8,4","11,3","=","140","1",,,,,,,,,"5,6",,,,,,,,,,,"28,0",,"8,6",,,,,,
"RDP-43C","2012-07-30  09:57:12","104","8,7","89","8,4","24,6","=","72","1",,,,,,,,,"5,9",,,,,,,,,,,"20,0",,"3,2",,,,,,
"RDP-43C","2012-08-20  10:02:23","106","9,1","91","8,2","22,6","=","63","1",,,,,,,,,"5,9",,,,,,,,,,,"21,0",,"4,1",,,,,,
"RDP-43C","2012-09-12  09:35:59","102","9,4","89","8,8","19,5","=","130","1",,,,,,,,,"5,6",,,,,,,,,,,"20,0",,"4,8",,,,,,
"RDP-43C","2012-09-17  09:55:29","102","9,5","90","9,1","18,6","=","380","1",,,,,,,,,"5,3",,,,,,,,,,,"21,0",,"5,1",,,,,,
"RDP-43C","2012-10-02  09:32:11","104","10,5","95","8,0","14,9","=","180","-1",,,,,,,,,"5,5",,,,,,,,,,,"25,0",,"7,0",,,,,,
"RDP-43C","2012-10-16  10:03:12","104","11,4","96","8,3","11,1",,,"-1",,,,,,,,,"5,6",,,,,,,,,,,"36,0",,"13,6",,,,,,
"RDP-43C","2012-10-23  09:57:18",,"7,4","97","8,1","11,2","=","63","1",,,,,,,,,"5,6",,,,,,,,,,,"31,0",,"9,8",,,,,,
"RDP-46L","2012-07-30  10:28:18","103","8,6","91","8,1","24,5","=","18","1",,,,,,,,,"6,0",,,,,,,,,,,"20,0",,"2,8",,,,,,
"RDP-46L","2012-08-20  10:26:00","99","8,5","92","7,9","22,6","=","27","1",,,,,,,,,"5,9",,,,,,,,,,,"19,0",,"2,9",,,,,,
"RDP-46L","2012-09-12  09:58:37","98","9,0","90","8,1","19,3","=","36","1",,,,,,,,,"5,5",,,,,,,,,,,"20,0",,"4,4",,,,,,
"RDP-46L","2012-09-17  10:12:35","96","9,0","90","8,5","18,8","=","140","1",,,,,,,,,"5,3",,,,,,,,,,,"19,0",,"4,6",,,,,,
"RDP-46L","2012-10-02  09:48:58","107","10,3","95","7,6","14,9","=","180","-1",,,,,,,,,"5,6",,,,,,,,,,,"30,0",,"5,3",,,,,,
"RDP-46L","2012-10-16  10:18:11","103","11,3","97","8,1","11,0","=","63","-1",,,,,,,,,"5,6",,,,,,,,,,,"29,0",,"9,6",,,,,,
"RDP-46L","2012-10-23  10:11:20",,"7,2","97","8,1","11,2","=","81","1",,,,,,,,,"5,6",,,,,,,,,,,"30,0",,"10,2",,,,,,
"RDP-46R","2012-07-30  10:20:08","103","8,6","93","8,3","24,5","=","81","1",,,,,,,,,"5,9",,,,,,,,,,,"22,0",,"3,7",,,,,,
"RDP-46R","2012-08-20  10:19:30","99","8,6","92","8,0","22,5","=","36","1",,,,,,,,,"5,8",,,,,,,,,,,"23,0",,"3,6",,,,,,
"RDP-46R","2012-09-12  09:52:11","99","9,1","90","8,5","19,3","=","140","1",,,,,,,,,"5,5",,,,,,,,,,,"21,0",,"4,5",,,,,,
"RDP-46R","2012-09-17  10:19:42","97","9,1","90","8,2","18,7","=","400","1",,,,,,,,,"5,3",,,,,,,,,,,"21,0",,"4,8",,,,,,
"RDP-46R","2012-10-02  09:55:23",,"11,2","95","7,6","14,9","=","360","-1",,,,,,,,,"5,8",,,,,,,,,,,"62,0",,"6,4",,,,,,
"RDP-46R","2012-10-16  10:25:30","104","11,4","96","8,0","11,0","=","90","-1",,,,,,,,,"5,6",,,,,,,,,,,"29,0",,"9,2",,,,,,
"RDP-46R","2012-10-23  10:18:25",,"7,8","97","7,9","11,1","=","72","1",,,,,,,,,"5,5",,,,,,,,,,,"28,0",,"8,4",,,,,,
"RDP-48C","2012-07-30  10:56:28","104","8,6","89","7,8","24,5","=","45","1",,,,,,,,,"6,0",,,,,,,,,,,"21,0",,"2,6",,,,,,
"RDP-48C","2012-08-20  10:56:49","100","8,6","92","7,8","22,6","=","27","1",,,,,,,,,"5,8",,,,,,,,,,,"19,0",,"3,8",,,,,,
"RDP-48C","2012-09-12  10:23:19","99","9,1","90","7,9","19,4","=","54","1",,,,,,,,,"5,6",,,,,,,,,,,"20,0",,"4,0",,,,,,
"RDP-48C","2012-09-17  10:49:03","98","9,1","90","8,0","18,8","=","290","1",,,,,,,,,"6,2",,,,,,,,,,,"21,0",,"4,8",,,,,,
"RDP-48C","2012-10-02  10:24:28",,"10,9","95","7,7","15,0","=","180","-1",,,,,,,,,"5,9",,,,,,,,,,,"66,0",,"5,5",,,,,,
"RDP-48C","2012-10-16  10:57:07","103","11,3","96","7,9","11,1","=","99","-1",,,,,,,,,"5,5",,,,,,,,,,,"31,0",,"10,2",,,,,,
"RDP-48C","2012-10-23  10:42:13",,"7,5","97","7,8","11,2","=","63","1",,,,,,,,,"5,5",,,,,,,,,,,"28,0",,"9,0",,,,,,
"RDP-48R","2012-07-30  10:47:09","96","8,1","99","7,9","24,1","=","240","1",,,,,,,,,"5,8",,,,,,,,,,,"23,0",,"2,7",,,,,,
"RDP-48R","2012-08-20  10:47:03","98","8,5","96","7,8","22,6","=","170","1",,,,,,,,,"5,9",,,,,,,,,,,"22,0",,"3,4",,,,,,
"RDP-48R","2012-09-12  10:15:10","99","9,2","92","8,1","19,3","=","3300","1",,,,,,,,,"5,6",,,,,,,,,,,"21,0",,"4,3",,,,,,
"RDP-48R","2012-09-17  10:39:32","96","8,9","91","8,1","18,8","=","460","1",,,,,,,,,"6,0",,,,,,,,,,,"20,0",,"4,7",,,,,,
"RDP-48R","2012-10-02  10:14:08","101","10,8","95","7,8","14,9","=","280","-1",,,,,,,,,"5,8",,,,,,,,,,,"47,0",,"6,6",,,,,,
"RDP-48R","2012-10-16  10:47:36","104","11,4","96","8,0","11,0","=","99","-1",,,,,,,,,"5,5",,,,,,,,,,,"28,0",,"8,2",,,,,,
"RDP-48R","2012-10-23  10:33:47",,"7,5","97","7,9","11,2","=","210","1",,,,,,,,,"5,6",,,,,,,,,,,"29,0",,"9,2",,,,,,
"RDP-50C","2012-07-30  11:20:33","102","8,5","92","7,8","24,6","=","27","1",,,,,,,,,"5,8",,,,,,,,,,,"21,0",,"3,0",,,,,,
"RDP-50C","2012-08-20  11:18:11","98","8,5","93","7,7","22,5","=","63","1",,,,,,,,,"5,9",,,,,,,,,,,"20,0",,"4,0",,,,,,
"RDP-50C","2012-09-12  10:44:04","98","9,0","89","7,8","19,4","=","90","1",,,,,,,,,"5,5",,,,,,,,,,,"20,0",,"4,6",,,,,,
"RDP-50C","2012-09-17  11:12:43","96","9,0","90","7,9","18,7","=","250","1",,,,,,,,,"5,2",,,,,,,,,,,"20,0",,"4,3",,,,,,
"RDP-50C","2012-10-02  10:46:48","106","10,8","95","7,7","14,9","=","160","-1",,,,,,,,,"5,4",,,,,,,,,,,,,"6,6",,,,,,
"RDP-50C","2012-10-16  11:18:54","104","11,5","96","7,8","11,1","=","27","-1",,,,,,,,,"5,5",,,,,,,,,,,"32,0",,"10,2",,,,,,
"RDP-50C","2012-10-23  11:06:51",,"7,5","96","7,8","11,2","=","54","1",,,,,,,,,"5,6",,,,,,,,,,,"31,0",,"9,4",,,,,,
"RDP-50R","2012-07-30  11:14:48","105","8,7","91","7,9","24,9","=","18","1",,,,,,,,,"5,9",,,,,,,,,,,"20,0",,"2,4",,,,,,
"RDP-50R","2012-08-20  11:12:32","99","8,6","92","7,8","22,6","=","90","1",,,,,,,,,"5,9",,,,,,,,,,,"20,0",,"3,3",,,,,,
"RDP-50R","2012-09-12  10:39:32","99","9,1","90","7,9","19,3","=","110","1",,,,,,,,,"5,6",,,,,,,,,,,"20,0",,"4,6",,,,,,
"RDP-50R","2012-09-17  11:06:43","94","8,7","91","7,9","18,8","=","500","1",,,,,,,,,"5,9",,,,,,,,,,,"20,0",,"5,8",,,,,,
"RDP-50R","2012-10-02  10:40:21",,"11,2","96","7,7","14,8","=","200","-1",,,,,,,,,"5,6",,,,,,,,,,,"149,0",,"5,1",,,,,,
"RDP-50R","2012-10-16  11:12:56","103","11,4","98","7,9","10,8","=","130","-1",,,,,,,,,"5,5",,,,,,,,,,,"28,0",,"8,0",,,,,,
"RDP-50R","2012-10-23  10:58:53",,"7,6","97","7,8","11,1","=","120","1",,,,,,,,,"5,7",,,,,,,,,,,"31,0",,"10,2",,,,,,
"RDP-54C","2012-07-30  14:21:24","106","8,8","92","8,0","25,1","=","18","1",,,,,,,,,"5,8",,,,,,,,,,,"21,0",,"3,0",,,,,,
"RDP-54C","2012-08-20  14:10:30","101","8,7","93","8,2","22,9","=","36","1",,,,,,,,,"5,9",,,,,,,,,,,"22,0",,"3,9",,,,,,
"RDP-54C","2012-09-12  13:18:44","104","9,5","90","8,6","19,8","=","81","1",,,,,,,,,"5,7",,,,,,,,,,,"19,0",,"4,0",,,,,,
"RDP-54C","2012-09-17  14:35:32","101","9,3","90","8,8","19,3","=","260","1",,,,,,,,,"5,6",,,,,,,,,,,"20,0",,"4,7",,,,,,
"RDP-54C","2012-10-02  13:44:07",,"10,5","95","8,0","15,3","=","99","-1",,,,,,,,,"5,5",,,,,,,,,,,"67,0",,"6,5",,,,,,
"RDP-54C","2012-10-16  14:16:03","99","10,9","96","8,0","11,1","=","72","-1",,,,,,,,,"5,4",,,,,,,,,,,"32,0",,"10,8",,,,,,
"RDP-54C","2012-10-23  14:01:21",,"7,4","97","8,0","11,5","=","72","1",,,,,,,,,"5,8",,,,,,,,,,,"31,0",,"10,0",,,,,,
"RDP-54R","2012-07-30  14:28:57","115","9,3","93","8,8","26,3","=","99","1",,,,,,,,,"6,0",,,,,,,,,,,"20,0",,"2,4",,,,,,
"RDP-54R","2012-08-20  14:15:22","114","9,7","95","8,5","23,8","=","240","1",,,,,,,,,"5,9",,,,,,,,,,,"18,0",,"3,2",,,,,,
"RDP-54R","2012-09-12  13:22:09","110","10,0","93","8,4","20,3","=","570","1",,,,,,,,,"5,5",,,,,,,,,,,"19,0",,"3,7",,,,,,
"RDP-54R","2012-09-17  14:41:03","106","9,7","92","8,5","19,8","=","460","1",,,,,,,,,"6,0",,,,,,,,,,,"19,0",,"4,2",,,,,,
"RDP-54R","2012-10-02  13:49:35",,"10,8","98","7,8","15,4","=","190","-1",,,,,,,,,"5,5",,,,,,,,,,,"85,0",,"5,5",,,,,,
"RDP-54R","2012-10-16  14:20:51","102","11,3","99","7,9","11,0","=","210","-1",,,,,,,,,"5,4",,,,,,,,,,,"31,0",,"9,4",,,,,,
"RDP-54R","2012-10-23  14:08:15",,"7,5","98","8,0","11,6","=","130","1",,,,,,,,,"5,7",,,,,,,,,,,"31,0",,"9,6",,,,,,
"RDP-58L","2012-07-30  14:49:08","110","9,0","100","8,1","25,5","=","140","1","0,1","333,8","0,5","17,6","0,1","9298,0","0,1","0,2","5,9","0,8","2,2","363,8","904,8","2426,0","16,8","1,0","5368,0","62,0","0,9","24,0","0,4","4,0","0,5","0,5","1,0","0,1","1,1","3,0"
"RDP-58L","2012-08-20  14:45:37","101","8,7","104","8,2","23,1","=","200","1","0,1","308,2","0,4","17,4","0,1","9344,0","0,1","0,2","5,9","0,7","1,7","337,2","899,0","2230,0","15,3","1,0","5662,0","86,8","0,7","24,0","0,3","4,2","0,5","0,5","1,0","0,1","1,2","4,0"
"RDP-58L","2012-09-12  13:37:03","101","9,2","104","8,1","20,0","=","600","1","0,1","336,8","0,5","17,6","0,1","9452,0","0,1","0,2","5,6","1,1","1,5","373,4","977,4","2390,0","17,0","1,0","5674,0","126,6","1,6","23,0","0,3","5,4","0,5","0,5","1,0","0,1","1,1","3,0"
"RDP-58L","2012-09-17  14:58:47","99","9,1","102","8,2","19,7","=","440","1","0,1","348,8","0,6","17,9","0,1","9386,0","0,1","0,2","5,5","0,9","1,6","385,8","1011,2","2356,0","16,9","1,0","5592,0","107,6","0,9","23,0","0,6","6,0","0,5","0,5","1,3","0,1","1,0","4,7"
"RDP-58L","2012-10-02  14:08:52",,"10,3","128","7,7","15,6","=","2400","-1","0,1","418,8","0,5","19,0","0,1","12000,0","0,1","0,2","5,6","1,3","1,7","439,8","1347,8","2902,0","20,4","1,0","8126,0","215,3","1,0","48,0","0,4","6,2","0,5","0,5","1,0","0,1","1,1","3,7"
"RDP-58L","2012-10-16  14:36:59","102","11,2","111","7,8","11,2","=","470","-1","0,1","532,6","0,5","19,3","0,1","10590,0","0,1","0,3","5,5","1,4","1,5","593,8","1164,2","2670,0","26,7","1,0","6512,0","139,4","1,0","35,0","0,5","10,0","0,5","0,5","1,0","0,1","1,2","3,8"
"RDP-58L","2012-10-23  14:27:35",,"7,3","126","7,7","11,7","=","600","1","0,1","672,8","0,4","21,1","0,1","12116,0","0,1","0,3","5,7","1,3","2,1","650,4","1244,2","3112,0","29,3","1,0","7828,0","208,9","1,2","40,0","0,5","11,2","0,5","0,5","1,0","0,1","1,3","4,1"
"RDP-58R","2012-07-30  14:39:38","118","9,6","93","8,7","25,9","=","72","1","0,1","298,8","0,6","16,7","0,1","8952,0","0,1","0,1","5,7","0,8","1,7","338,0","808,4","2274,0","14,4","1,0","4716,0","20,0","0,8","20,0","0,4","3,9","0,5","0,5","1,0","0,1","1,0","3,0"
"RDP-58R","2012-08-20  14:37:34","111","9,4","97","8,5","23,6","=","140","1","0,1","408,4","0,5","17,9","0,1","9508,0","0,1","0,2","6,0","1,0","1,8","422,4","891,2","2394,0","16,7","1,0","5216,0","20,0","0,9","23,0","0,4","5,0","0,5","0,5","1,0","0,1","1,4","3,0"
"RDP-58R","2012-09-12  13:33:11","110","9,9","93","8,3","20,2","=","210","1","0,1","457,2","0,6","18,8","0,1","9296,0","0,1","0,2","5,5","1,1","1,6","475,8","917,0","2364,0","17,8","1,0","5022,0","20,0","1,0","23,0","0,4","7,2","0,5","0,5","1,0","0,1","1,3","3,0"
"RDP-58R","2012-09-17  14:53:14","109","9,9","95","8,6","20,1","=","350","1","0,1","508,6","0,6","18,8","0,1","9036,0","0,1","0,3","5,9","1,2","1,6","519,4","961,0","2354,0","18,0","1,0","5000,0","20,0","1,1","23,0","0,4","6,8","0,5","0,5","1,0","0,1","1,3","3,3"
"RDP-58R","2012-10-02  14:00:35",,"10,6","100","7,8","15,3","=","290","-1","0,1","668,6","0,5","20,7","0,1","10176,0","0,1","0,2","5,5","1,3","1,7","613,0","1147,6","2576,0","21,6","1,0","6048,0","252,0","1,1","54,0","0,5","5,2","0,5","0,5","1,0","0,1","1,3","7,7"
"RDP-58R","2012-10-16  14:30:27","102","11,3","99","7,9","10,9","=","72","-1","0,1","493,0","0,5","18,7","0,1","9804,0","0,1","0,2","5,4","1,5","1,5","551,0","1052,4","2494,0","23,9","1,0","5540,0","40,1","1,0","30,0","0,5","9,0","0,5","0,5","1,0","0,1","1,2","4,2"
"RDP-58R","2012-10-23  14:21:57",,"7,6","103","7,8","11,7","=","170","1","0,1","622,0","0,5","19,6","0,1","9350,0","0,1","0,3","5,5","1,2","1,6","630,6","1004,8","2562,0","29,0","1,0","5448,0","41,6","1,1","33,0","0,6","11,4","0,5","0,5","1,0","0,1","1,3","3,6"
"RDP-62C","2012-07-30  15:31:19","107","8,7","112","8,6","25,7","=","90","1",,,,,,,,,"5,8",,,,,,,,,,,"24,0",,"3,5",,,,,,
"RDP-62C","2012-08-20  15:41:56","102","8,7","102","8,1","23,1","=","110","1",,,,,,,,,"5,9",,,,,,,,,,,"22,0",,"4,2",,,,,,
"RDP-62C","2012-09-12  13:59:21","101","9,2","97","8,2","20,0","=","460","1",,,,,,,,,"5,6",,,,,,,,,,,"22,0",,"5,0",,,,,,
"RDP-62C","2012-09-17  15:27:51","97","8,9","103","8,2","19,4","=","370","1",,,,,,,,,"6,0",,,,,,,,,,,"25,0",,"5,0",,,,,,
"RDP-62C","2012-10-02  14:34:36",,"10,7","114","7,8","15,2","=","820","-1",,,,,,,,,"5,6",,,,,,,,,,,"42,0",,"7,4",,,,,,
"RDP-62C","2012-10-16  14:59:12","101","11,2","105","7,9","11,1","=","160","-1",,,,,,,,,"5,5",,,,,,,,,,,"32,0",,"9,6",,,,,,
"RDP-62C","2012-10-23  14:54:25",,"7,4","102","7,8","11,6","=","72","1",,,,,,,,,"5,6",,,,,,,,,,,"37,0",,"12,4",,,,,,
"RDP-62R","2012-07-30  15:37:43","109","8,9","91","8,4","25,6","=","54","1",,,,,,,,,"5,8",,,,,,,,,,,"20,0",,"3,2",,,,,,
"RDP-62R","2012-08-20  15:48:50","106","9,0","94","8,0","23,2","=","36","1",,,,,,,,,"5,9",,,,,,,,,,,"18,0",,"3,9",,,,,,
"RDP-62R","2012-09-12  14:04:34","103","9,4","91","8,1","19,8","=","130","1",,,,,,,,,"5,5",,,,,,,,,,,"20,0",,"5,2",,,,,,
"RDP-62R","2012-09-17  15:33:47","102","9,3","92","8,0","19,5","=","400","1",,,,,,,,,"5,6",,,,,,,,,,,"21,0",,"4,8",,,,,,
"RDP-62R","2012-10-02  14:39:51",,"10,6","98","7,7","15,1","=","220","-1",,,,,,,,,"5,5",,,,,,,,,,,"67,0",,"5,0",,,,,,
"RDP-62R","2012-10-16  15:04:23","102","11,3","98","7,8","10,9","=","72","-1",,,,,,,,,"5,4",,,,,,,,,,,"30,0",,"9,6",,,,,,
"RDP-62R","2012-10-23  14:59:50",,"7,5","98","7,7","11,5","=","140","1",,,,,,,,,"5,5",,,,,,,,,,,"33,0",,"11,2",,,,,,
"RLA-62C","2012-07-30  15:16:48","114","9,0","250","9,1","27,5","=","27","1","0,1","1149,4","0,4","21,9","0,1","19106,0","0,1","0,7","4,6","2,9","3,4","1200,4","2188,0","4674,0","45,6","1,0","20240,0","20,0","2,5","62,0","0,5","30,8","0,5","0,5","1,0","0,2","3,5","4,9"
"RLA-62C","2012-08-20  15:28:08","106","9,0","173","8,2","23,7","=","99","1","0,1","639,4","0,3","18,3","0,1","14440,0","0,1","0,4","5,9","1,6","2,1","812,4","1706,6","3522,0","26,0","1,0","12026,0","27,8","1,5","46,0","0,4","12,8","0,5","0,5","1,0","0,1","2,4","3,7"
