Variable,Imposition,Prop_affaires_QC,Annee_imposition,Nombre,Unite_nombre,Montant,Unite_montant
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1987,,,400420,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1988,,,420746,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1989,,,579856,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1990,,,501222,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1991,,,542677,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1992,,,613541,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1993,,,664787,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1994,,,709511,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1995,,,817274,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1996,,,952015,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1997,,,988809,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1998,,,1126269,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,1999,,,1174010,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2000,,,1478731,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2001,,,1513959,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2002,,,1585369,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2003,,,1586493,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2004,,,1619248,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2005,,,2012263,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2006,,,2052695,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2007,,,2231006,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2008,,,2431119,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2009,,,2301535,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2010,,,2402248,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2011,,,2651617,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2012,,,2822579,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2013,,,3015015,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2014,,,3199108,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2015,,,3666971,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2016,,,3853089,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2017,,,4049880,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2018,,,4863459,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,100 %,2019,,,4493964,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1986,,,505261,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1987,,,638096,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1988,,,705965,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1989,,,906607,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1990,,,741694,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1991,,,787064,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1992,,,861944,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1993,,,999529,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1994,,,1096061,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1995,,,1291869,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1996,,,1511175,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1997,,,1748819,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1998,,,1937610,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1999,,,2015268,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2000,,,2345930,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2001,,,2296445,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2002,,,2351894,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2003,,,2483538,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2004,,,2736501,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2005,,,3048879,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2006,,,3276995,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2007,,,3497723,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2008,,,3460717,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2009,,,3636539,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2010,,,4053497,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2011,,,4544784,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2012,,,4609280,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2013,,,4718424,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2014,,,4978101,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2015,,,5480292,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2016,,,5926413,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2017,,,6264324,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2018,,,7239763,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2019,,,6710845,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1986,,,302619,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1987,,,400420,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1988,,,420746,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1989,,,579856,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1990,,,501222,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1991,,,542676,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1992,,,613541,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1993,,,664787,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1994,,,709511,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1995,,,817274,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1996,,,952015,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1997,,,988809,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1998,,,1126269,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,1999,,,1174010,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2000,,,1478731,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2001,,,1513959,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2002,,,1585369,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2003,,,1586493,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2004,,,1619248,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2005,,,2012263,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2006,,,2052695,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2007,,,2231006,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2008,,,2431119,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2009,,,2301535,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2010,,,2402248,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2011,,,2651617,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2012,,,2822579,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2013,,,3015015,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2014,,,3199108,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2015,,,3666971,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2016,,,3853089,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2017,,,4049880,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2018,,,4863459,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,100 %,2019,,,4493964,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1986,,,505261,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1987,,,638096,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1988,,,705965,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1989,,,906607,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1990,,,741694,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1991,,,787064,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1992,,,861944,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1993,,,999529,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1994,,,1096061,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1995,,,1291869,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1996,,,1511175,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1997,,,1748819,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1998,,,1937610,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,1999,,,2015268,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2000,,,2345930,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2001,,,2296445,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2002,,,2351894,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2003,,,2483538,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2004,,,2736501,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2005,,,3048879,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2006,,,3276995,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2007,,,3497723,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2008,,,3460717,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2009,,,3636539,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2010,,,4053497,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2011,,,4544784,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2012,,,4609280,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2013,,,4718424,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2014,,,4978101,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2015,,,5480292,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2016,,,5926413,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2017,,,6264324,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2018,,,7239763,Milliers de dollars
Imp̫t sur le revenu au Qu̩bec,Ensemble des soci̩t̩s,Ensemble des soci̩t̩s,2019,,,6710845,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1986,,,150201,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1987,,,191314,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1988,,,217054,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1989,,,218614,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1990,,,240437,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1991,,,245357,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1992,,,245404,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1993,,,264318,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1994,,,275807,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1995,,,336740,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1996,,,389680,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1997,,,403060,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1998,,,458627,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,1999,,,454091,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2000,,,512562,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2001,,,491187,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2002,,,547408,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2003,,,513709,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2004,,,445721,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2005,,,440610,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2006,,,425714,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2007,,,382885,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2008,,,271305,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2009,,,230841,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2010,,,135467,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2011,,,29986,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2012,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2013,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2014,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2015,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2016,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2017,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2018,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,100 %,2019,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1986,,,314994,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1987,,,406377,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1988,,,458353,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1989,,,482241,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1990,,,463738,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1991,,,478687,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1992,,,405290,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1993,,,443826,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1994,,,469335,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1995,,,589573,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1996,,,687125,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1997,,,755754,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1998,,,870984,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,1999,,,825190,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2000,,,870863,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2001,,,851135,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2002,,,932618,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2003,,,896177,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2004,,,847879,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2005,,,816206,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2006,,,857191,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2007,,,733234,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2008,,,478973,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2009,,,364869,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2010,,,250932,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2011,,,50643,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2012,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2013,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2014,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2015,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2016,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2017,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2018,,,0,Milliers de dollars
Taxe sur le capital,Soci̩t̩s impos̩es,Ensemble des soci̩t̩s,2019,,,0,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1986,,,401284,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1987,,,473698,Milliers de dollars
Taxe sur le capital,Ensemble des soci̩t̩s,100 %,1988,,,526448,Milliers de dollars
