NOM_IMAGE,URLGEOTIFF,URLJPG2000,TYPE_IMAGE,ANNEE,DATE_DEBUT,LISTE_DATE,SAISON,RESOL_CM,COULEUR,SYSTE_REF,LICENCE,CAMERA,TYPECAMERA,PROPRIETAI,DIFFUSEUR,TAILLE_MO,URL_WMS,FORMAT,PROJET
MOS_20_356-5213_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_356-5213_15CM_F07.TIF,,Mosaïque,2020,2020-05-24,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_329-5174_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_329-5174_15CM_F07.TIF,,Mosaïque,2020,2020-06-14,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_317-5225_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_317-5225_15CM_F07.TIF,,Mosaïque,2020,2020-06-08,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_311-5189_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_311-5189_15CM_F07.TIF,,Mosaïque,2020,2020-05-24,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_308-5138_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_308-5138_15CM_F07.TIF,,Mosaïque,2020,2020-05-24,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_314-5129_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_314-5129_15CM_F07.TIF,,Mosaïque,2020,2020-05-24,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_359-5207_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_359-5207_15CM_F07.TIF,,Mosaïque,2020,2020-05-24,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_326-5252_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_326-5252_15CM_F07.TIF,,Mosaïque,2020,2020-06-02,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_296-5123_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_296-5123_15CM_F07.TIF,,Mosaïque,2020,2020-05-24,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_356-5198_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_356-5198_15CM_F07.TIF,,Mosaïque,2020,2020-05-24,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_323-5138_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_323-5138_15CM_F07.TIF,,Mosaïque,2020,2020-05-24,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_299-5144_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_299-5144_15CM_F07.TIF,,Mosaïque,2020,2020-05-24,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_332-5207_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_332-5207_15CM_F07.TIF,,Mosaïque,2020,2020-05-24,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_302-5198_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_302-5198_15CM_F07.TIF,,Mosaïque,2020,2020-06-08,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Eagle,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_272-5189_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_272-5189_15CM_F07.TIF,,Mosaïque,2020,2020-06-02,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Multiple capteurs,Inconnu,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_308-5108_15CM_F07A,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_308-5108_15CM_F07A.TIF,,Mosaïque,2020,2020-05-23,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_311-5096_15CM_F07A,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_311-5096_15CM_F07A.TIF,,Mosaïque,2020,2020-05-23,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1146.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_236-5159_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_236-5159_15CM_F07.TIF,,Mosaïque,2020,2020-05-07,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Chaudiere_15cm
MOS_20_257-5087_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_257-5087_15CM_F07.TIF,,Mosaïque,2020,2020-05-13,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Chaudiere_15cm
MOS_20_221-5153_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_221-5153_15CM_F07.TIF,,Mosaïque,2020,2020-05-06,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Chaudiere_15cm
MOS_20_335-5240_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_335-5240_15CM_F07.TIF,,Mosaïque,2020,2020-06-08,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Multiple capteurs,Inconnu,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_275-5159_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_275-5159_15CM_F07.TIF,,Mosaïque,2020,2020-06-12,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Appalaches_15cm
MOS_20_224-5093_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_224-5093_15CM_F07.TIF,,Mosaïque,2020,2020-05-13,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Chaudiere_15cm
MOS_20_251-5126_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_251-5126_15CM_F07.TIF,,Mosaïque,2020,2020-05-23,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Chaudiere_15cm
MOS_20_233-5120_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_233-5120_15CM_F07.TIF,,Mosaïque,2020,2020-05-23,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Chaudiere_15cm
MOS_20_266-5096_15CM_F07,https://diffusion.mern.gouv.qc.ca/diffusion/RGQ/Imagerie/Orthomosaique/2020_Chaudiereappalaches_15cm_Rvb/Mtm7/Geotiff/MOS_20_266-5096_15CM_F07.TIF,,Mosaïque,2020,2020-05-13,,Printemps,0.15,Couleur naturelle,"MTM fuseau 7, NAD83 (SCRS)",Creative Commons (https://creativecommons.org/licenses/by/4.0/deed.fr),Vexcel Ultracam Xp,Caméra Numérique,MRC de la région de Chaudière-Appalaches,https://www.donneesquebec.ca/recherche/dataset/orthophotographie-2020-levis,1144.4,https://imagesgeo-atlas.mrnf.gouv.qc.ca/TERRITOIRE/Imagerie_2020_Chaudiere-Appalaches.xml,GEOTIFF,2020_Chaudiere_15cm
